Regret,DenMISEMeanLog,IWMin,IWMean,Bound,IWMax,ReturnMean,Delta,ReturnMax,LQGmu1_actor,Iteration,Regret/t,DenMISELogFirst,IWLastEpisode,TimeElapsed,DenMISELogLast,LQGmu1_higher,ReturnStepMax,ReturnAbsMax,LQGsigma_higher,ReturnMin,TimestepsSoFar,ReturnLastEpisode,IWFirstEpisode
160.5682,0.18471596,,1.8440022,717.79004,25.15049,8.479543,3.7526365e-06,17.378649,-0.76030993,18,8.920457,0.1184363,1.0329867e-06,202.6024136543274,0.20320679,-0.79591835,19.1679,17.378649,0.021563897,,360,17.378649,2.4253704e-06
160.61188,0.2056891,,0.16939817,720.30835,3.102919,8.946744,3.3680174e-06,17.378649,0.76151276,19,8.453256,0.06436921,,213.9847502708435,0.31271532,0.71428573,19.1679,17.378649,0.021563897,,380,17.356346,
174.18703,0.1707008,,2.401434e-06,721.2738,4.802868e-05,8.690649,3.0396352e-06,17.378649,0.4501861,20,8.709351,0.013075914,,225.53940606117249,0.32315472,0.42857143,19.1679,17.378649,0.01831564,,400,3.8248496,
184.32759,0.08659669,,6.752664e-05,717.2853,0.0014180595,8.622496,2.7570386e-06,17.378649,-0.5734182,21,8.777504,-0.03571425,,237.17190861701965,-0.6196845,-0.59183675,19.1679,17.378649,0.01831564,,420,7.2594357,
184.36325,0.016038619,,0.99130213,713.7605,10.948109,9.019852,2.5120953e-06,17.378649,0.9555633,22,8.380148,-0.08223426,,248.939204454422,-0.48882845,0.9183673,19.1679,17.378649,0.027547687,,440,17.364338,
200.97205,0.024534168,,2.4249294e-07,714.79034,5.577338e-06,8.662085,2.2984013e-06,17.378649,0.3441357,23,8.737915,-0.12668602,,260.2803704738617,0.3357802,0.3469388,19.1679,17.378649,0.01831564,,460,0.7911831,
210.34564,-0.021108866,,0.44672167,712.97485,8.249501,8.635597,2.110858e-06,17.378649,0.62552565,24,8.764402,-0.16924565,2.7198267e-38,272.0638153553009,-0.092027925,0.63265306,19.1679,17.378649,0.021563897,,480,8.026395,
222.2035,-0.04784301,,0.0041812547,713.7975,0.10453136,8.51186,1.9453666e-06,17.378649,-0.50432414,25,8.88814,-0.21006763,,283.58324241638184,-0.10321033,-0.5102041,19.1679,17.378649,0.01831564,,500,5.542163,
222.21793,-0.09166773,,9.449588e-05,709.9292,0.002456893,8.853156,1.7986008e-06,17.385586,0.2565922,26,8.546844,-0.24928835,,295.2127294540405,-0.21094051,0.26530612,19.173372,17.385586,0.01831564,,520,17.385586,
231.1127,-0.1360517,,0.00019960593,707.4313,0.0053893602,8.84027,1.6678383e-06,17.385586,-0.42215326,27,8.55973,-0.28702867,,306.9952600002289,-0.30888066,-0.42857143,19.173372,17.385586,0.01831564,,540,8.505207,
231.14822,-0.17676182,,0.0003972345,704.5034,0.011122566,9.144706,1.5508342e-06,17.385586,0.17764005,28,8.255294,-0.32339633,,318.4314959049225,-0.29420853,0.18367347,19.173372,17.385586,0.01831564,,560,17.364466,
239.7309,-0.21563917,,0.48187003,704.49896,12.59339,9.133416,1.4457245e-06,17.385586,0.55035764,29,8.266583,-0.35848764,,330.1296555995941,-0.32204518,0.5510204,19.173372,17.385586,0.021563897,,580,8.817347,
250.784,-0.23727608,,0.00022737765,704.6855,0.0068213292,9.040533,1.3509492e-06,17.385586,-0.33172274,30,8.359467,-0.3923892,,341.9037561416626,-0.288855,-0.3469388,19.173372,17.385586,0.01831564,,600,6.3469124,
250.95038,-0.28306112,,0.9885376,705.9316,15.823502,9.304826,1.2651968e-06,17.385586,0.8346386,31,8.095174,-0.425179,,353.4796950817108,-0.6731458,0.8367347,19.173372,17.385586,0.027547687,,620,17.23359,
265.58826,-0.2692981,,1.2974559,705.13214,16.324429,9.100367,1.1873576e-06,17.385586,-0.96040744,32,8.299633,-0.45692772,,365.1382942199707,0.28908926,-0.9591837,19.173372,17.385586,0.027547687,,640,2.7621553,7.02752
265.7545,-0.25037476,,0.00020703138,706.06775,0.0068320353,9.346834,1.1164868e-06,17.385586,0.10283849,33,8.053165,-0.28916824,,376.70437359809875,0.25701144,0.10204082,19.173372,17.385586,0.01831564,,660,17.233774,
274.1461,-0.28457934,,0.23030847,705.57794,4.189476,9.336879,1.051777e-06,17.385586,-0.7268579,34,8.063121,-0.31902122,,388.40024852752686,-0.4283891,-0.71428573,19.173372,17.385586,0.021563897,,680,9.008365,1.7446389e-18
274.15918,-0.31032458,,0.0019217242,706.7909,0.06726035,9.56688,9.925341e-07,17.386951,-0.29264778,35,7.8331194,-0.34800875,,399.82967257499695,-0.42026553,-0.26530612,19.176441,17.386951,0.01831564,,700,17.386951,
274.49246,-0.37149128,,3.9297316e-05,705.9291,0.0014147034,9.775208,9.3815913e-07,17.386951,-0.014009381,36,7.624791,-0.37617964,,411.3686845302582,-1.5282644,0.020408163,19.176441,17.386951,0.01831564,,720,17.066666,
281.19653,-0.4474079,,0.19043438,707.0633,7.046072,9.800094,8.881331e-07,17.386951,-0.08983819,37,7.599906,-0.4035786,7.046072,423.0626599788666,-2.1940842,-0.06122449,19.176441,17.386951,0.01831564,,740,10.695961,
283.05768,-0.5021879,,6.4290707e-06,707.34625,0.00024212568,9.951114,8.4200434e-07,17.386951,-0.18448648,38,7.448886,-0.43024686,0.00024212568,434.80033659935,-1.7166393,-0.18367347,19.176441,17.386951,0.01831564,,760,15.538874,
283.67722,-0.52911603,,1.137082,707.66974,42.94997,10.1262245,7.993782e-07,17.386951,0.47620228,39,7.273775,-0.45622233,,446.3708372116089,-0.56532377,0.46938777,19.176441,17.386951,0.021563897,,780,16.780418,
294.03723,-0.5353907,,1.7634646,700.416,59.97217,10.049069,7.599088e-07,17.386951,-0.87655383,40,7.35093,-0.48154014,,457.9162335395813,-0.57045215,-0.877551,19.176441,17.386951,0.027547687,,800,7.040004,8.4666395
294.13794,-0.53586644,,2.5261285,698.3151,79.908424,10.225903,7.2329226e-07,17.386951,-0.28335443,41,7.174097,-0.31423652,,469.57426023483276,-0.7269058,-0.30612245,19.176441,17.386951,0.021563897,,820,17.29925,
294.43658,-0.52292216,,0.1721372,699.17883,5.909194,10.389605,6.8925965e-07,17.386951,-0.6222759,42,7.010395,-0.33833405,,481.22759890556335,-0.5412836,-0.63265306,19.176441,17.386951,0.021563897,,840,17.101404,4.9339795e-37
294.45715,-0.5447785,,0.8595821,698.68866,33.19131,10.552159,6.5757393e-07,17.386951,-0.5524279,43,6.8478403,-0.36186457,0.14887679,492.8065564632416,-0.63706076,-0.5510204,19.176441,17.386951,0.021563897,,860,17.37943,
294.4685,-0.5551701,,1.0236931,699.18384,22.166946,10.707534,6.280238e-07,17.388628,0.7752944,44,6.692466,-0.38485408,,504.58200120925903,-0.66983443,0.75510204,19.176718,17.388628,0.027547687,,880,17.388628,
308.2365,-0.5501801,,2.4354444,696.91095,109.57743,10.5503,6.0042186e-07,17.388628,-0.10914125,45,6.8497,-0.40732694,,516.1096177101135,-0.2083904,-0.10204082,19.176718,17.388628,0.019873515,,900,3.632015,
310.07556,-0.55104846,,0.12121385,693.8515,5.0251865,10.659226,5.7460034e-07,17.388628,0.38905537,46,6.740773,-0.42930585,,527.8823595046997,-0.835497,0.3877551,19.176718,17.388628,0.021563897,,920,15.560931,
319.74908,-0.5735752,,3.609881,694.25745,169.44725,10.5968275,5.5040925e-07,17.388628,-0.014800383,47,6.803172,-0.45081204,,539.5885577201843,-0.7361014,-0.020408163,19.176718,17.388628,0.021563897,,940,7.726536,
326.43738,-0.56602603,,0.2283055,684.4865,7.7325063,10.59922,5.277145e-07,17.388628,0.2571713,48,6.8007793,-0.47186545,,551.2059001922607,-0.753513,0.30612245,19.176718,17.388628,0.021563897,,960,10.711665,
335.3349,-0.58708566,,0.29909635,684.036,10.686458,10.55643,5.063948e-07,17.388628,-0.47348753,49,6.8435698,-0.49248475,,562.9598670005798,-0.82266414,-0.46938777,19.176718,17.388628,0.021563897,,980,8.502498,
335.3529,-0.6055486,,0.6702574,682.3153,25.42839,10.692942,4.8634166e-07,17.388628,0.6466089,50,6.707058,-0.51268744,,574.5627176761627,-0.79551774,0.67346936,19.176718,17.388628,0.027547687,,1000,17.381966,
347.4549,-0.61109716,,0.644404,681.0341,14.725212,10.587158,4.6745637e-07,17.388628,0.20788331,51,6.8128414,-0.5324901,,586.3255815505981,-0.46199197,0.2244898,19.176718,17.388628,0.021563897,,1020,5.29797,
356.14374,-0.6227083,,1.4516823,679.56586,26.538042,10.551082,4.496502e-07,17.388628,-0.79248935,52,6.848918,-0.55190814,,597.9244101047516,-0.79907817,-0.75510204,19.176718,17.388628,0.027547687,,1040,8.711191,8.1844814e-07
356.20282,-0.61874634,,0.25556067,678.00995,12.184283,10.679192,4.3284237e-07,17.388628,-0.35091817,53,6.720808,-0.57095635,,609.5977165699005,-0.6244047,-0.3877551,19.176718,17.388628,0.021563897,,1060,17.340895,
356.36316,-0.6334278,,0.37888676,673.879,11.948304,10.800682,4.1695958e-07,17.388628,0.15745597,54,6.5993176,-0.5896485,,621.3899145126343,-0.65314233,0.14285715,19.176718,17.388628,0.021563897,,1080,17.239662,
364.88428,-0.64923656,,1.0576848,669.5278,27.246693,10.76574,4.0193527e-07,17.388628,0.5878835,55,6.634259,-0.6079976,,633.1658115386963,-0.85939175,0.59183675,19.176718,17.388628,0.027547687,,1100,8.878927,
376.32623,-0.6439601,,0.17304923,667.9451,8.364822,10.679888,3.8770855e-07,17.388628,-0.24002667,56,6.720112,-0.62601614,,644.9165267944336,-0.2762477,-0.2244898,19.176718,17.388628,0.021563897,,1120,5.9580216,
376.74097,-0.6627947,,0.11642222,668.59644,6.434529,10.790509,3.7422413e-07,17.388628,0.080576636,57,6.6094904,-0.6437157,,656.6962728500366,-0.8890654,0.06122449,19.176718,17.388628,0.021563897,,1140,16.985281,
385.0954,-0.6816913,,1.3354686,667.8809,18.791563,10.760424,3.6143112e-07,17.388628,0.996185,58,6.639576,-0.6611074,,668.4764242172241,-0.8779598,0.9591837,19.176718,17.388628,0.03818524,,1160,9.04554,
402.4261,-0.6707271,,1.0339127,656.1133,28.704975,10.579219,3.4928303e-07,17.388628,0.53116566,59,6.8207808,-0.67820185,,680.1056447029114,-0.22898878,0.5102041,19.176718,17.388628,0.027547687,,1180,0.06933591,
413.29022,-0.6696358,,0.6963786,655.02264,30.539019,10.511829,3.377373e-07,17.388628,-0.6755656,60,6.8881702,-0.695009,,691.8481657505035,-0.5033668,-0.67346936,19.176718,17.388628,0.027547687,,1200,6.535894,3.2449398e-16
413.31177,-0.6710104,,1.0196539,647.6002,28.505972,10.624397,3.2675467e-07,17.388628,-0.58325815,61,6.7756023,-0.7115383,0.20314181,703.3996167182922,-0.35227242,-0.59183675,19.176718,17.388628,0.027547687,,1220,17.378517,1.741019e-29
413.34595,-0.6687261,,0.49576136,645.3169,18.760643,10.733129,3.162992e-07,17.388628,-0.14811514,62,6.666871,-0.7277988,,714.6532146930695,-0.41016528,-0.14285715,19.176718,17.388628,0.02339806,,1240,17.36565,
414.41003,-0.68364996,,0.76605093,642.79315,26.428404,10.8220625,3.0633765e-07,17.388628,0.4470554,63,6.577937,-0.74379915,,726.1563317775726,-1.0642803,0.42857143,19.176718,17.388628,0.027547687,,1260,16.33597,
424.52502,-0.6864474,,0.9748019,637.40045,32.46448,10.766796,2.968394e-07,17.388628,-0.52737606,64,6.6332035,-0.75954753,,737.856059551239,-0.53873855,-0.5102041,19.176718,17.388628,0.027547687,,1280,7.2850103,
424.53497,-0.68657273,,0.49276546,637.423,13.955444,10.868692,2.8777617e-07,17.390074,-0.9561808,65,6.531307,-0.7750517,1.327582e-38,749.5154247283936,-0.5382466,-1.0,19.17813,17.390074,0.035191916,,1300,17.390074,1.5108867
424.6974,-0.6891112,,0.6770208,632.04376,33.566948,10.965192,2.791217e-07,17.390074,0.3401163,66,6.434808,-0.7673408,,761.3077187538147,-0.3194005,0.3469388,19.17813,17.390074,0.027547687,,1320,17.237568,
434.0459,-0.6922193,,1.1383749,626.8538,34.168888,10.921702,2.708519e-07,17.390074,-0.34105045,67,6.478297,-0.7823787,,772.9435544013977,-0.47253045,-0.3469388,19.17813,17.390074,0.027547687,,1340,8.051435,
434.2417,-0.6898137,,1.096714,626.9737,34.329056,11.0140915,2.6294424e-07,17.390074,0.25195053,68,6.385908,-0.79719377,,784.8213436603546,-0.4821606,0.26530612,19.17813,17.390074,0.027547687,,1360,17.2042,
443.11505,-0.6893889,,1.3365653,627.4198,22.3296,10.978043,2.553779e-07,17.390074,0.7899808,69,6.421957,-0.81179255,,796.5205104351044,-0.57007957,0.79591835,19.17813,17.390074,0.03818524,,1380,8.526698,
457.09235,-0.683608,,0.652613,624.97906,35.02552,10.87011,2.4813352e-07,17.390074,-0.41006535,70,6.52989,-0.8261813,,807.9973194599152,-0.4927082,-0.42857143,19.17813,17.390074,0.027547687,,1400,3.422715,
457.22333,-0.6892557,,1.2455947,624.521,32.032455,10.960236,2.4119305e-07,17.390074,-0.2515085,71,6.439764,-0.84036595,2.774128e-05,819.7665238380432,-0.6412892,-0.26530612,19.17813,17.390074,0.027547687,,1420,17.269049,
457.60455,-0.6874538,,1.3374019,623.62274,36.493114,11.04438,2.3453978e-07,17.390074,0.20549093,72,6.3556194,-0.8543522,,831.8528850078583,-0.6178261,0.18367347,19.17813,17.390074,0.027547687,,1440,17.018686,
466.28436,-0.686027,,1.476712,619.4934,25.979952,11.012543,2.2815804e-07,17.390074,-0.91098577,73,6.387457,-0.8681455,,843.6312208175659,-0.7075831,-0.9183673,19.17813,17.390074,0.03818524,,1460,8.720195,24.871895
466.4192,-0.68099284,,1.0182859,616.12573,37.547474,11.097037,2.2203328e-07,17.390074,0.10290645,74,6.3029623,-0.58855116,,855.3633685112,-0.6350932,0.10204082,19.17813,17.390074,0.027547687,,1480,17.265226,
474.8109,-0.68132997,,0.76877177,613.6007,25.469461,11.069188,2.1615185e-07,17.390074,-0.06600239,75,6.3308115,-0.6019742,4.942725e-07,866.9461057186127,-0.5561972,-0.06122449,19.17813,17.390074,0.027547687,,1500,9.008237,
477.52197,-0.68421954,,1.248863,608.9467,30.157936,11.1168165,2.1050109e-07,17.390074,-0.8784886,76,6.283183,-0.6152194,,878.9123306274414,-0.6013956,-0.79591835,19.17813,17.390074,0.035191916,,1520,14.68903,0.057130523
477.62195,-0.6877587,,0.54876775,609.1688,19.6571,11.197117,2.0506903e-07,17.390074,0.010401566,77,6.202883,-0.62754005,,890.4199192523956,-1.0570858,0.020408163,19.17813,17.390074,0.027547687,,1540,17.29992,
485.5609,-0.69355845,,0.8157901,595.08704,19.905497,11.174859,1.9984455e-07,17.390074,0.8833076,78,6.2251406,-0.64044344,,902.1632130146027,-0.64085674,0.877551,19.17813,17.390074,0.044957362,,1560,9.461093,
500.95996,-0.69522065,,0.8786258,595.1726,36.130665,11.058734,1.948172e-07,17.390074,-0.19812596,79,6.3412657,-0.65318245,,913.8812832832336,-0.5986295,-0.18367347,19.17813,17.390074,0.029890813,,1580,2.0009089,
501.51514,-0.6985316,,1.0824327,594.509,25.16486,11.131061,1.899772e-07,17.390074,0.63424414,80,6.268939,-0.66576123,,925.4147119522095,-0.72355443,0.63265306,19.17813,17.390074,0.03818524,,1600,16.84485,
513.473,-0.69805366,,0.8057678,592.6456,12.901459,11.060827,1.8531539e-07,17.390074,1.0412854,81,6.3391724,-0.6781838,6.131474e-10,937.2965977191925,-0.64259154,1.0,19.17813,17.390074,0.0529305,,1620,5.442164,
530.8729,-0.71465635,,0.8027704,571.5656,22.910364,10.925939,1.8082306e-07,17.390074,-0.7006767,82,6.474061,-0.6904539,,948.9898431301117,-1.8221825,-0.71428573,19.17813,17.390074,0.03818524,,1640,,1.6119122e-05
530.8983,-0.7166682,,1.0551765,566.82666,26.156206,11.003634,1.7649211e-07,17.390074,0.47537437,83,6.396365,-0.702575,,960.5387403964996,-0.63096315,0.46938777,19.17813,17.390074,0.03818524,,1660,17.37466,
541.2511,-0.71663535,,1.1778382,563.60254,27.226055,10.956534,1.7231491e-07,17.390074,-0.46793962,84,6.443465,-0.7145512,,972.3391764163971,-0.6732786,-0.5510204,19.17813,17.390074,0.03818524,,1680,7.0471764,2.4954775e-19
541.3087,-0.71842116,,0.6089852,558.1412,10.620824,11.031662,1.6828433e-07,17.390074,0.68215644,85,6.3683376,-0.72638565,,984.071964263916,-0.939983,0.71428573,19.17813,17.390074,0.044957362,,1700,17.342411,
553.8408,-0.72043574,,0.59388435,548.134,11.085749,10.9599905,1.6439348e-07,17.390074,-0.99225,86,6.440009,-0.7380817,,995.6751971244812,-0.48446783,-1.0,19.17813,17.390074,0.0529305,,1720,4.8679175,4.5925493
554.0358,-0.72361326,,1.0799311,545.0564,32.45473,11.031772,1.6063603e-07,17.390074,-0.05923367,87,6.368228,-0.6976178,,1007.259078502655,-0.5718432,-0.10204082,19.17813,17.390074,0.035191916,,1740,17.204918,
557.35815,-0.7227553,,0.6803777,545.1553,14.670451,11.066384,1.5700596e-07,17.390074,0.31078017,88,6.3336153,-0.70904654,2.5414367e-19,1019.1424324512482,-0.61049384,0.30612245,19.17813,17.390074,0.03818524,,1760,14.077694,
566.5329,-0.7268258,,1.2070918,545.11816,27.497355,11.034462,1.5349757e-07,17.390074,-0.28721255,89,6.3655376,-0.7203461,,1030.8420522212982,-0.73253673,-0.30612245,19.17813,17.390074,0.035191916,,1780,8.2252865,
566.8777,-0.72512335,,1.1604085,544.3338,19.609173,11.101359,1.5010546e-07,17.390074,-0.81934255,90,6.2986403,-0.7315194,4.466233e-27,1042.5861458778381,-0.67556566,-0.8367347,19.17813,17.390074,0.048781306,,1800,17.055191,4.4100003
566.95386,-0.724111,,0.79671973,536.3328,21.348648,11.169738,1.4682455e-07,17.390074,-0.39928693,91,6.230262,-0.6947319,3.901824e-27,1054.4366340637207,-0.718174,-0.3877551,19.17813,17.390074,0.03818524,,1820,17.323832,
567.0314,-0.727012,,0.93414855,535.86,27.799192,11.236615,1.4365008e-07,17.390074,0.15509431,92,6.1633844,-0.705661,,1066.1820886135101,-0.7401383,0.14285715,19.17813,17.390074,0.035191916,,1840,17.322346,
575.5459,-0.7285786,,1.0984397,533.8747,24.059418,11.211334,1.4057744e-07,17.390074,0.59023845,93,6.1886654,-0.7164719,2.6762292e-16,1078.0018446445465,-0.73894,0.5510204,19.17813,17.390074,0.044957362,,1860,8.885648,
587.01306,-0.72623265,,1.1172433,526.866,29.389162,11.15518,1.3760231e-07,17.390074,-0.06730481,94,6.2448196,-0.7271672,,1089.538869380951,-0.53560245,-0.020408163,19.17813,17.390074,0.03818524,,1880,5.932761,
589.49927,-0.72453773,,0.8084615,523.8679,23.012836,11.194744,1.3472066e-07,17.390074,-0.6631981,95,6.2052555,-0.7377493,7.2482805e-34,1101.5009360313416,-0.57771045,-0.63265306,19.17813,17.390074,0.044957362,,1900,14.913877,3.8922504e-08
589.48047,-0.7257483,,1.036802,522.38434,14.465055,11.259578,1.3192863e-07,17.4188,0.7981044,96,6.140422,-0.7482206,,1112.9764308929443,-0.6051867,0.79591835,19.208351,17.4188,0.057432614,,1920,17.4188,
603.5752,-0.72464144,,1.0288105,519.6638,23.429508,11.177574,1.2922246e-07,17.4188,-0.23098828,97,6.2224255,-0.75858337,,1124.7119801044464,-0.6054418,-0.2244898,19.208351,17.4188,0.041433174,,1940,3.3052564,
603.95105,-0.7258648,,0.7434455,511.66306,25.309364,11.237234,1.265987e-07,17.4188,0.47485834,98,6.1627655,-0.7688399,,1136.4143102169037,-0.8044436,0.3877551,19.208351,17.4188,0.044957362,,1960,17.024136,
614.29944,-0.72922814,,1.0426505,511.89365,25.549099,11.194955,1.2405411e-07,17.4188,-0.5442072,99,6.2050447,-0.77899224,,1147.9946236610413,-0.76047605,-0.46938777,19.208351,17.4188,0.044957362,,1980,7.051641,5.9403136e-21
614.3723,-0.72991925,,1.1950061,508.19644,23.67885,11.256277,1.2158542e-07,17.4188,0.23839201,100,6.1437225,-0.7890426,,1159.5959651470184,-0.7670443,0.2244898,19.208351,17.4188,0.041433174,,2000,17.327219,
623.1848,-0.7294342,,0.9911759,503.558,11.258939,11.229853,1.1918971e-07,17.4188,1.0038223,101,6.170147,-0.79899293,1.4302945e-21,1171.2925395965576,-0.7911582,0.9183673,19.208351,17.4188,0.06761824,,2020,8.587229,
640.58484,-0.7289687,,0.6747264,495.66382,22.666752,11.119756,1.1686409e-07,17.4188,0.09378773,102,6.280244,-0.8088452,,1182.731735944748,-0.63986206,0.06122449,19.208351,17.4188,0.041433174,,2040,,
648.96045,-0.731798,,1.0727948,492.58786,15.496282,11.099413,1.14605925e-07,17.4188,0.7292285,103,6.3005867,-0.81860137,1.0283782e-18,1194.5942363739014,-0.6595247,0.63265306,19.208351,17.4188,0.057432614,,2060,9.024568,
662.0974,-0.73140275,,0.9459412,485.76193,15.021839,11.033678,1.1241255e-07,17.4188,-0.673276,104,6.3663216,-0.8282633,,1206.2489032745361,-0.7143361,-0.71428573,19.208351,17.4188,0.057432614,,2080,4.2630334,0.03161134
662.12524,-0.73057735,,1.2263162,483.36407,15.8348055,11.094046,1.10281555e-07,17.4188,-1.0102497,105,6.305954,-0.8375288,0.014391857,1217.783751964569,-0.55295086,-0.9183673,19.208351,17.4188,0.06761824,,2100,17.372194,13.629285
662.3273,-0.7310556,,0.9090986,473.536,24.607483,11.1516285,1.0821059e-07,17.4188,-0.18423247,106,6.248371,-0.72496456,,1229.7075040340424,-0.94904995,-0.14285715,19.208351,17.4188,0.048781306,,2120,17.19786,
662.9475,-0.7317385,,1.0551777,470.09262,15.933336,11.204228,1.0619741e-07,17.4188,0.46384034,107,6.195771,-0.7343543,1.0140033e-27,1241.623373746872,-0.6654543,0.46938777,19.208351,17.4188,0.057432614,,2140,16.779818,
673.20166,-0.73146677,,0.9799065,469.95447,15.148532,11.166651,1.04239895e-07,17.4188,-0.38752347,108,6.233349,-0.7436567,,1253.5836110115051,-0.7063369,-0.3469388,19.208351,17.4188,0.0529305,,2160,7.1458063,1.0583998e-24
673.344,-0.7323258,,1.0218825,467.27615,16.381546,11.222532,1.0233602e-07,17.4188,-0.5382497,109,6.1774673,-0.75287336,0.25936726,1265.34455037117,-0.7643089,-0.5510204,19.208351,17.4188,0.057432614,,2180,17.257689,2.2784983e-08
673.34814,-0.73230207,,1.0382472,462.51114,16.984484,11.278653,1.0048382e-07,17.4188,0.14990981,110,6.1213465,-0.76200587,1.6885688e-35,1277.1947066783905,-0.7055837,0.14285715,19.208351,17.4188,0.0529305,,2200,17.39586,
681.84814,-0.7322367,,0.89889735,456.10522,29.799864,11.257223,9.868145e-08,17.4188,0.9106177,111,6.1427765,-0.7710557,1.1976824e-17,1289.1282880306244,-0.7173571,1.0,19.208351,17.4188,0.09372906,,2220,8.900044,
697.69324,-0.731914,,0.8480476,453.2991,16.808294,11.170595,9.692714e-08,17.4188,0.3417975,112,6.2294044,-0.78002435,1.0588849e-23,1300.7264568805695,-0.5504827,0.30612245,19.208351,17.4188,0.057432614,,2240,1.5548507,
707.05225,-0.7325003,,0.89485323,441.24023,17.1572,11.1429,9.521922e-08,17.4188,-0.044999026,113,6.257099,-0.7889133,2.9647076e-08,1312.375019788742,-0.6146191,-0.020408163,19.208351,17.4188,0.057432614,,2260,8.0409975,
