Iteration,LQGsigma_higher,Delta,ReturnMin,ReturnMax,IWLastEpisode,IWFirstEpisode,ReturnAbsMax,Regret,TimestepsSoFar,IWMax,TimeElapsed,LQGmu1_higher,Regret/t,ReturnStepMax,DenMISEMeanLog,ReturnMean,IWMean,LQGmu1_actor,DenMISELogLast,DenMISELogFirst,IWMin,Bound,ReturnLastEpisode
2122,0.041433174,2.7001676e-10,,17.431028,,,17.431028,7132.0234,42440,46.64241,25951.33869767189,0.75510204,3.3609905,19.219326,-0.7826035,14.039009,0.9402794,0.7691566,-0.24602047,-4.048625,,33.514297,17.392506
2123,0.01831564,2.6976243e-10,,17.431028,4.4687327e-22,,17.431028,7145.703,42460,126.84987,25964.043880224228,0.9591837,3.3658514,19.219326,-0.7830107,14.034148,1.170737,0.95965976,-1.5808192,-4.049096,,33.50641,3.7183237
2124,0.12992261,2.695085e-10,,17.431028,7.42855e-12,1.5854698e-29,17.431028,7162.383,42480,8.793918,25976.68510746956,-0.020408163,3.3721209,19.219326,-0.78337574,14.027879,1.008893,-0.13268371,-1.7044326,-4.049567,,33.49682,0.71975154
2125,0.01831564,2.692549e-10,,17.431028,8.486433,,17.431028,7163.4316,42500,35.62631,25989.806257009506,-0.10204082,3.371026,19.219326,-0.7832185,14.028974,1.0333887,-0.085055046,-0.45694706,-4.050038,,33.500732,16.35289
2126,0.27086833,2.6900165e-10,,17.431028,2.4027185,0.00016110139,17.431028,7165.664,42520,3.3608994,26002.16343998909,-0.18367347,3.370491,19.219326,-0.7830984,14.029509,0.99698395,-0.02854307,-0.555695,-4.050508,,33.49627,15.165858
2127,0.062317666,2.6874877e-10,,17.431028,4.3537744e-29,1.1974385e-35,17.431028,7171.1367,42540,8.891043,26015.07134437561,-0.75510204,3.371479,19.219326,-0.7831105,14.028521,1.0041617,-0.7282859,-0.8051385,-4.050978,,33.485405,11.932181
2128,0.11973804,2.6849623e-10,,17.431028,3.4709585e-37,,17.431028,7171.133,42560,17.06543,26027.767874240875,0.8367347,3.369893,19.219326,-0.7828645,14.030107,0.98220813,0.81903434,-0.26256484,-4.0514483,,33.47608,17.398924
2129,0.19541045,2.6824407e-10,,17.431028,6.9920757e-17,0.4226629,17.431028,7185.535,42580,13.497021,26040.38325548172,-0.9183673,3.3750763,19.219326,-0.7832637,14.024923,1.000522,-0.4569965,-1.612394,-4.051918,,33.473644,2.9970949
2130,0.01831564,2.679923e-10,,17.431028,26.22348,,17.431028,7185.59,42600,29.504055,26052.82131075859,-0.46938777,3.373516,19.219326,-0.7830907,14.026484,1.0295162,-0.4752507,-0.4144471,-4.0521894,,33.532265,17.347591
2131,0.027547687,2.6774083e-10,,17.431028,18.557262,,17.431028,7185.66,42620,19.673164,26065.58496570587,-0.46938777,3.3719664,19.219326,-0.7828388,14.028033,0.9807585,-0.49610198,-0.270611,-4.0526586,,33.513775,17.328232
2132,0.09372906,2.6748972e-10,,17.431028,5.6300015,2.6463085e-26,17.431028,7185.6836,42640,5.9888573,26078.27990436554,-0.5102041,3.3703947,19.219326,-0.78261876,14.029605,0.9975304,-0.6988816,-0.29101977,-4.053128,,33.481705,17.380583
2133,0.01831564,2.6723895e-10,,17.431028,20.82378,,17.431028,7185.715,42660,27.424614,26091.406885623932,-0.71428573,3.3688297,19.219326,-0.7823981,14.03117,1.0579313,-0.73746586,-0.30870453,-4.053597,,33.545654,17.365513
2134,0.027547687,2.6698857e-10,,17.431028,13.66824,,17.431028,7185.75,42680,18.023207,26103.989188671112,-0.71428573,3.3672686,19.219326,-0.7821453,14.032731,1.0172757,-0.6985965,-0.2961995,-4.0540657,,33.472496,17.36359
2135,0.027547687,2.6673852e-10,,17.431028,,,17.431028,7185.758,42700,23.422598,26116.92365193367,-0.10204082,3.365694,19.219326,-0.78191024,14.034306,1.016764,-0.058651146,-0.29436955,-4.054534,,33.458263,17.39456
2136,0.01831564,2.6648883e-10,,17.431028,41.486675,,17.431028,7189.2188,42720,41.545856,26130.10708284378,-0.06122449,3.3657398,19.219326,-0.78184444,14.03426,1.0393718,-0.03846781,-0.6541811,-4.055002,,33.553,13.939118
2137,0.08638168,2.6623947e-10,,17.431028,5.057815e-13,8.352778e-20,17.431028,7193.039,42740,6.414222,26142.940425395966,-0.71428573,3.3659515,19.219326,-0.78181994,14.034048,0.9971825,-0.9899576,-0.7618408,-4.0554705,,33.452255,13.579487
2138,0.15296425,2.659905e-10,,17.431028,8.61582e-20,2.6991049e-37,17.431028,7193.2305,42760,10.174686,26155.787506341934,0.46938777,3.3644667,19.219326,-0.78176147,14.035533,0.98313034,0.41217113,-0.6532248,-4.0559382,,33.44358,17.209059
2139,1.0,2.6574185e-10,,17.431028,0.7057345,15.9267435,17.431028,7203.0703,42780,27.92923,26168.627249002457,-0.71428573,3.3674946,19.219326,-0.7819678,14.032505,0.97822386,0.727015,-1.2048748,-4.056406,,33.43147,7.557909
2140,0.01831564,2.6549357e-10,,17.431028,,,17.431028,7216.1797,42800,29.140188,26181.358917236328,-0.26530612,3.3720465,19.219326,-0.7823127,14.027953,1.0473396,-0.2661349,-1.4970618,-4.0494547,,33.40922,4.2923813
2141,0.027547687,2.652456e-10,,17.431028,19.113842,,17.431028,7216.4805,42820,19.125835,26193.64323401451,-0.26530612,3.3706121,19.219326,-0.78205746,14.029387,0.9999272,-0.2166713,-0.27796718,-4.049922,,33.414154,17.098701
2142,0.11973804,2.64998e-10,,17.431028,0.04350821,4.7259435e-13,17.431028,7216.967,42840,5.069331,26206.400260448456,-0.59183675,3.3692646,19.219326,-0.7819602,14.030735,0.99329513,-0.47765663,-0.5702132,-4.050389,,33.400665,16.915728
2143,0.01831564,2.6475072e-10,,17.431028,25.61522,,17.431028,7217.0,42860,28.901258,26218.70846104622,-0.46938777,3.3677092,19.219326,-0.78172165,14.03229,1.0353811,-0.47439054,-0.26403543,-4.0508556,,33.432285,17.365833
2144,0.027547687,2.645038e-10,,17.431028,18.327469,,17.431028,7217.0156,42880,19.286257,26231.26997232437,-0.46938777,3.366146,19.219326,-0.78146064,14.033854,0.9843078,-0.47722182,-0.25199267,-4.0513225,,33.407585,17.38314
2145,0.01831564,2.6425728e-10,,17.431028,0.00018322136,,17.431028,7217.0176,42900,25.329292,26243.78871870041,-0.3877551,3.3645763,19.219326,-0.78121907,14.035423,1.0959415,-0.3975886,-0.24435548,-4.051789,,33.37868,17.399635
2146,0.24963507,2.6401104e-10,,17.431028,1.0935682,0.137504,17.431028,7217.1465,42920,3.476045,26256.248849868774,-0.67346936,3.3630695,19.219326,-0.78092015,14.03693,0.9946278,-0.62476444,-0.23129222,-4.0522547,,33.373512,17.26941
2147,0.01831564,2.6376515e-10,,17.431028,29.252844,,17.431028,7217.176,42940,31.748219,26268.857912540436,-0.63265306,3.361516,19.219326,-0.7807396,14.038484,0.99029076,-0.6409886,-0.38766822,-4.0526567,,33.44006,17.374195
2148,0.01831564,2.6351962e-10,,17.431028,28.711168,,17.431028,7217.1875,42960,31.300163,26281.208785295486,-0.63265306,3.3599567,19.219326,-0.78055984,14.040043,0.99292296,-0.63073677,-0.37978476,-4.053122,,33.38293,17.387226
2149,0.027547687,2.632744e-10,,17.431028,20.494251,,17.431028,7217.1816,42980,20.532238,26294.07647395134,-0.63265306,3.3583918,19.219326,-0.78036493,14.041608,0.9725865,-0.62019414,-0.34966555,-4.0535874,,33.370544,17.403225
2150,0.041433174,2.6302957e-10,,17.431028,1.52628795e-33,,17.431028,7217.1836,43000,15.594313,26306.627292871475,-0.10204082,3.3568296,19.219326,-0.78018826,14.04317,1.0152146,-0.048536837,-0.3698008,-4.054053,,33.36012,17.398584
2151,0.01831564,2.6278507e-10,,17.431028,34.502403,,17.431028,7220.3633,43020,40.82049,26319.33323788643,-0.06122449,3.3567476,19.219326,-0.78014505,14.043252,1.0456413,-0.0807744,-0.6998996,-4.0545177,,33.424034,14.220049
2152,0.027547687,2.625409e-10,,17.431028,19.558857,,17.431028,7222.1836,43040,26.798395,26332.324682474136,-0.06122449,3.3560324,19.219326,-0.78002125,14.043967,1.042151,-0.04334206,-0.55234945,-4.0549827,,33.35389,15.582013
2153,0.34603184,2.6229705e-10,,17.431028,1.432224,0.18687119,17.431028,7226.211,43060,2.2087505,26344.74285387993,-0.3877551,3.3563452,19.219326,-0.77997214,14.043654,0.9959979,0.4034105,-0.71227527,-4.055447,,33.353027,13.370438
2154,0.01831564,2.6205357e-10,,17.431028,52.861572,,17.431028,7235.9883,43080,79.75479,26357.396136045456,0.3877551,3.3593264,19.219326,-0.7801931,14.040673,1.0000707,0.42309007,-1.2519188,-4.0558248,,33.371693,7.6229615
2155,0.041433174,2.6181043e-10,,17.431028,,,17.431028,7245.914,43100,24.630047,26370.044771671295,-1.0,3.3623724,19.219326,-0.78037506,14.037627,0.9494306,-1.0379064,-1.1598918,-4.0562887,,33.331036,7.4748726
2156,0.062317666,2.6156763e-10,,17.431028,20.447788,1.4182962e-16,17.431028,7246.1133,43120,22.822193,26383.08411026001,-1.0,3.3609066,19.219326,-0.78066254,14.039093,0.9855314,-1.1074144,-1.3463036,-4.0567527,,33.357357,17.199207
2157,0.09372906,2.6132516e-10,,17.431028,21.19364,1.7785575e-06,17.431028,7246.3164,43140,21.7748,26395.437294960022,-1.0,3.3594408,19.219326,-0.7813573,14.040559,1.0038292,-1.0893844,-2.2619612,-4.0572166,,33.401314,17.200129
2158,0.14097345,2.6108302e-10,,17.431028,18.475468,0.041233815,17.431028,7246.5273,43160,21.34621,26408.18950343132,-1.0,3.3579826,19.219326,-0.7819571,14.042017,1.014068,-1.0598694,-2.0772092,-4.05768,,33.43017,17.18668
2159,0.21203151,2.608412e-10,,17.431028,9.97637,2.7931578,17.431028,7246.7227,43180,21.323528,26421.021836042404,-1.0,3.3565187,19.219326,-0.78238046,14.043481,1.007964,-1.3820108,-1.7080013,-4.058124,,33.405914,17.20332
2160,0.31890655,2.6059976e-10,,17.431028,21.684158,14.324332,17.431028,7246.9336,43200,22.030235,26433.639442443848,-1.0,3.3550615,19.219326,-0.7836682,14.044938,0.99964666,-1.2502133,-3.570118,-4.0572944,,33.493168,17.19196
2161,0.47965226,2.6035862e-10,,17.431028,15.927966,23.36193,17.431028,7247.1406,43220,23.461617,26445.66626572609,-1.0,3.3536053,19.219326,-0.7847356,14.046394,0.9988237,-0.30758047,-3.0883834,-4.0511475,,33.516407,17.18895
2162,0.041433174,2.601178e-10,,17.431028,9.155227,,17.431028,7247.367,43240,13.082775,26458.35937476158,-0.26530612,3.3521576,19.219326,-0.7845913,14.047842,0.9760024,-0.2968344,-0.47009838,-4.0408573,,33.370846,17.176579
2163,0.041433174,2.5987737e-10,,17.431028,15.026851,,17.431028,7247.6406,43260,15.47365,26471.18150281906,-0.30612245,3.3507357,19.219326,-0.78445804,14.049264,1.0052975,-0.2393196,-0.47022957,-4.04132,,33.389736,17.124592
2164,0.47965226,2.5963723e-10,,17.431028,0.37950823,23.144154,17.431028,7248.008,43280,23.241856,26484.287410497665,-1.0,3.3493576,19.219326,-0.7843125,14.050642,0.9954274,-1.6410311,-0.47290483,-4.041782,,33.34937,17.030775
2165,0.7214223,2.5939745e-10,,17.431028,24.28705,22.709398,17.431028,7248.2383,43300,27.813751,26497.060830831528,-1.0,3.3479156,19.219326,-0.7858825,14.052084,1.000458,-0.06924391,-4.177126,-4.0316057,,33.466873,17.173187
2166,0.027547687,2.5915797e-10,,17.431028,24.701809,,17.431028,7250.5586,43320,26.61303,26510.253064632416,-0.06122449,3.3474417,19.219326,-0.78578645,14.052558,1.0542461,-0.01737035,-0.5763509,-4.021633,,33.35878,15.080008
2167,1.0,2.5891883e-10,,17.431028,0.7334219,15.3895445,17.431028,7257.383,43340,27.565344,26523.61572957039,-0.71428573,3.3490458,19.219326,-0.7857938,14.050954,0.98294485,-0.6367743,-0.8517499,-4.0220947,,33.330116,10.578144
2168,0.01831564,2.5868005e-10,,17.431028,30.161596,,17.431028,7257.3984,43360,30.758945,26536.695266723633,-0.63265306,3.3475084,19.219326,-0.7856015,14.052491,1.011071,-0.6353701,-0.3508233,-4.015479,,33.494835,17.38202
2169,0.01831564,2.5844157e-10,,17.431028,30.105673,,17.431028,7257.379,43380,30.342642,26549.32769727707,-0.63265306,3.3459568,19.219326,-0.7853909,14.054043,1.0142736,-0.6222699,-0.3346554,-4.01594,,33.45384,17.418314
2170,0.027547687,2.5820343e-10,,17.431028,19.023438,,17.431028,7257.3633,43400,19.91547,26561.856826543808,-0.63265306,3.344407,19.219326,-0.78518325,14.055593,0.98275334,-0.66070676,-0.343806,-4.0164013,,33.403984,17.417913
2171,0.062317666,2.5796562e-10,,17.431028,1.7600927e-08,,17.431028,7257.3633,43420,9.473873,26574.407349824905,-0.26530612,3.342867,19.219326,-0.7850231,14.057133,0.9838862,-0.25741637,-0.41712108,-4.016862,,33.301476,17.396744
2172,0.01831564,2.5772814e-10,,17.431028,2.4155076e-28,,17.431028,7257.66,43440,28.571598,26586.93887448311,-0.46938777,3.341463,19.219326,-0.7848071,14.058537,1.0378426,-0.47074822,-0.29847327,-4.0173225,,33.29756,17.10793
2173,0.041433174,2.5749097e-10,,17.431028,0.0059685707,,17.431028,7257.7656,43460,13.150489,26599.932629585266,-0.63265306,3.3399754,19.219326,-0.7845454,14.060024,0.97644037,-0.6396134,-0.2487404,-4.0177827,,33.287544,17.292768
2174,0.01831564,2.5725413e-10,,17.431028,27.909798,,17.431028,7257.797,43480,29.541584,26612.829865455627,-0.63265306,3.3384533,19.219326,-0.7843434,14.061546,1.019297,-0.64684117,-0.3201244,-4.018243,,33.31401,17.366941
2175,0.11973804,2.5701768e-10,,17.431028,,,17.431028,7257.8047,43500,92.09937,26625.45797276497,1.0,3.3369217,19.219326,-0.78413516,14.063078,1.0110601,1.0581274,-0.3455899,-4.018703,,33.28022,17.393871
2176,0.01831564,2.5678148e-10,,17.431028,,,17.431028,7275.203,43520,75.238495,26638.155200958252,0.26530612,3.3433838,19.219326,-0.78516775,14.056616,0.9937594,0.27204168,-3.0340903,-4.0191627,,33.27706,
2177,0.027547687,2.5654562e-10,,17.431028,,,17.431028,7284.176,43540,19.415174,26650.831437826157,-0.63265306,3.3459692,19.219326,-0.7853787,14.05403,0.98589593,-0.64900756,-1.2252108,-4.019622,,33.270363,8.430848
2178,0.027547687,2.563101e-10,,17.431028,,,17.431028,7284.168,43560,33.932476,26663.235089063644,-0.020408163,3.34443,19.219326,-0.78518766,14.05557,1.101198,-0.012866788,-0.35173127,-4.020081,,33.268253,17.40421
2179,0.01831564,2.560749e-10,,17.431028,,,17.431028,7289.9375,43580,95.14815,26676.24844264984,0.63265306,3.345543,19.219326,-0.7851819,14.054457,0.9583709,0.6580282,-0.8683829,-4.02054,,33.262592,11.631155
2180,0.062317666,2.5584004e-10,,17.431028,3.8194716e-35,,17.431028,7302.176,43600,10.052353,26688.941197395325,-0.14285715,3.3496218,19.219326,-0.7855244,14.050378,0.9955313,-0.15866877,-1.4756159,-4.020999,,33.25929,5.1623282
2181,0.01831564,2.5560548e-10,,17.431028,,,17.431028,7303.213,43620,70.19077,26702.191987514496,0.42857143,3.3485622,19.219326,-0.78537875,14.051437,1.2438133,0.42794734,-0.4621416,-4.0214577,,33.25882,16.361858
2182,0.041433174,2.5537122e-10,,17.431028,,,17.431028,7313.1777,43640,14.127877,26714.97737264633,-0.46938777,3.351593,19.219326,-0.7854356,14.048407,0.97239745,-0.4485801,-1.1380713,-4.021916,,33.254402,7.437237
2183,0.01831564,2.5513733e-10,,17.431028,18.832186,,17.431028,7313.215,43660,28.180794,26727.905544042587,-0.46938777,3.3500757,19.219326,-0.7853183,14.049924,1.0428779,-0.481435,-0.49982312,-4.022374,,33.25061,17.36219
2184,0.08638168,2.5490374e-10,,17.431028,0.07045346,,17.431028,7313.254,43680,8.183956,26740.90994477272,-0.2244898,3.3485603,19.219326,-0.7850517,14.051439,0.9868172,-0.44862399,-0.24108046,-4.0228324,,33.248207,17.358109
2185,0.027547687,2.5467045e-10,,17.431028,17.817436,,17.431028,7313.2656,43700,18.83951,26753.834979772568,-0.46938777,3.3470316,19.219326,-0.78492385,14.052968,0.99426556,-0.47593617,-0.49134108,-4.02329,,33.358963,17.390322
2186,0.01831564,2.544375e-10,,17.431028,25.52003,,17.431028,7313.3203,43720,27.623495,26766.59903526306,-0.46938777,3.3455267,19.219326,-0.7846705,14.054473,1.0548128,-0.45093068,-0.22231619,-4.0237474,,33.305573,17.34572
2187,0.041433174,2.5420493e-10,,17.431028,13.511435,,17.431028,7313.3633,43740,13.781897,26779.682700634003,-0.46938777,3.3440151,19.219326,-0.78448915,14.0559845,0.9812265,-0.52162635,-0.43802175,-4.0242047,,33.30267,17.358004
2188,0.062317666,2.539726e-10,,17.431028,2.732806,,17.431028,7313.3887,43760,12.24744,26792.527848005295,-0.42857143,3.3424997,19.219326,-0.78426063,14.0575,0.99101186,-0.25898424,-0.2636325,-4.024662,,33.252186,17.372189
2189,0.01831564,2.537406e-10,,17.431028,27.506245,,17.431028,7313.7695,43780,28.620018,26805.274458646774,-0.26530612,3.3411474,19.219326,-0.78404075,14.058852,1.057639,-0.28739348,-0.2929202,-4.025119,,33.27279,17.019178
2190,0.027547687,2.5350896e-10,,17.431028,,,17.431028,7313.9883,43800,48.746544,26817.77995824814,0.26530612,3.3397207,19.219326,-0.78384393,14.060279,0.9560725,0.26606762,-0.4055251,-4.0255756,,33.24254,17.182404
2191,0.027547687,2.532776e-10,,17.431028,1.325333e-06,,17.431028,7322.926,43820,45.47487,26830.484625577927,0.42857143,3.3422756,19.219326,-0.784054,14.057724,1.1269993,0.40564552,-1.1923548,-4.026032,,33.240074,8.460116
2192,0.21203151,2.5304656e-10,,17.431028,6.055278,1.5924509e-16,17.431028,7332.7227,43840,7.6666083,26843.667105674744,0.3469388,3.3452196,19.219326,-0.78419334,14.05478,0.97793746,0.40589392,-1.207179,-4.0264883,,33.23584,7.6064982
2193,0.041433174,2.5281582e-10,,17.431028,,,17.431028,7342.5156,43860,12.909388,26856.259109020233,-0.63265306,3.3481607,19.219326,-0.784395,14.051839,0.9786955,-0.67355406,-1.2037717,-4.0269446,,33.228516,7.6046624
2194,0.027547687,2.525854e-10,,17.431028,21.929604,,17.431028,7342.539,43880,21.933891,26868.999294281006,-0.67346936,3.3466454,19.219326,-0.7842371,14.053354,0.9774112,-0.64252824,-0.41494384,-4.0274005,,33.22184,17.374756
2195,0.09372906,2.5235533e-10,,17.431028,0.040231816,1.4712124e-35,17.431028,7342.549,43900,6.2099333,26881.855556726456,-0.3469388,3.3451242,19.219326,-0.7840333,14.054875,0.99987465,-0.61761343,-0.3112756,-4.0278563,,33.215263,17.39373
2196,0.01831564,2.5212554e-10,,17.431028,21.805824,,17.431028,7342.5586,43920,28.91982,26894.84949374199,-0.63265306,3.343606,19.219326,-0.7838309,14.056394,1.034149,-0.6195016,-0.33824766,-4.0283117,,33.341927,17.388775
2197,0.027547687,2.5189606e-10,,17.431028,17.753855,,17.431028,7342.539,43940,18.996851,26907.3713657856,-0.63265306,3.3420744,19.219326,-0.7836053,14.057925,0.9978408,-0.652392,-0.3176633,-4.028767,,33.289566,17.422518
2198,0.041433174,2.516669e-10,,17.431028,12.223009,,17.431028,7342.543,43960,12.545437,26920.556187152863,-0.63265306,3.3405561,19.219326,-0.7834113,14.059443,0.9867022,-0.6315878,-0.3520663,-4.029222,,33.266327,17.393541
2199,0.062317666,2.514381e-10,,17.431028,6.7640514,,17.431028,7342.578,43980,9.403251,26933.250810861588,-0.59183675,3.339054,19.219326,-0.78317946,14.0609455,0.9972744,-0.58701503,-0.2584942,-4.029677,,33.265038,17.364672
2200,0.08638168,2.5120955e-10,,17.431028,5.823523,4.292275e-24,17.431028,7342.6055,44000,6.4254813,26946.351275920868,-0.63265306,3.3375473,19.219326,-0.7829943,14.062452,0.9961177,-0.65698755,-0.37143058,-4.0301313,,33.23193,17.372324
2201,0.01831564,2.5098132e-10,,17.431028,12.994805,,17.431028,7342.6113,44020,28.042038,26959.273191928864,-0.63265306,3.3360348,19.219326,-0.7828067,14.063965,1.0420715,-0.6059244,-0.36610124,-4.030586,,33.21932,17.393396
2202,1.0,2.5075342e-10,,17.431028,0.15801473,0.8184218,17.431028,7342.625,44040,106.010284,26971.961527109146,1.0,3.334525,19.219326,-0.78259933,14.0654745,1.0788956,2.4436898,-0.36336806,-4.03104,,33.21683,17.388912
2203,0.01831564,2.5052582e-10,,17.431028,,,17.431028,7360.0234,44060,30.202188,26984.48957133293,-0.8367347,3.340909,19.219326,-0.78518254,14.059091,1.0100797,-0.8260961,-6.542881,-4.0311227,,33.184124,
2204,0.062317666,2.5029856e-10,,17.431028,0.4397146,,17.431028,7360.088,44080,9.504073,26997.39021897316,-0.67346936,3.3394232,19.219326,-0.7849695,14.060576,0.9936139,-0.72187793,-0.32102355,-4.031576,,33.1725,17.332901
2205,0.12992261,2.5007157e-10,,17.431028,0.008086555,1.6193464e-20,17.431028,7360.1074,44100,5.1442766,27010.04077243805,-0.26530612,3.3379164,19.219326,-0.7847237,14.062083,0.9944367,-0.29650936,-0.2353101,-4.03203,,33.16961,17.383162
2206,0.027547687,2.498449e-10,,17.431028,12.142578,,17.431028,7360.375,44120,18.863503,27022.81708073616,-0.26530612,3.336526,19.219326,-0.78458154,14.063474,1.0097227,-0.28911895,-0.46532372,-4.0324836,,33.170948,17.132565
2207,0.027547687,2.4961855e-10,,17.431028,18.142715,,17.431028,7360.66,44140,23.131874,27035.50774550438,-0.30612245,3.3351421,19.219326,-0.78441155,14.0648575,0.98445,-0.28895074,-0.41586304,-4.0329366,,33.158485,17.115683
2208,0.041433174,2.4939248e-10,,17.431028,13.272308,,17.431028,7360.9062,44160,15.24078,27048.492092609406,-0.30612245,3.333744,19.219326,-0.7842489,14.066256,1.0101018,-0.2981774,-0.4068267,-4.0333896,,33.16499,17.154194
2209,0.14097345,2.4916674e-10,,17.431028,2.893334,7.4228384e-13,17.431028,7361.1797,44180,5.4127665,27061.07843708992,-0.42857143,3.3323593,19.219326,-0.7840939,14.06764,0.9964361,-0.26584005,-0.44993466,-4.0338426,,33.16121,17.124674
2210,0.027547687,2.489413e-10,,17.431028,18.592554,,17.431028,7361.535,44200,18.610378,27073.773763418198,-0.26530612,3.3310108,19.219326,-0.783854,14.068989,1.0211605,-0.27304772,-0.25005072,-4.034295,,33.203144,17.04681
2211,0.041433174,2.4871616e-10,,17.431028,12.307726,,17.431028,7361.867,44220,12.73141,27086.444391965866,-0.26530612,3.3296556,19.219326,-0.78361034,14.070344,0.99248034,-0.35334796,-0.262948,-4.0347476,,33.18477,17.064459
2212,0.01831564,2.4849134e-10,,17.431028,,,17.431028,7361.961,44240,66.4473,27099.095547676086,0.14285715,3.3281918,19.219326,-0.7832916,14.071808,1.1205052,0.13872685,-0.06927167,-4.0351996,,33.144573,17.310204
2213,0.31890655,2.4826682e-10,,17.431028,0.0063362713,14.017646,17.431028,7370.4297,44260,21.674473,27112.025804281235,-1.0,3.330515,19.219326,-0.78338116,14.069485,0.9999636,-1.5764716,-1.0896469,-4.0356517,,33.138252,8.929433
2214,0.7214223,2.480426e-10,,17.431028,22.733967,22.668179,17.431028,7370.633,44280,27.770071,27125.146475553513,-1.0,3.3291035,19.219326,-0.78485084,14.070896,1.0009737,-0.85805386,-4.0355296,-4.029789,,33.262917,17.195301
2215,0.01831564,2.4781868e-10,,17.431028,15.824894,,17.431028,7370.715,44300,29.921026,27137.768456220627,-0.8367347,3.3276358,19.219326,-0.78465843,14.072364,1.017626,-0.8314559,-0.35795477,-4.0200543,,33.214466,17.319803
2216,0.027547687,2.4759506e-10,,17.431028,19.315422,,17.431028,7370.7734,44320,19.639973,27150.94758963585,-0.8367347,3.3261614,19.219326,-0.78443676,14.073838,1.0081133,-0.7970622,-0.30636573,-4.0205054,,33.23098,17.338715
2217,1.0,2.4737173e-10,,17.431028,0.5329695,15.372038,17.431028,7370.836,44340,27.5555,27163.872797489166,-0.71428573,3.324689,19.219326,-0.7842128,14.075311,0.9822067,-1.4648287,-0.29307327,-4.0209565,,33.15144,17.339369
2218,0.47965226,2.4714875e-10,,17.431028,22.278284,22.521221,17.431028,7371.045,44360,22.626204,27176.67978453636,-1.0,3.3232841,19.219326,-0.7855619,14.076715,1.0084434,-1.0546066,-3.75743,-4.0144978,,33.181137,17.190756
2219,0.01831564,2.4692604e-10,,17.431028,,,17.431028,7371.25,44380,95.39292,27189.67310476303,0.67346936,3.3218803,19.219326,-0.7859419,14.078119,1.079192,0.6867731,-1.6357771,-4.004846,,33.12682,17.192478
2220,0.041433174,2.4670363e-10,,17.431028,,,17.431028,7383.8438,44400,18.109241,27202.53513121605,-0.06122449,3.3260555,19.219326,-0.78621835,14.073944,1.0444943,-0.053257924,-1.4617767,-4.0052967,,33.08834,4.8103766
2221,0.027547687,2.4648153e-10,,17.431028,3.4405678e-06,,17.431028,7387.3125,44420,48.263824,27215.64534020424,0.10204082,3.3261204,19.219326,-0.7861325,14.073879,0.9883957,0.08863068,-0.63765496,-4.005747,,33.079967,13.9277935
2222,0.027547687,2.4625973e-10,,17.431028,,,17.431028,7395.6836,44440,20.519945,27228.640457868576,-0.75510204,3.3283901,19.219326,-0.78634214,14.0716095,1.0082769,-0.7723722,-1.2328163,-4.006197,,33.07441,9.033133
2223,0.041433174,2.4603822e-10,,17.431028,4.078639,,17.431028,7395.7344,44460,12.976879,27241.747687339783,-0.8367347,3.3269157,19.219326,-0.7861423,14.073084,1.0016897,-0.8493364,-0.347563,-4.006647,,33.07124,17.348282
2224,0.47965226,2.45817e-10,,17.431028,1.0898044,22.355158,17.431028,7395.8047,44480,22.458305,27254.312737703323,-1.0,3.3254528,19.219326,-0.7859326,14.074547,1.0067697,-1.1336007,-0.31957546,-4.007097,,33.054455,17.328466
2225,0.09372906,2.4559607e-10,,17.431028,17.696085,1.6755312e-06,17.431028,7396.008,44500,21.316216,27266.80388045311,-1.0,3.324048,19.219326,-0.7866741,14.075952,1.0120223,-0.9270852,-2.4408073,-3.9975445,,33.07954,17.198973
2226,0.041433174,2.453755e-10,,17.431028,,,17.431028,7396.1426,44520,15.100479,27279.753901958466,-0.30612245,3.3226156,19.219326,-0.78651,14.077384,1.0132864,-0.2889188,-0.43119115,-3.997994,,33.047867,17.263062
2227,0.062317666,2.4515517e-10,,17.431028,0.01192097,,17.431028,7396.543,44540,12.618228,27292.449439287186,-0.06122449,3.3213024,19.219326,-0.7863264,14.078697,1.0370352,-0.028436746,-0.38898292,-3.9984431,,33.04574,17.001127
2228,0.01831564,2.4493516e-10,,17.431028,43.74115,,17.431028,7401.6445,44560,50.314617,27305.344780921936,-0.020408163,3.3221025,19.219326,-0.78631365,14.077897,1.1051189,-0.049420275,-0.79330134,-3.998892,,33.08288,12.297629
2229,0.027547687,2.4471541e-10,,17.431028,,,17.431028,7405.367,44580,52.31771,27318.32698082924,0.3877551,3.3222828,19.219326,-0.7862123,14.077717,1.0202912,0.40737444,-0.65703017,-3.9993408,,33.034714,13.674108
2230,0.01831564,2.44496e-10,,17.431028,3.1681816e-12,,17.431028,7415.176,44600,91.3962,27330.903455495834,0.5510204,3.3251905,19.219326,-0.78639054,14.074809,0.94005394,0.55047727,-1.1958499,-3.9997892,,33.0321,7.5937
2231,0.11973804,2.4427688e-10,,17.431028,7.030511e-07,1.7510632e-29,17.431028,7426.2305,44620,5.3504972,27343.54533290863,-0.14285715,3.3286562,19.219326,-0.78669477,14.071343,1.001479,-0.050927147,-1.393177,-4.0002375,,33.03042,6.3457136
