EpRewMean,ESSRenyi,InitialReturnStd,ESSClassic,TimestepsSoFar,Bound,StdIWNorm,MeanIW,InitialBound,InitialReturnMean,InitialReturnMax,Iteration,MaxIWNorm,ReturnStepMaxmin,MeanEntropy,MaxIW,MinIWNorm,MinIW,EpLenMean,EpThisIter,J_sample_variance,EpisodesSoFar,MeanIWNorm,InitialReturnMin,EmpiricalD2,TimeElapsed,ReturnMeanIW,StdIW,ReturnStepMax
-1278.8791681252158,88.977165,95.0701,87.02035,550000,-1276.9556,0.0037069633,0.9598368,-1294.8901,-1278.8792,-1077.1255,11,0.027516374,25.443844,1.4325945,2.7516375,0.0039593372,0.39593375,500.0,100,360772.5,1100,0.009598369,-1593.089,1.1238838,186.59051084518433,-1259.9816,0.37069634,25.443844
-1332.766427457102,0.678259,91.51827,14.4718075,600000,-868.95,0.012793976,0.5262745,-1349.2461,-1332.7664,-1085.1161,12,0.08711934,26.117464,1.4374931,8.711934,1.6353586e-06,0.00016353586,500.0,100,2609037.0,1200,0.0052627455,-1639.7177,147.4363,203.8937487602234,-668.847,1.2793976,26.117464
-1264.7829521229196,0.6078153,97.89694,8.332712,650000,-1071.2297,0.024532443,0.7396509,-1281.112,-1264.7828,-1077.8213,13,0.2172797,28.8,1.4029778,21.72797,1.3955977e-07,1.3955978e-05,500.0,100,7553161.0,1300,0.007396509,-1624.7197,164.52365,223.63276076316833,-861.7823,2.4532442,28.8
-1162.7906433000553,0.6102356,59.98603,12.044747,700000,-455.55884,0.0073329406,0.27136016,-1175.7894,-1162.7905,-1018.141,14,0.053150807,24.763027,1.3294922,5.3150806,4.258907e-06,0.00042589073,500.0,100,583990.25,1400,0.0027136013,-1293.3593,163.87114,244.33000826835632,-289.15903,0.733294,24.763027
-989.9012599792775,1.3694085,66.85311,7.162502,750000,-870.1946,0.02910839,0.8085164,-1001.2838,-989.90125,-804.76917,15,0.24855235,26.40192,1.3096924,24.855236,9.0325955e-08,9.032596e-06,500.0,100,7448440.0,1500,0.008085164,-1132.5482,73.02423,263.45657563209534,-772.926,2.9108388,26.40192
-961.718181082268,0.47336653,60.810295,10.961785,800000,-487.84213,0.010012138,0.3513009,-972.7315,-961.7182,-799.9166,16,0.08744211,27.074736,1.305635,8.744211,1.0553675e-06,0.00010553676,500.0,100,795714.3,1600,0.0035130086,-1095.8177,211.25279,282.51841282844543,-327.7677,1.0012137,27.074736
-942.28379317629,0.44406185,70.27177,15.747448,850000,-596.3822,0.010393927,0.44935876,-953.5369,-942.28375,-758.623,17,0.06062936,23.926739,1.3052925,6.0629363,3.802096e-06,0.00038020962,500.0,100,1025940.44,1700,0.004493587,-1119.6753,225.19386,300.62061619758606,-427.51212,1.0393927,23.926739
-985.070931696202,0.609264,66.590034,10.571035,900000,-454.05164,0.009782795,0.33634323,-996.9696,-985.07104,-839.24786,18,0.06932512,23.886978,1.2309632,6.9325123,4.451967e-08,4.451967e-06,500.0,100,729725.9,1800,0.0033634326,-1183.9077,164.13246,318.7958950996399,-301.61215,0.9782796,23.886978
-850.8976657629534,1.1011505,59.3865,7.764345,950000,-586.0896,0.020967286,0.6083384,-861.436,-850.89764,-718.036,19,0.14430343,21.569029,1.2108054,14.430344,9.747132e-07,9.747132e-05,500.0,100,2822468.8,1900,0.0060833837,-1048.546,90.8141,337.914267539978,-485.66354,2.0967288,21.569029
-785.3960022351567,0.80822206,50.946266,11.372352,1000000,-688.968,0.019071253,0.68315583,-794.76,-785.396,-679.7332,20,0.12896824,24.63089,1.2657493,12.896824,1.3736087e-05,0.0013736087,500.0,100,2813506.0,2000,0.006831558,-931.7091,123.72837,353.13223242759705,-584.8089,1.9071255,24.63089
-869.8696019130554,0.5833407,49.037064,24.303696,1050000,-436.84344,0.005941806,0.33668,-879.7176,-869.8695,-744.6344,21,0.03098099,23.572527,1.3212967,3.098099,3.0911635e-06,0.00030911635,500.0,100,308913.06,2100,0.0033667996,-979.8653,171.4264,369.1194398403168,-307.90344,0.59418064,23.572527
-973.2024573607943,0.54211605,57.087486,20.739887,1100000,-598.5247,0.008296588,0.42439997,-984.4333,-973.2025,-856.5158,22,0.05773328,26.783262,1.3838992,5.773328,1.5323625e-05,0.0015323625,500.0,100,823006.8,2200,0.004244,-1117.4551,184.46234,386.57260370254517,-445.99084,0.8296588,26.783262
-1111.1941432324616,0.7708856,75.77705,14.07423,1150000,-467.42435,0.0072418014,0.29308745,-1124.4448,-1111.1941,-878.9178,23,0.054033034,28.286049,1.3706337,5.4033036,6.8007967e-06,0.0006800797,500.0,100,629168.5,2300,0.0029308745,-1318.4214,129.72093,403.19416308403015,-316.50613,0.7241801,28.286049
-1087.8568805562468,0.52977544,64.14151,18.051685,1200000,-453.2873,0.0059510353,0.27930677,-1100.3877,-1087.8569,-965.582,24,0.030266205,28.289917,1.2968746,3.0266206,8.702138e-07,8.7021384e-05,500.0,100,349904.72,2400,0.0027930676,-1246.8029,188.75922,418.8387222290039,-281.1265,0.5951036,28.289917
-941.8508215274826,0.43604165,63.52461,12.943109,1250000,-696.01794,0.014445446,0.5569916,-953.02747,-941.85077,-784.0708,25,0.097117394,25.164413,1.3115525,9.71174,7.2435532e-06,0.00072435534,500.0,100,1944464.8,2500,0.0055699153,-1112.0615,229.33589,435.2110867500305,-526.76074,1.4445444,25.164413
-969.7095784222078,0.38814795,67.53973,14.113707,1300000,-578.0644,0.010707217,0.4340455,-980.80084,-969.7096,-808.90906,26,0.06280588,26.176891,1.276951,6.280588,6.563928e-07,6.563928e-05,500.0,100,936720.2,2600,0.0043404545,-1103.5737,257.63373,452.7550709247589,-400.03772,1.0707217,26.176891
-902.7699882797428,0.5994795,56.45195,18.474144,1350000,-499.95483,0.008628433,0.41073945,-913.18207,-902.77,-729.3904,27,0.053468008,23.511736,1.28308,5.346801,7.704743e-07,7.704743e-05,500.0,100,565046.8,2700,0.0041073943,-1035.9918,166.81137,468.91956424713135,-365.47675,0.8628433,23.511736
-908.4590336838056,0.3896452,63.868816,16.810436,1400000,-488.52466,0.007932953,0.35660705,-919.2994,-908.459,-742.2443,28,0.053192347,24.294447,1.2837167,5.319235,8.111772e-07,8.111772e-05,500.0,100,489622.47,2800,0.0035660702,-1078.6024,256.64374,485.0556447505951,-314.86093,0.7932954,24.294447
-914.7830137699656,0.4797897,59.825714,12.935832,1450000,-779.60754,0.017639237,0.67991906,-925.65436,-914.78296,-761.8319,29,0.12564713,22.904335,1.2983383,12.5647135,5.523588e-06,0.0005523588,500.0,100,2807173.8,2900,0.0067991894,-1081.6881,208.42465,502.324236869812,-622.6584,1.7639238,22.904335
-934.5591807908145,0.5159537,62.595524,16.683102,1500000,-503.3186,0.008694446,0.38905743,-945.4304,-934.55914,-796.5048,30,0.048673276,23.01487,1.2733134,4.8673277,3.6325207e-07,3.6325207e-05,500.0,100,618570.44,3000,0.003890574,-1081.6769,193.81584,517.4314713478088,-351.9713,0.8694446,23.01487
-905.1177170341482,0.5576333,53.877342,13.369714,1550000,-366.31934,0.006837858,0.26862493,-915.6832,-905.11774,-793.678,31,0.04950701,23.598734,1.2016871,4.950701,1.4157006e-08,1.4157007e-06,500.0,100,316164.1,3100,0.002686249,-1051.2588,179.32933,534.8995344638824,-224.83197,0.68378586,23.598734
-786.5951415957039,60.69853,50.965004,51.364075,1600000,-740.59735,0.00931362,0.95712715,-795.68744,-786.59515,-678.9411,32,0.06816863,23.413927,1.1904039,6.816863,0.0010534761,0.10534762,500.0,100,435115.4,3200,0.009571272,-904.6725,1.6474864,553.3620853424072,-728.927,0.931362,23.413927
-768.6469459477922,0.54672647,55.01972,13.702323,1650000,-426.76886,0.010508337,0.41872758,-777.8807,-768.647,-606.3036,33,0.06894701,20.764517,1.1586654,6.894701,6.3471117e-07,6.347112e-05,500.0,100,575987.94,3300,0.0041872757,-918.756,182.90681,569.9196329116821,-301.88754,1.0508337,20.764517
-705.7100288343984,0.55669004,47.50301,16.161549,1700000,-530.05225,0.01256104,0.55149996,-714.1106,-705.71,-563.7795,34,0.0739835,22.313934,1.2045836,7.39835,5.6116123e-06,0.00056116126,500.0,100,944362.7,3400,0.005514999,-835.84796,179.63318,588.29771900177,-417.46146,1.2561041,22.313934
-781.0941375113601,0.52871823,46.320206,11.686463,1750000,-480.36517,0.0118587315,0.43138614,-790.33966,-781.0941,-655.7791,35,0.095576815,18.229126,1.2489272,9.557682,6.670039e-06,0.0006670039,500.0,100,1017227.56,3500,0.004313862,-919.91895,189.13666,608.0684733390808,-353.21417,1.1858733,18.229126
-852.6332801036608,0.35597956,50.28719,8.796576,1800000,-520.7025,0.013961947,0.43360794,-862.4447,-852.6333,-741.7139,36,0.09952195,21.307394,1.2227855,9.952195,3.0972052e-07,3.0972053e-05,500.0,100,1262177.2,3600,0.0043360796,-976.2295,280.915,626.4227640628815,-356.25708,1.3961947,21.307394
-816.2983821732128,14.91277,59.512215,33.06036,1850000,-703.11096,0.012737119,0.8951242,-826.01794,-816.29834,-661.7063,37,0.06775467,18.58303,1.1855447,6.775467,4.8858263e-05,0.0048858263,500.0,100,852030.44,3700,0.008951242,-967.0876,6.7056623,645.8479428291321,-677.9418,1.2737119,18.58303
-750.5902140748523,47.896545,46.105877,46.744045,1900000,-680.05664,0.00949733,0.8897757,-759.4463,-750.5902,-633.3601,38,0.058464564,20.925192,1.1845429,5.8464565,0.00082401786,0.08240179,500.0,100,525833.1,3800,0.008897756,-881.16266,2.0878332,668.8615787029266,-667.26025,0.9497329,20.925192
-748.6367078679087,0.63639206,45.18313,12.454811,1950000,-525.21906,0.01503948,0.567264,-757.6897,-748.6367,-649.8214,39,0.09085102,20.210546,1.1663748,9.085102,3.0392891e-06,0.00030392891,500.0,100,1173908.2,3900,0.0056726397,-900.7582,157.13583,688.4348149299622,-411.73672,1.5039482,20.210546
-723.8943417242677,0.71949744,43.965164,7.651516,2000000,-434.25714,0.015660789,0.4507882,-732.179,-723.89435,-648.62274,40,0.1258875,19.611673,1.200089,12.58875,4.405185e-06,0.0004405185,500.0,100,1485335.2,4000,0.004507882,-824.323,138.9859,704.5879342556,-336.58624,1.5660791,19.611673
-769.6124086892743,0.8557438,45.51257,16.837833,2050000,-358.28668,0.007279126,0.3275363,-778.7327,-769.6124,-650.09467,41,0.055241626,17.488764,1.2300049,5.524163,1.419011e-05,0.001419011,500.0,100,353930.16,4100,0.0032753632,-907.4604,116.8574,721.5365662574768,-259.69547,0.7279126,17.488764
-838.6315321479377,0.6446379,55.766663,24.010714,2100000,-294.13928,0.0039092484,0.21974534,-848.439,-838.6316,-702.51904,42,0.019376507,22.383026,1.1665105,1.9376508,3.7218388e-07,3.721839e-05,500.0,100,91284.164,4200,0.0021974533,-975.83704,155.12585,737.8284168243408,-171.98694,0.39092484,22.383026
-718.1722866301254,0.7078103,49.71563,10.691875,2150000,-527.7894,0.016841903,0.5827371,-726.5674,-718.17236,-597.2712,43,0.13270277,27.027224,1.1795539,13.270277,3.9378724e-06,0.00039378725,500.0,100,1681267.9,4300,0.00582737,-835.30334,141.28079,753.1232173442841,-428.00378,1.6841905,27.027224
-749.0034137422851,0.4413084,48.211926,15.594863,2200000,-362.64868,0.007864666,0.33805442,-757.7432,-749.0034,-653.93243,44,0.048068583,19.37743,1.1021937,4.8068585,9.730999e-07,9.730999e-05,500.0,100,276297.78,4400,0.0033805443,-869.60767,226.5989,768.4906222820282,-231.08542,0.78646666,19.37743
-638.1714801478247,0.59534556,39.991463,24.638514,2250000,-338.56503,0.0063006924,0.36026394,-645.64557,-638.17145,-522.0246,45,0.029494094,21.379992,1.1578513,2.9494095,1.8994127e-05,0.0018994127,500.0,100,189025.22,4500,0.0036026395,-743.6572,167.96968,784.8177025318146,-241.69919,0.6300692,21.379992
-714.0707433960263,0.4269934,44.686417,7.304551,2300000,-450.0875,0.017966209,0.50434077,-722.3252,-714.0708,-606.48627,46,0.12169915,23.129717,1.086462,12.169915,8.64531e-07,8.64531e-05,500.0,100,1270874.4,4600,0.005043407,-821.30743,234.19566,801.0525720119476,-323.7659,1.7966208,23.129717
-617.4047959078797,91.871086,45.24922,89.63861,2350000,-613.9884,0.0034020918,1.0006559,-624.6632,-617.4048,-521.7865,47,0.021220447,18.774073,1.0792202,2.1220448,0.0037451773,0.37451774,500.0,100,30346.879,4700,0.010006559,-722.20624,1.0884818,818.7815210819244,-606.41565,0.34020922,18.774073
-611.2793988443611,0.85789967,38.843323,14.301072,2400000,-262.01318,0.0075942054,0.31022653,-618.65625,-611.27936,-499.56628,48,0.04870456,18.134438,1.0610445,4.870456,3.1406146e-06,0.00031406147,500.0,100,196631.67,4800,0.0031022653,-733.9874,116.56374,833.9272835254669,-182.36922,0.7594206,18.134438
-588.8139214029991,0.49726495,41.691143,11.596336,2450000,-387.21683,0.01462765,0.5297852,-596.32983,-588.81396,-488.41663,49,0.11290247,19.494535,0.98568714,11.290247,1.2375281e-07,1.2375282e-05,500.0,100,558732.5,4900,0.0052978517,-747.8228,201.10004,853.06365442276,-280.634,1.4627651,19.494535
-511.6295232115488,0.699462,32.50239,5.799172,2500000,-286.91232,0.018016156,0.44701055,-517.8199,-511.62952,-436.9901,50,0.16951188,19.425976,0.9355042,16.951189,1.034648e-06,0.0001034648,500.0,100,689499.1,5000,0.0044701053,-615.9306,142.96703,871.3496384620667,-212.89522,1.8016157,19.425976
-463.7897909455425,0.4763161,31.521711,12.611187,2550000,-231.04852,0.009470527,0.35976937,-469.22678,-463.7898,-377.20895,51,0.063634075,19.668097,0.87274116,6.3634076,2.2488638e-07,2.2488639e-05,500.0,100,157782.9,5100,0.0035976938,-540.97546,209.94461,889.099422454834,-152.26918,0.94705266,19.668097
-408.99057602755374,0.44050106,28.583735,17.014896,2600000,-215.91072,0.007679187,0.34772015,-413.98187,-408.99054,-353.02344,52,0.05730213,16.39371,0.8732301,5.730213,5.718056e-07,5.7180558e-05,500.0,100,100593.91,5200,0.0034772016,-496.6271,227.0142,908.7834627628326,-140.707,0.76791877,16.39371
-412.00013314159366,0.35286713,26.425995,12.850767,2650000,-303.13568,0.0141640855,0.5439028,-416.73447,-412.00012,-335.37213,53,0.07680362,17.118143,0.84833014,7.680362,2.1397593e-06,0.00021397595,500.0,100,347177.1,5300,0.005439028,-471.0618,283.3928,926.1078953742981,-223.43636,1.4164087,17.118143
-405.63632214141313,0.51814616,27.196457,17.75465,2700000,-209.52939,0.00737447,0.3426346,-410.65573,-405.63632,-332.89108,54,0.05969179,17.591293,0.8872098,5.969179,6.2683966e-06,0.0006268397,500.0,100,90313.9,5400,0.0034263455,-499.42938,192.99573,941.2176764011383,-139.79768,0.737447,17.591293
-427.5743748148771,0.5019149,28.365406,11.321366,2750000,-247.8988,0.012810773,0.45773625,-432.54242,-427.57437,-363.92917,55,0.088972576,19.339067,0.82534087,8.897258,1.5688622e-06,0.00015688622,500.0,100,238386.75,5500,0.0045773624,-494.317,199.23695,958.0964584350586,-177.7738,1.2810775,19.339067
-373.74690436733783,0.68335456,24.42163,8.531916,2800000,-211.1788,0.014538736,0.44403285,-378.20367,-373.74692,-313.74847,56,0.130482,16.492504,0.8080931,13.048201,1.3696184e-06,0.00013696184,500.0,100,249432.25,5600,0.004440328,-443.44455,146.33691,974.074793100357,-157.26517,1.4538735,16.492504
-362.2996198100822,0.75806665,22.999886,9.556337,2850000,-259.5382,0.018859493,0.61303705,-366.60837,-362.29962,-315.01572,57,0.13738312,18.565348,0.77539057,13.738313,6.080944e-06,0.0006080944,500.0,100,411784.84,5700,0.0061303694,-428.72107,131.91452,990.0749189853668,-210.04979,1.8859494,18.565348
-338.2716879569196,0.65996367,25.360727,27.124918,2900000,-154.36423,0.0049384357,0.3012896,-342.3524,-338.27167,-288.44754,58,0.028332204,15.395833,0.7949626,2.8332205,1.5118149e-05,0.001511815,500.0,100,31451.889,5800,0.0030128958,-406.02548,151.5235,1006.1215779781342,-104.132774,0.49384362,15.395833
-363.95673832200583,0.70409924,25.489254,9.620334,2950000,-164.03127,0.009392054,0.30642223,-368.11945,-363.95673,-310.8322,59,0.07199382,14.825157,0.8012225,7.1993823,5.5449927e-06,0.0005544993,500.0,100,124759.375,5900,0.003064222,-414.18954,142.02544,1025.4336349964142,-114.4218,0.93920547,14.825157
-412.0062985447907,1.7152096,39.11675,20.950314,3000000,-303.62787,0.0135747865,0.6988408,-417.69168,-412.00632,-296.06763,60,0.07439937,18.79309,0.78559655,7.439937,4.3075505e-07,4.3075506e-05,500.0,100,234052.28,6000,0.0069884085,-565.69025,58.30191,1044.669156074524,-260.21658,1.3574787,18.79309
-367.6768014182783,0.50696063,31.134344,9.618662,3050000,-236.64368,0.014412773,0.47018147,-372.49356,-367.6768,-264.086,61,0.10296341,15.122751,0.7538656,10.296341,9.293233e-07,9.293233e-05,500.0,100,269004.12,6100,0.0047018146,-479.26007,197.25397,1065.8828728199005,-168.99388,1.4412773,15.122751
-373.5636203197591,0.6544025,34.407536,16.40533,3100000,-256.81757,0.011827327,0.5239499,-378.3889,-373.5636,-297.29663,62,0.07551118,15.624438,0.7931697,7.551118,1.0808711e-05,0.0010808711,500.0,100,207202.9,6200,0.0052394997,-480.1067,152.81116,1084.6122975349426,-197.16931,1.1827327,15.624438
-381.0389849889368,0.6415131,31.125296,23.031525,3150000,-244.70929,0.00872809,0.47744587,-385.8615,-381.03897,-319.02844,63,0.0390824,16.590176,0.84374094,3.90824,3.2640975e-05,0.0032640975,500.0,100,119465.78,6300,0.0047744587,-479.83823,155.88145,1100.7176530361176,-184.49847,0.87280905,16.590176
-402.9451903868162,70.891685,28.2026,59.352863,3200000,-387.16147,0.007796583,0.9421284,-407.59714,-402.94516,-335.76096,64,0.07095343,15.4847555,0.83931017,7.095343,0.002341152,0.2341152,500.0,100,115402.78,6400,0.009421284,-462.8659,1.4106027,1119.9524512290955,-381.63638,0.77965826,15.4847555
-401.2152655212984,0.8029293,27.708384,18.32778,3250000,-222.88342,0.008911685,0.42216045,-406.0215,-401.21527,-328.80798,65,0.05401151,16.28607,0.864781,5.401151,3.3873287e-06,0.00033873288,500.0,100,141927.02,6500,0.0042216047,-478.21472,124.54397,1134.3672840595245,-169.24615,0.8911685,16.28607
-408.6952683809926,0.6866648,31.96025,14.761447,3300000,-264.69583,0.011970709,0.49815705,-413.58734,-408.6953,-335.04718,66,0.10214727,16.83248,0.89063627,10.214727,1.2458678e-05,0.0012458678,500.0,100,246975.58,6600,0.00498157,-486.7537,145.63145,1150.8308908939362,-205.65952,1.197071,16.83248
-424.7195834686382,0.7180777,25.666677,10.024377,3350000,-186.01788,0.009708329,0.32404903,-429.81415,-424.71957,-371.39545,67,0.08054417,16.427198,0.8155883,8.054418,1.1733824e-07,1.1733824e-05,500.0,100,135895.83,6700,0.0032404903,-506.9022,139.2607,1170.935703277588,-125.89762,0.97083294,16.427198
-362.76622388435754,0.55830985,22.283796,18.002598,3400000,-163.9932,0.0068003763,0.3186401,-366.99878,-362.7662,-315.1237,68,0.031026678,15.583458,0.7436526,3.1026678,3.777613e-07,3.777613e-05,500.0,100,51313.184,6800,0.0031864012,-421.1371,179.11201,1192.6521496772766,-107.34732,0.68003756,15.583458
-314.52790421490374,0.46078864,19.67841,9.317153,3450000,-232.3679,0.019420905,0.6225131,-318.22015,-314.52792,-259.12115,69,0.1418302,14.758476,0.6694484,14.183021,2.3045313e-07,2.3045313e-05,500.0,100,287402.16,6900,0.006225131,-367.37344,217.01924,1212.1558909416199,-177.97537,1.9420905,14.758476
-272.9839034855758,0.567783,20.016193,8.344334,3500000,-208.3848,0.019295447,0.58219844,-276.24823,-272.98392,-227.45737,70,0.14187467,17.758398,0.66801673,14.187468,1.9578356e-06,0.00019578356,500.0,100,329334.28,7000,0.0058219843,-324.7961,176.12363,1231.0282049179077,-165.06345,1.9295448,17.758398
-290.9908919469455,0.46184865,22.004673,13.892567,3550000,-157.21062,0.010015034,0.40227532,-294.51434,-290.9909,-246.85374,71,0.059296627,14.604887,0.59526944,5.9296627,2.7445475e-07,2.7445474e-05,500.0,100,66348.08,7100,0.004022753,-350.57922,216.52115,1248.181423664093,-105.3642,1.0015035,14.604887
-244.29311065928687,0.6006865,19.575779,18.734167,3600000,-124.06808,0.0070583145,0.33889428,-247.32631,-244.29312,-202.56221,72,0.042776603,16.876963,0.5878739,4.2776604,3.4027096e-06,0.00034027096,500.0,100,33703.996,7200,0.0033889422,-301.80072,166.4762,1264.5520460605621,-84.93187,0.7058314,16.876963
-256.1170398888659,0.6464711,23.012394,18.152782,3650000,-96.736145,0.005027463,0.23676556,-259.4358,-256.11703,-207.2194,73,0.028866205,15.673155,0.51171386,2.8866205,2.5584595e-06,0.00025584595,500.0,100,13112.842,7300,0.0023676555,-330.20978,154.68596,1281.9664413928986,-55.460125,0.5027463,15.673155
-218.73157682428936,0.41054633,20.782093,15.905729,3700000,-138.75815,0.009198649,0.40005305,-221.44232,-218.73158,-177.74016,74,0.053588923,15.743663,0.5256918,5.3588924,1.3390107e-05,0.0013390107,500.0,100,54818.816,7400,0.0040005306,-269.71646,243.57787,1297.4565591812134,-96.45149,0.91986483,15.743663
-251.46988153890499,0.50448304,27.190067,13.253312,3750000,-173.52623,0.014379851,0.5620697,-254.78795,-251.46986,-193.63428,75,0.092471786,16.593828,0.49910328,9.247179,2.3042259e-07,2.304226e-05,500.0,100,102911.22,7500,0.0056206975,-330.14346,198.22272,1314.667397737503,-126.81064,1.4379852,16.593828
-216.43043045438986,0.8478401,20.037918,5.667856,3800000,-145.20671,0.020075664,0.49209556,-219.12961,-216.43044,-180.0043,76,0.17374521,15.862508,0.49446464,17.374521,4.6660557e-06,0.00046660556,500.0,100,251351.3,7600,0.0049209557,-268.56387,117.94677,1329.8337666988373,-115.892845,2.0075662,15.862508
-237.64503525396768,0.718836,26.976973,13.201757,3850000,-165.49384,0.015218293,0.59350777,-240.90498,-237.64503,-187.98523,77,0.11137506,14.918775,0.4874834,11.1375065,6.632947e-07,6.632947e-05,500.0,100,91581.49,7700,0.005935077,-324.36264,139.11378,1345.7849576473236,-127.04367,1.5218294,14.918775
-215.8246385175202,31.1907,19.879513,25.54827,3900000,-197.49908,0.016616838,0.9734009,-218.55806,-215.82465,-164.24678,78,0.1464017,15.022035,0.45345286,14.640171,0.0003185839,0.03185839,500.0,100,82543.766,7800,0.0097340075,-271.97064,3.2060838,1360.5233709812164,-192.60477,1.661684,15.022035
