ReturnLastEpisode,Iteration,ReturnMin,IWMax,Delta,TimeElapsed,TimestepsSoFar,MountainCar_mu1_higher,Bound,Regret,NumTrainableParams,MountainCar_mu0_higher,IWMin,ReturnStepMax,ReturnMean,ActionIn1,ReturnMax,GridSize,Regret/t,MountainCar_std1_higher,DenMISEMeanLog,MountainCar_std0_higher,IWLastEpisode,IWFirstEpisode,DenMISELogFirst,DenMISELogLast,IWMean,ReturnAbsMax
-0.073643476,11,-120.260345,1.8220724E-32,0.0001004838,2.9468710423,5500,2,inf,464.62143,,2,,600.3395,-41.27319,4.03123,,9,42.238308,0.14999999,-0.58362573,0.14999999,1.8220724E-32,,0.17037374,-2.231266,1.6564457E-33,120.260345
-28.636078,12,-120.260345,5.8602935E-38,8.443432E-05,3.2063326836,6000,2,inf,494.22263,,4,,600.3395,-40.220097,5.7866735,,9,41.185215,0.14999999,-0.66520935,0.14999999,,,0.08336236,-0.6055035,,120.260345
-96.02404,13,-120.260345,5.702419E-30,0.000071944,3.4099287987,6500,4,inf,591.2118,,2,,600.3395,-44.51271,6.033638,,9,45.47783,0.14999999,-0.8555795,0.14999999,,,0.0033196528,-2.1795094,4.3864954E-31,120.260345
-24.183165,14,-120.260345,14.000001,6.203337E-05,3.75532341,7000,2,654.073,616.36005,,,,600.3395,-43.0606,2.206499,,9,44.02572,0.14999999,-0.9169992,0.14999999,,1.5753676E-34,-0.07078832,-0.7520506,1.0000001,120.260345
-0.0025925215,15,-120.260345,15.000001,0.000054038,4.0452337265,7500,4,639.7107,617.32776,,2,,600.3395,-40.190063,5.990411,,9,41.15518,0.14999999,-0.94400877,0.14999999,,,-0.13978119,-1.0493896,1.0000001,120.260345
-24.961674,16,-120.260345,16,4.74943E-05,4.291166544,8000,2,640.5135,643.2545,,2,,600.3395,-39.23829,4.0827627,,9,40.203407,0.14999999,-0.9100693,0.14999999,1.6931651E-38,,-0.20431972,-0.12604737,1,120.260345
-25.742544,17,-120.260345,17,4.2071075E-05,4.6316552162,8500,,640.08014,669.9622,,2,,600.3395,-38.444424,1.9041883,,9,39.409542,0.14999999,-0.891279,0.14999999,,8.358556E-33,-0.26494434,-0.31378624,1,120.260345
-20.002583,18,-120.260345,18,3.7526363E-05,4.9477853775,9000,2,595.19464,690.9299,,4,,600.3395,-37.419876,5.9154115,,9,38.384995,0.14999999,-0.95278275,0.14999999,,,-0.32210276,-1.719802,1,120.260345
-108.345825,19,-120.260345,9.5,3.368017E-05,5.2873513699,9500,2,476.85977,800.24084,,,,600.3395,-41.15282,1.767887,,9,42.11794,0.14999999,-1.0233545,0.14999999,,2.137999E-34,-0.37616998,-2.013583,1,120.260345
-0.00841581,20,-120.260345,10,3.0396353E-05,5.6141676903,10000,4,479.1844,801.2144,,,,600.3395,-39.0956,4.4876013,,9,40.06072,0.14999999,-1.0667131,0.14999999,,,-0.42746326,-1.7268852,1,120.260345
-0.08363306,21,-120.260345,10.500001,2.7570388E-05,5.9461429119,10500,4,456.93777,802.2631,,2,,600.3395,-37.237885,6.183647,,9,38.203003,0.14999999,-1.164511,0.14999999,2.265064E-32,,-0.47625342,-2.9555948,1.0000001,120.260345
-22.82585,22,-120.260345,11.000001,0.000025121,6.2285430431,11000,,456.49115,826.05414,,2,,600.3395,-36.582794,1.8630807,,9,37.547913,0.14999999,-1.1586562,0.14999999,,1.081694E-32,-0.52277344,-0.8697149,1.0000001,120.260345
-27.747725,23,-120.260345,11.5,0.000022984,6.5373959541,11500,2,458.47522,854.7669,,2,,600.3395,-36.198658,4.154199,,9,37.163776,0.14999999,-1.1285255,0.14999999,,,-0.5672252,-0.29864192,1,120.260345
-31.521511,24,-120.260345,9.602953,2.110858E-05,6.8502032757,12000,,444.06027,887.2536,,,,600.3395,-36.00378,-0.0044949427,,9,36.9689,0.14999999,-1.1073245,0.14999999,,5.9003577,-0.60978484,-0.4517586,0.9856538,120.260345
-0.0022194725,25,-120.260345,8.333334,1.9453666E-05,7.1122100353,12500,2,399.59894,888.2209,,,,600.3395,-34.563717,1.9226104,,9,35.528835,0.14999999,-1.0684519,0.14999999,1.4509346E-37,2.2580392E-34,-0.43079022,-0.0045918636,1.0000001,120.260345
-0.03421935,26,-120.260345,8.666668,0.000017986,7.4351358414,13000,4,400.98633,889.2203,,,,600.3395,-33.23566,4.196212,,9,34.20078,0.14999999,-1.0412707,0.14999999,4.794891E-37,,-0.4700109,-0.24427328,1,120.260345
-0.19797458,27,-120.260345,13.500001,1.6678383E-05,7.7716386318,13500,,399.83847,890.3833,,4,,600.3395,-32.01204,4.075433,,9,32.977158,0.14999999,-1.0623552,0.14999999,,,-0.5077512,-1.4923451,1.0000001,120.260345
-114.6595,28,-120.260345,2.3747039E-06,9.122555E-06,8.0349280834,14000,2.6666667,156663710000,1006.008,,2.6666667,,600.3395,-34.963737,5.5212483,,16,35.928856,0.14999999,-1.0482508,0.14999999,,,-0.5441189,-0.49643746,9.724388E-08,120.260345
-57.48904,29,-120.260345,3.2340828E-09,8.504261E-06,8.6898181438,14500,1.3333334,157136110000,1064.4622,,2.6666667,,600.3395,-35.74047,3.9385815,,16,36.70559,0.14999999,-1.1107012,0.14999999,8.577428E-18,,-0.5792102,-1.8767564,2.9298647E-10,120.260345
-53.74799,30,-120.260345,2.594293E-07,7.94676E-06,9.0317311287,15000,2.6666667,157591750000,1119.1753,,1.3333334,,600.3395,-36.34072,4.223527,,16,37.30584,0.14999999,-1.1870902,0.14999999,,,-0.6131118,-2.4192235,0.000000024,120.260345
-13.729042,31,-120.260345,1.0807296E-08,7.4423347E-06,9.3885130882,15500,1.3333334,158030580000,1133.8694,,1.3333334,,600.3395,-35.611313,2.538905,,16,36.57643,0.14999999,-1.2521697,0.14999999,6.074785E-21,1.7849003E-27,-0.64590156,-2.2208614,4.334667E-10,120.260345
-13.433656,32,-120.260345,0.06946531,6.984457E-06,9.7896986008,16000,2.6666667,9968384,1148.2682,,4,,600.3395,-34.918262,7.103647,,16,35.88338,0.14999999,-1.334228,0.14999999,,,-0.6776503,-2.8938282,0.002170802,120.260345
-102.851654,33,-120.260345,1.9628916,6.5675695E-06,10.1489801407,16500,1.3333334,9994146,1252.085,,4,,600.3395,-36.97685,5.2928324,,16,37.941967,0.14999999,-1.43589,0.14999999,8.352988E-23,,-0.70842195,-3.706548,0.059481867,120.260345
-98.39571,34,-120.260345,0.002763168,6.186923E-06,10.521887064,17000,4,8180610.5,1351.4457,,2.6666667,,600.3395,-38.783283,6.768185,,16,39.7484,0.14999999,-1.4712229,0.14999999,,,-0.73827493,-1.7098398,0.000106289,120.260345
-47.075684,35,-120.260345,10.114288,5.8384353E-06,10.9128842354,17500,,8200349.5,1399.4865,,2.6666667,,600.3395,-39.020206,2.8737252,,16,39.985325,0.14999999,-1.5132618,0.14999999,,,-0.76726246,-1.9571126,0.2889832,120.260345
-57.49715,36,-120.260345,0.0008644025,5.5185833E-06,11.1897153854,18000,4,8219475,1457.9487,,1.3333334,,600.3395,-39.53346,5.3505673,,16,40.498577,0.14999999,-1.5509901,0.14999999,,,-0.79543334,-2.1393547,5.0502116E-05,120.260345
-12.233299,37,-120.260345,0.48212433,5.224312E-06,11.5834383965,18500,,8238054,1471.1473,,1.3333334,,600.3395,-38.795616,1.228622,,16,39.760735,0.14999999,-1.5810244,0.14999999,,4.3927638E-13,-0.8228323,-1.6759497,0.013114175,120.260345
-9.161953,38,-120.260345,0.25406262,0.000004953,11.9650621414,19000,2.6666667,7150018,1481.2744,,,,600.3395,-38.015785,2.4555151,,16,38.980904,0.14999999,-1.6133002,0.14999999,,,-0.84950054,-1.8338139,0.0067256107,120.260345
-0.009486416,39,-120.260345,1.9791331,4.7022245E-06,12.3681774139,19500,1.3333334,7165178.5,1482.249,,,,600.3395,-37.041267,1.2560091,,16,38.006386,0.14999999,-1.6559814,0.14999999,2.860909E-12,3.7323572E-14,-0.875476,-2.2974994,0.06666842,120.260345
-0.013682969,40,-120.260345,39.165195,4.4700523E-06,12.7209944725,20000,2.6666667,737.5966,1483.2279,,,,600.3395,-36.115578,2.418361,,16,37.080696,0.14999999,-1.683878,0.14999999,2.0950187E-16,,-0.90079385,-1.8497405,0.9858111,120.260345
-0.038645282,41,-120.260345,40.992687,4.2546603E-06,13.0483260155,20500,1.3333334,739.0689,1484.2316,,,,600.3395,-35.23565,1.4870132,,16,36.200768,0.14999999,-1.7114536,0.14999999,5.8412887E-08,3.9237538E-14,-0.92548645,-2.5160916,1.0637898,120.260345
-0.0015282044,42,-120.260345,41.99701,4.0544687E-06,13.3717057705,21000,,733.0384,1485.1981,,1.3333334,,600.3395,-34.39674,1.1830945,,16,35.36186,0.14999999,-1.7112837,0.14999999,1.823195E-36,4.986377E-13,-0.949584,-1.4720999,1.0128753,120.260345
-7.830339,43,-120.260345,42.98436,3.868082E-06,13.5994098186,21500,4,732.2779,1493.9935,,1.3333334,,600.3395,-33.778915,5.5982265,,16,34.744034,0.14999999,-1.710801,0.14999999,,,-0.9731145,-1.4082216,0.9996868,120.260345
-13.736019,44,-120.260345,44.000004,3.6942577E-06,13.8328640461,22000,1.3333334,732.7003,1508.6948,,1.3333334,,600.3395,-33.3234,2.2325006,,16,34.288517,0.14999999,-1.7242831,0.14999999,,2.5334118E-27,-0.996104,-2.0084753,1.0000001,120.260345
-11.916017,45,-120.260345,45.000004,3.5318933E-06,14.1452541351,22500,2.6666667,733.80164,1521.5759,,1.3333334,,600.3395,-32.84768,3.9329114,,16,33.812798,0.14999999,-1.8523123,0.14999999,8.846849E-30,,-1.0185769,-7.1899447,1.0000001,120.260345
-8.91255,46,-120.260345,45.985855,0.00000338,14.3951485157,23000,4,708.8162,1531.4536,,2.6666667,,600.3395,-32.32735,7.0531406,,16,33.29247,0.14999999,-1.8453314,0.14999999,2.0917324E-35,,-1.0405558,-1.2352829,0.99979883,120.260345
-45.141727,47,-120.260345,47.000008,3.2377015E-06,14.7572607994,23500,1.3333334,704.83167,1577.5603,,2.6666667,,600.3395,-32.599995,3.9507916,,16,33.565113,0.14999999,-1.8769069,0.14999999,,,-1.062062,-3.0331912,1.0000001,120.260345
-40.55559,48,-120.260345,48,3.1042032E-06,15.0653669834,24000,2.6666667,703.1263,1619.0812,,2.6666667,,600.3395,-32.765736,5.324626,,16,33.730854,0.14999999,-1.8755251,0.14999999,3.7958634E-15,,-1.0831153,-1.5142275,1.0000001,120.260345
-42.294125,49,-120.260345,48.999187,2.9787932E-06,15.4153628349,24500,,696.6472,1662.3405,,2.6666667,,600.3395,-32.960194,2.5163846,,16,33.925312,0.14999999,-1.8690058,0.14999999,,,-1.1037347,-1.2594901,1.2241795,120.260345
-39.06257,50,-120.260345,50.000004,2.8608335E-06,15.8397188187,25000,2.6666667,669.53973,1702.368,,4,,600.3395,-33.08224,6.8217154,,16,34.04736,0.14999999,-1.8884832,0.14999999,,,-1.1239374,-2.7483637,1.0021662,120.260345
-103.499146,51,-120.260345,50.999393,2.7497433E-06,16.0754973888,25500,1.3333334,669.05975,1806.8323,,4,,600.3395,-34.462963,5.7260237,,16,35.42808,0.14999999,-1.898553,0.14999999,1.3726116E-15,,-1.14374,-2.107231,1.0561305,120.260345
-138.23225,52,-138.23225,25.725826,0.000002645,16.3098273277,26000,2.6666667,612.1363,1946.0298,,,,705.90155,-36.45853,2.4984992,,16,37.42365,0.14999999,-1.9272964,0.14999999,,,-1.163158,-3.1506524,0.5825669,138.23225
-0.103790715,53,-138.23225,26.497643,2.5461316E-06,16.6411371231,26500,1.3333334,613.0423,1947.0986,,,,705.90155,-35.77259,1.6326772,,16,36.73771,0.14999999,-1.9356614,0.14999999,1.4863496E-17,5.0721776E-14,-1.1822063,-1.8667732,1.0590386,138.23225
-0.000899586,54,-138.23225,26.999912,2.4527033E-06,16.9159698486,27000,,605.1874,1948.0647,,1.3333334,,705.90155,-35.110153,1.1407909,,16,36.07527,0.14999999,-1.9496276,0.14999999,,6.4110663E-13,-1.2008984,-2.5687876,1.0128254,138.23225
-10.280527,55,-138.23225,27.500004,2.3643252E-06,17.1765725613,27500,2.6666667,603.491,1959.3103,,1.3333334,,705.90155,-34.658703,3.531947,,16,35.62382,0.14999999,-1.9555997,0.14999999,,,-1.2192476,-2.1109245,1,138.23225
-7.1701684,56,-138.23225,28.000002,2.2806387E-06,17.4100260735,28000,1.3333334,602.9927,1967.4457,,1.3333334,,705.90155,-34.16784,2.7196596,,16,35.132957,0.14999999,-1.9912592,0.14999999,3.0073828E-08,3.2243401E-27,-1.2372661,-3.7724361,0.9999075,138.23225
-8.997153,57,-138.23225,28.494816,2.2013185E-06,17.6622266769,28500,4,603.6358,1977.4078,,1.3333334,,705.90155,-33.726246,5.272581,,16,34.691364,0.14999999,-1.9837877,0.14999999,,,-1.2549657,-1.3850757,0.9915221,138.23225
-8.340682,58,-138.23225,28.999956,2.1260653E-06,17.9222507477,29000,4,571.21954,1986.7137,,2.6666667,,705.90155,-33.288567,6.9040074,,16,34.253685,0.14999999,-1.9736797,0.14999999,6.013324E-19,,-1.2723573,-1.211477,1.0000287,138.23225
-50.300793,59,-138.23225,29.500002,2.0546058E-06,18.1583750248,29500,1.3333334,570.98285,2037.9797,,2.6666667,,705.90155,-33.57691,4.1605773,,16,34.542027,0.14999999,-1.9722433,0.14999999,,,-1.2894518,-1.7084423,0.9999999,138.23225
-60.746372,60,-138.23225,30.000002,1.98669E-06,18.4498813152,30000,2.6666667,569.0358,2099.6912,,2.6666667,,705.90155,-34.02973,5.140871,,16,34.99485,0.14999999,-1.965531,0.14999999,1.743823E-15,,-1.3062589,-1.3888139,1.0000001,138.23225
-49.04012,61,-138.23225,30.499748,1.9220863E-06,18.7026500702,30500,,567.3258,2149.6963,,2.6666667,,705.90155,-34.275803,2.6682966,,16,35.24092,0.14999999,-1.9816302,0.14999999,,,-1.3227882,-2.7667468,1.1273346,138.23225
-54.37001,62,-138.23225,30.999998,1.8605837E-06,18.9606459141,31000,2.6666667,517.0691,2205.0315,,4,,705.90155,-34.599903,6.1906834,,16,35.56502,0.14999999,-1.9678304,0.14999999,,,-1.3390487,-1.0753441,1.00209,138.23225
-117.58039,63,-138.23225,20.998755,0.000001802,19.24990201,31500,1.3333334,507.21988,2323.577,,,,705.90155,-35.917053,1.2633984,,16,36.88217,0.14999999,-1.9855659,0.14999999,,6.029188E-14,-1.3550491,-2.9061923,0.9154837,138.23225
-0.10761564,64,-138.23225,21.332825,1.7461142E-06,19.5736656189,32000,2.6666667,507.78958,2324.6494,,,,705.90155,-35.35753,2.4457562,,16,36.322647,0.14999999,-1.9916023,0.14999999,3.800598E-13,,-1.3707975,-2.1869826,0.74600476,138.23225
-0.04908192,65,-138.23225,2.1049812,1.1068314E-06,19.9487214088,32500,1,83985900,2325.664,,2,,705.90155,-34.814327,2.8892183,,25,35.779446,0.14999999,-1.9878578,0.14999999,,,-1.3863016,-1.4085265,0.03324186,138.23225
-25.004139,66,-138.23225,12.11494,1.073545E-06,21.7219426632,33000,2,84079360,2351.633,,1,,705.90155,-34.665684,3.0034823,,25,35.630802,0.14999999,-2.0115325,0.14999999,6.233142E-21,,-1.4015691,-2.590756,0.18368615,138.23225
-3.0146885,67,-138.23225,0.8066146,1.0417382E-06,22.0729949474,33500,2,84171144,2355.613,,3,,705.90155,-34.193283,4.6044216,,25,35.1584,0.14999999,-2.0464814,0.14999999,,,-1.416607,-3.5292559,0.012076585,138.23225
-42.74066,68,-138.23225,0.0054005478,1.011324E-06,22.4440152645,34000,3,84261624,2399.3188,,2,,705.90155,-34.31898,5.034963,,25,35.2841,0.14999999,-2.0926204,0.14999999,1.9900048E-15,,-1.4314221,-4.2033,0.000083397,138.23225
-24.329496,69,-138.23225,1.1327087,9.822227E-07,22.8053913116,34500,3,72377.8,2424.6133,,1,,705.90155,-34.174202,3.9650216,,25,35.13932,0.14999999,-2.1101086,0.14999999,1.6192018E-08,,-1.4460208,-2.306675,0.019937111,138.23225
-4.321939,70,-138.23225,2.7061691,9.543596E-07,23.1247465611,35000,3,72450.875,2429.9004,,3,,705.90155,-33.74774,5.7863035,,25,34.71286,0.14999999,-2.1264591,0.14999999,7.7751864E-38,,-1.4604096,-2.2816467,0.04089579,138.23225
-48.369915,71,-138.23225,12.39835,9.276656E-07,23.4617714882,35500,1,72517.56,2479.2354,,3,,705.90155,-33.95369,4.397683,,25,34.918808,0.14999999,-2.1448133,0.14999999,4.0424843E-35,,-1.4745942,-2.4768221,0.182152,138.23225
-70.35202,72,-138.23225,103.53209,9.020761E-07,23.8084893227,36000,1,72583.17,2550.5525,,1,,705.90155,-34.45922,1.6764064,,25,35.42434,0.14999999,-2.1838305,0.14999999,,8.616175E-14,-1.4885805,-4.129494,1.4548792,138.23225
-2.6254654,73,-138.23225,9.053775,8.775309E-07,24.1639091969,36500,1,7522.0605,2554.1433,,4,,705.90155,-34.023144,4.891822,,25,34.988262,0.14999999,-2.2041125,0.14999999,,,-1.5023738,-3.5792599,0.12930939,138.23225
-86.18583,74,-138.23225,8.076915,0.000000854,24.4913666248,37000,4,6157.1353,2641.2942,,1,,705.90155,-34.728043,5.168496,,25,35.69316,0.14999999,-2.2193794,0.14999999,,,-1.5159795,-2.4628239,0.1293853,138.23225
-3.7658427,75,-138.23225,10.359167,8.3135325E-07,24.8737905025,37500,,6162.5703,2646.0251,,1,,705.90155,-34.315216,0.9499149,,25,35.280334,0.14999999,-2.253095,0.14999999,,2.963204E-06,-1.5294025,-3.8784082,0.19682652,138.23225
-4.372819,76,-138.23225,6.527387,8.096195E-07,25.3052313328,38000,,6163.6924,2651.363,,3,,705.90155,-33.921234,3.0609722,,25,34.886353,0.14999999,-2.2630405,0.14999999,1.7232247E-37,,-1.5426477,-2.2026618,0.1117957,138.23225
-63.901806,77,-138.23225,15.098372,7.88727E-07,25.6286900043,38500,4,6161.2056,2716.2297,,3,,705.90155,-34.310593,6.95365,,25,35.27571,0.14999999,-2.2747517,0.14999999,,,-1.5557197,-2.2793224,0.3110483,138.23225
-52.20264,78,-138.23225,89.63554,7.6863284E-07,25.9417011738,39000,3,6061.496,2769.3975,,4,,705.90155,-34.539978,6.820801,,25,35.505096,0.14999999,-2.2806795,0.14999999,2.673307E-19,,-1.5686232,-2.033125,1.1661025,138.23225
-87.90049,79,-138.23225,1.7950822,7.49297E-07,26.2660381794,39500,1,5358.1367,2858.2632,,,,705.90155,-35.215427,1.2985806,,25,36.180546,0.14999999,-2.2900171,0.14999999,,4.7218316E-07,-1.5813622,-2.8065882,0.028696492,138.23225
-0.36827978,80,-138.23225,2.8715582,7.306816E-07,26.6509552002,40000,3,5362.901,2859.597,,,,705.90155,-34.77984,3.0042121,,25,35.744957,0.14999999,-2.3337154,0.14999999,,,-1.593941,-4.820592,0.04423461,138.23225
-0.0043301517,81,-138.23225,80.98572,7.1275144E-07,27.0718057156,40500,2,905.3349,2860.5664,,1,,705.90155,-34.350513,3.06793,,25,35.31563,0.14999999,-2.3421977,0.14999999,3.157002E-17,,-1.6063635,-2.070549,1.15502,138.23225
-7.2320156,82,-138.23225,79.7789,6.954733E-07,27.4508912563,41000,3,905.88245,2868.7634,,1,,705.90155,-34.0198,3.8403409,,25,34.984917,0.14999999,-2.3391438,0.14999999,3.856887E-09,,-1.6186336,-1.9352595,0.9925554,138.23225
-4.044766,83,-138.23225,82.98502,6.788158E-07,27.8392663002,41500,1,901.0016,2873.7732,,1,,705.90155,-33.658653,2.5205448,,25,34.62377,0.14999999,-2.3397915,0.14999999,5.6595667E-33,9.932528E-14,-1.630755,-2.0979843,1.6069435,138.23225
-10.6838255,84,-138.23225,56.21113,6.627497E-07,28.2325065136,42000,3,898.36334,2885.422,,,,705.90155,-33.385143,3.059591,,25,34.35026,0.14999999,-2.337027,0.14999999,,,-1.6427312,-2.2874076,0.7121279,138.23225
-0.018668381,85,-138.23225,71.367516,6.472474E-07,28.6097333431,42500,1,898.8303,2886.4058,,,,705.90155,-32.992596,0.8774616,,25,33.957714,0.14999999,-2.3349285,0.14999999,1.4404014E-37,0.000000508,-1.6545656,-1.7192174,0.8677915,138.23225
-0.011728076,86,-138.23225,80.20856,6.3228265E-07,28.9681868553,43000,4,899.002,2887.3826,,1,,705.90155,-32.609097,4.9108224,,25,33.574215,0.14999999,-2.3429794,0.14999999,,,-1.6662617,-2.6706383,1.0509676,138.23225
-2.9862387,87,-138.23225,69.05471,6.1783095E-07,29.3343708515,43500,,898.83746,2891.334,,1,,705.90155,-32.268604,0.9276862,,25,33.233723,0.14999999,-2.3463805,0.14999999,,3.4373145E-06,-1.6778225,-2.417139,0.9718522,138.23225
-4.13954,88,-138.23225,87.998665,6.0386907E-07,29.6702642441,44000,3,894.9519,2896.439,,2,,705.90155,-31.948957,4.751272,,25,32.914078,0.14999999,-2.3429787,0.14999999,,,-1.6892511,-1.8074069,1.0000658,138.23225
-25.014671,89,-138.23225,88.99959,5.903753E-07,30.0516991615,44500,1,895.033,2922.4187,,2,,705.90155,-31.871044,2.800658,,25,32.836163,0.14999999,-2.3579671,0.14999999,1.5267701E-27,,-1.7005507,-3.3758152,1.0090519,138.23225
-27.96147,90,-138.23225,87.41125,5.773287E-07,30.4666762352,45000,2,881.2883,2951.3452,,3,,705.90155,-31.827604,5.020093,,25,32.792725,0.14999999,-2.365606,0.14999999,3.188133E-22,,-1.7117239,-2.7532177,0.9831679,138.23225
-47.651814,91,-138.23225,60.273884,5.647098E-07,30.8116660118,45500,3,881.9248,2999.9622,,3,,705.90155,-32.001495,5.8492146,,25,32.966614,0.14999999,-2.371986,0.14999999,5.6925833E-06,,-1.7227738,-2.6421993,0.70180154,138.23225
-69.06273,92,-138.23225,60.46174,5.5250035E-07,31.1572442055,46000,4,860.2693,3069.99,,3,,705.90155,-32.404335,7.5146017,,25,33.369453,0.14999999,-2.3754373,0.14999999,1.5125191E-11,,-1.7337029,-2.241964,0.9274639,138.23225
-76.24059,93,-138.23225,62.35132,5.4068244E-07,31.5048873425,46500,,859.1893,3147.1956,,3,,705.90155,-32.875694,2.8087106,,25,33.840813,0.14999999,-2.4206471,0.14999999,,,-1.7445138,-6.3448553,0.7748282,138.23225
-52.41132,94,-138.23225,93.31761,5.292397E-07,31.8597173691,47000,1,854.3707,3200.572,,3,,705.90155,-33.08352,4.0884037,,25,34.048637,0.14999999,-2.4152753,0.14999999,1.9197934E-08,,-1.7552091,-1.5352563,1.148879,138.23225
-73.1875,95,-138.23225,80.510735,5.181564E-07,32.2747645378,47500,1,833.4509,3274.7246,,4,,705.90155,-33.505665,4.719924,,25,34.470783,0.14999999,-2.412718,0.14999999,2.25725E-07,,-1.7657912,-2.0131807,0.9630746,138.23225
-124.455414,96,-138.23225,74.47247,5.0741784E-07,32.6229400635,48000,3,785.0306,3400.1453,,4,,705.90155,-34.45306,7.07194,,25,35.41818,0.14999999,-2.431137,0.14999999,,,-1.7762625,-3.9098895,1.3271073,138.23225
-100.88486,97,-138.23225,47.834145,0.000000497,32.9715218544,48500,3,646.4165,3501.9954,,1,,705.90155,-35.137924,4.110417,,25,36.103043,0.14999999,-2.4307878,0.14999999,,,-1.7866253,-2.4215167,0.993815,138.23225
-4.8949018,98,-138.23225,41.408688,4.8691817E-07,33.338612318,49000,3,646.5971,3507.8552,,,,705.90155,-34.82932,3.2726831,,25,35.794437,0.14999999,-2.4254189,0.14999999,3.1921337E-09,,-1.7968818,-1.7227794,0.865186,138.23225
-0.2071629,99,-138.23225,48.984375,4.7713115E-07,33.7396478653,49500,1,646.8876,3509.0273,,,,705.90155,-34.4796,1.6345263,,25,35.444717,0.14999999,-2.4318705,0.14999999,,5.917236E-07,-1.8070341,-2.7999377,0.9788742,138.23225
-0.0580972,100,-138.23225,49.997215,4.6763623E-07,34.1084308624,50000,2,646.0463,3510.0505,,1,,705.90155,-34.135387,3.290202,,25,35.100506,0.14999999,-2.4321072,0.14999999,1.633259E-08,,-1.8170844,-2.265954,1.134274,138.23225
-7.3823104,101,-138.23225,50.495346,4.584219E-07,34.4673390388,50500,1,646.42535,3518.398,,1,,705.90155,-33.870502,2.3513727,,25,34.83562,0.14999999,-2.4332912,0.14999999,1.35128245E-11,1.2086565E-13,-1.8270348,-2.4936419,0.9046129,138.23225
-6.3298864,102,-138.23225,50.340427,4.4947728E-07,34.881039381,51000,4,645.25555,3525.693,,1,,705.90155,-33.6005,4.6539025,,25,34.565617,0.14999999,-2.4334602,0.14999999,,,-1.8368871,-2.210569,1.0852821,138.23225
-4.08467,103,-138.23225,47.02202,4.40792E-07,35.2687397003,51500,,644.7753,3530.7434,,1,,705.90155,-33.313942,1.2293596,,25,34.27906,0.14999999,-2.4429553,0.14999999,,4.0694663E-06,-1.8466433,-3.316445,1.0622054,138.23225
-4.881305,104,-138.23225,51.9996,4.32356E-07,35.6806821823,52000,3,629.2213,3536.5896,,2,,705.90155,-33.04055,4.8931026,,25,34.00567,0.14999999,-2.44354,0.14999999,,,-1.8563051,-2.4079063,0.9997094,138.23225
