DenMISELogLast,NumTrainableParams,ReturnStepMax,GridSize,MountainCar_mu0_higher,MountainCar_std0_higher,MountainCar_std1_higher,IWFirstEpisode,ReturnMin,ActionIn1,DenMISELogFirst,IWLastEpisode,Regret,Delta,IWMax,TimestepsSoFar,ReturnAbsMax,Regret/t,IWMean,DenMISEMeanLog,Bound,IWMin,Iteration,MountainCar_mu1_higher,ReturnMean,ReturnLastEpisode,ReturnMax,TimeElapsed
-3.4321036,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,2.9515676,-1.0112302,2.36697E-37,1384.743,6.186923E-06,0.32475892,17000,142.95029,40.727734,0.014227204,-1.8082713,9724075,,34,,-39.762615,-142.95029,,10.2108335495
-2.611291,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,6.831471,-1.0402178,,1436.5675,5.8384353E-06,20.207386,17500,142.95029,41.044785,0.57855713,-1.8589691,9747527,,35,4,-40.079666,-50.859474,,10.49173522
-1.9503704,,753.15015,16,1.3333334,0.14999999,0.14999999,1.17848144E-11,-142.95029,1.3050623,-1.0683886,,1485.6334,5.5185833E-06,0.2785079,18000,142.95029,41.267593,0.007736423,-1.8762033,9770272,,36,,-40.302475,-48.10073,,10.7386467457
-1.7175941,,753.15015,16,1.3333334,0.14999999,0.14999999,,-142.95029,5.3580165,-1.0957876,,1498.4089,5.224312E-06,4.908973E-05,18500,142.95029,40.497536,1.62521E-06,-1.8983668,9792357,,37,4,-39.532417,-11.810313,,11.0213646889
-1.7444706,,753.15015,16,,0.14999999,0.14999999,,-142.95029,2.8022969,-1.1224558,4.2621823E-34,1510.6692,0.000004953,0.02013201,19000,142.95029,39.75445,0.0005488191,-1.9202833,8499037,,38,2.6666667,-38.789333,-11.29526,,11.394960165
-3.4167218,,753.15015,16,,0.14999999,0.14999999,3.428188E-17,-142.95029,1.3977,-1.1484313,8.9616195E-23,1511.6692,4.7022245E-06,0.2912714,19500,142.95029,38.760746,0.0075347708,-1.983949,8517058,,39,1.3333334,-37.795628,-0.034830607,,11.794754982
-1.8427259,,753.15015,16,,0.14999999,0.14999999,3.5160913E-17,-142.95029,1.1766491,-1.1737491,39.9931,1512.6481,4.4700523E-06,39.9931,20000,142.95029,37.8162,1.0073068,-2.0049155,876.75964,,40,1.3333334,-36.85108,-0.013691638,,12.2335166931
-1.3508474,,753.15015,16,,0.14999999,0.14999999,,-142.95029,2.2851214,-1.1984417,4.7999125E-19,1513.623,4.2546603E-06,41,20500,142.95029,36.917633,1.0005485,-1.9959673,878.49884,,41,2.6666667,-35.952515,-0.009854922,,12.5891468525
-2.8276522,,753.15015,16,1.3333334,0.14999999,0.14999999,,-142.95029,5.4087667,-1.2225393,,1514.7365,4.0544687E-06,41.973026,21000,142.95029,36.06515,0.9993594,-2.0227764,871.3329,,42,4,-35.100033,-0.14830953,,12.950540781
-1.6846018,,753.15015,16,1.3333334,0.14999999,0.14999999,1.4076303E-11,-142.95029,1.4990788,-1.2460698,,1524.2657,3.868082E-06,42.987713,21500,142.95029,35.44804,1.0073913,-2.0217829,872.4403,,43,,-34.48292,-8.564151,,13.3179295063
-3.1974947,,753.15015,16,1.3333334,0.14999999,0.14999999,5.753091E-29,-142.95029,2.3155375,-1.2690593,2.7276126E-09,1532.9714,3.6942577E-06,43.99398,22000,142.95029,34.840256,0.9998632,-2.0550468,873.71564,,44,1.3333334,-33.875137,-7.740498,,13.6486268044
-2.6169913,,753.15015,16,1.3333334,0.14999999,0.14999999,,-142.95029,3.9480796,-1.2915322,3.302789E-22,1543.1494,3.5318933E-06,44.986057,22500,142.95029,34.292206,0.99969065,-2.0741062,872.88385,,45,2.6666667,-33.327087,-9.212858,,13.9451861382
-1.6943251,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,4.3363204,-1.313511,2.6628726E-28,1555.5483,0.00000338,46,23000,142.95029,33.816265,1.0000001,-2.0722861,847.8279,,46,1.3333334,-32.851147,-11.433831,,14.2545142174
-2.8339179,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,2.5704117,-1.3350173,1.7975425E-18,1623.3667,3.2377015E-06,46.999985,23500,142.95029,34.539715,1.0141147,-2.094792,847.6436,,47,,-33.574596,-66.853325,,14.5726103783
-1.46091,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,5.5577025,-1.3560706,,1676.1952,3.1042032E-06,48,24000,142.95029,34.92073,1.0000001,-2.0874672,847.6216,,48,2.6666667,-33.955612,-51.863304,,14.9222195148
-1.9131792,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,6.8862147,-1.37669,2.5597133E-12,1726.0928,2.9787932E-06,48.999657,24500,142.95029,35.22638,1.3672221,-2.089963,838.7771,,49,4,-34.26126,-48.932453,,15.2530889511
-1.7995908,,753.15015,16,4,0.14999999,0.14999999,,-142.95029,6.2650375,-1.3968927,6.0696256E-34,1787.7872,2.8608335E-06,49.963882,25000,142.95029,35.755745,1.1162821,-2.0838292,796.3943,,50,2.6666667,-34.790627,-60.729427,,15.4944381714
-3.0670118,,753.15015,16,4,0.14999999,0.14999999,,-142.95029,5.176994,-1.4166954,1.2805648E-11,1871.2445,2.7497433E-06,50.999832,25500,142.95029,36.691067,0.9999973,-2.1067655,781.2152,,51,1.3333334,-35.72595,-82.49229,,15.7898526192
-1.9995298,,753.15015,16,,0.14999999,0.14999999,4.570932E-17,-142.95029,1.0242213,-1.4361134,,1965.8802,0.000002645,25.999844,26000,142.95029,37.805386,1.0073787,-2.1104183,633.02563,,52,1.3333334,-36.840267,-93.67046,,16.0189270973
-2.0827632,,753.15015,16,,0.14999999,0.14999999,,-142.95029,2.3620234,-1.4551616,2.3320556E-19,1966.949,2.5461316E-06,26.499998,26500,142.95029,37.112244,0.99757963,-2.1131458,633.8845,,53,2.6666667,-36.147125,-0.10358958,,16.2697074413
-2.034618,,753.15015,16,1.3333334,0.14999999,0.14999999,1.7677238E-11,-142.95029,1.0685065,-1.4738537,,1968.0098,2.4527033E-06,26.999931,27000,142.95029,36.444626,1.0075457,-2.115047,624.9683,,54,,-35.479507,-0.09578105,,16.5851290226
-1.7538203,,753.15015,16,1.3333334,0.14999999,0.14999999,,-142.95029,5.211547,-1.4922029,,1976.8162,2.3643252E-06,27.499727,27500,142.95029,35.942112,0.999836,-2.1116133,625.8682,,55,4,-34.976994,-7.8410892,,16.8581769466
-1.3513051,,753.15015,16,1.3333334,0.14999999,0.14999999,7.322139E-29,-142.95029,2.8965688,-1.5102214,,1988.2511,2.2806387E-06,28.000002,28000,142.95029,35.504482,0.99996585,-2.1012542,625.84937,,56,1.3333334,-34.539364,-10.469751,,17.0994782448
-1.7164915,,753.15015,16,1.3333334,0.14999999,0.14999999,,-142.95029,4.0375924,-1.527921,3.3893168E-12,2001.3475,2.2013185E-06,28.499945,28500,142.95029,35.11136,0.9999221,-2.0976665,624.07294,,57,2.6666667,-34.14624,-12.131359,,17.3576731682
-2.756353,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,5.3178606,-1.5453126,3.3695259E-21,2010.9489,2.1260653E-06,28.999998,29000,142.95029,34.67153,1.0000001,-2.1121345,587.2697,,58,2.6666667,-33.706413,-8.636223,,17.6441009045
-1.4164923,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,3.294864,-1.5624071,,2070.3894,2.0546058E-06,29.499996,29500,142.95029,35.091347,1.0131707,-2.1034038,587.4762,,59,,-34.12623,-58.47552,,17.8720977306
-6.4490156,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,4.2081075,-1.5792142,2.0857808E-12,2129.6875,1.98669E-06,30.000002,30000,142.95029,35.49479,1.0000001,-2.1786191,581.99194,,60,1.3333334,-34.52967,-58.333057,,18.1524951458
-1.5536684,,753.15015,16,2.6666667,0.14999999,0.14999999,,-142.95029,6.5103474,-1.5957435,,2192.5774,1.9220863E-06,30.499893,30500,142.95029,35.94389,1.2691478,-2.1713388,575.88654,,61,4,-34.97877,-61.924725,,18.436822176
-1.5664893,,753.15015,16,4,0.14999999,0.14999999,,-142.95029,3.7273488,-1.612004,,2230.52,1.8605837E-06,30.999998,31000,142.95029,35.976128,1.0000023,-2.160653,540.74677,,62,,-35.01101,-36.977406,,18.7147166729
-1.9456667,,753.15015,16,4,0.14999999,0.14999999,,-142.95029,6.496664,-1.6280044,,2318.9255,0.000001802,31.48862,31500,142.95029,36.808342,1.0979443,-2.160115,537.4971,,63,2.6666667,-35.843224,-87.440704,,18.9966723919
-1.6575813,,753.15015,16,,0.14999999,0.14999999,5.625754E-17,-142.95029,1.4005016,-1.6437528,,2419.6194,1.7461142E-06,21.333271,32000,142.95029,37.806553,1.0073496,-2.1536064,525.1207,,64,1.3333334,-36.841434,-99.72869,,19.3007659912
-0.94089174,,753.15015,25,2,0.14999999,0.14999999,,-142.95029,2.7991867,-1.6592569,,2420.585,1.1068314E-06,0.0002114407,32500,142.95029,37.239765,7.343643E-06,-2.1368244,86852450,,65,1,-36.274647,-0.0001389273,,19.6539692879
-2.863049,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,2.7872477,-1.6745244,9.820771E-16,2440.9492,1.073545E-06,0.0064280266,33000,142.95029,36.984077,0.0002043324,-2.162864,86949090,,66,2,-36.01896,-19.39924,,21.4793891907
-3.6842055,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,4.8522186,-1.6895623,,2444.2925,1.0417382E-06,0.052324817,33500,142.95029,36.481976,0.0016526841,-2.200381,87044010,,67,2,-35.516857,-2.3781338,,21.8532032967
-2.5352018,,753.15015,25,2,0.14999999,0.14999999,,-142.95029,5.0247736,-1.7043774,3.36898E-17,2496.9084,1.011324E-06,0.09633002,34000,142.95029,36.71924,0.001421662,-2.2198777,87137576,,68,3,-35.75412,-51.650837,,22.2163424492
-2.3293579,,753.15015,25,1,0.14999999,0.14999999,4.963882E-15,-142.95029,2.1262517,-1.7189761,,2530.3582,9.822227E-07,29.938303,34500,142.95029,36.671856,0.43399584,-2.235831,74844.55,,69,1,-35.706738,-32.484623,,22.5940337181
-3.2203326,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,5.904938,-1.7333649,,2539.736,9.543596E-07,4.6440916,35000,142.95029,36.281944,0.077790804,-2.2589285,74922.24,,70,3,-35.316826,-8.412813,,22.9586808681
-2.8448164,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,3.9790435,-1.7475495,1.700985E-31,2587.477,9.276656E-07,59.163235,35500,142.95029,36.443336,0.8334051,-2.2801,74995.66,,71,3,-35.478218,-46.77603,,23.2797386646
-2.3852658,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,4.0603404,-1.7615358,,2594.8743,9.020761E-07,11.899197,36000,142.95029,36.03992,0.20600581,-2.286933,75067.484,,72,1,-35.074802,-6.4320464,,23.6605608463
-2.376147,,753.15015,25,4,0.14999999,0.14999999,,-142.95029,5.0595946,-1.7753291,1.0294452E-08,2646.8284,8.775309E-07,41.973274,36500,142.95029,36.25792,0.8107802,-2.2991152,7704.6055,,73,1,-35.2928,-50.988728,,24.0124633312
-2.0515883,,753.15015,25,,0.14999999,0.14999999,,-142.95029,2.9409268,-1.7889348,,2743.518,0.000000854,87.12022,37000,142.95029,37.074566,1.1864302,-2.3001924,6368.433,,74,3,-36.109447,-95.724464,,24.3595552444
-1.8528789,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,4.6575627,-1.8023578,1.1485519E-19,2744.4915,8.3135325E-07,5.9149165,37500,142.95029,36.593216,0.11743119,-2.2969763,6373.5103,,75,4,-35.628098,-0.008577535,,24.707344532
-3.7157018,,753.15015,25,1,0.14999999,0.14999999,3.7129477E-05,-142.95029,0.9674955,-1.815603,,2748.1584,8.096195E-07,11.956951,38000,142.95029,36.159977,0.32214767,-2.327214,6378.0366,,76,,-35.19486,-2.701748,,25.1193907261
-2.655445,,753.15015,25,4,0.14999999,0.14999999,,-142.95029,6.644311,-1.8286746,,2752.5037,7.88727E-07,1.801249,38500,142.95029,35.7468,0.035758577,-2.3404665,6382.9575,,77,3,-34.78168,-3.3799844,,25.5021007061
-2.6730027,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,7.1553345,-1.841578,1.8732608E-17,2864.2104,7.6863284E-07,10.3305855,39000,142.95029,36.720646,0.26729006,-2.3570137,6377.939,,78,4,-35.755527,-110.74176,,25.8479971886
-3.4144018,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,2.658299,-1.8543171,,2941.5308,7.49297E-07,2218.6743,39500,142.95029,37.234566,28.577831,-2.3797956,6059.5264,,79,,-36.269447,-76.35528,,26.1902487278
-1.4943905,,753.15015,25,,0.14999999,0.14999999,2.5925642E-09,-142.95029,0.7170842,-1.8668958,,2994.1865,7.306816E-07,8.11375,40000,142.95029,37.42733,0.22028735,-2.3339849,5545.9443,,80,1,-36.46221,-51.690464,,26.6132400036
-3.433157,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,2.822078,-1.8793184,1.3724176E-23,2995.1733,7.1275144E-07,80.9948,40500,142.95029,36.977448,1.0001401,-2.3572123,937.9664,,81,2,-36.01233,-0.021615162,,26.9716413021
-2.1864023,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,3.9213114,-1.8915884,1.1232661E-09,2999.6228,6.954733E-07,69.9824,41000,142.95029,36.580765,1.3080952,-2.3587947,931.5888,,82,3,-35.615646,-3.4843025,,27.3645818233
-2.0419304,,753.15015,25,1,0.14999999,0.14999999,5.971048E-15,-142.95029,2.1045365,-1.9037098,6.794162E-33,3005.583,6.788158E-07,72.83507,41500,142.95029,36.21184,1.1802326,-2.3550024,931.9691,,83,1,-35.246723,-4.9953237,,27.8156578541
-1.9222399,,753.15015,25,,0.14999999,0.14999999,,-142.95029,2.9503934,-1.915686,,3011.2795,6.627497E-07,45.42012,42000,142.95029,35.848564,0.9737395,-2.351036,932.26245,,84,3,-34.883446,-4.7311773,,28.2145154476
-1.8876303,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,4.941476,-1.9275204,2.1669674E-19,3012.2622,6.472474E-07,83.97516,42500,142.95029,35.438377,1.0988231,-2.3479297,929.9212,,85,4,-34.47326,-0.017582906,,28.6009886265
-2.2508974,,753.15015,25,,0.14999999,0.14999999,2.787007E-09,-142.95029,1.1203624,-1.9392165,,3020.4856,6.3228265E-07,84.3938,43000,142.95029,35.121925,1.1845951,-2.3491168,930.54034,,86,1,-34.156807,-7.2586017,,28.9321894646
-3.03454,,753.15015,25,1,0.14999999,0.14999999,4.2503438E-05,-142.95029,1.0747982,-1.9507773,2.417726E-12,3021.5925,6.1783095E-07,82.25705,43500,142.95029,34.73095,1.2276717,-2.358312,929.66705,,87,,-33.76583,-0.1416944,,29.2869019508
-1.6453497,,753.15015,25,2,0.14999999,0.14999999,,-142.95029,2.8032384,-1.9622055,3.2439853E-17,3029.4353,6.0386907E-07,87.912224,44000,142.95029,34.4254,0.9990105,-2.3509214,930.0396,,88,1,-33.46028,-6.877389,,29.6872003078
-3.0165877,,753.15015,25,2,0.14999999,0.14999999,,-142.95029,5.2389183,-1.973505,1.9010516E-36,3049.8396,5.903753E-07,88.99386,44500,142.95029,34.267857,1.0013505,-2.3617907,920.4488,,89,3,-33.30274,-19.439236,,30.1132340431
-2.6586177,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,5.996666,-1.9846784,1.2590019E-07,3078.1597,5.773287E-07,82.72668,45000,142.95029,34.20177,0.9927551,-2.368421,906.21265,,90,3,-33.236652,-27.354927,,30.496737957
-2.723445,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,4.9226503,-1.9957283,2.1320706E-11,3128.9954,5.647098E-07,90.97713,45500,142.95029,34.384563,1.0013615,-2.3752995,906.73193,,91,2,-33.419445,-49.87051,,30.874414444
-2.1273,,753.15015,25,4,0.14999999,0.14999999,,-142.95029,7.13992,-2.0066574,7.374592E-20,3178.535,5.5250035E-07,28.396896,46000,142.95029,34.54929,0.34377095,-2.3758638,900.5081,,92,3,-33.58417,-48.57467,,31.2210948467
-2.3242443,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,4.1203094,-2.0174682,,3273.618,5.4068244E-07,87.05062,46500,142.95029,35.20019,1.1172605,-2.3827367,899.10956,,93,1,-34.235073,-94.11811,,31.5681040287
-2.0534477,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,2.8152041,-2.0281634,2.8875385E-10,3331.8093,5.292397E-07,90.76801,47000,142.95029,35.44478,1.3727417,-2.3809636,873.36005,,94,,-34.47966,-57.226116,,31.9292786121
-3.1724203,,753.15015,25,3,0.14999999,0.14999999,,-142.95029,7.1706343,-2.0387456,,3397.1875,5.181564E-07,93.89093,47500,142.95029,35.759865,1.2248083,-2.3888593,867.957,,95,4,-34.794746,-64.41289,,32.3226349354
-2.2502398,,753.15015,25,4,0.14999999,0.14999999,,-142.95029,4.8393216,-2.049217,,3475.946,5.0741784E-07,50.22026,48000,142.95029,36.207767,1.0790077,-2.3882864,832.7654,,96,1,-35.24265,-77.7934,,32.6795158386
-2.5435567,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,3.1277277,-2.0595796,,3577.5513,0.000000497,48.499786,48500,142.95029,36.88197,1.000186,-2.3907964,670.0465,,97,2,-35.91685,-100.64023,,33.0264048576
-1.9329102,,753.15015,25,,0.14999999,0.14999999,,-142.95029,3.0110247,-2.0698361,3.0585813E-21,3586.1746,4.8691817E-07,45.409073,49000,142.95029,36.593616,1.1210767,-2.3879993,669.84045,,98,3,-35.628498,-7.658232,,33.4143760204
-2.1039138,,753.15015,25,,0.14999999,0.14999999,3.2082967E-09,-142.95029,0.97608477,-2.0799885,5.807657E-32,3587.2266,4.7713115E-07,49.033394,49500,142.95029,36.23461,1.1648353,-2.3855715,669.05835,,99,1,-35.269493,-0.08698821,,33.8411238194
-1.560489,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,3.9291832,-2.0900388,,3588.1934,4.6763623E-07,46.046394,50000,142.95029,35.88193,1.2111548,-2.3774965,666.5147,,100,3,-34.916813,-0.0015690599,,34.2445170879
-2.1013796,,753.15015,25,1,0.14999999,0.14999999,,-142.95029,4.5128436,-2.0999892,7.231562E-14,3595.8901,4.584219E-07,50.19371,50500,142.95029,35.60287,0.89335907,-2.3745737,666.81384,,101,4,-34.637753,-6.731506,,34.6031527519
-4.240778,,753.15015,25,1,0.14999999,0.14999999,7.337906E-15,-142.95029,1.9671724,-2.1098416,,3599.341,4.4947728E-07,48.544426,51000,142.95029,35.28766,1.1757219,-2.395159,666.9553,,102,1,-34.32254,-2.4859664,,34.9724538326
-1.7100517,,753.15015,25,1,0.14999999,0.14999999,5.0320137E-05,-142.95029,1.2549162,-2.1195977,1.6364545E-07,3605.6375,4.40792E-07,50.05685,51500,142.95029,35.006187,1.0033773,-2.3886373,666.64374,,103,,-34.04107,-5.331198,,35.4066591263
