TimestepsSoFar,Regret,IWMean,MinEpLen,Delta,ReturnMean,DenMISEMeanLog,ReturnStepMax,BoundBonus,NumTrainableParams,MountainCar_mu1_higher,DenMISELogLast,TimeElapsed,IWMax,DenMISELogFirst,ReturnMin,AvgEpLen,IWLastEpisode,ActionIn1,IWMin,MountainCar_std1_higher,ReturnAbsMax,GridSize,NumTrajectories,Iteration,IWFirstEpisode,MountainCar_std0_higher,MountainCar_mu0_higher,Bound,BoundMISE,Regret/t,ReturnLastEpisode,ReturnMax
1569316,-185102.22,1.049796,97,5.594606e-11,64.69114,-4.0003743,160.43874,167.39812,,14.285714,-3.6004968,6229.707519292831,23.414223,-4.419603,-160.43874,506.06772009029345,0.05470692,15.233931,,1.5,160.43874,225,3101,3101,3.229713e-16,0.14999999,-0.42857143,267.26636,99.86825,-59.69114,90.81444,99.30726
1569570,-185188.97,1.0239745,97,5.5909995e-11,64.69986,-4.000209,160.43874,172.64163,,15.714286,-3.537304,6232.358135700226,24.717617,-4.419925,-160.43874,505.9864603481625,20.865004,12.955601,,1.5,160.43874,225,3102,3102,1.7465823e-19,0.14999999,-0.71428573,267.4069,94.76525,-59.69986,91.75639,99.30726
1569824,-185274.95,0.975715,97,5.5873965e-11,64.70833,-4.0000668,160.43874,184.35063,,7.142857,-3.5811877,6235.116032600403,28.530457,-4.4202476,-160.43874,505.9052529809861,0.00091936224,7.0098667,,1.5,160.43874,225,3103,3103,0.018635293,0.14999999,-0.71428573,267.2609,82.91027,-59.70833,90.98415,99.30726
1570367,-185362.38,1.0080715,97,5.583797e-11,64.71726,-3.9999666,160.43874,173.69121,,8.571428,-3.660926,6237.814404964447,25.34165,-4.4205637,-160.43874,505.9172036082474,7.0287933,6.664385,,1.5,160.43874,225,3104,3104,7.27084e-05,0.14999999,-0.42857143,267.25415,93.56295,-59.717262,92.41893,99.30726
1570816,-185454.33,1.0421569,97,5.5802005e-11,64.72764,-3.9998515,160.43874,170.47765,,12.857142,-3.6505516,6240.552592515945,24.439632,-4.420886,-160.43874,505.8988727858293,0.002703255,11.869872,,1.5,160.43874,225,3105,3105,3.1209083e-12,0.14999999,-0.71428573,267.1643,96.686646,-59.72764,96.94935,99.30726
1571247,-185542.36,0.98676044,97,5.5766083e-11,64.736755,-3.99969,160.43874,219.00737,,15.714286,-3.5354013,6243.338575839996,43.123974,-4.421208,-160.43874,505.8747585318738,1.8013402e-16,17.036795,,1.5,160.43874,225,3106,3106,5.10057e-38,0.14999999,0.71428573,267.16287,48.15549,-59.736755,93.03405,99.30726
1571425,-185630.61,0.9325276,97,5.5730195e-11,64.74593,-3.999672,160.43874,195.81438,,18.571428,-3.9268017,6245.952333211899,34.24873,-4.42153,-160.43874,505.7692307692308,11.779524,18.33801,,1.5,160.43874,225,3107,3107,,0.14999999,0.71428573,267.1679,71.35354,-59.745934,93.24469,99.30726
1571678,-185720.53,1.010636,97,5.5694335e-11,64.75564,-3.999575,160.43874,173.24178,,18.571428,-3.630948,6248.544592857361,25.354317,-4.4218516,-160.43874,505.6879021879022,22.351896,18.909243,,1.5,160.43874,225,3108,3108,,0.14999999,0.42857143,267.43695,94.19516,-59.75564,94.92864,99.30726
1571918,-185808.55,0.94488376,97,5.5658513e-11,64.76473,-3.999444,160.43874,242.5436,,4.285714,-3.5984383,6251.329764127731,46.53775,-4.4221735,-160.43874,505.6024445159215,1.1359154e-20,2.8095124,,1.5,160.43874,225,3109,3109,0.0002832967,0.14999999,,267.11658,24.572973,-59.764732,93.019035,99.30726
1572917,-185802.38,1.0108695,97,5.5622725e-11,64.74353,-3.9995403,160.43874,171.99547,,11.428572,-4.2443905,6254.388813734055,24.355196,-4.422495,-160.43874,505.7610932475884,1.4529894e-07,10.61935,,1.5,160.43874,225,3110,3110,2.8122646e-09,0.14999999,-0.5714286,267.1095,95.11404,-59.74353,-1.181037,99.30726
1573251,-185893.81,1.0334911,97,5.558697e-11,64.753716,-3.9993885,160.43874,167.64445,,14.285714,-3.5332751,6257.087739467621,23.648214,-4.4228163,-160.43874,505.70588235294116,0.00743698,15.476703,,1.5,160.43874,225,3111,3111,4.7008936e-22,0.14999999,0.14285715,267.09457,99.45012,-59.753716,96.44204,99.30726
1573490,-185983.78,0.862252,97,5.5551255e-11,64.76343,-3.9992108,160.43874,267.2024,,1.4285715,-3.476941,6259.737500667572,59.209774,-4.4231377,-160.43874,505.6201799485861,1.3802535e-27,0.9389452,,1.5,160.43874,225,3112,3112,27.05222,0.14999999,-0.85714287,267.08972,-0.112671055,-59.763428,94.9679,99.30726
1574489,-185962.23,1.0105239,97,5.5515568e-11,64.737305,-3.9993758,160.43874,169.25566,,10.0,-4.373199,6262.941732645035,24.081947,-4.414804,-160.43874,505.7786700931577,4.4923364e-11,8.638789,,1.5,160.43874,225,3113,3113,3.02416e-09,0.14999999,-0.14285715,267.0644,97.80874,-59.737305,-16.546284,99.30726
1575096,-186056.08,1.0908267,97,5.547992e-11,64.74826,-3.9992409,160.43874,277.40277,,4.285714,-3.5866153,6265.743045330048,61.515835,-4.415125,-160.43874,505.8111753371869,0.00077446236,5.919586,,1.5,160.43874,225,3114,3114,1.3062028e-11,0.14999999,0.42857143,266.97064,-10.432115,-59.74826,98.84668,99.30726
1576095,-186040.88,0.9984011,97,5.5444305e-11,64.7242,-3.9993527,160.43874,307.4233,,1.4285715,-4.432866,6268.6752853393555,75.149536,-4.415446,-160.43874,505.9695024077047,0.015515696,1.5424528,,1.5,160.43874,225,3115,3115,1.5371185e-21,0.14999999,0.85714287,266.9725,-40.450817,-59.724197,-10.199631,99.30726
1577094,-185992.97,1.1307815,97,5.5408726e-11,64.68966,-3.999647,160.43874,159.09317,,17.142857,-4.9101043,6271.573158979416,22.254278,-4.415767,-160.43874,506.12772785622593,4.1067617e-32,14.395092,,1.5,160.43874,225,3116,3116,4.2618983e-30,0.14999999,0.14285715,266.91528,107.82212,-59.68966,-42.901413,99.30726
1577612,-186084.19,1.063281,97,5.5373175e-11,64.69977,-3.9994376,160.43874,165.07367,,14.285714,-3.4740732,6274.481817245483,22.878563,-4.4160876,-160.43874,506.1315367340391,20.494995,12.555715,,1.5,160.43874,225,3117,3117,2.3783883e-18,0.14999999,-0.14285715,267.47656,102.40288,-59.699768,96.208015,99.30726
1578026,-186175.75,0.99171454,97,5.533766e-11,64.70999,-3.9992554,160.43874,192.1934,,12.857142,-3.494016,6277.224194049835,33.009445,-4.4164085,-160.43874,506.10198845413726,0.050374914,12.741782,,1.5,160.43874,225,3118,3118,6.539971e-24,0.14999999,0.42857143,266.83887,74.64546,-59.70999,96.5694,99.30726
1578277,-186266.7,1.0296988,97,5.5302183e-11,64.72001,-3.9992146,160.43874,176.45602,,10.0,-3.8615072,6279.868271350861,39.24079,-4.4167295,-160.43874,506.0201987816608,1.0130833e-19,10.507284,,1.5,160.43874,225,3119,3119,1.4076278e-07,0.14999999,-1.0,266.8183,90.362274,-59.72001,95.947815,99.30726
1579166,-186335.9,0.99249315,97,5.526674e-11,64.723045,-3.9993324,160.43874,178.95268,,20.0,-4.391532,6282.743296146393,61.726574,-4.41705,-160.43874,506.14294871794874,6.8624945e-06,18.41025,,1.5,160.43874,225,3120,3120,2.4493588e-34,0.14999999,-1.0,266.8109,87.858246,-59.723045,74.19077,99.30726
1579354,-186417.31,1.0159202,97,5.523133e-11,64.729996,-3.9992585,160.43874,213.1642,,4.285714,-3.7554538,6285.4165008068085,38.46183,-4.4173703,-160.43874,506.0410124959949,1.4487003e-22,2.3177674,,1.5,160.43874,225,3121,3121,5.162546,0.14999999,-0.5714286,266.77985,53.61563,-59.729996,86.41478,99.30726
1580353,-186409.62,1.0077299,97,5.5195955e-11,64.7084,-3.9993334,160.43874,169.5291,,11.428572,-4.2483263,6288.3954038619995,23.939987,-4.416038,-160.43874,506.19891095451635,1.5491521e-06,13.192864,,1.5,160.43874,225,3122,3122,1.2668758e-10,0.14999999,-0.2857143,266.75836,97.22927,-59.708397,-2.6889741,99.30726
1580611,-186499.6,0.9966663,97,5.5160612e-11,64.71809,-3.9991763,160.43874,174.27205,,20.0,-3.5146766,6291.02886223793,41.774803,-4.416358,-160.43874,506.1194364393212,1.173202e-11,22.373081,,1.5,160.43874,225,3123,3123,,0.14999999,0.42857143,266.6844,92.41233,-59.718086,94.97954,99.30726
1580763,-186587.66,0.96875197,97,5.51253e-11,64.727165,-3.9995515,160.43874,175.6562,,20.0,-5.1642885,6293.64022064209,42.031567,-4.4166784,-160.43874,506.00608194622276,41.339577,22.427776,,1.5,160.43874,225,3124,3124,,0.14999999,0.14285715,267.0746,91.418396,-59.727165,93.06723,99.30726
1580916,-186674.22,0.90975446,97,5.5090026e-11,64.73575,-3.9999282,160.43874,184.99414,,14.285714,-5.14283,6296.443637609482,44.682823,-4.4169984,-160.43874,505.89312,6.4615017e-19,14.454382,,1.5,160.43874,225,3125,3125,1.1059278e-16,0.14999999,-1.0,266.6635,81.66936,-59.73575,91.54368,99.30726
1581099,-186759.38,1.0197436,97,5.5054787e-11,64.74388,-3.999857,160.43874,274.67654,,1.4285715,-3.6858132,6299.107946395874,63.047924,-4.4173183,-160.43874,505.7898272552783,7.3358395e-36,1.5345452,,1.5,160.43874,225,3126,3126,1.16399716e-10,0.14999999,0.42857143,266.65533,-8.021206,-59.74388,90.167015,99.30726
1582098,-186740.28,1.0363048,97,5.5019583e-11,64.71867,-4.000028,160.43874,171.09262,,17.142857,-4.546318,6302.351758718491,24.899145,-4.4176383,-160.43874,505.94755356571795,,17.91379,,1.5,160.43874,225,3127,3127,1.0579845e-23,0.14999999,-0.71428573,266.6261,95.53348,-59.718674,-14.105877,99.30726
1582360,-186823.08,0.96463877,97,5.4984406e-11,64.72605,-3.999885,160.43874,196.9487,,5.714286,-3.5906506,6305.109665155411,54.397793,-4.417958,-160.43874,505.8695652173913,4.2343148e-16,4.5136847,,1.5,160.43874,225,3128,3128,0.05112583,0.14999999,-1.0,266.59515,69.64645,-59.72605,87.80276,99.30726
1582842,-186904.16,1.0183014,97,5.494927e-11,64.73287,-3.999909,160.43874,169.88744,,17.142857,-4.0304484,6307.978708028793,24.187704,-4.418261,-160.43874,505.8619367209971,4.1119506e-17,14.742116,,1.5,160.43874,225,3129,3129,3.9842978e-25,0.14999999,-0.2857143,266.52585,96.63842,-59.732872,86.076996,99.30726
1583066,-186995.14,1.0813057,97,5.4914163e-11,64.74286,-3.9997344,160.43874,164.01808,,15.714286,-3.4753923,6310.652366638184,23.177706,-4.4185805,-160.43874,505.7718849840256,17.870478,15.67751,,1.5,160.43874,225,3130,3130,4.852027e-20,0.14999999,-0.42857143,266.56018,102.54209,-59.74286,95.97949,99.30726
1583325,-187085.98,0.98968637,97,5.487909e-11,64.75279,-3.9995427,160.43874,173.767,,20.0,-3.4779718,6313.41983795166,42.86944,-4.4189,-160.43874,505.6930693069307,0.00012722966,18.57212,,1.5,160.43874,225,3131,3131,,0.14999999,0.2857143,266.5008,92.73381,-59.752792,95.84967,99.30726
1583494,-187177.28,1.0092304,97,5.4844053e-11,64.76286,-3.9994032,160.43874,175.16573,,18.571428,-3.5454562,6316.109773397446,26.388763,-4.4192195,-160.43874,505.5855683269476,1.0548948e-13,17.532913,,1.5,160.43874,225,3132,3132,1.263281e-28,0.14999999,-0.85714287,266.47284,91.30712,-59.762863,96.29623,99.30726
1583712,-187266.81,1.011043,97,5.4809046e-11,64.77236,-3.9992661,160.43874,168.2648,,11.428572,-3.5787365,6318.787363290787,23.947798,-4.419539,-160.43874,505.49377593361,6.926039e-10,7.9565945,,1.5,160.43874,225,3133,3133,1.531316e-13,0.14999999,,266.4617,98.1969,-59.77236,94.53606,99.30726
1584136,-187360.6,0.98684084,97,5.477407e-11,64.78321,-3.9991577,160.43874,192.39536,,7.142857,-3.6673386,6321.675841093063,32.70022,-4.419858,-160.43874,505.46777281429485,22.323872,6.1737432,,1.5,160.43874,225,3134,3134,8.4445503e-07,0.14999999,,267.10596,74.71062,-59.78321,98.79498,99.30726
1585135,-187346.42,1.0099654,97,5.4739137e-11,64.75962,-3.9992986,160.43874,171.4326,,8.571428,-4.429396,6324.705397605896,25.081535,-4.420177,-160.43874,505.6251993620415,0.00025048672,8.743473,,1.5,160.43874,225,3135,3135,9.833286e-06,0.14999999,-0.2857143,266.42465,94.99206,-59.75962,-9.185515,99.30726
1586134,-187337.47,1.024256,97,5.4704227e-11,64.73772,-3.9991567,160.43874,314.42468,,5.714286,-3.559998,6327.803378105164,82.94499,-4.420496,-160.43874,505.7825255102041,5.531654e-16,6.305169,,1.5,160.43874,225,3136,3136,1.4946519e-23,0.14999999,0.85714287,266.3803,-48.044384,-59.737717,-3.9516137,99.30726
1587133,-187278.42,0.93510795,97,5.4669356e-11,64.699844,-3.9994318,160.43874,185.00192,,17.142857,-4.879339,6330.907251358032,29.383102,-4.4208145,-160.43874,505.9397513547976,1.3411464e-13,17.280296,,1.5,160.43874,225,3137,3137,1.3088059e-38,0.14999999,0.5714286,266.31326,81.31135,-59.699844,-54.047047,99.30726
1587397,-187365.33,1.0336281,97,5.463452e-11,64.70852,-3.9994242,160.43874,168.94781,,12.857142,-3.9095006,6333.748490810394,23.870102,-4.4211335,-160.43874,505.86265137029955,8.6922283e-16,9.340313,,1.5,160.43874,225,3138,3138,2.5912254e-12,0.14999999,-0.5714286,266.25836,97.31055,-59.70852,91.90284,99.30726
1587663,-187457.84,0.99543476,97,5.4599717e-11,64.71897,-3.9992702,160.43874,175.43158,,8.571428,-3.5489182,6336.480323791504,26.217691,-4.421452,-160.43874,505.78623765530426,10.111622,9.337058,,1.5,160.43874,225,3139,3139,0.00021715518,0.14999999,-0.5714286,266.1773,90.74573,-59.71897,97.52067,99.30726
1588035,-187547.97,1.0620731,97,5.456495e-11,64.72865,-3.999133,160.43874,163.87543,,14.285714,-3.559026,6339.287476539612,22.807545,-4.4217706,-160.43874,505.7436305732484,0.021428784,16.183308,,1.5,160.43874,225,3140,3140,2.3919451e-18,0.14999999,-0.14285715,266.1604,102.28497,-59.728653,95.1131,99.30726
1588276,-187636.47,1.0119416,97,5.453021e-11,64.737816,-3.998952,160.43874,263.83282,,1.4285715,-3.492288,6341.994873046875,56.477028,-4.422089,-160.43874,505.6593441579115,7.5815926e-21,-0.998479,,1.5,160.43874,225,3141,3141,0.11422117,0.14999999,-0.14285715,266.10925,2.2764344,-59.737816,93.506516,99.30726
1589275,-187631.02,1.0722486,97,5.44955e-11,64.717064,-3.9992454,160.43874,170.95276,,11.428572,-4.9269967,6344.95578455925,40.842667,-4.422371,-160.43874,505.8163590070019,1.31534965e-20,12.3576355,,1.5,160.43874,225,3142,3142,3.2351546e-10,0.14999999,-1.0,266.106,95.15324,-59.717064,-0.45048863,99.30726
1589456,-187719.97,0.99840575,97,5.4460828e-11,64.726364,-3.999097,160.43874,175.39076,,15.714286,-3.6030042,6347.677939414978,25.711533,-4.422689,-160.43874,505.7130130448616,6.5507793,12.507475,,1.5,160.43874,225,3143,3143,8.518302e-20,0.14999999,-0.85714287,266.248,90.85722,-59.726364,93.95217,99.30726
1589638,-187808.64,0.95896614,97,5.4426193e-11,64.73557,-3.99896,160.43874,249.60938,,17.142857,-3.5671325,6350.507649421692,54.541466,-4.423007,-160.43874,505.6100508905852,2.2576329e-28,16.93613,,1.5,160.43874,225,3144,3144,,0.14999999,0.85714287,266.0451,16.435726,-59.735573,93.6761,99.30726
1589835,-187894.1,0.94751996,97,5.4391585e-11,64.74375,-3.9990282,160.43874,189.73497,,15.714286,-4.164193,6353.399208545685,31.847214,-4.423325,-160.43874,505.5119236883943,15.407997,15.947357,,1.5,160.43874,225,3145,3145,2.1611392e-34,0.14999999,0.5714286,266.08047,76.3455,-59.74375,90.45155,99.30726
1590252,-187982.42,1.0666562,97,5.4357015e-11,64.75284,-3.9989629,160.43874,163.82861,,15.714286,-3.7419863,6356.2012593746185,22.76599,-4.423643,-160.43874,505.4837889383344,0.0018119984,15.788508,,1.5,160.43874,225,3146,3146,3.6038465e-22,0.14999999,-0.14285715,266.01794,102.18933,-59.75284,93.33155,99.30726
1590484,-188072.66,1.0859587,97,5.432247e-11,64.76252,-3.9987724,160.43874,162.0089,,15.714286,-3.4613075,6359.1568105220795,22.554226,-4.423961,-160.43874,505.39688592310137,20.387398,17.309181,,1.5,160.43874,225,3147,3147,7.0775134e-26,0.14999999,0.14285715,266.03098,104.02209,-59.76252,95.23004,99.30726
1590872,-188161.17,1.0243976,97,5.4287966e-11,64.77165,-3.9985723,160.43874,168.6656,,18.571428,-3.4536638,6361.926335096359,24.416069,-4.4242787,-160.43874,505.35959339263025,11.864172,16.012445,,1.5,160.43874,225,3148,3148,1.183431e-32,0.14999999,,266.0312,97.36558,-59.771652,93.50765,99.30726
1591103,-188253.34,1.0222418,97,5.4253494e-11,64.781944,-3.9983947,160.43874,171.09346,,18.571428,-3.4632287,6364.669304847717,25.225128,-4.4245963,-160.43874,505.2724674499841,0.011535693,21.409607,,1.5,160.43874,225,3149,3149,2.1676435e-28,0.14999999,-0.5714286,265.9649,94.871445,-59.781944,97.1737,99.30726
1591290,-188344.0,0.9560363,97,5.421905e-11,64.79175,-3.9986725,160.43874,177.35649,,20.0,-4.890121,6367.460684537888,41.33941,-4.424914,-160.43874,505.1714285714286,32.004242,19.634535,,1.5,160.43874,225,3150,3150,7.1907216e-34,0.14999999,-0.42857143,266.17786,88.821365,-59.791748,95.654755,99.30726
1591509,-188432.81,0.97549236,97,5.418464e-11,64.80096,-3.9986238,160.43874,176.6218,,20.0,-3.8034563,6370.214652299881,41.664555,-4.425231,-160.43874,505.0806093303713,9.10979,18.530954,,1.5,160.43874,225,3151,3151,2.5858062e-33,0.14999999,-0.71428573,265.9583,89.3365,-59.800957,93.80912,99.30726
1591768,-188523.44,1.0347439,97,5.4150268e-11,64.81074,-3.9985073,160.43874,173.16798,,10.0,-3.6009638,6373.123997926712,26.842281,-4.4255486,-160.43874,505.002538071066,2.1834919e-12,15.027689,,1.5,160.43874,225,3152,3152,6.0013106e-13,0.14999999,0.14285715,265.9201,92.75211,-59.810738,95.62741,99.30726
1592000,-188614.81,1.0881357,97,5.411592e-11,64.82075,-3.998336,160.43874,161.69803,,15.714286,-3.4917557,6376.006397247314,22.41317,-4.4258657,-160.43874,504.91595306057724,12.05369,14.750201,,1.5,160.43874,225,3153,3153,7.96485e-24,0.14999999,,266.0794,104.381386,-59.820747,96.37468,99.30726
1592237,-188707.44,1.0435753,97,5.408161e-11,64.83115,-3.998143,160.43874,165.64941,,14.285714,-3.4765995,6378.818392276764,23.469616,-4.4261827,-160.43874,504.8310082435003,21.207985,14.91647,,1.5,160.43874,225,3154,3154,4.716737e-22,0.14999999,0.14285715,266.0649,100.415504,-59.831146,97.62436,99.30726
1592509,-188799.95,1.0253428,97,5.4047333e-11,64.84151,-3.9979577,160.43874,250.27573,,11.428572,-3.4547338,6381.592214584351,52.35884,-4.4265,-160.43874,504.75721077654515,0.0028156196,11.090086,,1.5,160.43874,225,3155,3155,4.1946203e-24,0.14999999,0.5714286,265.79602,15.520308,-59.841507,97.52922,99.30726
1593508,-188758.27,0.920073,97,5.40131e-11,64.80933,-3.9981427,160.43874,190.10892,,7.142857,-4.6021843,6384.60518860817,49.64983,-4.426817,-160.43874,504.9138149556401,8.0019536e-29,5.8862195,,1.5,160.43874,225,3156,3156,0.0017914295,0.14999999,-1.0,265.7628,75.65386,-59.809334,-36.689754,99.30726
1593836,-188837.94,1.0200045,97,5.3978887e-11,64.81563,-3.998856,160.43874,172.6978,,14.285714,-6.16525,6387.421319723129,25.949903,-4.427133,-160.43874,504.8577763699715,6.300325e-05,12.048467,,1.5,160.43874,225,3157,3157,5.689575e-16,0.14999999,-0.85714287,265.7296,93.03181,-59.815628,84.675606,99.30726
1594229,-188926.84,1.0152092,97,5.3944706e-11,64.82484,-3.9987037,160.43874,169.94653,,10.0,-3.5391603,6390.258793354034,24.439266,-4.4274497,-160.43874,504.8223559214693,1.1146934,11.407017,,1.5,160.43874,225,3158,3158,4.1443008e-07,0.14999999,-0.42857143,265.67697,95.730446,-59.824837,93.9109,99.30726
1594485,-189015.75,1.0221245,97,5.3910557e-11,64.834045,-3.9985569,160.43874,171.4721,,11.428572,-3.5458038,6392.961339473724,24.923717,-4.4277663,-160.43874,504.7435897435897,20.221792,10.225202,,1.5,160.43874,225,3159,3159,3.405873e-09,0.14999999,-0.71428573,266.11517,94.64307,-59.834045,93.886826,99.30726
1594882,-189100.6,1.0534223,97,5.3876445e-11,64.84196,-3.9984176,160.43874,165.5781,,17.142857,-3.5815043,6395.8702001571655,23.525257,-4.428083,-160.43874,504.7094936708861,4.967462e-15,17.97935,,1.5,160.43874,225,3160,3160,1.5508388e-32,0.14999999,0.2857143,265.4693,99.8912,-59.841957,89.854836,99.30726
1595063,-189192.02,1.0527908,97,5.3842365e-11,64.85195,-3.9982817,160.43874,167.78204,,12.857142,-3.618325,6398.811720371246,24.217243,-4.428399,-160.43874,504.60708636507434,9.377057e-15,11.132536,,1.5,160.43874,225,3161,3161,3.144438e-12,0.14999999,-0.71428573,265.46985,97.6878,-59.85195,96.410645,99.30726
1595563,-189278.23,0.9885965,97,5.3808312e-11,64.86029,-3.9981208,160.43874,173.97588,,20.0,-3.5408463,6401.712883234024,41.08554,-4.4287157,-160.43874,504.6056293485136,6.4547694e-06,18.098742,,1.5,160.43874,225,3162,3162,2.1539059e-33,0.14999999,-0.5714286,265.37283,91.39695,-59.86029,91.2246,99.30726
1595783,-189368.97,0.92891115,97,5.377429e-11,64.87005,-3.9979932,160.43874,177.98746,,18.571428,-3.5813003,6404.482897520065,25.85705,-4.429032,-160.43874,504.5156496996522,18.479967,16.747025,,1.5,160.43874,225,3163,3163,9.871783e-30,0.14999999,-0.2857143,265.46014,87.47267,-59.87005,95.73678,99.30726
1595969,-189459.62,1.0467281,97,5.3740304e-11,64.87978,-3.9978664,160.43874,166.7268,,17.142857,-3.5200987,6407.250617265701,23.746307,-4.429348,-160.43874,504.4149810366624,22.627602,18.878164,,1.5,160.43874,225,3164,3164,2.977712e-24,0.14999999,-0.42857143,265.45435,98.72753,-59.879784,95.65846,99.30726
1596160,-189551.6,1.0449576,97,5.3706352e-11,64.889915,-3.9977396,160.43874,214.21059,,4.285714,-3.643752,6410.064818382263,39.97525,-4.4296637,-160.43874,504.31595576619276,7.031836e-21,3.264457,,1.5,160.43874,225,3165,3165,0.23696525,0.14999999,-0.2857143,265.37607,51.165485,-59.889915,96.97907,99.30726
1597147,-189643.53,0.9622242,97,5.367243e-11,64.90004,-3.9977612,160.43874,178.5312,,18.571428,-4.1088185,6413.176383495331,28.153933,-4.429905,-160.43874,504.4684144030322,3.9587637e-28,19.909538,,1.5,160.43874,225,3166,3166,,0.14999999,0.5714286,265.3022,86.770966,-59.90004,96.93381,99.30726
1597404,-189727.67,0.9585231,97,5.363854e-11,64.90769,-3.9977448,160.43874,222.56815,,20.0,-3.9067514,6415.958619832993,68.07569,-4.4302206,-160.43874,504.39027470792547,21.677893,19.596365,,1.5,160.43874,225,3167,3167,,0.14999999,0.85714287,265.49408,42.925926,-59.907692,89.13605,99.30726
1597579,-189813.84,0.96190125,97,5.3604683e-11,64.915985,-3.997725,160.43874,280.84497,,,-3.8873572,6418.766717433929,154.52379,-4.4305363,-160.43874,504.2863005050505,,-1.9687722,,1.5,160.43874,225,3168,3168,4.093356,0.14999999,-1.0,265.30743,-15.537536,-59.915985,91.17661,99.30726
1598578,-189793.33,0.9015647,97,5.3570856e-11,64.8906,-3.9981036,160.43874,295.0674,,7.142857,-5.1455207,6421.999725818634,71.48587,-4.4295607,-160.43874,504.4424108551594,8.077549e-30,8.01747,,1.5,160.43874,225,3169,3169,5.4859547e-21,0.14999999,0.71428573,265.3063,-29.761122,-59.890602,-15.520416,99.30726
1599577,-189723.36,0.9733844,97,5.3537064e-11,64.84964,-3.9984665,160.43874,214.81096,,4.285714,-5.0469093,6425.188329458237,58.3103,-4.4298763,-160.43874,504.59842271293377,9.1847833e-38,2.8128533,,1.5,160.43874,225,3170,3170,0.60143393,0.14999999,-1.0,265.3077,50.496758,-59.84964,-64.96923,99.30726
1600203,-189806.53,1.04456,97,5.3503302e-11,64.856995,-3.9985063,160.43874,170.52272,,11.428572,-4.0927453,6428.188117265701,25.279255,-4.4300017,-160.43874,504.63670766319774,6.223095e-05,10.956608,,1.5,160.43874,225,3171,3171,1.6602096e-09,0.14999999,-0.85714287,265.30774,94.78503,-59.856995,88.17472,99.30726
1600597,-189888.84,0.9288879,97,5.3469573e-11,64.864075,-3.9983914,160.43874,286.90588,,,-3.6776903,6431.031287193298,106.39323,-4.4303174,-160.43874,504.6018284993695,,1.0915015,,1.5,160.43874,225,3172,3172,1.2498092e-17,0.14999999,0.71428573,265.308,-21.597878,-59.864075,87.305115,99.30726
1601596,-189867.94,0.9971148,97,5.343588e-11,64.838615,-3.998615,160.43874,175.38853,,8.571428,-4.6305337,6434.188497304916,26.840303,-4.4306326,-160.43874,504.7576426095178,2.1124082e-09,6.3246803,,1.5,160.43874,225,3173,3173,1.19687495e-08,0.14999999,,265.30936,89.920815,-59.838615,-15.901301,99.30726
1602595,-189858.16,1.0618622,97,5.340221e-11,64.81668,-3.99869,160.43874,269.6182,,2.857143,-4.2289863,6437.41890335083,60.69867,-4.4309473,-160.43874,504.9133585381222,4.3572135,4.491154,,1.5,160.43874,225,3174,3174,4.2918348e-08,0.14999999,0.2857143,265.25964,-4.3585496,-59.81668,-4.7916346,99.30726
1603594,-189850.72,1.0698136,97,5.3368573e-11,64.7955,-3.9988005,160.43874,162.04869,,14.285714,-4.4056826,6440.4953072071075,22.508608,-4.4312625,-160.43874,505.06897637795277,1.8639663e-09,15.091943,,1.5,160.43874,225,3175,3175,5.324987e-20,0.14999999,,265.24762,103.19894,-59.7955,-2.4261692,99.30726
1604100,-189940.48,1.0243758,97,5.3334972e-11,64.80494,-3.9986074,160.43874,265.63388,,,-3.4563377,6443.490751743317,89.72431,-4.4315777,-160.43874,505.0692695214106,3.3668919e-21,-0.16513683,,1.5,160.43874,225,3176,3176,0.0019450495,0.14999999,,265.11774,-0.51614594,-59.80494,94.76118,99.30726
1605099,-189934.47,0.9437387,97,5.330141e-11,64.78422,-3.9988286,160.43874,181.07393,,17.142857,-4.716539,6446.761035680771,45.06051,-4.4318914,-160.43874,505.2247403210576,,17.90633,,1.5,160.43874,225,3177,3177,1.0249014e-24,0.14999999,-1.0,265.11444,84.04053,-59.784218,-1.0261328,99.30726
1605313,-190022.34,0.9807794,97,5.3267866e-11,64.79306,-3.998734,160.43874,178.53606,,7.142857,-3.6400466,6449.648680686951,27.725727,-4.432206,-160.43874,505.13310258023915,7.291193e-16,5.790978,,1.5,160.43874,225,3178,3178,0.0007097891,0.14999999,-0.2857143,265.11145,86.5754,-59.79306,92.885185,99.30726
1605851,-190116.1,1.0097705,97,5.323436e-11,64.80374,-3.9986823,160.43874,271.45844,,,-3.8110087,6452.731400251389,98.18744,-4.432521,-160.43874,505.1434413337528,0.00034600013,-1.4648408,,1.5,160.43874,225,3179,3179,35.649113,0.14999999,-0.5714286,265.04758,-6.4108715,-59.80374,98.76019,99.30726
1606850,-190106.7,1.0005854,97,5.3200885e-11,64.78198,-3.9990056,160.43874,175.44707,,12.857142,-5.0313106,6455.842022418976,41.26666,-4.421684,-160.43874,505.2987421383648,2.0163397e-20,12.915482,,1.5,160.43874,225,3180,3180,2.98289e-13,0.14999999,-1.0,265.00217,89.5551,-59.781982,-4.396925,99.30726
