Bound,ReturnAbsMax,Iteration,DenMISELogLast,DenMISELogFirst,ReturnMax,LQGsigma_higher,TimestepsSoFar,DenMISEMeanLog,ReturnStepMax,delta,IWMin,LQGmu1_actor,LQGmu1_higher,IWLastEpisode,TimeElapsed,ReturnMean,IWFirstEpisode,ReturnLastEpisode,IWMax,ReturnMin,IWMean
260.4491,17.401875,45,15.2744,-4.7336164,17.401875,3.100083e-09,900,14.920398,19.189768,1.4642199e-11,,-0.9183673,-0.9183673,,3291.26131606102,11.116382,,8.645818,29.919172,,0.6648705
249.62257,17.401875,46,15.762168,-4.755595,17.401875,2.0611537e-09,920,14.928278,19.189768,1.2833185e-11,,-0.18367347,-0.18367347,,3428.7103786468506,11.250244,,17.274052,,,
250.26395,17.401875,47,15.230915,-4.7771015,17.401875,2.0611537e-09,940,14.913669,19.189768,1.12796135e-11,,0.18367347,0.18367347,,3573.931650876999,11.360507,,16.43262,,,
250.89018,17.401875,48,15.209862,-4.798155,17.401875,2.0611537e-09,960,14.899226,19.189768,9.9410905e-12,,-0.14285715,-0.14285715,,3708.014070034027,11.307111,,8.797499,,,
251.50201,17.401875,49,15.189242,-4.818774,17.401875,2.0611537e-09,980,14.884945,19.189768,8.784255e-12,,0.14285715,0.14285715,,3863.6991217136383,11.404686,,16.088234,,,
253.04807,17.401875,50,15.16904,-4.838977,17.401875,3.100083e-09,1000,14.870828,19.189768,7.781466e-12,,0.9183673,0.9183673,,4015.76819562912,11.354968,,8.918844,33.243507,,0.66487014
252.68489,17.401875,51,15.658984,-4.8587794,17.401875,2.0611537e-09,1020,14.876864,19.189768,6.909718e-12,,-0.10204082,-0.10204082,,4161.210151433945,11.160279,,1.4258019,,,
253.25706,17.401875,52,15.129819,-4.8781977,17.401875,2.0611537e-09,1040,14.862684,19.189768,6.1498055e-12,,0.10204082,0.10204082,,4297.550931930542,11.249334,,15.791175,,,
253.81708,17.401875,53,15.11077,-4.897246,17.401875,2.0611537e-09,1060,14.848674,19.189768,5.4856267e-12,,-0.061224494,-0.06122449,,4433.128370285034,11.20708,,9.009852,,,
254.3654,17.401875,54,13.458764,-4.915938,17.401875,2.0611537e-09,1080,14.80459,19.189768,4.903643e-12,,0.061224487,0.06122449,,4576.509132385254,11.273426,,14.789778,,,
254.90251,17.401875,55,13.440415,-4.934287,17.401875,2.0611537e-09,1100,14.761772,19.189768,4.3924348e-12,,-0.020408163,-0.020408163,,4734.509172439575,11.233374,,9.070525,,,
255.42888,17.401875,56,15.055711,-4.9523053,17.401875,2.0611537e-09,1120,14.749323,19.189768,3.9423326e-12,,0.020408163,0.020408163,,4900.16891336441,11.224678,,10.746382,,,
267.4459,17.401875,57,15.038011,-4.970005,17.401875,3.100083e-09,1140,14.736999,19.189768,3.5451312e-12,,-0.877551,-0.877551,,5049.453717947006,11.188842,,9.182034,37.897633,,0.66487074
257.84256,17.401875,58,15.530367,-4.9873967,17.401875,3.100083e-09,1160,14.742374,19.189768,3.1938428e-12,,0.877551,0.877551,,5207.479515075684,11.294361,,17.308947,38.562485,,0.66487044
268.47192,17.401875,59,15.513272,-5.0044913,17.401875,3.100083e-09,1180,14.747276,19.189768,2.8825007e-12,,-0.8367347,-0.8367347,,5365.809505939484,11.138409,,2.093198,39.22736,,0.6648705
259.2496,17.401875,60,15.496465,-5.0212984,17.401875,3.100083e-09,1200,14.751731,19.189768,2.6059974e-12,,0.8367347,0.8367347,,5533.600128889084,11.241584,,17.328932,39.892212,,0.6648702
269.4511,17.401875,61,15.479936,-5.0378275,17.401875,3.100083e-09,1220,14.755766,19.189768,2.359948e-12,,-0.79591835,-0.79591835,,5693.356689691544,11.102055,,2.730258,40.55711,,0.6648707
260.60065,17.401875,62,15.4636755,-5.054088,17.401875,3.100083e-09,1240,14.759407,19.189768,2.1405794e-12,,0.79591835,0.79591835,,5866.098220348358,11.202841,,17.350822,41.221966,,0.66487044
270.39325,17.401875,63,15.447675,-5.0700884,17.401875,3.100083e-09,1260,14.762678,19.189768,1.9446352e-12,,-0.75510204,-0.75510204,,6032.081498384476,11.077986,,3.3369827,41.886852,,0.6648707
261.89816,17.401875,64,15.431927,-5.085837,17.401875,3.100083e-09,1280,14.765598,19.189768,1.7693006e-12,,0.75510204,0.75510204,,6200.211291313171,11.1763735,,17.374796,42.55171,,0.66487044
271.28647,17.401875,65,15.416423,-5.1013412,17.401875,3.100083e-09,1300,14.768187,19.189768,1.612135e-12,,-0.71428573,-0.71428573,,6392.925986051559,11.064635,,3.9133704,43.216568,,0.66487026
263.14426,17.401875,66,15.4011545,-5.1166086,17.401875,3.100083e-09,1320,14.770465,19.189768,1.4710176e-12,,0.71428573,0.71428573,,6576.995418310165,11.160446,,17.388214,43.88143,,0.6648702
272.179,17.401875,67,15.386117,-5.1316466,17.401875,3.100083e-09,1340,14.772449,19.189768,1.3441034e-12,,-0.67346936,-0.67346936,,6754.89116859436,11.060432,,4.4594216,44.54633,,0.66487056
264.341,17.401875,68,15.371302,-5.1464615,17.401875,3.100083e-09,1360,14.774154,19.189768,1.2297817e-12,,0.67346936,0.67346936,,6961.440037488937,11.153568,,17.393702,45.211166,,0.6648701
273.01617,17.401875,69,15.356703,-5.1610603,17.401875,3.100083e-09,1380,14.775597,19.189768,1.1266447e-12,,-0.63265306,-0.63265306,,7144.280854225159,11.064027,,4.9751377,45.876038,,0.6648701
265.49014,17.401875,70,15.342315,-5.175449,17.401875,3.100083e-09,1400,14.776791,19.189768,1.033459e-12,,0.63265306,0.63265306,,7329.629314899445,11.154316,,17.384377,46.540924,,0.6648703
273.83014,17.401875,71,15.32813,-5.189634,17.401875,3.100083e-09,1420,14.777753,19.189768,9.491425e-13,,-0.59183675,-0.59183675,,7524.472982168198,11.0741205,,5.460517,47.20581,,0.66487056
266.63342,17.40453,72,15.314143,-5.20362,17.40453,3.100083e-09,1440,14.77849,19.192753,8.7274334e-13,,0.59183675,0.59183675,,7705.786022901535,11.162044,,17.40453,47.870697,,0.6648708
274.66153,17.40453,73,15.30035,-5.217413,17.40453,3.100083e-09,1460,14.779017,19.192753,8.0342303e-13,,-0.5510204,-0.5510204,,7885.236540794373,11.090174,,5.91556,48.535553,,0.66487056
267.69226,17.40453,74,15.286744,-5.231019,17.40453,3.100083e-09,1480,14.779346,19.192753,7.404422e-13,,0.5510204,0.5510204,,8093.1287753582,11.175256,,17.386162,49.200394,,0.6648702
275.40097,17.40453,75,15.273321,-5.244442,17.40453,3.100083e-09,1500,14.779483,19.192753,6.831465e-13,,-0.5102041,-0.5102041,,8290.450201034546,11.110789,,6.3402667,49.865265,,0.6648702
268.7081,17.40453,76,15.2600765,-5.257687,17.40453,3.100083e-09,1520,14.779445,19.192753,6.3095725e-13,,0.5102041,0.5102041,,8479.282228946686,11.193313,,17.382627,50.53015,,0.66487044
276.15332,17.40453,77,15.2470045,-5.270759,17.40453,3.100083e-09,1540,14.779234,19.192753,5.833607e-13,,-0.46938777,-0.46938777,,8674.562058210373,11.135407,,6.7346373,51.19502,,0.6648704
269.6821,17.40453,78,15.2341,-5.283663,17.40453,3.100083e-09,1560,14.778862,19.192753,5.3990064e-13,,0.46938777,0.46938777,,8888.941599845886,11.215219,,17.36062,51.85988,,0.66487026
274.4537,17.40453,79,15.221362,-5.2964015,17.40453,4.6626876e-09,1580,14.778338,19.192753,5.001715e-13,,-1.0,-1.0,,9110.963391542435,11.163111,,7.0986714,20.975899,,0.5310354
277.1996,17.40453,80,15.444264,-5.3089805,17.40453,3.100083e-09,1600,14.78013,19.192753,4.6381155e-13,,-0.42857143,-0.42857143,,9318.391103506088,11.2385025,,17.194456,53.189636,,0.66487044
270.96384,17.40453,81,15.196361,-5.321403,17.40453,3.100083e-09,1620,14.779291,19.192753,4.3049825e-13,,0.42857143,0.42857143,,9516.396174907684,11.313988,,17.352821,53.85451,,0.6648705
266.366,17.40453,82,15.184091,-5.333673,17.40453,4.6626876e-09,1640,14.778325,19.192753,3.999433e-13,,1.0,1.0,,9745.898814439774,11.266651,,7.4323697,21.772453,,0.5310354
278.21622,17.40453,83,15.407451,-5.345794,17.40453,3.100083e-09,1660,14.779603,19.192753,3.7188866e-13,,-0.3877551,-0.3877551,,9964.622657299042,11.130908,,,55.184235,,0.6648703
272.18292,17.40453,84,15.159993,-5.3577704,17.40453,3.100083e-09,1680,14.778365,19.192753,3.461033e-13,,0.3877551,0.3877551,,10309.418611764908,11.2046,,17.320978,55.84911,,0.6648704
278.83954,17.40453,85,15.148158,-5.369605,17.40453,3.100083e-09,1700,14.7770195,19.192753,3.2237993e-13,,-0.3469388,-0.3469388,,10684.47191119194,11.16379,,7.735732,56.51396,,0.66487014
273.02066,17.40453,86,15.136462,-5.381301,17.40453,3.100083e-09,1720,14.775564,19.192753,3.0053206e-13,,0.3469388,0.3469388,,11043.311926841736,11.234459,,17.241335,57.17888,,0.6648707
277.1729,17.40453,87,15.124902,-5.392862,17.40453,4.6626876e-09,1740,14.774013,19.192753,2.8039222e-13,,-0.9591837,-0.9591837,,11428.970280647278,11.197381,,8.008758,23.10004,,0.5310354
279.72223,17.40453,88,15.348954,-5.4042907,17.40453,3.100083e-09,1760,14.7746,19.192753,2.6180954e-13,,-0.30612245,-0.30612245,,11808.039161205292,11.265981,,17.234083,58.508602,,0.6648705
269.03586,17.40453,89,15.102173,-5.4155903,17.40453,4.6626876e-09,1780,14.772834,19.192753,2.4464792e-13,,0.9591837,0.9591837,,12202.449467420578,11.332564,,17.191963,23.631092,,0.5310358
274.4453,17.40453,90,15.326482,-5.4267635,17.40453,3.100083e-09,1800,14.773169,19.192753,2.2878444e-13,,0.30612245,0.30612245,,12615.845399856567,11.214737,,0.72806853,59.838318,,0.6648702
280.61514,17.40453,91,15.07995,-5.4378133,17.40453,3.100083e-09,1820,14.7712145,19.192753,2.1410811e-13,,-0.26530612,-0.26530612,,12951.641921043396,11.182173,,8.251448,60.50321,,0.66487044
275.19507,17.40453,92,15.069021,-5.4487424,17.40453,3.100083e-09,1840,14.769181,19.192753,2.0051856e-13,,0.26530612,0.26530612,,13328.705039978027,11.246208,,17.073303,61.168083,,0.66487044
281.10977,17.40453,93,15.05821,-5.4595532,17.40453,3.100083e-09,1860,14.767076,19.192753,1.8792468e-13,,-0.2244898,-0.2244898,,13752.08515048027,11.216289,,8.4638,61.83295,,0.66487044
275.9103,17.40453,94,15.047515,-5.4702487,17.40453,3.100083e-09,1880,14.764899,19.192753,1.76244e-13,,0.2244898,0.2244898,,14158.579882621765,11.277666,,16.985706,62.49783,,0.6648705
279.62646,17.40453,95,15.036933,-5.4808307,17.40453,4.6626876e-09,1900,14.762657,19.192753,1.6540164e-13,,-0.9183673,-0.9183673,,14559.996170043945,11.249962,,8.645818,25.224184,,0.5310355
281.66794,17.40453,96,15.261943,-5.491302,17.40453,3.100083e-09,1920,14.762403,19.192753,1.5532957e-13,,-0.18367347,-0.18367347,,14983.951209783554,11.312709,,17.273682,63.827564,,0.66487044
276.8768,17.40453,97,15.016099,-5.5016646,17.40453,3.100083e-09,1940,14.760017,19.192753,1.4596579e-13,,0.18367347,0.18367347,,15421.658157587051,11.368358,,16.71069,64.492424,,0.6648703
282.0062,17.40453,98,15.005842,-5.5119214,17.40453,3.100083e-09,1960,14.757576,19.192753,1.37254e-13,,-0.14285715,-0.14285715,,15845.744488954544,11.342126,,8.797499,65.15731,,0.6648705
277.51834,17.40453,99,14.995689,-5.5220737,17.40453,3.100083e-09,1980,14.75508,19.192753,1.2914284e-13,,0.14285715,0.14285715,,16265.745985507965,11.3895,,16.032183,65.82215,,0.6648702
272.6214,17.40453,100,14.98564,-5.532124,17.40453,4.6626876e-09,2000,14.752533,19.192753,1.2158541e-13,,0.9183673,0.9183673,,16678.233284711838,11.364793,,8.918844,26.551775,,0.5310355
282.6361,17.40453,101,15.21117,-5.542074,17.40453,3.100083e-09,2020,14.751886,19.192753,1.1453895e-13,,-0.10204081,-0.10204082,,17098.21040916443,11.266386,,1.4258019,67.15194,,0.6648707
278.39722,17.40453,102,11.198411,-5.5519266,17.40453,3.100083e-09,2040,14.712289,19.192753,1.0796436e-13,,0.10204082,0.10204082,,17532.33631324768,11.30732,,15.441517,67.81682,,0.66487074
291.78232,17.40453,103,14.95608,-5.5616827,17.40453,3.100083e-09,2060,14.709945,19.192753,1.01825876e-13,,-0.06122449,-0.06122449,,17954.363016605377,11.285014,,9.009852,170.35234,,1.6539062
284.65704,17.40453,104,14.946419,-5.571345,17.40453,3.100083e-09,2080,14.712032,19.192753,9.609072e-14,,0.061224487,0.06122449,,18402.681499242783,11.315582,,14.4641485,172.0062,,1.6539057
280.34406,17.40453,105,13.76982,-5.580914,17.40453,3.100083e-09,2100,14.702876,19.192753,9.072891e-14,,-0.020408161,-0.020408163,,18825.31160545349,11.294201,,9.070525,69.811386,,0.6648703
279.56253,17.40453,106,14.616332,-5.590393,17.40453,3.100083e-09,2120,14.697478,19.192753,8.5712924e-14,,0.02040816,0.020408163,,19267.737198591232,11.291374,,10.994529,70.47625,,0.66487026
282.90234,17.40453,107,13.750952,-5.5997825,17.40453,4.6626876e-09,2140,14.684097,19.192753,8.1017495e-14,,-0.877551,-0.877551,,19728.65367603302,11.271211,,9.13385,28.410393,,0.53103536
275.07843,17.40453,108,15.144159,-5.609085,17.40453,4.6626876e-09,2160,14.6835,19.192753,7.6619436e-14,,0.877551,0.877551,,20075.00130534172,11.326994,,17.295788,28.67593,,0.5310357
283.4211,17.40453,109,15.134943,-5.618302,17.40453,4.6626876e-09,2180,14.68283,19.192753,7.249742e-14,,-0.8367347,-0.8367347,,20484.406925678253,11.242279,,2.093198,28.941439,,0.53103554
275.91562,17.40453,110,15.125811,-5.6274343,17.40453,4.6626876e-09,2200,14.682091,19.192753,6.86318e-14,,0.8367347,0.8367347,,20927.4769012928,11.297648,,17.332808,29.206953,,0.5310355
283.92642,17.40453,111,15.116761,-5.636484,17.40453,4.6626876e-09,2220,14.681281,19.192753,6.500453e-14,,-0.79591835,-0.79591835,,21358.038378477097,11.220465,,2.730258,29.472486,,0.5310358
276.7269,17.40453,112,15.107792,-5.6454525,17.40453,4.6626876e-09,2240,14.680406,19.192753,6.159895e-14,,0.79591835,0.79591835,,21724.34505867958,11.275269,,17.358536,29.737995,,0.5310356
284.42166,17.40453,113,15.098904,-5.6543417,17.40453,4.6626876e-09,2260,14.679465,19.192753,5.839973e-14,,-0.75510204,-0.75510204,,22098.58994102478,11.205018,,3.3369827,30.003521,,0.5310358
277.5125,17.40453,114,15.090093,-5.663152,17.40453,4.6626876e-09,2280,14.678467,19.192753,5.539268e-14,,0.75510204,0.75510204,,22479.481180906296,11.259166,,17.37784,30.26902,,0.5310354
284.89807,17.40453,115,15.081359,-5.671886,17.40453,4.6626876e-09,2300,14.677405,19.192753,5.256473e-14,,-0.71428573,-0.71428573,,22852.33095574379,11.19529,,3.9133704,30.53454,,0.5310355
278.2729,17.40453,116,15.0727005,-5.680544,17.40453,4.6626876e-09,2320,14.6762905,19.192753,4.9903797e-14,,0.71428573,0.71428573,,23231.762630462646,11.248647,,17.384806,30.80007,,0.53103566
285.37518,17.40453,117,15.064117,-5.689128,17.40453,4.6626876e-09,2340,14.675119,19.192753,4.739869e-14,,-0.67346936,-0.67346936,,23636.322177410126,11.190619,,4.4594216,31.065596,,0.53103584
279.00833,17.40453,118,15.055607,-5.6976385,17.40453,4.6626876e-09,2360,14.673899,19.192753,4.5039076e-14,,0.67346936,0.67346936,,24033.10391187668,11.243174,,17.391994,31.33111,,0.5310358
285.8289,17.40453,119,15.047168,-5.706077,17.40453,4.6626876e-09,2380,14.672625,19.192753,4.281537e-14,,-0.63265306,-0.63265306,,24416.32091832161,11.190501,,4.9751377,31.596605,,0.53103536
279.71915,17.40453,120,15.038799,-5.7144456,17.40453,4.6626876e-09,2400,14.671302,19.192753,4.0718714e-14,,0.63265306,0.63265306,,24776.73425221443,11.242049,,17.376322,31.86213,,0.5310355
286.28342,17.40453,121,15.0305,-5.7227445,17.40453,4.6626876e-09,2420,14.669932,19.192753,3.874086e-14,,-0.59183675,-0.59183675,,25172.39177966118,11.194267,,5.460517,32.12765,,0.53103554
280.47055,17.408606,122,15.02227,-5.7309747,17.408606,4.6626876e-09,2440,14.668519,19.197115,3.687419e-14,,0.59183675,0.59183675,,25580.232346773148,11.245205,,17.408606,32.393158,,0.53103536
286.78555,17.408606,123,15.014107,-5.739138,17.408606,4.6626876e-09,2460,14.667059,19.197115,3.5111616e-14,,-0.5510204,-0.5510204,,25981.625705718994,11.201875,,5.91556,32.65868,,0.5310354
281.13315,17.408606,124,15.006009,-5.7472353,17.408606,4.6626876e-09,2480,14.66556,19.197115,3.3446556e-14,,0.5510204,0.5510204,,26403.24104833603,11.251675,,17.377047,32.924213,,0.5310357
287.2076,17.408606,125,14.997977,-5.7552676,17.408606,4.6626876e-09,2500,14.664017,19.197115,3.187289e-14,,-0.5102041,-0.5102041,,26800.432199001312,11.212383,,6.3402667,33.18972,,0.53103554
281.77194,17.408606,126,14.990009,-5.7632356,17.408606,4.6626876e-09,2520,14.662437,19.197115,3.0384925e-14,,0.5102041,0.5102041,,27209.316860437393,11.261072,,17.347178,33.45523,,0.5310354
287.6313,17.408606,127,14.982104,-5.771141,17.408606,4.6626876e-09,2540,14.660821,19.197115,2.8977387e-14,,-0.46938777,-0.46938777,,27618.724970579147,11.225431,,6.7346373,33.72074,,0.5310353
282.38724,17.408606,128,14.97426,-5.778984,17.408606,4.6626876e-09,2560,14.659166,19.197115,2.7645322e-14,,0.46938777,0.46938777,,28046.07829260826,11.273098,,17.32667,33.986286,,0.5310357
286.02267,17.408606,129,14.966478,-5.786766,17.408606,7.0129262e-09,2580,14.657478,19.197115,2.6384155e-14,,-1.0,-1.0,,28460.407547712326,11.240738,,7.0986714,17.995014,,0.4184887
288.24268,17.408606,130,15.089343,-5.7944884,17.408606,4.6626876e-09,2600,14.656153,19.197115,2.518961e-14,,-0.42857143,-0.42857143,,28927.563086032867,11.2865505,,17.196404,34.51731,,0.53103554
283.184,17.408606,131,14.951094,-5.802151,17.408606,4.6626876e-09,2620,14.654394,19.197115,2.4057679e-14,,0.42857143,0.42857143,,29349.389115333557,11.332792,,17.34423,34.782825,,0.5310355
279.44022,17.408606,132,14.943489,-5.809756,17.408606,7.0129262e-09,2640,14.652603,19.197115,2.298465e-14,,1.0,1.0,,29783.311686754227,11.303244,,7.4323697,18.4135,,0.41848865
288.83768,17.408606,133,15.066528,-5.8173027,17.408606,4.6626876e-09,2660,14.651173,19.197115,2.1967044e-14,,-0.3877551,-0.3877551,,30220.841044664383,11.218257,,,35.31387,,0.5310356
283.9493,17.408606,134,14.928452,-5.824794,17.408606,4.6626876e-09,2680,14.649322,19.197115,2.1001616e-14,,0.3877551,0.3877551,,30670.48620080948,11.263317,,17.25645,35.57937,,0.53103536
