DenMISELogLast,BoundMISE,ReturnAbsMax,MinEpLen,IWMax,NumTrajectories,TimeElapsed,DenMISELogFirst,LQGsigma_higher,ReturnMax,LQGmu1_higher,LQGmu1_actor,IWFirstEpisode,GridSize,Regret/t,TimestepsSoFar,ReturnStepMax,Iteration,BoundBonus,ReturnMin,Delta,DenMISEMeanLog,ReturnMean,IWLastEpisode,AvgEpLen,Regret,ReturnLastEpisode,IWMean,NumTrainableParams,Bound,IWMin
-0.52523327,19.117575,18.196562,20,6.302141,14,0.44838452339172363,-0.9838267,0.14999999,18.196562,-0.33333334,-0.33169177,2.41473e-16,4,-10.466088,280,19.98662,14,66.95852,,0.00012406673,-0.58080655,15.466088,0.01191181,20.0,-146.52524,15.751474,1.0517689,,86.076096,
-0.52178305,11.715424,18.196562,20,4.1362643,15,0.47069549560546875,-1.0528195,0.14999999,18.196562,0.33333334,0.4399439,0.00085753377,4,-10.647666,300,19.98662,15,67.47016,,0.00010807594,-0.58195025,15.647666,0.0002416544,20.0,-159.715,18.189766,0.77279395,,79.185585,
-0.9245818,19.265709,18.196562,20,4.9666476,16,0.4958064556121826,-1.1173009,0.14999999,18.196562,-0.33333334,-0.41593468,2.759539e-16,4,-10.343386,320,19.98662,16,55.608215,,9.49886e-05,-0.6203252,15.343386,1.1362535e-05,20.0,-165.49417,10.779163,1.0599114,,74.873924,
-0.59518117,6.2793818,18.196562,20,6.5747566,17,0.5257260799407959,-1.1779255,0.14999999,18.196562,0.5,0.46785742,0.05987881,5,-10.510854,340,19.98662,17,105.26114,,7.011847e-05,-0.62072575,15.510854,3.8613273e-08,20.0,-178.68451,18.190321,0.5510401,,111.54052,
-0.8074244,12.83636,18.196562,20,4.364384,18,0.5921335220336914,-1.2315679,0.14999999,18.196562,-0.5,-0.3323213,1.04699336e-20,5,-10.2488165,360,19.98662,18,91.70193,,6.254394e-05,-0.6579668,15.2488165,5.43168e-09,20.0,-184.4787,10.7942095,0.7056216,,104.538284,
-0.38124067,8.528424,18.196562,20,6.1516128,19,0.6201295852661133,-1.2856351,0.14999999,18.196562,0.5,0.71343935,0.06668848,5,-10.403755,380,19.98662,19,72.693344,,5.6133624e-05,-0.6603807,15.403755,8.0275265e-07,20.0,-197.67136,18.192661,0.76063776,,81.22177,
-1.8603356,12.941005,18.196562,20,3.9029772,20,0.6481728553771973,-1.3334246,0.14999999,18.196562,-0.5,-0.4798388,1.1592565e-20,5,-10.046648,400,19.98662,20,67.98287,,5.066059e-05,-0.7350315,15.046648,1.0526859e-13,20.0,-200.93295,8.261584,0.7113725,,80.923874,
-0.562613,5.245391,18.196562,20,10.424762,21,0.6781070232391357,-1.3822148,0.14999999,18.196562,1.0,1.1126128,10.424762,5,-10.1963215,420,19.98662,21,71.06208,,4.5950645e-05,-0.7415658,15.1963215,3.4216484e-21,20.0,-214.12274,18.189781,1.1031309,,76.30747,
-1.2958504,15.376681,18.196562,20,4.8466206,22,0.7083644866943359,-1.0256611,0.14999999,18.196562,-0.5,-0.45955914,8.52158e-21,5,-9.654139,440,19.98662,22,56.76152,,4.1868254e-05,-0.76948833,14.654139,7.7625535e-25,20.0,-212.39105,3.268347,0.84528923,,72.1382,
-0.40934074,9.138483,18.196562,20,6.2766056,23,0.7360644340515137,-1.0701128,0.14999999,18.196562,0.5,0.5580739,0.053758934,5,-9.8080845,460,19.98662,23,59.82869,,3.8306687e-05,-0.76202387,14.8080845,5.204849e-09,20.0,-225.58594,18.194874,0.8768664,,68.96717,
-0.864102,18.02608,18.196562,20,5.99533,24,0.7663261890411377,-1.1103379,0.14999999,18.196562,-1.0,-0.98370415,2.1814202e-37,5,-9.577516,480,19.98662,24,50.91593,,3.518097e-05,-0.77388674,14.577516,2.351848e-23,20.0,-229.86038,9.274457,0.9910224,,68.94201,
-0.6337651,16.47028,18.196562,20,4.5112386,25,0.7961559295654297,-1.1511598,0.14999999,18.196562,-0.5,-0.54184365,9.6610414e-21,5,-9.721858,500,19.98662,25,50.10187,,3.242278e-05,-0.7720493,14.721858,0.027670708,20.0,-243.04645,18.18608,0.9053743,,66.57215,
-0.58935326,15.914877,18.196562,20,6.3824453,26,0.8298885822296143,-1.1903806,0.14999999,18.196562,0.2,0.11307461,1.4969309e-05,6,-9.8551235,520,19.98662,26,71.46936,,2.5694297e-05,-0.7700151,14.8551235,2.3416596e-05,20.0,-256.23322,18.186733,1.0508193,,87.38424,
-0.7015943,9.337603,18.196562,20,11.948321,27,0.9440531730651855,-1.2281203,0.14999999,18.196562,0.6,0.6863123,0.4125976,6,-9.975358,540,19.98662,27,72.39075,,2.382626e-05,-0.7681854,14.975358,0.027625041,20.0,-269.33466,18.101467,1.0494176,,81.72835,
-1.3369942,16.33222,18.196562,20,5.044945,28,0.9787247180938721,-1.249322,0.14999999,18.196562,-0.2,-0.2468107,4.8814517e-13,6,-9.713607,560,19.98662,28,64.9973,,2.2154774e-05,-0.79035294,14.713607,2.6554503e-07,20.0,-271.981,7.6463118,0.90373486,,81.32952,
-0.54087687,15.895967,18.19684,20,5.649375,29,1.0192124843597412,-1.2844135,0.14999999,18.19684,0.2,0.16032264,1.6445227e-05,6,-9.833718,580,19.986897,29,59.37821,,2.0653208e-05,-0.7859848,14.833718,0.054075032,20.0,-285.17783,18.19684,1.018476,,75.27418,
-0.6226749,11.635905,18.19684,20,5.0623326,30,1.0575928688049316,-1.3183144,0.14999999,18.19684,-0.6,-0.5401322,1.31203014e-23,6,-9.908779,600,19.986897,30,63.304394,,1.9299276e-05,-0.78172076,14.908779,1.3064634e-05,20.0,-297.26337,17.085537,0.6396679,,74.9403,
-0.5905909,17.172274,18.19684,20,4.631494,31,1.095698356628418,-1.3511043,0.14999999,18.19684,-0.2,0.15187268,5.4044594e-13,6,-10.014776,620,19.986897,31,55.642838,,1.8074239e-05,-0.7875393,15.014776,0.3671021,20.0,-310.45807,18.19471,0.9495014,,72.81511,
-0.6788358,18.703035,18.19684,20,5.184972,32,1.139589548110962,-1.3828529,0.14999999,18.19684,0.2,0.49358732,1.8146442e-05,6,-10.047001,640,19.986897,32,52.08319,,1.696225e-05,-0.78656423,15.047001,4.9805746,20.0,-321.50403,16.045925,1.1825552,,70.786224,
-0.73662776,10.840245,18.19684,20,10.099975,33,1.1838946342468262,-1.413624,0.14999999,18.19684,0.6,0.7893282,0.49669516,6,-9.893326,660,19.986897,33,60.461185,,1.5949812e-05,-0.7812775,14.893326,4.3196406,20.0,-326.47974,9.9757395,1.2449284,,71.30143,
-1.6245468,12.876381,18.19684,20,4.8526697,34,1.2198960781097412,-1.4285377,0.14999999,18.19684,-0.6,-0.4281597,1.464921e-23,6,-9.63858,680,19.986897,34,54.797443,,1.5025385e-05,-0.80181175,14.63858,3.1746201e-18,20.0,-327.71173,6.232,0.7078278,,67.67383,
-0.42765144,5.147868,18.19684,20,11.633042,35,1.257185697555542,-1.4575253,0.14999999,18.19684,1.0,0.8465094,11.240175,6,-9.740007,700,19.986897,35,61.326447,,1.4179057e-05,-0.7999194,14.740007,8.4333e-20,20.0,-340.90027,18.188517,1.1531374,,66.47431,
-1.4723264,15.877106,18.19684,20,4.6026525,36,1.2926230430603027,-1.2071953,0.14999999,18.19684,-0.2,-0.14243124,4.680079e-13,6,-9.484467,720,19.986897,36,49.83486,,1.3402273e-05,-0.8175686,14.484467,3.1235795e-10,20.0,-341.4408,5.540525,0.8786178,,65.71197,
-0.60339385,10.701175,18.19684,20,10.466799,37,1.3342366218566895,-1.2345942,0.14999999,18.19684,0.6666667,0.9994619,1.1360763,7,-9.584592,740,19.986897,37,67.067986,,1.1101663e-05,-0.8156004,14.584592,2.3385699e-06,20.0,-354.62988,18.189117,1.4204495,,77.76916,
-1.2351199,9.696407,18.19684,20,3.5832677,38,1.486722469329834,-1.2310196,0.14999999,18.19684,-0.6666667,-0.45014054,1.03043625e-25,7,-9.275063,760,19.986897,38,63.548637,,1.0525054e-05,-0.81842107,14.275063,1.4798818e-26,20.0,-352.4524,2.822498,0.53304493,,73.24504,
-0.4767411,9.074015,18.19684,20,8.599804,39,1.5337729454040527,-1.2569952,0.14999999,18.19684,0.6666667,0.7117525,1.1618128,7,-9.375508,780,19.986897,39,57.15023,,9.992227e-06,-0.8216878,14.375508,3.9317586e-12,20.0,-365.64484,18.19244,1.2136854,,66.22424,
-1.0431343,17.226131,18.19684,20,7.906846,40,1.5817902088165283,-1.2529579,0.14999999,18.19684,-1.0,-0.9521943,2.515823e-37,7,-9.201337,800,19.986897,40,48.31876,,9.498861e-06,-0.82364666,14.201337,3.976639e-28,20.0,-368.05347,7.4085917,0.94707805,,65.54489,
-0.93754315,9.991285,18.19684,20,3.528956,41,1.6246511936187744,-1.2776506,0.14999999,18.19684,-0.6666667,-0.6443842,1.0796243e-25,7,-9.298695,820,19.986897,41,55.03653,,9.041153e-06,-0.8293548,14.298695,1.10964,20.0,-381.24646,18.193058,0.54924554,,65.02782,
-0.77518266,16.211946,18.19684,20,5.490993,42,1.6686022281646729,-1.3017482,0.14999999,18.19684,,0.040064566,7.136473e-09,7,-9.391497,840,19.986897,42,48.25561,,8.615746e-06,-0.8388304,14.391497,0.00056765694,20.0,-394.44287,18.196354,0.94187474,,64.46756,
-0.70138,21.043852,18.19684,20,4.6835046,43,1.7144451141357422,-1.3252786,0.14999999,18.19684,-0.33333334,-0.26437753,3.397504e-16,7,-9.47519,860,19.986897,43,42.163906,,8.219675e-06,-0.8376338,14.47519,0.2420056,20.0,-407.43317,17.990314,1.1574337,,63.207756,
-0.53369683,17.125631,18.19684,20,7.220338,44,1.7639973163604736,-1.3482682,0.14999999,18.19684,-1.0,-1.0123446,2.767395e-37,7,-9.559705,880,19.986897,44,44.450897,,7.850297e-06,-0.82792,14.559705,2.7168133e-05,20.0,-420.627,18.19384,0.9415125,,61.57653,
-0.8579498,17.115522,18.19684,20,5.385667,45,1.8043053150177002,-1.370741,0.14999999,18.19684,,-0.20632486,7.64622e-09,7,-9.64031,900,19.986897,45,44.3318,,7.505273e-06,-0.8310991,14.64031,8.06653e-10,20.0,-433.81396,18.18691,0.98937863,,61.44732,
-0.59158015,22.123266,18.19684,20,4.4799595,46,1.8505096435546875,-1.39272,0.14999999,18.19684,-0.33333334,-0.1883419,3.6345347e-16,7,-9.7174,920,19.986897,46,39.52287,,7.1825043e-06,-0.82672715,14.7174,3.3578186,20.0,-447.00037,18.186432,1.2167177,,61.646133,
-0.55820966,9.230121,18.19684,20,8.491398,47,1.9001219272613525,-1.4142262,0.14999999,18.19684,0.6666667,0.8033396,1.3596299,7,-9.790577,940,19.986897,47,51.31571,,6.880116e-06,-0.8171109,14.790577,4.0925158e-07,20.0,-460.1571,18.156765,1.2353703,,60.54583,
-1.3071228,10.981898,18.19684,20,6.2734523,48,1.9437978267669678,-1.4067618,0.14999999,18.19684,-0.6666667,-0.7956092,1.2284158e-25,7,-9.604718,960,19.986897,48,49.6233,,6.5964314e-06,-0.8237745,14.604718,1.3724458e-20,20.0,-461.0265,5.8693466,0.60366637,,60.605198,
-1.0697347,5.242375,18.19684,20,12.079196,49,1.98575758934021,-1.427381,0.14999999,18.19684,1.0,0.7265576,10.9064045,7,-9.677961,980,19.986897,49,54.851852,,6.329936e-06,-0.8370287,14.677961,5.923177e-31,20.0,-474.2201,18.193651,1.2170935,,60.094227,
