IWMean,MinEpLen,IWFirstEpisode,NumTrainableParams,GridSize,IWLastEpisode,TimeElapsed,ReturnAbsMax,DenMISELogLast,ReturnMin,MountainCar_mu1_higher,DenMISELogFirst,IWMin,MountainCar_std0_higher,ReturnMax,Iteration,ActionIn1,AvgEpLen,ReturnMean,Delta,IWMax,TimestepsSoFar,MountainCar_mu0_higher,Regret,ReturnStepMax,ReturnLastEpisode,MountainCar_std1_higher,Bound,DenMISEMeanLog,Regret/t,NumTrajectories
2.0864834e+24,999,5.3443645e-11,,16,0.2578711,23.119819164276123,2.5696642,0.65007955,-2.5696642,-10.0,-9.063941,,0.14999999,,48,-9.495524,999.0,-1.8809894,3.1042032e-06,1.6796837e+25,47952,-1.0,330.28748,25.834408,-2.2723112,1.5,inf,-22.679564,6.8809896,48
2.0846395e+24,999,5.455701e-11,,16,2.4490778e+18,23.598278045654297,2.5696642,-43.282383,-2.5696642,-10.0,-9.08456,,0.14999999,,49,-9.777114,999.0,-1.8761339,2.9787932e-06,1.7146103e+25,48951,-1.0,336.93057,25.834408,-1.6430694,1.5,inf,-23.104939,6.876134,49
2.0828403e+24,999,5.5670416e-11,,16,208966060.0,24.081850051879883,2.5696642,-20.954954,-2.5696642,-10.0,-9.104763,,0.14999999,,50,-13.156581,999.0,-1.8622683,2.8608335e-06,1.7495356e+25,49950,-1.0,343.1134,25.834408,-1.1828569,1.5,inf,-23.06665,6.8622684,50
2.1773293e+24,999,5.6783793e-11,,16,4.908545e+24,24.641926765441895,2.6559846,-59.193867,-2.6559846,-10.0,-9.124566,,0.14999999,,51,-12.772734,999.0,-1.8778316,2.7497433e-06,1.7844572e+25,50949,-1.0,350.7694,26.49855,-2.6559846,1.5,inf,-23.77955,6.8778315,51
2.3803795e+24,999,5.7897236e-11,,16,1.0647638e+25,25.22179079055786,2.6559846,-59.213287,-2.6559846,-10.0,-9.143984,,0.14999999,,52,-10.935632,999.0,-1.8698913,2.6450014e-06,1.8193748e+25,51948,-1.0,357.23434,26.49855,-1.4649407,1.5,inf,-24.465696,6.869891,52
2.3786999e+24,999,5.901067e-11,,16,0.10496794,25.747780799865723,2.6559846,1.6811283,-2.6559846,-10.0,-9.163033,,0.14999999,,53,-14.919636,999.0,-1.8639427,2.5461316e-06,1.8542894e+25,52947,-1.0,363.78897,26.49855,-1.554618,1.5,inf,-23.977272,6.8639426,53
2.3909211e+24,999,6.012408e-11,,16,7.4849184e+23,26.31582236289978,2.6559846,-59.251026,-2.6559846,-10.0,-9.181725,,0.14999999,,54,-13.524447,999.0,-1.8758796,2.4527033e-06,1.8891965e+25,53946,-1.0,371.2975,26.49855,-2.508536,1.5,inf,-24.635218,6.87588,54
2.5583051e+24,999,6.123746e-11,,16,9.294265e+24,26.884111166000366,2.6559846,-59.269375,-2.6559846,-10.0,-9.200073,,0.14999999,,55,-8.3819,999.0,-1.8794372,2.3643252e-06,1.9241075e+25,54945,-1.0,378.36905,26.49855,-2.0715513,1.5,inf,-25.269825,6.8794374,55
2.7118873e+24,999,6.235088e-11,,16,8.688128e+24,27.35393977165222,2.6559846,-59.287395,-2.6559846,-10.0,-9.218092,,0.14999999,,56,-9.752971,999.0,-1.8790938,2.2806387e-06,1.959013e+25,55944,-1.0,385.22925,26.49855,-1.8602008,1.5,inf,-25.882324,6.8790936,56
2.7103496e+24,999,6.346433e-11,,16,569680700000000.0,27.895726919174194,2.6559846,-34.71869,-2.6559846,-10.0,-9.235792,,0.14999999,,57,-10.091196,999.0,-1.8816524,2.2013185e-06,1.9939208e+25,56943,-1.0,392.25418,26.49855,-2.0249221,1.5,inf,-26.04253,6.8816524,57
2.7088565e+24,999,6.4577704e-11,,16,145210850.0,28.450196743011475,2.6559846,-19.461845,-2.6559846,-10.0,-9.253183,,0.14999999,,58,-11.465925,999.0,-1.8855201,2.1260653e-06,2.0288232e+25,57942,-1.0,399.36017,26.49855,-2.1059895,1.5,inf,-25.93407,6.88552,58
2.707387e+24,999,6.569119e-11,,16,109.798416,29.016461849212646,2.6559846,-5.326715,-2.6559846,-10.0,-9.270278,,0.14999999,,59,-12.010906,999.0,-1.8806975,2.0546058e-06,2.0637147e+25,58941,-1.0,405.96115,26.49855,-1.6009817,1.5,inf,-25.589622,6.8806973,59
2.705953e+24,999,6.68045e-11,,16,586406.7,29.58841109275818,2.6559846,-14.425253,-2.6559846,-10.0,-9.287085,,0.14999999,,60,-10.807625,999.0,-1.8895493,1.98669e-06,2.098614e+25,59940,-1.0,413.37296,26.49855,-2.4118104,1.5,inf,-25.408215,6.8895493,60
2.7045472e+24,999,6.791802e-11,,16,0.13043845,30.214542388916016,2.6559846,1.523967,-2.6559846,-10.0,-9.303615,,0.14999999,,61,-12.584228,999.0,-1.884806,1.9220863e-06,2.133509e+25,60939,-1.0,419.97318,26.49855,-1.6002084,1.5,inf,-24.971216,6.884806,61
2.7032023e+24,999,6.9031274e-11,,16,2.296867e+21,30.75360369682312,2.6559846,-50.118313,-2.6559846,-10.0,-9.319875,,0.14999999,,62,-8.508582,999.0,-1.8871518,1.8605837e-06,2.1683968e+25,61938,-1.0,427.00342,26.49855,-2.0302446,1.5,inf,-25.381178,6.8871517,62
2.8780622e+24,999,7.014484e-11,,16,1.1100889e+25,31.297646522521973,2.6559846,-59.405178,-2.6559846,-10.0,-9.3358755,,0.14999999,,63,-12.047432,999.0,-1.8843813,1.8019862e-06,2.2032835e+25,62937,-1.0,433.716,26.49855,-1.71261,1.5,inf,-25.925467,6.8843813,63
2.8767377e+24,999,7.125816e-11,,16,92410634000.0,31.837273597717285,2.6559846,-25.986973,-2.6559846,-10.0,-9.351624,,0.14999999,,64,-12.28331,999.0,-1.8806765,1.7461142e-06,2.2381681e+25,63936,-1.0,440.36328,26.49855,-1.6472703,1.5,inf,-25.930767,6.8806763,64
2.8754398e+24,999,7.237148e-11,,25,4.2540615e+19,32.37081432342529,2.6559846,-46.790234,-2.6559846,-10.0,-9.367127,,0.14999999,,65,-12.135612,999.0,-1.8719544,1.1068314e-06,2.2730498e+25,64935,-1.0,446.67703,26.49855,-1.3137475,1.5,inf,-26.255888,6.8719544,65
2.874177e+24,999,7.348495e-11,,25,385776.06,34.06361484527588,2.8870535,-15.439818,-2.8870535,-10.0,-9.382395,,0.14999999,,66,-10.408689,999.0,-1.8873348,1.073545e-06,2.3079293e+25,65934,-1.0,454.5641,29.141403,-2.8870535,1.5,inf,-26.096085,6.887335,66
2.872932e+24,999,7.459847e-11,,25,416.6671,34.62037181854248,2.8870535,-6.4749756,-2.8870535,-10.0,-9.397433,,0.14999999,,67,-10.116409,999.0,-1.8881656,1.0417382e-06,2.342808e+25,66933,-1.0,461.50708,29.141403,-1.9430072,1.5,inf,-25.807186,6.8881655,67
2.871705e+24,999,7.571169e-11,,25,5238.2896,35.17385721206665,2.8870535,-9.749801,-2.8870535,-10.0,-9.412248,,0.14999999,,68,-8.914988,999.0,-1.879893,1.011324e-06,2.3776783e+25,67932,-1.0,467.8327,29.141403,-1.3256265,1.5,inf,-25.574883,6.879893,68
3.1154628e+24,999,7.6825095e-11,,25,1.6901799e+25,35.70725059509277,2.8870535,-59.496147,-2.8870535,-10.0,-9.4268465,,0.14999999,,69,-7.451024,999.0,-1.8825374,9.822227e-07,2.4125521e+25,68931,-1.0,474.89508,29.141403,-2.0623546,1.5,inf,-26.07022,6.8825374,69
3.1568305e+24,999,7.793853e-11,,25,2.9778982e+24,36.241915225982666,2.8870535,-59.510536,-2.8870535,-10.0,-9.441236,,0.14999999,,70,-11.910731,999.0,-1.8828788,9.543596e-07,2.4474149e+25,69930,-1.0,481.8015,29.141403,-1.9064343,1.5,inf,-26.551765,6.882879,70
3.155685e+24,999,7.905211e-11,,25,72552.74,36.80210280418396,2.8870535,-12.038254,-2.8870535,-10.0,-9.4554205,,0.14999999,,71,-11.906409,999.0,-1.8883308,9.276656e-07,2.4822887e+25,70929,-1.0,489.07147,29.141403,-2.2699716,1.5,inf,-26.351267,6.888331,71
3.1545512e+24,999,8.0165395e-11,,25,426011.3,37.34439945220947,2.8870535,-13.583562,-2.8870535,-10.0,-9.469406,,0.14999999,,72,-12.040258,999.0,-1.8911659,9.020761e-07,2.5171505e+25,71928,-1.0,496.16394,29.141403,-2.0924456,1.5,inf,-26.177746,6.8911657,72
3.153443e+24,999,8.127886e-11,,25,1699823.5,37.883278369903564,2.8870535,-15.507821,-2.8870535,-10.0,-9.4832,,0.14999999,,73,-11.374581,999.0,-1.8983082,8.775309e-07,2.5520054e+25,72927,-1.0,503.57648,29.141403,-2.4125574,1.5,inf,-26.035286,6.8983083,73
3.1523572e+24,999,8.239222e-11,,25,0.6338707,38.40829515457153,2.8870535,-0.072903946,-2.8870535,-10.0,-9.496805,,0.14999999,,74,-11.924782,999.0,-1.9021648,8.539741e-07,2.5868593e+25,73926,-1.0,510.7602,29.141403,-2.1837127,1.5,inf,-25.688047,6.902165,74
3.1512815e+24,999,8.350554e-11,,25,18138.168,38.977062463760376,2.8870535,-11.020953,-2.8870535,-10.0,-9.510228,,0.14999999,,75,-10.737549,999.0,-1.9096944,8.3135325e-07,2.6217193e+25,74925,-1.0,518.22705,29.141403,-2.4668844,1.5,inf,-25.495989,6.9096947,75
3.150239e+24,999,8.461906e-11,,25,1.4703212,39.51672887802124,2.8870535,-0.923982,-2.8870535,-10.0,-9.523474,,0.14999999,,76,-14.048175,999.0,-1.912744,8.096195e-07,2.6565726e+25,75924,-1.0,525.3685,29.141403,-2.1414645,1.5,inf,-25.176086,6.912744,76
3.1718127e+24,999,8.573238e-11,,25,1.741119e+24,40.083749294281006,2.8870535,-59.605846,-2.8870535,-10.0,-9.536546,,0.14999999,,77,-9.544501,999.0,-1.9044732,7.88727e-07,2.6914169e+25,76923,-1.0,531.6444,29.141403,-1.275887,1.5,inf,-25.62655,6.9044733,77
3.1708057e+24,999,8.684594e-11,,25,1.1062518e+20,40.63444924354553,2.8870535,-47.00613,-2.8870535,-10.0,-9.549449,,0.14999999,,78,-9.246506,999.0,-1.9052066,7.6863284e-07,2.7262607e+25,77922,-1.0,538.6061,29.141403,-1.9616698,1.5,inf,-25.90405,6.9052067,78
3.2858156e+24,999,8.7959195e-11,,25,9.164668e+24,41.10160279273987,2.8870535,-58.648987,-2.8870535,-10.0,-9.562188,,0.14999999,,79,-12.668831,999.0,-1.9012942,7.49297e-07,2.761113e+25,78921,-1.0,545.2023,29.141403,-1.5961261,1.5,inf,-26.321863,6.901294,79
3.4396468e+24,999,8.907279e-11,,25,1.2458184e+25,41.664979219436646,2.8870535,-59.64407,-2.8870535,-10.0,-9.574767,,0.14999999,,80,-12.503333,999.0,-1.8938277,7.306816e-07,2.7959522e+25,79920,-1.0,551.5062,29.141403,-1.3039794,1.5,inf,-26.741684,6.8938274,80
3.4377727e+24,999,9.018603e-11,,25,1.0481395e+16,42.23611259460449,2.8870535,-38.263912,-2.8870535,-10.0,-9.58719,,0.14999999,,81,-12.303098,999.0,-1.9001325,7.1275144e-07,2.8307885e+25,80919,-1.0,558.91077,29.141403,-2.4045334,1.5,inf,-26.887297,6.9001327,81
3.435938e+24,999,9.12996e-11,,25,292683900000.0,42.78945708274841,2.8870535,-27.614979,-2.8870535,-10.0,-9.59946,,0.14999999,,82,-11.530447,999.0,-1.9059571,6.954733e-07,2.8656214e+25,81918,-1.0,566.28845,29.141403,-2.3777354,1.5,inf,-26.899456,6.905957,82
3.434123e+24,999,9.241282e-11,,25,1.3234389,43.33596396446228,2.8870535,-1.4429815,-2.8870535,-10.0,-9.611581,,0.14999999,,83,-10.520912,999.0,-1.9130815,6.788158e-07,2.9004514e+25,82917,-1.0,573.78577,29.141403,-2.4972758,1.5,inf,-26.595957,6.9130816,83
3.4323502e+24,999,9.352641e-11,,25,516.19434,43.9004385471344,2.8870535,-7.13877,-2.8870535,-10.0,-9.623557,,0.14999999,,84,-11.117906,999.0,-1.9182715,6.627497e-07,2.9352904e+25,83916,-1.0,581.1348,29.141403,-2.3490505,1.5,inf,-26.367447,6.9182715,84
3.430595e+24,999,9.46397e-11,,25,0.11723809,44.45688271522522,2.8870535,1.766868,-2.8870535,-10.0,-9.635391,,0.14999999,,85,-13.373806,999.0,-1.9189492,6.472474e-07,2.9701172e+25,84915,-1.0,588.1107,29.141403,-1.975868,1.5,inf,-26.039505,6.918949,85
3.5783173e+24,999,9.575309e-11,,25,1.2852423e+25,45.046751976013184,2.8870535,-59.71639,-2.8870535,-10.0,-9.647088,,0.14999999,,86,-11.734943,999.0,-1.9147445,6.3228265e-07,3.004933e+25,85914,-1.0,594.668,29.141403,-1.5573561,1.5,inf,-26.434076,6.9147444,86
