MinEpLen,NumTrajectories,InvPendulum_mu0_higher,BatchSize,VarJ,ReturnMax,InvPendulum_std1_higher,NatGrad2Norm,InvPendulum_std2_higher,InvPendulum_std3_higher,TimestepsSoFar,J,InvPendulum_mu2_higher,InvPendulum_mu1_higher,ReturnMean,InvPendulum_std0_higher,AvgRet,Iteration,StepSize,InvPendulum_mu3_higher,AvgEpLen,NatGradInftyNorm,ActionIn1
11,2300,-0.20816985,100,0.25302976402557215,-102.65172863330795,0.14999999,3.2783124,0.14999999,0.14999999,77088,-113.01860094865714,-0.8424219,-0.6868724,-123.83742550933182,0.14999999,-113.01860094865714,23,0.01,0.25037256,33.51652173913043,2.4317703,-1.2541462
11,2400,-0.20297799,100,0.5438112580617817,-102.65172863330795,0.14999999,1.6816506,0.14999999,0.14999999,79204,-113.19316014625063,-0.84871817,-0.66255474,-123.39391445253675,0.14999999,-113.19316014625063,24,0.01,0.27078784,33.001666666666665,1.142285,-1.1626997
11,2500,-0.21065508,100,0.2491459956005497,-102.65172863330795,0.14999999,5.0622187,0.14999999,0.14999999,81198,-111.50439465606392,-0.85623384,-0.6739776,-122.91833366067787,0.14999999,-111.50439465606392,25,0.01,0.2647141,32.4792,4.316381,-1.7172481
11,2600,-0.187461,100,0.44269019023714895,-102.65172863330795,0.14999999,1.6373856,0.14999999,0.14999999,83374,-114.25690317072291,-0.81307,-0.67334044,-122.58520171875651,0.14999999,-114.25690317072291,26,0.01,0.25202078,32.066923076923075,1.1321814,-1.4861052
11,2700,-0.17613919,100,0.41953874324472407,-102.65172863330795,0.14999999,3.8997889,0.14999999,0.14999999,85513,-113.67955831914304,-0.8184915,-0.66331,-122.2553630743264,0.14999999,-113.67955831914304,27,0.01,0.25516993,31.671481481481482,3.3464568,-1.2425156
11,2800,-0.1923034,100,0.647439706088981,-102.65172863330795,0.14999999,2.652031,0.14999999,0.14999999,87772,-114.4550556292596,-0.8290348,-0.66865,-121.976780665574,0.14999999,-114.4550556292596,28,0.01,0.28863448,31.347142857142856,1.6213477,-1.7937541
11,2900,-0.17608993,100,0.2395075713018793,-102.65172863330795,0.14999999,3.9799852,0.14999999,0.14999999,89847,-112.19022812483846,-0.8371895,-0.65756196,-121.63931333658311,0.14999999,-112.19022812483846,29,0.01,0.2727913,30.981724137931035,3.1057703,-1.3386289
11,3000,-0.17696531,100,0.41758356115800943,-102.65172863330795,0.14999999,4.037809,0.14999999,0.14999999,91938,-113.28763659415674,-0.8126011,-0.66131574,-121.36092411183559,0.14999999,-113.28763659415674,30,0.01,0.2417336,30.646,3.0077176,-1.0093925
11,3100,-0.17951185,100,0.4489424023954077,-102.65172863330795,0.14999999,2.5161157,0.14999999,0.14999999,94183,-114.32797624854942,-0.787687,-0.67124337,-121.13405482592313,0.14999999,-114.32797624854942,31,0.01,0.21165642,30.381612903225808,1.5261848,-1.5903832
11,3200,-0.1917416,100,0.730345112350073,-102.65172863330795,0.14999999,5.76266,0.14999999,0.14999999,96528,-114.66735910743083,-0.7984482,-0.6596335,-120.93197058472022,0.14999999,-114.66735910743083,32,0.01,0.19639458,30.165,4.0657873,-1.6550112
11,3300,-0.18829742,100,0.3245872874264108,-101.74749839467235,0.14999999,2.2247405,0.14999999,0.14999999,98572,-112.76097804665727,-0.8103876,-0.6207317,-120.68436475023348,0.14999999,-112.76097804665727,33,0.01,0.23705244,29.87030303030303,1.9714602,-1.8378195
11,3400,-0.20801201,100,0.396160202120969,-101.74749839467235,0.14999999,3.0377574,0.14999999,0.14999999,100605,-112.72207489887032,-0.8028108,-0.62076837,-120.45017975460513,0.14999999,-112.72207489887032,34,0.01,0.23006159,29.58970588235294,2.1451693,-1.4371525
11,3500,-0.19726227,100,0.3193545574134917,-101.74749839467235,0.14999999,3.366132,0.14999999,0.14999999,102695,-113.4132125175147,-0.79169124,-0.63571566,-120.24912354783112,0.14999999,-113.4132125175147,35,0.01,0.25151327,29.341428571428573,3.1459424,-1.7218971
11,3600,-0.20787266,100,0.7709166781481361,-101.74749839467235,0.14999999,4.78442,0.14999999,0.14999999,104849,-113.53796312095302,-0.7960026,-0.6042562,-120.0627024248623,0.14999999,-113.53796312095302,36,0.01,0.25500908,29.12472222222222,3.5064633,-1.5290767
11,3700,-0.20680693,100,0.4053621126879348,-101.74749839467235,0.14999999,3.5978718,0.14999999,0.14999999,106925,-113.2096055008538,-0.82816774,-0.599377,-119.87748358907828,0.14999999,-113.2096055008538,37,0.01,0.29007372,28.89864864864865,2.5756066,-1.306793
11,3800,-0.22720063,100,0.4976747429536016,-101.74749839467235,0.14999999,4.3180127,0.14999999,0.14999999,108987,-112.57743907291265,-0.8412481,-0.5927366,-119.68537715444234,0.14999999,-112.57743907291265,38,0.01,0.31582978,28.68078947368421,3.96486,-0.7035825
11,3900,-0.23475134,100,0.2214918836250306,-101.74749839467235,0.14999999,2.653973,0.14999999,0.14999999,111036,-112.83203981415991,-0.82669985,-0.6323852,-119.50965055597356,0.14999999,-112.83203981415991,39,0.01,0.32071307,28.470769230769232,1.8540726,-1.4977942
10,4000,-0.23972358,100,0.8803014729353624,-101.74749839467235,0.14999999,1.0495843,0.14999999,0.14999999,113170,-113.27485095329764,-0.84292847,-0.65092593,-119.35378056590666,0.14999999,-113.27485095329764,40,0.01,0.31219792,28.2925,0.7905715,-1.3865578
10,4100,-0.24271132,100,0.25061054868447685,-101.74749839467235,0.14999999,2.9381495,0.14999999,0.14999999,115218,-112.39940824285225,-0.8508342,-0.6559324,-119.18416172875901,0.14999999,-112.39940824285225,41,0.01,0.30850056,28.101951219512195,2.1094167,-1.0106914
10,4200,-0.26019523,100,0.3578001344891716,-101.74749839467235,0.14999999,4.4347715,0.14999999,0.14999999,117412,-114.03804784971726,-0.82974005,-0.64532053,-119.06163520782945,0.14999999,-114.03804784971726,42,0.01,0.30859843,27.955238095238094,3.9297283,-1.1336235
10,4300,-0.27662992,100,0.3453521358257048,-101.74749839467235,0.14999999,2.3827503,0.14999999,0.14999999,119474,-112.77131096370411,-0.86903733,-0.63848245,-118.91534859750094,0.14999999,-112.77131096370411,43,0.01,0.29832298,27.7846511627907,1.871751,-0.8956523
10,4400,-0.27036414,100,0.4108851626132413,-101.74749839467235,0.14999999,2.6484323,0.14999999,0.14999999,121528,-113.09697136843174,-0.8571047,-0.6197649,-118.78311275138573,0.14999999,-113.09697136843174,44,0.01,0.3043027,27.62,2.514109,-1.321018
10,4500,-0.27101883,100,0.24002648986881814,-101.74749839467235,0.14999999,2.960479,0.14999999,0.14999999,123581,-112.41716391458134,-0.85370505,-0.59462386,-118.64164722167897,0.14999999,-112.41716391458134,45,0.01,0.29672915,27.462444444444444,2.759101,-2.0942094
10,4600,-0.26216406,100,0.17918299499349533,-101.74749839467235,0.14999999,2.3187103,0.14999999,0.14999999,125594,-112.01000481339241,-0.88129604,-0.598665,-118.49748108236838,0.14999999,-112.01000481339241,46,0.01,0.3012504,27.303043478260868,2.0176196,-1.4220939
10,4700,-0.2649641,100,0.4101807818937681,-101.74749839467235,0.14999999,3.832979,0.14999999,0.14999999,127675,-113.7477176161418,-0.86111987,-0.6060311,-118.39642228521461,0.14999999,-113.7477176161418,47,0.01,0.30952463,27.164893617021278,2.9676487,-1.9404846
10,4800,-0.24891509,100,0.2710733935131616,-101.74749839467235,0.14999999,2.5509202,0.14999999,0.14999999,129645,-111.75579792142881,-0.87859416,-0.5763546,-118.2580759443024,0.14999999,-111.75579792142881,48,0.01,0.30446926,27.009375,2.2455058,-0.82903636
10,4900,-0.25579128,100,0.28769926590258726,-101.74749839467235,0.14999999,2.8552938,0.14999999,0.14999999,131623,-111.83477520220924,-0.8878626,-0.5538996,-118.12698817405563,0.14999999,-111.83477520220924,49,0.01,0.3008219,26.861836734693878,1.9569101,-1.251045
10,5000,-0.26969084,100,0.1672897729317983,-101.74749839467235,0.14999999,3.9638984,0.14999999,0.14999999,133540,-111.35016464562867,-0.90178776,-0.5343305,-117.99145170348709,0.14999999,-111.35016464562867,50,0.01,0.30754596,26.708,2.5303128,-1.5710168
