InvPendulum_std0_higher,InvPendulum_mu1_higher,StepSize,BatchSize,InvPendulum_mu3_higher,InvPendulum_mu0_higher,ReturnMax,InvPendulum_std1_higher,AvgEpLen,NatGrad2Norm,InvPendulum_std2_higher,AvgRet,ActionIn1,ReturnMean,MinEpLen,NatGradInftyNorm,TimestepsSoFar,Iteration,InvPendulum_std3_higher,InvPendulum_mu2_higher,J,VarJ,NumTrajectories
0.14999999,-0.41378865,0.001,100,-0.06122137,0.8192135,-99.8374963276363,0.14999999,22.15,4.6171217,0.14999999,-115.69899712644138,0.72027624,-114.57738882911346,10,3.5374815,68665,31,0.14999999,0.41833413,-115.69899712644138,1.777704889819708,3100
0.14999999,-0.41512886,0.001,100,-0.06177728,0.822751,-99.8374963276363,0.14999999,22.1121875,1.782741,0.14999999,-113.60453386319529,0.97963566,-114.54698711142854,10,1.0913632,70759,32,0.14999999,0.42092234,-113.60453386319529,0.5283765495609564,3200
0.14999999,-0.41428757,0.001,100,-0.06286864,0.8235864,-99.8374963276363,0.14999999,22.096666666666668,3.372013,0.14999999,-113.24738456334556,0.7462499,-114.50760521603206,10,3.1226654,72919,33,0.14999999,0.42015985,-113.24738456334556,0.5606885614127899,3300
0.14999999,-0.41452774,0.001,100,-0.0616196,0.8267091,-99.8374963276363,0.14999999,22.120588235294118,2.7691445,0.14999999,-114.68966948394011,0.7537928,-114.51296004744113,10,2.5425847,75210,34,0.14999999,0.42020032,-114.68966948394011,1.3659376999805408,3400
0.14999999,-0.4143598,0.001,100,-0.062374942,0.82925165,-99.8374963276363,0.14999999,22.111142857142855,4.1443853,0.14999999,-114.29236585973369,0.6561392,-114.50665735636377,10,3.9475062,77389,35,0.14999999,0.41942272,-114.29236585973369,0.6960060249810418,3500
0.14999999,-0.4104123,0.001,100,-0.06251532,0.8282384,-99.8374963276363,0.14999999,22.115277777777777,2.1824698,0.14999999,-114.15217831722495,1.1169674,-114.4968107163877,10,1.5536059,79615,36,0.14999999,0.4201622,-114.15217831722495,0.8638463535775854,3600
0.14999999,-0.41008282,0.001,100,-0.06406892,0.8275954,-99.8374963276363,0.14999999,22.114054054054055,4.1249795,0.14999999,-113.82357249625623,0.76185167,-114.47861508881657,10,3.2920434,81822,37,0.14999999,0.41881037,-113.82357249625623,1.0305458667436833,3700
0.14999999,-0.40936068,0.001,100,-0.065178104,0.83088744,-99.8374963276363,0.14999999,22.106052631578947,2.7627237,0.14999999,-114.4205377486317,1.0621437,-114.47708673775908,10,1.7101228,84003,38,0.14999999,0.41670653,-114.4205377486317,0.7500015460273036,3800
0.14999999,-0.40793437,0.001,100,-0.06346798,0.8292668,-99.8374963276363,0.14999999,22.155641025641025,2.7171965,0.14999999,-116.1346586878083,0.70895934,-114.51958858263214,10,2.1118906,86407,39,0.14999999,0.4164891,-116.1346586878083,1.6401631341282974,3900
0.14999999,-0.40810612,0.001,100,-0.06135609,0.829686,-99.8374963276363,0.14999999,22.12775,1.9708661,0.14999999,-113.98514474198814,1.0473961,-114.50622748661603,10,1.4940789,88511,40,0.14999999,0.41813767,-113.98514474198814,0.7828915334514842,4000
0.14999999,-0.40884528,0.001,100,-0.06285017,0.8306789,-99.8374963276363,0.14999999,22.130487804878047,3.1234746,0.14999999,-114.59446425990647,0.13389674,-114.50837960303775,10,2.5853193,90735,41,0.14999999,0.41848388,-114.59446425990647,1.3445262559641025,4100
0.14999999,-0.40999734,0.001,100,-0.063714206,0.8316781,-99.8374963276363,0.14999999,22.12309523809524,4.466347,0.14999999,-114.0667558489233,0.85686696,-114.4978647517493,10,3.3166888,92917,42,0.14999999,0.4210692,-114.0667558489233,0.9391085534055756,4200
0.14999999,-0.40668064,0.001,100,-0.065024756,0.8329486,-99.8374963276363,0.14999999,22.107441860465116,4.1131024,0.14999999,-114.05929284805944,0.24443167,-114.48766540515187,10,3.2379575,95062,43,0.14999999,0.41869938,-114.05929284805944,0.5385892267036199,4300
0.14999999,-0.40344268,0.001,100,-0.06565904,0.83049303,-99.8374963276363,0.14999999,22.09409090909091,1.4153626,0.14999999,-114.73047348487806,0.9370387,-114.4931837706002,10,1.0224673,97214,44,0.14999999,0.41872996,-114.73047348487806,0.6318183133643719,4400
0.14999999,-0.40413982,0.001,100,-0.066681504,0.83113563,-99.8374963276363,0.14999999,22.092444444444446,4.023113,0.14999999,-115.00064959429689,0.71418357,-114.50446078890457,10,2.815967,99416,45,0.14999999,0.41897264,-115.00064959429689,0.9971032108490349,4500
0.14999999,-0.40201882,0.001,100,-0.06949747,0.82984704,-99.8374963276363,0.14999999,22.077391304347827,3.6258063,0.14999999,-112.8220124575923,0.6404177,-114.46788582518039,10,2.6902323,101556,46,0.14999999,0.42042062,-112.8220124575923,0.692733552447776,4600
0.14999999,-0.40470904,0.001,100,-0.06764559,0.82896644,-99.8374963276363,0.14999999,22.058297872340425,3.9196167,0.14999999,-113.58022679962146,1.2195575,-114.44899946293444,10,3.5927362,103674,47,0.14999999,0.42172608,-113.58022679962146,0.7205716363444246,4700
0.14999999,-0.40569973,0.001,100,-0.06770222,0.83255917,-99.8374963276363,0.14999999,22.035208333333333,4.580785,0.14999999,-113.77979367382684,1.20593,-114.43505767566137,10,3.6107304,105769,48,0.14999999,0.42051324,-113.77979367382684,0.5914337579521876,4800
0.14999999,-0.4047314,0.001,100,-0.06633619,0.8361699,-99.8374963276363,0.14999999,22.01938775510204,3.2664354,0.14999999,-113.30799187388612,1.1813773,-114.412056332768,10,2.5693135,107895,49,0.14999999,0.41824552,-113.30799187388612,0.6260455201262644,4900
0.14999999,-0.4055231,0.001,100,-0.06748451,0.8347129,-99.8374963276363,0.14999999,22.0002,3.2270374,0.14999999,-113.12042242392013,0.8985729,-114.38622365459106,10,2.262196,110001,50,0.14999999,0.42081484,-113.12042242392013,0.46965831277131465,5000
