NatGrad2Norm,InvPendulum_mu1_higher,ReturnMax,AvgRet,StepSize,J,InvPendulum_std2_higher,BatchSize,VarJ,InvPendulum_std0_higher,InvPendulum_mu0_higher,NatGradInftyNorm,InvPendulum_mu2_higher,Iteration,InvPendulum_std3_higher,MinEpLen,ActionIn1,TimestepsSoFar,AvgEpLen,ReturnMean,NumTrajectories,InvPendulum_mu3_higher,InvPendulum_std1_higher
2.0419278,-0.40205774,-100.61834263826951,-114.22508050802317,0.01,-114.22508050802317,0.14999999,100,0.7335429211469414,0.14999999,0.81830686,1.8933847,0.46222013,12,0.14999999,11,1.0268117,26180,21.816666666666666,-114.57341568479639,1200,-0.013733324,0.14999999
2.9761744,-0.40383103,-100.61834263826951,-112.84328519763187,0.01,-112.84328519763187,0.14999999,100,0.46050748542361797,0.14999999,0.8146688,1.8056636,0.46870676,13,0.14999999,11,0.97654146,28201,21.693076923076923,-114.44032872424528,1300,-0.032667167,0.14999999
1.6750509,-0.3857744,-100.61834263826951,-113.5292104685617,0.01,-113.5292104685617,0.14999999,100,0.6872232444260936,0.14999999,0.82676584,1.3026121,0.45247754,14,0.14999999,11,0.8643496,30313,21.652142857142856,-114.37524884883932,1400,-0.020420011,0.14999999
2.6838045,-0.3798269,-100.61834263826951,-113.5526424829295,0.01,-113.5526424829295,0.14999999,100,0.9646476956800356,0.14999999,0.8219329,2.1449552,0.43945143,15,0.14999999,11,1.0729182,32397,21.598,-114.32040842444533,1500,-0.013197136,0.14999999
2.9833386,-0.37488902,-100.61834263826951,-112.9897451745168,0.01,-112.9897451745168,0.14999999,100,0.5949730762808556,0.14999999,0.8433825,2.9029996,0.4330027,16,0.14999999,10,0.96894205,34409,21.505625,-114.23724197132478,1600,0.0007394608,0.14999999
3.4500933,-0.403919,-100.61834263826951,-114.45104462256633,0.01,-114.45104462256633,0.14999999,100,0.5515126208056377,0.14999999,0.8401999,2.4274495,0.4275775,17,0.14999999,10,0.8054488,36557,21.504117647058823,-114.24981859786841,1700,-0.0020405136,0.14999999
5.1732244,-0.38678253,-100.61834263826951,-115.96817403493247,0.01,-115.96817403493247,0.14999999,100,1.3807606400970598,0.14999999,0.8524697,3.9199638,0.41505325,18,0.14999999,10,0.88521916,38836,21.575555555555557,-114.34528278881642,1800,-0.026315007,0.14999999
2.637351,-0.34758288,-100.61834263826951,-113.32097296009373,0.01,-113.32097296009373,0.14999999,100,0.7223628905417943,0.14999999,0.85384536,1.9568684,0.4464351,19,0.14999999,10,0.66226363,40983,21.57,-114.29137174519943,1900,-0.038680337,0.14999999
1.4750546,-0.36715156,-100.61834263826951,-112.04568228923304,0.01,-112.04568228923304,0.14999999,100,0.38065253225346707,0.14999999,0.86111224,0.8803298,0.46248776,20,0.14999999,10,0.5685246,43020,21.51,-114.17908727240112,2000,-0.037219893,0.14999999
5.476114,-0.35834825,-100.61834263826951,-114.09591690395972,0.01,-114.09591690395972,0.14999999,100,0.7900485743274841,0.14999999,0.8697955,4.2382846,0.45928597,21,0.14999999,10,0.76341033,45130,21.49047619047619,-114.1751267786658,2100,-0.029842239,0.14999999
5.985608,-0.35019463,-100.61834263826951,-112.1740554489711,0.01,-112.1740554489711,0.14999999,100,0.6472275195918844,0.14999999,0.90252554,5.6075377,0.46733198,22,0.14999999,10,1.3023117,47160,21.436363636363637,-114.08416899095242,2200,-0.07222508,0.14999999
2.6626198,-0.40627,-100.61834263826951,-113.24391748106864,0.01,-113.24391748106864,0.14999999,100,0.8370688477180355,0.14999999,0.904514,2.0733168,0.48644447,23,0.14999999,10,0.62339777,49256,21.415652173913042,-114.04763631660964,2300,-0.08053538,0.14999999
3.5649455,-0.39179686,-100.61834263826951,-111.52588447276848,0.01,-111.52588447276848,0.14999999,100,0.478889300487485,0.14999999,0.91282076,2.6657987,0.50717765,24,0.14999999,10,1.352447,51091,21.287916666666668,-113.94256332311625,2400,-0.079750195,0.14999999
5.835437,-0.36513886,-100.2673224613298,-110.98968887195771,0.01,-110.98968887195771,0.14999999,100,0.3624865154923137,0.14999999,0.8907379,4.9866915,0.50432,25,0.14999999,10,0.57421935,52981,21.1924,-113.82444834506991,2500,-0.071724296,0.14999999
3.0816882,-0.35926452,-100.2673224613298,-112.95216375564078,0.01,-112.95216375564078,0.14999999,100,1.6800118888416136,0.14999999,0.91849023,2.6583836,0.4544531,26,0.14999999,10,0.8616951,55079,21.18423076923077,-113.79089893778419,2600,-0.06105557,0.14999999
2.789076,-0.38584834,-100.2673224613298,-111.43823265062912,0.01,-111.43823265062912,0.14999999,100,0.4760677853432925,0.14999999,0.93285507,2.2099102,0.4602929,27,0.14999999,10,1.209103,56997,21.11,-113.70376314937103,2700,-0.059465583,0.14999999
2.7605875,-0.3693148,-100.2673224613298,-111.8631112645873,0.01,-111.8631112645873,0.14999999,100,0.4831942366530895,0.14999999,0.910756,2.0940316,0.46413043,28,0.14999999,10,0.30352455,58935,21.048214285714284,-113.63802558205732,2800,-0.060665227,0.14999999
2.6488557,-0.36808673,-100.2673224613298,-112.59799318113026,0.01,-112.59799318113026,0.14999999,100,0.6005673855162013,0.14999999,0.926406,1.9095247,0.45534658,29,0.14999999,10,0.98886406,60900,21.0,-113.60216239581845,2900,-0.039724912,0.14999999
4.9190607,-0.38718197,-100.2673224613298,-112.6822173622692,0.01,-112.6822173622692,0.14999999,100,0.7829683004625382,0.14999999,0.91935134,4.435896,0.47041273,30,0.14999999,10,1.177873,62987,20.995666666666665,-113.57149756136683,3000,-0.047487516,0.14999999
4.149733,-0.36960825,-100.2673224613298,-112.81603751295395,0.01,-112.81603751295395,0.14999999,100,0.6822044574210032,0.14999999,0.91882443,3.0536582,0.4823662,31,0.14999999,10,0.98619246,64994,20.965806451612902,-113.54712788238575,3100,-0.0031285584,0.14999999
1.8069626,-0.38622534,-100.2673224613298,-113.36875994361947,0.01,-113.36875994361947,0.14999999,100,0.41590619198855444,0.14999999,0.949361,1.0522833,0.50446826,32,0.14999999,10,1.2723522,66986,20.933125,-113.54155388429932,3200,-0.008120143,0.14999999
3.3922603,-0.37577638,-100.2673224613298,-111.99323044298212,0.01,-111.99323044298212,0.14999999,100,0.5618007485718445,0.14999999,0.9545232,3.0878193,0.49552667,33,0.14999999,10,1.0352904,68963,20.89787878787879,-113.49463499213819,3300,-0.018642977,0.14999999
2.8153744,-0.3796955,-100.2673224613298,-112.12461754181035,0.01,-112.12461754181035,0.14999999,100,0.6420198173716694,0.14999999,0.9854014,2.4837015,0.4964954,34,0.14999999,10,1.080042,70907,20.855,-113.45434036124618,3400,-0.00519001,0.14999999
3.883446,-0.38021618,-100.2673224613298,-112.16453177347401,0.01,-112.16453177347401,0.14999999,100,0.4653816748940087,0.14999999,1.0102384,3.7053635,0.48544976,35,0.14999999,10,0.9871688,72796,20.79885714285714,-113.41748868730984,3500,-0.0125029385,0.14999999
1.996591,-0.34316254,-100.2673224613298,-111.6049283167288,0.01,-111.6049283167288,0.14999999,100,0.3608460938503004,0.14999999,0.99996936,1.4331901,0.49089587,36,0.14999999,10,1.4768695,74664,20.74,-113.36713978812703,3600,-0.012327659,0.14999999
4.040269,-0.34213066,-100.2673224613298,-112.17231896045455,0.01,-112.17231896045455,0.14999999,100,0.5581933378575921,0.14999999,0.99443877,2.9641998,0.47656396,37,0.14999999,10,1.0934304,76687,20.726216216216216,-113.33484733332507,3700,-0.025039144,0.14999999
2.8563035,-0.33490762,-100.2673224613298,-110.69337556871484,0.01,-110.69337556871484,0.14999999,100,0.23456499271468398,0.14999999,1.0240808,1.7517549,0.45260307,38,0.14999999,10,1.394537,78526,20.664736842105263,-113.26533491846692,3800,-0.036327746,0.14999999
2.2919922,-0.32112902,-100.2673224613298,-112.87642685018936,0.01,-112.87642685018936,0.14999999,100,0.876570841257581,0.14999999,1.0067863,1.976285,0.44812667,39,0.14999999,10,1.0495796,80533,20.649487179487178,-113.25536291671621,3900,-0.018810198,0.14999999
1.8292966,-0.32411957,-100.2673224613298,-112.19242755427565,0.01,-112.19242755427565,0.14999999,100,0.6360538089436312,0.14999999,1.0088986,1.1956555,0.45914248,40,0.14999999,10,1.4139088,82528,20.632,-113.2287895326552,4000,0.0009526517,0.14999999
3.0630004,-0.33285576,-100.2673224613298,-112.01286136715899,0.01,-112.01286136715899,0.14999999,100,0.6610392981598997,0.14999999,1.018964,2.2705834,0.46288946,41,0.14999999,10,0.49442336,84550,20.621951219512194,-113.19913274813088,4100,-0.011003903,0.14999999
4.4419374,-0.34860492,-100.2673224613298,-112.53954520011153,0.01,-112.53954520011153,0.14999999,100,0.528192477366861,0.14999999,1.029148,3.1327248,0.4855953,42,0.14999999,10,1.2245457,86552,20.607619047619046,-113.18342828270185,4200,-0.01942376,0.14999999
4.15494,-0.31727767,-100.2673224613298,-112.4731276897359,0.01,-112.4731276897359,0.14999999,100,0.51758019674925,0.14999999,1.0404441,3.2982106,0.45935303,43,0.14999999,10,0.61433995,88570,20.59767441860465,-113.16690966426079,4300,-0.032668546,0.14999999
1.414342,-0.28429556,-100.2673224613298,-111.12474053684737,0.01,-111.12474053684737,0.14999999,100,0.39389655669381524,0.14999999,1.0158256,0.9830898,0.45969296,44,0.14999999,10,1.3097845,90397,20.544772727272726,-113.12049672954686,4400,-0.03835593,0.14999999
3.593662,-0.29412645,-100.2673224613298,-112.44018182602663,0.01,-112.44018182602663,0.14999999,100,0.5651011997540161,0.14999999,1.020516,2.632438,0.46102357,45,0.14999999,10,1.0750309,92398,20.532888888888888,-113.10537862057974,4500,-0.047278915,0.14999999
3.7126212,-0.2772439,-100.2673224613298,-110.63092831227797,0.01,-110.63092831227797,0.14999999,100,0.8532261256658238,0.14999999,1.0077224,2.8656876,0.4732616,46,0.14999999,10,0.99180317,94275,20.494565217391305,-113.05158622257316,4600,-0.073603295,0.14999999
3.8038034,-0.30590078,-100.2673224613298,-110.58721115733148,0.01,-110.58721115733148,0.14999999,100,0.37464022220003956,0.14999999,0.9969266,3.3272254,0.48505893,47,0.14999999,10,1.5610623,96078,20.442127659574467,-112.99915271054675,4700,-0.05624205,0.14999999
4.4863997,-0.31748205,-100.2673224613298,-110.60838394053962,0.01,-110.60838394053962,0.14999999,100,0.3834812903081984,0.14999999,1.0301988,3.4421308,0.4707161,48,0.14999999,10,1.5535247,97953,20.406875,-112.94934502783826,4800,-0.056167625,0.14999999
3.2271998,-0.3086986,-100.2673224613298,-112.39684393964001,0.01,-112.39684393964001,0.14999999,100,0.9633877154387487,0.14999999,1.0646201,2.5602262,0.44721514,49,0.14999999,10,1.559088,99988,20.405714285714286,-112.93806949542608,4900,-0.04207836,0.14999999
3.49593,-0.31815073,-100.2673224613298,-111.72495369954063,0.01,-111.72495369954063,0.14999999,100,0.570663757422575,0.14999999,1.0514234,2.445981,0.4728174,50,0.14999999,10,1.2689962,101950,20.39,-112.91380717950835,5000,-0.053146813,0.14999999
