ReturnMax,MinEpLen,VarJ,NatGrad2Norm,StepSize,BatchSize,AvgRet,Iteration,InvPendulum_std2_higher,ActionIn1,AvgEpLen,TimestepsSoFar,InvPendulum_mu3_higher,NumTrajectories,InvPendulum_mu2_higher,InvPendulum_std0_higher,J,InvPendulum_mu0_higher,NatGradInftyNorm,InvPendulum_std3_higher,InvPendulum_std1_higher,InvPendulum_mu1_higher,ReturnMean
-103.06631525229821,11,0.8049225292358154,3.3089173,2.0,100,-116.78121347828723,16,0.14999999,22.551085,28.9025,46244,24.122915,1600,-11.609322,0.14999999,-116.78121347828723,9.897213,3.173796,0.14999999,0.14999999,0.0735712,-124.44831361927176
-103.06631525229821,11,0.6803201426382465,3.4956436,2.0,100,-117.86239908545312,17,0.14999999,13.499881,28.63470588235294,48679,24.124739,1700,-13.191637,0.14999999,-117.86239908545312,8.897169,2.218437,0.14999999,0.14999999,-6.2740207,-124.06090688198832
-103.06631525229821,11,0.31729661567831224,3.876015,2.0,100,-113.09662967241783,18,0.14999999,11.022362,28.16888888888889,50704,19.687864,1800,-16.887299,0.14999999,-113.09662967241783,11.811197,3.0904331,0.14999999,0.14999999,-3.6201968,-123.45178037034552
-103.06631525229821,11,0.42142845857420985,2.6951513,2.0,100,-113.14725906037698,19,0.14999999,20.830742,27.728421052631578,52684,18.351597,1900,-12.483227,0.14999999,-113.14725906037698,12.653457,2.4231484,0.14999999,0.14999999,2.5606694,-122.90943714350504
-103.06631525229821,11,0.4945403186885825,1.6573446,2.0,100,-115.25600151175058,20,0.14999999,19.489902,27.393,54786,19.29985,2000,-10.399501,0.14999999,-115.25600151175058,13.225883,1.0550473,0.14999999,0.14999999,-2.2856274,-122.52676536191734
-102.93555411907678,11,0.8977422862526072,5.4667635,2.0,100,-116.83909572325824,21,0.14999999,23.05399,27.186190476190475,57091,21.409945,2100,-11.957427,0.14999999,-116.83909572325824,14.843258,3.9197829,0.14999999,0.14999999,-1.0643059,-122.25592395055263
-102.93555411907678,11,0.2774416950922303,5.912901,2.0,100,-111.7697043221329,22,0.14999999,25.42096,26.779545454545456,58915,13.570379,2200,-10.942736,0.14999999,-111.7697043221329,22.300323,5.7446465,0.14999999,0.14999999,0.1381191,-121.77927760380625
-102.93555411907678,11,1.2825086958715268,2.0394957,2.0,100,-119.95862077321459,23,0.14999999,14.640536,26.722173913043477,61461,12.3076725,2300,-8.44487,0.14999999,-119.95862077321459,22.409664,1.6616348,0.14999999,0.14999999,-11.351174,-121.70011861117185
-102.93555411907678,11,1.8127561500815181,3.8712318,2.0,100,-120.03665277705043,24,0.14999999,22.256649,26.62625,63903,12.83857,2400,-5.1216,0.14999999,-120.03665277705043,23.410847,2.7245502,0.14999999,0.14999999,-9.27516,-121.6308075347501
-102.93555411907678,11,1.0662531672929594,6.080424,2.0,100,-115.0805982600215,25,0.14999999,22.206188,26.3692,65923,14.566535,2500,-6.5340004,0.14999999,-115.0805982600215,18.38369,5.3640757,0.14999999,0.14999999,-3.8260593,-121.368799163761
-102.93555411907678,11,0.4537902382963585,3.7783265,2.0,100,-113.25330059130684,26,0.14999999,19.374134,26.14846153846154,67986,17.039845,2600,-17.262152,0.14999999,-113.25330059130684,23.548428,3.2912774,0.14999999,0.14999999,-3.8610592,-121.05666460328199
-102.93555411907678,11,0.5545909947371566,2.7629333,2.0,100,-114.03464709142509,27,0.14999999,17.354082,25.964074074074073,70103,18.332464,2700,-17.783922,0.14999999,-114.03464709142509,26.987885,2.3391752,0.14999999,0.14999999,-10.443614,-120.7965898806206
-102.19750710678552,11,0.5096928159377943,2.9172287,2.0,100,-113.60088876038175,28,0.14999999,15.596733,25.776785714285715,72175,18.885231,2800,-17.371864,0.14999999,-113.60088876038175,22.309534,2.1010237,0.14999999,0.14999999,-7.5847864,-120.53960055489779
-102.19750710678552,11,0.5338017210138744,2.45085,2.0,100,-113.78142995268271,29,0.14999999,20.810856,25.59862068965517,74236,23.087278,2900,-19.623833,0.14999999,-113.78142995268271,25.602396,2.0784767,0.14999999,0.14999999,-8.269908,-120.30656018930416
-102.19750710678552,11,0.7897701440406947,5.2792997,2.0,100,-116.28484172102921,30,0.14999999,16.24105,25.519333333333332,76558,21.76472,3000,-17.73165,0.14999999,-116.28484172102921,24.412064,4.9453406,0.14999999,0.14999999,-12.426861,-120.17250290702835
-102.19750710678552,11,0.9802620757170013,4.1576166,2.0,100,-115.57658225178126,31,0.14999999,31.245615,25.376774193548385,78668,31.655403,3100,-15.980064,0.14999999,-115.57658225178126,24.809465,3.1389418,0.14999999,0.14999999,-9.196927,-120.02424740202036
-102.19750710678552,11,2.587724231053988,1.8069625,2.0,100,-121.72774142353137,32,0.14999999,36.371616,25.4090625,81309,31.316553,3200,-12.703242,0.14999999,-121.72774142353137,31.087349,1.3321694,0.14999999,0.14999999,-13.541912,-120.07748159019258
-102.19750710678552,11,1.7352921868423765,3.5218613,2.0,100,-118.63797199316677,33,0.14999999,33.86345,25.35878787878788,83684,29.471027,3300,-15.367581,0.14999999,-118.63797199316677,32.375645,2.9545827,0.14999999,0.14999999,-12.595298,-120.0338600872524
-102.19750710678552,11,2.1386997775972802,2.944113,2.0,100,-119.14697499374623,34,0.14999999,40.83154,25.328235294117647,86116,32.876526,3400,-16.13192,0.14999999,-119.14697499374623,38.28481,2.460214,0.14999999,0.14999999,-14.180909,-120.00777523156106
-102.19750710678552,11,2.134121800133172,3.501238,2.0,100,-118.63907057750961,35,0.14999999,41.029076,25.300857142857144,88553,31.824217,3500,-19.137331,0.14999999,-118.63907057750961,43.20524,3.2619245,0.14999999,0.14999999,-14.74725,-119.96866938430242
-102.19750710678552,11,1.250173841296878,1.9082569,2.0,100,-116.45978646257338,36,0.14999999,46.440292,25.21361111111111,90769,32.58697,3600,-19.044388,0.14999999,-116.45978646257338,40.779617,1.6657952,0.14999999,0.14999999,-8.2234,-119.8712004142544
-102.19750710678552,11,0.6095960247326911,4.386061,2.0,100,-114.6320226191578,37,0.14999999,39.750458,25.08810810810811,92826,31.069891,3700,-22.375978,0.14999999,-114.6320226191578,39.867966,3.120311,0.14999999,0.14999999,-8.801018,-119.72960101438693
-102.19750710678552,11,0.37210023651686375,2.881843,2.0,100,-111.69452549572577,38,0.14999999,38.31158,24.91763157894737,94687,28.952246,3800,-28.6166,0.14999999,-111.69452549572577,45.58715,1.8751749,0.14999999,0.14999999,-7.9003043,-119.51815165863269
-102.19750710678552,11,0.5607371216377133,2.5924387,2.0,100,-113.78839603543157,39,0.14999999,39.429634,24.814615384615383,96777,32.702595,3900,-29.7354,0.14999999,-113.78839603543157,42.072376,2.4382944,0.14999999,0.14999999,-5.544546,-119.37123484778138
-102.17745519495344,11,0.33172835740992673,1.7700549,2.0,100,-112.58266548231406,40,0.14999999,46.280308,24.67025,98681,37.579185,4000,-28.448393,0.14999999,-112.58266548231406,43.080345,1.137025,0.14999999,0.14999999,-6.1998663,-119.2015206136447
-102.17745519495344,11,0.4849621733393126,2.9538832,2.0,100,-113.66452431027614,41,0.14999999,42.263733,24.559756097560975,100695,35.305134,4100,-28.826212,0.14999999,-113.66452431027614,44.74058,1.9641867,0.14999999,0.14999999,-8.312199,-119.06647192331863
-102.17745519495344,11,0.9746836999677454,4.5361958,2.0,100,-116.8704837501446,42,0.14999999,43.786358,24.523809523809526,103000,34.23747,4200,-25.054209,0.14999999,-116.8704837501446,46.76584,3.0842092,0.14999999,0.14999999,-12.240572,-119.01418649062401
-102.17745519495344,11,0.319570354492509,3.9571552,2.0,100,-112.1217248030346,43,0.14999999,43.5632,24.399302325581395,104917,32.4389,4300,-31.222628,0.14999999,-112.1217248030346,49.197594,2.9064388,0.14999999,0.14999999,-6.315151,-118.85389668393589
-102.17745519495344,11,0.35917658383077755,1.4594878,2.0,100,-111.80093668419823,44,0.14999999,43.13388,24.28090909090909,106836,31.507633,4400,-31.992796,0.14999999,-111.80093668419823,43.964397,1.0925964,0.14999999,0.14999999,-0.50227356,-118.69360213848731
-102.17745519495344,11,0.3181846480875942,3.299896,2.0,100,-111.61609200603704,45,0.14999999,40.299538,24.160444444444444,108722,29.982515,4500,-32.082775,0.14999999,-111.61609200603704,45.152367,2.4972565,0.14999999,0.14999999,-2.6874664,-118.53632413554396
-102.17745519495344,11,0.15172615023060307,3.9244378,2.0,100,-110.26425535841231,46,0.14999999,36.32328,24.01891304347826,110487,24.988003,4600,-30.932827,0.14999999,-110.26425535841231,42.183067,3.1396656,0.14999999,0.14999999,0.22337246,-118.35649655343241
-102.17745519495344,11,0.33813852651917053,4.165527,2.0,100,-112.06804132016003,47,0.14999999,33.43188,23.91723404255319,112411,28.799976,4700,-29.54517,0.14999999,-112.06804132016003,39.791813,3.4746768,0.14999999,0.14999999,-6.0559587,-118.22269963357553
-102.17745519495344,11,0.3678397198294689,4.688874,2.0,100,-111.91608916896713,48,0.14999999,34.300884,23.831041666666668,114389,29.168743,4800,-33.134933,0.14999999,-111.91608916896713,46.741165,3.3959548,0.14999999,0.14999999,-8.900347,-118.09131191556286
-102.17745519495344,11,0.18023718176538753,3.0614693,2.0,100,-110.87891508686835,49,0.14999999,40.166695,23.71387755102041,116198,32.402176,4900,-38.57869,0.14999999,-110.87891508686835,53.533073,2.1659725,0.14999999,0.14999999,-7.587892,-117.94412014354872
-102.17745519495344,10,0.329599829830804,3.3184123,2.0,100,-112.45181483884106,50,0.14999999,36.920525,23.633,118165,30.696115,5000,-34.246746,0.14999999,-112.45181483884106,50.430218,2.3910234,0.14999999,0.14999999,-10.075116,-117.83427403745456
