InvPendulum_mu2_higher,NumTrajectories,InvPendulum_mu3_higher,InvPendulum_mu0_higher,TimestepsSoFar,MinEpLen,Iteration,ActionIn1,NatGrad2Norm,AvgRet,InvPendulum_mu1_higher,BatchSize,InvPendulum_std3_higher,AvgEpLen,StepSize,VarJ,InvPendulum_std2_higher,NatGradInftyNorm,ReturnMax,InvPendulum_std0_higher,J,InvPendulum_std1_higher,ReturnMean
0.18209079,1100,-0.819332,0.90595156,24228,10,11,-0.39532834,2.1394234,-106.32920822109509,-0.11475524,100,0.14999999,22.025454545454547,0.1,0.19255382588293304,0.14999999,1.585357,-77.89813171409799,0.14999999,-106.32920822109509,0.14999999,-111.7769856548286
0.12813011,1200,-0.7002147,0.74741584,26537,10,12,0.283288,2.693287,-107.07171693292237,-0.17422846,100,0.14999999,22.114166666666666,0.1,0.21672383481397567,0.14999999,2.0091896,-77.89813171409799,0.14999999,-107.07171693292237,0.14999999,-111.38487992800306
-0.07278885,1300,-0.66338485,0.81594896,28374,10,13,-0.5451516,2.4769838,-107.01688025956581,-0.0126231015,100,0.14999999,21.826153846153847,0.1,0.09656395130828593,0.14999999,1.699343,-77.89813171409799,0.14999999,-107.01688025956581,0.14999999,-111.0488799535079
-0.01936353,1400,-0.50732636,0.6460147,30513,10,14,0.42732596,1.9180992,-106.82024755984477,0.059959926,100,0.14999999,21.795,0.1,0.15882180406329402,0.14999999,1.4399604,-77.89813171409799,0.14999999,-106.82024755984477,0.14999999,-110.74683478253195
-0.116333164,1500,-0.6513224,0.6844753,32546,10,15,-0.21861267,3.0472877,-106.80732190620283,-0.011969589,100,0.14999999,21.697333333333333,0.1,0.2037320927234276,0.14999999,2.1075425,-77.89813171409799,0.14999999,-106.80732190620283,0.14999999,-110.48420059077668
-0.17819352,1600,-0.5965509,0.88847446,34686,10,16,-0.09424439,3.5973866,-107.51281375524876,-0.22272384,100,0.14999999,21.67875,0.1,0.17261984738350095,0.14999999,2.3784456,-77.89813171409799,0.14999999,-107.51281375524876,0.14999999,-110.2984889135562
-0.052141577,1700,-0.75771886,1.126319,37529,10,17,0.20746684,4.870518,-105.40367383878852,-0.39872855,100,0.14999999,22.075882352941175,0.1,0.5626533637717979,0.14999999,3.3276236,-77.89813171409799,0.14999999,-105.40367383878852,0.14999999,-110.01055861504045
-0.20522109,1800,-1.0337477,1.2902198,39420,10,18,0.20401335,4.305486,-106.34449433108604,-0.06596619,100,0.14999999,21.9,0.1,0.168287297796271,0.14999999,3.8476257,-77.89813171409799,0.14999999,-106.34449433108604,0.14999999,-109.80688837704297
-0.5899837,1900,-1.1337693,1.4554361,41204,10,19,-0.5672408,1.7815534,-107.04284764185306,-0.06057034,100,0.14999999,21.686315789473685,0.1,0.10579949534959918,0.14999999,1.258144,-77.89813171409799,0.14999999,-107.04284764185306,0.14999999,-109.66141254887509
-0.51130664,2000,-1.0079548,1.3574878,43168,10,20,-0.62360513,4.8694644,-107.30104436959188,-0.07180049,100,0.14999999,21.584,0.1,0.07793340838733871,0.14999999,3.2271156,-77.89813171409799,0.14999999,-107.30104436959188,0.14999999,-109.54339413991092
-0.24935901,2100,-0.68524325,1.6054223,44884,10,21,0.56906945,1.9194444,-107.46350235959363,-0.018078588,100,0.14999999,21.373333333333335,0.1,0.05663298556507052,0.14999999,1.5990813,-77.89813171409799,0.14999999,-107.46350235959363,0.14999999,-109.44435167418152
-0.3071954,2200,-0.84515136,1.6314915,46479,10,22,0.46312773,1.7527511,-106.99449545800366,0.067053124,100,0.14999999,21.12681818181818,0.1,0.06344475244457475,0.14999999,1.2978513,-77.89813171409799,0.14999999,-106.99449545800366,0.14999999,-109.33299457344619
-0.33349302,2300,-0.786157,1.5329762,48044,10,23,0.76506597,2.8233485,-106.98526694520127,0.19683826,100,0.14999999,20.88869565217391,0.1,0.06316381216324819,0.14999999,1.7893932,-77.89813171409799,0.14999999,-106.98526694520127,0.14999999,-109.23091945917466
-0.1545537,2400,-0.63223726,1.4169908,49648,10,24,0.4601624,2.3236928,-107.26995970262773,0.29955035,100,0.14999999,20.686666666666667,0.1,0.06391157718578955,0.14999999,1.5482329,-77.89813171409799,0.14999999,-107.26995970262773,0.14999999,-109.14921280265186
-0.24525166,2500,-0.53612155,1.5290661,51143,10,25,1.01563,2.993305,-107.49477943128319,0.45437366,100,0.14999999,20.4572,0.1,0.06852175000577505,0.14999999,1.7168185,-77.89813171409799,0.14999999,-107.49477943128319,0.14999999,-109.08303546779712
-0.4169335,2600,-0.364995,1.6752928,52737,10,26,1.5117934,3.9341793,-107.98925330667961,0.35712382,100,0.14999999,20.283461538461538,0.1,0.09467363711903932,0.14999999,3.4754097,-77.89813171409799,0.14999999,-107.98925330667961,0.14999999,-109.04096692313874
-0.4788597,2700,-0.017454028,1.8372766,54384,10,27,1.9600143,2.442371,-108.7613058051814,0.2945192,100,0.14999999,20.142222222222223,0.1,0.10598011498255562,0.14999999,1.5769281,-77.89813171409799,0.14999999,-108.7613058051814,0.14999999,-109.03060910395514
-0.6365525,2800,-0.009641985,1.7261631,56004,10,28,1.4695343,3.48933,-108.70446058602673,0.44411033,100,0.14999999,20.001428571428573,0.1,0.10449957476184395,0.14999999,2.5531814,-77.89813171409799,0.14999999,-108.70446058602673,0.14999999,-109.01896094260056
-0.6434773,2900,0.08424855,1.470845,57568,10,29,1.4712508,3.1553464,-108.04742341050431,0.66252166,100,0.14999999,19.85103448275862,0.1,0.08714176074389914,0.14999999,2.9180496,-77.89813171409799,0.14999999,-108.04742341050431,0.14999999,-108.98545964839033
-0.72119194,3000,-0.20755643,1.3901992,59144,10,30,1.5076244,2.3098147,-108.11377967460703,0.70574963,100,0.14999999,19.714666666666666,0.1,0.06911934092586339,0.14999999,1.5550712,-77.89813171409799,0.14999999,-108.11377967460703,0.14999999,-108.95640364926425
-0.5978909,3100,-0.052049294,1.3310717,60709,10,31,1.5779073,3.7158031,-108.14025959232909,0.6034228,100,0.14999999,19.583548387096773,0.1,0.09506492261141926,0.14999999,2.339389,-77.89813171409799,0.14999999,-108.14025959232909,0.14999999,-108.93007642162117
-0.40367472,3200,-0.2859882,1.3582473,62234,10,32,1.4021595,1.2206842,-107.53572048140552,0.8152862,100,0.14999999,19.448125,0.1,0.05414740025322459,0.14999999,0.8985992,-77.89813171409799,0.14999999,-107.53572048140552,0.14999999,-108.88650279848942
-0.39671183,3300,-0.19612828,1.4006381,63724,10,33,1.5944469,3.1190917,-107.39186275278252,0.744714,100,0.14999999,19.31030303030303,0.1,0.08751649056987362,0.14999999,2.9465265,-77.89813171409799,0.14999999,-107.39186275278252,0.14999999,-108.84121067589224
-0.102059156,3400,-0.1946742,1.4661555,65227,10,34,2.5294693,2.4736538,-107.68087864646644,0.8232794,100,0.14999999,19.18441176470588,0.1,0.08939216471331327,0.14999999,1.5579109,-77.89813171409799,0.14999999,-107.68087864646644,0.14999999,-108.80708326326207
-0.18653426,3500,-0.043500334,1.6219466,66727,10,35,1.6572582,1.8970336,-107.87809964019719,0.7400376,100,0.14999999,19.064857142857143,0.1,0.07931448254944452,0.14999999,1.4689413,-77.89813171409799,0.14999999,-107.87809964019719,0.14999999,-108.78054087403167
-0.039640114,3600,0.045503408,1.5419331,68319,10,36,2.3247123,6.261364,-108.32937728761708,0.7492929,100,0.14999999,18.9775,0.1,0.1421319285670508,0.14999999,5.0234523,-77.89813171409799,0.14999999,-108.32937728761708,0.14999999,-108.7680085521868
-0.20500685,3700,-0.1889459,1.7814814,69774,10,37,2.371672,3.5411315,-107.31969964749655,1.2516382,100,0.14999999,18.857837837837838,0.1,0.06297426743837688,0.14999999,3.216761,-77.89813171409799,0.14999999,-107.31969964749655,0.14999999,-108.72886506827626
0.11666925,3800,-0.06231557,1.8579581,71241,10,38,3.4438276,3.1735883,-107.41309166185378,1.2576938,100,0.14999999,18.747631578947367,0.1,0.05123979529327184,0.14999999,2.6997097,-77.89813171409799,0.14999999,-107.41309166185378,0.14999999,-108.69423945231777
0.19954197,3900,0.01964385,1.7385969,72711,10,39,3.1993415,2.2599905,-107.08232177025006,1.5276648,100,0.14999999,18.643846153846155,0.1,0.056907092995663815,0.14999999,1.798439,-77.89813171409799,0.14999999,-107.08232177025006,0.14999999,-108.65290822970064
0.21626064,4000,-0.16020006,1.873643,74146,10,40,3.707703,6.1851826,-106.98821840980676,1.5423195,100,0.14999999,18.5365,0.1,0.05755213635314828,0.14999999,5.451788,-77.89813171409799,0.14999999,-106.98821840980676,0.14999999,-108.6112909842033
0.17504576,4100,-0.7053789,1.9268022,75644,10,41,3.1999986,4.561507,-106.8329050915637,1.2580304,100,0.14999999,18.449756097560975,0.1,0.03671869747790586,0.14999999,3.356808,-77.89813171409799,0.14999999,-106.8329050915637,0.14999999,-108.56791571852916
0.003679797,4200,-0.36969808,1.9580493,77085,10,42,2.1458688,5.522977,-107.08036873142011,1.0029829,100,0.14999999,18.353571428571428,0.1,0.06286579833042275,0.14999999,3.326136,-77.89813171409799,0.14999999,-107.08036873142011,0.14999999,-108.53249793312182
0.31247318,4300,-0.35363272,2.290663,78652,10,43,2.6278093,2.9816093,-108.42368099435868,0.68867487,100,0.14999999,18.291162790697676,0.1,0.08577423698498658,0.14999999,1.8825057,-77.89813171409799,0.14999999,-108.42368099435868,0.14999999,-108.52996730663895
0.5007237,4400,-0.24388285,2.4682407,80176,10,44,4.137002,2.4148583,-107.69172669259464,0.78808725,100,0.14999999,18.221818181818183,0.1,0.07584477405422783,0.14999999,1.4757093,-77.89813171409799,0.14999999,-107.69172669259464,0.14999999,-108.51091638359249
0.36345437,4500,-0.2708745,2.6158116,81725,10,45,3.7343962,5.645464,-107.56699819892219,0.91834396,100,0.14999999,18.16111111111111,0.1,0.06290256112262067,0.14999999,3.7908828,-77.89813171409799,0.14999999,-107.56699819892219,0.14999999,-108.48994042393315
0.6775419,4600,-0.08500764,2.4113433,83369,10,46,3.7344959,1.9078184,-108.69996588012684,0.5392557,100,0.14999999,18.123695652173915,0.1,0.09851708759988115,0.14999999,1.135359,-77.89813171409799,0.14999999,-108.69996588012684,0.14999999,-108.49450619471996
0.660261,4700,0.024805538,2.2978075,85051,10,47,3.3468933,1.8243,-108.19378327481958,0.43366334,100,0.14999999,18.095957446808512,0.1,0.09591097763241364,0.14999999,1.7433888,-77.89813171409799,0.14999999,-108.19378327481958,0.14999999,-108.48810783472209
0.6710005,4800,0.0587251,2.4721463,86636,10,48,4.616193,2.196502,-108.42418251997437,0.47392237,100,0.14999999,18.049166666666668,0.1,0.08358944503004696,0.14999999,1.6633899,-77.89813171409799,0.14999999,-108.42418251997437,0.14999999,-108.48677605733151
0.5046615,4900,0.16206467,2.3879385,88253,10,49,3.080217,4.2495675,-109.17373560525013,0.4209362,100,0.14999999,18.010816326530612,0.1,0.1852870647254438,0.14999999,2.747165,-77.89813171409799,0.14999999,-109.17373560525013,0.14999999,-108.50079563994208
0.7548572,5000,0.012060538,2.1132221,89823,10,50,3.610032,2.2408526,-107.89307869906548,0.5624282,100,0.14999999,17.9646,0.1,0.09219872928985977,0.14999999,1.6858537,-77.89813171409799,0.14999999,-107.89307869906548,0.14999999,-108.48864130112455
