MinEpLen,ReturnMax,InvPendulum_std1_higher,InvPendulum_mu1_higher,VarJ,NatGrad2Norm,AvgEpLen,NatGradInftyNorm,TimestepsSoFar,AvgRet,NumTrajectories,InvPendulum_std0_higher,InvPendulum_mu2_higher,ActionIn1,InvPendulum_std3_higher,J,InvPendulum_mu0_higher,InvPendulum_mu3_higher,ReturnMean,Iteration,InvPendulum_std2_higher,BatchSize,StepSize
10,-97.60241650347758,0.14999999,2.806032,0.09421269418646785,2.085222,17.784545454545455,1.4000827,19563,-108.31970960111028,1100,0.14999999,-6.1798487,-1.863318,0.14999999,-108.31970960111028,5.814848,-3.7550657,-110.02508465302049,11,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,2.3038263,0.08420521031073205,2.6927571,17.651666666666667,2.068961,21182,-108.08161140437127,1200,0.14999999,-6.7066298,-2.0239153,0.14999999,-108.08161140437127,4.451686,-2.3549829,-109.86312854896639,12,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,3.858357,0.10133537930035529,2.5477226,17.56923076923077,1.677277,22840,-108.58373107176207,1300,0.14999999,-8.775591,-2.3826687,0.14999999,-108.58373107176207,5.011061,-1.8641922,-109.76471335841222,13,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,4.745213,0.08642050417812511,1.8682272,17.515,1.3095534,24521,-108.16943337772446,1400,0.14999999,-8.269356,-0.18329032,0.14999999,-108.16943337772446,3.333784,-0.24097192,-109.65076478836309,14,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,3.9979875,0.08311004098156081,3.002014,17.424666666666667,2.0428753,26137,-108.14148631839899,1500,0.14999999,-9.280294,-3.180922,0.14999999,-108.14148631839899,3.7753725,-1.5505253,-109.55014622369882,15,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,1.9551122,0.07281328421725851,3.5989826,17.340625,2.3981552,27745,-107.77156115950352,1600,0.14999999,-9.9365425,-3.092707,0.14999999,-107.77156115950352,5.7704396,-0.8964659,-109.43898465718661,16,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,0.08253956,0.08857152399512323,5.08835,17.289411764705882,3.3626385,29392,-108.437139949781,1700,0.14999999,-8.801843,-2.7090354,0.14999999,-108.437139949781,8.168594,-2.4480634,-109.38005261557451,17,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,3.445178,0.07597535573482525,4.3437304,17.2,3.8458989,30960,-107.57545118238394,1800,0.14999999,-10.4309845,-1.9439807,0.14999999,-107.57545118238394,10.120625,-5.297527,-109.27979698039726,18,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,3.6026154,0.058734121313494383,1.8217393,17.18,1.30918,32642,-108.05567196021615,1900,0.14999999,-14.276883,-5.1616974,0.14999999,-108.05567196021615,11.930242,-6.1793184,-109.21536934775614,19,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,3.4183564,0.07396858337445245,4.9076014,17.139,3.2243598,34278,-108.04147032612123,2000,0.14999999,-13.555123,-4.491337,0.14999999,-108.04147032612123,10.905599,-4.870138,-109.1566743966744,20,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,4.0411406,0.07423761592763847,1.9049264,17.08142857142857,1.5384781,35871,-107.72579037483493,2100,0.14999999,-10.929222,4.818844,0.14999999,-107.72579037483493,13.436377,-1.6457784,-109.0885370623011,21,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,4.9159746,0.07642545270212152,1.692309,17.046363636363637,1.2850649,37502,-108.10198382426954,2200,0.14999999,-11.557833,3.8455374,0.14999999,-108.10198382426954,13.754723,-3.1842566,-109.04369373329965,22,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,6.2010393,0.10151641769471813,2.8467662,17.02521739130435,1.7255045,39158,-108.4640128562784,2300,0.14999999,-11.892102,4.792865,0.14999999,-108.4640128562784,12.902007,-2.57298,-109.01849021690744,23,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,7.3440504,0.07309071315313895,2.4473126,16.9925,1.6143384,40782,-108.15942729481263,2400,0.14999999,-10.166597,7.5795536,0.14999999,-108.15942729481263,11.818163,-0.94647443,-108.98269592848682,24,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,8.958389,0.0847660921538786,3.0355127,16.9652,1.7552148,42413,-107.67360189241728,2500,0.14999999,-11.124367,10.736344,0.14999999,-107.67360189241728,12.99083,0.09792948,-108.93033216704403,25,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,7.957058,0.07102153168377612,3.9463,16.948846153846155,3.4962485,44067,-107.96751876571416,2600,0.14999999,-12.851389,11.676653,0.14999999,-107.96751876571416,14.456534,1.8531443,-108.89330088237749,26,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,7.434518,0.08117185339423447,2.3556857,16.911851851851853,1.565873,45662,-108.04384446019863,2700,0.14999999,-13.615134,15.528822,0.14999999,-108.04384446019863,16.035513,5.349393,-108.8618395334079,27,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,8.805968,0.08201311557696625,3.5039456,16.88,2.5643296,47264,-108.19865144278387,2800,0.14999999,-15.181007,14.078844,0.14999999,-108.19865144278387,14.952171,5.5562553,-108.83815424445704,28,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,10.990233,0.06542920096530239,3.1349201,16.85551724137931,2.858382,48881,-107.65511958674759,2900,0.14999999,-15.151813,14.643986,0.14999999,-107.65511958674759,12.387842,6.5206103,-108.79735994591535,29,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,11.366177,0.058641316877214085,2.289877,16.83,1.4839975,50490,-107.60791445203887,3000,0.14999999,-15.982253,10.865345,0.14999999,-107.60791445203887,11.47877,3.6622283,-108.75771176278614,30,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,10.334565,0.07162929061670657,3.6058474,16.802903225806453,2.2109323,52089,-107.91621919415158,3100,0.14999999,-14.701672,11.970572,0.14999999,-107.91621919415158,10.8981,5.146226,-108.73056684121727,31,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,12.432571,0.07792583187977847,1.2339139,16.7753125,0.9453373,53681,-107.49675779043702,3200,0.14999999,-12.784936,13.595297,0.14999999,-107.49675779043702,11.094078,2.9352937,-108.69201030838039,32,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,11.735478,0.09503099456639573,3.0697339,16.76969696969697,2.8951733,55340,-108.15229761047839,3300,0.14999999,-12.749685,14.378865,0.14999999,-108.15229761047839,11.470508,3.880631,-108.67565537814093,33,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,12.632548,0.09320253918591398,2.523333,16.758529411764705,1.5884072,56979,-108.11162448507159,3400,0.14999999,-9.854512,19.24104,0.14999999,-108.11162448507159,11.946648,3.9795883,-108.65906623422713,34,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,11.770743,0.0923104912544122,1.8790783,16.73857142857143,1.4011041,58585,-108.15466113633143,3500,0.14999999,-10.694938,19.663383,0.14999999,-108.15466113633143,13.535055,5.527215,-108.64465466000155,35,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,11.886607,0.09509736460533441,6.1250772,16.721944444444443,4.9326854,60199,-108.0170973990422,3600,0.14999999,-9.293834,21.852522,0.14999999,-108.0170973990422,12.742489,6.4896374,-108.62722251386379,36,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,16.819292,0.07600239788355026,3.5522323,16.701621621621623,3.2142308,61796,-107.97632642340469,3700,0.14999999,-10.926797,24.988598,0.14999999,-107.97632642340469,15.100602,4.262998,-108.60963072763515,37,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,16.904482,0.08347783401925404,3.1124163,16.663684210526316,2.6660542,63322,-107.90919820668827,3800,0.14999999,-7.7125664,30.845697,0.14999999,-107.90919820668827,15.757384,5.6225767,-108.59119829287339,38,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,19.570536,0.09373028847003556,2.2354498,16.622820512820514,1.751375,64829,-107.8014244075684,3900,0.14999999,-6.965436,33.380424,0.14999999,-107.8014244075684,14.605557,6.4558716,-108.57094768042967,39,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,19.757536,0.06502637970352762,6.2360916,16.5715,5.4854164,66286,-107.51874900951931,4000,0.14999999,-6.758442,33.90575,0.14999999,-107.51874900951931,15.966478,4.7044964,-108.54464271365693,40,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,16.871723,0.07504097760391225,4.594821,16.53390243902439,3.3254657,67789,-107.62778056060837,4100,0.14999999,-7.236252,25.859299,0.14999999,-107.62778056060837,16.45925,-0.78092,-108.52228022211915,41,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,14.2890835,0.06913603754359117,5.6644793,16.507857142857144,3.363943,69333,-107.50691545935965,4200,0.14999999,-9.033592,24.201546,0.14999999,-107.50691545935965,16.850655,2.5445457,-108.49810487062487,42,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,11.038796,0.09177080194576595,3.0674295,16.47046511627907,1.9386728,70823,-107.68812110045245,4300,0.14999999,-5.8430624,27.806883,0.14999999,-107.68812110045245,20.214598,2.7069209,-108.4792680387604,43,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,12.033316,0.0741237189629989,2.4268348,16.4275,1.4627461,72281,-107.7530366251352,4400,0.14999999,-3.9043896,34.65426,0.14999999,-107.7530366251352,22.037346,3.864155,-108.46276277935982,44,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,13.295254,0.06483405920179075,5.6209364,16.391555555555556,3.760893,73762,-107.53191457570924,4500,0.14999999,-5.337869,35.109055,0.14999999,-107.53191457570924,23.500092,3.5439193,-108.44207726372315,45,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,9.534361,0.11324977143051237,1.8723347,16.36391304347826,1.1487935,75274,-108.60772238887566,4600,0.14999999,-2.2008219,34.385536,0.14999999,-108.60772238887566,21.459976,5.4006567,-108.44567824470471,46,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,8.479624,0.10692734509071158,1.7407274,16.33063829787234,1.6592411,76754,-108.70967969341018,4700,0.14999999,-2.3360913,32.812927,0.14999999,-108.70967969341018,20.311182,6.4278574,-108.45129529680484,47,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,8.822046,0.09689211621262213,2.2230394,16.31833333333333,1.7196254,78328,-109.39057061368925,4800,0.14999999,-2.3428388,36.21758,0.14999999,-109.39057061368925,21.970423,6.827548,-108.47086353257326,48,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,8.1747875,0.11727966683336914,4.291565,16.305102040816326,2.9167066,79895,-109.26478622869959,4900,0.14999999,-4.062464,32.60256,0.14999999,-109.26478622869959,21.130503,7.7551165,-108.48706603657585,49,0.14999999,100,1.0
10,-97.60241650347758,0.14999999,9.588943,0.1146999371740229,2.3684077,16.2856,1.7805461,81428,-109.16980536809518,5000,0.14999999,-1.7119665,32.46879,0.14999999,-109.16980536809518,18.213797,6.210553,-108.50072082320624,50,0.14999999,100,1.0
