InvPendulum_std2_higher,ReturnMax,J,ReturnMean,ActionIn1,NatGrad2Norm,InvPendulum_mu2_higher,InvPendulum_mu3_higher,VarJ,BatchSize,InvPendulum_std3_higher,Iteration,InvPendulum_std0_higher,AvgRet,TimestepsSoFar,NatGradInftyNorm,MinEpLen,AvgEpLen,InvPendulum_mu0_higher,StepSize,InvPendulum_mu1_higher,NumTrajectories,InvPendulum_std1_higher
0.14999999,-101.9649561866502,-108.21948827086871,-120.11563243871177,-3.348659,2.474682,-3.0302925,0.5132459,0.08571395099866541,100,0.14999999,11,0.14999999,-108.21948827086871,34325,2.1663406,10,31.204545454545453,0.09297532,0.1,-0.915731,1100,0.14999999
0.14999999,-101.9649561866502,-107.87217673129474,-119.09534446309367,-3.4585867,1.1060685,-3.0643032,0.29661182,0.07730700514099657,100,0.14999999,12,0.14999999,-107.87217673129474,35965,0.7715885,10,29.970833333333335,-0.021396063,0.1,-0.9072076,1200,0.14999999
0.14999999,-101.9649561866502,-108.51028182249263,-118.28110887535512,-3.8828459,2.5093377,-3.1369193,0.21945296,0.09647867055704587,100,0.14999999,13,0.14999999,-108.51028182249263,37623,1.658692,10,28.94076923076923,-0.037221864,0.1,-0.93471813,1300,0.14999999
0.14999999,-101.9649561866502,-108.47806860090239,-117.58089171289423,-4.0657835,4.4609804,-3.0569506,0.13973835,0.10815004398586449,100,0.14999999,14,0.14999999,-108.47806860090239,39256,2.935126,10,28.04,-0.18790619,0.1,-0.7688489,1400,0.14999999
0.14999999,-101.9649561866502,-108.0906690368379,-116.94821020115712,-4.5515466,1.4151973,-3.2939353,-0.15377426,0.09214018191053608,100,0.14999999,15,0.14999999,-108.0906690368379,40847,0.95576507,10,27.231333333333332,-0.37194204,0.1,-0.9199212,1500,0.14999999
0.14999999,-101.9649561866502,-108.16500648119802,-116.39925996865968,-4.8947706,3.0791883,-3.1983588,-0.1985012,0.09900710602319956,100,0.14999999,16,0.14999999,-108.16500648119802,42439,1.7644775,10,26.524375,-0.40654048,0.1,-0.8321977,1600,0.14999999
0.14999999,-101.9649561866502,-107.95045434039697,-115.9022714022913,-4.311418,3.515666,-3.3373902,-0.33339202,0.09090942559839346,100,0.14999999,17,0.14999999,-107.95045434039697,44071,2.6544006,10,25.924117647058825,-0.5682655,0.1,-0.65575,1700,0.14999999
0.14999999,-101.9649561866502,-108.16453692257326,-115.47239726452918,-4.0691366,3.0937138,-3.4105856,-0.38481966,0.0909572093418713,100,0.14999999,18,0.14999999,-108.16453692257326,45722,3.0226145,10,25.40111111111111,-0.30282542,0.1,-0.4432923,1800,0.14999999
0.14999999,-101.9649561866502,-108.14232160639405,-115.08660380883785,-3.953563,3.0217009,-3.1083243,-0.33321783,0.07709676045285259,100,0.14999999,19,0.14999999,-108.14232160639405,47347,2.6622846,10,24.919473684210526,-0.29923078,0.1,-0.48419464,1900,0.14999999
0.14999999,-101.9649561866502,-107.48995762887105,-114.70677149983952,-4.351557,2.6747746,-2.9975967,-0.40525842,0.06925460276570926,100,0.14999999,20,0.14999999,-107.48995762887105,48911,2.0053144,10,24.4555,-0.56545925,0.1,-0.42961714,2000,0.14999999
0.14999999,-101.9649561866502,-107.82466877363295,-114.37905232240112,-4.284171,1.7134243,-3.1981282,-0.4561341,0.08925432116129145,100,0.14999999,21,0.14999999,-107.82466877363295,50527,1.0904963,10,24.06047619047619,-0.5013793,0.1,-0.58657813,2100,0.14999999
0.14999999,-101.9649561866502,-107.98019439988398,-114.08819514410487,-4.2315,3.3221378,-3.096125,-0.45924452,0.0775356539299847,100,0.14999999,22,0.14999999,-107.98019439988398,52180,2.4112272,10,23.71818181818182,-0.5853557,0.1,-0.4775285,2200,0.14999999
0.14999999,-101.9649561866502,-107.83492349916246,-113.8163137682378,-4.030614,2.919441,-3.0261288,-0.2181218,0.08615286411802557,100,0.14999999,23,0.14999999,-107.83492349916246,53829,2.026391,10,23.403913043478262,-0.7158456,0.1,-0.30346316,2300,0.14999999
0.14999999,-101.9649561866502,-107.65362551175929,-113.55953509088455,-3.5540936,1.9503427,-3.0521016,-0.01551044,0.07919571833042388,100,0.14999999,24,0.14999999,-107.65362551175929,55441,1.5416626,10,23.100416666666668,-0.66642076,0.1,-0.10082406,2400,0.14999999
0.14999999,-101.9649561866502,-107.87081740569269,-113.33198638347687,-4.391038,5.213392,-3.0693521,-0.044606213,0.09241055044952137,100,0.14999999,25,0.14999999,-107.87081740569269,57074,4.6037316,10,22.8296,-0.7809938,0.1,-0.25499034,2500,0.14999999
0.14999999,-101.9649561866502,-108.20006997163073,-113.13460498302125,-3.6717696,1.2503028,-2.608979,-0.15707886,0.08711523999611297,100,0.14999999,26,0.14999999,-108.20006997163073,58731,0.9705337,10,22.588846153846156,-0.5648173,0.1,-0.2766398,2600,0.14999999
0.14999999,-101.9649561866502,-107.88089492572162,-112.94002312904719,-3.2340748,3.6909142,-2.6030688,-0.10917478,0.07331647099122365,100,0.14999999,27,0.14999999,-107.88089492572162,60356,3.1797276,10,22.354074074074074,-0.46776393,0.1,-0.21432218,2700,0.14999999
0.14999999,-101.9649561866502,-108.22934334294992,-112.771784565258,-3.7534492,1.7986716,-2.6374333,0.20879796,0.08954805961723913,100,0.14999999,28,0.14999999,-108.22934334294992,62000,1.2287675,10,22.142857142857142,-0.62904584,0.1,-0.3033673,2800,0.14999999
0.14999999,-101.9649561866502,-107.59001853479573,-112.59310297800067,-3.2535324,3.9721255,-2.6515896,0.09126313,0.07617595686393491,100,0.14999999,29,0.14999999,-107.59001853479573,63640,2.8952217,10,21.944827586206898,-0.5061691,0.1,-0.24645807,2900,0.14999999
0.14999999,-101.9649561866502,-107.7500244163208,-112.43166702594468,-3.0315762,4.1695437,-2.38941,-0.19825904,0.07481621633690057,100,0.14999999,30,0.14999999,-107.7500244163208,65287,2.7939296,10,21.762333333333334,-0.52852654,0.1,-0.3151363,3000,0.14999999
0.14999999,-101.9649561866502,-108.32648284882491,-112.29924172990857,-3.7636118,2.0639055,-2.1122394,-0.477652,0.09000988068792376,100,0.14999999,31,0.14999999,-108.32648284882491,66939,1.3763272,10,21.593225806451613,-0.56119734,0.1,-0.44892567,3100,0.14999999
0.14999999,-101.9649561866502,-108.3091440551265,-112.17455117757162,-4.065367,5.210755,-2.1778357,-0.61528474,0.08411854327459223,100,0.14999999,32,0.14999999,-108.3091440551265,68594,4.1547976,10,21.435625,-0.6850596,0.1,-0.3856047,3200,0.14999999
0.14999999,-101.9649561866502,-107.93617039504905,-112.04611539628307,-3.6334195,2.2653189,-2.2269607,-0.19980499,0.07607254893041086,100,0.14999999,33,0.14999999,-107.93617039504905,70218,1.8945093,10,21.278181818181817,-0.67608154,0.1,-0.07511735,3300,0.14999999
0.14999999,-101.9649561866502,-107.95736796877138,-111.92585811900331,-3.371579,3.4814482,-2.1171942,-0.25141516,0.09239273644134448,100,0.14999999,34,0.14999999,-107.95736796877138,71871,2.3092406,10,21.138529411764704,-0.86553246,0.1,-0.1018145,3400,0.14999999
0.14999999,-101.9649561866502,-108.03506714533292,-111.81469266261271,-3.3408055,3.1019337,-1.9516271,-0.020491108,0.08479274160054752,100,0.14999999,35,0.14999999,-108.03506714533292,73501,2.8592818,10,21.000285714285713,-0.7520409,0.1,-0.26790527,3500,0.14999999
0.14999999,-101.9649561866502,-108.25082725216095,-111.71569640121129,-2.964603,4.310023,-1.9643167,0.021624662,0.08147613957942884,100,0.14999999,36,0.14999999,-108.25082725216095,75137,3.4486399,10,20.871388888888887,-0.8639795,0.1,0.018022925,3600,0.14999999
0.14999999,-101.9649561866502,-108.75817494841641,-111.63576338897359,-2.671532,3.5089598,-2.222791,0.36648864,0.08519235067990671,100,0.14999999,37,0.14999999,-108.75817494841641,76817,2.512974,10,20.76135135135135,-0.8672449,0.1,0.014530708,3700,0.14999999
0.14999999,-101.9649561866502,-107.78758090177644,-111.5344954287842,-2.0751789,4.6847024,-2.2931762,0.61778605,0.06838167926869718,100,0.14999999,38,0.14999999,-107.78758090177644,78486,4.1079707,10,20.65421052631579,-1.0980355,0.1,0.056474015,3800,0.14999999
0.14999999,-101.9649561866502,-108.00644016792415,-111.44403247337752,-3.0793452,2.5974445,-2.0947356,0.6792977,0.07506567028021718,100,0.14999999,39,0.14999999,-108.00644016792415,80112,2.066908,10,20.54153846153846,-1.1849134,0.1,-0.3543231,3900,0.14999999
0.14999999,-101.9649561866502,-107.94486922854108,-111.35655339225661,-3.384844,0.9655803,-2.220323,0.6037908,0.09412153501785225,100,0.14999999,40,0.14999999,-107.94486922854108,81748,0.7591687,10,20.437,-1.24212,0.1,-0.5610139,4000,0.14999999
0.14999999,-101.9649561866502,-108.06048176531743,-111.27616140135565,-3.1549652,3.0299263,-2.2366745,0.58452564,0.10079962633015915,100,0.14999999,41,0.14999999,-108.06048176531743,83355,2.4151938,10,20.33048780487805,-1.2961715,0.1,-0.63693076,4100,0.14999999
0.14999999,-101.9649561866502,-108.25573978963641,-111.20424660107662,-3.1246805,3.7929428,-1.9951552,0.6020518,0.08512108469696905,100,0.14999999,42,0.14999999,-108.25573978963641,84954,3.245452,10,20.22714285714286,-1.4622979,0.1,-0.5623131,4200,0.14999999
0.14999999,-101.9649561866502,-108.4042070517483,-111.13912940225504,-3.3539438,2.3938854,-2.3197005,0.50540423,0.09289704354000815,100,0.14999999,43,0.14999999,-108.4042070517483,86628,1.6312433,10,20.146046511627908,-1.6236672,0.1,-0.5061548,4300,0.14999999
0.14999999,-101.9649561866502,-108.01374480712099,-111.0680979341838,-3.400447,2.4770799,-2.1565762,0.5807197,0.07198342106624525,100,0.14999999,44,0.14999999,-108.01374480712099,88253,2.2479973,10,20.0575,-1.5961257,0.1,-0.3503781,4400,0.14999999
0.14999999,-101.9649561866502,-108.24773402204666,-111.00542318058076,-3.9635227,2.6891897,-2.071303,0.5270927,0.08489053008370102,100,0.14999999,45,0.14999999,-108.24773402204666,89866,2.3467374,10,19.970222222222223,-1.6221437,0.1,-0.12557836,4500,0.14999999
0.14999999,-101.9649561866502,-107.64492009262852,-110.93236876562526,-3.422065,2.5857494,-2.3059766,0.58870405,0.07821710425494585,100,0.14999999,46,0.14999999,-107.64492009262852,91432,2.2104983,10,19.876521739130435,-1.5289578,0.1,-0.19461498,4600,0.14999999
0.14999999,-101.9649561866502,-108.08521081592939,-110.87179093690834,-3.756609,3.2037523,-2.0849268,0.6872827,0.08708180185494545,100,0.14999999,47,0.14999999,-108.08521081592939,93033,2.639784,10,19.794255319148935,-1.5614637,0.1,-0.27960673,4700,0.14999999
0.14999999,-101.9649561866502,-107.86499478642203,-110.80914935043988,-2.39754,2.1234763,-2.1931734,0.6593378,0.07081351495234811,100,0.14999999,48,0.14999999,-107.86499478642203,94612,1.9163623,10,19.710833333333333,-1.4184341,0.1,-0.015628308,4800,0.14999999
0.14999999,-101.9649561866502,-108.27662462429828,-110.75746517235537,-2.784497,2.5182462,-2.2402532,0.6207987,0.09681065324068402,100,0.14999999,49,0.14999999,-108.27662462429828,96250,1.6621758,10,19.642857142857142,-1.486737,0.1,0.17600793,4900,0.14999999
0.14999999,-101.9649561866502,-108.19287498583982,-110.70617336862504,-3.09978,3.7082329,-2.3359168,0.697474,0.09511236679995275,100,0.14999999,50,0.14999999,-108.19287498583982,97899,2.2628713,10,19.5798,-1.6308091,0.1,0.3422255,5000,0.14999999
