TimestepsSoFar,ReturnMax,Regret/t,IWMean,Iteration,ReturnMin,ReturnAbsMax,IWMin,DenMISELogFirst,ReturnMean,IWFirstEpisode,ReturnStepMax,Delta,LQGmu1_higher,TimeElapsed,LQGmu1_actor,IWMax,Regret,ReturnLastEpisode,LQGsigma_higher,DenMISEMeanLog,Bound,DenMISELogLast,IWLastEpisode
46500,0.9447293,0.10762346,1.0126842,2325,,0.9447293,,-1.3697966,0.85749656,1.9222308e-11,0.9882658,1.1246194e-10,-1.0,5987.731949329376,-0.92613286,4.785394,250.22449,0.9319322,0.14999999,-0.6181688,1.29199,-3.1709476,4.745576
46520,0.9447293,0.1075874,1.0124815,2326,,0.9447293,,-1.3702266,0.8575326,1.9230558e-11,0.9882658,1.1236526e-10,-1.0,5991.025457859039,-0.8304789,4.7776194,250.24829,0.94134897,0.14999999,-0.61799276,1.2914937,-0.2209764,2.9385185
46540,0.9447293,0.10755086,0.99415195,2327,,0.9447293,,-1.3706565,0.85756916,3.4482e-07,0.9882658,1.1226871e-10,-0.7777778,5994.287740945816,-0.46892968,3.160004,250.27075,0.94254225,0.14999999,-0.61780125,1.2911925,-0.18428567,3.006411
46560,0.9447293,0.1075145,1.0168165,2328,,0.9447293,,-1.3710861,0.8576055,0.0037380438,0.9882658,1.12172285e-10,-0.4949495,5998.062732934952,-0.5860874,3.1065402,250.2937,0.9421118,0.14999999,-0.6176115,1.2913685,-0.1698352,3.104869
46580,0.9447293,0.107477784,1.0238899,2329,,0.9447293,,-1.371514,0.85764223,0.000688962,0.9882658,1.1207598e-10,-0.5555556,6001.238146781921,-0.5131974,2.9861546,250.31567,0.9431961,0.14999999,-0.6173863,1.2912331,-0.10973733,2.9072378
46600,0.9447293,0.10744113,1.02287,2330,,0.9447293,,-1.371943,0.8576789,0.0012334945,0.9882658,1.1197979e-10,-0.53535354,6004.253095626831,-0.62781286,3.0104637,250.33789,0.9432014,0.14999999,-0.6171683,1.2912546,-0.13303001,3.005076
46620,0.9447293,0.10740411,1.0246122,2331,,0.9447293,,-1.3723716,0.8577159,0.00037838562,0.9882658,1.1188373e-10,-0.57575756,6007.403529167175,-0.6190658,2.9664721,250.35901,0.94393235,0.14999999,-0.616942,1.291124,-0.11226875,2.80172
46640,0.9447293,0.1073671,1.0224004,2332,,0.9447293,,-1.3728002,0.8577529,0.000107949476,0.9882658,1.11787794e-10,-0.61616164,6010.554681062698,-0.42492914,2.9675183,250.38013,0.9438706,0.14999999,-0.6167141,1.2911278,-0.10969824,2.9674182
46660,0.9447293,0.10733038,1.0208724,2333,,0.9447293,,-1.3732289,0.85778964,0.0021705725,0.9882658,1.1169199e-10,-0.5151515,6013.731013059616,-0.64142704,3.043363,250.40173,0.9435036,0.14999999,-0.6165326,1.2908916,-0.21549724,2.7532668
46680,0.9447293,0.107293606,1.024219,2334,,0.9447293,,-1.3736565,0.8578264,0.00020416481,0.9882658,1.11596295e-10,-0.5959596,6017.003735542297,-0.7219689,2.9563012,250.42322,0.943664,0.14999999,-0.6163084,1.2907438,-0.11382069,2.8464212
46700,0.9447293,0.10725725,1.0129597,2335,,0.9447293,,-1.3740848,0.8578628,1.4366439e-05,0.9882658,1.1150073e-10,-0.67676765,6020.199870109558,-0.94582474,3.0247142,250.44556,0.9426798,0.14999999,-0.6160972,1.2906601,-0.14726426,2.9448042
46720,0.9447293,0.107221544,1.011877,2336,,0.9447293,,-1.374513,0.8578985,1.9313192e-11,0.9882658,1.11405295e-10,-1.0,6024.59322142601,-1.2610736,4.788282,250.46948,0.94107974,0.14999999,-0.61593115,1.2906388,-0.24073775,3.1698933
46740,0.9447293,0.10718906,1.0124203,2337,,0.9447293,,-1.374941,0.85793096,1.9321444e-11,0.9882658,1.1130996e-10,-1.0,6028.222501993179,-0.9604446,4.7805343,250.50098,0.9338756,0.14999999,-0.6165523,1.2908312,-2.0788984,4.675921
46760,0.9447293,0.10715377,1.0123835,2338,,0.9447293,,-1.3753688,0.85796624,1.9329701e-11,0.9882658,1.11214774e-10,-1.0,6032.820832252502,-1.0960313,4.772815,250.52563,0.9405292,0.14999999,-0.6163934,1.2904924,-0.2567083,3.3205166
46780,0.9447293,0.10711926,1.0127561,2339,,0.9447293,,-1.3757964,0.85800076,1.9337998e-11,0.9882658,1.1111969e-10,-1.0,6036.127278327942,-1.024034,4.765129,250.552,0.938735,0.14999999,-0.6164151,1.2905362,-0.679103,4.2731485
46800,0.9447293,0.107084215,1.0013256,2340,,0.9447293,,-1.3762238,0.8580358,10.499165,0.9882658,1.11024745e-10,0.09090909,6039.486417531967,0.013264924,11.129183,250.57703,0.94000965,0.14999999,-0.6163118,1.2905047,-0.38682836,3.941738e-12
46820,0.9447293,0.10714573,1.0129552,2341,,0.9447293,,-1.3721744,0.8579743,1.9268082e-11,0.9882658,1.10929904e-10,-1.0,6042.997126817703,-0.9930887,4.7595086,250.82812,0.71397495,0.14999999,-0.61652166,1.2904265,-1.1077094,9.934916e-10
46840,0.9447293,0.10711068,1.0130502,2342,,0.9447293,,-1.3726014,0.85800934,1.9276278e-11,0.9882658,1.10835195e-10,-1.0,6046.287571668625,-0.9650766,4.75188,250.85315,0.9401382,0.14999999,-0.6163851,1.2902133,-0.30942443,3.620255
46860,0.9447293,0.10707545,1.0130337,2343,,0.9447293,,-1.3730283,0.85804456,1.9284517e-11,0.9882658,1.10740604e-10,-1.0,6050.240446567535,-1.0009892,4.744282,250.87769,0.94060385,0.14999999,-0.6162275,1.2898973,-0.25959522,3.3557441
46880,0.9447293,0.107040286,1.0131568,2344,,0.9447293,,-1.373455,0.85807973,1.9292758e-11,0.9882658,1.1064614e-10,-1.0,6053.614526987076,-0.7816007,4.7367163,250.90234,0.940306,0.14999999,-0.61609757,1.2897127,-0.32427406,3.6782377
46900,0.9447293,0.107004106,0.9937479,2345,,0.9447293,,-1.3738816,0.8581159,3.459336e-07,0.9882658,1.1055179e-10,-0.7777778,6056.884653568268,-0.88868105,3.1548285,250.92468,0.9430606,0.14999999,-0.6159025,1.2896922,-0.17091629,3.15432
46920,0.9447293,0.10696834,0.99386483,2346,,0.9447293,,-1.3743079,0.8581517,3.4608112e-07,0.9882658,1.1045757e-10,-0.7777778,6061.784757375717,-0.69375265,3.1519337,250.94775,0.94199616,0.14999999,-0.61572576,1.2894564,-0.19528578,2.4599578
46940,0.9447293,0.10693228,0.99404263,2347,,0.9447293,,-1.374734,0.85818774,3.462287e-07,0.9882658,1.10363454e-10,-0.7777778,6065.348474740982,-0.8335991,3.1490462,250.9701,0.94272846,0.14999999,-0.61552364,1.2892791,-0.13438512,2.6004195
46960,0.9447293,0.10689628,0.9943783,2348,,0.9447293,,-1.3751601,0.85822374,3.463763e-07,0.9882658,1.10269474e-10,-0.7777778,6067.953523874283,-0.9623904,3.1461668,250.99243,0.94274676,0.14999999,-0.6153408,1.2892526,-0.1802424,2.9718332
46980,0.9447293,0.106861174,1.0131669,2349,,0.9447293,,-1.3755858,0.85825884,1.9333904e-11,0.9882658,1.101756e-10,-1.0,6073.561232805252,-1.1707747,4.7370934,251.01685,0.94069123,0.14999999,-0.6151889,1.2893143,-0.25280443,3.318633
47000,0.9447293,0.106827736,1.0136352,2350,,0.9447293,,-1.3760115,0.8582923,1.934213e-11,0.9882658,1.1008185e-10,-1.0,6076.59480881691,-0.9205194,4.729573,251.04517,0.93671274,0.14999999,-0.61541945,1.2894497,-1.1694914,4.479825
47020,0.9447293,0.10679251,1.0008901,2351,,0.9447293,,-1.376437,0.8583275,9.3747635,0.9882658,1.09988234e-10,0.030303031,6080.280068874359,-0.20849064,9.384675,251.06909,0.9412295,0.14999999,-0.6152409,1.2892475,-0.20858334,6.170216e-09
47040,0.9447293,0.10676074,0.9707531,2352,,0.9447293,,-1.3728825,0.8583593,0.22487411,0.9882658,1.0989472e-10,-0.3131313,6085.307827472687,-0.705186,4.0504684,251.10144,0.93294626,0.14999999,-0.61522317,1.2891548,-0.5736472,3.7006285
47060,0.9447293,0.10672474,0.995024,2353,,0.9447293,,-1.373212,0.8583953,3.4570212e-07,0.9882658,1.0980134e-10,-0.7777778,6089.868406534195,-0.6690669,3.1456165,251.12341,0.94310373,0.14999999,-0.6150335,1.2894661,-0.13923039,2.7191255
47080,0.9447293,0.10668892,1.0162653,2354,,0.9447293,,-1.373637,0.8584311,2.8653345e-05,0.9882658,1.0970808e-10,-0.65656567,6094.001087427139,-0.58331233,3.0009751,251.14575,0.94280857,0.14999999,-0.61482716,1.2892604,-0.123823754,2.9997602
47100,0.9447293,0.106652915,1.0195577,2355,,0.9447293,,-1.3740616,0.8584671,5.6169854e-05,0.9882658,1.09614935e-10,-0.6363636,6098.561000585556,-0.8937808,2.9791665,251.1676,0.94322664,0.14999999,-0.614605,1.289185,-0.10822853,2.7839391
47120,0.9447293,0.10661757,1.0137357,2356,,0.9447293,,-1.3744861,0.85850245,1.9312676e-11,0.9882658,1.0952189e-10,-1.0,6101.319153547287,-1.2586656,4.732084,251.19092,0.94169044,0.14999999,-0.61441857,1.2892433,-0.19457044,2.5143878
47140,0.9447293,0.1065855,1.0142627,2357,,0.9447293,,-1.3749105,0.8585345,1.9320854e-11,0.9882658,1.0942898e-10,-1.0,6104.690643548965,-0.99669695,4.7246027,251.22192,0.9342236,0.14999999,-0.61501753,1.2894299,-2.0389717,4.619615
47160,0.9447293,0.10655093,1.0143678,2358,,0.9447293,,-1.3753346,0.8585691,1.9329038e-11,0.9882658,1.09336186e-10,-1.0,6108.949451208115,-0.8426949,4.7171516,251.24707,0.9399804,0.14999999,-0.6148824,1.2892327,-0.31015274,3.625861
47180,0.9447293,0.10651553,0.99515784,2359,,0.9447293,,-1.3757586,0.8586045,3.4658382e-07,0.9882658,1.092435e-10,-0.7777778,6113.4614379405975,-1.0372279,3.139461,251.27002,0.94210213,0.14999999,-0.6146918,1.2888436,-0.17916645,2.8970656
47200,0.9447293,0.106481194,1.01479,2360,,0.9447293,,-1.3761824,0.8586388,1.934545e-11,0.9882658,1.0915095e-10,-1.0,6118.253722190857,-1.2186741,4.711689,251.29578,0.9395606,0.14999999,-0.61461085,1.2893066,-0.4187138,3.9200218
47220,0.9447293,0.10644859,1.0152885,2361,,0.9447293,,-1.3766061,0.8586714,1.9353644e-11,0.9882658,1.09058505e-10,-1.0,6122.0071976184845,-1.0628814,4.704294,251.3252,0.9356409,0.14999999,-0.61502177,1.2894721,-1.5990942,4.547809
47240,0.9447293,0.1064145,1.0155808,2362,,0.9447293,,-1.3770295,0.8587055,1.936184e-11,0.9882658,1.0896618e-10,-1.0,6125.224442720413,-0.7070503,4.696929,251.35107,0.9390987,0.14999999,-0.61497146,1.2894514,-0.51092803,4.0602374
47260,0.9447293,0.106378496,0.97391176,2363,,0.9447293,,-1.3774529,0.8587415,0.34548628,0.9882658,1.0887397e-10,0.4949495,6129.91481256485,0.60094464,22.399355,251.37244,0.9437507,0.14999999,-0.61476344,1.288613,-0.13841079,3.4765383e-14
47280,0.9447293,0.106598616,1.021108,2364,,0.9447293,,-1.3777298,0.8585214,0.000108482935,0.9882658,1.08781886e-10,-0.61616164,6133.5447473526,-0.58533967,2.9708734,251.99915,0.33842608,0.14999999,-0.6154621,1.2880744,-2.2373538,1.2589681e-13
47300,0.9447293,0.10656273,1.0229088,2365,,0.9447293,,-1.3781526,0.8585573,0.00020508491,0.9882658,1.0868991e-10,-0.5959596,6136.285623073578,-0.60135126,2.964692,252.02087,0.9433059,0.14999999,-0.6152392,1.2880735,-0.10915558,2.958939
47320,0.9447293,0.10652685,1.0232055,2366,,0.9447293,,-1.3785753,0.85859317,0.00020517159,0.9882658,1.0859805e-10,-0.5959596,6139.787310123444,-0.637273,2.962232,252.04248,0.94357556,0.14999999,-0.6150153,1.2880892,-0.107778095,2.960368
47340,0.9447293,0.10649133,1.021984,2367,,0.9447293,,-1.3789978,0.8586287,0.00010862062,0.9882658,1.08506315e-10,-0.61616164,6143.8187873363495,-0.5437851,2.963557,252.06482,0.94271743,0.14999999,-0.6147928,1.2881055,-0.111868516,2.945109
47360,0.9447293,0.106455445,1.0237039,2368,,0.9447293,,-1.3794202,0.8586646,0.00020534502,0.9882658,1.0841469e-10,-0.5959596,6146.830125808716,-0.67293954,2.957365,252.08655,0.9435867,0.14999999,-0.6145737,1.2880361,-0.117421106,2.8154154
47380,0.9447293,0.10641986,1.022396,2369,,0.9447293,,-1.3798423,0.85870016,0.00010871244,0.9882658,1.0832317e-10,-0.61616164,6151.93970823288,-0.881398,2.958696,252.10876,0.94286436,0.14999999,-0.61435574,1.2879658,-0.121701755,2.7961535
47400,0.9447293,0.106384754,1.0146044,2370,,0.9447293,,-1.3802643,0.85873526,1.9424575e-11,0.9882658,1.0823178e-10,-1.0,6154.888178348541,-1.0080963,4.703482,252.13184,0.9420257,0.14999999,-0.61416614,1.2882835,-0.18729612,2.3464189
47420,0.9447293,0.10635036,1.0147471,2371,,0.9447293,,-1.380686,0.85876966,1.9432764e-11,0.9882658,1.08140503e-10,-1.0,6158.378576517105,-0.8538528,4.696147,252.15674,0.94011074,0.14999999,-0.6140418,1.2881253,-0.33333588,3.706399
47440,0.9447293,0.106315255,0.99532694,2372,,0.9447293,,-1.3811078,0.85880476,3.4844237e-07,0.9882658,1.0804934e-10,-0.7777778,6162.5839874744415,-0.847082,3.1327927,252.17969,0.94226354,0.14999999,-0.6138526,1.2879897,-0.17937121,2.7981086
47460,0.9447293,0.10628003,0.9956135,2373,,0.9447293,,-1.3815292,0.85884,3.485893e-07,0.9882658,1.079583e-10,-0.7777778,6165.501183271408,-0.97267777,3.1299796,252.2024,0.94233644,0.14999999,-0.61367065,1.2879236,-0.17727117,2.853989
47480,0.9447293,0.10624558,1.0152252,2374,,0.9447293,,-1.3819506,0.85887444,1.9457354e-11,0.9882658,1.0786737e-10,-1.0,6169.287926197052,-0.9205876,4.69272,252.22693,0.9405599,0.14999999,-0.6135241,1.2882321,-0.26106814,3.3962119
47500,0.9447293,0.10621071,1.0150027,2375,,0.9447293,,-1.3823717,0.8589093,1.9465558e-11,0.9882658,1.0777655e-10,-1.0,6172.724092006683,-1.0530386,4.6854353,252.25049,0.9416887,0.14999999,-0.61334497,1.2877343,-0.20300269,2.832171
47520,0.9447293,0.10617691,1.0152711,2376,,0.9447293,,-1.3827927,0.8589431,1.9473765e-11,0.9882658,1.07685846e-10,-1.0,6175.881441354752,-1.0170962,4.678178,252.27649,0.93911964,0.14999999,-0.6132781,1.2876954,-0.46878344,3.9926364
47540,0.9447293,0.10614288,1.0154408,2377,,0.9447293,,-1.3832134,0.85897714,1.9481937e-11,0.9882658,1.0759526e-10,-1.0,6179.70645904541,-1.3523898,4.6709514,252.30164,0.9399446,0.14999999,-0.61316186,1.2875658,-0.35175523,3.7563272
47560,0.9447293,0.10611397,1.01598,2378,,0.9447293,,-1.3836341,0.85900605,1.9490153e-11,0.9882658,1.0750478e-10,-1.0,6184.091606616974,-1.2352035,4.6637516,252.33899,0.92769873,0.14999999,-0.6142914,1.2877605,-3.314272,4.631723
47580,0.9447293,0.10608184,1.0164751,2379,,0.9447293,,-1.3840545,0.8590382,1.9498332e-11,0.9882658,1.07414425e-10,-1.0,6187.378170490265,-0.95643353,4.656581,252.36865,0.93537545,0.14999999,-0.6147671,1.2879295,-1.7612172,4.526957
47600,0.9447293,0.10604751,1.0164194,2380,,0.9447293,,-1.3844748,0.8590725,1.9506553e-11,0.9882658,1.0732418e-10,-1.0,6190.690718412399,-1.1137247,4.6494365,252.39307,0.94085044,0.14999999,-0.6145996,1.2875918,-0.23237894,3.216783
47620,0.9447293,0.10601443,1.0167962,2381,,0.9447293,,-1.3848948,0.8591056,1.951474e-11,0.9882658,1.0723405e-10,-1.0,6194.387500286102,-0.8831259,4.6423206,252.42029,0.9377891,0.14999999,-0.61465144,1.2876558,-0.7539687,4.240763
47640,0.9447293,0.1059798,1.0163802,2382,,0.9447293,,-1.3853147,0.8591402,1.952293e-11,0.9882658,1.0714404e-10,-1.0,6198.619574069977,-0.95891005,4.635234,252.44373,0.94166535,0.14999999,-0.6144625,1.2869817,-0.18087234,2.3525693
47660,0.9447293,0.10594547,1.0163368,2383,,0.9447293,,-1.3857344,0.85917455,1.9531123e-11,0.9882658,1.0705412e-10,-1.0,6201.988798379898,-1.1538274,4.628173,252.46814,0.9409562,0.14999999,-0.61429554,1.2866578,-0.23267241,3.2327535
47680,0.9447293,0.105912864,1.0167611,2384,,0.9447293,,-1.386154,0.85920715,1.9539322e-11,0.9882658,1.0696433e-10,-1.0,6205.327791213989,-0.85506165,4.6211405,252.49634,0.93683285,0.14999999,-0.6144577,1.2867672,-1.0163511,4.3435445
47700,0.9447293,0.105878115,0.9605909,2385,,0.9447293,,-1.3865734,0.8592419,0.87805104,0.9882658,1.06874655e-10,-0.23232323,6208.559445381165,-0.26542717,4.7592373,252.51929,0.9421391,0.14999999,-0.6142659,1.2863002,-0.17354299,0.000572141
47720,0.9447293,0.105847776,0.99456495,2386,,0.9447293,,-1.3866245,0.85927224,3.5037004e-07,0.9882658,1.0678509e-10,-0.7777778,6211.883042097092,-0.6940283,3.1269782,252.55273,0.93173325,0.14999999,-0.6142262,1.2862577,-0.47955012,0.012579669
47740,0.9447293,0.10581219,0.9627323,2387,,0.9447293,,-1.3870435,0.8593078,0.4641535,0.9882658,1.0669563e-10,-0.27272728,6215.152538299561,-0.202056,4.399992,252.57373,0.94394106,0.14999999,-0.6140263,1.2862259,-0.1313793,0.058732398
47760,0.9447293,0.10578191,0.96172607,2388,,0.9447293,,-1.387268,0.8593381,0.8786611,0.9882658,1.0660629e-10,-0.23232323,6218.550411939621,0.26406625,4.747327,252.60718,0.93166214,0.14999999,-0.6140343,1.2863225,-0.59544426,4.7268915
47780,0.9447293,0.105938494,0.9978899,2389,,0.9447293,,-1.3873187,0.8591815,5.6033306,0.9882658,1.0651706e-10,0.27272728,6222.738618850708,0.2476798,16.65855,253.08691,0.48536026,0.14999999,-0.61454046,1.2881584,-1.7844331,15.814823
47800,0.9447293,0.10609317,0.9946534,2390,,0.9447293,,-1.3853945,0.85902685,3.4993928e-07,0.9882658,1.0642795e-10,-0.7777778,6226.486411333084,-0.9876362,3.1281033,253.56274,0.48946497,0.14999999,-0.61501575,1.2860289,-1.7462656,1.0828916e-09
47820,0.9447293,0.106059074,1.0166625,2391,,0.9447293,,-1.3858129,0.85906094,1.9532652e-11,0.9882658,1.0633894e-10,-1.0,6231.1097910404205,-0.9984118,4.625671,253.5874,0.940377,0.14999999,-0.6148767,1.2863647,-0.27714399,3.4970803
47840,0.9447293,0.10602528,1.0167673,2392,,0.9447293,,-1.386231,0.85909474,1.9540812e-11,0.9882658,1.0625005e-10,-1.0,6234.77236866951,-1.1036239,4.618669,253.61255,0.93996584,0.14999999,-0.6147375,1.2861812,-0.29795864,3.582583
47860,0.9447293,0.10599232,1.0171229,2393,,0.9447293,,-1.3866489,0.8591277,1.9548977e-11,0.9882658,1.0616127e-10,-1.0,6238.950282096863,-1.0544393,4.611697,253.63965,0.93800455,0.14999999,-0.6147623,1.2862307,-0.69046175,4.178796
47880,0.9447293,0.10595888,1.0173827,2394,,0.9447293,,-1.3870667,0.85916114,1.9557144e-11,0.9882658,1.06072595e-10,-1.0,6242.882538080215,-1.1962678,4.6047487,253.66553,0.93933415,0.14999999,-0.61469126,1.2861935,-0.46100938,3.948486
47900,0.9447293,0.10592699,1.0178374,2395,,0.9447293,,-1.3874844,0.859193,1.9565315e-11,0.9882658,1.0598403e-10,-1.0,6246.461199998856,-0.86710346,4.597829,253.69507,0.9355441,0.14999999,-0.6149964,1.2863328,-1.3623908,4.4129725
47920,0.9447293,0.10589248,1.0004634,2396,,0.9447293,,-1.3879018,0.85922754,10.415376,0.9882658,1.05895584e-10,0.07070707,6249.786036491394,-0.08430609,10.648277,253.71826,0.94180685,0.14999999,-0.6148049,1.285913,-0.17346251,1.0285326e-08
47940,0.9447293,0.10586935,1.0173422,2397,,0.9447293,,-1.3839816,0.85925066,1.9496918e-11,0.9882658,1.05807245e-10,-1.0,6253.306389808655,-1.0834688,4.5928507,253.7688,0.9146191,0.14999999,-0.6149054,1.2855958,-0.85521895,5.0573938e-08
47960,0.9447293,0.10583621,1.0176587,2398,,0.9447293,,-1.3843986,0.8592838,1.9505064e-11,0.9882658,1.0571901e-10,-1.0,6257.5460023880005,-1.096379,4.585981,253.79541,0.93875873,0.14999999,-0.61488456,1.285613,-0.5820212,4.077074
47980,0.9447293,0.10580325,1.0179961,2399,,0.9447293,,-1.3848156,0.85931677,1.9513176e-11,0.9882658,1.056309e-10,-1.0,6261.0781445503235,-1.0680797,4.579135,253.82202,0.9383123,0.14999999,-0.61489016,1.2856495,-0.6453745,4.1252866
48000,0.9447293,0.10577023,1.0182798,2400,,0.9447293,,-1.3852323,0.8593498,1.9521329e-11,0.9882658,1.05542894e-10,-1.0,6265.286988973618,-1.3384892,4.5723166,253.84863,0.93863994,0.14999999,-0.6148393,1.2856373,-0.51008135,3.99589
48020,0.9447293,0.10574055,1.0187862,2401,,0.9447293,,-1.3856488,0.8593795,1.9529448e-11,0.9882658,1.0545499e-10,-1.0,6269.273959875107,-0.9626563,4.5655236,253.88306,0.9303872,0.14999999,-0.6158579,1.2858189,-3.0782356,4.528122
48040,0.9447293,0.10570681,1.0187553,2402,,0.9447293,,-1.3860652,0.8594132,1.953757e-11,0.9882658,1.053672e-10,-1.0,6274.0784740448,-1.2212448,4.558756,253.90771,0.9406536,0.14999999,-0.6156887,1.2855157,-0.22786888,3.2383385
48060,0.9447293,0.10567552,1.0192143,2403,,0.9447293,,-1.3864815,0.8594445,1.9545733e-11,0.9882658,1.0527953e-10,-1.0,6277.510414600372,-0.76778984,4.552016,253.93823,0.9347549,0.14999999,-0.61608803,1.2856627,-1.5935273,4.4103203
48080,0.9447293,0.10564095,0.96186817,2404,,0.9447293,,-1.3868976,0.85947907,1.1759131,0.9882658,1.0519196e-10,-0.21212122,6282.101002454758,-0.13774577,4.9670777,253.9607,0.9425237,0.14999999,-0.61588997,1.2854474,-0.15878534,0.003264868
48100,0.9447293,0.10561103,0.97349393,2405,,0.9447293,,-1.3868245,0.859509,3.1508448,0.9882658,1.051045e-10,-0.13131313,6286.458951711655,-0.43191606,5.977362,253.99438,0.93143255,0.14999999,-0.61595374,1.285613,-0.7308343,5.518446
48120,0.9447293,0.105576575,0.98685336,2406,,0.9447293,,-1.3859309,0.85954344,0.044251755,0.9882658,1.0501715e-10,-0.3939394,6290.37068104744,-0.48268464,3.59215,254.01733,0.9421748,0.14999999,-0.6158028,1.284984,-0.22544976,3.227093
48140,0.9447293,0.105541766,1.0167701,2407,,0.9447293,,-1.3863281,0.85957825,0.0021991923,0.9882658,1.04929905e-10,-0.5151515,6295.653643369675,-0.38834247,3.0901918,254.03906,0.9436249,0.14999999,-0.61562306,1.2850838,-0.16967033,3.0784538
48160,0.9447293,0.10550749,0.9931924,2408,,0.9447293,,-1.3867425,0.8596125,0.028097656,0.9882658,1.0484279e-10,-0.41414142,6301.332536935806,-0.32021073,3.479269,254.06201,0.94194955,0.14999999,-0.6154779,1.2851007,-0.28237522,3.475596
48180,0.9447293,0.10547352,0.9774369,2409,,0.9447293,,-1.387146,0.8596465,0.10424398,0.9882658,1.0475576e-10,-0.35353535,6304.9099361896515,-0.45261514,3.8215406,254.0857,0.9412528,0.14999999,-0.6153858,1.2851607,-0.3868796,3.820505
48200,0.9447293,0.10543889,1.0046997,2410,,0.9447293,,-1.3875178,0.8596811,0.010718866,0.9882658,1.0466885e-10,-0.45454547,6308.230708360672,-0.45948413,3.2852914,254.10767,0.94313884,0.14999999,-0.6152221,1.2850881,-0.19781244,3.2410948
48220,0.9447293,0.10540396,1.0050408,2411,,0.9447293,,-1.3879282,0.85971606,0.010723268,0.9882658,1.0458203e-10,-0.45454547,6312.520050048828,-0.45297536,3.2821808,254.1289,0.94381744,0.14999999,-0.6150437,1.2851052,-0.18944646,3.2126174
48240,0.9447293,0.10537058,1.0102388,2412,,0.9447293,,-1.3883384,0.85974944,0.006445546,0.9882658,1.04495336e-10,-0.47474748,6315.662105083466,-0.326194,3.2009273,254.15381,0.9403562,0.14999999,-0.6148679,1.285133,-0.19555882,3.2001781
48260,0.9447293,0.10533649,0.9891789,2413,,0.9447293,,-1.3887503,0.85978353,0.044376686,0.9882658,1.0440875e-10,-0.3939394,6320.304497718811,-0.6909061,3.570499,254.177,0.9422045,0.14999999,-0.614764,1.2850735,-0.37398687,3.4909737
48280,0.9447293,0.10530186,0.9569639,2414,,0.9447293,,-1.3891462,0.85981816,0.00012250865,0.9882658,1.04322266e-10,0.8181818,6323.999755859375,0.805319,33.46178,254.19873,0.9433751,0.14999999,-0.61457014,1.284592,-0.13599074,3.2006111e-22
48300,0.9447293,0.10557538,1.0181574,2415,,0.9447293,,-1.3895603,0.85954463,1.9605996e-11,0.9882658,1.04235884e-10,-1.0,6326.547768354416,-1.050249,4.566098,254.9646,0.19931643,0.14999999,-0.6153665,1.284461,-2.4905255,1.1276032e-30
48320,0.9447293,0.1055423,1.0183989,2416,,0.9447293,,-1.3899744,0.8595777,1.9614112e-11,0.9882658,1.04149606e-10,-1.0,6329.484892606735,-1.2928585,4.5593667,254.99023,0.93947184,0.14999999,-0.6152859,1.2844138,-0.43823972,3.8974054
48340,0.9447293,0.105511904,1.018885,2417,,0.9447293,,-1.3903881,0.8596081,1.9622233e-11,0.9882658,1.0406345e-10,-1.0,6333.122478246689,-0.88151747,4.552663,255.02222,0.93311185,0.14999999,-0.6160289,1.2845854,-2.4288752,4.4868164
48360,0.9447293,0.10547787,1.0138233,2418,,0.9447293,,-1.3908018,0.85964215,0.0038124735,0.9882658,1.03977396e-10,-0.4949495,6337.23708152771,-0.667001,3.134109,255.04541,0.9418664,0.14999999,-0.61583906,1.2841183,-0.1757126,0.114534445
48380,0.9447293,0.10544282,1.0185294,2419,,0.9447293,,-1.3912137,0.8596772,1.9638444e-11,0.9882658,1.03891444e-10,-1.0,6340.648180961609,-0.7633743,4.547863,255.06616,0.9440673,0.14999999,-0.6156321,1.2839869,-0.12844712,0.2572886
48400,0.9447293,0.10540825,1.017358,2420,,0.9447293,,-1.391627,0.85971177,5.7165234e-05,0.9882658,1.038056e-10,-0.6363636,6343.777320146561,-0.79564315,3.0004811,255.08789,0.9433713,0.14999999,-0.615437,1.2844692,-0.16153899,2.184174
48420,0.9447293,0.10537392,0.9964077,2421,,0.9447293,,-1.3920401,0.8597461,7.696415e-07,0.9882658,1.03719866e-10,-0.75757575,6346.949109077454,-0.92483836,3.1220336,255.11035,0.9430001,0.14999999,-0.61524475,1.2843941,-0.16727889,3.044259
48440,0.9447293,0.10534042,0.9962281,2422,,0.9447293,,-1.3924531,0.8597796,7.6995934e-07,0.9882658,1.0363424e-10,-0.75757575,6350.135794878006,-1.024708,3.1193004,255.13452,0.94081044,0.14999999,-0.61507165,1.2839017,-0.19188067,1.7304056
48460,0.9447293,0.10530734,1.0195549,2423,,0.9447293,,-1.3928659,0.8598127,1.9670909e-11,0.9882658,1.0354871e-10,-1.0,6353.310298919678,-1.1656773,4.5467987,255.15967,0.9400365,0.14999999,-0.6149651,1.2846576,-0.35295573,3.734339
48480,0.9447293,0.10527569,1.0199653,2424,,0.9447293,,-1.3932785,0.8598443,1.9679015e-11,0.9882658,1.0346329e-10,-1.0,6356.518672943115,-1.1066816,4.540156,255.18823,0.93665934,0.14999999,-0.6151536,1.2847673,-1.0908155,4.301741
48500,0.9447293,0.105243266,1.020305,2425,,0.9447293,,-1.393691,0.85987675,1.9687123e-11,0.9882658,1.0337797e-10,-1.0,6360.394258975983,-1.2159971,4.5335364,255.21484,0.93856573,0.14999999,-0.6151775,1.2848145,-0.69281983,4.1292305
