Delta,LQGsigma_higher,LQGmu1_actor,LQGmu1_higher,ReturnLastEpisode,IWFirstEpisode,IWMean,DenMISELogLast,ReturnMin,DenMISELogFirst,TimestepsSoFar,Iteration,ReturnMax,IWMax,IWMin,Bound,ReturnStepMax,ReturnAbsMax,TimeElapsed,DenMISEMeanLog,Regret,ReturnMean,Regret/t,IWLastEpisode
1.2560477e-06,0.14999999,0.019631863,0.1919192,0.5341114,0.021087294,1.152007,-0.883782,,-0.7151808,440,22,0.94967437,6.405678,,4.857997,0.9929849,0.94967437,18.665955305099487,-0.9632936,6.2654104,0.68032867,0.28479135,6.3581495
1.1492007e-06,0.14999999,-0.04755746,-0.17171717,0.9139015,3.760232,0.95075095,-0.68584704,,-0.7586745,460,23,0.94967437,5.5032954,,4.7499027,0.9929849,0.94967437,19.66033935546875,-0.9481816,6.3166275,0.690484,0.27463603,2.340522
1.055429e-06,0.14999999,-0.95241684,-0.8181818,0.9177747,0.015647069,0.5935881,-0.6193917,,-0.64981145,480,24,0.94967437,5.127477,,4.716003,0.9929849,0.94967437,20.56184148788452,-0.93824387,6.3639736,0.69995445,0.26516557,9.171952e-06
9.726833e-07,0.14999999,-1.0738468,-1.0,0.9478133,0.00012652375,1.3560748,-0.7806663,,-0.6899817,500,25,0.94967437,8.113648,,4.6525526,0.9929849,0.94967437,21.493732213974,-0.9487033,6.381281,0.7098688,0.25525123,5.5208573
8.993004e-07,0.14999999,0.9475846,0.7171717,0.9462657,3.9783746e-10,1.0879687,-0.90221274,,-0.7291973,520,26,0.94967437,8.019542,,4.6276317,0.9929849,0.94967437,22.391896724700928,-0.93850005,6.400135,0.718961,0.24615902,7.2229257e-31
8.3391916e-07,0.14999999,-0.5527087,-0.5959596,0.10769318,0.90635747,0.8472725,-1.0919878,,-0.7669377,540,27,0.94967437,6.468596,,4.5429554,0.9929849,0.94967437,22.873984336853027,-0.944254,7.2575626,0.6963214,0.2687986,8.040869e-23
7.754171e-07,0.14999999,-0.0020677336,0.030303031,0.9489451,0.4520548,1.3119253,-0.71198165,,-0.77028763,560,28,0.94967437,5.8505254,,4.4185185,0.9929849,0.94967437,23.637351751327515,-0.94347924,7.273739,0.70534366,0.25977635,0.0028420456
7.2286224e-07,0.14999999,-1.0152608,-1.0,0.8857058,0.0001397439,1.2835512,-0.63135964,,-0.7893631,580,29,0.94967437,7.105337,,4.203609,0.9929849,0.94967437,24.545653581619263,-0.9248965,7.3531513,0.71156305,0.25355697,1.2243206e-09
6.754746e-07,0.14999999,-0.28392765,-0.37373737,0.9473388,5.5026913,0.8643514,-0.66193014,,-0.82325983,600,30,0.94967437,5.9960337,,4.21019,0.9929849,0.94967437,25.50320339202881,-0.91010666,7.3709316,0.7194223,0.24569774,0.00055005134
6.325984e-07,0.14999999,-0.06633486,-0.13131313,0.9490262,2.6446679,1.0939775,-0.6957165,,-0.6876385,620,31,0.94967437,4.5525036,,4.1572194,0.9929849,0.94967437,26.41716957092285,-0.90870696,7.387026,0.7268289,0.23829114,3.1782029
5.936788e-07,0.14999999,1.1408747,1.0,0.9311782,1.5547254e-16,1.0196569,-0.58335537,,-0.63751984,640,32,0.94967437,12.212791,,4.108618,0.9929849,0.94967437,27.347452402114868,-0.8968226,7.420969,0.73321474,0.23190528,5.0619217e-11
5.582434e-07,0.14999999,0.6071473,0.5555556,0.048245214,3.303879e-07,0.916077,-1.7580961,,-0.6682915,660,33,0.94967437,7.0864844,,4.0967298,0.9929849,0.94967437,28.260620832443237,-0.9255954,8.337843,0.71245813,0.25266188,0.007619659
5.258885e-07,0.14999999,0.21802129,0.27272728,0.35225287,0.0029781214,0.81691027,-0.9177216,,-0.6981445,680,34,0.94967437,6.2474394,,4.0681257,0.9929849,0.94967437,29.180232763290405,-0.92951965,8.950708,0.7018638,0.2632562,0.55468357
4.9626703e-07,0.14999999,-0.8399073,-0.61616164,0.5444497,0.6663856,0.7984622,-0.78890103,,-0.7270444,700,35,0.94967437,6.2588058,,4.002211,0.9929849,0.94967437,30.16874861717224,-0.9315443,9.371382,0.6973663,0.26775372,1.126382e-06
4.6907957e-07,0.14999999,-1.1423366,-1.0,0.9483136,0.00013252925,1.311397,-0.7764199,,-0.7363547,720,36,0.94967437,7.084075,,3.9776385,0.9929849,0.94967437,31.096046686172485,-0.93394154,9.388187,0.704337,0.26078302,3.2708597
4.4406656e-07,0.14999999,-0.10404547,0.05050505,0.9458642,0.32848746,1.3021492,-1.2489177,,-0.76374996,740,37,0.94967437,5.5956907,,3.9556222,0.9929849,0.94967437,31.802598476409912,-0.9363368,9.407444,0.71086484,0.25425518,1.7183093e-13
4.2100217e-07,0.14999999,-0.012255266,-0.23232323,0.9367812,5.1176414,0.9804864,-0.6625293,,-0.7815794,760,38,0.94967437,5.633038,,3.8858154,0.9929849,0.94967437,32.24704313278198,-0.9227624,9.43578,0.71681005,0.24830997,3.578845
3.996891e-07,0.14999999,0.89862555,0.8181818,0.8630695,3.032068e-12,0.9277435,-0.60596085,,-0.6812088,780,39,0.94967437,7.6525283,,3.8358023,0.9929849,0.94967437,32.69212460517883,-0.91596454,9.537828,0.72056025,0.24455976,1.0774911e-06
3.799544e-07,0.14999999,-0.8439621,-0.7979798,0.14882922,0.025947087,0.6802658,-1.0231977,,-0.7065266,800,40,0.94967437,5.6626554,,3.8110003,0.9929849,0.94967437,33.13671803474426,-0.9215315,10.354122,0.706267,0.25885302,1.2277399e-27
3.6164613e-07,0.14999999,-0.06568508,-0.05050505,0.94868255,1.2661927,1.3044935,-0.68447876,,-0.73057073,820,41,0.94967437,5.084936,,3.7666621,0.9929849,0.94967437,33.59464740753174,-0.92384076,10.37056,0.7121795,0.25294054,4.4266076e-06
3.4462983e-07,0.14999999,-1.223942,-1.0,0.9259113,0.00013093503,1.3041253,-0.554705,,-0.7242528,840,42,0.94967437,6.8652563,,3.7410152,0.9929849,0.94967437,34.046849727630615,-0.90898925,10.409771,0.71726835,0.24785167,1.7415957e-08
3.2878697e-07,0.14999999,-0.4397962,-0.45454547,0.9449311,3.484558,0.7362764,-1.9265846,,-0.7477802,860,43,0.94967437,4.9624834,,3.6352732,0.9929849,0.94967437,34.49672842025757,-0.9271951,10.429958,0.72256285,0.24255717,3.535224e-05
3.140119e-07,0.14999999,0.39467323,0.37373737,0.9477903,0.0001742001,0.7415083,-0.721215,,-0.69284964,880,44,0.94967437,7.534803,,3.6267292,0.9929849,0.94967437,34.94195580482483,-0.9289542,10.4472885,0.7276817,0.23743832,2.242117e-06
3.0021093e-07,0.14999999,0.062007137,0.13131313,0.4554647,0.07470963,1.1102132,-0.9380913,,-0.71531856,900,45,0.94967437,5.468397,,3.5734475,0.9929849,0.94967437,35.456061363220215,-0.93542707,10.9569435,0.72163236,0.24348766,1.4549505
2.8730017e-07,0.14999999,-1.0688955,-1.0,0.6838182,0.00013243438,1.2865063,-0.60313153,,-0.7356386,920,46,0.94967437,6.462704,,3.5658488,0.9929849,0.94967437,35.9055392742157,-0.9265264,11.238243,0.72081035,0.24430966,6.335741e-11
2.7520463e-07,0.14999999,0.6589427,0.61616164,0.9470537,3.2510986e-08,0.9187009,-0.8099438,,-0.75714195,940,47,0.94967437,8.0503435,,3.5432956,0.9929849,0.94967437,36.35412621498108,-0.9192484,11.2563095,0.7256241,0.23949593,2.3625529e-27
2.6385726e-07,0.14999999,-0.23687536,-0.11111111,0.32185763,2.448424,1.1806878,-0.9857922,,-0.7781954,960,48,0.94967437,5.1216736,,3.5392797,0.9929849,0.94967437,36.815962076187134,-0.923227,11.89957,0.71721226,0.24790776,1.3491851e-05
2.531974e-07,0.14999999,-0.3166143,-0.3131313,0.9443434,5.621772,0.8907821,-0.68592346,,-0.74906415,980,49,0.94967437,5.621772,,3.5112586,0.9929849,0.94967437,37.265668869018555,-0.9153711,11.920349,0.7218476,0.24327242,4.6407843
2.4317083e-07,0.14999999,0.8511699,1.0,0.94770175,1.5911151e-16,1.118255,-0.6664425,,-0.6606546,1000,50,0.94967437,14.359107,,3.478648,0.9929849,0.94967437,37.72044658660889,-0.913033,11.937767,0.7263647,0.23875535,9.649901e-17
2.3372819e-07,0.14999999,-0.6658756,-0.67676765,0.18780273,0.25555387,0.649608,-1.0828307,,-0.68045723,1020,51,0.94967437,5.5959563,,3.4769673,0.9929849,0.94967437,38.170493364334106,-0.9158382,12.715088,0.7158046,0.24931544,2.3118216e-22
2.248251e-07,0.14999999,-1.0133926,-1.0,0.94915414,0.00012714464,1.2571299,-0.8086872,,-0.69487697,1040,52,0.94967437,6.404092,,3.4127312,0.9929849,0.94967437,38.62342429161072,-0.9207827,12.731049,0.72029215,0.24482787,0.4995734
2.1642118e-07,0.14999999,-0.63760227,-0.4949495,0.94737697,2.496634,0.82326156,-0.66058344,,-0.7139227,1060,53,0.94967437,5.574496,,3.393423,0.9929849,0.94967437,39.07756853103638,-0.9120171,12.748791,0.7245768,0.24054325,0.013112399
2.0847979e-07,0.14999999,-0.6742424,-0.7777778,0.9496377,0.03913577,0.74389595,-0.7695451,,-0.68658435,1080,54,0.94967437,4.8993673,,3.3581436,0.9929849,0.94967437,39.583319902420044,-0.9130386,12.764275,0.72874457,0.23637545,3.7101715
2.0096763e-07,0.14999999,-0.06638685,-0.030303031,0.94933933,0.9699024,1.2337995,-0.7182176,,-0.704209,1100,55,0.94967437,5.1540813,,3.3575006,0.9929849,0.94967437,40.50027513504028,-0.91435885,12.780056,0.73275536,0.23236465,0.0005430969
1.9385428e-07,0.14999999,0.73106444,0.7777778,0.9301635,2.2617512e-11,1.0395505,-0.5841783,,-0.70474666,1120,56,0.94967437,8.413429,,3.3209858,0.9929849,0.94967437,41.178807497024536,-0.9049352,12.815018,0.73628044,0.22883958,6.3255084e-07
1.8711206e-07,0.14999999,-0.43993348,-0.23232323,0.27572173,4.8237925,0.9803178,-1.0341314,,-0.7224462,1140,57,0.94967437,5.2814455,,3.3105953,0.9929849,0.94967437,41.64875769615173,-0.9072283,13.50441,0.72820055,0.23691946,8.254677e-09
1.8071556e-07,0.14999999,-0.6655923,-0.57575756,0.9486936,1.0438079,0.91801095,-0.7266378,,-0.6586009,1160,58,0.94967437,5.721039,,3.3234906,0.9929849,0.94967437,42.56181287765503,-0.904805,13.520836,0.73200214,0.23311788,3.6504836
1.7464151e-07,0.14999999,0.38045317,0.27272728,0.94905305,0.0028605307,0.77596116,-0.70844877,,-0.6578587,1180,59,0.94967437,6.4603825,,3.2910376,0.9929849,0.94967437,43.534332513809204,-0.9032872,13.536907,0.73568094,0.22943908,1.7192612e-08
1.6886865e-07,0.14999999,0.4809827,0.4949495,0.46543404,3.1365828e-06,0.9185959,-1.0311699,,-0.67461735,1200,60,0.94967437,7.904155,,3.2788007,0.9929849,0.94967437,44.581016063690186,-0.90947026,14.036587,0.7311769,0.2339431,5.5735445
1.6337734e-07,0.14999999,-0.9003551,-1.0,0.41294426,0.0001266713,1.2166331,-0.9872264,,-0.6911466,1220,61,0.94967437,6.6715846,,3.264179,0.9929849,0.94967437,45.56719756126404,-0.91257316,14.588768,0.7259599,0.23916012,4.852395e-21
1.581496e-07,0.14999999,-0.7070513,-0.75757575,0.9484569,0.06037893,0.85396147,-0.6340673,,-0.70740503,1240,62,0.94967437,4.8313656,,3.2396846,0.9929849,0.94967437,46.50949788093567,-0.9053074,14.605431,0.7295486,0.23557144,3.1874707
1.5316883e-07,0.14999999,-0.5902349,-0.41414142,0.94944876,4.263024,0.86904556,-0.6850469,,-0.722432,1260,63,0.94967437,5.486801,,3.1834126,0.9929849,0.94967437,47.4970543384552,-0.9043599,14.621101,0.7330391,0.23208094,0.7839941
1.484197e-07,0.14999999,-0.86630845,-0.6363636,0.9490861,0.47424212,0.99797773,-0.681296,,-0.6727044,1280,64,0.94967437,5.286424,,3.2022314,0.9929849,0.94967437,48.478843212127686,-0.9031695,14.637135,0.7364148,0.22870523,5.0137877
1.4388809e-07,0.14999999,0.114867166,0.07070707,0.9486721,0.21716726,1.0845385,-0.61838114,,-0.6808259,1300,65,0.94967437,5.6969566,,3.1725688,0.9929849,0.94967437,49.53265047073364,-0.89918363,14.653584,0.73968023,0.22543979,1.6589317e-08
1.3956085e-07,0.14999999,-0.8780007,-1.0,0.60806,0.00012687549,1.2084059,-0.7505676,,-0.6927579,1320,66,0.94967437,6.4968295,,3.1578722,0.9929849,0.94967437,50.52835655212402,-0.8960533,15.010643,0.73768604,0.22743398,5.692376e-12
1.3542595e-07,0.14999999,-0.79035497,-0.8181818,0.9482412,0.016581142,0.9638069,-0.5935781,,-0.70779383,1340,67,0.94967437,4.8558655,,3.1386442,0.9929849,0.94967437,51.52023720741272,-0.8889959,15.027519,0.7408287,0.22429132,4.447054
1.3147212e-07,0.14999999,1.018866,1.0,0.9489097,1.6923898e-16,0.9745518,-0.57976717,,-0.7223615,1360,68,0.94967437,14.895069,,3.1217365,0.9929849,0.94967437,52.51244401931763,-0.8852003,15.043732,0.7438886,0.2212314,5.515787e-31
1.2768895e-07,0.14999999,-0.072521165,-0.11111111,0.062957354,2.3495164,1.0558115,-1.3792299,,-0.7369603,1380,69,0.94967437,5.2894034,,3.0908527,0.9929849,0.94967437,53.493043422698975,-0.89357424,15.9459,0.73402005,0.23109996,5.022987e-12
1.2406676e-07,0.14999999,0.63648725,0.61616164,0.91729885,3.1258832e-08,1.0174674,-0.6273086,,-0.717865,1400,70,0.94967437,8.458593,,3.0842261,0.9929849,0.94967437,54.48116397857666,-0.8892747,15.993717,0.73663837,0.22848165,0.00013180915
1.2059652e-07,0.14999999,-0.8763599,-0.7979798,0.33694822,0.026617855,0.98380077,-1.0619333,,-0.7320496,1420,71,0.94967437,4.9521723,,3.0556643,0.9929849,0.94967437,55.12325143814087,-0.8919566,16.621887,0.73100895,0.23411107,1.0646588e-19
1.1726989e-07,0.14999999,0.15526626,0.21212122,0.948488,0.013753213,0.870546,-0.54452646,,-0.745661,1440,72,0.94967437,6.9179482,,3.0470908,0.9929849,0.94967437,56.004236936569214,-0.8875679,16.63852,0.7340295,0.23109055,1.6861595e-11
1.1407902e-07,0.14999999,-1.0697738,-1.0,0.57875764,0.0001356003,1.173956,-0.80384696,,-0.75926334,1460,73,0.94967437,6.489394,,3.0181546,0.9929849,0.94967437,56.54128408432007,-0.8884254,17.02488,0.7319024,0.2332176,7.8221555e-13
1.1101664e-07,0.14999999,0.25220725,-0.01010101,0.946983,0.8023157,1.164351,-0.82596904,,-0.77286714,1480,74,0.94967437,5.255527,,3.0113773,0.9929849,0.94967437,57.02157735824585,-0.88564837,17.043022,0.7348089,0.2303111,8.8384e-11
1.0807592e-07,0.14999999,0.37677428,0.41414142,0.52732855,5.364935e-05,0.9031117,-0.9265474,,-0.7755064,1500,75,0.94967437,7.8234477,,3.0195284,0.9929849,0.94967437,57.49953532218933,-0.8843496,17.480812,0.73204255,0.23307747,3.7509255
1.0525054e-07,0.14999999,-0.6444446,-0.57575756,0.46544692,1.1888963,0.91612244,-0.9761955,,-0.78875095,1520,76,0.94967437,5.5236464,,3.0064325,0.9929849,0.94967437,57.986409425735474,-0.88714,17.980484,0.7285347,0.23658532,1.2367158e-08
1.02534514e-07,0.14999999,0.7811538,0.8181818,0.94945955,3.368057e-12,1.0177767,-0.6427997,,-0.7863007,1540,77,0.94967437,8.990707,,2.9818323,0.9929849,0.94967437,58.518357038497925,-0.88528126,17.996143,0.7314038,0.23371619,1.1424861e-20
9.9922275e-08,0.14999999,-0.14289312,-0.2929293,0.23772886,5.8848305,0.78929806,-1.110248,,-0.7992041,1560,78,0.94967437,5.8848305,,2.9819107,0.9929849,0.94967437,58.99991226196289,-0.88834995,18.723534,0.72507465,0.24004537,5.930427e-11
9.74086e-08,0.14999999,-0.97759426,-1.0,0.9405187,0.00013290782,1.1721908,-0.66794556,,-0.7392072,1580,79,0.94967437,6.449381,,2.9513927,0.9929849,0.94967437,59.47963047027588,-0.8883864,18.748138,0.72780186,0.23731816,4.2167403e-07
9.49886e-08,0.14999999,-0.66576445,-0.7777778,0.94781196,0.04177244,0.98429376,-0.5883897,,-0.75178427,1600,80,0.94967437,4.850898,,2.9366705,0.9929849,0.94967437,60.027238845825195,-0.8828465,18.765442,0.730552,0.234568,1.9725219
9.265769e-08,0.14999999,0.14156432,0.15151516,0.94939196,0.052379414,1.0327775,-0.62967634,,-0.7636848,1620,81,0.94967437,6.211101,,2.9200082,0.9929849,0.94967437,60.50780892372131,-0.8800791,18.78117,0.7332537,0.2318663,1.7862611e-06
9.041153e-08,0.14999999,-0.6724494,-0.61616164,0.5861106,0.6993368,0.968641,-0.7693291,,-0.77530843,1640,82,0.94967437,5.22444,,2.917446,0.9929849,0.94967437,60.99440312385559,-0.8785677,19.16018,0.73145926,0.23366076,1.651323e-05
8.8246054e-08,0.14999999,-0.37528694,-0.13131313,0.9493596,2.8974888,1.004702,-0.5944986,,-0.77893746,1660,83,0.94967437,5.3793206,,2.901503,0.9929849,0.94967437,61.476924657821655,-0.8757304,19.175941,0.7340846,0.23103541,0.007193191
8.6157456e-08,0.14999999,-0.5654293,-0.41414142,0.94942623,4.411198,0.8106001,-0.7683594,,-0.75659966,1680,84,0.94967437,5.5481377,,2.8932688,0.9929849,0.94967437,61.974388122558594,-0.87459064,19.191635,0.7366482,0.22847182,5.5455327
8.4142165e-08,0.14999999,-0.69396067,-0.65656567,0.94953895,0.3658839,1.0408744,-0.6416344,,-0.71725225,1700,85,0.94967437,4.893239,,2.8840158,0.9929849,0.94967437,62.46502995491028,-0.87420475,19.207218,0.7391527,0.22596729,4.20066
8.219674e-08,0.14999999,0.51021796,0.3939394,0.9494057,9.6629265e-05,0.91044545,-0.5575843,,-0.72465307,1720,86,0.94967437,7.8410716,,2.8594573,0.9929849,0.94967437,62.951154947280884,-0.8702447,19.22293,0.74159753,0.22352248,1.7570043e-11
8.031802e-08,0.14999999,-0.75025094,-1.0,0.4001472,0.00013251042,1.1371999,-1.07574,,-0.73621273,1740,87,0.94967437,6.554099,,2.8550422,0.9929849,0.94967437,63.439165353775024,-0.8738817,19.787903,0.7376728,0.22744721,7.5933686e-22
7.850298e-08,0.14999999,-0.89436704,-0.75757575,0.9489978,0.0628578,1.0691887,-0.56191874,,-0.7476399,1760,88,0.94967437,4.659499,,2.8642101,0.9929849,0.94967437,63.92547607421875,-0.8690665,19.804031,0.7400742,0.2250458,4.659499
7.674878e-08,0.14999999,0.500153,0.65656567,0.9483898,5.9711573e-09,1.06782,-0.51444954,,-0.75822544,1780,89,0.94967437,8.706177,,2.8520718,0.9929849,0.94967437,64.42043876647949,-0.8644613,19.820755,0.74241495,0.22270507,2.7153586e-23
7.505273e-08,0.14999999,1.1199472,1.0,0.40966266,1.7738935e-16,0.93915594,-1.0528132,,-0.76939875,1800,90,0.94967437,15.704499,,2.8364224,0.9929849,0.94967437,64.91479420661926,-0.8661449,20.376213,0.7387177,0.22640234,0.029565046
7.3412274e-08,0.14999999,-0.7077969,-0.8181818,0.049934264,0.017830685,1.0522299,-1.9254272,,-0.78044856,1820,91,0.94967437,4.4769793,,2.8084998,0.9929849,0.94967437,65.78862404823303,-0.8789547,21.291397,0.7311486,0.23397142,1.0199735e-35
7.182504e-08,0.14999999,-0.17380258,0.05050505,0.94930077,0.33762318,1.0889624,-0.5276986,,-0.7911817,1840,92,0.94967437,5.7723846,,2.8057752,0.9929849,0.94967437,66.53307485580444,-0.87470263,21.307213,0.73351985,0.23160017,1.2719369e-05
7.028872e-08,0.14999999,-0.2787497,-0.25252524,0.94259655,5.5193996,0.8469094,-0.7388366,,-0.79832953,1860,93,0.94967437,5.7547235,,2.8314626,0.9929849,0.94967437,68.83608436584473,-0.87250036,21.329742,0.73576796,0.22935206,4.851564
6.880116e-08,0.14999999,-0.5089292,-0.5555556,0.94675875,1.4434551,0.9749989,-0.7426584,,-0.75137085,1880,94,0.94967437,5.144725,,2.806315,0.9929849,0.94967437,70.51820158958435,-0.8728712,21.348106,0.7380125,0.22710752,1.0183051
6.736033e-08,0.14999999,-0.44953564,-0.37373737,0.94993126,5.097199,0.8307717,-0.6537636,,-0.74671376,1900,95,0.94993126,5.5690355,,2.7720618,0.99320793,0.94993126,72.28725290298462,-0.8709635,21.363297,0.7402432,0.22487682,3.406867
6.5964315e-08,0.14999999,-0.6341765,-0.61616164,0.9485555,0.6518042,1.0630016,-0.66248333,,-0.70492023,1920,96,0.94993126,4.699161,,2.7645342,0.99320793,0.94993126,73.66653871536255,-0.8706576,21.379852,0.7424132,0.2227068,2.7834244
6.461123e-08,0.14999999,0.67597795,0.5151515,0.94985366,1.5637281e-06,1.0282458,-0.52339536,,-0.70851636,1940,97,0.94993126,8.221908,,2.751652,0.99320793,0.94993126,74.91494154930115,-0.86657715,21.395119,0.7445517,0.2205683,8.009501e-13
6.329935e-08,0.14999999,-0.05334104,-0.13131313,0.31229547,2.728303,0.97546434,-1.1395187,,-0.7187728,1960,98,0.94993126,5.39316,,2.7494898,0.99320793,0.94993126,75.81978130340576,-0.8693356,22.04795,0.740141,0.22497904,4.2655283e-06
6.2027055e-08,0.14999999,-1.1044554,-1.0,0.93236446,0.00012798514,1.0808194,-0.67289776,,-0.70146585,1980,99,0.94993126,6.901923,,2.7392702,0.99320793,0.94993126,77.43642854690552,-0.8677365,22.080704,0.7420826,0.22303742,1.1700194e-08
6.079271e-08,0.14999999,0.118945256,0.25252524,0.9458659,0.0050377375,0.8780142,-1.0613716,,-0.7115149,2000,100,0.94993126,7.1995306,,2.7233582,0.99320793,0.94993126,79.27184462547302,-0.869079,22.09996,0.7441204,0.2209996,1.3015855e-17
