TimestepsSoFar,ReturnAbsMax,IWLastEpisode,ReturnMean,DenMISELogLast,LQGmu1_higher,DenMISEMeanLog,ReturnStepMax,Bound,Iteration,IWMin,IWMax,DenMISELogFirst,Regret/t,IWMean,IWFirstEpisode,LQGmu1_actor,ReturnMin,ReturnLastEpisode,Regret,ReturnMax,TimeElapsed,Delta,LQGsigma_higher
43720,0.95339906,5.4895563,0.87145793,-0.8266292,-0.05050505,-0.6550273,0.99652785,1.3280325,2186,,5.4897175,-0.6496515,0.09366208,1.0143256,5.09152,-0.0345312,,0.85581225,204.74536,0.95339906,5429.766035079956,1.2721875e-10,0.14999999
43740,0.95339906,5.0986514,0.87148964,-0.6798767,-0.07070707,-0.6550323,0.99652785,1.3280678,2187,,5.168196,-0.64778244,0.09363037,1.0145522,5.0207872,-0.12072107,,0.94083315,204.76965,0.95339906,5434.067558765411,1.2710247e-10,0.14999999
43760,0.95339906,4.322901,0.8715214,-0.4877974,-0.11111111,-0.65494955,0.99652785,1.327852,2188,,4.640445,-0.6459465,0.093598604,1.013723,4.6324854,-0.025525905,,0.9410014,204.7937,0.95339906,5437.978271245956,1.269863e-10,0.14999999
43780,0.95339906,4.8711414,0.8715439,-0.700146,-0.09090909,-0.65496415,0.99652785,1.327842,2189,,4.874587,-0.6442884,0.09357613,1.0149797,4.8541474,0.1145394,,0.9207502,204.83813,0.95339906,5442.054160356522,1.268703e-10,0.14999999
43800,0.95339906,0.004364764,0.87145174,-1.1259631,0.6969697,-0.6551725,0.99652785,1.3276334,2190,,26.485958,-0.6425301,0.09366828,0.93617564,2.2940214e-05,0.6912878,,0.66965806,205.13354,0.95339906,5444.686080217361,1.2675448e-10,0.14999999
43820,0.95339906,0.024202164,0.8712018,-2.2687652,0.13131313,-0.6559399,0.99652785,1.3274561,2191,,9.645449,-0.6429866,0.093918204,1.0198104,2.4936635,0.18360505,,0.32389045,205.77466,0.95339906,5447.61901974678,1.266388e-10,0.14999999
43840,0.95339906,5.1042752e-09,0.8710784,-1.3399388,-0.7979798,-0.6562434,0.99652785,1.3268754,2192,,3.6235757,-0.64230543,0.094041646,0.9792311,1.8299583e-05,-0.6516684,,0.60058296,206.13916,0.95339906,5450.569128274918,1.2652328e-10,0.14999999
43860,0.95339906,3.2762833,0.8711158,-0.23654445,-0.61616164,-0.65606177,0.99652785,1.3271301,2193,,3.3327484,-0.6427615,0.094004214,1.0146271,0.0037909702,-0.51071066,,0.9531504,206.15137,0.95339906,5453.999883890152,1.2640791e-10,0.14999999
43880,0.95339906,3.1821423,0.87115306,-0.22406346,-0.5555556,-0.65585816,0.99652785,1.3270011,2194,,3.3064213,-0.64321566,0.09396696,1.0151641,0.016187822,-0.61918885,,0.95287484,206.16357,0.95339906,5458.10747218132,1.262927e-10,0.14999999
43900,0.95339906,3.2865481,0.8711901,-0.22364739,-0.5959596,-0.6556547,0.99652785,1.3269626,2195,,3.3108678,-0.643664,0.09392995,1.0162354,0.006267581,-0.47752672,,0.9523949,206.17627,0.95339906,5461.591597318649,1.2617767e-10,0.14999999
43920,0.95339906,3.1130595,0.8712274,-0.23173445,-0.53535354,-0.65545446,0.99652785,1.3267958,2196,,3.306798,-0.6441166,0.093892634,1.0140257,0.025345769,-0.25120503,,0.95316166,206.18823,0.95339906,5465.280650377274,1.2606277e-10,0.14999999
43940,0.95339906,2.0967698,0.8712632,-0.33321178,-0.09090909,-0.6553016,0.99652785,1.3269725,2197,,4.874997,-0.64456034,0.09385681,1.0151422,4.855467,-0.094448596,,0.949964,206.20337,0.95339906,5469.387893199921,1.2594803e-10,0.14999999
43960,0.95339906,4.5168495,0.87129533,-0.5358031,-0.11111111,-0.65524054,0.99652785,1.3269058,2198,,4.6265135,-0.6428078,0.093824685,1.0147269,4.6179686,-0.22503097,,0.9419739,206.22656,0.95339906,5473.011805295944,1.2583345e-10,0.14999999
43980,0.95339906,3.549959,0.8713321,-0.3519182,-0.17171717,-0.6550961,0.99652785,1.3264134,2199,,4.089978,-0.6411639,0.09378791,1.0106452,3.5761414,-0.15482304,,0.9520535,206.2395,0.95339906,5476.012114524841,1.2571905e-10,0.14999999
44000,0.95339906,4.057756,0.8713665,-0.42879108,-0.17171717,-0.6549887,0.99652785,1.3263949,2200,,4.0842423,-0.6399936,0.09375352,1.0111009,3.571959,-0.29208103,,0.9470685,206.25781,0.95339906,5478.228383779526,1.2560478e-10,0.14999999
44020,0.95339906,0.00019032213,0.8714027,-0.30645052,0.37373737,-0.65482545,0.99652785,1.326113,2201,,17.185207,-0.6388257,0.09371734,0.9621431,0.0983948,0.40731052,,0.9508005,206.27197,0.95339906,5480.891808509827,1.2549066e-10,0.14999999
44040,0.95339906,0.00017111743,0.87122655,-1.8828008,-0.3131313,-0.6554013,0.99652785,1.3260553,2202,,3.5876932,-0.63923526,0.09389347,0.997165,1.0457888,-0.41050112,,0.48363018,206.75342,0.95339906,5483.393616437912,1.2537671e-10,0.14999999
44060,0.95339906,3.2923765,0.8712633,-0.2565372,-0.45454547,-0.6552216,0.99652785,1.3263392,2203,,3.3858886,-0.63921446,0.09385669,1.0034518,0.12597996,-0.44004843,,0.95231575,206.76636,0.95339906,5486.375349998474,1.2526291e-10,0.14999999
44080,0.95339906,3.3793724,0.87129986,-0.24417889,-0.45454547,-0.6550337,0.99652785,1.3263648,2204,,3.3822274,-0.6396111,0.093820155,1.0038952,0.12602995,-0.21894456,,0.95173895,206.77966,0.95339906,5488.995231151581,1.2514928e-10,0.14999999
44100,0.95339906,3.6961865,0.8713354,-0.35417935,-0.25252524,-0.6548957,0.99652785,1.3262048,2205,,3.7142923,-0.64000756,0.09378463,1.0034523,1.9748329,-0.15903315,,0.94970566,206.79504,0.95339906,5492.949173212051,1.2503579e-10,0.14999999
44120,0.95339906,3.9542542,0.87137043,-0.42064366,-0.1919192,-0.65478814,0.99652785,1.3262287,2206,,3.954492,-0.63956577,0.09374958,1.0101583,3.163672,-0.23655185,,0.94869995,206.81152,0.95339906,5496.179035902023,1.2492245e-10,0.14999999
44140,0.95339906,3.7248387,0.87140656,-0.3372394,-0.23232323,-0.6546398,0.99652785,1.3261448,2207,,3.7699208,-0.63858587,0.09371346,1.0063996,2.3500373,-0.3587646,,0.95096797,206.82556,0.95339906,5499.99677157402,1.2480927e-10,0.14999999
44160,0.95339906,3.445465,0.8714434,-0.27324963,-0.33333334,-0.6544644,0.99652785,1.3259411,2208,,3.537608,-0.6379746,0.09367663,0.99769324,0.8151252,-0.42683822,,0.9527157,206.83813,0.95339906,5504.666712522507,1.2469624e-10,0.14999999
44180,0.95339906,3.3917577,0.8714799,-0.24674916,-0.41414142,-0.65428096,0.99652785,1.3259392,2209,,3.4248638,-0.6380583,0.09364009,0.99988353,0.2522302,-0.38646913,,0.95223695,206.85107,0.95339906,5507.783762931824,1.2458337e-10,0.14999999
44200,0.95339906,3.3930535,0.87151635,-0.26056546,-0.41414142,-0.6541032,0.99652785,1.3259571,2210,,3.4211106,-0.63839674,0.09360367,1.0003308,0.25231558,-0.56695896,,0.9519701,206.86414,0.95339906,5512.142119169235,1.2447066e-10,0.14999999
44220,0.95339906,2.939804,0.8715529,-0.21539177,-0.4949495,-0.65390474,0.99652785,1.3256096,2211,,3.3273258,-0.63873494,0.09356713,1.009734,0.05842329,-0.47895077,,0.95225936,206.87695,0.95339906,5516.030968904495,1.2435808e-10,0.14999999
44240,0.95339906,3.3342361,0.8715894,-0.22645473,-0.47474748,-0.6537072,0.99652785,1.3256339,2212,,3.3430033,-0.6391607,0.093530595,1.0075655,0.0865891,-0.2906543,,0.9524806,206.88965,0.95339906,5521.112625360489,1.2424567e-10,0.14999999
44260,0.95339906,4.997818e-05,0.8716258,-0.29947916,-1.0,-0.65354383,0.99652785,1.3253838,2213,,5.5363407,-0.6395735,0.09349424,0.9939862,8.698247e-09,-0.81466883,,0.95196164,206.90271,0.95339906,5524.481983661652,1.2413341e-10,0.14999999
44280,0.95339906,0.021248702,0.8716621,-0.31888998,-0.33333334,-0.6533957,0.99652785,1.3253802,2214,,3.5257893,-0.6400253,0.09345794,0.9985045,0.8167985,-0.27227646,,0.9519709,206.91577,0.95339906,5528.866770267487,1.240213e-10,0.14999999
44300,0.95339906,3.5891247,0.8716968,-0.30920544,-0.2929293,-0.65324104,0.99652785,1.3253998,2215,,3.5935798,-0.64010805,0.09342319,1.0012255,1.3170965,-0.304182,,0.9486986,206.93225,0.95339906,5533.4449162483215,1.2390934e-10,0.14999999
44320,0.95339906,3.5508568,0.8717332,-0.29078722,-0.3131313,-0.6530772,0.99652785,1.3253984,2216,,3.5511987,-0.63996494,0.09338683,1.0002931,1.0465522,-0.32155558,,0.95219004,206.94531,0.95339906,5536.962686777115,1.2379753e-10,0.14999999
44340,0.95339906,3.5189424,0.8717688,-0.2815561,-0.3131313,-0.65290964,0.99652785,1.325402,2217,,3.5471168,-0.63994396,0.093351245,1.0007346,1.0465302,-0.20285383,,0.950754,206.95972,0.95339906,5540.100011587143,1.2368587e-10,0.14999999
44360,0.95339906,3.6154087,0.8718034,-0.36185116,-0.25252524,-0.65277815,0.99652785,1.3252969,2218,,3.6817827,-0.639923,0.093316615,1.0058928,1.9746659,-0.35800695,,0.9484023,206.97632,0.95339906,5543.244761228561,1.2357437e-10,0.14999999
44380,0.95339906,3.4187164,0.87183905,-0.26461232,-0.33333334,-0.65260077,0.99652785,1.3251499,2219,,3.5064895,-0.6394838,0.09328097,1.0002913,0.8163563,-0.34865108,,0.9509659,206.99048,0.95339906,5546.403783798218,1.2346302e-10,0.14999999
44400,0.95339906,3.4721773,0.8718755,-0.2671305,-0.35353535,-0.6524271,0.99652785,1.3251594,2220,,3.4733934,-0.63956654,0.09324449,1.0002366,0.62569994,-0.03561753,,0.95290047,207.00269,0.95339906,5551.163203001022,1.2335181e-10,0.14999999
44420,0.95339906,2.1989558,0.87189156,-0.6696487,-0.23232323,-0.652435,0.99652785,1.3242929,2221,,3.7398863,-0.6397351,0.09322846,1.0076883,2.3527396,-0.17604512,,0.90749866,207.0603,0.95339906,5555.211267232895,1.2324076e-10,0.14999999
44440,0.95339906,3.815245,0.8719261,-0.38974532,-0.21212122,-0.65231335,0.99652785,1.3243048,2222,,3.8202538,-0.6391265,0.09319389,1.009852,2.7516541,-0.32853448,,0.9486293,207.07666,0.95339906,5558.3441569805145,1.2312987e-10,0.14999999
44460,0.95339906,0.00015557153,0.8719621,-0.2726582,-1.0,-0.65213835,0.99652785,1.3240436,2223,,5.5474815,-0.6383388,0.09315795,0.99295163,8.687502e-09,-1.0177603,,0.9518616,207.09021,0.95339906,5561.592784881592,1.2301911e-10,0.14999999
44480,0.95339906,0.00013574846,0.87199795,-0.52689326,-0.33333334,-0.65208554,0.99652785,1.3240339,2224,,3.4946694,-0.6387886,0.093122065,1.000466,0.815789,-0.17227946,,0.95182115,207.10352,0.95339906,5564.751122951508,1.229085e-10,0.14999999
44500,0.95339906,3.8047478,0.872033,-0.393343,-0.21212122,-0.65196925,0.99652785,1.3242366,2225,,3.8147728,-0.6388714,0.09308702,1.010435,2.7509522,-0.35422117,,0.9498706,207.11865,0.95339906,5567.918380022049,1.2279804e-10,0.14999999
44520,0.95339906,0.00032629957,0.8720691,-0.2614647,-1.0,-0.65178925,0.99652785,1.323876,2226,,5.5411396,-0.63808507,0.0930509,0.9932027,8.685299e-09,-0.76204896,,0.9522795,207.13135,0.95339906,5570.912207126617,1.2268775e-10,0.14999999
44540,0.95339906,3.4903238,0.8721054,-0.30050242,-0.7979798,-0.6516349,0.99652785,1.3242524,2227,,3.6570837,-0.6385342,0.0930146,0.9772252,1.8230709e-05,-0.6902331,,0.95290154,207.14355,0.95339906,5574.543384313583,1.2257759e-10,0.14999999
44560,0.95339906,0.80512375,0.8721414,-0.2601599,-0.43434343,-0.6514695,0.99652785,1.3239096,2228,,3.3713503,-0.63898313,0.0929786,1.0031352,0.17994455,-0.39546752,,0.95250416,207.15625,0.95339906,5577.741502046585,1.2246758e-10,0.14999999
44580,0.95339906,3.275022,0.8721779,-0.24721654,-0.35353535,-0.651287,0.99652785,1.3239965,2229,,3.4606009,-0.6393511,0.09294212,1.0007228,0.6255652,-0.25961244,,0.9533774,207.16797,0.95339906,5580.788075685501,1.2235771e-10,0.14999999
44600,0.95339906,3.6095467,0.87221366,-0.30651698,-0.25252524,-0.65113217,0.99652785,1.3241309,2230,,3.656197,-0.63951904,0.092906356,1.0076045,1.9738684,-0.24473666,,0.9520196,207.18103,0.95339906,5584.099607229233,1.22248e-10,0.14999999
44620,0.95339906,3.6433268,0.87224805,-0.31606376,-0.25252524,-0.65097874,0.99652785,1.3241258,2231,,3.6518495,-0.6390826,0.092871964,1.0080274,1.9730071,-0.20393397,,0.9489461,207.19751,0.95339906,5586.127896308899,1.2213844e-10,0.14999999
44640,0.95339906,3.7150197,0.8722834,-0.35211253,-0.23232323,-0.6508414,0.99652785,1.3241026,2232,,3.7168374,-0.6386468,0.09283662,1.010141,2.3501804,-0.4162534,,0.9510761,207.21143,0.95339906,5588.452773094177,1.2202901e-10,0.14999999
44660,0.95339906,3.33912,0.87231916,-0.23859064,-0.3939394,-0.65065247,0.99652785,1.3237551,2233,,3.4024138,-0.63804233,0.092800856,1.0017107,0.34751388,-0.7483498,,0.9522424,207.22437,0.95339906,5590.442093133926,1.2191975e-10,0.14999999
44680,0.95339906,3.3809328,0.8723552,-0.2947066,-0.7979798,-0.6504925,0.99652785,1.3248049,2234,,3.6620727,-0.6383344,0.092764795,0.9782539,1.8227058e-05,-0.7518428,,0.95285183,207.23657,0.95339906,5593.1203672885895,1.2181062e-10,0.14999999
44700,0.95339906,3.5208716,0.8723912,-0.29547432,-0.7777778,-0.65034354,0.99652785,1.3247944,2235,,3.627735,-0.63878196,0.09272879,0.98223794,3.5462355e-05,-0.53128934,,0.9528518,207.24878,0.95339906,5596.189303159714,1.2170163e-10,0.14999999
44720,0.95339906,2.5816104,0.87242734,-0.21557875,-0.6363636,-0.6501571,0.99652785,1.3239644,2236,,3.3683848,-0.63922924,0.09269267,1.0113767,0.0022458527,-0.7645689,,0.9530581,207.26074,0.95339906,5599.514455318451,1.215928e-10,0.14999999
44740,0.95339906,3.5765882,0.87246305,-0.300105,-0.7777778,-0.64999574,0.99652785,1.3241411,2237,,3.6215482,-0.6396754,0.09265697,0.98222435,3.5494057e-05,-0.7846979,,0.9522509,207.27356,0.95339906,5604.059317827225,1.2148411e-10,0.14999999
44760,0.95339906,3.6166062,0.8724989,-0.30841878,-0.7777778,-0.64985126,0.99652785,1.3241725,2238,,3.6173108,-0.6401223,0.09262109,0.9827341,3.5509936e-05,-0.850427,,0.9527976,207.28613,0.95339906,5608.329339265823,1.2137558e-10,0.14999999
44780,0.95339906,3.298394,0.8725344,-0.33254102,-0.7777778,-0.6497172,0.99652785,1.3240681,2239,,3.6130872,-0.640569,0.09258562,0.9831013,3.552579e-05,-0.80344975,,0.9518924,207.29932,0.95339906,5612.890254020691,1.2126718e-10,0.14999999
44800,0.95339906,3.638357,0.87257016,-0.31401554,-0.7979798,-0.64957523,0.99652785,1.3241026,2240,,3.6393468,-0.6410155,0.09254986,0.98008215,1.8276003e-05,-0.46043256,,0.9526114,207.31177,0.95339906,5615.6211373806,1.2115894e-10,0.14999999
44820,0.95339906,3.288673,0.87260586,-0.22742805,-0.43434343,-0.6493959,0.99652785,1.3232651,2241,,3.365367,-0.64146185,0.09251416,1.003806,0.18039112,-0.53721845,,0.9526332,207.32422,0.95339906,5617.676224946976,1.2105082e-10,0.14999999
44840,0.95339906,2.6482468,0.8726413,-0.21415558,-0.6363636,-0.64919996,0.99652785,1.3232242,2242,,3.3571653,-0.64182746,0.09247869,1.0116047,0.0022516956,-0.48525345,,0.9520994,207.33716,0.95339906,5621.821812391281,1.209429e-10,0.14999999
44860,0.95339906,3.246456,0.8726772,-0.22033761,-0.45454547,-0.6490039,0.99652785,1.3236452,2243,,3.342178,-0.6422724,0.09244281,1.0064425,0.1263658,-0.39146703,,0.9530313,207.34924,0.95339906,5624.335035085678,1.2083505e-10,0.14999999
44880,0.95339906,3.2633858,0.8727127,-0.24543679,-0.43434343,-0.64882135,0.99652785,1.3235921,2244,,3.3579316,-0.6426618,0.092407346,1.0050092,0.1806077,-0.4128333,,0.95224607,207.36206,0.95339906,5626.346605539322,1.2072739e-10,0.14999999
44900,0.95339906,3.3384027,0.87274826,-0.23759295,-0.43434343,-0.64863616,0.99652785,1.3236144,2245,,3.3544083,-0.6430268,0.09237176,1.0054337,0.18067366,-0.66074336,,0.9526058,207.37451,0.95339906,5629.70365190506,1.2061986e-10,0.14999999
44920,0.95339906,2.3760232e-09,0.87278396,-0.24024692,0.3131313,-0.648452,0.99652785,1.32325,2246,,15.489877,-0.6433917,0.09233606,0.98537165,0.2830198,0.31559244,,0.95311207,207.38684,0.95339906,5634.148993730545,1.2051247e-10,0.14999999
44940,0.95339906,6.7000033e-06,0.87262684,-1.7079338,-0.4949495,-0.6489309,0.99652785,1.3228493,2247,,3.3023376,-0.64371085,0.09249318,1.0107784,0.05871473,-0.24826181,,0.5195806,207.83228,0.95339906,5637.351380348206,1.2040524e-10,0.14999999
44960,0.95339906,3.5900927,0.8726611,-0.3132978,-0.27272728,-0.6487769,0.99652785,1.322811,2248,,3.594653,-0.64412963,0.092458904,1.0063683,1.6341091,-0.11745344,,0.94975084,207.84766,0.95339906,5640.856808423996,1.2029813e-10,0.14999999
44980,0.95339906,1.5354379e-08,0.8726951,-0.4835852,0.8181818,-0.6487008,0.99652785,1.3226347,2249,,30.38497,-0.6438477,0.09242493,0.99388987,3.0095904e-07,0.8435206,,0.94908,207.86365,0.95339906,5644.42183804512,1.2019119e-10,0.14999999
45000,0.95339906,5.349875e-10,0.8724005,-2.4370344,-0.21212122,-0.64950025,0.99652785,1.3225222,2250,,3.812353,-0.6442923,0.092719495,1.0110134,2.7659054,-0.26421088,,0.20981316,208.6189,0.95339906,5648.370165586472,1.2008437e-10,0.14999999
45020,0.95339906,3.5789804,0.87243515,-0.29993096,-0.25252524,-0.64934033,0.99652785,1.3224629,2251,,3.646374,-0.6435081,0.092684865,1.0083591,1.9817579,-0.16888407,,0.9503929,208.63354,0.95339906,5651.722057580948,1.199777e-10,0.14999999
45040,0.95339906,3.7899127,0.87246895,-0.39570484,-0.21212122,-0.6492241,0.99652785,1.322413,2252,,3.8033986,-0.64307225,0.09265107,1.0117248,2.762533,-0.23040974,,0.9486239,208.65015,0.95339906,5655.068907022476,1.1987117e-10,0.14999999
45060,0.95339906,3.6768763,0.87250334,-0.32396346,-0.23232323,-0.6490748,0.99652785,1.322395,2253,,3.7095735,-0.64229023,0.09261668,1.0106852,2.358759,-0.1702598,,0.94988406,208.66528,0.95339906,5659.541357755661,1.1976478e-10,0.14999999
45080,0.95339906,3.783302,0.87253827,-0.39135748,-0.21212122,-0.6489559,0.99652785,1.3223718,2254,,3.7941818,-0.6416876,0.09258175,1.0125203,2.7587104,-0.22895424,,0.95132565,208.67932,0.95339906,5663.579504966736,1.1965853e-10,0.14999999
45100,0.95339906,3.6723535,0.8725731,-0.32290348,-0.23232323,-0.64880604,0.99652785,1.322341,2255,,3.7006052,-0.640908,0.09254694,1.0114491,2.3555007,-0.37233335,,0.9510081,208.69336,0.95339906,5667.904435634613,1.1955244e-10,0.14999999
45120,0.95339906,2.9580889,0.8726083,-0.24647313,-0.2929293,-0.64862275,0.99652785,1.3218751,2256,,3.5226333,-0.6403073,0.09251171,1.0063293,1.317359,-0.3380377,,0.95206505,208.70642,0.95339906,5671.243153333664,1.1944648e-10,0.14999999
45140,0.95339906,3.437624,0.87264353,-0.25709084,-0.33333334,-0.6484465,0.99652785,1.3218434,2257,,3.451233,-0.6401667,0.09247649,1.0039707,0.81691396,-0.37093788,,0.9520927,208.71948,0.95339906,5674.231656074524,1.1934065e-10,0.14999999
45160,0.95339906,3.3752618,0.87267905,-0.24502131,-0.35353535,-0.64826626,0.99652785,1.3218303,2258,,3.4215322,-0.6402478,0.09244096,1.0035343,0.62612635,-0.4168108,,0.9529028,208.73169,0.95339906,5678.173568725586,1.1923496e-10,0.14999999
45180,0.95339906,3.3507771,0.87271464,-0.2311691,-0.41414142,-0.6480802,0.99652785,1.3218553,2259,,3.3561687,-0.64041334,0.09240538,1.0043507,0.2528249,-0.4344641,,0.95299315,208.74365,0.95339906,5682.595917224884,1.1912941e-10,0.14999999
45200,0.95339906,3.3333755,0.87274975,-0.22580424,-0.43434343,-0.6478915,0.99652785,1.3218774,2260,,3.3355992,-0.640744,0.09237027,1.0058572,0.18026167,-0.27995497,,0.9520774,208.75671,0.95339906,5687.129483938217,1.1902403e-10,0.14999999
45220,0.95339906,3.305124,0.8727847,-0.28060925,-0.33333334,-0.6477266,0.99652785,1.3217294,2261,,3.4384904,-0.6411066,0.09233534,1.0052111,0.81768215,-0.23106305,,0.95183086,208.77026,0.95339906,5690.615505218506,1.1891878e-10,0.14999999
45240,0.95339906,3.3501472,0.87281924,-0.3158768,-0.2929293,-0.64757776,0.99652785,1.3216491,2262,,3.5044432,-0.6411872,0.09230077,1.0079637,1.3185186,0.058707148,,0.95082694,208.78442,0.95339906,5693.837650299072,1.1881364e-10,0.14999999
45260,0.95339906,4.6839657,0.8727884,-0.96030706,0.1919192,-0.64771277,0.99652785,1.322113,2263,,11.653732,-0.64104646,0.09233159,1.0134449,1.4184942,0.13078247,,0.80319345,208.94641,0.95339906,5698.404287099838,1.1870865e-10,0.14999999
45280,0.95339906,4.1499625e-08,0.87267345,-1.1931114,-0.7979798,-0.64794827,0.99652785,1.3211695,2264,,3.6667001,-0.64086163,0.092446566,0.9774759,1.827318e-05,-0.777509,,0.61239946,209.29907,0.95339906,5702.578413963318,1.1860382e-10,0.14999999
45300,0.95339906,3.5876667,0.87270874,-0.30863288,-0.7979798,-0.6478086,0.99652785,1.321166,2265,,3.6623883,-0.64130324,0.09241128,0.9779551,1.8281251e-05,-0.75576806,,0.9526004,209.31152,0.95339906,5706.860544919968,1.1849911e-10,0.14999999
45320,0.95339906,3.439011,0.872744,-0.2965987,-0.7979798,-0.64766353,0.99652785,1.3211017,2266,,3.65809,-0.6417446,0.092375994,0.9783682,1.8289324e-05,-1.0097784,,0.9527808,209.32397,0.95339906,5711.114441156387,1.1839454e-10,0.14999999
45340,0.95339906,1.0034274e-23,0.87277895,-0.516238,0.5555556,-0.64761513,0.99652785,1.3203614,2267,,22.924177,-0.6421858,0.092341065,0.91525835,0.0015792779,0.3211577,,0.95173955,209.33716,0.95339906,5714.258832216263,1.1829011e-10,0.14999999
45360,0.95339906,9.072232,0.87262565,-1.723314,0.17171717,-0.64812803,0.99652785,1.3217341,2268,,10.994599,-0.64262617,0.09249437,1.0182588,1.7449398,0.17920952,,0.52513754,209.7771,0.95339906,5716.8033854961395,1.1818582e-10,0.14999999
45380,0.95339906,9.185545,0.87250525,-1.3425028,0.11111111,-0.6484267,0.99652785,1.320497,2269,,9.185545,-0.64229786,0.09261477,1.0191641,2.8984966,0.20514622,,0.5993577,210.14307,0.95339906,5721.1608719825745,1.1808168e-10,0.14999999
45400,0.95339906,1.0540321e-13,0.87238127,-1.41589,-1.0,-0.6487569,0.99652785,1.3203715,2270,,5.6359034,-0.6414619,0.09273875,0.99026835,8.714687e-09,-0.90034467,,0.5911526,210.51709,0.95339906,5724.80405330658,1.1797766e-10,0.14999999
45420,0.95339906,3.0224457,0.8724164,-0.3607421,-0.7979798,-0.6486347,0.99652785,1.3207601,2271,,3.6576724,-0.6419023,0.09270364,0.97853756,1.8292203e-05,-0.72853136,,0.952149,210.53003,0.95339906,5727.697118282318,1.178738e-10,0.14999999
45440,0.95339906,3.1654956,0.8724518,-0.28130785,-0.7979798,-0.64848244,0.99652785,1.3205837,2272,,3.6533988,-0.64234257,0.092668235,0.9788294,1.8300263e-05,-0.9367411,,0.9529089,210.54224,0.95339906,5730.61874127388,1.1777004e-10,0.14999999
45460,0.95339906,2.5577521,0.8724869,-0.3888298,-0.7979798,-0.6483777,0.99652785,1.3201535,2273,,3.6491387,-0.64278257,0.09263313,0.97885406,1.830831e-05,-0.90507203,,0.95221156,210.55505,0.95339906,5734.920751333237,1.1766645e-10,0.14999999
45480,0.95339906,3.123974,0.87252194,-0.36117604,-1.0,-0.6482609,0.99652785,1.3202741,2274,,5.6315837,-0.64322245,0.09259808,0.9907976,8.730042e-09,-0.7666463,,0.95216113,210.568,0.95339906,5738.332986354828,1.1756297e-10,0.14999999
45500,0.95339906,3.5091336,0.8725572,-0.29900512,-0.7979798,-0.6481118,0.99652785,1.3205519,2275,,3.6439388,-0.6436621,0.092562795,0.9798165,1.8324434e-05,-0.65635854,,0.9527367,210.58032,0.95339906,5742.578451871872,1.1745965e-10,0.14999999
45520,0.95339906,3.3563075,0.87259203,-0.24191618,-0.67676765,-0.6479421,0.99652785,1.3200709,2276,,3.43009,-0.64410156,0.092527986,1.0036645,0.0007554297,-0.7458621,,0.9520326,210.59375,0.95339906,5747.109268426895,1.1735646e-10,0.14999999
45540,0.95339906,3.3350205,0.8726273,-0.28665844,-0.7979798,-0.64778215,0.99652785,1.3202507,2277,,3.6373122,-0.6445405,0.0924927,0.9802143,1.8340535e-05,-0.66424215,,0.95270723,210.60596,0.95339906,5751.6710596084595,1.172534e-10,0.14999999
45560,0.95339906,3.3898258,0.8726624,-0.24390663,-0.65656567,-0.64761364,0.99652785,1.3203454,2278,,3.390377,-0.64497954,0.09245759,1.0078311,0.001318758,-0.4565642,,0.95274407,210.61841,0.95339906,5755.601994276047,1.1715047e-10,0.14999999
45580,0.95339906,1.8352472,0.87269753,-0.22402835,-0.2929293,-0.6474245,0.99652785,1.320137,2279,,3.5245297,-0.64541787,0.092422485,1.0066975,1.3241086,-0.3355698,,0.95266247,210.63086,0.95339906,5758.772303819656,1.1704769e-10,0.14999999
45600,0.95339906,3.4169657,0.87273204,-0.25774395,-0.35353535,-0.64725083,0.99652785,1.3201767,2280,,3.424111,-0.6452757,0.092387974,1.0038255,0.62928236,-0.15470852,,0.9513969,210.64453,0.95339906,5761.962356328964,1.1694504e-10,0.14999999
45620,0.95339906,3.5234861,0.8727658,-0.4151371,-0.23232323,-0.6471474,0.99652785,1.3200538,2281,,3.699531,-0.64543825,0.09235424,1.0115861,2.366196,-0.26884982,,0.94956625,210.65991,0.95339906,5765.133547544479,1.1684252e-10,0.14999999
45640,0.95339906,3.5305243,0.87280005,-0.2891869,-0.25252524,-0.64698565,0.99652785,1.3199799,2282,,3.6207275,-0.64483976,0.092319965,1.0105567,1.9843987,-0.1176388,,0.95105934,210.67407,0.95339906,5768.35210776329,1.1674013e-10,0.14999999
45660,0.95339906,3.8015475,0.8728284,-0.4798396,-0.1919192,-0.64690816,0.99652785,1.3198223,2283,,3.8980665,-0.64440864,0.09229159,1.0142189,3.1790302,-0.22122493,,0.93743837,210.70166,0.95339906,5772.433124542236,1.166379e-10,0.14999999
45680,0.95339906,3.6772368,0.87286276,-0.32582185,-0.21212122,-0.6467614,0.99652785,1.3197798,2284,,3.7790356,-0.6434551,0.09225726,1.0136727,2.7635906,-0.34140098,,0.9512972,210.7157,0.95339906,5777.871642589569,1.1653578e-10,0.14999999
45700,0.95339906,3.3612947,0.87289685,-0.25190422,-0.3131313,-0.6465829,0.99652785,1.3195258,2285,,3.4665885,-0.64268357,0.09222317,1.0065526,1.0494013,-0.07931073,,0.95075864,210.72998,0.95339906,5782.118020057678,1.164338e-10,0.14999999
45720,0.95339906,3.5170531,0.8729293,-0.5612346,-0.1919192,-0.6465428,0.99652785,1.3192976,2286,,3.8862438,-0.6426619,0.09219074,1.0147156,3.1734824,-0.33275932,,0.94701284,210.74805,0.95339906,5785.590218782425,1.1633195e-10,0.14999999
