IWMax,DenMISELogLast,DenMISEMeanLog,LQGmu1_actor,TimestepsSoFar,ReturnMin,Iteration,ReturnAbsMax,TimeElapsed,LQGsigma_higher,DenMISELogFirst,IWMean,Bound,ReturnLastEpisode,delta,ReturnMax,IWMin,IWLastEpisode,IWFirstEpisode,LQGmu1_higher,Regret,ReturnMean,Regret/t,ReturnStepMax
7.6154714,-0.6869539,-0.88292736,0.14861077,1480,,74,17.411434,32.307679891586304,0.14999999,-0.6694281,1.0287678,54.25108,15.554634,2.2203328e-07,17.411434,,0.021629073,0.013510851,0.3877551,322.63184,13.000111,4.35989,19.19969
6.101977,-0.9335061,-0.883596,0.18266542,1500,,75,17.411434,32.774001359939575,0.14999999,-0.68266857,1.0238866,54.31588,8.903575,2.1615185e-07,17.411434,,4.6947513,3.1888134,0.020408163,331.08826,12.94549,4.4145107,19.19969
7.894723,-0.9094888,-0.8838762,-0.9923321,1520,,76,17.411434,33.24447846412659,0.14999999,-0.6542753,0.9866924,53.63626,8.800861,2.1050109e-07,17.411434,,2.0940511e-13,2.5136288e-07,-1.0,339.64746,12.890956,4.4690447,19.19969
4.6917615,-0.7068927,-0.8820979,-0.74978447,1540,,77,17.411434,33.72358298301697,0.14999999,-0.66734743,1.0571543,53.15683,17.202133,2.0506903e-07,17.411434,,0.30428416,0.018793609,-0.63265306,339.8053,12.946945,4.4130554,19.19969
4.4397454,-0.48247117,-0.87644273,-0.861334,1560,,78,17.411434,34.192819118499756,0.14999999,-0.68000674,1.1022701,53.028793,17.356232,1.9984455e-07,17.411434,,3.642408,7.88156e-05,-0.8367347,339.80908,13.003474,4.3565264,19.19969
5.2968974,-0.48214754,-0.8703649,-0.21803746,1580,,79,17.411434,34.7274956703186,0.14999999,-0.6927448,1.0613991,52.326744,17.320229,1.948172e-07,17.411434,,4.490388e-05,5.2968974,-0.14285715,339.84888,13.058116,4.3018847,19.19969
5.139598,-0.62216765,-0.86674803,-0.2818903,1600,,80,17.411434,35.20031023025513,0.14999999,-0.64042634,0.89894736,52.322456,16.840895,1.899772e-07,17.411434,,2.6123714,1.1498138,-0.3877551,340.36792,13.105402,4.2545986,19.19969
9.72281,-0.6009052,-0.8648704,0.8226583,1620,,81,17.411434,35.682151794433594,0.14999999,-0.63857853,0.74528694,52.32739,17.117092,1.8531539e-07,17.411434,,4.0671724e-12,4.8620965e-09,0.8367347,340.61072,13.15493,4.2050705,19.19969
7.2592216,-1.2011677,-0.8723496,0.116132304,1640,,82,17.411434,36.174827575683594,0.14999999,-0.6508486,1.0309598,52.12202,2.9429274,1.8082306e-07,17.411434,,0.0031138796,0.31352085,0.2244898,355.02783,13.030393,4.329608,19.19969
4.3880186,-0.8690682,-0.8722628,-0.74016184,1660,,83,17.411434,36.707252740859985,0.14999999,-0.6591538,1.1369194,51.979538,8.981861,1.7649211e-07,17.411434,,5.9457484e-08,0.00026819354,-0.79591835,363.406,12.981614,4.3783865,19.19969
7.7779655,-0.46100312,-0.865947,-1.0454918,1680,,84,17.411434,37.202996015548706,0.14999999,-0.6711268,0.98367727,51.515564,17.365053,1.7231491e-07,17.411434,,0.9406648,2.556346e-07,-1.0,363.40088,13.033799,4.3262014,19.19969
5.065469,-0.84907675,-0.866207,-0.30599627,1700,,85,17.411434,37.64637017250061,0.14999999,-0.6829612,1.0299492,51.528427,17.197641,1.6828433e-07,17.411434,,8.300618e-06,3.5005877,-0.26530612,363.56335,13.082786,4.277215,19.19969
8.224179,-0.6067984,-0.86303145,0.49027565,1720,,86,17.411434,38.116854667663574,0.14999999,-0.6542994,0.86431336,51.1689,17.187428,1.6439348e-07,17.411434,,8.1029924e-08,4.825286e-05,0.59183675,363.73596,13.130513,4.2294874,19.19969
6.0208054,-1.0686601,-0.86723936,-0.15105134,1740,,87,17.411434,38.60308313369751,0.14999999,-0.66585964,1.0133114,50.956093,6.916166,1.6063603e-07,17.411434,,0.057310004,3.1356606,0.020408163,374.1797,13.059085,4.3009157,19.19969
4.905277,-0.63103795,-0.8645891,-0.54077077,1760,,88,17.411434,39.15947484970093,0.14999999,-0.6418806,1.0646027,50.832664,16.305521,1.5700596e-07,17.411434,,3.7401552,3.359695,-0.26530612,375.23425,13.095975,4.2640257,19.19969
4.894277,-0.635817,-0.8614742,-0.7525831,1780,,89,17.411434,39.952392578125,0.14999999,-0.6157125,1.0018076,51.501472,17.357374,1.5349757e-07,17.411434,,4.7400556,0.04282477,-0.59183675,375.23682,13.143856,4.2161446,19.19969
4.345259,-0.4869303,-0.85742265,-0.70183456,1800,,90,17.411434,40.56846356391907,0.14999999,-0.62640476,1.1607887,51.121956,17.368729,1.5010546e-07,17.411434,,4.151126,0.0002595527,-0.79591835,375.22815,13.190799,4.169202,19.19969
4.240886,-0.47003588,-0.8515802,-0.8705458,1820,,91,17.411434,40.9484486579895,0.14999999,-0.6374517,1.1644266,50.29457,17.373005,1.4682455e-07,17.411434,,4.240886,0.002537101,-0.71428573,375.2151,13.236757,4.1232433,19.19969
7.7527456,-0.4787422,-0.8459167,-0.861802,1840,,92,17.411434,41.330071210861206,0.14999999,-0.64835286,1.003435,50.469955,17.310757,1.4365008e-07,17.411434,,2.9580047,2.4987864e-07,-1.0,375.2644,13.28104,4.0789604,19.19969
7.851572,-0.45069274,-0.8418551,0.5811381,1860,,93,17.411434,41.71254754066467,0.14999999,-0.65916383,0.9832979,50.087425,17.304363,1.4057744e-07,17.411434,,3.560963e-15,0.013372885,0.3877551,375.32007,13.324302,4.035699,19.19969
18.036327,-1.1346968,-0.8453795,0.93199384,1880,,94,17.411434,42.095805644989014,0.14999999,-0.6697153,1.0840786,49.8852,6.029816,1.3760231e-07,17.411434,,0.16764495,2.4963005e-12,1.0,386.65015,13.246701,4.1132994,19.19969
4.135042,-1.3273467,-0.85024095,-0.64718395,1900,,95,17.411434,42.47288274765015,0.14999999,-0.68029743,1.1748962,49.68641,1.1962374,1.3472066e-07,17.411434,,1.5364153e-28,0.00027392458,-0.79591835,402.81396,13.119854,4.2401466,19.19969
5.153912,-0.48629847,-0.84478635,-0.17319846,1920,,96,17.411434,42.84046769142151,0.14999999,-0.69076586,0.88172054,49.848076,17.393808,1.3192863e-07,17.411434,,2.1425622,0.40895885,-0.46938777,402.78015,13.164374,4.1956263,19.19969
5.3188343,-0.6652807,-0.8442427,-0.34841508,1940,,97,17.411434,43.21058511734009,0.14999999,-0.69687766,1.0989923,50.07859,16.542469,1.2922246e-07,17.411434,,5.0682945,5.3188343,-0.14285715,403.59778,13.199199,4.160802,19.19969
4.9524693,-0.6217533,-0.841142,-0.36685395,1960,,98,17.411434,43.589277505874634,0.14999999,-0.6537514,0.9711879,48.97576,17.208853,1.265987e-07,17.411434,,4.9524693,1.793018,-0.3469388,403.74878,13.240115,4.1198854,19.19969
4.417099,-0.5869974,-0.83898646,-0.49558043,1980,,99,17.411434,43.96075916290283,0.14999999,-0.64577305,1.0510403,48.643356,17.271767,1.2405411e-07,17.411434,,0.9952087,0.018392488,-0.63265306,403.83704,13.280838,4.0791626,19.19969
9.192933,-0.5711725,-0.8359073,0.5759448,2000,,100,17.411434,44.33875918388367,0.14999999,-0.6556376,0.80453414,48.655823,17.346237,1.2158542e-07,17.411434,,3.5155066e-14,6.8213774e-07,0.71428573,403.8507,13.321493,4.0385075,19.19969
7.2075624,-1.1456847,-0.8410757,0.1125614,2020,,101,17.411434,44.715258836746216,0.14999999,-0.6655879,0.93797547,48.64814,6.084527,1.1918971e-07,17.411434,,0.12947813,0.9920987,0.14285715,415.12634,13.249839,4.110162,19.19969
4.8424406,-0.9093503,-0.84252787,-0.4727148,2040,,102,17.411434,45.10358691215515,0.14999999,-0.6656654,0.94176006,48.486588,8.989297,1.1686409e-07,17.411434,,0.009855898,0.7116426,-0.42857143,423.49707,13.208069,4.151932,19.19969
7.969514,-0.5656794,-0.8404986,-0.89461136,2060,,103,17.411434,45.49764013290405,0.14999999,-0.6684689,0.9508347,48.43061,17.330551,1.14605925e-07,17.411434,,0.009710211,2.5495603e-07,-1.0,423.5265,13.248093,4.111908,19.19969
5.220052,-0.51241374,-0.83798826,-0.28349644,2080,,104,17.411434,45.89317512512207,0.14999999,-0.6781308,1.0560466,48.10506,17.287418,1.1241255e-07,17.411434,,1.5604544e-05,5.220052,-0.14285715,423.599,13.286933,4.0730677,19.19969
8.513109,-0.5695083,-0.8350366,0.57407963,2100,,105,17.411434,46.28855228424072,0.14999999,-0.6387265,1.0076338,48.08089,17.055601,1.10281555e-07,17.411434,,3.9121082e-06,0.0005616501,0.5102041,423.90332,13.322826,4.037174,19.19969
