DenMISEMeanLog,IWFirstEpisode,Iteration,DenMISELogFirst,delta,ReturnAbsMax,ReturnMean,ReturnMax,LQGmu1_higher,TimestepsSoFar,ReturnLastEpisode,TimeElapsed,Regret,IWMin,ReturnMin,LQGsigma_higher,DenMISELogLast,LQGmu1_actor,IWMax,ReturnStepMax,Regret/t,IWMean,IWLastEpisode,Bound
-0.8310616,2.53757e-09,11,-0.58458763,1.0048381e-05,17.382969,11.962091,17.382969,-0.877551,220,17.371101,3.3193469047546387,59.377,,,0.14999999,-0.45528486,-0.9990531,7.072241,19.172138,5.397909,0.92306495,0.042933084,117.20914
-0.84633094,1.3834538,12,-0.67159903,8.443432e-06,17.382969,12.398816,17.382969,0.3469388,240,17.202791,3.60935640335083,59.53421,,,0.14999999,-0.81404346,0.5070722,4.7217426,19.172138,4.9611845,0.6248756,1.9665858e-17,117.44004
-0.8801402,3.1943906e-05,13,-0.64252925,7.194403e-06,17.382969,11.965342,17.382969,0.8367347,260,6.763644,3.9002976417541504,70.13057,,,0.14999999,-0.8765598,0.92004925,9.72881,19.172138,5.394659,1.002971,0.57103133,118.04827
-0.89378005,3.286924e-05,14,-0.71663475,6.203337e-06,17.382969,11.2105055,17.382969,-0.63265306,280,1.3976496,4.193340539932251,86.092926,,,0.14999999,-0.9063634,-0.79947734,5.6839714,19.172138,6.149495,1.208132,3.5565636e-23,106.99281
-0.8682646,0.028663399,15,-0.7856253,5.403797e-06,17.382969,11.620594,17.382969,0.59183675,300,17.36183,4.486922025680542,86.09111,,,0.14999999,-0.60375386,0.8637218,6.020599,19.172138,5.7394066,0.9709229,1.0117552e-18,103.77005
-0.8775486,1.1410453e-11,16,-0.84825474,4.7494304e-06,17.382969,11.038836,17.382969,-1.0,320,2.3124423,4.786575078964233,101.13864,,,0.14999999,-0.8852129,-1.0335772,7.805887,19.172138,6.321165,1.0275097,1.9361623e-33,102.18151
-0.88135475,0.611124,17,-0.90887934,4.207108e-06,17.382969,11.401061,17.382969,-0.2244898,340,17.196682,5.082794189453125,101.301956,,,0.14999999,-0.8451684,0.2273639,5.3974257,19.172138,5.9589396,0.69562596,2.979316e-06,100.482376
-0.9030071,1.1460982e-07,18,-0.9307203,3.7526365e-06,17.382969,11.2473345,17.382969,1.0,360,8.633994,5.381009101867676,110.027985,,,0.14999999,-0.9329326,0.99489385,15.06268,19.172138,6.112666,1.6926645,1.1713017e-05,94.743225
-0.8851075,5.1220746,19,-0.9847876,3.3680174e-06,17.382969,10.660251,17.382969,0.2244898,380,0.092742085,5.679632663726807,127.29526,,,0.14999999,-0.945419,0.15512607,7.1348915,19.172138,6.69975,1.0270612,1.2803563e-05,88.58155
-0.88170815,0.0040933634,20,-0.7973925,3.0396352e-06,17.382969,10.571516,17.382969,-0.46938777,400,8.885558,5.978778123855591,135.76968,,,0.14999999,-0.7487816,-0.6660982,5.5686836,19.172138,6.7884846,1.0768503,0.0009681777,88.79508
-0.8737077,4.8995344e-07,21,-0.84597796,2.7570386e-06,17.382969,10.895784,17.382969,-0.75510204,420,17.38114,6.281020402908325,135.74854,,,0.14999999,-0.71154684,-1.0987766,5.6111536,19.172138,6.464216,1.175588,4.5434685,91.1481
-0.891604,1.1926618e-11,22,-0.89249796,2.5120953e-06,17.382969,11.182161,17.382969,-1.0,440,17.196081,6.584857225418091,135.91246,,,0.14999999,-1.3701731,-0.83045447,8.427806,19.172138,6.1778393,1.3884134,8.427806,90.85677
-0.86642474,4.8458853,23,-0.93694973,2.2984013e-06,17.382969,11.450029,17.382969,-0.020408163,460,17.343124,6.88696551322937,135.92935,,,0.14999999,-0.55198777,0.02130858,4.9350467,19.172138,5.909971,0.68570703,2.1468704e-06,85.68564
-0.8777538,0.14616486,24,-0.78831834,2.110858e-06,17.382969,11.354103,17.382969,0.5102041,480,9.14778,7.193971157073975,144.14154,,,0.14999999,-0.79334754,0.0966959,7.611681,19.172138,6.0058975,0.76899844,0.029013293,79.46088
-0.8874079,9.733964e-08,25,-0.8230686,1.9453666e-06,17.382969,11.260719,17.382969,-0.79591835,500,9.019524,7.498790264129639,152.48203,,,0.14999999,-0.8232899,-0.8964704,5.050414,19.172138,6.0992813,1.139174,1.2383545e-07,78.96408
-0.870438,1.1571719e-11,26,-0.8622893,1.7986008e-06,17.382969,11.492453,17.382969,-1.0,520,17.285805,7.8043296337127686,152.55624,,,0.14999999,-0.53126645,-0.8334221,6.892541,19.172138,5.867548,1.2112981,3.5653489,77.4715
-0.8499871,0.00015080307,27,-0.90002966,1.6678383e-06,17.382969,11.708765,17.382969,0.79591835,540,17.332876,8.112580060958862,152.58337,,,0.14999999,-0.44732118,0.8245302,8.147772,19.172138,5.6512356,1.0771748,9.95686e-26,77.42061
-0.85260004,0.16525723,28,-0.9363917,1.5508342e-06,17.382969,11.394697,17.382969,-0.30612245,560,2.9148545,8.425169467926025,167.0285,,,0.14999999,-0.91185826,-0.46580917,6.6950765,19.172138,5.9653034,0.6656004,3.042606e-12,77.28086
-0.86098206,0.00015424166,29,-0.96559834,1.4457245e-06,17.382969,11.599982,17.382969,-0.59183675,580,17.347979,8.735811471939087,167.04053,,,0.14999999,-0.72824806,-0.5659512,5.412015,19.172138,5.7600183,1.0475879,3.8708537,77.467224
-0.8516495,7.225852,30,-0.99949455,1.3509492e-06,17.382969,11.792324,17.382969,0.10204082,600,17.370218,9.05001449584961,167.03033,,,0.14999999,-0.58639556,-0.10829229,7.225852,19.172138,5.5676765,1.3462081,0.00023609497,77.152054
-0.8456512,2.3697445,31,-0.81647825,1.2651968e-06,17.382969,11.931362,17.382969,-0.10204082,620,16.102509,9.360910654067993,168.28781,,,0.14999999,-0.89833987,-0.20279598,6.525078,19.172138,5.4286385,0.7649632,6.525078,73.10389
-0.8508296,9.804023e-08,32,-0.77456456,1.1873576e-06,17.382969,12.083218,17.382969,1.0,640,16.790764,9.669667959213257,168.85706,,,0.14999999,-0.7511209,0.97920245,13.989174,19.172138,5.276783,1.3805957,6.14842e-14,72.53679
-0.8498192,0.011225184,33,-0.8053362,1.1164868e-06,17.382969,11.728416,17.382969,-0.42857143,660,0.37477085,9.98468542098999,185.84225,,,0.14999999,-1.0507007,-0.40608394,5.5764956,19.172138,5.631584,1.0008869,5.682517e-19,72.62644
-0.84434956,1.6287831,34,-0.83484906,1.051777e-06,17.382969,11.890861,17.382969,0.3469388,680,17.251495,10.300543069839478,185.95074,,,0.14999999,-0.6219791,0.2651521,5.065909,19.172138,5.46914,0.65636724,1.6688327e-05,72.48999
-0.85528964,1.8264197e-08,35,-0.8170433,9.925341e-07,17.382969,11.792965,17.382969,-0.8367347,700,8.464544,10.61625599861145,194.84625,,,0.14999999,-0.86541945,-0.88530993,5.1517916,19.172138,5.5670357,1.1756952,1.2102495e-11,71.76431
-0.8437803,3.7379275e-05,36,-0.8452142,9.3815913e-07,17.382969,11.946032,17.382969,-0.63265306,720,17.30335,10.935222148895264,194.9029,,,0.14999999,-0.56955427,-0.69784594,4.880059,19.172138,5.413969,1.043575,1.1378824,69.33305
-0.834478,1.1691788e-11,37,-0.8726121,8.881331e-07,17.389917,12.093164,17.389917,-1.0,740,17.389917,11.254281997680664,194.87292,,,0.14999999,-0.51204175,-0.9777687,7.3175077,19.179274,5.266836,1.0712283,0.583564,68.611176
-0.82812464,0.012743258,38,-0.89928037,8.4200434e-07,17.389917,12.228076,17.389917,0.63265306,760,17.219795,11.572993516921997,195.01318,,,0.14999999,-0.61381567,0.714187,5.456585,19.179274,5.1319246,0.6127473,4.5915176e-25,68.247154
-0.842789,0.6210062,39,-0.92492056,7.993782e-07,17.389917,12.028912,17.389917,-0.2244898,780,4.4607053,11.894737243652344,207.91248,,,0.14999999,-0.9963938,-0.3161772,6.4141846,19.179274,5.331089,0.7591921,2.259034e-08,68.31662
-0.8459563,0.012772118,40,-0.93444055,7.599088e-07,17.389917,12.156827,17.389917,-0.42857143,800,17.145485,12.215153694152832,208.12695,,,0.14999999,-0.70698726,-0.6786733,5.1717734,19.179274,5.2031736,1.0298201,4.0732746,66.652756
-0.8394797,1.11491936e-07,41,-0.9588139,7.2329226e-07,17.389917,12.283511,17.389917,-0.79591835,820,17.350916,12.537557363510132,208.13605,,,0.14999999,-0.5749691,-1.0497608,4.6801,19.179274,5.0764894,1.2353878,3.4822378,67.40455
-0.83612144,6.857382,42,-0.98291147,6.8925965e-07,17.389917,12.400404,17.389917,0.14285715,840,17.192987,12.861334323883057,208.30304,,,0.14999999,-0.8971039,0.24283823,7.230509,19.179274,4.9595966,1.1234741,1.2230928e-13,66.67556
-0.8367159,1.1490036e-11,43,-0.8552061,6.5757393e-07,17.389917,12.311273,17.389917,-1.0,860,8.567748,13.185888290405273,217.09534,,,0.14999999,-0.92278266,-1.1096475,6.915172,19.179274,5.048728,1.1644542,8.283372e-15,65.84003
-0.8403108,1.7009377,44,-0.8781956,6.280238e-07,17.389917,12.422247,17.389917,0.3469388,880,17.194136,13.512233972549438,217.26117,,,0.14999999,-1.1104307,0.49285436,6.009459,19.179274,4.9377537,0.7778034,2.6984384e-20,63.79861
-0.8490918,3.8040147e-05,45,-0.86273926,6.0042186e-07,17.389917,12.2993765,17.389917,-0.63265306,900,6.8930836,13.83876347541809,227.72809,,,0.14999999,-0.98936886,-0.5351255,4.7596207,19.179274,5.060624,1.0282031,4.255431e-12,63.487144
-0.8427836,4.0697592e-05,46,-0.88471735,5.7460034e-07,17.42969,12.410905,17.42969,0.8367347,920,17.42969,14.164581060409546,227.65845,,,0.14999999,-0.5615652,0.6989621,8.90653,19.218298,4.9490957,1.2576413,3.2028404e-18,63.606464
-0.84348005,1.2091442e-11,47,-0.90622264,5.5040925e-07,17.42969,12.24592,17.42969,-1.0,940,4.656593,14.491950988769531,240.36182,,,0.14999999,-1.0530283,-0.81833106,6.5944843,19.218298,5.1140804,1.1721737,1.0588383e-27,63.06289
-0.8332464,3.6989164,48,-0.9272761,5.277145e-07,17.42969,12.352165,17.42969,-0.06122449,960,17.345707,14.821249008178711,240.3761,,,0.14999999,-0.47872907,0.085234016,6.563346,19.218298,5.0078354,0.7655778,1.2609029e-05,63.029873
-0.83918613,0.030364979,49,-0.87365955,5.063948e-07,17.42969,12.284539,17.42969,-0.3877551,980,9.038509,15.151447296142578,248.69757,,,0.14999999,-0.8696517,-0.2029661,5.3469906,19.218298,5.0754614,0.92456335,0.043994356,61.836685
-0.84025306,1.0441565e-07,50,-0.8932428,4.8634166e-07,17.42969,12.370226,17.42969,-0.79591835,1000,16.568855,15.485918998718262,249.48871,,,0.14999999,-0.7906786,-1.1445609,4.487848,19.218298,4.9897747,1.1270031,0.0023713287,61.128784
-0.8481073,0.03255859,51,-0.9130454,4.6745637e-07,17.42969,12.464839,17.42969,0.59183675,1020,17.195484,15.818938493728638,249.65326,,,0.14999999,-1.3427992,0.7283706,6.881138,19.218298,4.8951616,0.8265408,8.119103e-29,61.134754
-0.8558787,1.14736565e-07,52,-0.9318253,4.496502e-07,17.42969,12.307331,17.42969,1.0,1040,4.2744184,16.152506113052368,262.73883,,,0.14999999,-1.0479553,0.8865676,15.007799,19.218298,5.0526695,1.1747146,1.4718571,61.069847
-0.8581644,0.63733405,53,-0.95087343,4.3284237e-07,17.42969,12.111878,17.42969,-0.2244898,1060,1.9483767,16.486104726791382,278.15045,,,0.14999999,-1.0685228,-0.100722276,6.1520576,19.218298,5.248122,0.77721566,9.4454635e-12,60.53785
-0.86226624,6.6691737,54,-0.95761216,4.1695958e-07,17.42969,12.175026,17.42969,0.06122449,1080,15.521868,16.827223777770996,279.98865,,,0.14999999,-0.8383473,-0.05688835,6.791222,19.218298,5.1849747,1.0997796,3.433952,60.704166
-0.8601883,1.1539606e-11,55,-0.85950965,4.0193527e-07,17.42969,12.208312,17.42969,-1.0,1100,14.005746,17.16984248161316,283.3429,,,0.14999999,-0.80618757,-0.91423273,6.903933,19.218298,5.1516886,1.1809278,1.5515885e-08,60.598236
-0.8513991,0.0001412386,56,-0.87752813,3.8770855e-07,17.42969,12.29885,17.42969,-0.59183675,1120,17.278378,17.515419960021973,283.42444,,,0.14999999,-0.50753134,-0.59556097,5.0619564,19.218298,5.0611506,0.9526668,0.43865287,59.124763
-0.8477379,3.6186864,57,-0.89522517,3.7422413e-07,17.42969,12.388754,17.42969,0.26530612,1140,17.423426,17.86398935317993,283.36102,,,0.14999999,-0.5757999,0.4370554,7.343534,19.218298,4.9712467,0.8852854,3.3312972e-07,58.427814
-0.85344625,1.6304657,58,-0.851065,3.6143112e-07,17.42969,12.302147,17.42969,-0.14285715,1160,7.3655057,18.211939573287964,293.35547,,,0.14999999,-1.0373284,-0.038698457,6.0023723,19.218298,5.0578537,0.85699314,0.004262957,58.278698
-0.85506016,1.132157e-11,59,-0.8404358,3.4928303e-07,17.42969,12.329714,17.42969,-1.0,1180,13.928688,18.55368399620056,296.78687,,,0.14999999,-0.785607,-1.1730653,6.578752,19.218298,5.030287,1.1430503,7.0390986e-09,57.937576
-0.8640422,0.0015407738,60,-0.85724294,3.377373e-07,17.42969,12.410878,17.42969,0.71428573,1200,17.19958,18.895639419555664,296.9474,,,0.14999999,-1.5018263,0.54817075,8.484023,19.218298,4.9491224,1.1042264,5.0040257e-34,57.375576
-0.8663563,0.3212787,61,-0.8737466,3.2675467e-07,17.42969,12.311829,17.42969,0.46938777,1220,6.3687854,19.238412141799927,307.93854,,,0.14999999,-1.0665839,0.7568401,7.6852293,19.218298,5.048172,0.87503505,6.7317657,57.42628
-0.87181854,0.00048330947,62,-0.88475406,3.162992e-07,17.42969,12.175984,17.42969,-0.5510204,1240,3.8894446,19.582818269729614,321.40906,,,0.14999999,-1.0500615,-0.6817852,5.2184105,19.218298,5.184016,0.94847316,2.3596477e-16,57.09263
-0.868366,1.05202275e-07,63,-0.9007466,3.0633765e-07,17.42969,12.2585125,17.42969,-0.79591835,1260,17.375345,19.92940855026245,321.39374,,,0.14999999,-0.58337486,-0.769322,4.6330338,19.218298,5.101488,1.0763742,3.568272,57.2634
-0.8618661,5.720456,64,-0.91649497,2.968394e-07,17.42969,12.338249,17.42969,0.020408163,1280,17.361605,20.27222728729248,321.3921,,,0.14999999,-0.5097943,0.07224355,6.4709544,19.218298,5.0217514,1.0406399,4.2379074e-06,56.65184
-0.86120635,1.13891665e-11,65,-0.84638846,2.8777617e-07,17.42969,12.28777,17.42969,-1.0,1300,9.057135,20.620917797088623,329.69495,,,0.14999999,-0.82975554,-1.192876,6.5930905,19.218298,5.0722303,1.1455072,4.8907295e-11,56.065426
-0.87165993,2.2736428e-06,66,-0.8616559,2.791217e-07,17.42969,12.362173,17.42969,-0.71428573,1320,17.198416,20.96937108039856,329.85657,,,0.14999999,-1.6645637,-0.40106082,4.6235023,19.218298,4.9978275,1.0359716,0.086533375,55.493736
-0.8693942,0.07145631,67,-0.8766938,2.708519e-07,17.42969,12.435551,17.42969,-0.3469388,1340,17.278408,21.316075563430786,329.9381,,,0.14999999,-0.73801124,0.028365523,5.7641377,19.218298,4.92445,0.85454607,5.2127075,56.486675
-0.87152636,1.1008546e-07,68,-0.8904429,2.6294424e-07,17.42969,12.386939,17.42969,1.0,1360,9.129945,21.667611837387085,338.16815,,,0.14999999,-0.8518941,1.0026077,15.157889,19.218298,4.9730616,1.0831299,4.825557e-09,55.40346
-0.8777565,6.3436604,69,-0.9050417,2.553779e-07,17.42969,12.2074175,17.42969,0.14285715,1380,,22.020200729370117,355.52826,,,0.14999999,-1.3258637,0.012639642,6.7778473,19.218298,5.152583,1.1034751,7.360412e-07,54.659534
-0.87582946,2.405556,70,-0.83147717,2.4813352e-07,17.42969,12.169221,17.42969,-0.10204082,1400,9.533586,22.37767004966736,363.3546,,,0.14999999,-0.81390303,-0.01626961,6.025731,19.218298,5.1907797,0.98334044,4.4809113,54.623734
-0.87469745,1.1002792e-11,71,-0.811874,2.4119305e-07,17.42969,12.168319,17.42969,-1.0,1420,12.1051855,22.732944011688232,368.60944,,,0.14999999,-0.75812733,-0.79689986,6.6046095,19.218298,5.191682,1.140582,2.5975335e-09,54.53858
-0.86810344,0.0014375553,72,-0.82586026,2.3453978e-07,17.42969,12.240284,17.42969,-0.5102041,1440,17.349827,23.089619159698486,368.61963,,,0.14999999,-0.5101869,-0.4651845,5.10201,19.218298,5.1197166,0.89878654,0.7130701,53.814087
-0.8665826,4.868551e-07,73,-0.8396336,2.2815804e-07,17.42969,12.310347,17.42969,-0.75510204,1460,17.354832,23.445234060287476,368.62476,,,0.14999999,-0.64094967,-0.6784425,4.4735584,19.218298,5.049654,1.0208782,0.7798178,53.202423
-0.8617613,0.0004876672,74,-0.85323924,2.2203328e-07,17.42969,12.3787565,17.42969,0.75510204,1480,17.37276,23.800647974014282,368.612,,,0.14999999,-0.51535183,0.9329448,8.781624,19.218298,4.981244,1.1866523,6.5368665e-20,53.222725
-0.8646263,0.597838,75,-0.86665565,2.1615185e-07,17.42969,12.229442,17.42969,0.42857143,1500,1.1800909,24.158424139022827,384.79187,,,0.14999999,-1.2205627,0.26276636,8.172203,19.218298,5.130559,0.74854165,0.03160556,52.974545
-0.86961675,5.4712925,76,-0.8719613,2.1050109e-07,17.42969,12.180054,17.42969,0.020408163,1520,8.476012,24.51741909980774,393.67603,,,0.14999999,-0.97332036,-0.02227469,6.1352854,19.218298,5.179947,1.1912917,1.9083216,52.909996
-0.86614376,0.14644171,77,-0.815516,2.0506903e-07,17.42969,12.187502,17.42969,-0.30612245,1540,12.753472,24.87676191329956,398.28247,,,0.14999999,-0.7629134,-0.13401508,5.7823534,19.218298,5.1724987,0.79502386,0.9518578,52.883144
-0.8675174,3.6686968e-05,78,-0.82651937,1.9984455e-07,17.42969,12.241315,17.42969,-0.63265306,1560,16.384958,25.236719846725464,399.2575,,,0.14999999,-0.7565998,-0.81203794,4.715206,19.218298,5.1186857,0.98469543,0.022583205,52.334778
-0.8633079,1.1308255e-11,79,-0.83925796,1.948172e-07,17.42969,12.305849,17.42969,-1.0,1580,17.33958,25.59822940826416,399.27795,,,0.14999999,-0.50506455,-1.1111159,6.703665,19.218298,5.0541515,1.0875123,2.010012,52.356617
-0.8651512,2.455034,80,-0.85183674,1.899772e-07,17.42969,12.367029,17.42969,-0.10204082,1600,17.200176,25.961163997650146,399.43774,,,0.14999999,-1.0729316,-0.2587679,5.814696,19.218298,4.9929714,1.0532755,1.1583347e-09,52.213867
-0.8631153,1.8577134e-08,81,-0.8340328,1.8531539e-07,17.42969,12.423383,17.42969,-0.8367347,1620,16.93173,26.676206827163696,399.86603,,,0.14999999,-0.7329845,-0.80030084,4.393416,19.218298,4.936618,1.046113,0.0033058194,51.510235
-0.8579057,3.4459128,82,-0.84630287,1.8082306e-07,17.42969,12.483458,17.42969,0.26530612,1640,17.349522,27.323209047317505,399.87653,,,0.14999999,-0.4677475,0.18783471,7.3890634,19.218298,4.876543,0.8673563,4.6675053e-11,51.524544
-0.8600362,0.2967969,83,-0.8172599,1.7649211e-07,17.42969,12.43888,17.42969,-0.26530612,1660,8.783423,27.949165105819702,408.453,,,0.14999999,-0.8847708,-0.2720464,5.665606,19.218298,4.9211206,0.83686167,0.067199856,51.228603
-0.86023694,0.004210751,84,-0.8256666,1.7231491e-07,17.42969,12.493536,17.42969,-0.46938777,1680,17.030088,28.71401834487915,408.78296,,,0.14999999,-0.7022789,-0.35716847,5.17094,19.218298,4.8664646,0.86926854,2.2592804,50.905647
-0.8595506,1.044035e-07,85,-0.8374509,1.6828433e-07,17.42969,12.549803,17.42969,1.0,1700,17.276196,29.496721029281616,408.86682,,,0.14999999,-0.65925795,1.3248258,15.36504,19.218298,4.810198,1.1487225,8.60824e-18,50.88345
-0.89504164,1.1420643e-11,86,-0.84914696,1.6439348e-07,17.42969,12.403875,17.42969,-1.0,1720,,30.278600454330444,426.2268,,,0.14999999,-4.006224,-0.98404056,6.6558037,19.218298,4.9561253,1.0860484,,50.900703
-0.8907304,0.58238304,87,-0.8607078,1.6063603e-07,17.42969,12.459106,17.42969,-0.2244898,1740,17.20899,31.057013273239136,426.3778,,,0.14999999,-0.58273786,-0.37723494,5.456053,19.218298,4.900894,0.91483307,1.2884712e-05,50.381645
-0.8891201,0.031045705,88,-0.86546475,1.5700596e-07,17.42969,12.51378,17.42969,0.59183675,1760,17.270346,31.813490390777588,426.4674,,,0.14999999,-0.6513334,0.7444599,8.351678,19.218298,4.846221,0.8215237,4.4100665e-09,50.39554
-0.8945023,1.02672985e-07,89,-0.87641156,1.5349757e-07,17.42969,12.418778,17.42969,-0.79591835,1780,4.058667,32.51904273033142,439.7688,,,0.14999999,-1.1697098,-0.7232922,4.497147,19.218298,4.941222,1.0369295,1.0796465e-22,50.324715
-0.89011145,0.012187472,90,-0.88758487,1.5010546e-07,17.42969,12.473746,17.42969,-0.42857143,1800,17.365868,33.21933650970459,439.76282,,,0.14999999,-0.5227854,-0.44093135,5.1645455,19.218298,4.8862543,0.9079166,0.65098906,50.233894
-0.8882483,6.5317183,91,-0.8984993,1.4682455e-07,17.42969,12.527427,17.42969,0.10204082,1820,17.358665,33.6221387386322,439.76416,,,0.14999999,-0.61577266,-0.040122993,6.5317183,19.218298,4.832574,1.1402878,0.0070299557,50.007362
-0.88556254,3.7188976e-05,92,-0.84011024,1.4365008e-07,17.42969,12.534772,17.42969,-0.63265306,1840,13.203128,34.00067329406738,443.92114,,,0.14999999,-0.7563988,-0.7138282,4.666028,19.218298,4.8252287,0.967114,0.0023170442,49.741333
-0.8820062,1.1440919e-11,93,-0.85092074,1.4057744e-07,17.42969,12.586877,17.42969,-1.0,1860,17.380625,34.37753438949585,443.9005,,,0.14999999,-0.5107642,-1.092747,6.6466045,19.218298,4.7731237,1.0662235,0.71825707,49.458317
-0.88243353,3.463847,94,-0.861616,1.3760231e-07,17.42969,12.635936,17.42969,-0.06122449,1880,17.198423,34.76046299934387,444.06213,,,0.14999999,-0.9676373,-0.15603435,5.7487836,19.218298,4.724065,1.0908321,3.7673176e-10,49.278473
-0.8797421,0.06860764,95,-0.8360114,1.3472066e-07,17.42969,12.677306,17.42969,-0.3469388,1900,16.566236,35.139386892318726,444.85596,,,0.14999999,-0.69864476,-0.44016024,5.136817,19.218298,4.6826944,0.9171414,2.3796377,49.17549
-0.87782925,3.9142637e-05,96,-0.8457608,1.3192863e-07,17.42969,12.726059,17.42969,0.8367347,1920,17.357513,35.520995140075684,444.8584,,,0.14999999,-0.6010956,0.9478723,9.576495,19.218298,4.6339417,1.224136,8.918952e-16,49.180836
-0.8803588,4.949494e-07,97,-0.85612315,1.2922246e-07,17.42969,12.604394,17.42969,-0.75510204,1940,0.92446953,35.901774644851685,461.29382,,,0.14999999,-1.3061088,-0.66321075,4.468005,19.218298,4.7556067,1.032118,1.0069646e-27,49.01015
-0.8765989,0.00047451002,98,-0.8663797,1.265987e-07,17.42969,12.653215,17.42969,-0.5510204,1960,17.38903,36.28563642501831,461.2649,,,0.14999999,-0.5315504,-0.51046807,4.7619877,19.218298,4.706785,0.96065146,3.421325,48.767746
-0.8739023,1.173766e-11,99,-0.8765272,1.2405411e-07,17.42969,12.700915,17.42969,-1.0,1980,17.375486,36.668633699417114,461.2494,,,0.14999999,-0.5602487,-0.8068891,6.5891643,19.218298,4.6590853,1.0587361,0.022664897,48.404213
-0.8694841,9.888921e-06,100,-0.88657755,1.2158542e-07,17.42969,12.747266,17.42969,-0.67346936,2000,17.335789,37.05285716056824,461.27344,,,0.14999999,-0.47128204,-0.83642167,4.436394,19.218298,4.612735,1.0312611,2.8687873,48.288754
-0.86517215,2.5999296,101,-0.89652777,1.1918971e-07,17.42969,12.792441,17.42969,0.30612245,2020,17.310066,37.43822908401489,461.3235,,,0.14999999,-0.45407647,0.3674513,7.5745187,19.218298,4.5675592,0.75648814,1.0557267e-12,48.278744
-0.87004125,1.0368824,102,-0.8809639,1.1686409e-07,17.42969,12.744234,17.42969,-0.18367347,2040,7.8753386,37.82515811920166,470.80823,,,0.14999999,-1.1057614,-0.08493432,5.495093,19.218298,4.6157665,0.94528073,0.009411679,48.072426
-0.8693731,1.9462803e-08,103,-0.88060594,1.14605925e-07,17.42969,12.772094,17.42969,-0.8367347,2060,15.61376,38.212167739868164,472.55444,,,0.14999999,-0.7350442,-0.86844593,4.2710557,19.218298,4.587907,1.0610622,1.9465617e-05,47.92681
-0.86486053,4.6248693,104,-0.89026785,1.1241255e-07,17.42969,12.815684,17.42969,-0.020408163,2080,17.305538,38.6010799407959,472.6089,,,0.14999999,-0.44974884,-0.050414443,5.8560014,19.218298,4.5443163,1.1157582,4.780344e-07,47.67298
-0.8625872,0.15645126,105,-0.8563278,1.10281555e-07,17.42969,12.822177,17.42969,0.5102041,2100,13.497367,39.2896363735199,476.47144,,,0.14999999,-0.7229662,0.68769467,8.999863,19.218298,4.5378237,0.7371315,0.0050764405,47.672512
