IWMin,IWFirstEpisode,ReturnMin,ReturnMean,ReturnMax,Iteration,delta,ReturnLastEpisode,DenMISEMeanLog,ReturnStepMax,IWMax,DenMISELogFirst,ReturnAbsMax,Regret,IWMean,IWLastEpisode,DenMISELogLast,Bound,LQGmu1_actor,LQGmu1_higher,TimestepsSoFar,Regret/t,LQGsigma_higher,TimeElapsed
,0.018494427,,12.174977,17.3999,38,8.4200434e-07,17.036837,-0.84916157,19.189236,6.947226,-0.77424145,17.3999,197.03091,1.1268822,0.00055064366,-0.7541545,69.21928,0.46936023,0.3469388,760,5.1850233,0.14999999,9.500368595123291
,9.667083e-07,,12.044822,17.3999,39,7.993782e-07,7.098907,-0.8475186,19.189236,7.8166256,-0.79973036,17.3999,207.29199,1.0868503,9.113246e-21,-0.85547215,68.61284,-0.9646038,-1.0,780,5.315179,0.14999999,9.831076383590698
,1.2425337,,12.174622,17.3999,40,7.599088e-07,17.236813,-0.8406542,19.189236,5.7192574,-0.82504815,17.3999,207.41516,0.92447263,0.008222418,-0.60605377,67.87785,-0.40249056,-0.42857143,800,5.185379,0.14999999,10.035611629486084
,0.043391604,,12.299138,17.3999,41,7.2329226e-07,17.2798,-0.83919257,19.189236,4.6371136,-0.8191501,17.3999,207.49536,1.0139672,1.6063342,-0.67299086,65.831894,-0.74797773,-0.63265306,820,5.0608625,0.14999999,10.235230207443237
,1.4972734e-09,,12.420186,17.3999,42,6.8925965e-07,17.383186,-0.8313982,19.189236,5.643834,-0.84218985,17.3999,207.47217,0.7770526,2.5446123e-24,-0.50073296,65.15488,0.8668309,0.8367347,840,4.9398146,0.14999999,10.50595211982727
,1.0326538e-06,,12.183983,17.3999,43,6.5757393e-07,2.2634552,-0.8416256,19.189236,7.1707263,-0.8657204,17.3999,222.56879,1.0809704,1.7196689e-33,-1.0243651,64.63875,-0.965196,-1.0,860,5.1760178,0.14999999,10.752087354660034
,0.82658404,,12.298565,17.3999,44,6.280238e-07,17.22559,-0.834864,19.189236,7.2448206,-0.88870984,17.3999,222.70319,0.8649719,6.7258334e-12,-0.5808013,64.56757,0.3270496,0.14285715,880,5.0614357,0.14999999,10.950961589813232
,4.0771685,,12.205949,17.3999,45,6.0042186e-07,8.130806,-0.8404945,19.189236,5.9898596,-0.892571,17.3999,231.93231,0.8289751,0.0009042586,-0.922465,64.15024,-0.45142964,-0.30612245,900,5.154052,0.14999999,11.180547952651978
,0.0007922817,,12.316887,17.3999,46,5.7460034e-07,17.309042,-0.84038013,19.189236,4.5411706,-0.82781845,17.3999,231.98328,1.1806375,0.36105037,-0.6402469,63.871674,-0.9004271,-0.79591835,920,5.0431137,0.14999999,11.38805627822876
,0.0027185187,,12.422737,17.3999,47,5.5040925e-07,17.291866,-0.8299799,19.189236,7.2585397,-0.8493075,17.3999,232.05139,1.2499781,3.9445557e-17,-0.49992883,63.432793,0.5125643,0.42857143,940,4.9372635,0.14999999,11.642134428024292
,5.871729,,12.303777,17.3999,48,5.277145e-07,6.712659,-0.8278313,19.189236,6.624151,-0.87030303,17.3999,242.69873,0.70610595,0.0015164473,-0.9246453,62.13294,-0.23596951,-0.10204082,960,5.056224,0.14999999,11.848299741744995
,0.7018465,,12.399617,17.3999,49,5.063948e-07,16.999975,-0.8325707,19.189236,5.2639904,-0.7755175,17.3999,243.05878,0.9918238,1.6682802,-0.74436945,62.461845,-0.6739931,-0.46938777,980,4.9603834,0.14999999,12.148707389831543
,0.00023056778,,12.499253,17.3999,50,4.8634166e-07,17.381437,-0.8279177,19.189236,4.514203,-0.78149843,17.3999,243.03735,1.2424464,2.5948396,-0.5638951,62.172386,-0.7687611,-0.8367347,1000,4.8607473,0.14999999,12.354862213134766
,4.869324e-06,,12.594504,17.3999,51,4.6745637e-07,17.357044,-0.81689197,19.189236,7.792464,-0.8012964,17.3999,243.04034,1.222992,4.7543183e-19,-0.47535348,61.80685,0.61275434,0.63265306,1020,4.7654963,0.14999999,12.577962875366211
,0.043459542,,12.461651,17.3999,52,4.496502e-07,5.686148,-0.8160448,19.189236,4.510853,-0.8207144,17.3999,254.71417,1.0541772,7.303528e-15,-0.938947,61.027794,-0.51623565,-0.63265306,1040,4.89835,0.14999999,13.001508951187134
,5.903707e-13,,12.554303,17.3999,53,4.3284237e-07,17.37211,-0.81083083,19.189236,13.7638035,-0.8389272,17.3999,254.70197,0.8977023,3.06567e-22,-0.5734521,60.963497,1.1200721,1.0,1060,4.8056974,0.14999999,13.413032054901123
,1.0243216e-06,,12.3218155,17.3999,54,4.1695958e-07,,-0.8325673,19.189236,7.323742,-0.85761935,17.3999,272.062,1.0430171,,-1.8088833,60.02916,-0.9732011,-1.0,1080,5.038185,0.14999999,13.964155912399292
,4.010036,,12.410969,17.3999,55,4.0193527e-07,17.225231,-0.8281674,19.189236,5.759639,-0.87596846,17.3999,272.19678,0.8551389,0.0002460139,-0.60045105,59.40077,-0.31891456,-0.30612245,1100,4.949032,0.14999999,14.500457286834717
,0.10596575,,12.495795,17.3999,56,3.8770855e-07,17.16131,-0.8284133,19.189236,7.4117885,-0.82361263,17.3999,272.3955,0.97543067,0.002659966,-0.677128,59.072163,0.41195917,0.26530612,1120,4.8642054,0.14999999,15.360896110534668
,0.00024431763,,12.409194,17.3999,57,3.7422413e-07,7.5594993,-0.83124715,19.189236,4.374626,-0.83942175,17.3999,282.19598,1.1984278,6.033878e-15,-0.9301388,58.515816,-0.8197967,-0.8367347,1140,4.9508066,0.14999999,15.746699571609497
,0.41959977,,12.49423,17.3999,58,3.6143112e-07,17.34128,-0.8215628,19.189236,4.954476,-0.8568092,17.3999,282.21466,0.9990338,0.49151337,-0.44149876,58.27323,-0.5547792,-0.5102041,1160,4.8657703,0.14999999,16.139740228652954
,5.062267,,12.577232,17.3999,59,3.4928303e-07,17.391378,-0.8172238,19.189236,6.9241457,-0.86669517,17.3999,282.1833,0.66459495,0.020420179,-0.5438368,57.545757,-0.043424673,-0.06122449,1180,4.7827682,0.14999999,16.5755295753479
,0.00026272296,,12.6024065,17.3999,60,3.377373e-07,14.087714,-0.8241382,19.189236,7.363003,-0.80118424,17.3999,285.4557,1.3328011,0.007058975,-0.8795819,57.570644,0.33706737,0.5102041,1200,4.757594,0.14999999,17.25112771987915
,0.017759966,,12.52811,17.3999,61,3.2675467e-07,8.070233,-0.821111,19.189236,4.530352,-0.81770915,17.3999,294.74542,1.0876585,9.329734e-10,-0.9221623,57.512474,-0.72358716,-0.67346936,1220,4.831891,0.14999999,17.82407283782959
,1.0000895e-06,,12.606446,17.3999,62,3.162992e-07,17.384996,-0.81415606,19.189236,7.18885,-0.83367854,17.3999,294.7204,1.0159723,0.77097213,-0.4595839,56.73833,-1.1798079,-1.0,1240,4.7535543,0.14999999,18.333772659301758
,4.8640096e-08,,12.679182,17.3999,63,3.0633765e-07,17.188755,-0.8281413,19.189236,7.686521,-0.8496789,17.3999,294.8916,0.8798221,1.0573729e-35,-1.6843973,56.559933,0.99747,0.75510204,1260,4.6808186,0.14999999,18.78927493095398
,3.9679875,,12.481788,17.3999,64,2.968394e-07,0.04601088,-0.8392975,19.189236,5.6881714,-0.86542726,17.3999,312.20563,0.8558986,4.2756397e-16,-1.396798,56.17998,-0.47830388,-0.30612245,1280,4.878213,0.14999999,19.24991536140442
,0.09846774,,12.556483,17.3999,65,2.8777617e-07,17.336977,-0.83800966,19.189236,4.615563,-0.8207777,17.3999,312.22864,1.062809,3.6180947,-0.5942042,56.037025,-0.33249274,-0.59183675,1300,4.8035173,0.14999999,19.713138818740845
,1.3103719,,12.627066,17.3999,66,2.791217e-07,17.214916,-0.8346823,19.189236,7.3807483,-0.8345314,17.3999,312.37366,0.7259014,0.07778592,-0.66401136,55.97595,0.20429727,0.10204082,1320,4.732935,0.14999999,20.41938066482544
,9.963273e-07,,12.56882,17.3999,67,2.708519e-07,8.724648,-0.84102255,19.189236,7.4303117,-0.8299097,17.3999,321.00903,1.050045,7.0659434e-14,-0.9705193,55.499634,-0.9341178,-1.0,1340,4.7911806,0.14999999,20.88506007194519
,0.01984501,,12.637798,17.3999,68,2.6294424e-07,17.25935,-0.8360516,19.189236,7.1921835,-0.8447248,17.3999,321.10968,1.1809031,6.5262904e-16,-0.5253244,55.259632,0.22657853,0.3469388,1360,4.7222023,0.14999999,21.347466945648193
,1.2854851,,12.57982,17.3999,69,2.553779e-07,8.63724,-0.83533555,19.189236,5.025309,-0.8590318,17.3999,329.83252,1.0011699,0.00048567168,-0.9300979,55.198532,-0.4189882,-0.42857143,1380,4.780181,0.14999999,21.939715147018433
,0.0008140815,,12.647264,17.3999,70,2.4813352e-07,17.300972,-0.8319953,19.189236,4.3084307,-0.8549617,17.3999,329.8916,1.137206,0.2027684,-0.5833796,54.838158,-0.6231369,-0.79591835,1400,4.712737,0.14999999,22.4048752784729
,6.084771e-13,,12.714118,17.3999,71,2.4119305e-07,17.393864,-0.8256103,19.189236,15.254012,-0.8691347,17.3999,329.85767,1.0868552,1.6380556e-25,-0.4967801,54.73454,1.1847802,1.0,1420,4.6458826,0.14999999,22.89699101448059
,6.3616705,,12.537533,17.3999,72,2.3453978e-07,,-0.8469983,19.189236,6.3616705,-0.88312095,17.3999,347.21765,0.75811464,2.4154566e-17,-2.3745558,54.333363,-0.08616136,-0.18367347,1440,4.822468,0.14999999,23.42778778076172
,0.7281031,,12.565668,17.3999,73,2.2815804e-07,14.591387,-0.85101295,19.189236,4.7486353,-0.8122455,17.3999,349.98627,1.0371376,0.24650976,-0.88507533,53.752144,-0.51912355,-0.46938777,1460,4.7943325,0.14999999,23.902408123016357
,0.017728338,,12.630683,17.3999,74,2.2203328e-07,17.376759,-0.8462038,19.189236,4.367449,-0.81592655,17.3999,349.96948,1.0758419,2.6201181,-0.5144298,53.38674,-0.7755661,-0.67346936,1480,4.7293177,0.14999999,24.415971517562866
,2.025445,,12.693737,17.3999,75,2.1615185e-07,17.359766,-0.84011614,19.189236,6.550671,-0.82911,17.3999,349.96973,0.7803906,7.2945437e-07,-0.45126218,53.32895,0.07530124,0.06122449,1500,4.6662636,0.14999999,24.901196479797363
,9.822774e-07,,12.645834,17.3999,76,2.1050109e-07,9.053027,-0.84443575,19.189236,7.5235496,-0.8157075,17.3999,358.27673,1.0086554,4.6893586e-11,-0.9336357,53.07681,-0.9667802,-1.0,1520,4.7141666,0.14999999,25.37558102607727
,0.00024173115,,12.705467,17.3999,77,2.0506903e-07,17.237646,-0.8413633,19.189236,4.2365613,-0.8287796,17.3999,358.3991,1.14159,3.3059442,-0.593359,52.694275,-0.6084101,-0.8367347,1540,4.6545334,0.14999999,25.85170340538025
,5.069988e-06,,12.765115,17.3999,78,1.9984455e-07,17.357994,-0.8351837,19.189236,8.393544,-0.8416799,17.3999,358.40112,1.0300628,5.8882156e-15,-0.48350614,52.616222,0.50992787,0.63265306,1560,4.594886,0.14999999,26.327779054641724
,0.10928094,,12.688812,17.3999,79,1.948172e-07,6.7372026,-0.8375445,19.189236,7.325372,-0.8544188,17.3999,369.02393,1.086664,1.9475042,-1.0181407,52.6104,0.43673712,0.26530612,1580,4.6711884,0.14999999,26.80906105041504
,0.21666646,,12.622302,17.3999,80,1.899772e-07,7.3680377,-0.83860016,19.189236,4.5312605,-0.86561525,17.3999,379.01587,1.0787019,2.7166107e-09,-0.979383,52.495575,-0.3536962,-0.5510204,1600,4.7376986,0.14999999,27.288427591323853
,4.0074897,,12.679184,17.3999,81,1.8531539e-07,17.22982,-0.83562016,19.189236,5.4989614,-0.87533313,17.3999,379.14612,0.9114265,4.8953786,-0.66040486,52.454952,-0.3158031,-0.30612245,1620,4.6808167,0.14999999,27.784266710281372
,5.6925545,,12.734261,17.3999,82,1.8082306e-07,17.195421,-0.83465874,19.189236,6.577714,-0.839313,17.3999,379.31067,0.76160294,1.8528827,-0.65399045,51.7763,-0.08271825,-0.10204082,1640,4.62574,0.14999999,28.270479440689087
,0.00084181654,,12.763902,17.3999,83,1.7649211e-07,15.194414,-0.83786505,19.189236,7.434499,-0.7843166,17.3999,381.4762,1.2452639,0.007105006,-0.8486648,51.672195,0.3853706,0.46938777,1660,4.596099,0.14999999,28.760637998580933
,1.8889219,,12.704241,17.3999,84,1.7231491e-07,7.7525163,-0.8365477,19.189236,4.83524,-0.79628265,17.3999,391.08374,1.014419,1.1581614e-05,-0.93846804,51.41131,-0.40737045,-0.3877551,1680,4.65576,0.14999999,29.258121490478516
,0.002314585,,12.758815,17.3999,85,1.6828433e-07,17.343008,-0.8330712,19.189236,4.336555,-0.7858791,17.3999,391.10083,1.0760509,0.31073517,-0.54005516,50.864098,-0.6424478,-0.75510204,1700,4.601186,0.14999999,29.751709699630737
,1.4319028e-09,,12.812849,17.405638,86,1.6439348e-07,17.405638,-0.82809824,19.193966,9.791103,-0.7975479,17.405638,391.05505,0.7424666,3.2493908e-21,-0.4678042,50.87127,0.8416922,0.8367347,1720,4.5471516,0.14999999,30.243117332458496
,0.4000545,,12.696087,17.405638,87,1.6063603e-07,2.6545,-0.8355655,19.193966,4.428128,-0.8091087,17.405638,405.7605,1.078938,2.0382514e-17,-1.2038277,50.756554,-0.48860127,-0.5102041,1740,4.6639137,0.14999999,30.735750436782837
,9.825153e-07,,12.749027,17.405638,88,1.5700596e-07,17.35495,-0.83079374,19.193966,7.7949967,-0.8159496,17.405638,405.76562,0.94831157,0.012867841,-0.48054364,50.35285,-0.98207456,-1.0,1760,4.6109734,0.14999999,31.230958700180054
,6.0362253,,12.7992,17.405638,89,1.5349757e-07,17.214317,-0.8295883,19.193966,6.118583,-0.82724917,17.405638,405.91125,0.7947247,8.1504277e-07,-0.65259385,50.112587,-0.36251011,-0.14285715,1780,4.5608006,0.14999999,31.727099895477295
,1.1792811,,12.84879,17.405638,90,1.5010546e-07,17.26231,-0.829186,19.193966,4.5257797,-0.7728007,17.405638,406.0089,1.0987025,4.2926974,-0.57571375,50.528236,-0.21023329,-0.42857143,1800,4.5112104,0.14999999,32.22364115715027
,0.40766194,,12.8921995,17.405638,91,1.4682455e-07,16.79909,-0.826996,19.193966,7.391845,-0.7708325,17.405638,406.56982,0.9185733,0.17262453,-0.713239,49.8916,0.04545264,0.18367347,1820,4.467801,0.14999999,32.72506332397461
,3.6332355,,12.850997,17.405638,92,1.4365008e-07,9.101603,-0.82930666,19.193966,4.9331408,-0.7772918,17.405638,414.82837,0.98006105,0.43662557,-0.93991786,49.605774,-0.510902,-0.30612245,1840,4.5090036,0.14999999,33.2227828502655
,0.040467,,12.899996,17.407806,93,1.4057744e-07,17.407806,-0.8257557,19.195581,4.329,-0.7493709,17.407806,414.78052,1.0677319,3.0506496,-0.4665803,49.91006,-0.57191753,-0.63265306,1860,4.460005,0.14999999,33.72963285446167
,5.453646e-13,,12.948011,17.413366,94,1.3760231e-07,17.413366,-0.821099,19.20117,17.0071,-0.7596311,17.413366,414.72705,1.097797,5.902537e-24,-0.44460464,49.537094,0.9503442,1.0,1880,4.411989,0.14999999,34.26770329475403
,9.385908e-07,,12.820997,17.413366,95,1.3472066e-07,0.88174826,-0.8261078,19.20117,7.7286377,-0.7702132,17.413366,431.20532,0.9481075,1.9566297e-36,-1.3298237,49.24002,-0.9791754,-1.0,1900,4.5390034,0.14999999,34.77108955383301
,0.0025382226,,12.866761,17.413366,96,1.3192863e-07,17.214396,-0.8251321,19.20117,7.6409426,-0.78068453,17.413366,431.35095,1.2017182,3.860562e-19,-0.6624281,49.265022,0.48010078,0.42857143,1920,4.4932394,0.14999999,35.27349805831909
,0.20109245,,12.806341,17.413366,97,1.2922246e-07,7.00606,-0.82527727,19.20117,4.272917,-0.7910209,17.413366,441.70496,1.1031408,4.009264e-10,-1.0114844,49.127785,-0.59410995,-0.5510204,1940,4.5536594,0.14999999,35.78056001663208
,2.8369856,,12.853132,17.413366,98,1.265987e-07,17.391827,-0.82048005,19.20117,7.097603,-0.7992064,17.413366,441.6731,0.7982994,0.0009418193,-0.4459549,48.956024,0.22211409,0.020408163,1960,4.5068684,0.14999999,36.31045866012573
,0.00023041172,,12.810732,17.413366,99,1.2405411e-07,8.6554785,-0.8242734,19.20117,4.5087657,-0.780821,17.413366,450.37756,1.0598917,1.0721159e-10,-0.9802915,48.96719,-0.84984136,-0.8367347,1980,4.5492687,0.14999999,36.97066831588745
,0.017289625,,12.855927,17.413366,100,1.2158542e-07,17.330366,-0.82052946,19.20117,4.224931,-0.790869,17.413366,450.40723,1.0668707,2.190266,-0.49711004,48.411697,-0.90756583,-0.67346936,2000,4.504073,0.14999999,37.479541301727295
,6.6526554e-05,,12.899612,17.413366,101,1.1918971e-07,17.268028,-0.81718653,19.20117,4.472006,-0.8006465,17.413366,450.49927,1.0867854,4.472006,-0.5396753,48.37362,-0.9566598,-0.877551,2020,4.460388,0.14999999,37.98434400558472
,1.1214836e-06,,12.94212,17.413366,102,1.1686409e-07,17.23538,-0.8142304,19.20117,9.010134,-0.8104981,17.413366,450.6239,0.9321934,1.0830894e-25,-0.58858687,48.392426,0.6834578,0.67346936,2040,4.417881,0.14999999,38.47466325759888
,9.86754e-07,,12.863573,17.413366,103,1.14605925e-07,4.851737,-0.8183259,19.20117,7.5081086,-0.82025427,17.413366,463.13208,0.9872628,3.7310513e-27,-1.1471666,48.055946,-0.8107381,-1.0,2060,4.4964275,0.14999999,38.9625289440155
,1.248597,,12.906708,17.413366,104,1.1241255e-07,17.349651,-0.81495094,19.20117,4.5388527,-0.8299162,17.413366,463.14246,1.0555623,0.16054623,-0.43823123,47.870144,-0.5384091,-0.42857143,2080,4.453293,0.14999999,39.47136068344116
,0.047272976,,12.949671,17.417784,105,1.10281555e-07,17.417784,-0.81099665,19.205965,7.4445453,-0.82755136,17.417784,463.0846,1.1141826,5.4176195e-07,-0.44301283,47.66942,0.43070096,0.30612245,2100,4.41033,0.14999999,39.97427272796631
