LQGmu1_higher,ReturnMean,Regret,Regret/t,ReturnLastEpisode,LQGsigma_higher,Iteration,LQGmu1_actor
-0.46938777,0.7517976109042089,603.308252547945,4.248649665830599,16.876733197088022,0.14999999,142,-0.2054503
-1.0,0.7534347703751854,603.4739574659184,4.220097604656772,17.19429508202662,0.14999999,143,-1.0208275
-0.9591837,0.7550733213310621,603.5790637420248,4.191521275986283,17.25489372389354,0.14999999,144,-0.94214296
-0.9183673,0.7566656073068909,603.7440122423351,4.163751808567828,17.195051499689686,0.14999999,145,-1.1013141
-0.26530612,0.7576829514027567,605.3173618202458,4.14600932753593,15.786650422089348,0.14999999,146,-0.12233025
-0.18367347,0.7592670722197279,605.4021922917291,4.1183822604879525,17.275169528516663,0.14999999,147,-0.37206867
-0.14285715,0.7603307153930752,606.7751838846268,4.099832323544776,15.98700840710226,0.14999999,148,-0.12602234
-0.30612245,0.7619042564187013,606.7860754406203,4.072389768057854,17.349108444006553,0.14999999,149,-0.49340612
-0.10204082,0.7616524100507469,611.5172953072465,4.076781968714977,12.62878013337371,0.14999999,150,-0.03569197
0.2244898,0.759786585751482,620.5076136186179,4.109321944494159,8.369681688628608,0.14999999,151,0.28412113
-0.2244898,0.7612904769630607,620.6303004281623,4.083094081764226,17.237313190455627,0.14999999,152,-0.35858756
-0.020408163,0.7597739216181507,628.7600494678567,4.109542806979455,9.230250960305629,0.14999999,153,0.024611382
0.30612245,0.7574592233996936,639.0863161620395,4.149911143909347,7.033733305817178,0.14999999,154,0.47692484
0.42857143,0.7550593060195975,649.7236839678246,4.191765703018223,6.722632194214777,0.14999999,155,0.51149464
0.3469388,0.7526838361180311,660.3782481038401,4.233193898101539,6.705435863984588,0.14999999,156,0.5133376
0.26530612,0.7502940577493389,671.1548463576903,4.27487163285153,6.583401746149733,0.14999999,157,0.52623093
0.3877551,0.748512291299249,680.3394110790936,4.305945639741099,8.175435278596755,0.14999999,158,0.31946778
0.59183675,0.7469189935035841,689.0635077743016,4.333732753297494,8.635903304792022,0.14999999,159,0.22690228
0.5510204,0.7450399847908553,698.6404264395977,4.366502665247486,7.783081334703859,0.14999999,160,0.3809901
0.5102041,0.7429908154669376,708.7606686993142,4.40224017825661,7.239757740283432,0.14999999,161,0.45258018
-0.06122449,0.7431298101440745,712.7702099961494,4.399816111087342,13.350458703164744,0.14999999,162,-0.036259945
0.020408163,0.7417643068305427,721.0517696866802,4.423630488875339,9.078440309469178,0.14999999,163,0.06623585
0.46938777,0.7392904520236243,732.5510207401112,4.4667745167079955,5.860748946569084,0.14999999,164,0.596901
0.06122449,0.7379179459894668,740.9673186207107,4.490711021943701,8.943702119400546,0.14999999,165,0.1329582
-0.5510204,0.7394884353120731,740.9114002341363,4.463321688157447,17.41591838657439,0.14999999,166,-0.56951046
-0.75510204,0.7410027272290014,740.9643770000782,4.4369124371262165,17.307023234058093,0.14999999,167,-0.8766311
-0.71428573,0.7425231709122335,740.9465110808289,4.4103958992906485,17.377865919249285,0.14999999,168,-0.58638644
-0.59183675,0.744027573633276,740.9228905762279,4.3841591158356685,17.38362050460102,0.14999999,169,-0.64461404
-0.67346936,0.7455087686455724,740.9156027196074,4.3583270748212195,17.367287856620585,0.14999999,170,-0.6418522
-0.5102041,0.7469811917675773,740.8828106630608,4.332648015573455,17.392792056546572,0.14999999,171,-0.53788334
0.18367347,0.7455914694621889,749.3841808836617,4.356884772579428,8.858629779399195,0.14999999,172,0.16438283
-0.63265306,0.7470444946870932,749.357114189677,4.331544012657092,17.38706669398467,0.14999999,173,-0.7031462
-0.3469388,0.7483023810639093,749.8715265187026,4.309606474245417,16.845587670974403,0.14999999,174,-0.22150896
-0.79591835,0.7497219749826196,749.848532353045,4.284848756303115,17.382994165657546,0.14999999,175,-0.7093612
-0.42857143,0.7511053171293548,749.8872953904727,4.260723269264049,17.3212369625724,0.14999999,176,-0.43919924
-0.3877551,0.752482097055385,749.8980642416727,4.236712227354083,17.349231148799962,0.14999999,177,-0.45542878
-0.8367347,0.7538493948990369,749.8902464270208,4.212866552960791,17.367817814651954,0.14999999,178,-0.74349266
-0.877551,0.7551584168275886,750.0166606843065,4.190037210526852,17.233585742714244,0.14999999,179,-0.96526647
-0.9591837,0.7564788139496721,750.0617072491893,4.167009484717719,17.314953435117225,0.14999999,180,-0.8423213
0.63265306,0.7538247470054024,762.6066506128665,4.213296412225781,4.8150566363228515,0.14999999,181,0.6863988
-1.0,0.7551152273102869,762.7238592989646,4.190790435708597,17.242791313901865,0.14999999,182,-0.95274466
-0.9183673,0.7564161994531813,762.7625711211823,4.168101481536516,17.321288177782268,0.14999999,183,-0.8363617
-0.46938777,0.7577136277452764,762.7672771105172,4.145474332122376,17.355294010665126,0.14999999,184,-0.4843874
-0.18367347,0.7589951228780474,762.7781355462675,4.123125057006852,17.349141564249603,0.14999999,185,-0.41296318
-0.30612245,0.7602567752657307,762.8086621220123,4.101121839365657,17.329473424255276,0.14999999,186,-0.4184984
-0.26530612,0.7613961851288716,763.1938493629133,4.081250531352477,16.974812759098988,0.14999999,187,-0.28160772
-0.14285715,0.7611399528594688,768.1152137606027,4.085719222130866,12.438635602310585,0.14999999,188,-0.01576811
-0.2244898,0.7622681250366619,768.482296979156,4.066043899360614,16.992916781446684,0.14999999,189,-0.24413948
0.10204082,0.7609889000415109,776.7871808224492,4.0883535832760485,9.055116156706848,0.14999999,190,0.07376205
0.79591835,0.7574468028060589,792.674401980905,4.15012775906233,1.4727788415441752,0.14999999,191,0.91555387
0.71428573,0.7552108300675839,804.3116397352956,4.189123123621331,5.72276224560944,0.14999999,192,0.60946405
1.0,0.7512978205853684,821.6716397352956,4.257366008991169,,0.14999999,193,1.0040181
0.14285715,0.750111210529794,829.9437347419147,4.278060488360385,9.087904993380864,0.14999999,194,0.042889543
0.75510204,0.747240690808767,843.9838586975436,4.328122352295096,3.319876044371055,0.14999999,195,0.7970978
0.8367347,0.7435979438458759,860.7637644282717,4.391651859327917,0.5800942692719134,0.14999999,196,0.9676187
0.67346936,0.741102137406731,873.7302085544402,4.4351787236266,4.39355587383142,0.14999999,197,0.7193319
-0.10204082,0.7423726921218057,873.7780093803486,4.4130202493957,17.312199174091578,0.14999999,198,-0.3590091
-0.5510204,0.743651919482801,873.7513943197683,4.390710524219942,17.38661506058035,0.14999999,199,-0.65267354
-0.71428573,0.744916717690018,873.730488697215,4.368652443486075,17.380905622553353,0.14999999,200,-0.62420464
-0.59183675,0.7461653451041012,873.7221526582774,4.346876381384464,17.368336038937567,0.14999999,201,-0.66023463
-0.5102041,0.747407820695634,873.6919366277627,4.3252076070681325,17.390216030514676,0.14999999,202,-0.5247732
-0.75510204,0.748634453796434,873.6744705354064,4.303815125790179,17.37746609235635,0.14999999,203,-0.7805767
-0.67346936,0.7498337855374849,873.7113511661555,4.282898780226253,17.323119369250925,0.14999999,204,-0.830984
-0.63265306,0.7510294241502179,873.7196027781381,4.262046842820186,17.35174838801739,0.14999999,205,-0.80817103
-0.79591835,0.7522148488885978,873.7228452888659,4.241373035382844,17.356757489272177,0.14999999,206,-0.7930199
-0.3877551,0.7533969877901738,873.6966023184473,4.220756532939359,17.386242970418568,0.14999999,207,-0.523607
-0.42857143,0.7545745552611769,873.6457092989725,4.20021975624506,17.41089301947473,0.14999999,208,-0.63921607
-0.8367347,0.7557367681485921,873.6097095691043,4.179950763488537,17.395999729868233,0.14999999,209,-0.57207024
-0.877551,0.7568522906064749,873.7041708828435,4.160496051823064,17.26553868626085,0.14999999,210,-0.9346422
-0.9591837,0.7579792843267775,873.7175103629493,4.140841281340991,17.346660519894293,0.14999999,211,-0.81915134
-0.9183673,0.7590605697245144,873.8605367689445,4.121983664004455,17.216973594004827,0.14999999,212,-0.9763461
-1.0,0.7601233471245363,874.0345999695398,4.103448826148075,17.185936799404626,0.14999999,213,-1.2796891
-0.3469388,0.7611580699164848,874.2762977804894,4.085403260656492,17.118302189050535,0.14999999,214,-0.29629624
-0.46938777,0.7621788889494163,874.5340379952663,4.067600176722169,17.102259785223094,0.14999999,215,-0.297875
-0.18367347,0.7610619913221042,882.8090362099789,4.087078871342495,9.0850017852874,0.14999999,216,0.04645841
-0.30612245,0.7598715427760314,891.4013437949627,4.107840293986003,8.767692415016144,0.14999999,217,0.19237912
-0.06122449,0.7587500298587998,899.7730864792301,4.1273994792625235,8.988257315732634,0.14999999,218,0.113067284
-0.26530612,0.7596287176399616,900.5444609946335,4.112075164359057,16.588625484596534,0.14999999,219,-0.13221443
0.9183673,0.7567023160804515,915.8845536625213,4.163111607556915,2.019907332112145,0.14999999,220,0.8821256
-0.2244898,0.7574396919956119,917.2056415228303,4.150251771596517,16.038912139690925,0.14999999,221,-0.117699444
-0.020408163,0.7584117513274082,917.5923906206981,4.133299056849991,16.9732509021322,0.14999999,222,-0.24504235
0.2244898,0.7575271338159472,925.1660733337218,4.148726786249873,9.786317286976278,0.14999999,223,-0.0071229637
-0.14285715,0.758576896611007,925.2138387753021,4.130418923104027,17.312234558419707,0.14999999,224,-0.3551374
0.9591837,0.7559518140631327,939.645081616265,4.176200362738955,2.9287571590370614,0.14999999,225,0.8236037
0.020408163,0.7549128405436193,947.9163337677548,4.194320060919269,9.08874784851018,0.14999999,226,0.04402849
0.06122449,0.7538763563562678,956.2139703482968,4.212396345146682,9.062363419458086,0.14999999,227,0.0681531
0.877551,0.7505698811090913,973.5739703482968,4.270061273457443,,0.14999999,228,1.1183286
0.30612245,0.749167627037469,983.4442978428364,4.2945165844665345,7.489672505460419,0.14999999,229,0.4211647
0.59183675,0.7475321328620312,994.2991086638192,4.323039602886171,6.505189179017171,0.14999999,230,0.5343308
0.42857143,0.7461043030892996,1004.3743604023228,4.34794095412261,7.284748261496308,0.14999999,231,0.44708762
-0.5510204,0.7471839570806477,1004.3539349351321,4.3291117885135,17.380425467190733,0.14999999,232,-0.7304497
-0.71428573,0.7482336684512763,1004.4175235748685,4.310804822209736,17.296411360263658,0.14999999,233,-0.4184786
0.3877551,0.7469978958214457,1013.7714670685116,4.3323566968739815,8.006056506356884,0.14999999,234,0.3473661
-0.59183675,0.7480714525901774,1013.7039587044162,4.313633866827303,17.42750836409532,0.14999999,235,-0.6094684
-0.5102041,0.7491222355472591,1013.692738045168,4.295308212055796,17.3712206592482,0.14999999,236,-0.6162189
-0.75510204,0.7501742825346764,1013.6396414850716,4.276960512595239,17.413096560096363,0.14999999,237,-0.619703
-0.67346936,0.7512066946871906,1013.6313482279832,4.258955244655391,17.36829325708848,0.14999999,238,-0.73621875
-0.63265306,0.7521869180727184,1013.8045755660169,4.241860148811786,17.18677266196629,0.14999999,239,-0.33692798
0.3469388,0.7510817000956465,1022.672436079661,4.261135150331921,8.492139486355818,0.14999999,240,0.25937384
-0.79591835,0.752106300603093,1022.6271343131747,4.243266117482053,17.405301766486332,0.14999999,241,-0.6157536
-0.3877551,0.7530518725756601,1022.8796328318768,4.226775342280483,17.107501481297817,0.14999999,242,-0.27411407
-0.42857143,0.7540597398635537,1022.8351472374474,4.2091981367796185,17.404485594429516,0.14999999,243,-0.6587908
-0.8367347,0.7550461777778998,1022.8466969310351,4.191994659553423,17.348450306412268,0.14999999,244,-0.78925276
-0.10204082,0.7556176290048602,1024.5969947880321,4.182028550155233,15.60970214300296,0.14999999,245,-0.07032314
0.18367347,0.7546133767698932,1033.0875064467327,4.19954270913306,8.869488341299332,0.14999999,246,0.16071427
-0.9591837,0.7555899016328854,1033.0804925340512,4.182512115522474,17.367013912681397,0.14999999,247,-0.7897038
-0.877551,0.7565231363994667,1033.2266522959376,4.166236501193297,17.21384023811364,0.14999999,248,-0.9893243
-0.9183673,0.7574711574210896,1033.2760506294724,4.149703014576194,17.31060166646513,0.14999999,249,-0.8716913
-1.0,0.7583927641041237,1033.4075485060196,4.133630194024078,17.22850212345283,0.14999999,250,-0.97118926
-0.3469388,0.7593310911400594,1033.4337083998573,4.11726577051736,17.333840106162235,0.14999999,251,-0.4725058
-0.46938777,0.760263578838739,1033.4528026332016,4.101003185052387,17.340905766655773,0.14999999,252,-0.81377524
0.26530612,0.7606770816655077,1035.7292990256456,4.09379169575354,15.083503607556064,0.14999999,253,-0.06426507
0.5510204,0.7593636064309547,1045.6414707764127,4.116698703844144,7.44782824923287,0.14999999,254,0.426586
-0.26530612,0.760224112974214,1045.9313247810744,4.101691469729704,17.07014599533832,0.14999999,255,-0.30370805
