ReturnMin,ReturnMean,Delta,DenMISEMeanLog,LQGmu1_higher,Regret/t,IWMin,IWLastEpisode,ReturnStepMax,DenMISELogFirst,IWMean,ReturnAbsMax,LQGsigma_higher,IWFirstEpisode,Bound,TimeElapsed,LQGmu1_actor,ReturnMax,IWMax,GridSize,Regret,Iteration,ReturnLastEpisode,TimestepsSoFar,DenMISELogLast
,0.70308495,4.221716e-05,0.1910884,-1.0,0.26203507,,,0.99903816,-2.8275335,0.64088774,0.9560481,0.0285655,,32.921978,3.352783441543579,-1.0054119,0.9560481,7.690653,10,3.1444206,12,0.9560084,240,0.5961756
,0.72254384,3.5972018e-05,0.21641636,0.7777778,0.24257618,,,0.99903816,-2.9075763,0.77699876,0.9560517,0.0285655,,32.532005,3.616335391998291,0.7492251,0.9560517,10.100984,10,3.15349,13,0.9560517,260,0.98562694
,0.6978174,3.1016683e-05,0.17915277,-0.33333334,0.26730263,,,0.99903816,-2.9816842,4.5553727,0.9560517,0.0285655,48.41546,31.50262,3.8815548419952393,-0.33302072,0.9560517,48.41546,10,3.742237,14,0.37637323,280,0.08320383
,0.71501696,2.7018985e-05,0.31044537,-0.7777778,0.25010306,,,0.99903816,-1.5559214,0.66137975,0.9560517,0.0285655,,30.877739,4.14699649810791,-0.75747526,0.9560517,9.920696,10,3.751546,15,0.95581055,300,0.8791187
,0.73009264,2.374715e-05,0.2848209,0.5555556,0.23502737,,,0.99923235,-1.6204599,0.6622621,0.9562276,0.0285655,,30.54681,4.502699136734009,0.53982526,0.9562276,10.596193,10,3.760438,16,0.9562276,320,0.36088365
,0.71731865,2.1035537e-05,0.2689565,1.0,0.24780136,,3.780501e-23,0.99923235,-1.6810845,0.6538629,0.9562276,0.044551425,,29.694572,4.855484485626221,0.99045336,0.9562276,6.201636,10,4.2126226,17,0.5129349,340,0.47694036
,0.68767995,1.8763181e-05,0.27741143,-0.5555556,0.27744007,,,0.99923235,-1.738243,0.6702539,0.9562276,0.0285655,5.0535374e-19,29.533232,5.205401659011841,-0.5236234,0.9562276,12.064569,10,4.9939213,18,0.18382241,360,0.82791483
,0.70182246,1.6840086e-05,0.21699695,0.33333334,0.26329756,,,0.9993845,-1.7923102,0.64297724,0.95638806,0.0285655,,29.27564,5.561333894729614,0.37398002,0.95638806,12.216568,10,5.002653,19,0.95638806,380,-0.4102297
,0.699096,1.5198177e-05,0.13176501,0.11111111,0.266024,,1.5664104e-17,0.9993845,-1.8436035,0.7255744,0.95638806,0.0285655,,28.659218,5.909138202667236,0.114950545,0.95638806,14.511488,10,5.3204803,20,0.6472923,400,-1.0095791
,0.709259,1.3785194e-05,0.13005453,-0.11111111,0.25586104,,2.0751174e-13,0.9993845,-1.8923936,0.63631904,0.95638806,0.0285655,2.3455073e-06,28.430721,6.263573408126831,-0.08966549,0.95638806,13.362698,10,5.373082,21,0.9125189,420,0.52608806
,0.7204721,1.25604765e-05,0.10193395,-1.0,0.24464792,,,0.9993845,-1.9389136,0.5068477,0.95638806,0.044551425,,27.885426,6.560552358627319,-0.98798865,0.95638806,5.613985,10,5.3822546,22,0.9559484,440,-0.0041267737
,0.73071605,1.1492007e-05,0.09786772,0.7777778,0.23440397,,,0.9993845,-1.9833653,0.7849403,0.95638806,0.044551425,,27.531271,6.836580991744995,0.7950263,0.95638806,11.023545,10,5.3912907,23,0.956082,460,0.53459287
,0.71461505,1.055429e-05,0.09518131,-0.7777778,0.25050497,,,0.9993845,-2.025925,0.6118335,0.95638806,0.044551425,5.3833027e-26,25.876917,7.119668960571289,-0.7729378,0.95638806,8.439461,10,6.0121193,24,0.34429225,480,0.35399717
,0.7242676,9.726833e-06,0.09612003,0.5555556,0.24085242,,,0.9993845,-2.066747,0.56808543,0.95638806,0.044551425,,25.484123,7.403509616851807,0.5431276,0.95638806,7.679549,10,6.021311,25,0.95592725,500,0.56579214
,0.71524566,8.9930045e-06,0.089472994,-0.33333334,0.24987435,,,0.9993845,-2.1059675,2.0589242,0.95638806,0.044551425,35.99675,24.980007,7.68931770324707,-0.359151,0.95638806,35.99675,10,6.4967327,26,0.4896992,520,0.4040423
,0.72417516,8.3391915e-06,0.100959726,1.0,0.24094486,,,0.9993845,-1.2747225,0.4718265,0.95638806,0.069483444,,24.790493,7.974254131317139,1.0399818,0.95638806,4.948621,10,6.505512,27,0.9563416,540,-0.064848416
,0.7044081,7.754171e-06,0.06277448,-0.5555556,0.2607119,,,0.9993845,-1.3110901,0.8133972,0.95638806,0.044551425,1.6537325e-07,24.842247,8.262844562530518,-0.5694588,0.95638806,15.382428,10,7.2999344,28,0.17069869,560,-0.42448792
,0.71309584,7.2286225e-06,0.058881696,0.33333334,0.25202417,,,0.9993845,-1.3461815,1.063197,0.95638806,0.044551425,,24.690334,8.545635223388672,0.3215488,0.95638806,23.495682,10,7.3087006,29,0.95635146,580,0.2602829
,0.7114366,6.754746e-06,0.06065682,0.11111111,0.2536834,,9.710159e-05,0.9993845,-1.3800831,0.5373914,0.95638806,0.044551425,6.461684e-16,23.722948,8.825921773910522,0.12889242,0.95638806,8.58998,10,7.6105003,30,0.6633201,600,0.2763017
,0.7189592,6.325984e-06,0.04506791,-0.11111111,0.2461608,,4.1037033e-06,0.9993845,-1.4128728,0.6153683,0.95638806,0.044551425,0.027705127,23.632296,9.114502668380737,-0.0066015795,0.95638806,11.283829,10,7.6309853,31,0.94463485,620,0.08530556
,0.72633326,5.9367876e-06,-0.07141553,-1.0,0.23878676,,,0.9993845,-1.4437282,0.40635785,0.95638806,0.069483444,1.1866376e-22,23.060808,9.479703426361084,-0.8640036,0.95638806,4.610943,10,7.641176,32,0.9549292,640,-3.2330363
,0.73329395,5.5824344e-06,-0.162817,0.7777778,0.23182607,,,0.9993845,-1.4745,0.5586258,0.95638806,0.069483444,,22.703588,9.772230625152588,0.865479,0.95638806,7.7336054,10,7.650261,33,0.95603645,660,-2.4842706
,0.72003555,5.2588844e-06,-0.22700393,-0.7777778,0.24508446,,,0.9993845,-1.5043528,1.4125967,0.95638806,0.069483444,1.8658078e-10,22.215218,10.068447351455688,-0.6981774,0.95638806,32.847225,10,8.3328705,34,0.282508,680,-1.8719586
,0.726771,4.96267e-06,-0.2704904,0.5555556,0.23834902,,,0.9993845,-1.5333403,0.4564874,0.95638806,0.069483444,1.0444629e-30,20.990831,10.357015371322632,0.4844552,0.95638806,5.4682674,10,8.3422165,35,0.9557773,700,-1.8559834
,0.7215921,4.6907953e-06,-0.3243171,1.0,0.24352789,,0.00023331567,0.9993845,-1.5615113,0.8092108,0.95638806,0.10836801,8.827701e-30,20.485546,10.649348735809326,1.0415907,0.95638806,11.726979,10,8.767004,36,0.5403303,720,-1.6497965
,0.70653784,4.4406656e-06,-0.33792624,-0.11111111,0.25858217,,,0.9993845,-1.5889102,1.8273615,0.95638806,0.069483444,1.4626555,20.474812,10.936514377593994,0.0430473,0.95638806,54.31493,10,9.567543,37,0.16458178,740,-0.58001125
,0.71279114,4.2100214e-06,-0.37833235,0.11111111,0.25232887,,29.784649,0.9993845,-1.5768086,1.6680626,0.95638806,0.069483444,3.6422387e-06,20.54428,11.287002801895142,0.211411,0.95638806,29.784649,10,9.588497,38,0.9441649,760,-2.1260424
,0.7122968,3.996891e-06,-0.4219824,-0.5555556,0.25282323,,2.3263442e-25,0.9993845,-1.602784,0.6858924,0.95638806,0.069483444,0.011006537,20.464773,11.579172372817993,-0.5346708,0.95638806,10.310753,10,9.860104,39,0.6935121,780,-2.4519897
,0.7183968,3.7995442e-06,-0.423038,0.33333334,0.24672323,,8.284304e-34,0.9993845,-1.6278197,1.0853655,0.95638806,0.069483444,3.4899684e-16,20.453482,11.871400356292725,0.35547805,0.95638806,14.666349,10,9.868931,40,0.9562964,800,-0.10683571
,0.71521044,3.6164613e-06,-0.41753453,-0.33333334,0.24990958,,3.1049935e-21,0.9993845,-1.6525122,1.1034237,0.95638806,0.069483444,22.340782,20.190754,12.164706945419312,-0.3230116,0.95638806,22.340782,10,10.246292,41,0.58775795,820,-0.16792002
,0.7209467,3.4462985e-06,-0.40613165,-1.0,0.24417329,,1.1143851e-08,0.9993845,-1.2416525,0.57808095,0.95638806,0.10836801,3.3229297e-09,19.142168,12.458830833435059,-0.9710552,0.95638806,13.002761,10,10.25528,42,0.9561331,840,0.10238712
,0.7264103,3.2878697e-06,-0.4149108,0.7777778,0.23870969,,,0.9993845,-1.265183,0.7779379,0.95638806,0.10836801,2.652947e-20,17.489933,12.758227586746216,0.8275952,0.95638806,16.454124,10,10.264515,43,0.95588356,860,-0.32502225
,0.7167717,3.1401191e-06,-0.43263486,-0.7777778,0.2483483,,,0.9993845,-1.2881725,1.1691579,0.95638806,0.10836801,0.0003507922,17.23829,13.05505108833313,-0.7866962,0.95638806,19.80444,10,10.927326,44,0.3023108,880,-0.9102862
,0.72209233,3.002109e-06,-0.41917768,0.11111111,0.24302769,,3.991392e-15,0.9993845,-1.3106374,1.6696262,0.95638806,0.10836801,0.02021844,16.84901,13.373554944992065,-0.03794899,0.95638806,23.516071,10,10.936245,45,0.9561994,900,0.13896005
,0.7271534,2.8730017e-06,-0.43714765,1.0,0.2379666,,8.1652985e-08,0.9993845,-1.3321671,0.7040989,0.95638806,0.1690133,3.1299277e-12,16.824585,13.757983446121216,1.1633699,0.95638806,8.250712,10,10.946461,46,0.95489985,920,-1.6777015
,0.7145107,2.7520464e-06,-0.4916492,-0.33333334,0.25060934,,,0.9993845,-1.3536733,0.75377727,0.95638806,0.10836801,12.631092,16.229807,14.066010236740112,-0.23459351,0.95638806,12.631092,10,11.778641,47,0.13294566,940,-2.6807742
,0.7195032,2.6385726e-06,-0.5271018,0.5555556,0.2456168,,7.084523e-11,0.9993845,-1.1366972,0.77871674,0.95638806,0.10836801,1.406878e-12,15.956945,14.366495847702026,0.46240062,0.95638806,18.794611,10,11.789604,48,0.9541531,960,-1.9080833
,0.71555203,2.5319744e-06,-0.56031567,-1.0,0.24956799,,8.481582e-16,0.9993845,-1.1573164,0.52229244,0.95638806,0.1690133,0.00086221454,15.624247,14.668864488601685,-1.3081027,0.95638806,8.566127,10,12.228832,49,0.52589214,980,-1.8712426
,0.72035843,2.4317083e-06,-0.6441092,-0.11111111,0.24476159,,8.381931e-25,0.9993845,-1.1775016,1.4033529,0.95638806,0.10836801,3.544437,15.397082,15.010574579238892,-0.18759102,0.95638806,17.6198,10,12.238079,50,0.9558746,1000,-4.260998
,0.7249754,2.337282e-06,-0.65612626,0.33333334,0.24014461,,0.0001624718,0.9993845,-1.1288153,1.1542816,0.95638806,0.10836801,1.2558188e-06,15.358237,15.41172981262207,0.3878493,0.95638806,14.12882,10,12.2473755,51,0.95582587,1020,-1.5253038
,0.72226304,2.2482511e-06,-0.66456807,-0.5555556,0.24285698,,4.1374264e-16,0.9993845,-1.1482334,0.65652597,0.95638806,0.10836801,0.45852768,14.917484,15.768054246902466,-0.5020875,0.95638806,8.433081,10,12.628563,52,0.58392996,1040,-1.1688731
,0.72667044,2.164212e-06,-0.68085766,0.5555556,0.23844957,,2.3688793e-08,0.9993845,-1.1585023,0.95646876,0.95638806,0.1690133,3.6989626e-05,14.277997,16.163549184799194,0.55848,0.95638806,11.489542,10,12.637825,53,0.9558565,1060,-1.1626121
,0.72248024,2.0847979e-06,-0.66860735,1.0,0.24263978,,0.349638,0.9993845,-1.1771939,0.9294807,0.95638806,0.26359713,3.7187805e-05,13.871529,16.536510229110718,0.9387496,0.95638806,20.922146,10,13.1025505,54,0.50039446,1080,0.062472608
,0.71335256,2.0096763e-06,-0.6795044,-0.5555556,0.25176746,,7.7713844e-17,0.9993845,-1.1955423,0.841375,0.95638806,0.1690133,2.0667446,13.871515,16.839042901992798,-0.35426873,0.95638806,8.19494,10,13.84721,55,0.22046031,1100,-1.1323582
,0.71768,1.9385427e-06,-0.67582434,-1.0,0.24744004,,0.10106092,0.9993845,-1.1766725,1.5225722,0.95638806,0.26359713,0.117818624,13.809394,17.140398263931274,-1.4537274,0.95638806,60.67083,10,13.856644,56,0.9556904,1120,-0.29406416
,0.72185665,1.8711206e-06,-0.7418015,-0.11111111,0.24326336,,4.6897052e-12,0.9993845,-1.1922703,1.3290342,0.95638806,0.1690133,4.7182655,13.669474,17.443522691726685,0.118619524,0.95638806,12.452158,10,13.866013,57,0.9557519,1140,-4.6078806
,0.7246895,1.8071556e-06,-0.72582114,-1.0,0.24043053,,0.025663141,0.9993845,-1.1301334,1.8517362,0.95638806,0.41111228,0.64840984,11.935123,17.751235961914062,-0.8348831,0.95638806,53.84944,10,13.944969,58,0.8861599,1160,-0.06915837
,0.72861207,1.7464151e-06,-0.7240478,1.0,0.23650795,,0.00013907728,0.9993845,-1.1361104,0.75224227,0.95638806,0.41111228,0.023720559,11.586683,18.10901641845703,1.5560018,0.95638806,11.828978,10,13.953968,59,0.95612407,1180,-1.1097183
,0.7183821,1.6886866e-06,-0.7914709,1.0,0.2467379,,30.873377,0.9993845,-1.1525155,1.1147149,0.95638806,1.0,0.5567102,11.565362,18.510054349899292,1.2454119,0.95638806,30.873377,10,14.804272,60,0.11481487,1200,-4.5034018
,0.70896125,1.6337734e-06,-0.82526135,-1.0,0.25615877,,0.56541276,0.9993845,-1.1598091,0.98679715,0.95638806,1.0,0.9818858,9.838398,18.92035436630249,0.8258648,0.95638806,19.674974,10,15.625687,61,0.1437066,1220,-2.8696764
,0.70240074,1.581496e-06,-0.82881457,0.11111111,0.26271927,,0.0008232257,0.9993845,-1.1601013,1.0769297,0.95638806,0.1690133,0.5171154,7.9604964,19.312511205673218,-0.047900774,0.95638806,11.846558,10,16.288593,62,0.30220988,1240,-0.98101085
,0.7063886,1.5316882e-06,-0.83501905,-0.11111111,0.25873142,,5.150848,0.9993845,-1.1677957,1.0857995,0.95638806,0.26359713,3.9620862,7.6112,19.65982985496521,0.113759525,0.95638806,6.9649434,10,16.300083,63,0.95363235,1260,-1.2535182
,0.7089294,1.4841969e-06,-0.8219616,0.33333334,0.2561906,,1.1363242,0.9993845,-1.1225522,0.97010446,0.95638806,0.26359713,0.31017599,6.8211536,19.986581087112427,0.42790496,0.95638806,6.6671977,10,16.396198,64,0.86900395,1280,-0.060340155
,0.70669323,1.4388808e-06,-0.83357906,-0.11111111,0.2584268,,1.8986533,0.9993845,-1.1332216,0.97939724,0.95638806,0.41111228,2.769651,6.408016,20.396588802337646,0.007671818,0.95638806,4.3780565,10,16.79774,65,0.56357825,1300,-1.5307076
,0.710466,1.3956086e-06,-0.84253687,-1.0,0.254654,,0.7309463,0.9993845,-1.1067618,0.9963506,0.95638806,0.6411804,1.0019045,6.203201,20.795781135559082,-1.6477318,0.95638806,21.593636,10,16.807163,66,0.9557011,1320,-1.3960242
,0.7140927,1.3542596e-06,-0.89112043,-1.0,0.25102735,,18.268936,0.9993845,-1.1067334,1.0565866,0.95638806,1.0,0.9311304,6.017379,21.21006727218628,0.76829445,0.95638806,18.268936,10,16.818832,67,0.9534495,1340,-4.033919
,0.70883167,1.3147211e-06,-0.8806099,1.0,0.25628835,,0.70093143,0.9993845,-1.1077467,1.2322048,0.95638806,0.6411804,0.25676268,5.7214775,21.613445281982422,1.8246545,0.95638806,28.013296,10,17.427605,68,0.35634324,1360,-0.18444417
,0.69999045,1.2768895e-06,-0.9307348,1.0,0.26512957,,25.293331,0.9993845,-1.1185768,1.2784016,0.95638806,1.0,0.53813314,5.740611,22.0264310836792,2.2819843,0.95638806,25.293331,10,18.293945,69,0.09878279,1380,-4.4895067
,0.69121945,1.2406675e-06,-0.98609203,-1.0,0.27390057,,0.27242026,0.9993845,-1.1251967,0.9440989,0.95638806,1.0,0.9484818,4.743192,22.439281225204468,-1.1388605,0.95638806,14.878236,10,19.173042,70,0.086024724,1400,-5.00424
,0.69493866,1.2059652e-06,-1.0032278,0.11111111,0.27018136,,,0.9993845,-1.1259226,1.5681235,0.95638806,0.01831564,,4.6731105,22.867592096328735,0.12385455,0.95638806,24.202507,10,19.182877,71,0.9552838,1420,-2.1155705
,0.6976401,1.1726988e-06,-0.983757,-0.33333334,0.2674799,,,0.9993845,-1.1399088,1.3251014,0.95638806,0.01831564,0.9922719,4.5938087,23.27445125579834,-0.3401168,0.95638806,25.474442,10,19.258553,72,0.8894436,1440,0.02881157
,0.7011777,1.1407902e-06,-0.96659976,-0.7777778,0.2639423,,,0.9993845,-1.1400146,1.2759466,0.95638806,0.01831564,,4.550333,23.695456981658936,-0.77523017,0.95638806,25.367844,10,19.267784,73,0.955887,1460,0.09039711
,0.70462745,1.1101664e-06,-0.950469,-0.33333334,0.26049256,,0.06911805,0.99946666,-1.1536204,0.8499817,0.9564625,0.1690133,7.1192265,4.543767,24.107077836990356,-0.103930146,0.9564625,9.2717495,10,19.276451,74,0.9564625,1480,0.11279481
,0.70796216,1.0807593e-06,-0.9424981,1.0,0.25715786,,0.26105517,0.99946666,-1.0751884,1.4778911,0.9564625,1.0,0.5152837,4.4550433,24.531463384628296,1.3212752,0.9564625,27.90115,10,19.286842,75,0.9547222,1500,-0.18524571
,0.70038587,1.0525054e-06,-0.96463597,-1.0,0.26473415,,,0.99946666,-1.0815867,1.1657183,0.9564625,0.01831564,,4.4437265,24.940592765808105,-0.99618703,0.9564625,26.447693,10,20.119797,76,0.13216573,1520,-2.9998186
,0.7037025,1.0253452e-06,-0.9509075,-0.7777778,0.2614175,,0.9546222,0.99946666,-1.0946587,0.7312051,0.9564625,0.1690133,0.09232788,4.3627605,25.3594810962677,-0.90871847,0.9564625,9.6897545,10,20.129147,77,0.9557666,1540,0.07031009
,0.7069405,9.992227e-07,-0.9612102,-0.5555556,0.25817955,,2.6782691,0.99946666,-1.1063639,0.75101715,0.9564625,0.26359713,2.6501977,4.3183055,25.798407793045044,-0.50357753,0.9564625,5.337306,10,20.138,78,0.9562654,1560,-1.4682847
,0.7100976,9.740861e-07,-0.965905,-0.33333334,0.2550224,,7.950758e-07,0.99946666,-1.0856904,1.1041932,0.9564625,0.0285655,7.270502,4.2310734,26.133468627929688,-0.31995827,0.9564625,13.80131,10,20.14677,79,0.9563571,1580,-1.0780599
,0.7131694,9.4988604e-07,-0.9523565,0.33333334,0.25195062,,0.0012313043,0.99946666,-1.0102293,0.9902528,0.9564625,0.1690133,0.008943064,4.191478,26.455206394195557,-0.021979421,0.9564625,10.147321,10,20.156052,80,0.95583797,1600,0.08814618
,0.71616673,9.2657694e-07,-0.95877564,-0.11111111,0.24895328,,1.6678278,0.99946666,-1.0225401,1.0697926,0.9564625,1.0,1.0934396,4.179761,26.77763056755066,-0.5150125,0.9564625,5.3424225,10,20.165215,81,0.95595753,1620,-1.4344329
,0.719098,9.041153e-07,-0.9574263,-0.5555556,0.24602205,,12.679456,0.9995218,-1.0214012,1.1701459,0.9565278,0.0285655,2.4675994e-19,4.2869105,27.14216375350952,-0.51648474,0.9565278,17.520052,10,20.173805,82,0.9565278,1640,-0.91057557
,0.7219537,8.8246054e-07,-0.953874,-0.5555556,0.24316633,,12.829719,0.9995218,-1.0335226,1.1284318,0.9565278,0.044551425,1.2529077e-07,4.1580896,27.482032299041748,-0.6281516,0.9565278,12.897266,10,20.182808,83,0.95612264,1660,-0.7441413
,0.7247424,8.615746e-07,-0.9563373,0.11111111,0.2403776,,,0.9995218,-1.0454987,1.3899959,0.9565278,0.01831564,,4.1322737,27.89038348197937,0.1252276,0.9565278,20.909458,10,20.19172,84,0.9562075,1680,-1.2220198
,0.7251624,8.414217e-07,-0.941412,-0.11111111,0.23995763,,0.016681073,0.9995218,-1.0573332,1.1440103,0.9565278,0.069483444,0.8595697,4.0784645,28.27935791015625,-0.14324614,0.9565278,13.629294,10,20.3964,85,0.760431,1700,0.056559157
,0.7278438,8.2196743e-07,-0.9371054,-1.0,0.2372762,,,0.9995218,-1.0589675,0.8452321,0.9565278,0.0285655,,4.074058,28.653156042099,-1.0157504,0.9565278,15.282209,10,20.40575,86,0.9557707,1720,-0.6591352
,0.7304643,8.031802e-07,-0.9296313,-0.7777778,0.23465574,,1.2790372e-14,0.9995218,-1.0705283,0.91520864,0.9565278,0.0285655,,4.062835,29.01128339767456,-0.79986614,0.9565278,14.969676,10,20.415047,87,0.95582205,1740,-0.07416286
,0.7330263,7.850298e-07,-0.92326754,0.11111111,0.23209369,,,0.9995218,-1.081957,0.97769815,0.9565278,0.0285655,,4.055998,29.43030619621277,0.080620915,0.9565278,12.496309,10,20.424248,88,0.95592785,1760,-0.22715904
,0.7351731,7.674879e-07,-0.91825265,-0.11111111,0.22994691,,1.1500572,0.9995218,-1.0932566,1.1962591,0.9565278,0.10836801,3.2580678,4.06204,29.862233877182007,-0.20545083,0.9565278,10.5148115,10,20.465279,89,0.9240788,1780,-0.40168202
,0.7376215,7.5052725e-07,-0.9209444,-1.0,0.22749853,,0.5569096,0.9995218,-1.0684764,1.0657755,0.9565278,0.41111228,0.6096384,4.012118,30.249850511550903,-0.35483205,0.9565278,16.425795,10,20.474869,90,0.9555319,1800,-1.3123266
,0.74002033,7.341228e-07,-0.9131123,-0.33333334,0.22509968,,10.0554695,0.9995218,-1.0727754,1.0081217,0.9565278,0.044551425,12.810133,4.026742,30.58392858505249,-0.3100095,0.9565278,12.810133,10,20.48407,91,0.95591795,1820,-0.23237589
,0.74237025,7.182504e-07,-0.90557134,-0.11111111,0.22274977,,1.4181325,0.9995218,-0.9520004,1.1245928,0.9565278,0.1690133,3.7105176,3.9810495,30.931710243225098,-0.07245943,0.9565278,7.760883,10,20.492973,92,0.9562183,1840,-0.1829554
,0.7446612,7.028872e-07,-0.9025946,0.5555556,0.2204588,,,0.9995218,-0.92327166,1.2486216,0.9565278,0.01831564,,3.956227,31.267411947250366,0.5873269,0.9565278,31.697779,10,20.50267,93,0.9554265,1860,-0.7278057
,0.74191236,6.880116e-07,-0.90056074,0.11111111,0.22320765,,0.66057026,0.9995218,-0.933967,0.9895385,0.9565278,0.26359713,1.2804691,3.9475312,31.610603094100952,0.23874709,0.9565278,6.8945765,10,20.981522,94,0.486275,1880,-0.8028633
,0.7413288,6.736034e-07,-0.9073957,-1.0,0.22379124,,0.8540879,0.9995218,-0.931019,0.85009587,0.9565278,1.0,0.7810857,3.9102943,32.03385949134827,-1.6922574,0.9565278,13.593306,10,21.26017,95,0.68646777,1900,-1.5284646
,0.7435124,6.5964315e-07,-0.93816644,-0.7777778,0.22160763,,,0.9995218,-0.933302,0.8685842,0.9565278,0.044551425,1.8052176e-26,3.878554,32.47732615470886,-0.7303877,0.9565278,13.270653,10,21.27433,96,0.95095783,1920,-3.69668
,0.74570554,6.461123e-07,-0.93942267,0.7777778,0.21941447,,2.9542004e-17,0.9995218,-0.9436647,0.8648153,0.9565278,0.1690133,1.888819e-08,3.865585,32.903380155563354,0.8477413,0.9565278,11.993021,10,21.283203,97,0.9562411,1940,-0.893559
,0.74095047,6.329936e-07,-0.947046,-0.5555556,0.22416955,,,0.9995218,-0.95392126,0.9380479,0.9565278,0.069483444,0.005752454,3.8283715,33.27714967727661,-0.60475314,0.9565278,12.61138,10,21.96862,98,0.27970663,1960,-1.5319706
,0.74312305,6.202705e-07,-0.94717425,-0.33333334,0.22199696,,,0.9995218,-0.96401495,1.3503803,0.9565278,0.01831564,0.8322254,3.822806,33.6157865524292,-0.32064152,0.9565278,19.120117,10,21.9777,99,0.95604014,1980,-0.858766
,0.7452547,6.0792706e-07,-0.93348676,0.33333334,0.21986532,,,0.9995218,-0.96569407,0.8896686,0.9565278,0.01831564,,3.8138149,33.95228314399719,0.3113166,0.9565278,32.23921,10,21.986534,100,0.9562812,2000,0.16056521
,0.74484193,5.959485e-07,-0.9312812,0.33333334,0.22027808,,1.6068373,0.9995218,-0.9756444,0.98259765,0.9565278,0.41111228,0.8457617,3.7964349,34.316975593566895,-0.2494233,0.9565278,4.9077826,10,22.248085,101,0.70356894,2020,-0.50575143
,0.7469043,5.843205e-07,-0.93521804,-0.7777778,0.2182157,,5.9146655e-12,0.9995218,-0.9771577,0.9043109,0.9565278,0.069483444,1.1013086e-10,3.7948055,34.77243947982788,-0.6663167,0.9565278,12.876903,10,22.258003,102,0.9552085,2040,-1.3093594
,0.7489382,5.7302964e-07,-0.9414955,-0.33333334,0.21618181,,2.9149296,0.9995218,-0.98691386,0.98638207,0.9565278,0.26359713,3.9784513,3.809214,35.21286201477051,-0.29861203,0.9565278,5.504649,10,22.266731,103,0.95638907,2060,-1.4533237
,0.75092757,5.620628e-07,-0.9375082,-1.0,0.21419245,,,0.9995218,-0.95867735,1.1288661,0.9565278,0.01831564,,3.7885852,35.67068123817444,-1.0228499,0.9565278,22.270164,10,22.276016,104,0.9558346,2080,-0.50565547
