TimestepsSoFar,ReturnStepMax,Regret/t,Delta,DenMISELogLast,LQGmu1_actor,ReturnAbsMax,Iteration,DenMISELogFirst,LQGmu1_higher,IWMin,Regret,IWMax,GridSize,ReturnLastEpisode,TimeElapsed,Bound,ReturnMin,LQGsigma_higher,ReturnMax,ReturnMean,IWMean,IWFirstEpisode,DenMISEMeanLog,IWLastEpisode
91540,0.9989831,0.09104484,2.901948e-10,-0.49372107,-0.7695513,0.9559584,4577,-0.93729895,-0.5555556,,416.7124,5.4252973,10,0.9551082,13359.69275021553,1.3641447,,0.1690133,0.9559584,0.8740752,1.0035423,0.6133279,-0.7025758,0.24439648
91560,0.9989831,0.09102702,2.9006805e-10,0.37417376,-0.7080733,0.9559584,4578,-0.9373834,-0.7777778,,416.72168,8.445904,10,0.9555329,13365.29683971405,1.3646152,,0.044551425,0.9559584,0.874093,1.0074308,0.17487714,-0.7023399,6.0554013
91580,0.9989831,0.09100914,2.8994138e-10,-0.8240685,-0.9526481,0.9559584,4579,-0.9375636,-0.7777778,,416.73096,7.009959,10,0.95572186,13370.914710760117,1.3645926,,0.10836801,0.9559584,0.8741109,1.0120991,4.1255817,-0.70236504,6.8242755
91600,0.9989831,0.09099144,2.8981478e-10,-0.49612254,-0.94512594,0.9559584,4580,-0.9368814,-1.0,,416.74072,8.980255,10,0.9551671,13376.59834933281,1.3654237,,0.044551425,0.9559584,0.8741286,1.0018091,4.0066695,-0.7023173,8.360016
91620,0.9989831,0.090973735,2.8968825e-10,-0.6296961,-1.0128075,0.9559584,4581,-0.9362253,-1.0,,416.75073,9.331603,10,0.9552625,13382.279161691666,1.365428,,0.069483444,0.9559584,0.8741463,0.99992037,7.1575546,-0.70230144,7.889851
91640,0.9989831,0.09095615,2.8956182e-10,0.3295696,-1.0320427,0.9559584,4582,-0.93488234,-1.0,,416.76074,8.951084,10,0.9547572,13387.892185926437,1.3647121,,0.044551425,0.9559584,0.87416387,1.002106,3.998668,-0.7020763,6.179774
91660,0.9989831,0.09093869,2.8943548e-10,-0.16068833,-1.0874227,0.9559584,4583,-0.93422824,-1.0,,416.77197,9.303086,10,0.9544261,13393.456028699875,1.3645221,,0.069483444,0.9559584,0.87418133,0.99955404,7.1432743,-0.70195764,6.0622673
91680,0.9989831,0.090920985,2.893092e-10,-1.2248552,-0.9922454,0.9559584,4584,-0.932889,-1.0,,416.78198,9.286266,10,0.95520455,13399.112571716309,1.3645729,,0.069483444,0.9559584,0.87419903,1.0001897,7.1337147,-0.70207214,8.855814
91700,0.9989831,0.09090334,2.89183e-10,0.41223145,0.41033053,0.9559584,4585,-0.9315521,0.33333334,,416.79175,33.635868,10,0.95511025,13404.778974056244,1.3641847,,0.044551425,0.9559584,0.8742167,1.0128409,,-0.70182914,
91720,0.9989831,0.090976775,2.8905692e-10,-2.3378484,-0.09139647,0.9559584,4586,-0.9317702,-0.11111111,,417.21973,11.170343,10,0.53751254,13410.416672706604,1.3640962,,0.0285655,0.9559584,0.87414324,0.98980445,,-0.7021838,
91740,0.9989831,0.09095919,2.889309e-10,-0.0049815993,1.0151896,0.9559584,4587,-0.93198824,1.0,,417.22974,137.29141,10,0.95464134,13416.074627637863,1.3641002,,0.01831564,0.9559584,0.8741608,1.0590353,,-0.7020341,
91760,0.9989831,0.091121376,2.8880495e-10,-1.9798336,-0.13544497,0.9559584,4588,-0.9322062,-0.11111111,,418.06494,9.667214,10,0.13005494,13421.709460020065,1.3639308,,0.044551425,0.9559584,0.87399864,1.0001324,,-0.7023025,
91780,0.9989831,0.09110415,2.886791e-10,-0.09083416,-0.13425854,0.9559584,4589,-0.9324241,-0.11111111,,418.07666,11.132,10,0.9530704,13427.276770830154,1.363847,,0.0285655,0.9559584,0.87401587,0.9906771,,-0.7021695,10.639961
91800,0.9989831,0.09108746,2.8855335e-10,-0.06243561,-1.1049387,0.9559584,4590,-0.93264204,-1.0,,418.0913,10.140276,10,0.95048857,13432.949867010117,1.3636097,,0.41111228,0.9559584,0.87403256,1.0059241,2.416078,-0.70203227,0.11248675
91820,0.9989831,0.09106994,2.8842764e-10,-1.4152921,-1.002842,0.9559584,4591,-0.93233365,-1.0,,418.1023,9.276289,10,0.95451826,13438.65103840828,1.364657,,0.069483444,0.9559584,0.8740501,1.0009723,7.1297545,-0.70218664,7.55767
91840,0.9989831,0.09105235,2.8830202e-10,0.4474023,-1.0014393,0.9559584,4592,-0.93099964,-1.0,,418.1123,9.2596,10,0.9549744,13444.392283678055,1.3636315,,0.069483444,0.9559584,0.87406766,1.0004761,7.1202493,-0.70193607,3.667424
91860,0.9989831,0.09103471,2.8817654e-10,0.45287457,-1.0200593,0.9559584,4593,-0.929668,-1.0,,418.12256,13.822072,10,0.95482504,13449.8700735569,1.3635885,,0.01831564,0.9559584,0.8740853,1.0188551,0.0018532969,-0.7016845,13.805941
91880,0.9989831,0.09101713,2.8805108e-10,0.17540023,-0.18474,0.9559584,4594,-0.9298853,-0.11111111,,418.13257,9.642609,10,0.95497,13455.45244550705,1.3635333,,0.044551425,0.9559584,0.8741029,1.0002967,,-0.7014896,
91900,0.9989831,0.090999484,2.8792574e-10,-0.8999093,-0.70912164,0.9559584,4595,-0.93010294,-0.33333334,,418.14282,3.917418,10,0.9550062,13461.075970172882,1.3636439,,0.26359713,0.9559584,0.87412053,0.9985325,0.33095074,-0.7015331,3.1753495
91920,0.9989831,0.0909819,2.8780048e-10,-0.81443363,-0.8181881,0.9559584,4596,-0.93024856,-0.7777778,,418.1526,8.039146,10,0.9551573,13466.682839632034,1.3634732,,0.069483444,0.9559584,0.8741381,1.0066118,1.9631159,-0.7015582,7.956564
91940,0.9989831,0.09096426,2.8767527e-10,-0.34533945,-0.7941711,0.9559584,4597,-0.93003905,-0.7777778,,418.1626,8.439323,10,0.9551938,13472.223096132278,1.3634944,,0.044551425,0.9559584,0.87415576,1.0075928,0.17359748,-0.70147943,8.382483
91960,0.9989831,0.090946615,2.8755015e-10,0.24212404,-1.0097433,0.9559584,4598,-0.9302188,-1.0,,418.17285,9.168868,10,0.95524126,13477.84050488472,1.3633595,,0.0285655,0.9559584,0.8741734,1.0123817,0.51260746,-0.7012725,5.8314506e-11
91980,0.9989831,0.09092897,2.874251e-10,0.38557318,-0.9960882,0.9559584,4599,-0.9303248,-1.0,,418.18237,13.771924,10,0.95527714,13483.361508369446,1.3632593,,0.01831564,0.9559584,0.87419105,1.0194054,0.0018545141,-0.7010337,12.858351
92000,0.9989831,0.09091145,2.8730016e-10,0.45070192,-0.97609293,0.9559584,4600,-0.9305418,-1.0,,418.19287,13.733793,10,0.9549038,13488.948897361755,1.36326,,0.01831564,0.9559584,0.87420857,1.019907,0.0018549175,-0.7007792,13.565802
92020,0.9989831,0.090893865,2.8717528e-10,0.09674144,0.2624408,0.9559584,4601,-0.9307588,-1.0,,418.20264,23.9869,10,0.9549276,13494.528368473053,1.3632329,,1.0,0.9559584,0.87422615,0.98586065,1.0083996,-0.7006017,0.36205262
92040,0.9989831,0.09094697,2.870505e-10,-1.9961572,0.33148092,0.9559584,4602,-0.9307569,0.33333334,,418.5381,33.179863,10,0.63002896,13500.111080646515,1.3647236,,0.069483444,0.9559584,0.87417305,1.0237727,,-0.7008865,25.113363
92060,0.9989831,0.09101349,2.869258e-10,-0.8774399,-0.97700113,0.9559584,4603,-0.9309742,-1.0,,418.93506,9.121767,10,0.5679882,13505.712062358856,1.3628671,,0.0285655,0.9559584,0.8741065,1.0123981,0.51299477,-0.7009203,
92080,0.9989831,0.09099585,2.8680114e-10,0.12177157,-0.707894,0.9559584,4604,-0.93108,-0.7777778,,418.94482,8.43563,10,0.95528245,13511.288408041,1.3628087,,0.044551425,0.9559584,0.87412417,1.0074292,0.17377827,-0.70073915,0.00036053438
92100,0.9989831,0.090978146,2.866766e-10,-0.8249621,-0.9215379,0.9559584,4605,-0.9312594,-0.7777778,,418.9541,7.0083776,10,0.95566756,13516.862857103348,1.3633215,,0.10836801,0.9559584,0.8741419,1.0115088,4.0996547,-0.7007644,6.823103
92120,0.9989831,0.0909605,2.8655214e-10,-0.8971384,-0.70353514,0.9559584,4606,-0.9305867,-0.7777778,,418.9641,5.460182,10,0.9553407,13522.346675157547,1.3632348,,0.1690133,0.9559584,0.8741595,1.009907,4.2666006,-0.7008047,4.0318723
92140,0.9989831,0.0909428,2.8642774e-10,-0.8656646,-0.83229,0.9559584,4607,-0.9298779,-0.7777778,,418.97363,5.4549003,10,0.95559645,13528.010246753693,1.3631465,,0.1690133,0.9559584,0.8741772,1.0103494,4.2635775,-0.7008383,5.093801
92160,0.9989831,0.09092522,2.8630343e-10,-0.6134074,-0.7531365,0.9559584,4608,-0.9291699,-0.7777778,,418.9834,7.9928813,10,0.95544356,13533.622375249863,1.3633454,,0.069483444,0.9559584,0.8741948,1.0080882,1.9609995,-0.7008172,7.7942624
92180,0.9989831,0.09090757,2.8617922e-10,0.050950818,-0.9087121,0.9559584,4609,-0.9289614,-0.7777778,,418.99316,6.9767294,10,0.95529044,13539.192965984344,1.3628101,,0.10836801,0.9559584,0.87421244,1.012347,4.0902443,-0.7006524,3.4092112
92200,0.9989831,0.09089005,2.8605507e-10,-0.97245675,-0.9315463,0.9559584,4610,-0.9282913,-1.0,,419.00293,9.2614765,10,0.95529854,13544.749140024185,1.3630816,,0.069483444,0.9559584,0.87422997,1.0007833,7.1009912,-0.70070875,6.4053855
92220,0.9989831,0.090872526,2.8593103e-10,-0.8008991,-0.77067643,0.9559584,4611,-0.92696905,-0.7777778,,419.01318,5.438262,10,0.9550557,13550.357494831085,1.3631752,,0.1690133,0.9559584,0.8742475,1.0109,4.251193,-0.7007304,3.4759555
92240,0.9989831,0.09085488,2.8580704e-10,0.38742852,-0.038620703,0.9559584,4612,-0.92626435,-0.11111111,,419.02246,5.4245005,10,0.9554831,13556.034479856491,1.3626754,,0.26359713,0.9559584,0.87426513,0.99765486,0.035749033,-0.7004922,0.04489334
92260,0.9989831,0.090838015,2.8568312e-10,-1.0227135,-0.20122829,0.9559584,4613,-0.9264734,-0.11111111,,419.03564,9.33023,10,0.9521189,13561.66930270195,1.3631822,,0.069483444,0.9559584,0.874282,0.99208355,9.1312e-29,-0.7005626,9.264866
92280,0.9989831,0.09082079,2.8555933e-10,-1.0060916,-0.2554687,0.9559584,4614,-0.92669016,-0.11111111,,419.04736,8.7453375,10,0.9538077,13567.305508613586,1.363286,,0.10836801,0.9559584,0.8742992,0.98929155,9.196668e-12,-0.7006308,7.124994
92300,0.9989831,0.090803504,2.854356e-10,-0.8749435,-0.16614982,0.9559584,4615,-0.9269069,-0.33333334,,419.0581,3.9182217,10,0.95407146,13572.727244853973,1.3629259,,0.26359713,0.9559584,0.8743165,0.998895,0.32989466,-0.7006709,3.4754012
92320,0.9989831,0.09078646,2.853119e-10,-0.68962425,-0.16419388,0.9559584,4616,-0.927052,-0.11111111,,419.0703,8.727766,10,0.9530082,13578.243272542953,1.3630193,,0.10836801,0.9559584,0.87433356,0.98993343,9.199983e-12,-0.7006688,6.4490533
92340,0.9989831,0.09076923,2.8518832e-10,-0.6600941,-0.28799388,0.9559584,4617,-0.9272687,-0.33333334,,419.0813,2.8272972,10,0.953829,13583.776581764221,1.3629776,,0.41111228,0.9559584,0.8743508,0.9995561,0.8957242,-0.70066226,1.7253183
92360,0.9989831,0.09075165,2.8506483e-10,-0.45650512,-0.11973782,0.9559584,4618,-0.9272912,-0.11111111,,419.09106,7.2921543,10,0.95559835,13589.307400226593,1.3625678,,0.1690133,0.9559584,0.87436837,0.9946759,6.924234e-05,-0.7006094,2.1548028
92380,0.9989831,0.09073442,2.8494143e-10,0.18865979,-0.13017702,0.9559584,4619,-0.92750776,-0.11111111,,419.10205,9.610486,10,0.95381224,13594.894783496857,1.3623824,,0.044551425,0.9559584,0.8743856,1.001348,,-0.70041823,7.277342
92400,0.9989831,0.09071803,2.8481809e-10,0.025057772,-1.0111746,0.9559584,4620,-0.92772424,-1.0,,419.11743,9.510282,10,0.949973,13600.441674232483,1.3623129,,0.10836801,0.9559584,0.874402,1.0028657,6.936102,-0.70026106,3.674948e-14
92420,0.9989831,0.09070063,2.8469482e-10,0.36831093,0.90732,0.9559584,4621,-0.9264404,0.7777778,,419.12793,42.189514,10,0.9547528,13606.086632728577,1.3621418,,0.1690133,0.9559584,0.8744194,0.97074634,8.802349e-22,-0.7000292,7.6706246e-25
92440,0.9989831,0.09084511,2.8457164e-10,-3.086681,-0.12655799,0.9559584,4622,-0.92665684,-0.11111111,,419.886,9.263572,10,0.2069011,13611.665702819824,1.3619043,,0.069483444,0.9559584,0.8742749,0.9929752,9.1328723e-29,-0.70055246,
92460,0.9989831,0.09082788,2.8444855e-10,0.093472704,-0.9862303,0.9559584,4623,-0.92687315,-1.0,,419.89746,8.87916,10,0.9540073,13617.355945587158,1.3617239,,0.044551425,0.9559584,0.87429214,1.0024834,3.9667697,-0.70038235,
92480,0.9989831,0.09081036,2.8432554e-10,0.33108014,-0.9882765,0.9559584,4624,-0.92623174,-1.0,,419.90698,13.695135,10,0.9551767,13622.907810688019,1.3625549,,0.01831564,0.9559584,0.87430966,1.020707,0.0018469397,-0.70015866,11.791513
92500,0.9989831,0.090792894,2.842026e-10,0.36920172,-1.0109392,0.9559584,4625,-0.92644763,-1.0,,419.91724,13.657646,10,0.95509833,13628.457101106644,1.3623018,,0.01831564,0.9559584,0.8743271,1.0209343,0.0018473387,-0.69992316,12.268158
92520,0.9989831,0.09077537,2.8407973e-10,0.3777366,-0.9903158,0.9559584,4626,-0.9266634,-1.0,,419.92676,13.620378,10,0.9552157,13634.014520168304,1.3621011,,0.01831564,0.9559584,0.87434465,1.0212144,0.0018477369,-0.6996861,12.490444
92540,0.9989831,0.090757966,2.8395697e-10,0.40489906,-0.9887754,0.9559584,4627,-0.92687917,-1.0,,419.937,13.58333,10,0.9550036,13639.618681430817,1.3619353,,0.01831564,0.9559584,0.87436205,1.02153,0.0018481351,-0.699443,12.633848
92560,0.9989831,0.0907405,2.8383426e-10,0.38452998,-0.9825229,0.9559584,4628,-0.9270948,-1.0,,419.94727,13.546497,10,0.95524186,13645.286756038666,1.361705,,0.01831564,0.9559584,0.8743795,1.0217757,0.0018485344,-0.6992045,12.289467
92580,0.9989831,0.0907231,2.8371164e-10,0.2656169,-0.3108464,0.9559584,4629,-0.9273105,-0.33333334,,419.95728,7.8016915,10,0.95484596,13650.803869962692,1.3616775,,0.069483444,0.9559584,0.8743969,1.0138774,7.0254226e-15,-0.69899166,4.877472e-19
92600,0.9989831,0.09070557,2.835891e-10,-0.014351182,-0.07956236,0.9559584,4630,-0.9275265,-0.11111111,,419.96704,9.596716,10,0.9556079,13656.493704795837,1.3616209,,0.044551425,0.9559584,0.87441444,1.0015591,,-0.69884086,0.00039239047
92620,0.9989831,0.090688944,2.834666e-10,-0.27427068,-0.99386096,0.9559584,4631,-0.9277425,-1.0,,419.98047,9.031798,10,0.95154047,13662.036565065384,1.3616003,,0.0285655,0.9559584,0.8744311,1.0126139,0.5113396,-0.69874895,
92640,0.9989831,0.09067154,2.8334424e-10,0.4518359,-1.0509456,0.9559584,4632,-0.927848,-1.0,,419.99072,13.493385,10,0.9549516,13667.730608463287,1.3616412,,0.01831564,0.9559584,0.8744485,1.0225773,0.0018499268,-0.69849795,13.105771
92660,0.9989831,0.090654254,2.8322195e-10,-0.63427675,-0.85831016,0.9559584,4633,-0.92806345,-1.0,,420.00098,11.387474,10,0.95442384,13673.403600692749,1.361539,,0.6411804,0.9559584,0.87446576,1.0082222,1.5607452,-0.6984794,1.1695582
92680,0.9989831,0.09063685,2.8309974e-10,-0.9073208,-0.70052594,0.9559584,4634,-0.92794245,-0.7777778,,420.01123,7.9977307,10,0.954995,13678.986001253128,1.3622113,,0.069483444,0.9559584,0.87448317,1.008316,1.958594,-0.6985228,7.2673435
92700,0.9989831,0.090619504,2.8297756e-10,-0.8898496,-0.8345146,0.9559584,4635,-0.9277356,-0.7777778,,420.02124,6.9788914,10,0.9549707,13684.615995883942,1.3626584,,0.10836801,0.9559584,0.8745005,1.013337,4.0852337,-0.6985624,6.9521046
92720,0.9989831,0.0906021,2.8285552e-10,-0.64589477,-0.6010082,0.9559584,4636,-0.9270704,-0.7777778,,420.03125,6.969903,10,0.95526123,13690.230149030685,1.3625104,,0.10836801,0.9559584,0.8745179,1.0137013,4.082517,-0.6985484,6.123431
92740,0.9989831,0.090584636,2.8273353e-10,-0.5021573,-0.7372724,0.9559584,4637,-0.92640585,-0.7777778,,420.04102,5.433148,10,0.95546323,13695.899407625198,1.3621904,,0.1690133,0.9559584,0.8745354,1.010718,4.2487993,-0.698503,2.2570345
92760,0.9989831,0.09056723,2.826116e-10,-0.3455883,-0.78892154,0.9559584,4638,-0.9257056,-0.5555556,,420.05078,3.8528285,10,0.95535415,13701.514261484146,1.3617914,,0.26359713,0.9559584,0.8745528,1.0028267,1.4928865,-0.69842476,1.6860111
92780,0.9989831,0.090549886,2.824898e-10,0.33430082,-0.82723856,0.9559584,4639,-0.92559934,-0.7777778,,420.06104,8.387889,10,0.9549673,13707.187576770782,1.3620416,,0.044551425,0.9559584,0.87457013,1.0101446,0.17282847,-0.6982015,6.212658
92800,0.9989831,0.09053266,2.8236805e-10,-0.52217114,-0.64953667,0.9559584,4640,-0.9257776,-0.7777778,,420.0713,7.9476514,10,0.9546334,13712.875133752823,1.3621536,,0.069483444,0.9559584,0.87458736,1.010077,1.9543585,-0.69816166,7.512322
92820,0.9989831,0.0905152,2.822464e-10,-0.98270595,-0.589917,0.9559584,4641,-0.92557204,-0.7777778,,420.08105,5.4176283,10,0.95560384,13718.654111862183,1.3618882,,0.1690133,0.9559584,0.8746048,1.0111915,4.2452583,-0.6982209,4.7288604
92840,0.9989831,0.09049767,2.8212477e-10,-0.29971465,-0.2294563,0.9559584,4642,-0.9248732,-0.5555556,,420.0901,3.8449392,10,0.95570093,13724.477215766907,1.361511,,0.26359713,0.9559584,0.87462234,1.0030867,1.4916443,-0.69813246,2.025088
92860,0.9989831,0.09048045,2.8200325e-10,-1.0250887,-0.8175026,0.9559584,4643,-0.92476726,-0.33333334,,420.10083,2.839377,10,0.9545945,13730.135694026947,1.3617513,,0.41111228,0.9559584,0.8746396,0.9992821,0.8934864,-0.69820243,2.6198502
92880,0.9989831,0.09046316,2.8188182e-10,-0.3209197,-0.031916067,0.9559584,4644,-0.9247902,-0.11111111,,420.11108,8.710206,10,0.95510536,13735.758846998215,1.3608923,,0.10836801,0.9559584,0.87465686,0.98941576,9.179196e-12,-0.69812137,3.0112957e-09
92900,0.9989831,0.09044725,2.8176048e-10,-1.0938355,-0.19578004,0.9559584,4645,-0.9250055,-0.11111111,,420.12744,9.25327,10,0.9486564,13741.428495407104,1.361125,,0.069483444,0.9559584,0.8746728,0.9934519,9.1177646e-29,-0.6982088,8.953348
92920,0.9989831,0.09043008,2.8163918e-10,-0.9722128,-0.23176761,0.9559584,4646,-0.9252208,-0.11111111,,420.13818,8.682806,10,0.954281,13747.184725284576,1.3613168,,0.10836801,0.9559584,0.87468994,0.99051994,9.1831525e-12,-0.6982692,7.1726456
92940,0.9989831,0.090412855,2.81518e-10,-1.015489,-0.39911073,0.9559584,4647,-0.925436,-0.11111111,,420.14844,7.270676,10,0.9547415,13752.925926446915,1.361476,,0.1690133,0.9559584,0.87470716,0.99477404,6.911402e-05,-0.69833946,5.0506177
92960,0.9989831,0.09039563,2.8139685e-10,-0.73932856,-0.41126856,0.9559584,4648,-0.92565113,-0.33333334,,420.15894,7.7954016,10,0.95493025,13758.808188915253,1.3624213,,0.069483444,0.9559584,0.8747244,1.015713,7.013774e-15,-0.69834954,7.682705
92980,0.9989831,0.090378284,2.812758e-10,-0.85810214,-0.23950517,0.9559584,4649,-0.92586625,-0.33333334,,420.16846,6.848632,10,0.9551827,13764.46114039421,1.3625829,,0.10836801,0.9559584,0.87474173,1.0040386,4.697732e-06,-0.69838077,6.70452
93000,0.9989831,0.090361,2.8115485e-10,-0.9807042,-0.26149756,0.9559584,4650,-0.92608136,-0.33333334,,420.1787,6.840029,10,0.9551053,13770.156118631363,1.36251,,0.10836801,0.9559584,0.874759,1.0045191,4.6987448e-06,-0.69844073,6.747405
93020,0.9989831,0.090343654,2.8103397e-10,-0.81186754,-0.5003817,0.9559584,4651,-0.92629635,-0.33333334,,420.18848,5.4183183,10,0.9556261,13775.764055252075,1.3627796,,0.1690133,0.9559584,0.87477636,1.00067,0.015375226,-0.6984643,4.8568077
93040,0.9989831,0.09032625,2.8091315e-10,-0.6499952,-0.64491796,0.9559584,4652,-0.92650807,-0.33333334,,420.19775,3.881792,10,0.9555275,13781.48833489418,1.3622676,,0.26359713,0.9559584,0.87479377,1.00055,0.32976314,-0.6984538,2.3716495
93060,0.9989831,0.090308905,2.8079242e-10,-0.961604,-1.0152512,0.9559584,4653,-0.92665213,-0.5555556,,420.20752,3.8466244,10,0.9556582,13787.21097278595,1.3620383,,0.26359713,0.9559584,0.8748111,1.004816,1.4943001,-0.6985101,3.7379398
93080,0.9989831,0.09029174,2.8067176e-10,0.3036852,-0.16230386,0.9559584,4654,-0.9265459,-0.5555556,,420.21753,2.5866752,10,0.9548086,13792.932919979095,1.3616729,,0.41111228,0.9559584,0.8748283,1.0015788,1.6657941,-0.6982938,0.38331708
93100,0.9989831,0.09027493,2.805512e-10,-0.6239948,-0.4781344,0.9559584,4655,-0.92640287,-0.33333334,,420.22998,2.8417463,10,0.95287305,13798.543218374252,1.3611443,,0.41111228,0.9559584,0.8748451,0.99999183,0.89494896,-0.69827753,1.6609843
93120,0.9989831,0.090257585,2.804307e-10,-0.88295877,-0.57660985,0.9559584,4656,-0.92642546,-0.5555556,,420.23926,8.051837,10,0.9554577,13804.277862787247,1.3610818,,0.069483444,0.9559584,0.87486243,1.0096077,1.9493e-05,-0.6983173,7.462739
93140,0.9989831,0.09024036,2.8031027e-10,-0.036779393,-0.98357487,0.9559584,4657,-0.9266402,-1.0,,420.24927,9.038479,10,0.95534045,13809.852104187012,1.3608706,,0.0285655,0.9559584,0.87487966,1.012567,0.5107763,-0.6981732,
93160,0.9989831,0.09022313,2.8018993e-10,0.28982967,-0.64717925,0.9559584,4658,-0.92674524,-0.5555556,,420.25903,5.3947253,10,0.95516425,13815.581270217896,1.3608136,,0.1690133,0.9559584,0.8748969,1.0047266,0.60688907,-0.6979586,0.07152811
93180,0.9989831,0.09020585,2.8006966e-10,-0.9693652,-0.5956251,0.9559584,4659,-0.92682964,-0.5555556,,420.26904,6.906345,10,0.955174,13821.248200654984,1.3609841,,0.10836801,0.9559584,0.87491417,1.0048732,0.035866033,-0.6980159,6.7884693
93200,0.9989831,0.09018862,2.7994948e-10,-0.40596598,-0.6684576,0.9559584,4660,-0.9270365,-0.7777778,,420.2793,5.39966,10,0.95511013,13826.859706878662,1.3608415,,0.1690133,0.9559584,0.8749314,1.0118124,4.25148,-0.6979524,1.9818714
93220,0.9989831,0.09017146,2.7982938e-10,-1.0121243,-0.54162914,0.9559584,4661,-0.9263392,-0.5555556,,420.28906,5.3787165,10,0.9551735,13832.584963321686,1.3613122,,0.1690133,0.9559584,0.87494856,1.0058832,0.6066427,-0.698017,5.1957817
93240,0.9989831,0.09015429,2.7970934e-10,0.08224096,-0.49104545,0.9559584,4662,-0.92642355,-0.5555556,,420.29932,8.0199375,10,0.9552063,13838.235099554062,1.361211,,0.069483444,0.9559584,0.8749657,1.0113776,1.9492962e-05,-0.6978486,5.183091
93260,0.9989831,0.090137005,2.7958938e-10,-0.7575575,-0.87181556,0.9559584,4663,-0.926638,-0.5555556,,420.3086,6.87762,10,0.95534563,13843.936261415482,1.361084,,0.10836801,0.9559584,0.874983,1.0061009,0.035859168,-0.69785917,6.5775194
93280,0.9989831,0.09011978,2.794695e-10,-0.97610855,-1.5720086,0.9559584,4664,-0.9268448,-1.0,,420.31885,10.237953,10,0.9552682,13849.628562927246,1.3610586,,0.41111228,0.9559584,0.87500024,1.0045812,2.402112,-0.6979175,2.4533381
93300,0.9989831,0.09010357,2.7934968e-10,-3.228917,-0.8220959,0.9559584,4665,-0.92654425,-1.0,,420.333,11.422102,10,0.95073813,13855.286906719208,1.3622831,,0.6411804,0.9559584,0.87501645,1.0095134,1.558376,-0.69845915,10.553793
93320,0.9989831,0.09008634,2.7922997e-10,-0.42266366,1.8307147,0.9559584,4666,-0.9264246,-1.0,,420.34277,24.194267,10,0.955363,13861.047590732574,1.3614962,,1.0,0.9559584,0.8750337,0.98468614,1.0040385,-0.6983981,0.599236
93340,0.9989831,0.090257645,2.7911032e-10,-5.6397257,-0.7862166,0.9559584,4667,-0.9264237,-0.7777778,,421.23267,6.9029436,10,0.07538476,13866.72911787033,1.3610871,,0.10836801,0.9559584,0.8748624,1.0155236,4.0798783,-0.6994603,
93360,0.9989831,0.09024054,2.7899072e-10,0.3687363,-0.6275077,0.9559584,4668,-0.92576414,-0.7777778,,421.24268,6.8942256,10,0.9550164,13872.368594408035,1.3602197,,0.10836801,0.9559584,0.8748795,1.0151206,4.0771875,-0.6992281,2.538353
93380,0.9989831,0.09022331,2.7887126e-10,-0.8292344,-0.7911058,0.9559584,4669,-0.92510533,-0.7777778,,421.2527,5.3685045,10,0.9553724,13878.047756433487,1.360203,,0.1690133,0.9559584,0.8748967,1.0122671,4.2432775,-0.6992528,3.643054
93400,0.9989831,0.09020609,2.7875183e-10,0.2983044,-0.44803953,0.9559584,4670,-0.92441106,0.11111111,,421.2622,26.887398,10,0.9553947,13883.730157852173,1.3600562,,1.0,0.9559584,0.87491393,0.9936859,0.5928024,-0.6990367,0.19706126
93420,0.9989831,0.09018892,2.786325e-10,-0.99698675,-0.5071775,0.9559584,4671,-0.92449826,-0.5555556,,421.27246,5.346842,10,0.95521,13889.375240325928,1.3604685,,0.1690133,0.9559584,0.8749311,1.0061378,0.6055269,-0.6991019,5.2251797
93440,0.9989831,0.090171754,2.7851324e-10,-0.5438824,-0.5138692,0.9559584,4672,-0.92458266,-0.5555556,,421.28223,7.9964705,10,0.9549616,13895.076777219772,1.3608726,,0.069483444,0.9559584,0.87494826,1.0126101,1.9457098e-05,-0.69906723,7.7618914
93460,0.9989831,0.09015465,2.7839403e-10,-0.43165547,-0.5024203,0.9559584,4673,-0.9247967,-0.5555556,,421.29272,7.984516,10,0.95483947,13900.764174699783,1.3606285,,0.069483444,0.9559584,0.87496537,1.0128697,1.9461273e-05,-0.6990076,7.3847394
93480,0.9989831,0.09013754,2.782749e-10,-0.61128074,-0.18929371,0.9559584,4674,-0.9250107,-0.5555556,,421.30322,3.7954335,10,0.9547743,13906.350867509842,1.3605313,,0.26359713,0.9559584,0.8749825,1.0053452,1.4918494,-0.6989863,2.7328877
93500,0.9989831,0.090120554,2.781559e-10,-0.9271304,-0.097474515,0.9559584,4675,-0.9249055,-0.33333334,,421.31348,5.417954,10,0.9545366,13912.085558652878,1.3606249,,0.1690133,0.9559584,0.87499946,1.0012972,0.015353855,-0.6990339,4.1487813
93520,0.9989831,0.090103686,2.7803693e-10,0.11095944,-0.3572982,0.9559584,4676,-0.92511606,-0.33333334,,421.32495,3.88181,10,0.9538711,13917.715567111969,1.3599877,,0.26359713,0.9559584,0.87501633,1.0009518,0.32930446,-0.6988605,0.9076727
93540,0.9989831,0.09008658,2.7791805e-10,-0.043149732,-0.7271251,0.9559584,4677,-0.9252595,-0.5555556,,421.33472,2.5525272,10,0.955046,13923.372234106064,1.3594434,,0.41111228,0.9559584,0.87503344,1.0014466,1.6636525,-0.69872016,0.901964
