LQGsigma_higher,DenMISELogLast,LQGmu1_actor,DenMISEMeanLog,MISE,IWLastEpisode,IWMin,ReturnLastEpisode,DenMISELogFirst,IWMax,ReturnAbsMax,ReturnMax,LQGmu1_higher,Iteration,IWMean,ReturnStepMax,Bound,TimestepsSoFar,ReturnMin,IWFirstEpisode,TimeElapsed,ReturnMean
0.11,-0.2889682,-0.3943262,-0.6830459,7.776468,0.00029717988,,17.2809,-0.97752047,4.665967,17.409986,17.409986,-0.8787879,11,0.45186836,19.198977,42.46188,220,,2.3864645e-13,19.00823664665222,12.152613
0.11,-0.4931016,-0.74598044,-0.7152309,11.307248,1.8770688e-22,,17.376572,-1.0645318,10.332076,17.409986,17.409986,0.37373737,12,1.522533,19.198977,45.99266,240,,0.025464699,21.762008666992188,12.587944
0.11,-0.70307994,0.48050562,-0.7012698,6.4643,3.8331573e-06,,7.0025196,-1.1424547,7.3295627,17.409986,17.409986,-0.11111111,13,0.63294345,19.198977,41.14971,260,,7.3295627,24.60819101333618,12.158295
0.11,-0.6356967,-0.08847131,-0.72862005,27.67635,0.026955111,,15.710912,-0.769436,5.9038696,17.409986,17.409986,-0.45454547,14,1.5968567,19.198977,62.361763,280,,0.0020703769,27.559582471847534,12.412054
0.11,-0.2053533,-0.4653742,-0.66636443,4.5945916,4.5378438e-21,,17.32773,-0.83828104,3.9514413,17.409986,17.409986,0.61616164,15,0.80746686,19.198977,39.280006,300,,8.5307397e-07,30.627544164657593,12.739765
0.11,-0.68370783,0.5100378,-0.6816714,3.6010413,0.019160341,,6.736182,-0.9028195,4.0090137,17.409986,17.409986,0.13131313,16,0.34578985,19.198977,38.286366,320,,4.0090137,34.28671169281006,12.364542
0.11,-0.7280183,0.22198614,-0.7228378,3.9739645,1.3613563e-07,,8.655995,-0.73985,13.46348,17.409986,17.409986,0.8787879,17,1.4158465,19.198977,38.65929,340,,5.840725e-14,38.066691160202026,12.146392
0.11,-0.82479745,0.84224886,-0.72308946,25.855526,5.4738055e-30,,2.6459658,-0.79700845,5.3391447,17.409986,17.409986,-0.45454547,18,1.4919807,19.198977,56.339455,360,,0.002128257,41.980478048324585,11.61859
0.11,-0.5444009,-0.30899838,-0.69495386,14.871427,0.02337049,,17.142824,-0.8509574,7.4921045,17.409986,17.409986,-0.67676765,19,0.8553744,19.198977,45.35536,380,,8.0168576e-08,45.87179517745972,11.90934
0.11,-0.90342253,-0.87171984,-0.7164358,15.934665,4.534737,,17.301264,-0.9022507,13.474016,17.409986,17.409986,-1.0,20,0.92498064,19.198977,46.418594,400,,1.9643366e-17,50.302469968795776,12.178935
0.11,-1.6214528,-1.1240747,-0.7705865,18.520027,2.8964013e-11,,17.197916,-0.95104086,6.8956137,17.409986,17.409986,-0.3131313,21,1.0843838,19.198977,49.00396,420,,0.20057209,54.71227431297302,12.417933
0.11,-0.2053954,-0.4253658,-0.7446703,18.492308,5.2826636e-06,,17.340221,-0.9880551,10.177418,17.409986,17.409986,-1.0,22,1.0739353,19.198977,48.97624,440,,2.1403269e-17,58.86379289627075,12.641675
0.11,-0.6214047,-1.022464,-0.7421866,22.774809,1.542902e-06,,17.200659,-1.032507,4.6867313,17.409986,17.409986,-0.41414142,23,1.317192,19.198977,53.25874,460,,0.011181464,63.61805987358093,12.839891
0.11,-0.2809755,-0.32811832,-0.71318084,12.348966,4.880479e-11,,17.232883,-1.0745806,10.620988,17.409986,17.409986,0.45454547,24,1.722878,19.198977,42.832897,480,,0.0015338347,68.31596565246582,13.022934
0.11,-0.8010199,0.5140493,-0.6980223,11.09039,7.8274627e-07,,6.6987786,-1.1153386,10.528691,17.409986,17.409986,-0.11111111,25,0.813573,19.198977,41.57432,500,,7.1334834,73.52697205543518,12.769967
0.11,-0.7213229,-0.14565766,-0.7093977,12.248185,5.7014717e-08,,16.43184,-0.90353656,7.111187,17.409986,17.409986,-0.8181818,26,0.70717245,19.198977,42.732117,520,,1.4920946e-11,78.6100344657898,12.910809
0.11,-0.5629171,-0.92129636,-0.7165403,20.352657,4.9297695,,17.270754,-0.9412769,8.434365,17.409986,17.409986,-1.0,27,1.1817122,19.198977,50.836586,540,,2.0425091e-17,84.12754082679749,13.0722885
0.11,-0.41492242,-0.9664302,-0.70312256,20.9147,9.964593e-07,,17.230015,-0.97764456,5.3045707,17.409986,17.409986,-0.35353535,28,1.2164447,19.198977,51.39863,560,,0.06951982,89.57399129867554,13.2207775
0.11,-0.22096966,-0.3489093,-0.68122315,21.441988,4.4098186,,17.260447,-1.010256,4.4098186,17.409986,17.409986,-0.37373737,29,1.2443863,19.198977,51.92592,580,,0.039668083,95.15652203559875,13.360076
0.11,-0.13754725,-0.3378862,-0.6568547,19.563225,5.6467748e-08,,17.262407,-1.0427907,7.1408353,17.409986,17.409986,-1.0,30,1.1356682,19.198977,50.047157,600,,2.2607392e-17,100.9626681804657,13.490154
0.11,-0.48784235,-0.87885284,-0.649627,14.0347805,2.009284e-08,,17.299873,-1.0755805,7.528633,17.409986,17.409986,-0.1919192,31,0.88155866,19.198977,44.51871,620,,2.6299293,107.04833579063416,13.613049
0.11,-0.59066933,-0.16275631,-0.65270686,16.213745,1.3395112e-08,,16.605856,-1.0258999,6.1701574,17.409986,17.409986,-0.85858583,32,0.9378884,19.198977,46.697678,640,,1.053914e-12,113.09820652008057,13.7065735
0.11,-0.31473154,-0.97112453,-0.6457213,20.251432,2.4897304e-07,,17.224861,-1.0566716,4.470068,17.409986,17.409986,-0.33333334,33,1.1816711,19.198977,50.735363,660,,0.13170777,119.62281847000122,13.813189
0.11,-0.07288241,-0.3466016,-0.62479347,19.042286,1.9269803e-06,,17.262682,-1.0825413,5.0528297,17.409986,17.409986,-0.93939394,34,1.1039605,19.198977,49.526215,680,,2.9064176e-15,126.21534371376038,13.914644
0.11,-0.4927307,-1.0460061,-0.6195256,20.895634,4.601236e-08,,17.188765,-1.1115289,3.9052455,17.409986,17.409986,-0.37373737,35,1.2131582,19.198977,51.379562,700,,0.043895848,132.9860336780548,14.008191
0.11,-0.24368648,-0.48415068,-0.60432667,19.674706,7.7605895e-05,,17.386717,-1.1384463,6.244197,17.409986,17.409986,-1.0,36,1.1421765,19.198977,50.158638,720,,2.4876767e-17,139.8353352546692,14.102039
0.11,-0.32711166,-1.0304677,-0.59449464,14.293424,0.0004508161,,17.195509,-1.1658453,7.0316963,17.409986,17.409986,-0.5555556,37,0.8231894,19.198977,44.777355,740,,4.8569575e-05,146.6721727848053,14.185646
0.11,-0.47749978,-0.561113,-0.59677017,7.3062887,3.08923e-06,,17.398533,-1.1925123,11.246455,17.409986,17.409986,0.030303031,38,0.62160707,19.198977,37.79022,760,,11.246455,153.86169528961182,14.270196
0.11,-1.3735733,0.30727008,-0.627373,9.542575,14.303297,,8.245038,-0.9592365,14.303297,17.409986,17.409986,0.3131313,39,1.2147189,19.198977,40.026505,780,,0.13328902,161.30402135849,14.115704
0.11,-1.0387449,0.38672942,-0.6350416,10.378664,5.1840377,,7.7429643,-0.9811426,12.1839695,17.409986,17.409986,0.5151515,40,1.4758828,19.198977,40.862595,800,,0.000118303826,168.8789267539978,13.956385
0.11,-1.1439976,0.57875156,-0.6392516,19.280687,1.3763841e-19,,6.055019,-1.0058322,4.959731,17.409986,17.409986,-0.47474748,41,1.1125643,19.198977,49.764618,820,,0.00122361,176.50609874725342,13.763669
0.11,-0.5348047,-0.57685286,-0.63490283,15.921065,6.1909685,,17.40036,-1.0298998,6.7218604,17.409986,17.409986,-0.57575756,42,0.9162081,19.198977,46.404995,840,,1.6711292e-05,184.3370177745819,13.850258
0.11,-0.52844155,-0.60711545,-0.6351127,19.600698,0.010444674,,17.381046,-1.0534301,6.355904,17.409986,17.409986,-1.0,43,1.1380528,19.198977,50.08463,860,,2.2849202e-17,192.50925588607788,13.932369
0.11,-0.3636245,-0.8871557,-0.62694705,3.799436,,,17.297825,-1.0764196,13.792547,17.409986,17.409986,0.7171717,44,1.0287609,19.198977,34.283367,880,,3.8746566e-09,200.76681113243103,14.008856
0.11,-1.2454872,0.6620326,-0.6419621,18.204145,2.3473015e-25,,5.1142006,-1.0988925,5.383768,17.409986,17.409986,-0.53535354,45,1.0483736,19.198977,48.67237,900,,0.00011141728,209.20096373558044,13.811196
0.11,-0.07570638,-0.43009123,-0.6292959,19.954483,3.909055,,17.34065,-1.1208689,3.909055,17.409986,17.409986,-0.43434343,46,1.1531856,19.198977,50.422707,920,,0.006096756,218.5273847579956,13.887923
0.11,-0.15433809,-0.33643487,-0.616514,13.770843,1.7854439,,17.118309,-1.1422424,8.055916,17.409986,17.409986,-0.1919192,47,0.85301507,19.198977,44.239067,940,,2.8112211,227.06774425506592,13.9566555
0.11,-0.3281395,-0.27330422,-0.6142262,19.99512,3.859288,,16.923851,-1.1052032,4.140726,17.409986,17.409986,-0.35353535,48,1.1638982,19.198977,50.46334,960,,0.0789781,236.10946106910706,14.018474
0.11,-0.16941963,-0.5211981,-0.6023755,0.97811604,,,17.35402,-1.1241785,7.012052,17.409986,17.409986,1.0,49,0.35780567,19.198977,31.446339,980,,6.478214e-18,245.04350900650024,14.086545
0.11,-1.7623439,1.0312799,-0.6386255,18.90831,,,,-1.1443812,5.4057684,17.409986,17.409986,-0.97979796,50,1.0971389,19.198977,41.837738,1000,,1.2891436e-16,254.2463505268097,13.804814
0.11,-0.678441,-1.074857,-0.63829577,19.793673,8.8871957e-07,,17.199606,-1.1641839,3.8985963,17.409986,17.409986,-0.45454547,51,1.1436554,19.198977,42.723103,1020,,0.003072461,263.5898542404175,13.871379
0.11,0.019633364,-0.4287812,-0.62332654,18.971294,4.9585724e-06,,17.322031,-1.1835417,6.071458,17.409986,17.409986,-1.0,52,1.101308,19.198977,41.900726,1040,,2.6024225e-17,272.979599237442,13.937737
0.11,-0.36763185,-1.0319597,-0.61732876,20.047499,2.0409511e-06,,17.197104,-1.2025898,3.6327522,17.409986,17.409986,-0.43434343,53,1.1594777,19.198977,42.97693,1060,,0.006615909,282.7935836315155,13.999235
0.11,-0.5415243,-0.61119646,-0.61338097,12.680241,5.2184067,,17.414635,-1.2211572,7.477682,17.414635,17.414635,-0.67676765,54,0.72963715,19.203485,35.61579,1080,,1.1608594e-07,292.7739384174347,14.062483
0.11,-0.6737301,-0.81895083,-0.6197146,19.453285,1.8359652,,17.340681,-1.2395064,5.7500405,17.414635,17.414635,-1.0,55,1.1292067,19.203485,42.38884,1100,,2.752221e-17,303.164781332016,14.122086
0.11,-0.36239547,-1.039132,-0.61345637,19.446703,4.8912826,,17.196863,-1.2575247,5.300445,17.414635,17.414635,-1.0,56,1.128931,19.203485,42.382256,1120,,2.8022672e-17,313.4335284233093,14.176993
0.11,-0.164411,-0.99102014,-0.60389525,10.311202,1.6157067e-34,,17.210243,-1.2752243,12.868137,17.414635,17.414635,0.3939394,57,1.3927909,19.203485,33.246754,1140,,0.016341131,323.73722767829895,14.230208
0.11,-1.1748569,0.5212285,-0.6086438,12.616173,6.887275e-31,,6.6311088,-1.2923294,7.534634,17.414635,17.414635,-0.7979798,58,0.7285046,19.203485,35.551727,1160,,8.3703114e-11,334.38742899894714,14.09919
0.11,-0.7477521,-0.7184113,-0.6158721,15.8101425,4.9732018,,17.358805,-1.3094239,6.1235886,17.414635,17.414635,-0.61616164,59,0.9097999,19.203485,38.745697,1180,,3.1033712e-06,345.3394250869751,14.154438
0.11,-0.68303066,-0.7177409,-0.61886096,14.495009,7.0670247,,17.381338,-1.326231,7.2271442,17.414635,17.414635,-0.7373737,60,0.8351255,19.203485,37.43056,1200,,3.889169e-09,356.338595867157,14.20822
0.11,-0.59540147,-0.735777,-0.62152296,15.646688,6.1811604,,17.390593,-1.3427603,6.4155207,17.414635,17.414635,-0.6969697,61,0.9006913,19.203485,38.58224,1220,,4.2207212e-08,367.7017893791199,14.260389
0.11,-0.47468328,-0.814436,-0.6211084,16.75881,5.6934786,,17.341703,-1.3590207,5.6980295,17.414635,17.414635,-0.83838385,62,0.96824676,19.203485,39.694363,1240,,5.982274e-12,379.0993721485138,14.310088
0.11,-0.4145674,-0.80675054,-0.6186441,17.27667,5.2674894,,17.341162,-1.3750211,5.3026047,17.414635,17.414635,-0.83838385,63,0.99805087,19.203485,40.212223,1260,,6.078765e-12,391.48528242111206,14.358201
0.11,-0.33785313,-0.8144158,-0.6145926,17.69296,4.965189,,17.34456,-1.3907695,4.9685764,17.414635,17.414635,-0.83838385,64,1.0219874,19.203485,40.628513,1280,,6.1752574e-12,403.16258096694946,14.404861
0.11,-0.26296222,-1.0147445,-0.60914105,7.868519,,,17.200537,-1.4062737,14.94575,17.414635,17.414635,0.5959596,65,1.2845458,19.203485,30.804071,1300,,4.1971275e-06,415.01091170310974,14.447872
0.11,-1.5307124,0.717888,-0.62003124,19.3582,,,4.4124503,-1.421541,5.598998,17.414635,17.414635,-1.0,66,1.123761,19.203485,42.293747,1320,,3.301714e-17,426.74073123931885,14.295821
0.11,-1.9838389,-1.1951228,-0.63894385,19.597025,5.4680057,,17.198614,-1.4365789,5.4680057,17.414635,17.414635,-1.0,67,1.1377013,19.203485,42.53257,1340,,3.3517517e-17,439.06819438934326,14.339146
0.11,-0.08388168,-0.923995,-0.6291398,4.204913,1.1224926e-21,,17.267206,-1.4513941,16.841393,17.414635,17.414635,0.17171717,68,0.48060754,19.203485,27.140457,1360,,4.072636,451.6102409362793,14.382206
0.11,-1.4575675,0.19689798,-0.64905256,13.870359,0.0076968707,,8.751677,-1.4078262,8.178421,17.414635,17.414635,-0.23232323,69,0.8352272,19.203485,36.805904,1380,,1.8548163,464.1565999984741,14.300604
0.11,-0.6692809,-0.22587344,-0.6519823,17.247593,5.170616,,16.793674,-1.3956884,5.5362062,17.414635,17.414635,-0.3131313,70,1.0109699,19.203485,40.183136,1400,,0.3128805,476.5436909198761,14.336219
0.11,-0.2806514,-0.3193209,-0.6468823,19.257689,2.3257655e-08,,17.141396,-1.4054133,5.357239,17.414635,17.414635,-1.0,71,1.1178387,19.203485,42.193233,1420,,3.2489017e-17,489.17755794525146,14.375729
0.11,-0.5089903,-1.0783696,-0.6436575,3.633032,,,17.19738,-1.4193995,22.86626,17.414635,17.414635,0.83838385,72,1.2438875,19.203485,26.568577,1440,,2.0815205e-12,502.1478912830353,14.414919
0.11,-1.7170393,0.942541,-0.65677714,18.3019,1.4427609e-29,,1.0162292,-1.4331928,4.7039113,17.414635,17.414635,-0.35353535,73,1.0662609,19.203485,40.683884,1460,,0.10963538,515.5928022861481,14.231375
0.11,-0.23097496,-0.33067277,-0.6503929,19.345098,4.1688438e-08,,17.20498,-1.4452978,5.1918545,17.414635,17.414635,-1.0,74,1.1229805,19.203485,41.72708,1480,,3.381095e-17,529.2541987895966,14.271557
0.11,-0.18625319,-0.87799096,-0.6428646,17.102013,4.0949984,,17.303785,-1.4587208,5.050067,17.414635,17.414635,-0.83838385,75,0.9879183,19.203485,39.483997,1500,,6.6094586e-12,542.3635985851288,14.311987
0.11,-0.11585638,-0.8929885,-0.63629675,18.443707,2.4398176e-05,,17.29547,-1.471966,4.6007586,17.414635,17.414635,-0.35353535,76,1.0744429,19.203485,40.82569,1520,,0.113969795,556.1110255718231,14.351245
0.11,-0.13845019,-0.4210458,-0.6291106,17.884151,0.00072351657,,17.30766,-1.4835396,4.303915,17.414635,17.414635,-0.8787879,77,1.0344614,19.203485,40.266136,1540,,3.9583712e-13,569.9613392353058,14.389639
0.11,-0.058892842,-0.97615147,-0.62154335,19.335083,3.757399,,17.22647,-1.496443,5.0796638,17.414635,17.414635,-1.0,78,1.1221877,19.203485,41.717068,1560,,3.5585283e-17,584.1000094413757,14.42601
0.11,-0.07263914,-0.8924539,-0.61329836,18.653898,0.00013526024,,17.296078,-1.509182,4.2446775,17.414635,17.414635,-0.3939394,79,1.0823723,19.203485,41.03588,1580,,0.034885358,598.8076405525208,14.462339
0.11,-0.34522447,-0.5275561,-0.60913074,16.429424,4.958808,,17.367199,-1.5213193,5.7258444,17.414635,17.414635,-0.5555556,80,0.94627494,19.203485,38.81141,1600,,6.930187e-05,612.8044576644897,14.49865
0.11,-0.14988448,-0.45732033,-0.60431796,18.502394,4.211853,,17.370195,-1.533741,4.260473,17.414635,17.414635,-0.45454547,81,1.0692849,19.203485,40.884377,1620,,0.0044461377,627.6073546409607,14.5341015
0.11,-0.07952168,-0.42149398,-0.5972549,18.82188,3.9002292,,17.353518,-1.5459561,3.966896,17.414635,17.414635,-0.43434343,82,1.0887645,19.203485,41.203865,1640,,0.009326351,642.2677843570709,14.568484
0.11,-1.2762905,-0.09630263,-0.60454285,10.847342,12.64871,,15.356166,-1.5579638,14.644913,17.414635,17.414635,-0.07070707,83,0.7586156,19.203485,33.229324,1660,,14.644913,657.274174451828,14.577975
0.11,-1.4474019,0.007745631,-0.6179072,18.348867,2.7128188e-14,,9.533981,-1.407443,4.2041464,17.414635,17.414635,-0.8989899,84,1.0620582,19.203485,40.73085,1680,,8.429112e-14,672.4217488765717,14.517927
0.11,-1.3739434,-1.1587718,-0.6262342,19.408781,5.056161,,17.196081,-1.4192775,5.1565094,17.414635,17.414635,-1.0,85,1.1264614,19.203485,41.790764,1700,,3.2942534e-17,688.1992769241333,14.549434
0.11,-0.027905218,-0.9744518,-0.618023,11.974539,1.568258e-13,,17.225986,-1.4309735,11.740184,17.414635,17.414635,-0.11111111,86,0.8328293,19.203485,34.35652,1720,,9.7809305,703.9183790683746,14.580558
0.11,-0.74007815,-0.19022876,-0.6217289,19.306608,1.2977001e-11,,16.726969,-1.334818,4.975972,17.414635,17.414635,-1.0,87,1.120503,19.203485,41.68859,1740,,3.0274546e-17,719.880793094635,14.605227
0.11,-0.5863937,-1.0957731,-0.62015635,19.392897,4.4624667,,17.19111,-1.3462468,4.76087,17.414635,17.414635,-1.0,88,1.1255918,19.203485,41.77488,1760,,3.0622534e-17,735.829963684082,14.634613
0.11,-0.21227099,-0.8410871,-0.6143509,14.45042,3.5668234e-07,,17.327578,-1.3575463,7.773353,17.414635,17.414635,-0.21212122,89,0.88770235,19.203485,36.832405,1780,,2.522067,751.878077507019,14.664872
0.11,-0.64741427,-0.20231223,-0.6161629,15.477243,6.676096,,16.817266,-1.3407758,6.732198,17.414635,17.414635,-0.23232323,90,0.93645614,19.203485,37.85923,1800,,1.7345281,768.1922426223755,14.688787
0.11,-1.1427346,-0.05591339,-0.62282753,11.385435,11.357321,,14.350424,-1.3327365,12.763711,17.414635,17.414635,-0.05050505,91,0.8489762,19.203485,33.767418,1820,,12.763711,784.042994260788,14.685069
0.11,-0.7685729,-0.13855158,-0.62641644,14.94583,7.4741955,,16.366262,-1.2124088,7.4741955,17.414635,17.414635,-0.17171717,92,0.94685084,19.203485,37.327816,1840,,4.030537,800.074538230896,14.703342
0.11,-0.5386016,-0.19445258,-0.6262687,16.154991,5.857215,,16.773285,-1.180342,5.857215,17.414635,17.414635,-0.23232323,93,0.978374,19.203485,38.536976,1860,,1.477426,817.1782672405243,14.725599
0.11,-0.64081067,-0.14404632,-0.62681293,18.938772,4.8923945e-13,,16.5031,-1.1752759,4.8244667,17.414635,17.414635,-1.0,94,1.0990999,19.203485,41.320755,1880,,2.5810083e-17,833.594309091568,14.74451
0.11,-0.58375,-1.0977342,-0.6254794,15.72637,2.6555965e-15,,17.193214,-1.185858,6.7679763,17.414635,17.414635,-0.17171717,95,0.9903299,19.203485,38.108353,1900,,3.9249315,850.7280511856079,14.770286
0.11,-0.2670114,-0.27567893,-0.62205553,19.026299,1.820725e-09,,17.117153,-1.1558448,4.6865807,17.414635,17.414635,-1.0,96,1.1042494,19.203485,41.408283,1920,,2.5313381e-17,867.7326180934906,14.794732
0.11,-0.09210006,-0.89286476,-0.6156721,6.8159766,1.1369975e-23,,17.29923,-1.1662077,20.166073,17.414635,17.414635,0.25252524,97,0.822162,19.203485,29.197962,1940,,0.70377034,885.576185464859,14.820552
0.11,-1.5307622,0.27005547,-0.6273304,17.244766,3.4378274e-05,,8.440651,-1.169235,4.7810907,17.414635,17.414635,-0.2929293,98,1.0184875,19.203485,39.62675,1960,,0.4082406,903.1848585605621,14.755451
0.11,-0.20411815,-0.30224898,-0.6229913,17.658731,4.426286,,17.042604,-1.1752303,4.426286,17.414635,17.414635,-0.3131313,99,1.0376679,19.203485,40.040718,1980,,0.25097746,921.5698750019073,14.778553
0.11,-0.11794652,-0.35632905,-0.6176827,17.135208,0.00012123748,,17.272142,-1.1827488,4.957872,17.414635,17.414635,-0.85858583,100,0.99050856,19.203485,39.517193,2000,,1.2328884e-12,939.8676908016205,14.803489
0.11,-0.08041354,-1.0106417,-0.6125746,19.082779,3.9120848,,17.198235,-1.1926991,4.6913986,17.414635,17.414635,-1.0,101,1.1075102,19.203485,41.464764,2020,,2.626368e-17,958.7026329040527,14.827199
0.11,-0.27145588,-0.83552516,-0.6083156,18.103931,0.0003223197,,17.324919,-1.2025514,4.173772,17.414635,17.414635,-0.35353535,102,1.0559204,19.203485,40.485916,2040,,0.08705314,977.3967719078064,14.851687
0.11,-0.11644396,-0.34023327,-0.6031113,18.215797,4.0449476,,17.237612,-1.2114544,4.0490084,17.414635,17.414635,-0.35353535,103,1.0623274,19.203485,40.597782,2060,,0.087831646,995.9968178272247,14.87485
0.11,-0.100436494,-0.32671484,-0.5977887,17.24843,3.3607437e-05,,17.200367,-1.220264,4.8526816,17.414635,17.414635,-0.85858583,104,0.9970609,19.203485,39.630417,2080,,1.2800195e-12,1014.4481160640717,14.897212
0.11,-0.21563412,-1.046247,-0.59428525,19.024164,4.1189194,,17.195347,-1.2298335,4.65147,17.414635,17.414635,-1.0,105,1.1041172,19.203485,41.40615,2100,,2.725724e-17,1032.7075283527374,14.919099
0.11,0.0009268994,-0.9203273,-0.587814,18.195648,2.3745906e-06,,17.263866,-1.2393122,4.0907416,17.414635,17.414635,-0.33333334,106,1.0643271,19.203485,40.577633,2120,,0.15809974,1052.341875076294,14.941219
0.11,-0.18691303,-0.45266858,-0.5835706,9.379228,1.6042927e-15,,17.36024,-1.2472115,17.694626,17.414635,17.414635,0.47474748,107,1.3510773,19.203485,31.761211,2140,,0.00082794065,1071.9782865047455,14.963827
0.11,-1.4358656,0.46930543,-0.58893794,18.29124,6.454439e-13,,7.0993752,-1.2565061,3.9998522,17.414635,17.414635,-0.3939394,108,1.0617158,19.203485,40.673225,2160,,0.027096137,1090.8693618774414,14.891008
0.11,-0.09253006,-0.41584587,-0.583917,18.251421,3.9778695,,17.337175,-1.2654719,4.045528,17.414635,17.414635,-0.41414142,109,1.0575497,19.203485,40.633408,2180,,0.014114779,1110.5194900035858,14.91345
0.11,-0.097653374,-0.3058477,-0.5790701,18.860918,9.008847e-09,,17.231627,-1.2744749,4.6662545,17.414635,17.414635,-1.0,110,1.094564,19.203485,41.242905,2200,,2.850167e-17,1129.769067287445,14.934524
0.11,-0.32663742,-0.8245796,-0.57605845,17.441038,4.7931495,,17.337896,-1.2835248,4.840897,17.414635,17.414635,-0.85858583,111,1.0081732,19.203485,39.82302,2220,,1.3636112e-12,1149.917857170105,14.956176
0.11,0.030579172,-0.9537753,-0.57066613,18.360394,1.2036215e-06,,17.246439,-1.2924933,3.840226,17.414635,17.414635,-0.35353535,112,1.0702652,19.203485,40.74238,2240,,0.095245786,1169.6016960144043,14.9766245
0.11,-0.040635522,-0.33921063,-0.5654438,18.077732,8.989147e-06,,17.177393,-1.3005323,4.00396,17.414635,17.414635,-0.8989899,113,1.0462681,19.203485,40.459717,2260,,7.5744505e-14,1188.9958355426788,14.9961
0.11,0.029720562,-0.93324167,-0.55990213,18.430817,3.2784635e-06,,17.264479,-1.3093429,3.7792203,17.414635,17.414635,-0.35353535,114,1.0744033,19.203485,40.8128,2280,,0.09686422,1208.3626704216003,15.016
0.11,-0.3033318,-0.49979472,-0.5571107,18.415892,0.003424915,,17.385025,-1.3172272,3.7153656,17.414635,17.414635,-0.9191919,115,1.066477,19.203485,40.797874,2300,,1.7110545e-14,1228.8456709384918,15.0366
0.11,-0.025471851,-0.8940517,-0.55203503,18.488554,3.624409,,17.295721,-1.3258853,3.6303842,17.414635,17.414635,-0.9191919,116,1.0706415,19.203485,40.870537,2320,,1.7259355e-14,1249.990302324295,15.056074
0.11,-0.05077921,-0.8769007,-0.5472251,18.187973,0.0005476366,,17.304325,-1.334469,3.9847631,17.414635,17.414635,-0.41414142,117,1.0538459,19.203485,40.569958,2340,,0.015123039,1271.0409865379333,15.075291
0.11,-0.016748369,-0.34852433,-0.54235506,18.550661,5.277794e-06,,17.239624,-1.3428504,3.5808969,17.414635,17.414635,-0.9191919,118,1.0741827,19.203485,40.932648,2360,,1.755464e-14,1291.5990574359894,15.093632
0.11,-0.114383146,-0.85448664,-0.53821063,18.382996,3.7467132,,17.323116,-1.3512894,3.7467132,17.414635,17.414635,-0.8989899,119,1.0638223,19.203485,40.76498,2380,,7.968826e-14,1312.3054950237274,15.112368
0.11,-0.32980376,-0.79966223,-0.5360162,18.167538,3.8939595,,17.338812,-1.3596575,3.98117,17.414635,17.414635,-0.8787879,120,1.0507112,19.203485,40.549522,2400,,3.497157e-13,1333.6062183380127,15.13092
