ReturnStepMax,IWMax,Regret/t,ReturnAbsMax,ReturnMin,Bound,ReturnMean,ReturnLastEpisode,DenMISELogLast,Iteration,LQGsigma_higher,ReturnMax,TimeElapsed,DenMISEMeanLog,LQGmu1_higher,IWMin,IWMean,Delta,IWFirstEpisode,IWLastEpisode,DenMISELogFirst,TimestepsSoFar,Regret,LQGmu1_actor
0.9993011,8.413387,0.1929416,0.9562982,,6.9452977,0.7721784,0.95619184,-0.68919027,11,0.14999999,0.9562982,8.140537977218628,-0.8003082,0.85858583,,1.6578869,5.0241906e-06,6.576331e-06,6.746237e-23,-0.55891067,220,2.1223583,0.79098225
0.9993011,3.5618005,0.22997206,0.9562982,,6.7107,0.73514795,0.3278136,-0.69615006,12,0.14999999,0.9562982,9.093117952346802,-0.7654092,0.3131313,,0.52986866,4.221716e-06,1.5172336,0.03337576,-0.64592147,240,2.7596645,0.037299782
0.9993011,11.529699,0.22004074,0.9562982,,6.380457,0.7450793,0.8642549,-0.63933104,13,0.14999999,0.9562982,9.813486576080322,-0.79251766,-1.0,,0.94323117,3.5972016e-06,2.693617e-11,2.080181e-10,-0.6069054,260,2.86053,-1.1150697
0.9993011,7.733642,0.20499438,0.9562982,,6.310909,0.76012564,0.9557282,-1.2091259,14,0.14999999,0.9562982,10.321436405181885,-0.841803,0.5959596,,0.9949428,3.1016684e-06,0.014187094,4.960158e-28,-0.68101335,280,2.8699217,0.7596636
0.9993011,4.3176546,0.23252654,0.9562982,,6.143598,0.7325935,0.34714302,-0.72474164,15,0.14999999,0.9562982,10.946359395980835,-0.8416267,-0.21212122,,0.70668864,2.7018984e-06,0.8437774,4.2218864e-09,-0.7489934,300,3.4878979,-0.07533142
0.9993011,7.271933,0.21858615,0.9562982,,6.1441774,0.7465339,0.95564014,-0.7273013,16,0.14999999,0.9562982,11.43222951889038,-0.85424817,-0.6969697,,0.9246991,2.3747152e-06,8.460838e-06,0.0010261466,-0.7588053,320,3.4973783,-0.69365376
0.9993011,5.906974,0.20626599,0.9562982,,5.6493163,0.75885403,0.95597625,-0.70317143,17,0.14999999,0.9562982,12.055453300476074,-0.8547901,0.01010101,,1.4681224,2.103554e-06,5.413336,8.919674e-05,-0.8194294,340,3.5065212,-0.20059688
0.9993011,4.7283945,0.19532257,0.9562982,,5.268333,0.76979744,0.9558366,-0.6903159,18,0.14999999,0.9562982,12.594475507736206,-0.82821643,1.0,,0.68856806,1.8763183e-06,3.2948407e-08,6.506771e-14,-0.600145,360,3.5158062,0.9726615
0.9993011,8.8946,0.2265901,0.9562982,,5.139561,0.7385299,0.17571358,-0.8690773,19,0.14999999,0.9562982,13.048921346664429,-0.84832823,-1.0,,1.0075667,1.6840087e-06,2.8241088e-11,1.763834e-37,-0.65421224,380,4.305212,-1.0595667
0.9993011,5.870942,0.21572763,0.9562982,,5.138356,0.7493924,0.95578057,-0.91837627,20,0.14999999,0.9562982,13.543091058731079,-0.8585714,-0.57575756,,1.2257411,1.5198176e-06,0.00038055988,0.036698177,-0.7055055,400,4.3145523,-0.7161258
0.9993011,5.4422917,0.20588279,0.9562982,,4.92306,0.75923723,0.9561337,-0.6959414,21,0.14999999,0.9562982,14.335917472839355,-0.84508675,-0.27272728,,0.8353654,1.3785193e-06,0.3558613,0.06755477,-0.75427663,420,4.323539,-0.47676876
0.9993011,4.7996383,0.1969319,0.9562982,,4.906405,0.7681881,0.9561579,-0.6207273,22,0.14999999,0.9562982,14.944381475448608,-0.8439598,-0.7979798,,0.8842606,1.2560477e-06,2.1131157e-07,0.49962237,-0.7839929,440,4.3325024,-0.4597283
0.9993011,6.206308,0.18875915,0.9562982,,4.8294725,0.77636087,0.9561602,-0.6508086,23,0.14999999,0.9562982,15.468401432037354,-0.84221226,0.23232323,,0.61639166,1.1492007e-06,3.6378365,0.00012169179,-0.8284446,460,4.3414593,0.07045533
0.9993011,7.9690237,0.18216151,0.9562982,,4.8340387,0.7829585,0.9347034,-0.72427857,24,0.14999999,0.9562982,16.358474731445312,-0.85443586,0.75757575,,1.5326685,1.055429e-06,0.00020378937,0.00015233627,-0.72416586,480,4.371876,0.8124781
0.9993011,5.563827,0.20132744,0.9562982,,4.781983,0.7637926,0.30380931,-0.84513724,25,0.14999999,0.9562982,17.391846895217896,-0.83907855,-0.43434343,,1.2366595,9.726833e-07,0.01597127,6.1486156e-15,-0.7649793,500,5.033186,-0.56263834
0.99930257,5.8995895,0.19392228,0.95632786,,4.7236624,0.77119774,0.95632786,-0.58741796,26,0.14999999,0.95632786,18.421377182006836,-0.823211,-0.05050505,,1.2002202,8.993004e-07,4.067161,0.014082006,-0.8035614,520,5.041979,-0.3291874
0.99930257,5.7674837,0.18707651,0.95632786,,4.575167,0.7780435,0.95603275,-0.64332443,27,0.14999999,0.95632786,19.40923237800598,-0.8119792,0.4949495,,0.398856,8.3391916e-07,0.11635219,1.4100806e-06,-0.6959647,540,5.0510654,0.44170696
0.99930257,5.0253363,0.19536233,0.95632786,,4.508143,0.7697577,0.5460418,-0.927277,28,0.14999999,0.95632786,20.327103853225708,-0.8377401,-0.5959596,,1.3666292,7.754171e-07,0.00021406249,2.7277777e-10,-0.72803223,560,5.470146,-0.3603698
0.99930257,8.827149,0.18893504,0.95632786,,4.3840117,0.776185,0.95614976,-0.6521873,29,0.14999999,0.95632786,21.142446994781494,-0.8212478,-1.0,,0.9632825,7.2286224e-07,3.1490373e-11,0.00057488534,-0.7631159,580,5.4791145,-1.0314395
0.99930257,5.2607813,0.18295461,0.95632786,,4.3613853,0.7821654,0.9555961,-0.90434754,30,0.14999999,0.95632786,21.792836666107178,-0.82839507,-0.37373737,,1.2368827,6.754746e-07,0.06075136,0.00043936176,-0.79701746,600,5.488638,-0.6717483
0.99930257,6.102508,0.17734122,0.95632786,,4.2373996,0.7877788,0.95618045,-0.6261197,31,0.14999999,0.95632786,22.563716650009155,-0.8159991,0.11111111,,0.9618,6.325984e-07,5.9567947,6.0526945e-06,-0.8277843,620,5.4975777,0.020944752
0.99930257,9.367793,0.17230946,0.95632786,,4.2114115,0.79281056,0.9487949,-0.67447805,32,0.14999999,0.95632786,23.50262475013733,-0.8144449,1.0,,0.84184754,5.936788e-07,3.582223e-08,2.929501e-09,-0.68377066,640,5.5139027,1.1389345
0.99930257,5.2951083,0.1922254,0.95632786,,4.145102,0.7728946,0.13558468,-1.7352531,33,0.14999999,0.95632786,24.43949294090271,-0.8486605,-0.15151516,,0.9497817,5.582434e-07,1.6504768,1.279444e-15,-0.7145423,660,6.343439,0.033911303
0.99930257,5.657573,0.188093,0.95632786,,4.134035,0.777027,0.9133976,-0.66146094,34,0.14999999,0.95632786,25.456777572631836,-0.84552646,-0.7373737,,0.9658333,5.258885e-07,1.8976716e-06,9.351951e-06,-0.69559133,680,6.3951607,-0.8542397
0.99930257,8.061369,0.18297958,0.95632786,,4.065858,0.78214043,0.9559954,-0.74727684,35,0.14999999,0.95632786,26.347695350646973,-0.844743,-1.0,,1.0558367,4.9626703e-07,3.0299884e-11,3.5019627,-0.72457886,700,6.4042854,-0.9917093
0.99930257,8.292608,0.17814451,0.95632786,,4.0461645,0.7869755,0.9562029,-0.7740952,36,0.14999999,0.95632786,27.08005166053772,-0.84335124,0.6363636,,0.9286859,4.6907957e-07,0.0058203675,1.513146e-25,-0.7527497,720,6.4132023,0.6902813
0.99930257,6.643817,0.18892735,0.95632786,,4.02361,0.77619267,0.3880109,-0.9632462,37,0.14999999,0.95632786,27.818838357925415,-0.84978575,0.35353535,,0.4374548,4.4406656e-07,1.1009057,0.5607253,-0.77998704,740,6.9903145,0.43978882
0.99930257,5.671551,0.19522858,0.95632786,,3.946661,0.76989144,0.53674597,-0.9495588,38,0.14999999,0.95632786,28.5717294216156,-0.86738384,0.030303031,,1.1412433,4.2100217e-07,5.4767466,0.16555506,-0.7773351,760,7.418686,0.22058909
0.99930257,5.251624,0.19608706,0.95632786,,3.9412408,0.76903296,0.7364094,-0.81665796,39,0.14999999,0.95632786,29.338695526123047,-0.8638727,-0.5151515,,1.2235143,3.996891e-07,0.0019776863,3.5914574e-05,-0.66867054,780,7.647394,-0.65809345
0.99930257,5.7360816,0.19141066,0.95632786,,3.8950286,0.77370936,0.956089,-0.6430686,40,0.14999999,0.95632786,30.08650040626526,-0.85394573,-0.83838385,,0.9245695,3.799544e-07,3.8485485e-08,2.4569602,-0.69393766,800,7.6564274,-0.854642
0.99930257,8.01358,0.18696195,0.95632786,,3.8757777,0.77815807,0.95610625,-0.66500634,41,0.14999999,0.95632786,30.84000515937805,-0.8517415,0.8181818,,1.3430458,3.6164613e-07,3.0112904e-05,5.0919084e-27,-0.71863025,820,7.6654396,1.1828301
0.99930257,5.004698,0.20209873,0.95632786,,3.757706,0.7630213,0.1424141,-2.2870142,42,0.14999999,0.95632786,31.589881896972656,-0.8798306,-0.65656567,,1.1522498,3.4462983e-07,3.2408632e-05,5.8226967e-32,-0.74272704,840,8.488148,-0.60980505
0.99930257,6.515318,0.19760835,0.95632786,,3.7204733,0.76751167,0.95610714,-0.53592306,43,0.14999999,0.95632786,32.34786772727966,-0.8691573,0.1919192,,0.86330396,3.2878697e-07,4.3334217,2.8462985e-06,-0.7662568,860,8.497158,0.14469688
0.99930257,7.8577256,0.1969974,0.95632786,,3.7137043,0.7681226,0.794393,-0.72303474,44,0.14999999,0.95632786,33.094916582107544,-0.8695729,-1.0,,1.0408322,3.140119e-07,2.9364743e-11,1.2383372e-12,-0.6932298,880,8.667889,-0.9600582
0.99930257,5.7129083,0.19282085,0.95632786,,3.6809883,0.7722992,0.9560707,-0.7050927,45,0.14999999,0.95632786,33.84148192405701,-0.86625487,-0.2929293,,0.81236964,3.0021093e-07,0.24718738,0.00027274556,-0.71570265,900,8.676937,-0.07534656
0.99930257,5.548559,0.18893296,0.95632786,,3.6838627,0.77618706,0.9511388,-0.7469757,46,0.14999999,0.95632786,34.59213352203369,-0.86815345,-0.05050505,,1.0861207,2.8730017e-07,3.7870507,5.5369506,-0.73220354,920,8.690914,-0.05570276
0.99930257,7.844993,0.1851629,0.95632786,,3.6356318,0.7799571,0.9533823,-0.6487742,47,0.14999999,0.95632786,35.37540340423584,-0.8624359,0.47474748,,0.6495884,2.7520463e-07,0.16380957,0.009795062,-0.6745962,940,8.702656,0.3810649
0.99930257,14.237781,0.18915498,0.95632786,,3.5956366,0.77596503,0.58833665,-0.95243996,48,0.14999999,0.95632786,36.184425592422485,-0.8720998,1.0,,1.1623391,2.6385726e-07,3.61244e-08,0.0013846818,-0.6921704,960,9.079437,0.9415734
0.99930257,5.3051815,0.20046628,0.95632786,,3.5733948,0.76465374,0.22170913,-1.073288,49,0.14999999,0.95632786,37.06705570220947,-0.87475646,-0.8181818,,0.98192006,2.531974e-07,8.865039e-08,1.0100721e-29,-0.71278965,980,9.822849,-0.88079447
0.99930257,5.5247173,0.1966381,0.95632786,,3.5335674,0.7684819,0.9560645,-0.65000534,50,0.14999999,0.95632786,37.97421336174011,-0.8710685,0.07070707,,1.1507232,2.4317083e-07,5.5247173,9.32264e-09,-0.73299235,1000,9.831905,0.26546958
0.99930257,5.256731,0.19775295,0.95632786,,3.5312588,0.76736706,0.71162415,-0.8774707,51,0.14999999,0.95632786,38.75278949737549,-0.869,-0.53535354,,1.111484,2.3372819e-07,0.0011249742,4.1357075e-06,-0.64798975,1020,10.085403,-0.4914867
0.99930257,6.628195,0.19412744,0.95632786,,3.5093265,0.7709926,0.9558921,-0.62377626,52,0.14999999,0.95632786,39.51470494270325,-0.86275,0.3131313,,0.82578117,2.248251e-07,1.5501521,2.8026757e-06,-0.66738576,1040,10.094627,0.31880537
0.99930257,7.8060083,0.19690508,0.95632786,,3.4899762,0.76821494,0.6237812,-0.8560509,53,0.14999999,0.95632786,40.2724769115448,-0.8663613,-1.0,,1.0413729,2.1642118e-07,2.832157e-11,1.0259813e-16,-0.657059,1060,10.4359665,-1.1162256
0.99930257,5.8692055,0.19343996,0.95632786,,3.4283385,0.77168006,0.9553302,-1.2592299,54,0.14999999,0.95632786,41.0522141456604,-0.873703,-0.17171717,,0.81489635,2.0847979e-07,1.2779849,2.3018899e-08,-0.67575115,1080,10.445759,-0.10895107
0.99930257,8.2912655,0.1900956,0.95632786,,3.4261823,0.7750244,0.9556198,-0.677582,55,0.14999999,0.95632786,41.82458782196045,-0.8737796,0.67676765,,0.96493727,2.0096763e-07,0.0019042018,5.767826e-06,-0.6707096,1100,10.455257,0.819991
0.99930257,5.4583235,0.19852465,0.95632786,,3.4008117,0.76659536,0.3029942,-1.0607507,56,0.14999999,0.95632786,42.6058554649353,-0.87841374,-0.43434343,,0.98703015,1.9385428e-07,0.014798201,5.0241768e-15,-0.6886935,1120,11.117382,-0.16802496
0.99930257,5.3400435,0.19520622,0.95632786,,3.3774915,0.7699138,0.95574605,-0.7245339,57,0.14999999,0.95632786,43.40617322921753,-0.87637556,-0.09090909,,1.0660809,1.8711206e-07,2.8144991,4.809355,-0.70612884,1140,11.126755,-0.05761275
0.99930257,7.453459,0.19199961,0.95632786,,3.3612797,0.7731204,0.9559003,-0.6185816,58,0.14999999,0.95632786,44.17129182815552,-0.8712694,-1.0,,1.0635504,1.8071556e-07,2.8843612e-11,1.3258157e-08,-0.6753238,1160,11.135975,-1.0934736
0.99930257,5.262592,0.18890816,0.95632786,,3.3291554,0.77621186,0.9555158,-1.10101,59,0.14999999,0.95632786,44.95923471450806,-0.8748044,-0.67676765,,1.0025204,1.7464151e-07,1.576288e-05,0.16871238,-0.6924182,1180,11.14558,-0.6743654
0.99930257,5.9953012,0.1859079,0.95632786,,3.3177495,0.7792121,0.9562267,-0.6124598,60,0.14999999,0.95632786,45.74287128448486,-0.8707655,0.17171717,,1.0168034,1.6886865e-07,4.4848084,6.054683e-07,-0.70922506,1200,11.154472,0.0215116
0.99930257,8.4782505,0.18322563,0.95632786,,3.2974997,0.7818944,0.94283044,-0.6333822,61,0.14999999,0.95632786,46.52619290351868,-0.8670007,0.83838385,,1.2301471,1.6337734e-07,1.44137575e-05,1.8196116e-06,-0.65366924,1220,11.176765,0.8016504
0.99930257,5.064771,0.19072884,0.95632786,,3.2902482,0.7743912,0.31669542,-1.0296326,62,0.14999999,0.95632786,47.30871033668518,-0.86684173,-0.030303031,,1.1777006,1.581496e-07,3.964856,1.5562672e-06,-0.66992956,1240,11.825188,0.01017585
0.99930257,7.159013,0.18805176,0.95632786,,3.2409754,0.77706826,0.943046,-0.58832777,63,0.14999999,0.95632786,48.105441093444824,-0.8600774,-1.0,,1.0688163,1.5316883e-07,2.7398998e-11,6.790834e-10,-0.62394214,1260,11.847263,-0.8004798
0.99930257,5.221018,0.18526053,0.95632786,,3.2624974,0.7798595,0.9557076,-0.6713211,64,0.14999999,0.95632786,48.88976979255676,-0.8566561,-0.7171717,,1.0391247,1.484197e-07,3.7046834e-06,4.460563,-0.6396905,1280,11.856674,-0.73439413
0.99930257,8.000998,0.18255717,0.95632786,,3.2383523,0.78256285,0.9555766,-0.6133214,65,0.14999999,0.95632786,49.675228118896484,-0.85264206,0.45454547,,0.6985698,1.4388809e-07,0.226924,1.1188207e-13,-0.65519464,1300,11.866215,0.52378047
0.99930257,5.5351872,0.18702257,0.95632786,,3.2079833,0.77809745,0.48784575,-1.0422342,66,0.14999999,0.95632786,50.46253418922424,-0.8603674,-0.27272728,,0.786645,1.3956085e-07,0.3261122,5.6836925e-06,-0.66697705,1320,12.343491,-0.24287884
0.99930257,14.793754,0.18436575,0.95632786,,3.1882532,0.78075427,0.9561058,-0.7183251,67,0.14999999,0.95632786,51.262579917907715,-0.86158836,1.0,,1.0978831,1.3542595e-07,3.5583547e-08,6.7365953e-15,-0.677086,1340,12.352505,1.2251202
0.99930257,5.053364,0.19399476,0.95632786,,3.182634,0.77112526,0.12598309,-2.6840305,68,0.14999999,0.95632786,52.05444622039795,-0.8878441,-0.01010101,,1.1829505,1.3147212e-07,4.434694,7.3329147e-14,-0.6919011,1360,13.191643,0.04035766
0.99930257,5.2081866,0.19140434,0.95632786,,3.1813242,0.7737157,0.9498681,-0.6096391,69,0.14999999,0.95632786,52.85330629348755,-0.88156056,-0.8181818,,0.99031156,1.2768895e-07,8.270109e-08,3.7664648e-07,-0.6433222,1380,13.206902,-0.78890914
0.9993477,5.126805,0.18879521,0.9563476,,3.1571321,0.7763248,0.9563476,-0.6205955,70,0.14999999,0.9563476,53.62524962425232,-0.87821734,-0.5959596,,1.0654303,1.2406676e-07,0.00019952646,2.1629093,-0.65771097,1400,13.215668,-0.88255465
0.9993477,4.9392724,0.18625993,0.9563476,,3.1139894,0.7788601,0.9563344,-0.63832045,71,0.14999999,0.9563476,54.423048973083496,-0.8742161,-0.83838385,,1.04254,1.2059652e-07,3.7646352e-08,4.821789,-0.6718927,1420,13.224457,-0.9069874
0.9993477,6.8716116,0.18380684,0.9563476,,3.1125093,0.7813132,0.95547783,-0.6059824,72,0.14999999,0.9563476,55.26717734336853,-0.8701477,0.27272728,,0.8366281,1.1726989e-07,2.3143115,1.8048991e-13,-0.685879,1440,13.234093,0.19820279
0.9993477,5.1772523,0.18450785,0.9563476,,3.1057143,0.7806122,0.7301389,-0.78276473,73,0.14999999,0.9563476,56.31210017204285,-0.8714246,0.07070707,,1.1673479,1.1407902e-07,5.1772523,4.054066,-0.66803485,1460,13.46907,-0.101543605
0.9993477,5.585679,0.18220216,0.9563476,,3.1077049,0.78291786,0.95123553,-0.643054,74,0.14999999,0.9563476,57.106674909591675,-0.8664052,-0.1919192,,0.92899436,1.1101664e-07,0.9488805,4.219556,-0.6131212,1480,13.482964,-0.23256522
0.9993477,8.642751,0.17989415,0.9563476,,3.1048493,0.78522587,0.9560203,-0.7128919,75,0.14999999,0.9563476,57.736974000930786,-0.8654965,0.61616164,,0.8394427,1.0807592e-07,0.008271685,6.059778e-07,-0.6138031,1500,13.492062,0.46104878
0.9993477,7.398034,0.18337113,0.9563476,,3.0779757,0.7817489,0.52097446,-1.0417622,76,0.14999999,0.9563476,58.21924805641174,-0.8702015,-1.0,,1.0542599,1.0525054e-07,2.748122e-11,1.8864096e-20,-0.626938,1520,13.936207,-1.0619924
0.9993477,5.8474526,0.18111008,0.9563476,,3.074327,0.78400993,0.9558527,-0.9620168,77,0.14999999,0.9563476,58.69850468635559,-0.87107474,-0.3939394,,0.83291864,1.02534514e-07,0.034235638,0.00034310756,-0.64001006,1540,13.945473,-0.54101384
0.9993477,5.016184,0.17890507,0.9563476,,3.0153039,0.78621495,0.95599574,-0.6749804,78,0.14999999,0.9563476,59.18482542037964,-0.8708711,-0.11111111,,1.0750854,9.9922275e-08,2.2672148,0.085960396,-0.652469,1560,13.954594,-0.34480825
0.9993477,5.123288,0.17675436,0.9563476,,3.025415,0.78836566,0.95612425,-0.73457676,79,0.14999999,0.9563476,59.68481469154358,-0.8684336,-0.5959596,,1.04192,9.74086e-08,0.00019534974,1.3648529,-0.63655555,1580,13.963596,-0.7482031
0.9993477,4.926338,0.17465478,0.9563476,,3.024682,0.79046524,0.95633346,-0.6031063,80,0.14999999,0.9563476,60.17356204986572,-0.86481845,-0.83838385,,1.0738456,9.49886e-08,3.6799182e-08,4.0574875,-0.6491319,1600,13.972382,-0.7666346
0.9993477,7.8253803,0.17260903,0.9563476,,2.9814003,0.792511,0.95617366,-0.564715,81,0.14999999,0.9563476,60.67042064666748,-0.860409,0.41414142,,0.78679407,9.265769e-08,0.43146372,1.6381468e-13,-0.6615544,1620,13.981331,0.44055894
0.9993477,8.869629,0.17584372,0.9563476,,2.9748206,0.7892763,0.5272648,-1.0143495,82,0.14999999,0.9563476,61.166748046875,-0.86512727,0.8181818,,1.1024421,9.041153e-08,2.8640914e-05,0.30840644,-0.6685119,1640,14.419182,1.1135002
0.9993477,5.695635,0.183595,0.9563476,,2.9697611,0.781525,0.14591998,-1.9181832,83,0.14999999,0.9563476,61.66414785385132,-0.87706876,-0.37373737,,0.84934986,8.8246054e-08,0.054076783,8.148675e-21,-0.68063295,1660,15.238388,-0.13692652
0.9993477,7.2921906,0.18154562,0.9563476,,2.9685054,0.7835744,0.9536791,-0.64488894,84,0.14999999,0.9563476,62.25622320175171,-0.8762425,-1.0,,1.0513548,8.6157456e-08,2.932741e-11,3.2802666e-07,-0.69195783,1680,15.249832,-1.0189189
0.9993477,5.0228257,0.17951971,0.9563476,,2.9484122,0.7856003,0.95577,-0.7959996,85,0.14999999,0.9563476,63.1371169090271,-0.8750036,-0.07070707,,1.1275915,8.4142165e-08,3.2442415,1.2395355e-08,-0.7037923,1700,15.259178,-0.03481079
0.9993477,4.9051495,0.17753834,0.9563476,,2.9449086,0.7875817,0.9559955,-0.5915962,86,0.14999999,0.9563476,63.933127880096436,-0.87045467,-0.7373737,,1.0709509,8.219674e-08,1.8646393e-06,8.280745e-05,-0.67803115,1720,15.268295,-0.40615624
0.9993477,15.925433,0.17559922,0.9563476,,2.9296486,0.7895208,0.9562896,-0.7242819,87,0.14999999,0.9563476,64.76754879951477,-0.86814505,1.0,,1.2342505,8.031802e-08,3.6031366e-08,4.536325e-19,-0.68959194,1740,15.27713,1.0339526
0.9993477,6.0020323,0.18271089,0.9563476,,2.9253054,0.78240913,0.16369253,-1.4311272,88,0.14999999,0.9563476,65.6442711353302,-0.8726368,0.15151516,,0.9803253,7.850298e-08,4.786132,3.3975323e-07,-0.7010206,1760,16.07856,0.24937141
0.9993477,5.45304,0.18298173,0.9563476,,2.907211,0.7821383,0.7583017,-0.8778161,89,0.14999999,0.9563476,66.4759373664856,-0.8730897,-0.25252524,,0.89951307,7.674878e-08,0.44023415,0.023711717,-0.6593598,1780,16.285378,-0.2749092
0.9993477,5.4163737,0.18105644,0.9563476,,2.8867693,0.7840636,0.9554139,-0.6895024,90,0.14999999,0.9563476,67.313547372818,-0.87228835,-0.45454547,,0.9218606,7.505273e-08,0.009029341,2.5872378,-0.6655988,1800,16.295082,-0.3996079
0.9993477,7.236658,0.17916453,0.9563476,,2.8809953,0.7859555,0.9562293,-0.677508,91,0.14999999,0.9563476,68.16586995124817,-0.8711512,-1.0,,1.0357114,7.3412274e-08,2.8878951e-11,0.0017384306,-0.67654836,1820,16.30397,-1.2027026
0.9993477,8.323126,0.17732036,0.9563476,,2.878856,0.78779966,0.9556156,-1.9101892,92,0.14999999,0.9563476,69.01566100120544,-0.88231844,0.5555556,,0.7828487,7.182504e-08,0.03477671,2.6220272e-29,-0.6874774,1840,16.313469,0.54836875
0.9993477,7.124573,0.18051457,0.9563476,,2.860644,0.78460544,0.4907374,-1.0955797,93,0.14999999,0.9563476,69.86657309532166,-0.8871204,0.3131313,,0.8665582,7.028872e-08,1.5981995,2.3257852,-0.6979104,1860,16.787857,0.47874987
0.9993477,5.2198873,0.18340331,0.9563476,,2.852191,0.7817167,0.5130695,-1.0388701,94,0.14999999,0.9563476,71.30094146728516,-0.890322,-0.1919192,,0.988901,6.880116e-08,1.0263134,0.00034277397,-0.69156677,1880,17.239914,-0.16839348
0.9994425,7.443819,0.18156403,0.9564478,,2.835946,0.783556,0.9564478,-0.6188875,95,0.14999999,0.9564478,72.7454605102539,-0.8877135,-1.0,,1.056275,6.736033e-08,2.9307837e-11,1.0453696e-06,-0.6912898,1900,17.24858,-1.125434
0.9994425,5.0213675,0.17977095,0.9564478,,2.8260026,0.7853491,0.95569384,-1.2647066,96,0.14999999,0.9564478,74.62885022163391,-0.89130086,-0.01010101,,1.1125885,6.5964315e-08,4.4786363,9.301473e-12,-0.7017611,1920,17.25801,-0.11820917
0.9994425,5.2442694,0.17802954,0.9564478,,2.8182104,0.7870905,0.9542671,-0.5868139,97,0.14999999,0.9564478,77.55657863616943,-0.88717747,-0.5959596,,0.9722345,6.461123e-08,0.00020129321,0.029982937,-0.666527,1940,17.26886,-0.5156937
0.9994425,5.3650293,0.17630571,0.9564478,,2.821779,0.7888143,0.9560242,-0.6698734,98,0.14999999,0.9564478,79.86944103240967,-0.885376,-0.37373737,,0.92844874,6.329935e-08,0.0538689,3.3209183,-0.67678136,1960,17.277962,-0.23021543
0.9994425,4.8953032,0.17461634,0.9564478,,2.8133843,0.7905037,0.9560596,-0.634417,99,0.14999999,0.9564478,83.4048593044281,-0.88368034,-0.17171717,,1.0673498,6.2027055e-08,1.2916462,4.6485386,-0.6863842,1980,17.287018,0.06397694
0.9994425,7.265877,0.17319298,0.9564478,,2.7850246,0.79192704,0.93283546,-0.6640133,100,0.14999999,0.9564478,86.24942278862,-0.8809459,-1.0,,1.0628715,6.079271e-08,2.9079595e-11,6.135086e-11,-0.683472,2000,17.319298,-1.2118294
