MountainCar_std1_higher,DenMISEMeanLog,BoundBonus,ReturnMin,TimestepsSoFar,ActionIn1,MountainCar_mu1_higher,ReturnLastEpisode,IWMean,Regret/t,AvgEpLen,IWMin,NumTrainableParams,ReturnStepMax,Bound,NumTrajectories,MountainCar_std0_higher,IWMax,DenMISELogLast,ReturnAbsMax,MinEpLen,Delta,GridSize,IWLastEpisode,TimeElapsed,DenMISELogFirst,MountainCar_mu0_higher,ReturnMean,ReturnMax,Iteration,IWFirstEpisode,Regret,BoundMISE
3.0,-3.8330765,5961.6313,-8.69351,9340,1.2466558,,1.1898721,0.019238956,7.56619,849.0909090909091,,,98.71424,5961.6074,11,0.14999999,0.2056207,-3.7677212,8.69351,386,0.00010048381,9,1.9024124e-13,5.006958723068237,-3.957652,-1.0,-2.5661898,1.1898721,11,1.997536e-21,83.22809,-0.024094826
3.0,-3.9068565,6012.4946,-8.69351,10339,3.5280132,,-1.7141994,0.05298085,7.4951906,861.5833333333334,,,98.71424,6012.3066,12,0.14999999,0.45017448,-3.7803802,8.69351,386,8.443432e-05,9,4.78866e-36,5.54581093788147,-4.0446634,1.0,-2.4951906,1.1898721,12,0.08391195,89.94229,-0.18787009
3.0,-3.97485,1694.7893,-8.69351,11338,0.7060889,,-4.2989674,0.4788359,7.6339426,872.1538461538462,,,98.71424,1694.7379,13,0.14999999,6.009598,-3.8825135,8.69351,386,7.1944036e-05,9,1.6413379e-08,6.030777215957642,-4.117738,,-2.6339428,1.1898721,13,0.06512957,99.24126,-0.05137349
3.0,-3.9979198,47.28618,-8.69351,12337,12.471195,10.0,-0.021621985,0.98956996,7.4473486,881.2142857142857,,,98.71424,48.223934,14,0.14999999,13.759663,-3.7308986,8.69351,386,6.203337e-05,9,0.09420545,6.5064873695373535,-4.186848,,-2.4473484,1.1898721,14,6.571833e-05,104.26288,0.9377573
3.0,-3.9789946,52.32255,-8.69351,12567,-13.460333,-10.0,9.55166,0.46366453,6.6474147,837.8,,,98.71424,52.26177,15,0.14999999,6.928489,-3.4393811,9.55166,230,5.403797e-05,9,6.3209156e-12,6.662158727645874,-4.2558365,,-1.6474147,9.55166,15,0.0011867656,99.71122,-0.060783513
3.0,-4.184226,52.64453,-8.69351,13566,4.0043325,,-0.36156684,1.0940561,6.567049,847.875,,,98.71424,52.602695,16,0.14999999,13.870689,-6.676119,9.55166,230,4.74943e-05,9,0.0004467977,7.16602087020874,-4.320296,,-1.567049,9.55166,16,0.07975318,105.072784,-0.041835036
3.0,-4.1915703,52.98366,-8.69351,14565,0.10827291,,-0.11090311,0.9374568,6.4813933,856.7647058823529,,,98.71424,51.608833,17,0.14999999,15.615539,-4.170006,9.55166,230,4.2071075e-05,9,2.2757303e-13,7.671064138412476,-4.3759484,-1.0,-1.4813935,9.55166,17,3.0349992e-21,110.183685,-1.3748293
3.0,-4.188341,53.283367,-8.69351,15564,7.0955114,,-2.3938591,0.9316703,6.532086,864.6666666666666,,,98.71424,49.712032,18,0.14999999,15.843506,-3.832061,9.55166,230,3.7526363e-05,9,,8.170797109603882,-4.433107,1.0,-1.5320859,9.55166,18,0.12374357,117.577545,-3.571334
3.0,-4.319677,39.853924,-10.050124,16563,3.542361,10.0,-10.050124,1.0687779,6.980404,871.7368421052631,,,116.43876,45.20688,19,0.14999999,9.497689,-6.392681,10.050124,230,3.368017e-05,9,5.6007465e-16,8.652154207229614,-4.480323,,-1.9804037,9.55166,19,8.813353e-05,132.62767,5.3529563
3.0,-4.297673,40.044106,-10.050124,17562,0.17264193,,-0.019263566,1.2786793,6.8823466,878.1,,,116.43876,39.97651,20,0.14999999,9.25408,-3.7846475,10.050124,230,3.0396353e-05,9,7.5429235,9.085694313049316,-4.5316114,,-1.8823467,9.55166,20,0.09851928,137.64694,-0.06759749
3.0,-4.2289987,40.23922,-10.050124,18561,-11.332679,-10.0,-0.0014193391,0.7215768,6.792779,883.8571428571429,,,116.43876,40.02966,21,0.14999999,10.483599,-2.9773693,10.050124,230,2.7570388e-05,9,0.022439977,9.550258874893188,-4.5754876,,-1.7927787,9.55166,21,0.0016337578,142.64835,-0.20956023
3.0,-4.2011647,40.41728,-10.050124,19560,6.685564,10.0,-0.02668464,1.010275,6.712502,889.0909090909091,,,116.43876,39.720512,22,0.14999999,10.989169,-3.2457855,10.050124,230,2.5120953e-05,9,7.5730036e-22,10.003161668777466,-4.62193,-1.0,-1.7125019,9.55166,22,3.654944e-24,147.67505,-0.69676656
3.0,-4.2095304,40.58609,-10.050124,19963,1.3205445,,-1.2224945,0.9825365,6.6911974,867.9565217391304,,,116.43876,38.58233,23,0.14999999,11.224843,-4.2426815,10.050124,230,2.2984013e-05,9,0.3003544,10.22828221321106,-4.666382,-1.0,-1.6911972,9.55166,23,4.057809e-21,153.89754,-2.0037608
3.0,-4.1977696,40.7478,-10.050124,20962,-4.164537,-10.0,-1.4861611,1.0004495,6.682654,873.4166666666666,,,116.43876,38.41777,24,0.14999999,11.999989,-3.755824,10.050124,230,2.110858e-05,9,0.0026171128,10.72190237045288,-4.7089415,-1.0,-1.6826539,9.55166,24,6.7202694e-23,160.3837,-2.3300278
3.0,-4.2443414,40.901863,-10.050124,21961,2.5886223,,-2.803393,0.66822517,6.7274837,878.44,,,116.43876,37.203938,25,0.14999999,11.703506,-5.193737,10.050124,230,1.9453666e-05,9,,11.17245101928711,-4.7497635,1.0,-1.7274835,9.55166,25,0.16984192,168.18709,-3.6979272
3.0,-4.2290072,33.517014,-10.050124,22960,5.7056956,10.0,-6.4780173,0.771598,6.9101963,883.0769230769231,,,116.43876,37.084408,26,0.14999999,8.664575,-3.4383526,10.050124,230,1.7986009e-05,9,1.3854469e-12,11.636356830596924,-4.782213,,-1.9101962,9.55166,26,0.000119192926,179.6651,3.5673947
3.0,-4.219704,41.191185,-10.050124,23510,-11.077618,-10.0,0.37795663,0.9432415,6.82545,870.7407407407408,,,116.43876,36.837864,27,0.14999999,13.309938,-3.6752903,10.050124,230,1.6678383e-05,9,3.9289716e-15,11.917858362197876,-4.819949,1.0,-1.82545,9.55166,27,0.0028915969,184.28714,-4.3533206
3.0,-4.228778,747.2895,-10.050124,24509,-5.6691995,-3.3333333,-6.4786186,0.01783593,6.9916344,875.3214285714286,,,116.43876,747.28894,28,0.14999999,0.2832616,-4.264648,10.050124,230,9.122555e-06,16,2.6113547e-23,12.39694356918335,-4.8562098,-0.33333334,-1.9916344,9.55166,28,5.423412e-06,195.76576,-0.0005673071
3.0,-4.2574887,514.0506,-10.050124,25508,1.5406296,3.3333333,-0.044538144,0.077619106,6.9244933,879.5862068965517,,,116.43876,514.06494,29,0.14999999,0.8933322,-4.096605,10.050124,230,8.504261e-06,16,0.10640316,13.172934532165527,-4.8913007,-0.33333334,-1.9244932,9.55166,29,2.19082e-06,200.8103,0.014372431
3.0,-4.2665615,410.4296,-10.050124,26507,-11.053344,-10.0,-0.045558684,5.6276994,6.861862,883.5666666666667,,,116.43876,408.49826,30,0.14999999,155.22491,-3.6233654,10.050124,230,7.94676e-06,16,5.7498866e-05,13.75307011604309,-4.9252024,0.33333334,-1.8618621,9.55166,30,0.36057192,205.85587,-1.9313471
3.0,-4.278607,356.44632,-10.050124,27506,-6.1781836,-10.0,-1.2641625,0.10595098,6.8425817,887.2903225806451,,,116.43876,356.4417,31,0.14999999,2.971914,-5.8744736,10.050124,230,7.4423347e-06,16,3.1318348e-07,14.28182315826416,-4.946045,-0.33333334,-1.8425815,9.55166,31,1.0902583e-07,212.12003,-0.0045988667
3.0,-4.302758,356.87167,-10.050124,28505,9.059738,10.0,-0.10404346,0.21973433,6.7882524,890.78125,,,116.43876,357.11295,32,0.14999999,3.5531123,-4.168829,10.050124,230,6.984457e-06,16,2.5276107e-08,14.823158502578735,-4.977793,0.33333334,-1.7882522,9.55166,32,0.022548363,217.22408,0.24128439
3.0,-4.3314023,320.4992,-10.050124,29504,7.613246,10.0,-0.6199046,0.06195916,6.7528477,894.060606060606,,,116.43876,320.86786,33,0.14999999,1.2417551,-4.4746723,10.050124,230,6.5675695e-06,16,0.0003845379,15.35095500946045,-5.0078607,-0.33333334,-1.7528477,9.55166,33,6.881102e-09,222.84398,0.36865062
3.0,-4.332877,172.90057,-10.050124,29893,-0.9556365,-3.3333333,1.9207723,1.4813492,6.6448,879.2058823529412,,,116.43876,172.21457,34,0.14999999,24.045603,-3.4575386,10.050124,230,6.186923e-06,16,0.00036967604,15.599035263061523,-5.0377135,0.33333334,-1.6448001,9.55166,34,21.959032,225.9232,-0.6860108
3.0,-4.3381424,90.986084,-10.050124,30892,4.9798136,3.3333333,-0.9445531,1.2323675,6.624793,882.6285714285714,,,116.43876,90.5884,35,0.14999999,18.687914,-4.6912985,10.050124,230,5.8384353e-06,16,4.6757445,16.085613250732422,-4.568442,0.33333334,-1.624793,9.55166,35,5.356802,231.86775,-0.3976788
3.0,-4.3340864,64.619545,-10.050124,31891,-5.2951794,-3.3333333,-0.66071856,0.74589366,6.598013,885.8611111111111,,,116.43876,62.760525,36,0.14999999,17.228643,-4.292606,10.050124,230,5.5185833e-06,16,9.290544e-21,16.62231469154358,-4.4542007,-1.0,-1.5980132,9.55166,36,2.8347314e-21,237.52847,-1.8590198
3.0,-4.327168,64.76561,-10.050124,32890,-2.755309,-3.3333333,-1.8357501,0.43297225,6.6044383,888.918918918919,,,116.43876,62.737263,37,0.14999999,7.012818,-3.7388237,10.050124,230,5.224312e-06,16,2.2199689e-37,17.139808893203735,-4.4816,1.0,-1.6044384,9.55166,37,0.11218961,244.36423,-2.0283456
3.0,-4.3269362,64.648964,-10.050124,33889,7.2539353,3.3333333,-4.939362,1.2898166,6.6921997,891.8157894736842,,,116.43876,62.439667,38,0.14999999,13.667421,-3.7404048,10.050124,230,4.9529667e-06,16,,17.601219415664673,-4.5052404,-1.0,-1.6921997,9.55166,38,1.1635179e-21,254.30359,-2.2092967
3.0,-4.3130503,60.88475,-10.050124,34282,2.9528923,3.3333333,-0.59744686,0.2483751,6.6641293,879.025641025641,,,116.43876,60.937576,39,0.14999999,5.872781,-3.9402716,10.050124,230,4.7022245e-06,16,5.4036645e-06,17.81101393699646,-4.531216,-0.33333334,-1.664129,9.55166,39,1.5283539e-06,259.90103,0.05282731
3.0,-4.3205833,60.357285,-10.050124,35281,7.6840987,10.0,-0.17923416,0.13783292,6.6270065,882.025,,,116.43876,60.802917,40,0.14999999,1.9967697,-3.8640678,10.050124,230,4.4700523e-06,16,1.1714717,18.368624448776245,-4.556534,-0.33333334,-1.6270068,9.55166,40,4.3817687e-09,265.08026,0.44563293
3.0,-4.333396,60.898067,-10.050124,35762,-13.320198,-10.0,0.38362032,0.29728937,6.577967,872.2439024390244,,,116.43876,60.873005,41,0.14999999,8.228469,-3.9936655,10.050124,230,4.2546603e-06,16,2.3035469e-07,18.638235807418823,-4.5812263,-0.33333334,-1.577967,9.55166,41,7.569909e-08,269.69666,-0.02506183
3.0,-4.383334,60.827385,-10.050124,36761,-0.8399114,-3.3333333,-0.7764896,0.55594677,6.558884,875.2619047619048,,,116.43876,60.778343,42,0.14999999,11.737198,-5.7186804,10.050124,230,4.0544687e-06,16,0.20873068,19.224820613861084,-4.605324,-0.33333334,-1.5588843,9.55166,42,4.220017e-06,275.47314,-0.04904356
3.0,-4.387639,60.917767,-10.050124,37760,15.85201,10.0,-0.38983408,0.9791652,6.5316973,878.1395348837209,,,116.43876,60.648556,43,0.14999999,29.747639,-4.0866623,10.050124,230,3.868082e-06,16,2.9283868e-07,19.721906900405884,-4.6288543,0.33333334,-1.5316972,9.55166,43,0.01590643,280.86298,-0.269211
3.0,-4.417776,61.244755,-10.050124,38304,-14.208187,-10.0,0.23644158,1.7207354,6.491512,870.5454545454545,,,116.43876,60.11268,44,0.14999999,36.717007,-5.5273256,10.050124,230,3.6942577e-06,16,9.209274e-15,20.006455659866333,-4.651474,0.33333334,-1.491512,9.55166,44,0.27422887,285.62653,-1.1320775
3.0,-4.4226317,58.330936,-10.050124,39303,-5.530459,-3.3333333,-0.12770903,1.1575699,6.4612055,873.4,,,116.43876,57.63231,45,0.14999999,16.012777,-4.979866,10.050124,230,3.5318933e-06,16,0.03854845,20.44925022125244,-4.6677337,0.33333334,-1.4612054,9.55166,45,15.168163,290.75424,-0.69862837
3.0,-4.416681,65.91483,-10.050124,40302,6.115973,3.3333333,-0.5459722,1.3954115,6.441309,876.1304347826087,,,116.43876,55.75744,46,0.14999999,27.124102,-4.168722,10.050124,230,3.3800018e-06,16,8.80748e-05,21.103355646133423,-4.399232,1.0,-1.4413089,9.55166,46,0.040297233,296.3002,-10.1573925
3.0,-4.438502,56.54968,-11.010139,41301,3.7145011,3.3333333,-11.010139,1.2727379,6.6449013,878.7446808510638,,,116.43876,56.01484,47,0.14999999,21.706064,-5.61811,11.010139,230,3.2377015e-06,16,4.3817147e-07,21.79413890838623,-4.4198623,0.33333334,-1.644901,9.55166,47,4.6171956,312.31036,-0.5348407
3.0,-4.4239964,47.93956,-11.010139,42300,12.974285,10.0,-0.1917604,0.4828271,6.6146274,881.25,,,116.43876,48.4981,48,0.14999999,16.857883,-3.8824384,11.010139,230,3.1042032e-06,16,0.0014237671,22.281248569488525,-4.3472085,-0.33333334,-1.6146272,9.55166,48,3.5541883e-09,317.5021,0.5585385
3.0,-4.4318566,48.01643,-11.010139,42814,12.749388,10.0,0.36849502,0.8779478,6.5741553,873.7551020408164,,,116.43876,48.01139,49,0.14999999,18.348858,-4.2499223,11.010139,230,2.9787932e-06,16,0.0040987562,22.592946767807007,-4.367828,0.33333334,-1.5741553,9.55166,49,0.012252098,322.1336,-0.005037347
3.0,-4.4343824,65.501305,-11.010139,42999,-1.6593493,3.3333333,14.466876,1.102628,6.253335,859.98,,,116.43876,63.708817,50,0.14999999,13.225069,-4.3549314,14.466876,185,2.8608335e-06,16,3.61547e-21,22.766664028167725,-4.38778,-1.0,-1.2533348,14.466876,50,1.03457e-21,312.66675,-1.7924863
3.0,-4.4346285,65.47956,-11.010139,43998,-7.835533,-3.3333333,-2.7465112,0.9585597,6.282613,862.7058823529412,,,116.43876,63.284515,51,0.14999999,18.664318,-4.4659343,14.466876,185,2.7497433e-06,16,7.0920663,23.265780687332153,-4.4075828,-1.0,-1.2826128,14.466876,51,2.7056108e-21,320.41327,-2.195047
3.0,-4.427222,63.510216,-11.010139,44997,-5.985414,-3.3333333,-1.8286426,0.73628914,6.2931137,865.3269230769231,,,116.43876,63.361824,52,0.14999999,14.341918,-3.9131534,14.466876,185,2.6450014e-06,16,0.0008127147,23.794045209884644,-4.427001,-0.33333334,-1.2931135,14.466876,52,3.5307714e-06,327.24188,-0.1483919
3.0,-4.440394,63.380726,-11.010139,45996,0.5623444,3.3333333,-0.6572686,0.7941696,6.2811165,867.8490566037735,,,116.43876,63.340004,53,0.14999999,17.722775,-4.8060155,14.466876,185,2.5461316e-06,16,0.23766164,24.322758674621582,-4.446049,-0.33333334,-1.2811162,14.466876,53,1.4035775e-06,332.89917,-0.04072104
3.0,-4.4487033,63.572926,-11.010139,46995,-13.5387125,-10.0,-0.6305347,0.7222755,6.2690682,870.2777777777778,,,116.43876,63.146496,54,0.14999999,23.92524,-4.6241727,14.466876,185,2.4527033e-06,16,0.017112942,24.795512199401855,-4.464741,-0.33333334,-1.2690684,14.466876,54,6.7375446e-08,338.5297,-0.4264315
3.0,-4.4601855,63.775097,-11.010139,47994,-12.270587,-10.0,-0.43517947,1.4549602,6.2539067,872.6181818181818,,,116.43876,62.968044,55,0.14999999,24.961288,-4.723421,14.466876,185,2.3643252e-06,16,3.5180245e-05,25.298419713974,-4.4830904,0.33333334,-1.2539068,14.466876,55,0.23173152,343.96487,-0.80705214
3.0,-4.451855,66.0803,-11.010139,48993,1.1513451,-3.3333333,-0.35840538,0.7116772,6.237916,874.875,,,116.43876,62.598103,56,0.14999999,20.149277,-4.2677927,14.466876,185,2.2806387e-06,16,1.407142e-05,25.82352066040039,-4.4969044,1.0,-1.2379158,14.466876,56,0.11391983,349.32327,-3.4821954
3.0,-4.4435234,62.19473,-11.010139,49992,1.1489207,-3.3333333,-5.6606655,1.0725981,6.315508,877.0526315789474,,,116.43876,61.579567,57,0.14999999,14.371741,-3.62886,14.466876,185,2.2013185e-06,16,5.8194903e-05,26.34630537033081,-4.512572,0.33333334,-1.3155079,14.466876,57,12.988143,359.98395,-0.6151609
3.0,-4.4348803,58.045906,-11.010139,50991,1.7214767,3.3333333,-0.07461777,1.2989177,6.294113,879.1551724137931,,,116.43876,57.704613,58,0.14999999,17.022821,-3.9240484,14.466876,185,2.1260653e-06,16,6.490708,26.867316484451294,-4.324689,0.33333334,-1.2941132,14.466876,58,4.198025,365.05856,-0.34129268
3.0,-4.4200745,52.383602,-11.010139,51990,14.044203,10.0,-0.6267424,0.9909691,6.2828016,881.1864406779661,,,116.43876,57.073856,59,0.14999999,18.898632,-3.761948,14.466876,185,2.0546058e-06,16,0.19298542,27.438250303268433,-4.271903,0.33333334,-1.2828019,14.466876,59,0.011131426,370.6853,4.6902537
3.0,-4.445949,66.43031,-11.010139,52989,6.1516895,3.3333333,-3.3618863,1.4768997,6.3174534,883.15,,,116.43876,54.517235,60,0.14999999,24.013742,-5.8781834,14.466876,185,1.98669e-06,16,0.21998447,27.987192392349243,-4.288522,1.0,-1.3174533,14.466876,60,0.03607401,379.04718,-11.913077
3.0,-4.440072,64.62426,-11.010139,53988,10.716938,10.0,-8.263226,1.7107552,6.4313183,885.0491803278688,,,116.43876,53.88876,61,0.14999999,29.120754,-4.3934526,14.466876,185,1.9220863e-06,16,5.169271,28.497509241104126,-4.30445,1.0,-1.4313183,14.466876,61,0.000102457074,392.31042,-10.735499
3.0,-4.4336576,52.58236,-11.010139,54987,6.297829,10.0,-3.3208468,0.61507607,6.461795,886.8870967741935,,,116.43876,53.166214,62,0.14999999,16.00423,-4.496013,14.466876,185,1.8605837e-06,16,9.520883e-13,29.039507150650024,-4.3207088,-0.33333334,-1.4617946,14.466876,62,3.4612433e-09,400.63126,0.5838529
3.0,-4.4352574,52.59041,-11.010139,55401,2.5894945,3.3333333,1.0050735,0.9977927,6.422638,879.3809523809524,,,116.43876,52.559757,63,0.14999999,15.484231,-4.1027327,14.466876,185,1.8019862e-06,16,8.592602,29.333383798599243,-4.336709,-0.33333334,-1.4226379,14.466876,63,1.2582032e-06,404.6262,-0.030651093
3.0,-4.432937,52.653435,-11.010139,56400,-2.2665393,-3.3333333,-0.54706925,0.8491633,6.4089575,881.25,,,116.43876,52.346264,64,0.14999999,14.609574,-4.2200575,14.466876,185,1.7461142e-06,16,1.4124923,29.867478370666504,-4.3524575,-0.33333334,-1.4089572,14.466876,64,3.2771445e-06,410.17328,-0.30716977
3.0,-4.4241357,145.75107,-11.010139,57399,-5.8903937,-5.0,-0.27242336,0.68771595,6.391472,883.0615384615385,,,116.43876,145.69727,65,0.14999999,16.23182,-3.6599379,14.466876,185,1.1068314e-06,25,0.6593127,30.443272590637207,-4.3679614,,-1.3914721,14.466876,65,0.04226113,415.44568,-0.053799897
3.0,-4.4223866,135.87877,-11.010139,58398,5.518991,5.0,-0.066995054,1.508436,6.371404,884.8181818181819,,,116.43876,136.47978,66,0.14999999,24.530163,-3.9615517,14.466876,185,1.073545e-06,25,0.017066209,32.266215801239014,-4.3825793,,-1.3714043,14.466876,66,0.01044555,420.5127,0.6010165
3.0,-4.406483,114.0039,-11.010139,59003,-1.5609655,,0.06333936,1.1954306,6.34999,880.6417910447761,,,116.43876,113.407906,67,0.14999999,31.137196,-3.7387733,14.466876,185,1.0417382e-06,25,0.591416,32.64223265647888,-4.3974586,-0.5,-1.3499901,14.466876,67,4.227914e-09,425.44934,-0.5959924
3.0,-4.4092083,111.55921,-11.010139,60002,-4.8435454,-5.0,-0.7898345,0.9228513,6.3417525,882.3823529411765,,,116.43876,110.81966,68,0.14999999,18.179134,-4.6624236,14.466876,185,1.011324e-06,25,3.2224542e-11,33.22053790092468,-4.412274,0.5,-1.3417526,14.466876,68,13.453155,431.2392,-0.7395548
3.0,-4.4118695,104.179565,-11.010139,61001,4.1494665,5.0,-1.0038466,0.65259653,6.3368554,884.072463768116,,,116.43876,104.03548,69,0.14999999,18.615433,-4.442226,14.466876,185,9.822227e-07,25,0.07170715,33.94963359832764,-4.246352,0.5,-1.3368554,14.466876,69,2.7759202,437.24304,-0.14408943
3.0,-4.4274435,100.26542,-11.010139,62000,-9.438329,-10.0,-2.138462,1.6076458,6.3483067,885.7142857142857,,,116.43876,99.322845,70,0.14999999,70.61982,-5.12011,14.466876,185,9.543596e-07,25,2.6348172e-17,34.58870506286621,-4.221298,-0.5,-1.3483069,14.466876,70,5.6264146e-11,444.38147,-0.94257396
3.0,-4.43489,97.112595,-11.010139,62999,-11.052425,-10.0,-0.89734906,1.6827699,6.341955,887.3098591549295,,,116.43876,95.743576,71,0.14999999,72.62989,-5.1850753,14.466876,185,9.276656e-07,25,7.396202e-12,35.16226100921631,-4.235483,0.5,-1.3419554,14.466876,71,0.354131,450.27884,-1.3690215
3.0,-4.434606,94.80007,-11.010139,63998,5.875148,5.0,-1.0220152,0.96235013,6.337512,888.8611111111111,,,116.43876,94.760956,72,0.14999999,17.681849,-4.7435284,14.466876,185,9.020761e-07,25,1.2996462e-16,35.7257034778595,-4.244494,-0.5,-1.3375119,14.466876,72,4.465071e-10,456.30084,-0.039117124
3.0,-4.432241,92.848305,-11.010139,64414,-3.2814302,-5.0,0.7991398,1.1194582,6.308243,882.3835616438356,,,116.43876,92.11109,73,0.14999999,32.260868,-4.162306,14.466876,185,8.775309e-07,25,0.016931735,36.01681685447693,-4.2582874,-0.5,-1.3082426,14.466876,73,1.858563e-09,460.5017,-0.7372137
3.0,-4.4294987,85.12752,-11.010139,65413,8.28997,10.0,-0.6796179,0.6911436,6.299748,883.9594594594595,,,116.43876,88.48958,74,0.14999999,20.501974,-4.238033,14.466876,185,8.539741e-07,25,5.736786e-14,36.66208291053772,-4.271893,0.5,-1.2997478,14.466876,74,0.021790108,466.18134,3.3620598
3.0,-4.432949,85.13905,-11.010139,66412,6.5451045,10.0,-1.2641717,0.53318244,6.2992735,885.4933333333333,,,116.43876,85.46574,75,0.14999999,11.263618,-4.336633,14.466876,185,8.3135325e-07,25,3.8380255e-10,37.20260810852051,-4.2850213,-0.5,-1.2992733,14.466876,75,3.5578656e-12,472.4455,0.32668504
3.0,-4.4491973,85.80003,-11.010139,66956,1.7514482,,-0.6862031,1.2466022,6.2912064,881.0,,,116.43876,84.5736,76,0.14999999,25.112616,-5.179289,14.466876,185,8.096195e-07,25,3.2935612e-14,37.5450394153595,-4.298267,0.5,-1.2912066,14.466876,76,23.758507,478.1317,-1.2264313
3.0,-4.437822,79.738106,-11.010139,67955,-8.147569,-5.0,-0.5208436,0.7180822,6.281202,882.5324675324675,,,116.43876,79.68356,77,0.14999999,15.064088,-3.7082157,14.466876,185,7.88727e-07,25,0.043871615,38.07080149650574,-4.03932,,-1.2812018,14.466876,77,0.030423835,483.65253,-0.054539185
3.0,-4.43579,78.08392,-11.010139,68954,4.1711445,5.0,-0.1366945,1.2766955,6.2665286,884.025641025641,,,116.43876,78.6046,78,0.14999999,21.05687,-3.9658067,14.466876,185,7.6863284e-07,25,0.00064733933,38.75785946846008,-4.0518284,,-1.2665287,14.466876,78,0.0075039165,488.78925,0.5206752
3.0,-4.4266896,70.73346,-11.010139,69953,-2.325746,,-0.15674007,1.3848637,6.252481,885.4810126582279,,,116.43876,69.95519,79,0.14999999,26.61459,-3.9152308,14.466876,185,7.49297e-07,25,0.00011065728,39.328903675079346,-4.0644712,-0.5,-1.2524809,14.466876,79,3.0304828e-09,493.94598,-0.77826625
