IWMin,BoundMISE,DenMISEMeanLog,MountainCar_std0_higher,ReturnLastEpisode,Delta,IWMean,MountainCar_mu0_higher,Iteration,TimestepsSoFar,NumTrainableParams,IWMax,MountainCar_std1_higher,BoundBonus,DenMISELogLast,Regret/t,IWLastEpisode,ReturnMean,ReturnStepMax,ReturnMax,GridSize,NumTrajectories,Bound,IWFirstEpisode,DenMISELogFirst,MinEpLen,ReturnAbsMax,AvgEpLen,ReturnMin,Regret,ActionIn1,MountainCar_mu1_higher,TimeElapsed
,0.03168959,-3.990709,0.14999999,-4.4763355,3.7526363e-05,1.6785929,,18,16113,,10.54491,3.0,28.331362,-3.585387,6.6991634,1.2819077e-09,-1.6991637,99.15555,4.6413927,9,18,28.36305,8.973077,-3.639278,255,6.8038707,895.1666666666666,-6.8038707,120.584946,-0.184571,,8.39560317993164
,1.4734383,-3.9170654,0.14999999,-0.02104863,3.368017e-05,0.99768656,-1.0,19,17112,,9.490464,3.0,26.980858,-3.0101602,6.6108418,8.3762085e-14,-1.6108419,99.15555,4.6413927,9,19,28.454296,2.32106e-11,-3.2888777,255,6.8038707,900.6315789473684,-6.8038707,125.605995,8.255159,10.0,8.903270483016968
,0.13457964,-3.8996346,0.14999999,3.685673,3.0396353e-05,0.7663841,,20,17377,,8.473122,3.0,27.114897,-3.4056516,6.346016,2.5803357e-12,-1.346016,99.15555,4.6413927,9,20,27.249475,0.0024954216,-3.340171,255,6.8038707,868.85,-6.8038707,126.92032,10.283859,10.0,9.049145936965942
,-0.018632814,-4.0120587,0.14999999,-0.2019242,2.7570388e-05,0.6075589,,21,17980,,10.499903,3.0,27.241058,-5.9350905,6.2915354,1.860929e-09,-1.2915354,99.15555,4.6413927,9,21,27.222425,0.27834153,-3.3888364,255,6.8038707,856.1904761904761,-6.8038707,132.12224,-7.804806,-10.0,9.329262971878052
,-1.7064632,-4.0010514,0.14999999,-0.007699195,2.5120953e-05,0.9082077,-1.0,22,18979,,10.750982,3.0,27.361938,-3.301894,6.233179,5.8827637e-10,-1.2331792,99.15555,4.6413927,9,22,25.655476,7.070994e-08,-3.4221892,255,6.8038707,862.6818181818181,-6.8038707,137.12994,2.0471792,,9.867735624313354
,-1.8957193,-4.032038,0.14999999,-1.320624,2.2984013e-05,1.0624471,-1.0,23,19757,,11.471895,3.0,27.476734,-4.4871287,6.2369814,0.0011724568,-1.2369812,99.15555,4.6413927,9,23,25.581015,2.9456881e-09,-3.466641,255,6.8038707,859.0,-6.8038707,143.45056,-9.505708,-10.0,10.371723413467407
,2.1654274,-4.011463,0.14999999,-2.1828823,2.110858e-05,1.0233889,-1.0,24,20756,,7.9919705,3.0,22.523964,-3.431616,6.276394,5.956089e-08,-1.2763938,99.15555,4.6413927,9,24,24.689392,2.8931548e-11,-3.5092006,255,6.8038707,864.8333333333334,-6.8038707,150.63345,12.906979,10.0,11.029154777526855
,-3.5040426,-4.0080414,0.14999999,5.415401,1.9453666e-05,0.96983755,1.0,25,21006,,12.33759,3.0,27.690306,-3.8344595,6.008722,,-1.008722,99.15555,5.415401,9,25,24.186264,4.18197e-11,-3.5500226,250,6.8038707,840.24,-6.8038707,150.21805,2.7344882,,11.23922061920166
,0.013073017,-3.9911275,0.14999999,-5.3402653,1.7986009e-05,1.4221579,,26,22005,,9.519848,3.0,23.508883,-3.3832936,6.1753197,2.7083988e-10,-1.1753198,99.15555,5.415401,9,26,23.521955,8.535158,-3.5892432,250,6.8038707,846.3461538461538,-6.8038707,160.55832,-3.813077,,11.904574632644653
,-4.514503,-3.975583,0.14999999,-0.03448592,1.6678383e-05,1.0224257,1.0,27,23004,,13.4995985,3.0,27.886175,-3.8398845,6.1330667,1.7097317e-12,-1.1330667,99.15555,5.415401,9,27,23.371672,1.3549337e-12,-3.3431022,250,6.8038707,852.0,-6.8038707,165.5928,-9.403503,-10.0,12.534461498260498
,-0.0028748834,-3.972548,0.14999999,-6.0317483,9.122555e-06,0.23095973,-0.33333334,28,24003,,1.6273451,3.0,499.29868,-3.7433064,6.3080196,3.05298e-25,-1.3080196,99.15555,5.415401,16,28,499.2958,0.5119721,-3.3794699,250,6.8038707,857.25,-6.8038707,176.62454,8.170606,3.3333333,13.005680084228516
,-0.123057686,-4.0318203,0.14999999,0.004459864,8.504261e-06,0.6427612,0.33333334,29,24604,,16.210058,3.0,404.8314,-4.935013,6.2627616,0.0015258571,-1.2627617,99.15555,5.415401,16,29,404.70834,0.04188684,-3.3964417,250,6.8038707,848.4137931034483,-6.8038707,181.62009,5.811043,3.3333333,13.69478464126587
,-0.024471955,-4.0635734,0.14999999,-0.35432792,7.94676e-06,0.6054289,-0.33333334,30,25603,,7.9602885,3.0,340.39844,-4.5281377,6.2324805,2.1025844e-05,-1.2324806,99.15555,5.415401,16,30,340.37396,2.5476875,-3.4288998,250,6.8038707,853.4333333333333,-6.8038707,186.97443,-3.2428415,-3.3333333,14.263769626617432
,-0.0023640937,-4.085139,0.14999999,-0.32288474,7.4423347e-06,0.022677386,0.33333334,31,26602,,0.39452028,3.0,278.619,-4.3007946,6.203139,2.60478e-05,-1.2031388,99.15555,5.415401,16,31,278.61664,0.006625468,-3.3801806,250,6.8038707,858.1290322580645,-6.8038707,192.2973,-9.772342,-10.0,14.774410963058472
,0.017003767,-4.1539927,0.14999999,-0.96107346,6.984457e-06,1.5371441,-0.33333334,32,27601,,46.466652,3.0,241.95987,-5.3268113,6.1955743,4.712956e-16,-1.1955743,99.15555,5.415401,16,32,241.97687,0.0008001155,-3.4117157,250,6.8038707,862.53125,-6.8038707,198.25838,11.282392,10.0,15.247085094451904
,-0.023510706,-4.1562443,0.14999999,6.5508513,6.5675695e-06,0.25957218,-0.33333334,33,27867,,3.5151577,3.0,242.5855,-4.223782,5.960834,1.3661663e-10,-0.960834,99.15555,6.5508513,16,33,242.56198,0.08766076,-3.4424624,250,6.8038707,844.4545454545455,-6.8038707,196.70752,-13.897616,-10.0,15.415576219558716
,-0.96894175,-4.184651,0.14999999,-0.0490633,6.186923e-06,4.3720536,0.33333334,34,28866,,135.62375,3.0,243.19215,-4.388183,5.934017,8.282993e-15,-0.9340173,99.15555,6.5508513,16,34,242.2232,6.81992e-05,-3.4696624,250,6.8038707,849.0,-6.8038707,201.75659,12.781097,10.0,15.916202068328857
,-0.0683247,-4.174213,0.14999999,0.10687323,5.8384353e-06,0.14156829,0.33333334,35,29385,,2.207904,3.0,215.11101,-4.7740107,5.9042773,4.2379663e-05,-0.9042775,99.15555,6.5508513,16,35,215.04268,0.21973428,-3.498648,250,6.8038707,839.5714285714286,-6.8038707,206.64972,-2.7332973,-3.3333333,16.221773862838745
,3.7857504,-4.1943645,0.14999999,-0.21333274,5.5185833e-06,1.2487363,-0.33333334,36,30384,,21.316864,3.0,40.791767,-4.0523844,5.8850846,6.0293416e-07,-0.8850846,99.15555,6.5508513,16,36,44.57752,0.0008921202,-3.5205603,250,6.8038707,844.0,-6.8038707,211.86305,8.7635565,10.0,16.727916717529297
,-0.99182665,-4.203664,0.14999999,2.5597668,5.224312e-06,0.86448914,-1.0,37,30721,,16.638186,3.0,43.671288,-4.551007,5.7919807,0.02069308,-0.79198056,99.15555,6.5508513,16,37,42.679462,1.987425e-08,-3.5479345,250,6.8038707,830.2972972972973,-6.8038707,214.30328,-2.0123334,3.3333333,16.944530725479126
,-2.34785,-4.2050314,0.14999999,-2.421053,4.9529667e-06,1.0122683,-1.0,38,31720,,20.791416,3.0,43.76694,-4.0202637,5.834851,8.212102,-0.8348509,99.15555,6.5508513,16,38,41.41909,9.667299e-08,-3.5746028,250,6.8038707,834.7368421052631,-6.8038707,221.72433,-6.2668886,-3.3333333,17.424153089523315
,0.20689529,-4.2110987,0.14999999,-2.374975,4.7022245e-06,0.46120787,-0.33333334,39,32719,,3.8121157,3.0,41.072266,-4.3272266,5.874341,2.0569024e-07,-0.87434125,99.15555,6.5508513,16,39,41.27916,0.63866407,-3.6005783,250,6.8038707,838.9487179487179,-6.8038707,229.0993,3.1429207,3.3333333,17.949660062789917
,-0.027095983,-4.2296143,0.14999999,-0.5445906,4.4700523e-06,0.36068118,-0.33333334,40,33574,,4.890773,3.0,41.14521,-4.4113336,5.8660975,0.0005746384,-0.86609745,99.15555,6.5508513,16,40,41.118114,0.1036132,-3.6096528,250,6.8038707,839.35,-6.8038707,234.64389,-9.148518,-10.0,18.379440784454346
,-3.2979643,-4.237057,0.14999999,-0.21904458,4.2546603e-06,0.79398763,1.0,41,34573,,13.551824,3.0,44.39267,-3.8938906,5.8503156,1.5105784e-19,-0.85031575,99.15555,6.5508513,16,41,41.094704,1.1248087e-11,-3.6317585,250,6.8038707,843.2439024390244,-6.8038707,239.86295,5.4431925,3.3333333,18.909111738204956
,-3.0107608,-4.2654495,0.14999999,-8.917037,4.0544687e-06,0.68453753,1.0,42,35572,,18.387348,3.0,57.828255,-5.151526,6.0423803,0.7465931,-1.0423803,100.79676,6.5508513,16,42,54.817493,5.457283e-11,-3.655856,250,8.917037,846.952380952381,-8.917037,253.77997,1.183852,-3.3333333,19.392197132110596
,-0.2527032,-4.2547636,0.14999999,-5.1514435,3.868082e-06,0.8333019,0.33333334,43,36571,,26.650047,3.0,54.352623,-3.4195774,6.13794,0.00010597953,-1.1379399,100.79676,6.5508513,16,43,54.09992,0.055585165,-3.6793864,250,8.917037,850.4883720930233,-8.917037,263.93143,5.986723,3.3333333,19.93565821647644
,-0.23468386,-4.2599535,0.14999999,-0.4306287,3.6942577e-06,1.9489673,0.33333334,44,37570,,36.876343,3.0,54.151527,-4.1856465,6.121865,7.803606,-1.1218648,100.79676,6.5508513,16,44,53.916843,8.595762e-05,-3.7010841,250,8.917037,853.8636363636364,-8.917037,269.36206,10.094043,10.0,20.414125204086304
,-0.26963735,-4.2409573,0.14999999,0.44536865,3.5318933e-06,1.2584076,-0.33333334,45,38051,,30.428423,3.0,54.24891,-3.921684,6.0870376,1.2437681e-07,-1.0870374,100.79676,6.5508513,16,45,53.97927,3.4206872,-3.723555,250,8.917037,845.5777777777778,-8.917037,273.9167,-6.4094367,-3.3333333,20.680553674697876
,-0.16654126,-4.255216,0.14999999,-0.63161427,3.3800018e-06,0.6107691,0.33333334,46,39050,,22.056007,3.0,54.13107,-4.9713106,6.077137,1.8101131e-06,-1.0771369,100.79676,6.5508513,16,46,53.964527,0.26139703,-3.6722693,250,8.917037,848.9130434782609,-8.917037,279.5483,-2.3555465,-3.3333333,21.233768701553345
,-0.7723804,-4.273686,0.14999999,-0.8345896,3.2377015e-06,0.8989641,0.33333334,47,40049,,38.94463,3.0,54.43622,-4.6544676,6.071976,1.184105,-1.0719763,100.79676,6.5508513,16,47,53.663837,0.009014637,-3.688109,250,8.917037,852.1063829787234,-8.917037,285.38287,-10.202474,-10.0,21.7891902923584
,3.4480717,-4.2733836,0.14999999,-0.13874277,3.1042032e-06,1.2431091,-0.33333334,48,41048,,20.45598,3.0,38.894207,-3.942965,6.052534,2.4144725e-12,-1.052534,100.79676,6.5508513,16,48,42.342278,0.0010770824,-3.7089705,250,8.917037,855.1666666666666,-8.917037,290.52164,12.59535,10.0,22.453172206878662
,-0.89507246,-4.269755,0.14999999,4.634738,2.9787932e-06,0.7183329,-1.0,49,41348,,14.475536,3.0,40.233738,-4.1755004,5.936467,6.21174e-07,-0.93646723,100.79676,6.5508513,16,49,39.338665,2.3832683e-08,-3.7295675,250,8.917037,843.8367346938776,-8.917037,290.8869,4.543412,3.3333333,22.728182792663574
,-0.009637604,-4.2892604,0.14999999,-1.1667756,2.8608335e-06,1.58884,0.33333334,50,42044,,22.797737,3.0,39.01919,-4.913133,5.9410734,3.3381214e-11,-0.9410733,100.79676,6.5508513,16,50,39.009556,9.02461e-05,-3.7497702,250,8.917037,840.88,-8.917037,297.05365,6.249557,10.0,23.254282474517822
,-0.070629604,-4.2797227,0.14999999,1.5009724,2.7497433e-06,0.7645649,-0.33333334,51,42456,,20.505749,3.0,39.01667,-4.169882,5.89319,0.21053305,-0.89319,100.79676,6.5508513,16,51,38.94604,0.75624955,-3.769571,250,8.917037,832.4705882352941,-8.917037,300.5527,-0.6842047,3.3333333,23.60839343070984
,-0.20712644,-4.2763743,0.14999999,-0.096624546,2.6450014e-06,0.83890253,-0.33333334,52,43455,,18.681503,3.0,39.138897,-3.8084853,5.8778715,0.06832425,-0.8778715,100.79676,6.5508513,16,52,38.93177,0.12215388,-3.7742696,250,8.917037,835.6730769230769,-8.917037,305.64932,-10.305544,-10.0,24.115824222564697
,-0.14022188,-4.2712584,0.14999999,-0.12950346,2.5461316e-06,0.8744275,0.33333334,53,44454,,15.324997,3.0,39.100315,-3.777315,5.8637514,5.80577e-07,-0.8637513,100.79676,6.5508513,16,53,38.960094,0.06214692,-3.7909713,250,8.917037,838.7547169811321,-8.917037,310.7788,-3.976952,3.3333333,24.67729616165161
,-0.34074444,-4.2712994,0.14999999,-0.05283978,2.4527033e-06,1.2621499,-0.33333334,54,45453,,20.31385,3.0,39.11635,-4.081261,5.8487344,0.14629738,-0.84873444,100.79676,6.5508513,16,54,38.775604,3.7239246,-3.8084917,250,8.917037,841.7222222222222,-8.917037,315.83167,-8.654282,-3.3333333,25.3655207157135
,-0.49983817,-4.2618437,0.14999999,-0.37450415,2.3643252e-06,0.8081733,0.33333334,55,46452,,24.922125,3.0,39.30943,-3.9044044,5.840112,0.00011405076,-0.8401121,100.79676,6.5508513,16,55,38.80959,0.009688053,-3.760153,250,8.917037,844.5818181818182,-8.917037,321.20618,-4.4363155,-10.0,25.90887188911438
,-0.5372306,-4.2636437,0.14999999,-0.35501215,2.2806387e-06,1.269516,0.33333334,56,47451,,21.568111,3.0,39.08053,-4.069551,5.8314495,18.428059,-0.83144957,100.79676,6.5508513,16,56,38.543297,0.2905473,-3.7779953,250,8.917037,847.3392857142857,-8.917037,326.5612,-0.46913734,-3.3333333,26.604379415512085
,-2.4879253,-4.252068,0.14999999,-0.27698734,2.2013185e-06,1.0793542,-1.0,57,48450,,20.113024,3.0,40.70913,-3.728471,5.821722,6.103301e-16,-0.8217222,100.79676,6.5508513,16,57,38.221203,1.1997119e-07,-3.7905202,250,8.917037,850.0,-8.917037,331.83817,-2.4456887,-3.3333333,27.243577480316162
,-2.9967947,-4.241487,0.14999999,-2.123142,2.1260653e-06,0.6611523,1.0,58,49449,,17.659914,3.0,40.84019,-3.6090887,5.8441606,,-0.84416056,100.79676,6.5508513,16,58,37.843395,6.353518e-11,-3.8079119,250,8.917037,852.5689655172414,-8.917037,338.9613,-3.3626945,-3.3333333,27.907036304473877
,3.6515563,-4.245473,0.14999999,-5.8764253,2.0546058e-06,1.1481055,-0.33333334,59,50448,,16.889185,3.0,32.326458,-4.0936613,5.9294534,3.3329843e-24,-0.9294532,100.79676,6.5508513,16,59,35.978016,0.0012096025,-3.8250062,250,8.917037,855.0508474576271,-8.917037,349.83774,7.8145614,10.0,28.596166133880615
,-6.3936,-4.246302,0.14999999,2.7249422,1.98669e-06,1.065193,1.0,60,50784,,23.227654,3.0,40.946056,-4.3330746,5.8685465,1.0670484e-21,-0.86854655,100.79676,6.5508513,16,60,34.552456,1.3877008e-11,-3.8417928,250,8.917037,846.4,-8.917037,352.1128,4.63214,3.3333333,28.84318733215332
,-5.2196903,-4.242367,0.14999999,-5.728687,1.9220863e-06,0.93338937,1.0,61,51783,,30.032248,3.0,39.83285,-3.9718208,5.9482207,1.5751097,-0.9482209,100.79676,6.5508513,16,61,34.61316,2.1348913e-14,-3.8583221,250,8.917037,848.9016393442623,-8.917037,362.8415,7.8861814,10.0,29.37606120109558
,0.08244422,-4.244106,0.14999999,-4.713223,1.8605837e-06,1.1496731,0.33333334,62,52782,,19.32993,3.0,32.448654,-4.145207,6.008947,0.0032209018,-1.0089468,100.79676,6.5508513,16,62,32.531097,0.00010224302,-3.8745828,250,8.917037,851.3225806451613,-8.917037,372.5547,15.258683,10.0,29.883846759796143
,0.11756572,-4.257978,0.14999999,4.474977,1.8019862e-06,0.71202797,-0.33333334,63,53064,,17.20917,3.0,32.41484,-5.1574707,5.9219003,3.292028e-07,-0.9219004,100.79676,6.5508513,16,63,32.532406,0.8535309,-3.8905814,250,8.917037,842.2857142857143,-8.917037,373.0797,0.83379436,3.3333333,30.14375877380371
,-0.10240222,-4.254679,0.14999999,-0.16988453,1.7461142e-06,0.76056,0.33333334,64,54063,,13.088937,3.0,32.434902,-3.7256007,5.91015,0.0042206133,-0.9101502,100.79676,6.5508513,16,64,32.3325,0.06881368,-3.8928726,250,8.917037,844.734375,-8.917037,378.2496,0.9142182,3.3333333,30.702672243118286
,0.5785237,-4.2642155,0.14999999,-0.9325067,1.1068314e-06,1.2448541,,65,55062,,25.298416,3.0,87.4912,-4.597445,5.910494,0.027064333,-0.9104941,100.79676,6.5508513,25,65,88.069725,0.9111325,-3.9073021,250,8.917037,847.1076923076923,-8.917037,384.18213,3.0345387,5.0,31.293784856796265
,-0.07550767,-4.253025,0.14999999,-0.23720244,1.073545e-06,1.289373,,66,56015,,15.286961,3.0,77.39084,-3.644086,5.9002924,0.035532348,-0.90029263,100.79676,6.5508513,25,66,77.31533,9.404067,-3.9086494,250,8.917037,848.7121212121212,-8.917037,389.4193,-3.793731,-5.0,33.17507719993591
,-0.38964137,-4.244836,0.14999999,-0.0017906316,1.0417382e-06,0.72710294,-0.5,67,57014,,11.560407,3.0,75.11984,-3.9045265,5.8868823,0.051459424,-0.8868821,100.79676,6.5508513,25,67,74.7302,0.2671561,-3.7904809,250,8.917037,850.955223880597,-8.917037,394.4211,1.0859094,,33.76544761657715
,-0.91978556,-4.2405243,0.14999999,-0.25097892,1.011324e-06,1.1173828,0.5,68,58013,,36.07795,3.0,75.19317,-3.6537266,5.8775306,4.1552494e-06,-0.8775307,100.79676,6.5508513,25,68,74.273384,0.0061611556,-3.8013165,250,8.917037,853.1323529411765,-8.917037,399.6721,4.7174416,,34.34761166572571
,-0.52987117,-4.236868,0.14999999,-0.8622966,9.822227e-07,1.0339514,-0.5,69,59012,,42.957825,3.0,66.5659,-3.9596553,5.87731,2.7527136e-10,-0.8773099,100.79676,6.5508513,25,69,66.03603,0.21936107,-3.8158247,250,8.917037,855.2463768115942,-8.917037,405.5344,1.6049373,-5.0,34.990821838378906
,-0.56324583,-4.237295,0.14999999,-0.58214754,9.543596e-07,0.7830941,0.5,70,60011,,20.544054,3.0,66.63414,-4.151224,5.873093,2.2121038e-10,-0.8730933,100.79676,6.5508513,25,70,66.07089,0.0050608274,-3.8270395,250,8.917037,857.3,-8.917037,411.11652,-6.193514,-5.0,35.75771355628967
,-0.25579888,-4.2367125,0.14999999,-0.4344282,9.276656e-07,0.5702123,-0.5,71,61010,,13.012967,3.0,59.857452,-3.9255345,5.8669147,4.2611637e-07,-0.866915,100.79676,6.5508513,25,71,59.601654,0.011198854,-3.8411517,250,8.917037,859.2957746478874,-8.917037,416.55096,-12.239007,-10.0,36.38313579559326
,-0.7287209,-4.2514086,0.14999999,-0.7020095,9.020761e-07,0.8312228,0.5,72,62009,,45.03159,3.0,59.91769,-4.8386087,5.8646245,2.8497638e-10,-0.8646247,100.79676,6.5508513,25,72,59.18897,0.00025904205,-3.8549802,250,8.917037,861.2361111111111,-8.917037,422.253,-11.409816,-10.0,36.96540975570679
,0.42837843,-4.2539725,0.14999999,-0.3341966,8.775309e-07,1.3614607,-0.5,73,63008,,20.01005,3.0,58.493774,-4.131488,5.8573585,8.812367e-13,-0.8573585,100.79676,6.5508513,25,73,58.922153,0.02243904,-3.86877,250,8.917037,863.1232876712329,-8.917037,427.58716,3.8367643,5.0,37.492093563079834
,-0.6859504,-4.253833,0.14999999,-0.7277554,8.539741e-07,0.80663586,0.5,74,63820,,18.3217,3.0,58.550766,-4.5049458,5.855607,1.3068738e-10,-0.85560703,100.79676,6.5508513,25,74,57.864815,0.0005187654,-3.8820682,250,8.917037,862.4324324324324,-8.917037,433.3149,3.833754,5.0,37.96416521072388
,2.30142,-4.2487364,0.14999999,-0.33972928,8.3135325e-07,1.0144031,-0.5,75,64819,,26.929277,3.0,52.477676,-3.634409,5.8487287,4.7429802e-07,-0.8487287,100.79676,6.5508513,25,75,54.779095,0.00011129366,-3.8954842,250,8.917037,864.2533333333333,-8.917037,438.65466,10.111137,10.0,38.522273778915405
,0.47824824,-4.2550964,0.14999999,2.7348344,8.096195e-07,0.8260633,0.5,76,65150,,15.184967,3.0,52.527622,-4.6551867,5.8015766,1.4835395e-10,-0.8015765,100.79676,6.5508513,25,76,53.00587,2.572844e-06,-3.9087281,250,8.917037,857.2368421052631,-8.917037,440.9198,4.1841908,10.0,38.78043341636658
,0.43323636,-4.268441,0.14999999,-2.4006076,7.88727e-07,1.0240041,,77,66149,,21.472666,3.0,48.763107,-5.0658092,5.8223433,0.00049683143,-0.8223432,100.79676,6.5508513,25,77,49.196342,0.92443836,-3.9218001,250,8.917037,859.077922077922,-8.917037,448.32043,7.939386,5.0,39.44347643852234
,-0.06798489,-4.2643895,0.14999999,0.0045559593,7.6863284e-07,1.3167304,,78,67093,,18.424728,3.0,46.85371,-3.9024198,5.811742,0.0015075598,-0.8117419,100.79676,6.5508513,25,78,46.785725,9.537793,-3.9227693,250,8.917037,860.1666666666666,-8.917037,453.31586,-1.5918131,-5.0,40.048847675323486
