MountainCar_mu1_higher,MountainCar_mu0_higher,ReturnLastEpisode,IWLastEpisode,AvgEpLen,TimestepsSoFar,MountainCar_std1_higher,ReturnAbsMax,ReturnStepMax,DenMISELogFirst,IWMin,MinEpLen,ReturnMax,ReturnMin,IWMax,BoundBonus,DenMISELogLast,Regret,MountainCar_std0_higher,Bound,Iteration,BoundMISE,ReturnMean,Delta,IWFirstEpisode,Regret/t,TimeElapsed,NumTrajectories,DenMISEMeanLog,IWMean,ActionIn1,NumTrainableParams,GridSize
-4.5454545,-1.0,-4.674514,,869.3990498812351,1464068,3.0,19.798416,159.02925,-4.0295787,,157,19.798416,-14.027719,31.903315,26.246078,-4.5517673,9482.495,0.14999999,24.41575,1684,-1.8303279,-0.6309354,2.95685e-10,0.20896162,5.630935,2962.4008116722107,1684,-4.304534,0.96752685,-6.2579184,,144
10.0,0.45454547,-1.974068,5.5191267e-26,869.4759643916914,1465067,3.0,19.798416,159.02925,-4.0300484,,157,19.798416,-14.027719,24.949282,22.840033,-4.344609,9489.469,0.14999999,24.414223,1685,1.5741893,-0.6317324,2.9533412e-10,2.426266e-13,5.6317325,2964.6370611190796,1685,-4.3045793,0.98010427,14.084552,,144
2.7272727,0.6363636,6.380145,0.024518408,869.1115065243179,1465322,3.0,19.798416,159.02925,-4.0306416,,157,19.798416,-14.027719,21.53096,26.088448,-4.9797935,9488.089,0.14999999,24.40758,1686,-1.6808689,-0.62757355,2.949839e-10,5.60002e-16,5.6275735,2966.5507056713104,1686,-4.3049936,0.9718937,8.982683,,144
10.0,0.27272728,-3.1791759,0.013076652,869.1885002963841,1466321,3.0,19.798416,159.02925,-4.0312347,,157,19.798416,-14.027719,23.253548,21.894602,-4.308001,9496.269,0.14999999,24.407791,1687,2.5131903,-0.6290861,2.946343e-10,1.048658e-09,5.629086,2968.741461992264,1687,-4.3050146,0.970247,10.593445,,144
-10.0,0.8181818,-0.7618831,1.9850135e-10,869.2654028436019,1467320,3.0,19.798416,159.02925,-4.031827,,157,19.798416,-14.027719,36.659363,27.241486,-4.072529,9502.03,0.14999999,24.407413,1688,-2.8340716,-0.6291647,2.942853e-10,3.6246892e-24,5.6291647,2970.904776096344,1688,-4.304896,1.0306875,-8.090836,,144
0.90909094,-1.0,-1.7636422,1.5833664e-29,869.3422143280047,1468319,3.0,19.798416,159.02925,-4.0324197,,157,19.798416,-14.027719,32.676018,26.269848,-4.173272,9508.794,0.14999999,24.373058,1689,-1.8967897,-0.62983644,2.9393699e-10,1.7686207,5.6298366,2973.08989071846,1689,-4.304803,1.0357974,2.1390893,,144
2.7272727,-0.45454547,-2.0263855,0.016128127,869.4189349112426,1469318,3.0,19.798416,159.02925,-4.031965,,157,19.798416,-14.027719,19.382845,24.672647,-4.345417,9515.82,0.14999999,24.373623,1690,-0.2990255,-0.63066274,2.9358924e-10,6.563092,5.630663,2975.1918807029724,1690,-4.3048086,0.89261293,2.8756661,,144
-10.0,-0.8181818,-0.86352426,0.00033407734,869.4074512123004,1470168,3.0,19.798416,159.02925,-4.0286803,,157,19.798416,-14.027719,32.38675,25.537498,-4.006069,9521.684,0.14999999,24.373245,1691,-1.1642538,-0.6308005,2.9324207e-10,0.0061524864,5.6308002,2977.4399631023407,1691,-4.3046966,0.8752514,-6.517718,,144
10.0,-0.27272728,-0.6666527,2.6171915e-06,869.4840425531914,1471167,3.0,19.798416,159.02925,-4.029268,,157,19.798416,-14.027719,23.125433,21.998264,-4.0375576,9527.351,0.14999999,24.367554,1692,2.369289,-0.6308217,2.9289557e-10,0.012497657,5.6308217,2979.633903980255,1692,-4.304615,1.0312165,10.62903,,144
10.0,-0.6363636,3.0598378,2.7554204,869.1671588895451,1471500,3.0,19.798416,159.02925,-4.0298514,,157,19.798416,-14.027719,24.280918,22.597128,-4.114983,9529.291,0.14999999,24.364643,1693,1.7675143,-0.6286418,2.9254968e-10,0.4214106,5.6286416,2981.6315026283264,1693,-4.3044863,1.0510405,13.009598,,144
2.7272727,0.27272728,6.8105206,1.3139643e-05,868.8075560802833,1471760,3.0,19.798416,159.02925,-4.030193,,157,19.798416,-14.027719,19.11042,24.612772,-4.800235,9527.48,0.14999999,24.361263,1694,-0.25150967,-0.6242503,2.9220437e-10,4.5335394e-08,5.6242504,2983.5633556842804,1694,-4.3047504,0.99920315,9.753934,,144
-6.3636365,-0.45454547,-0.04515807,7.7950163e-10,868.705604719764,1472456,3.0,19.798416,159.02925,-4.030783,,157,19.798416,-14.027719,19.2334,24.822573,-3.9324527,9532.525,0.14999999,24.343548,1695,-0.47902572,-0.6239086,2.918597e-10,0.18737184,5.6239085,2985.7779281139374,1695,-4.3045335,0.95547694,-6.129338,,144
10.0,0.8181818,-0.5289777,1.4736999e-21,868.782429245283,1473455,3.0,19.798416,159.02925,-4.0312624,,157,19.798416,-14.027719,38.928207,27.874975,-4.017432,9538.054,0.14999999,24.340586,1696,-3.534389,-0.6238526,2.9151562e-10,1.5880358e-22,5.6238527,2988.1229481697083,1696,-4.304392,1.0502124,9.568698,,144
10.0,-1.0,-5.716329,2.7479455e-36,868.8591632292281,1474454,3.0,19.798416,159.02925,-4.031852,,157,19.798416,-14.027719,39.247643,23.117975,-4.5157027,9548.7705,0.14999999,24.336414,1697,1.2184393,-0.6268535,2.9117214e-10,0.039890494,5.6268535,2990.4481551647186,1697,-4.3044896,0.9761162,3.9182773,,144
6.3636365,0.09090909,-1.3183743,2.5960213e-14,868.5889281507656,1474864,3.0,19.798416,159.02925,-4.0324173,,157,19.798416,-14.027719,17.607594,23.727003,-5.0581636,9555.089,0.14999999,24.33562,1698,0.6086181,-0.62726074,2.908293e-10,1.43025845e-05,5.6272607,2992.389006614685,1698,-4.3049507,1.0620226,7.56728,,144
-10.0,0.09090909,1.9379419,3.5128446e-07,868.3066509711595,1475253,3.0,19.798416,159.02925,-4.033006,,157,19.798416,-14.027719,30.027887,24.420845,-3.8697793,9558.15,0.14999999,24.325819,1699,-0.09502508,-0.6257509,2.9048705e-10,2.3804926e-08,5.625751,2994.2553119659424,1699,-4.30466,0.9732415,-8.258266,,144
2.7272727,-0.09090909,-0.0044509554,0.022355668,868.3835294117647,1476252,3.0,19.798416,159.02925,-4.0335946,,157,19.798416,-14.027719,18.605556,24.28013,-4.0145545,9563.155,0.14999999,24.326042,1700,0.045911543,-0.62538546,2.9014538e-10,0.010328307,5.6253853,2996.6022922992706,1700,-4.304508,1.0990149,-1.1809844,,144
-2.7272727,-0.6363636,-0.032631803,0.03295454,868.4603174603175,1477251,3.0,19.798416,159.02925,-4.0341763,,157,19.798416,-14.027719,20.203653,25.1912,-3.9865193,9568.1875,0.14999999,24.324596,1701,-0.86660457,-0.62503695,2.8980435e-10,6.5323043,5.625037,2999.044935941696,1701,-4.304263,0.95576733,2.3919878,,144
-10.0,1.0,-0.586986,5.0021783e-25,868.5052878965922,1478196,3.0,19.798416,159.02925,-4.0309315,,157,19.798416,-14.027719,55.812798,28.467766,-4.0030413,9573.775,0.14999999,24.31403,1702,-4.1537356,-0.6250146,2.894639e-10,1.02200195e-29,5.625015,3001.445119380951,1702,-4.3041143,0.9682094,-15.196384,,144
-6.3636365,0.45454547,-4.678472,0.0007213931,868.5819142689372,1479195,3.0,19.798416,159.02925,-4.0315185,,157,19.798416,-14.027719,20.338333,25.121437,-7.2498217,9583.453,0.14999999,24.307096,1703,-0.81434035,-0.6273948,2.8912406e-10,3.005672e-13,5.6273947,3003.788848876953,1703,-4.305867,1.0943875,-3.884113,,144
10.0,-0.45454547,-0.35168937,2.1946464e-10,868.6584507042254,1480194,3.0,19.798416,159.02925,-4.032106,,157,19.798416,-14.027719,24.519602,22.07657,-4.014735,9588.805,0.14999999,24.305578,1704,2.2290075,-0.627233,2.887848e-10,0.15167497,5.627233,3006.0289521217346,1704,-4.305642,1.0764773,12.9853525,,144
0.90909094,0.45454547,1.4235305,4.6464077e-08,868.3870967741935,1480600,3.0,19.798416,159.02925,-4.0326033,,157,19.798416,-14.027719,20.253593,25.081953,-4.7546926,9592.382,0.14999999,24.28522,1705,-0.7967333,-0.62603027,2.8844616e-10,1.0778708e-11,5.6260304,3007.9815306663513,1705,-4.3058643,0.96531427,1.6377861,,144
-2.7272727,-0.27272728,-1.4270841,3.175195e-07,868.4636576787808,1481599,3.0,19.798416,159.02925,-4.03319,,157,19.798416,-14.027719,19.268425,24.495008,-4.097672,9598.809,0.14999999,24.274712,1706,-0.2202972,-0.6264998,2.881081e-10,0.19364884,5.6264997,3010.2654099464417,1706,-4.3057623,1.0305111,-5.5366907,,144
10.0,0.09090909,-0.2637002,9.881054e-07,868.5401288810779,1482598,3.0,19.798416,159.02925,-4.0336623,,157,19.798416,-14.027719,21.54717,21.655422,-3.9924788,9604.072,0.14999999,24.258228,1707,2.602807,-0.6262872,2.877706e-10,1.0442068e-06,5.6262875,3012.6228346824646,1707,-4.305564,1.0355138,15.616088,,144
-0.90909094,0.8181818,1.9417318,3.0159789e-10,868.2552693208431,1482980,3.0,19.798416,159.02925,-4.034248,,157,19.798416,-14.027719,23.422916,27.118126,-5.8760147,9607.131,0.14999999,24.255407,1708,-2.8627183,-0.62478375,2.8743377e-10,5.005166e-21,5.6247835,3014.635952234268,1708,-4.3064632,0.974522,0.61679894,,144
6.3636365,-0.6363636,-4.9309754,9.128463e-26,868.3317729666471,1483979,3.0,19.798416,159.02925,-4.034833,,157,19.798416,-14.027719,17.865213,24.19979,-4.429997,9617.062,0.14999999,24.244516,1709,0.044727653,-0.6273034,2.8709748e-10,5.808147,5.6273036,3016.8684763908386,1709,-4.3065534,0.9393752,5.1984715,,144
-0.90909094,0.09090909,-0.6658077,4.807349e-09,868.0988304093568,1484449,3.0,19.798416,159.02925,-4.0320253,,157,19.798416,-14.027719,18.938374,24.316788,-3.9956055,9622.728,0.14999999,24.229143,1710,-0.087644465,-0.6273259,2.8676178e-10,3.275943e-05,5.627326,3018.824776172638,1710,-4.306408,1.0522621,0.5904763,,144
-10.0,-0.45454547,-0.14737727,1.8990656e-06,868.1753360607831,1485448,3.0,19.798416,159.02925,-4.03261,,157,19.798416,-14.027719,31.856205,24.752125,-3.993349,9627.875,0.14999999,24.227055,1711,-0.5250693,-0.62704545,2.864267e-10,0.0034617689,5.6270456,3021.2056760787964,1711,-4.306196,1.0581694,-10.707849,,144
6.3636365,0.6363636,-0.2794315,6.2605175e-15,868.2517523364486,1486447,3.0,19.798416,159.02925,-4.033192,,157,19.798416,-14.027719,21.235666,25.890186,-4.2248225,9633.154,0.14999999,24.22763,1712,-1.6625565,-0.6268423,2.8609215e-10,1.7791387e-16,5.6268425,3023.4769654273987,1712,-4.3061175,0.9549247,10.745998,,144
10.0,-0.27272728,-2.19191,1.4346866e-08,868.328079392878,1487446,3.0,19.798416,159.02925,-4.0337763,,157,19.798416,-14.027719,22.889267,21.76399,-4.2777433,9640.346,0.14999999,24.222885,1713,2.458895,-0.627756,2.8575825e-10,0.01255413,5.627756,3025.801635980606,1713,-4.3061295,1.0514785,7.072261,,144
-6.3636365,0.8181818,-0.1098176,1.3561156e-19,868.1452742123687,1488001,3.0,19.798416,159.02925,-4.0343523,,157,19.798416,-14.027719,23.408106,27.000628,-3.8976924,9645.456,0.14999999,24.217781,1714,-2.7828465,-0.62745386,2.854249e-10,1.9704558e-22,5.627454,3027.863106250763,1714,-4.305862,0.97123134,-2.1449933,,144
-10.0,-0.09090909,-2.9276204,3.8289754e-09,868.2215743440233,1489000,3.0,19.798416,159.02925,-4.0349355,,157,19.798416,-14.027719,29.41568,24.313944,-4.2294245,9653.384,0.14999999,24.216852,1715,-0.097092144,-0.6287951,2.8509214e-10,5.451554e-06,5.628795,3030.1601345539093,1715,-4.3058367,1.1017368,-12.600531,,144
-6.3636365,-1.0,-0.0048075193,1.4940148e-10,868.2977855477856,1489999,3.0,19.798416,159.02925,-4.0355186,,157,19.798416,-14.027719,31.798058,25.97525,-4.747432,9658.389,0.14999999,24.18308,1716,-1.7921704,-0.62843144,2.8475994e-10,0.04952526,5.6284313,3032.413913011551,1716,-4.3060374,0.939203,-7.3737683,,144
10.0,0.45454547,-2.6585352,2.094778e-32,868.3739079790332,1490998,3.0,19.798416,159.02925,-4.0360723,,157,19.798416,-14.027719,24.826761,22.57214,-5.7145886,9666.047,0.14999999,24.180227,1717,1.6080873,-0.6296138,2.8442834e-10,2.4409248e-13,5.629614,3034.699016571045,1717,-4.3068957,0.9913661,3.0728648,,144
2.7272727,-0.27272728,-2.9552147,1.0701484e-10,868.4499417927823,1491997,3.0,19.798416,159.02925,-4.0366545,,157,19.798416,-14.027719,18.7269,24.260029,-4.19439,9674.002,0.14999999,24.17987,1718,-0.080159076,-0.63096744,2.8409733e-10,0.5448699,5.6309676,3037.088606595993,1718,-4.306837,0.97610277,2.7006078,,144
-0.90909094,-0.8181818,-0.0030434832,1.0761767e-06,868.5258871436882,1492996,3.0,19.798416,159.02925,-4.0369196,,157,19.798416,-14.027719,20.911049,25.521935,-3.9677162,9679.005,0.14999999,24.173943,1719,-1.3479911,-0.6306022,2.837669e-10,8.545247,5.6306024,3039.4279730319977,1719,-4.306655,0.95676017,-2.5469792,,144
-2.7272727,0.27272728,-1.0266963,1.6215662e-08,868.6017441860465,1493995,3.0,19.798416,159.02925,-4.032542,,157,19.798416,-14.027719,19.448627,24.494183,-4.0452137,9685.031,0.14999999,24.16761,1720,-0.32657266,-0.63083243,2.8343702e-10,1.6206355e-08,5.6308327,3041.837956905365,1720,-4.3065295,1.0188545,-3.320985,,144
10.0,-0.8181818,-0.48036247,4.9594077e-18,868.6775130737943,1494994,3.0,19.798416,159.02925,-4.0331235,,157,19.798416,-14.027719,25.774174,22.89626,-4.0250416,9690.512,0.14999999,24.147785,1721,1.2515264,-0.63074505,2.8310773e-10,0.27090377,5.630745,3044.158751010895,1721,-4.306357,0.93739206,10.207671,,144
10.0,-1.0,12.563579,36.81411,868.2775842044135,1495174,3.0,19.798416,159.02925,-4.033547,,157,19.798416,-14.027719,38.805878,22.849234,-7.412581,9682.948,0.14999999,24.297352,1722,1.448118,-0.62308276,2.8277902e-10,0.03995817,5.6230826,3046.085780620575,1722,-4.3081985,0.98633593,5.287821,,144
-6.3636365,-0.09090909,-0.6017566,1.4520113e-11,868.009286128845,1495580,3.0,19.798416,159.02925,-4.0341043,,157,19.798416,-14.027719,19.07208,24.224207,-4.235137,9688.551,0.14999999,24.137548,1723,-0.08665918,-0.6230704,2.8245087e-10,0.00029536537,5.6230702,3048.0964505672455,1723,-4.308168,1.0581124,-3.5516012,,144
6.3636365,-0.09090909,-0.020812443,0.08864421,868.0852668213457,1496579,3.0,19.798416,159.02925,-4.034684,,157,19.798416,-14.027719,17.499588,23.487566,-3.9815652,9693.571,0.14999999,24.137188,1724,0.64962137,-0.622721,2.821233e-10,0.003276537,5.622721,3050.3996539115906,1724,-4.3079457,1.0404077,8.383674,,144
-2.7272727,0.6363636,0.00510872,1.560281e-08,867.999420289855,1497299,3.0,19.798416,159.02925,-4.035262,,157,19.798416,-14.027719,21.268034,25.69209,-3.8761249,9698.566,0.14999999,24.115032,1725,-1.5770565,-0.62235713,2.817963e-10,2.0064303e-16,5.6223574,3052.53990149498,1725,-4.307674,0.97569853,-3.1935964,,144
-2.7272727,1.0,-2.0147846,4.2063828,868.0753186558517,1498298,3.0,19.798416,159.02925,-4.035842,,157,19.798416,-14.027719,41.944195,29.180735,-4.1337028,9705.581,0.14999999,24.110836,1726,-5.069898,-0.6231639,2.8146985e-10,6.948672e-27,5.6231637,3054.8597662448883,1726,-4.307588,1.066152,-6.95184,,144
4.5454545,0.8181818,-2.7818723,0.0050266446,868.1511291256514,1499297,3.0,19.798416,159.02925,-4.036421,,157,19.798416,-14.027719,24.119442,27.16367,-4.224526,9713.363,0.14999999,24.109241,1727,-3.0544276,-0.6244139,2.81144e-10,4.672755e-21,5.624414,3057.1733179092407,1727,-4.307505,0.9255271,7.0816956,,144
-10.0,0.27272728,-5.657197,8.6668714e-11,868.2268518518518,1500296,3.0,19.798416,159.02925,-4.0369997,,157,19.798416,-14.027719,30.6936,24.504238,-4.5981464,9724.02,0.14999999,24.197899,1728,-0.3063389,-0.6273264,2.3952182e-10,2.4060379e-11,5.6273265,3059.397253513336,1728,-4.3077188,0.9700364,-10.708957,,144
5.0,-0.5,-0.3285694,3.2091365e-12,868.3024869866975,1501295,3.0,19.798416,159.02925,-4.0375786,,157,19.798416,-14.027719,18.533148,24.446842,-4.3504605,9729.349,0.14999999,24.396183,1729,-0.050659284,-0.6271536,2.3924485e-10,5.667677,5.6271534,3061.6387379169464,1729,-4.307763,0.90606636,1.5230613,,169
-10.0,0.5,-0.062986225,6.675865e-07,868.378034682081,1502294,3.0,19.798416,159.02925,-4.034884,,157,19.798416,-14.027719,32.56116,25.268707,-3.978329,9734.411,0.14999999,24.35995,1730,-0.9087585,-0.6268275,2.3896835e-10,5.4538974e-16,5.6268272,3279.429999113083,1730,-4.3076286,0.99656475,-5.5603228,,169
3.3333333,0.5,-2.4879603,0.015685713,868.4534950895436,1503293,3.0,19.798416,159.02925,-4.035462,,157,19.798416,-14.027719,20.121342,25.287943,-4.1761127,9741.899,0.14999999,24.317282,1731,-0.97066116,-0.6279026,2.3869232e-10,9.466254e-13,5.6279025,3281.6981892585754,1731,-4.307556,0.9532871,0.6413148,,169
3.3333333,-0.8333333,-1.3386273,1.7045875e-19,868.5288683602771,1504292,3.0,19.798416,159.02925,-4.0360394,,157,19.798416,-14.027719,20.289524,25.46172,-4.08895,9748.238,0.14999999,24.317411,1732,-1.1443088,-0.62831295,2.3841676e-10,9.69518,5.628313,3283.978241920471,1732,-4.307459,0.9458819,7.509532,,169
-10.0,-0.8333333,-1.1096371,1.4604831e-07,868.395268320831,1504929,3.0,19.798416,159.02925,-4.0310345,,157,19.798416,-14.027719,32.270977,25.495144,-3.9457393,9754.348,0.14999999,24.315048,1733,-1.1800958,-0.6285907,2.3814167e-10,0.0055611106,5.6285906,3286.1825816631317,1733,-4.3072824,0.8550612,-14.282609,,169
5.0,0.16666667,-1.7712709,2.1490707e-19,868.4705882352941,1505928,3.0,19.798416,159.02925,-4.031608,,157,19.798416,-14.027719,17.99371,24.117266,-5.2289505,9761.119,0.14999999,24.307823,1734,0.19055729,-0.62924963,2.378671e-10,1.7609609e-06,5.6292496,3288.5452682971954,1734,-4.3079,1.0328285,4.4312057,,169
-1.6666666,-0.5,-0.119625725,4.9183313e-05,868.5458213256484,1506927,3.0,19.798416,159.02925,-4.0321846,,157,19.798416,-14.027719,19.980026,24.863935,-3.960937,9766.238,0.14999999,24.302141,1735,-0.56179446,-0.6289559,2.3759297e-10,5.4947796,5.628956,3290.819182395935,1735,-4.3076816,0.9498773,3.751263,,169
-6.6666665,-0.5,-0.5239961,0.025345165,868.5126728110599,1507738,3.0,19.798416,159.02925,-4.0295987,,157,19.798416,-14.027719,19.442207,24.831673,-3.9793127,9771.763,0.14999999,24.266687,1736,-0.5649857,-0.6288955,2.3731933e-10,0.2104058,5.6288958,3293.052507162094,1736,-4.3075233,0.94876,-7.820598,,169
10.0,0.16666667,-0.42929304,3.0737454e-10,868.5877950489349,1508737,3.0,19.798416,159.02925,-4.0300536,,157,19.798416,-14.027719,23.047153,21.659174,-4.019948,9777.191,0.14999999,24.24728,1737,2.5881054,-0.6287806,2.3704613e-10,7.0141205e-08,5.6287804,3295.3766946792603,1737,-4.3073883,1.0029902,8.354883,,169
10.0,-0.5,0.27014282,0.089782424,868.421749136939,1509317,3.0,19.798416,159.02925,-4.030629,,157,19.798416,-14.027719,24.131214,22.163275,-3.8689175,9781.922,0.14999999,24.240568,1738,2.0772934,-0.62826335,2.3677343e-10,0.2245356,5.6282635,3297.4928109645844,1738,-4.307136,1.0688105,11.778814,,169
-3.3333333,0.5,4.389042,1.3993323e-14,868.0937320299023,1509615,3.0,19.798416,159.02925,-4.031075,,157,19.798416,-14.027719,20.587114,25.189972,-4.4386287,9782.533,0.14999999,24.23229,1739,-0.9576808,-0.6253782,2.365012e-10,2.6729685e-13,5.625378,3299.5345351696014,1739,-4.307174,1.0316664,-3.220503,,169
10.0,0.5,-1.577054,0.00027253627,868.1689655172414,1510614,3.0,19.798416,159.02925,-4.03165,,157,19.798416,-14.027719,26.069412,23.021193,-4.101035,9789.109,0.14999999,24.190561,1740,1.169368,-0.6259251,2.3622945e-10,2.3830701e-14,5.625925,3301.820056915283,1740,-4.307039,0.9983637,10.908442,,169
10.0,-0.16666667,6.8673496,0.029437974,867.8167719701321,1510869,3.0,19.798416,159.02925,-4.0322247,,157,19.798416,-14.027719,23.27808,21.722832,-4.074359,9787.242,0.14999999,24.186209,1741,2.4633775,-0.62162113,2.3595817e-10,0.0014851798,5.621621,3303.7628149986267,1741,-4.3069086,1.0582558,12.1187725,,169
,-0.16666667,9.351081,0.0066163344,867.4517795637198,1511101,3.0,19.798416,159.02925,-4.032798,,157,19.798416,-14.027719,19.135765,24.28392,-4.407698,9782.892,0.14999999,24.183407,1742,-0.10051373,-0.6158963,2.3568733e-10,0.058057435,5.615896,3305.76601934433,1742,-4.306935,1.0820119,0.2858281,,169
-10.0,-0.5,-0.28459057,0.020968985,867.5272518646012,1512100,3.0,19.798416,159.02925,-4.0333385,,157,19.798416,-14.027719,31.413694,24.783249,-3.993103,9788.176,0.14999999,24.182543,1743,-0.6007064,-0.61570626,2.3541696e-10,0.005136025,5.6157064,3308.131865501404,1743,-4.30671,1.0348923,-13.947762,,169
-6.6666665,0.16666667,-1.4706597,4.7183224e-10,867.6026376146789,1513099,3.0,19.798416,159.02925,-4.0339093,,157,19.798416,-14.027719,19.289366,24.342466,-5.0167212,9794.646,0.14999999,24.17294,1744,-0.16952746,-0.61619645,2.3514712e-10,6.60491e-08,5.6161966,3310.456914663315,1744,-4.3070993,1.0058986,-4.848866,,169
-5.0,-0.8333333,-0.018192898,1.8705677e-07,867.6779369627507,1514098,3.0,19.798416,159.02925,-4.0344825,,157,19.798416,-14.027719,20.976059,25.559649,-3.982821,9799.665,0.14999999,24.17007,1745,-1.3895777,-0.6158537,2.3487767e-10,0.92614317,5.615854,3312.833820581436,1745,-4.306912,0.9828865,-11.46451,,169
10.0,0.8333333,-1.509578,5.235608e-38,867.7531500572737,1515097,3.0,19.798416,159.02925,-4.0345244,,157,19.798416,-14.027719,40.942913,28.008333,-4.3643417,9806.174,0.14999999,24.169666,1746,-3.838667,-0.6163656,2.346087e-10,5.8102534e-23,5.6163654,3315.271837949753,1746,-4.3069553,1.0521747,7.900079,,169
5.0,-1.0,-3.8466756,1.002886e-34,867.8282770463652,1516096,3.0,19.798416,159.02925,-4.035097,,157,19.798416,-14.027719,30.631607,25.322714,-4.36745,9815.021,0.14999999,24.141882,1747,-1.1808321,-0.61821467,2.3434021e-10,1.0031836,5.6182146,3317.6590614318848,1747,-4.3069644,1.0605217,4.309515,,169
3.3333333,-0.5,-2.221731,0.008193456,867.8478260869565,1516998,3.0,19.798416,159.02925,-4.035095,,157,19.798416,-14.027719,19.190805,24.444052,-4.624674,9822.242,0.14999999,24.13022,1748,-0.313831,-0.619132,2.3407215e-10,8.925054,5.619132,3319.9671199321747,1748,-4.3071146,0.8858679,4.1364546,,169
1.6666666,0.16666667,-0.028309904,2.6132145,867.9228130360206,1517997,3.0,19.798416,159.02925,-4.0305743,,157,19.798416,-14.027719,18.977337,24.244516,-3.947211,9827.271,0.14999999,24.128439,1749,-0.116078205,-0.61879414,2.3380456e-10,3.21979e-06,5.618794,3322.3017299175262,1749,-4.306974,1.0456676,5.3962593,,169
-10.0,-0.16666667,0.22783625,2.3867156e-05,867.7645714285715,1518588,3.0,19.798416,159.02925,-4.031146,,157,19.798416,-14.027719,29.549713,24.269596,-3.9170651,9832.043,0.14999999,24.124361,1750,-0.14523429,-0.6183104,2.3353744e-10,3.3843546e-05,5.6183105,3324.5128498077393,1750,-4.3067265,1.1397843,-10.920442,,169
-6.6666665,0.5,-0.010718602,0.011258554,867.8395202741291,1519587,3.0,19.798416,159.02925,-4.0317173,,157,19.798416,-14.027719,20.503685,25.07425,-4.2875905,9837.054,0.14999999,24.120272,1751,-0.9539782,-0.61796343,2.3327076e-10,2.2355595e-14,5.6179633,3326.8481574058533,1751,-4.3066382,1.0649691,-8.406661,,169
