MountainCar_mu1_higher,MountainCar_mu0_higher,ReturnLastEpisode,IWLastEpisode,AvgEpLen,TimestepsSoFar,MountainCar_std1_higher,ReturnAbsMax,ReturnStepMax,DenMISELogFirst,IWMin,MinEpLen,ReturnMax,ReturnMin,IWMax,BoundBonus,DenMISELogLast,Regret,MountainCar_std0_higher,Bound,Iteration,BoundMISE,ReturnMean,Delta,IWFirstEpisode,Regret/t,TimeElapsed,NumTrajectories,DenMISEMeanLog,IWMean,ActionIn1,NumTrainableParams,GridSize
-6.923077,-0.23076923,-0.16279544,7.222622e-05,863.1879562043796,2365135,3.0,19.798416,159.02925,-4.045219,,157,19.798416,-14.027719,19.217178,19.751894,-3.8887637,15170.472,0.14999999,19.555138,2740,-0.19675623,-0.5366685,8.220802e-11,0.00426922,5.5366683,7321.937799215317,2740,-4.298338,1.1110699,-10.878986,,196
10.0,0.53846157,-0.3221404,3.1036498e-17,863.2375045603794,2366134,3.0,19.798416,159.02925,-4.0455823,,157,19.798416,-14.027719,26.898754,18.7097,-4.248686,15175.794,0.14999999,19.553988,2741,0.844287,-0.5365903,8.2148045e-11,3.152805e-15,5.53659,7326.942480564117,2741,-4.2982802,1.0679154,14.534429,,196
-10.0,-0.6923077,6.4183173,4.5458687e-27,863.0156819839533,2366389,3.0,19.798416,159.02925,-4.045947,,157,19.798416,-14.027719,31.28698,20.554705,-5.1574945,15174.375,0.14999999,19.547493,2742,-1.0072118,-0.5340538,8.208813e-11,0.009961897,5.534054,7330.827625274658,2742,-4.298571,0.9843157,-8.525041,,196
5.3846154,-1.0,-1.3420497,0.0007706977,863.0652570178637,2367388,3.0,19.798416,159.02925,-4.046308,,157,19.798416,-14.027719,33.054462,20.595621,-4.11179,15180.718,0.14999999,19.546555,2743,-1.0490658,-0.53434837,8.20283e-11,0.8738886,5.5343485,7334.906658411026,2743,-4.29851,1.0046315,5.775633,,196
5.3846154,0.3846154,-2.608022,3.4474385e-25,862.9653790087464,2367977,3.0,19.798416,159.02925,-4.0463543,,157,19.798416,-14.027719,18.831583,19.901522,-6.1206594,15188.326,0.14999999,19.605331,2744,-0.29619095,-0.5351041,7.1450436e-11,1.5848473e-10,5.5351043,7339.239326953888,2744,-4.2991724,1.0110538,2.9600668,,196
-5.714286,0.2857143,-0.3043357,0.38665223,863.0149362477231,2368976,3.0,19.798416,159.02925,-4.0467186,,157,19.798416,-14.027719,19.311514,20.042742,-3.990922,15193.63,0.14999999,19.6767,2745,-0.36604154,-0.53502005,7.139838e-11,1.3297228e-09,5.53502,7343.911340713501,2745,-4.2990565,1.0313219,-3.492084,,225
5.714286,-0.5714286,-0.097432554,5.377546e-07,863.0644573925711,2369975,3.0,19.798416,159.02925,-4.047083,,157,19.798416,-14.027719,18.033058,19.67042,-3.9864504,15198.728,0.14999999,19.67654,2746,0.0061215917,-0.5348607,7.134639e-11,6.602087,5.5348606,8006.47429060936,2746,-4.2989326,0.95327383,6.057083,,225
-2.857143,-0.2857143,-0.72101355,0.009286057,862.9825263924281,2370613,3.0,19.798416,159.02925,-4.0450454,,157,19.798416,-14.027719,19.257833,19.884882,-3.9153612,15204.448,0.14999999,19.629917,2747,-0.2549652,-0.53492844,7.129445e-11,0.23041548,5.5349283,8010.836319923401,2747,-4.298811,1.1076233,-3.2877486,,225
-5.714286,,-0.07355979,7.2948174,863.0320232896652,2371612,3.0,19.798416,159.02925,-4.0453258,,157,19.798416,-14.027719,18.779314,19.69123,-3.9806256,15209.521,0.14999999,19.622698,2748,-0.06853274,-0.53476053,7.1242574e-11,4.1497155e-05,5.5347605,8015.6877155303955,2748,-4.298657,0.99674124,-4.2594523,,225
-5.714286,0.5714286,-0.0049157245,0.031089747,863.081484176064,2372611,3.0,19.798416,159.02925,-4.0456896,,157,19.798416,-14.027719,20.849205,20.85293,-3.9726672,15214.527,0.14999999,19.617228,2749,-1.2357026,-0.53456783,7.1190755e-11,1.1292303e-15,5.534568,8020.062565803528,2749,-4.2985396,1.0238142,-2.5110018,,225
5.714286,-0.2857143,-1.0679293,4.4436568e-08,863.1309090909091,2373610,3.0,19.798416,159.02925,-4.046053,,157,19.798416,-14.027719,17.293123,19.22132,-4.088712,15220.595,0.14999999,19.612686,2750,0.39136696,-0.5347618,7.1138984e-11,0.2990307,5.534762,8024.652841329575,2750,-4.298455,0.9398299,8.045165,,225
-5.714286,-1.0,0.3044151,3.888205e-09,863.0065430752454,2374131,3.0,19.798416,159.02925,-4.046308,,157,19.798416,-14.027719,34.904198,21.475863,-3.848052,15225.29,0.14999999,19.605854,2751,-1.8700079,-0.53445673,7.108728e-11,0.08750766,5.5344567,8029.142677783966,2751,-4.2983136,0.9894313,-6.3393507,,225
1.4285715,-0.5714286,-1.3082868,0.4383329,863.0559593023256,2375130,3.0,19.798416,159.02925,-4.0466394,,157,19.798416,-14.027719,19.716227,20.213089,-4.089609,15231.599,0.14999999,19.603882,2752,-0.6092062,-0.53473794,7.103563e-11,16.079144,5.534738,8034.232647180557,2752,-4.298242,0.9180454,0.053208053,,225
10.0,0.85714287,-1.5864727,3.974934e-31,863.1053396294951,2376129,3.0,19.798416,159.02925,-4.0411773,,157,19.798416,-14.027719,43.64714,23.498169,-4.1336594,15238.186,0.14999999,19.60341,2753,-3.8947575,-0.53511995,7.098403e-11,1.1741328e-23,5.53512,8039.4959597587585,2753,-4.298214,0.996303,10.356342,,225
,0.5714286,-3.0940263,0.035379108,863.1546840958606,2377128,3.0,19.798416,159.02925,-4.04154,,157,19.798416,-14.027719,21.396358,20.922192,-4.432589,15246.279,0.14999999,19.597956,2754,-1.324236,-0.53604907,7.093249e-11,2.031947e-14,5.536049,8044.197092294693,2754,-4.298265,0.99594706,-1.0377952,,225
10.0,,-1.1007951,1.0504959e-05,863.2039927404719,2378127,3.0,19.798416,159.02925,-4.0419035,,157,19.798416,-14.027719,21.62729,17.045223,-4.0915875,15252.38,0.14999999,19.595238,2755,2.5500145,-0.5362541,7.088101e-11,1.9126419e-05,5.536254,8049.809292793274,2755,-4.2981906,0.9937397,12.893894,,225
10.0,0.5714286,2.877931,5.2384586,863.0112481857765,2378459,3.0,19.798416,159.02925,-4.0422664,,157,19.798416,-14.027719,28.23364,19.102293,-4.4461555,15254.502,0.14999999,19.59379,2756,0.49149692,-0.5350153,7.082958e-11,5.204721e-16,5.535015,8054.211087942123,2756,-4.298248,1.074919,12.311263,,225
5.714286,0.2857143,-1.4942714,0.7830862,863.0605730866885,2379458,3.0,19.798416,159.02925,-4.0426292,,157,19.798416,-14.027719,17.787584,19.456566,-4.3991303,15260.996,0.14999999,19.591974,2757,0.13540854,-0.5353632,7.07782e-11,1.1486197e-08,5.535363,8058.383847951889,2757,-4.298259,1.0079618,5.455919,,225
-10.0,0.5714286,-0.24427426,2.9824087e-06,863.1098622189993,2380457,3.0,19.798416,159.02925,-4.0429916,,157,19.798416,-14.027719,31.989473,20.714758,-3.9211376,15266.24,0.14999999,19.58513,2758,-1.1296268,-0.53525764,7.072688e-11,1.1881671e-17,5.535258,8062.882374763489,2758,-4.2981195,0.9674532,-9.33266,,225
1.4285715,,-1.9296137,1.2119602e-07,863.159115621602,2381456,3.0,19.798416,159.02925,-4.043354,,157,19.798416,-14.027719,18.757393,19.602924,-4.344733,15273.17,0.14999999,19.582829,2759,-0.020096315,-0.535763,7.0675625e-11,0.00087524054,5.535763,8067.2092344760895,2759,-4.2981496,1.0766847,7.433015,,225
-2.857143,-0.5714286,0.14777093,2.0300881e-06,863.0717391304348,2382078,3.0,19.798416,159.02925,-4.0437164,,157,19.798416,-14.027719,19.85247,20.287102,-3.839171,15278.022,0.14999999,19.581396,2760,-0.70570624,-0.53551537,7.0624416e-11,5.0751934,5.5355153,8071.884077072144,2760,-4.2979555,0.95023954,-0.49263644,,225
-10.0,-0.2857143,-0.70318776,0.014591767,863.1209706628033,2383077,3.0,19.798416,159.02925,-4.0422416,,157,19.798416,-14.027719,29.325397,19.831528,-4.024575,15283.726,0.14999999,19.578047,2761,-0.25348058,-0.5355761,7.057327e-11,0.0003623563,5.535576,8076.35706782341,2761,-4.297876,1.0807426,-10.424742,,225
10.0,-0.2857143,-0.03588022,1.4147996e-09,863.1701665459811,2384076,3.0,19.798416,159.02925,-4.0426035,,157,19.798416,-14.027719,21.725307,17.28882,-4.1940966,15288.762,0.14999999,19.573711,2762,2.284892,-0.5353952,7.052218e-11,0.01589014,5.535395,8080.665856838226,2762,-4.2978086,1.0152862,11.112673,,225
1.4285715,0.85714287,-0.0044650366,2.168168e-10,863.166485703945,2384929,3.0,19.798416,159.02925,-4.0429597,,157,19.798416,-14.027719,25.937408,22.674923,-4.0860114,15293.766,0.14999999,19.571796,2763,-3.1031268,-0.535203,7.0471136e-11,5.3747363e-22,5.535203,8086.120135545731,2763,-4.2977276,0.91719604,-0.264601,,225
-1.4285715,-1.0,-1.6339586,3.7824142e-26,863.2156295224313,2385928,3.0,19.798416,159.02925,-4.0433216,,157,19.798416,-14.027719,35.75402,21.442383,-4.145347,15300.4,0.14999999,19.56573,2764,-1.8766543,-0.53560054,7.042015e-11,1.0744022,5.5356007,8092.2152762413025,2764,-4.297703,0.9923161,-7.364543,,225
-10.0,-0.5714286,-2.29204,0.024229085,863.2647377938517,2386927,3.0,19.798416,159.02925,-4.0432944,,157,19.798416,-14.027719,31.322372,20.296673,-4.8515263,15307.691,0.14999999,19.565563,2765,-0.7311106,-0.53623575,7.0369224e-11,0.0080003925,5.536236,8096.096282720566,2765,-4.297907,0.9786855,-9.008175,,225
10.0,0.2857143,-0.3082002,1.0468284e-11,863.3138105567607,2387926,3.0,19.798416,159.02925,-4.043653,,157,19.798416,-14.027719,21.076107,16.951584,-4.0521054,15313.0,0.14999999,19.555662,2766,2.6040783,-0.5361534,7.0318355e-11,6.131007e-10,5.5361533,8101.062688589096,2766,-4.297827,1.0087138,8.186093,,225
5.714286,0.5714286,-0.29891372,2.4562578,863.3628478496566,2388925,3.0,19.798416,159.02925,-4.044015,,157,19.798416,-14.027719,20.658104,20.828686,-3.8551252,15318.299,0.14999999,19.554565,2767,-1.2741199,-0.5360676,7.026754e-11,9.777899e-15,5.5360675,8105.804424285889,2767,-4.2976646,0.9927979,7.074534,,225
-10.0,0.2857143,-1.5747046,6.9390217e-07,863.4118497109827,2389924,3.0,19.798416,159.02925,-4.044376,,157,19.798416,-14.027719,30.868784,19.899698,-4.0648274,15324.874,0.14999999,19.549782,2768,-0.34991628,-0.5364428,7.021678e-11,1.3996228e-11,5.5364428,8111.414393901825,2768,-4.2975836,1.0146258,-11.032087,,225
-10.0,-1.0,-0.013626332,2.1212898e-10,863.460816179126,2390923,3.0,19.798416,159.02925,-4.0447373,,157,19.798416,-14.027719,51.90161,21.404512,-4.3341074,15329.888,0.14999999,19.540323,2769,-1.8641883,-0.53625405,7.016607e-11,0.00092178705,5.536254,8115.958274364471,2769,-4.297592,0.9676951,-12.970909,,225
-10.0,1.0,-1.9681469,,863.5097472924188,2391922,3.0,19.798416,159.02925,-4.045098,,157,19.798416,-14.027719,60.885174,23.60352,-4.9740024,15336.855,0.14999999,19.538586,2770,-4.0649347,-0.53677094,7.0115413e-11,1.0365845e-29,5.536771,8120.712327718735,2770,-4.2978497,0.95380664,-9.805886,,225
-2.857143,1.0,-5.5917873,1.4478621,863.5586430891375,2392921,3.0,19.798416,159.02925,-4.045459,,157,19.798416,-14.027719,46.254925,24.492546,-5.314938,15347.447,0.14999999,19.53379,2771,-4.9587555,-0.5385952,7.006482e-11,6.575383e-27,5.538595,8125.23987698555,2771,-4.2982354,1.030014,-3.7356596,,225
10.0,-0.5714286,-4.6162105,5.420882e-29,863.6075036075036,2393920,3.0,19.798416,159.02925,-4.0458198,,157,19.798416,-14.027719,22.999748,17.466125,-4.6032553,15357.063,0.14999999,19.533035,2772,2.0669107,-0.5400662,7.001427e-11,0.35159522,5.5400662,8129.4289457798,2772,-4.298337,1.0607871,7.6175838,,225
,-0.2857143,-0.77903605,0.0421783,863.5957446808511,2394751,3.0,19.798416,159.02925,-4.0460534,,157,19.798416,-14.027719,19.16993,19.750456,-3.8871582,15362.843,0.14999999,19.526396,2773,-0.22406004,-0.5401524,6.9963785e-11,0.6229542,5.5401525,8133.805335044861,2773,-4.298167,1.047071,1.2499648,,225
-10.0,,-0.27883887,0.00090979895,863.6445565969719,2395750,3.0,19.798416,159.02925,-4.04619,,157,19.798416,-14.027719,27.900166,19.595963,-3.9833028,15368.121,0.14999999,19.526165,2774,-0.06979793,-0.54005814,6.991335e-11,4.3818818e-07,5.540058,8138.940717697144,2774,-4.298037,1.004696,-9.751913,,225
5.714286,,-0.024470285,3.5479778e-05,863.6933333333334,2396749,3.0,19.798416,159.02925,-4.04655,,157,19.798416,-14.027719,17.322416,19.060669,-4.109925,15373.1455,0.14999999,19.524752,2775,0.46408358,-0.5398724,6.9862977e-11,0.0003603639,5.539872,8143.876682281494,2775,-4.297969,0.9984224,6.701952,,225
10.0,-0.85714287,-0.1535853,9.871163e-11,863.7420749279539,2397748,3.0,19.798416,159.02925,-4.0469103,,157,19.798416,-14.027719,24.634474,18.181316,-3.8753135,15378.3,0.14999999,19.523876,2776,1.3425608,-0.5397333,6.9812656e-11,0.20623526,5.5397334,8149.517640829086,2776,-4.297817,0.91615385,10.2824335,,225
-2.857143,0.2857143,-0.048857607,1.9406439e-10,863.6143320129636,2398257,3.0,19.798416,159.02925,-4.047196,,157,19.798416,-14.027719,19.498642,19.865925,-4.058165,15383.349,0.14999999,19.521004,2777,-0.34492108,-0.5395565,6.976238e-11,8.90007e-09,5.5395565,8153.934504032135,2777,-4.2977614,0.9950307,-4.2852015,,225
5.714286,0.85714287,-0.25187227,4.0075272e-05,863.6630669546437,2399256,3.0,19.798416,159.02925,-4.047556,,157,19.798416,-14.027719,27.151995,23.335243,-4.0048084,15388.601,0.14999999,19.509237,2778,-3.8260067,-0.5394529,6.971217e-11,2.2160347e-22,5.539453,8158.42684006691,2778,-4.2976584,0.96360373,12.054689,,225
5.714286,-0.5714286,-6.312621,2.9911446e-25,863.7117668225981,2400255,3.0,19.798416,159.02925,-4.047916,,157,19.798416,-14.027719,18.00747,19.506603,-5.2335553,15399.913,0.14999999,19.503685,2779,-0.0029175144,-0.5415304,6.9662e-11,6.6075892,5.5415306,8162.746305465698,2779,-4.2980084,0.9566119,4.2725496,,225
-5.714286,-0.2857143,-0.47660407,0.022421425,863.7604316546763,2401254,3.0,19.798416,159.02925,-4.045901,,157,19.798416,-14.027719,19.129839,19.75825,-3.9449403,15405.39,0.14999999,19.503466,2780,-0.25478336,-0.541507,6.961189e-11,0.03447135,5.541507,8167.068599224091,2780,-4.2978983,1.1047451,-9.725107,,225
1.4285715,0.2857143,-0.54358166,1.11294554e-07,863.8090614886731,2402253,3.0,19.798416,159.02925,-4.046248,,157,19.798416,-14.027719,18.7033,19.824478,-4.11348,15410.934,0.14999999,19.500263,2781,-0.3242158,-0.5415078,6.9561835e-11,2.8088085e-08,5.5415077,8171.536506175995,2781,-4.297796,0.9942368,0.6928386,,225
5.714286,-0.85714287,-0.6231563,4.974096e-16,863.8576563623293,2403252,3.0,19.798416,159.02925,-4.0466075,,157,19.798416,-14.027719,19.561161,20.114431,-4.0394673,15416.557,0.14999999,19.486897,2782,-0.6275358,-0.5415371,6.951184e-11,3.8665278,5.5415373,8176.420769453049,2782,-4.297705,0.9513458,5.132628,,225
-5.714286,-0.5714286,-1.3173679,0.0023723727,863.794107078692,2403939,3.0,19.798416,159.02925,-4.045578,,157,19.798416,-14.027719,19.843805,20.20028,-3.9846663,15422.873,0.14999999,19.486565,2783,-0.71371496,-0.5418159,6.94619e-11,0.7600398,5.5418158,8180.726436376572,2783,-4.2976103,0.9486734,-4.395186,,225
-5.714286,,-0.63201094,0.029343614,863.8426724137931,2404938,3.0,19.798416,159.02925,-4.0456643,,157,19.798416,-14.027719,18.789383,19.543215,-4.0270905,15428.506,0.14999999,19.474964,2784,-0.068249874,-0.5418483,6.941201e-11,4.1511164e-05,5.541848,8185.9043180942535,2784,-4.2975316,0.99798477,-5.2652884,,225
10.0,,-0.0761353,1.9045205e-05,863.8912028725314,2405937,3.0,19.798416,159.02925,-4.0460234,,157,19.798416,-14.027719,21.633429,16.94899,-3.9829779,15433.582,0.14999999,19.473932,2785,2.5249422,-0.54168105,6.936217e-11,1.9205381e-05,5.5416813,8191.068903684616,2785,-4.29742,0.9949911,6.847,,225
-2.857143,0.5714286,1.8177036,2.3008946e-05,863.7229002153625,2406332,3.0,19.798416,159.02925,-4.0463824,,157,19.798416,-14.027719,21.21889,20.762302,-3.8526356,15436.764,0.14999999,19.467342,2786,-1.2949591,-0.5408341,6.9312375e-11,7.559754e-15,5.540834,8195.858435630798,2786,-4.297263,1.0138652,-3.1070094,,225
10.0,-1.0,-1.3281881,4.9820392e-29,863.7714388231072,2407331,3.0,19.798416,159.02925,-4.0467415,,157,19.798416,-14.027719,38.728146,18.10559,-4.114071,15443.092,0.14999999,19.465984,2787,1.3603942,-0.54111665,6.926265e-11,0.0404889,5.5411167,8200.583688497543,2787,-4.297193,0.94901353,10.679677,,225
5.714286,-0.2857143,5.6048074,4.851099e-06,863.5509325681492,2407580,3.0,19.798416,159.02925,-4.047086,,157,19.798416,-14.027719,17.296751,19.078638,-4.781282,15442.487,0.14999999,19.465675,2788,0.38703755,-0.5389123,6.9212976e-11,0.29933968,5.5389123,8205.813006401062,2788,-4.297386,0.9402133,3.450492,,225
-5.714286,0.2857143,-0.3003414,1.3472539e-05,863.599498027967,2408579,3.0,19.798416,159.02925,-4.0473366,,157,19.798416,-14.027719,19.238922,19.824907,-3.9544122,15447.788,0.14999999,19.460052,2789,-0.36485526,-0.53882676,6.916334e-11,1.3305448e-09,5.538827,8211.432024240494,2789,-4.297285,1.033419,-4.5714645,,225
1.4285715,-0.71428573,-0.30095217,1.5150173e-10,863.6480286738351,2409578,3.0,19.798416,159.02925,-4.047695,,157,19.798416,-14.027719,20.061817,20.399237,-4.004344,15453.089,0.14999999,19.453674,2790,-0.9455618,-0.53874147,6.9113784e-11,19.391151,5.5387416,8215.915261030197,2790,-4.297169,0.91722405,-0.77631265,,225
1.4285715,-0.14285715,-0.95111585,0.049949788,863.6965245431745,2410577,3.0,19.798416,159.02925,-4.0411277,,157,19.798416,-14.027719,18.718758,19.503708,-4.050312,15459.04,0.14999999,19.452168,2791,-0.051541053,-0.5388892,6.906426e-11,0.039601773,5.5388894,8221.372201919556,2791,-4.2971115,1.056513,-1.5826056,,225
10.0,0.2857143,-0.00058777694,0.0015067987,863.7449856733524,2411576,3.0,19.798416,159.02925,-4.0414715,,157,19.798416,-14.027719,21.092234,16.86907,-3.9763513,15464.04,0.14999999,19.450237,2792,2.5811672,-0.5386964,6.90148e-11,6.117643e-10,5.5386963,8225.911378145218,2792,-4.2969756,1.0089241,9.5421,,225
10.0,-0.2857143,1.42842,0.021689776,863.5807375581811,2411981,3.0,19.798416,159.02925,-4.0418296,,157,19.798416,-14.027719,21.728199,17.188164,-3.8626177,15467.612,0.14999999,19.44762,2793,2.2594562,-0.5379921,6.896538e-11,0.015877848,5.537992,8229.828491926193,2793,-4.2968183,1.01098,12.655512,,225
-10.0,0.5714286,1.1065058,1.2784331e-24,863.4133858267717,2412377,3.0,19.798416,159.02925,-4.042182,,157,19.798416,-14.027719,31.94763,20.563856,-4.709774,15471.506,0.14999999,19.433952,2794,-1.1299039,-0.5374035,6.891603e-11,1.1872066e-17,5.5374036,8233.66993880272,2794,-4.2969627,0.9631525,-4.191448,,225
1.4285715,-1.0,-1.6780142,1.5620108e-27,863.4618962432916,2413376,3.0,19.798416,159.02925,-4.0425396,,157,19.798416,-14.027719,35.43579,21.27877,-4.148895,15478.184,0.14999999,19.432709,2795,-1.846062,-0.5378116,6.886672e-11,1.8423624,5.5378118,8238.049150466919,2795,-4.296923,1.0171303,-3.8874931,,225
10.0,0.5714286,-1.6274029,1.3401391e-24,863.5103719599427,2414375,3.0,19.798416,159.02925,-4.0422387,,157,19.798416,-14.027719,28.278587,18.96744,-4.157303,15484.811,0.14999999,19.428934,2796,0.46149492,-0.5382013,6.8817466e-11,5.2045823e-16,5.5382013,8242.83516573906,2796,-4.296868,1.074713,13.01243,,225
-10.0,-0.2857143,-0.55525434,7.822598e-18,863.3939935645334,2414913,3.0,19.798416,159.02925,-4.042596,,157,19.798416,-14.027719,29.268387,19.678625,-4.574905,15490.366,0.14999999,19.424551,2797,-0.2540737,-0.5382074,6.8768276e-11,0.00036248472,5.5382075,8247.514969825745,2797,-4.296942,1.083466,-11.646515,,225
-10.0,0.85714287,-0.293216,2.9961876e-13,863.4424588992138,2415912,3.0,19.798416,159.02925,-4.0429535,,157,19.798416,-14.027719,39.831158,22.456194,-4.391983,15495.659,0.14999999,19.417957,2798,-3.0382373,-0.53811985,6.871912e-11,2.683209e-25,5.53812,8253.049018383026,2798,-4.2969475,0.98242617,-9.8041315,,225
-10.0,-0.85714287,-2.7275379,7.584346e-27,863.4908896034298,2416911,3.0,19.798416,159.02925,-4.0433106,,157,19.798416,-14.027719,33.023506,20.813831,-4.497477,15503.387,0.14999999,19.416304,2799,-1.3975279,-0.53890204,6.867003e-11,0.0046877526,5.5389023,8256.780998468399,2799,-4.2970266,0.95438695,-14.876614,,225
10.0,-1.0,-1.833963,1.5116703e-12,863.5392857142857,2417910,3.0,19.798416,159.02925,-4.0436664,,157,19.798416,-14.027719,38.375088,18.004087,-5.536177,15510.221,0.14999999,19.413706,2800,1.409618,-0.5393646,6.8620984e-11,0.04036458,5.539365,8261.158498287201,2800,-4.2974863,0.9524555,8.860921,,225
5.714286,0.14285715,-1.1302198,4.880188e-12,863.4059264548375,2418400,3.0,19.798416,159.02925,-4.0440087,,157,19.798416,-14.027719,17.259441,19.030373,-4.148621,15516.352,0.14999999,19.413754,2801,0.38338026,-0.5395755,6.8572e-11,3.2001183e-06,5.5395756,8265.047516345978,2801,-4.297451,1.0038362,3.4304302,,225
-1.4285715,,-0.003588067,4.880767,863.45431834404,2419399,3.0,19.798416,159.02925,-4.044366,,157,19.798416,-14.027719,18.815992,19.473505,-3.944657,15521.3545,0.14999999,19.411474,2802,-0.062030755,-0.5393842,6.8523055e-11,0.00051052764,5.5393844,8270.351238965988,2802,-4.2973247,1.0688899,0.0066925324,,225
2.857143,0.5714286,-0.0049647945,0.0027593733,863.5026757046022,2420398,3.0,19.798416,159.02925,-4.0447226,,157,19.798416,-14.027719,20.994946,20.765444,-3.9703996,15526.359,0.14999999,19.409004,2803,-1.3564389,-0.5391936,6.847418e-11,2.222715e-14,5.5391936,8274.403179645538,2803,-4.2971835,0.995949,2.8503594,,225
-10.0,-0.5714286,-1.9665058,1.924315e-18,863.5509985734665,2421397,3.0,19.798416,159.02925,-4.045079,,157,19.798416,-14.027719,31.267323,20.133713,-4.1676664,15533.326,0.14999999,19.406965,2804,-0.72674817,-0.5397026,6.842535e-11,0.008014684,5.5397024,8278.789672136307,2804,-4.2971406,0.9770572,-9.491969,,225
10.0,-0.5714286,-0.792562,5.2318846e-08,863.5992869875223,2422396,3.0,19.798416,159.02925,-4.045433,,157,19.798416,-14.027719,23.010279,17.36267,-4.112901,15539.119,0.14999999,19.406881,2805,2.044211,-0.5397927,6.837657e-11,0.35145926,5.5397925,8283.236503601074,2805,-4.2970834,1.0689812,11.313466,,225
-2.857143,0.85714287,2.998277,1.9946662e-20,863.4091233071989,2422726,3.0,19.798416,159.02925,-4.0456643,,157,19.798416,-14.027719,25.920303,22.728785,-4.228429,15541.12,0.14999999,19.401512,2806,-3.3272724,-0.53853184,6.8327836e-11,1.7060421e-22,5.538532,8287.62806224823,2806,-4.2970347,1.0286628,4.217576,,225
-10.0,0.2857143,-3.0945315,2.6754033e-06,863.4574278589241,2423725,3.0,19.798416,159.02925,-4.0460205,,157,19.798416,-14.027719,30.835844,19.746052,-4.2515764,15549.215,0.14999999,19.39992,2807,-0.34613258,-0.5394424,6.827917e-11,1.4019258e-11,5.5394425,8292.428700447083,2807,-4.29701,1.0078322,-7.5846353,,225
-5.714286,-1.0,-0.6698993,8.76493e-20,863.505698005698,2424724,3.0,19.798416,159.02925,-4.0463767,,157,19.798416,-14.027719,34.81314,21.26517,-4.068169,15554.885,0.14999999,19.389,2808,-1.8761688,-0.53948885,6.8230546e-11,0.08751367,5.539489,8296.701690196991,2808,-4.2969255,0.99260277,-2.668079,,225
-1.4285715,-0.5714286,-2.4422662,0.024864102,863.5539337842648,2425723,3.0,19.798416,159.02925,-4.0467014,,157,19.798416,-14.027719,20.097492,20.084473,-5.1557865,15562.327,0.14999999,19.389362,2809,-0.6951111,-0.54016626,6.8181974e-11,9.370053,5.5401664,8301.26428604126,2809,-4.297235,0.9480355,-4.799374,,225
1.4285715,1.0,-1.3254582,9.913057e-32,863.6021352313168,2426722,3.0,19.798416,159.02925,-4.0437274,,157,19.798416,-14.027719,46.77887,23.96563,-4.1000667,15568.652,0.14999999,19.385265,2810,-4.5803633,-0.54044574,6.813345e-11,2.073525e-26,5.540446,8305.391288757324,2810,-4.2971835,0.8705162,1.8022511,,225
-2.857143,-0.2857143,-7.2297077,1.3485999e-18,863.6503023834935,2427721,3.0,19.798416,159.02925,-4.044083,,157,19.798416,-14.027719,19.223804,19.632185,-5.1629868,15580.882,0.14999999,19.379644,2811,-0.2525402,-0.5428254,6.808498e-11,0.23019385,5.542825,8310.07570195198,2811,-4.2975397,1.0963836,-1.639749,,225
-10.0,,-0.1661868,0.068921834,863.6984352773826,2428720,3.0,19.798416,159.02925,-4.044357,,157,19.798416,-14.027719,27.87296,19.449198,-3.986722,15586.049,0.14999999,19.379822,2812,-0.06937508,-0.54269147,6.803657e-11,4.3738575e-07,5.542691,8314.667078256607,2812,-4.297395,0.9985038,-12.414205,,225
5.714286,-1.0,-0.06805396,3.96204e-14,863.7465339495201,2429719,3.0,19.798416,159.02925,-4.0447125,,157,19.798416,-14.027719,32.29889,20.301607,-4.6293755,15591.116,0.14999999,19.379902,2813,-0.92170435,-0.5425227,6.79882e-11,0.7577824,5.542523,8319.699424743652,2813,-4.2975144,0.99413127,5.8685226,,225
10.0,,-1.1952938,9.242258e-06,863.68052594172,2430397,3.0,19.798416,159.02925,-4.0447984,,157,19.798416,-14.027719,21.632614,16.860838,-3.9550736,15597.312,0.14999999,19.368118,2814,2.5072813,-0.5427547,6.793989e-11,1.9181858e-05,5.5427547,8323.568638086319,2814,-4.2973957,0.99032515,6.205165,,225
5.714286,0.2857143,0.11350549,0.012212825,863.5744227353464,2430962,3.0,19.798416,159.02925,-4.0451536,,157,19.798416,-14.027719,17.781643,19.231897,-3.879463,15602.198,0.14999999,19.363766,2815,0.13186882,-0.5425216,6.789162e-11,1.151524e-08,5.5425215,8328.55078959465,2815,-4.297252,1.0118682,3.7606854,,225
5.714286,-0.14285715,-0.5423382,0.036824975,863.6225142045455,2431961,3.0,19.798416,159.02925,-4.045509,,157,19.798416,-14.027719,17.337444,18.893772,-4.0052314,15607.74,0.14999999,19.358011,2816,0.46423852,-0.54252154,6.784342e-11,0.016324628,5.5425215,8332.89753651619,2816,-4.2971444,0.9757548,3.3212261,,225
-5.714286,0.5714286,-0.0867883,4.989351e-07,863.6705715299964,2432960,3.0,19.798416,159.02925,-4.0458584,,157,19.798416,-14.027719,20.858402,20.596561,-3.9456353,15612.827,0.14999999,19.34961,2817,-1.2469528,-0.54235977,6.7795256e-11,1.1294242e-15,5.54236,8337.305798768997,2817,-4.297029,1.0318152,-8.686172,,225
