IWMax,Regret/t,Bound,IWMean,Delta,ReturnAbsMax,Regret,IWFirstEpisode,ReturnStepMax,ReturnMin,TimeElapsed,MinEpLen,TimestepsSoFar,DenMISELogFirst,ReturnMax,ReturnLastEpisode,NumTrainableParams,DenMISELogLast,IWLastEpisode,GridSize,ReturnMean,AvgEpLen,MountainCar_std1_higher,MountainCar_std0_higher,DenMISEMeanLog,NumTrajectories,IWMin,MountainCar_mu1_higher,MountainCar_mu0_higher,ActionIn1,Iteration
1.7476345e+25,6.8154144,inf,2.1946857e+24,1.2158541e-06,2.974019,340.77072,6.5112146e-18,29.91405,-2.974019,62.224098682403564,999,49950,-9.535292,,-1.4223076,,1.3728077,0.110471815,400,-1.8154145,999.0,1.5,0.14999999,-26.55998,50,,-10.0,-1.0,-8.548956,50
1.7812743e+25,6.789993,inf,2.1952548e+24,1.168641e-06,2.974019,346.2896,6.641435e-18,29.91405,-2.974019,63.5824236869812,999,50949,-9.555095,,-0.5188964,,-59.193867,4.2450065e+22,400,-1.7899927,999.0,1.5,0.14999999,-27.205,51,,-10.0,-1.0,-9.790867,51
1.8148623e+25,6.782598,inf,2.1949948e+24,1.1241256e-06,2.974019,352.6951,6.771651e-18,29.91405,-2.974019,64.81230068206787,999,51948,-9.5745125,,-1.4054698,,-23.283354,4186841300.0,400,-1.782598,999.0,1.5,0.14999999,-27.134907,52,,-10.0,-1.0,-10.622278,52
1.8483995e+25,6.7879705,inf,2.1947331e+24,1.082106e-06,2.974019,359.76245,6.901865e-18,29.91405,-2.974019,66.078134059906,999,52947,-9.59356,,-2.0673552,,-2.4416661,7.15263,400,-1.7879708,999.0,1.5,0.14999999,-26.674114,53,,-10.0,-1.0,-10.608686,53
1.8818959e+25,6.7945194,inf,2.1944732e+24,1.0423989e-06,2.974019,366.90405,7.032088e-18,29.91405,-2.974019,67.29977464675903,999,53946,-9.612252,,-2.1415966,,-3.0951757,12.99212,400,-1.7945193,999.0,1.5,0.14999999,-26.242395,54,,-10.0,-1.0,-13.780932,54
1.9153343e+25,6.788166,inf,2.2663108e+24,1.0048382e-06,2.974019,373.34912,7.162309e-18,29.91405,-2.974019,68.50515246391296,999,54945,-9.630602,,-1.445092,,-59.269375,3.9654433e+24,400,-1.7881662,999.0,1.5,0.14999999,-26.847633,55,,-10.0,-1.0,-10.058189,55
1.9487274e+25,6.808013,inf,2.2660527e+24,9.692714e-07,2.974019,381.24872,7.292548e-18,29.91405,-2.974019,69.73203825950623,999,55944,-9.648621,,-2.8995914,,-34.29005,53425340000000.0,400,-1.8080131,999.0,1.5,0.14999999,-26.985441,56,,-10.0,-1.0,-10.638092,56
1.9820676e+25,6.8086796,inf,2.2657898e+24,9.355603e-07,2.974019,388.09476,7.422776e-18,29.91405,-2.974019,71.03375291824341,999,56943,-9.66632,,-1.8460181,,-0.87799203,1.6533897,400,-1.8086798,999.0,1.5,0.14999999,-26.532145,57,,-10.0,-1.0,-11.842258,57
2.015363e+25,6.8091063,inf,2.265535e+24,9.035778e-07,2.974019,394.92816,7.552997e-18,29.91405,-2.974019,72.27946448326111,999,57942,-9.683712,,-1.8334098,,-14.949532,1822804.6,400,-1.8091062,999.0,1.5,0.14999999,-26.337011,58,,-10.0,-1.0,-6.9188237,58
2.0486002e+25,6.8370166,inf,2.2653647e+24,8.7320757e-07,3.455834,403.38397,7.683215e-18,34.23079,-3.455834,73.62372088432312,999,58941,-9.700806,,-3.455834,,-59.33958,5.343249e+21,400,-1.8370167,999.0,1.5,0.14999999,-26.900791,59,,-10.0,-1.0,-9.110198,59
2.0817978e+25,6.834454,inf,2.5685174e+24,8.443433e-07,3.455834,410.06726,7.813442e-18,34.23079,-3.455834,74.93949747085571,999,59940,-9.717613,,-1.68326,,-59.356384,1.8204579e+25,400,-1.8344542,999.0,1.5,0.14999999,-27.446264,60,,-10.0,-1.0,-13.093061,60
2.1149443e+25,6.8357525,inf,2.8361367e+24,8.168867e-07,3.455834,416.98093,7.943665e-18,34.23079,-3.455834,76.18731021881104,999,60939,-9.734142,,-1.9136662,,-59.372917,1.6340467e+25,400,-1.8357527,999.0,1.5,0.14999999,-27.974329,61,,-10.0,-1.0,-12.277803,61
2.1480452e+25,6.838813,inf,2.8358745e+24,7.90748e-07,3.455834,424.0064,8.0739015e-18,34.23079,-3.455834,77.45840787887573,999,61938,-9.750403,,-2.0254924,,-31.432158,21289067000000.0,400,-1.8388131,999.0,1.5,0.14999999,-28.03489,62,,-10.0,-1.0,-12.660502,62
2.1810978e+25,6.853118,inf,2.835624e+24,7.658441e-07,3.455834,431.74643,8.204113e-18,34.23079,-3.455834,78.73723983764648,999,62937,-9.766403,,-2.7400286,,-42.768738,3.5138055e+17,400,-1.8531181,999.0,1.5,0.14999999,-28.273397,63,,-10.0,-1.0,-10.729249,63
2.2140935e+25,6.852791,inf,2.835364e+24,7.4209845e-07,3.455834,438.5786,8.334326e-18,34.23079,-3.455834,79.97897148132324,999,63936,-9.782152,,-1.8321661,,0.43507108,0.44984183,400,-1.8527906,999.0,1.5,0.14999999,-27.829319,64,,-10.0,-1.0,-14.623752,64
2.247048e+25,6.854887,inf,2.874314e+24,7.194404e-07,3.455834,445.56766,8.464572e-18,34.23079,-3.455834,81.23092460632324,999,64935,-9.797656,,-1.9890593,,-59.436428,2.5485506e+24,400,-1.854887,999.0,1.5,0.14999999,-28.319933,65,,-10.0,-1.0,-8.412205,65
2.279954e+25,6.850703,inf,3.0160288e+24,6.978043e-07,3.455834,452.1464,8.594787e-18,34.23079,-3.455834,82.42361521720886,999,65934,-9.812923,,-1.5787345,,-59.4517,9.369627e+24,400,-1.8507029,999.0,1.5,0.14999999,-28.79608,66,,-10.0,-1.0,-8.841852,66
2.312812e+25,6.8506656,inf,3.268739e+24,6.771298e-07,3.455834,458.9946,8.7250085e-18,34.23079,-3.455834,83.7082462310791,999,66933,-9.827961,,-1.8481916,,-59.466736,1.6948672e+25,400,-1.8506656,999.0,1.5,0.14999999,-29.2584,67,,-10.0,-1.0,-9.439437,67
2.3456248e+25,6.85665,inf,3.4758528e+24,6.5736054e-07,3.455834,466.2522,8.855243e-18,34.23079,-3.455834,84.90170764923096,999,67932,-9.842776,,-2.2576017,,-59.14817,1.4101418e+25,400,-1.85665,999.0,1.5,0.14999999,-29.70259,68,,-10.0,-1.0,-11.085146,68
2.3783858e+25,6.8492975,inf,3.4747253e+24,6.3844476e-07,3.455834,472.60156,8.985467e-18,34.23079,-3.455834,86.18461537361145,999,68931,-9.857375,,-1.3493524,,-0.48137993,0.51764095,400,-1.8492978,999.0,1.5,0.14999999,-29.283749,69,,-10.0,-1.0,-12.433024,69
2.4110985e+25,6.846576,inf,3.4736095e+24,6.2033376e-07,3.455834,479.2603,9.115694e-18,34.23079,-3.455834,87.4063241481781,999,69930,-9.871764,,-1.6587883,,-47.877815,2.4461764e+20,400,-1.8465761,999.0,1.5,0.14999999,-29.553896,70,,-10.0,-1.0,-10.372452,70
2.443767e+25,6.852635,inf,3.4725004e+24,6.029826e-07,3.455834,486.53708,9.245904e-18,34.23079,-3.455834,88.67471122741699,999,70929,-9.885948,,-2.2767556,,-10.897504,24151.691,400,-1.8526349,999.0,1.5,0.14999999,-29.29552,71,,-10.0,-1.0,-14.091441,71
2.4763868e+25,6.8691936,inf,3.4796344e+24,5.863494e-07,3.455834,494.58194,9.376113e-18,34.23079,-3.455834,89.95450782775879,999,71928,-9.899935,,-3.044843,,-59.538708,5.931887e+23,400,-1.8691936,999.0,1.5,0.14999999,-29.719835,72,,-10.0,-1.0,-10.937777,72
2.5089539e+25,6.862681,inf,3.4785383e+24,5.703951e-07,3.455834,500.9757,9.5063426e-18,34.23079,-3.455834,91.20432615280151,999,72927,-9.913728,,-1.3937728,,1.0160389,0.13223621,400,-1.8626809,999.0,1.5,0.14999999,-29.303135,73,,-10.0,-1.0,-11.741573,73
2.541484e+25,6.8634267,inf,3.4774493e+24,5.550832e-07,3.455834,507.8936,9.63658e-18,34.23079,-3.455834,92.51133680343628,999,73926,-9.927334,,-1.9178946,,-9.709437,10299.229,400,-1.8634268,999.0,1.5,0.14999999,-29.04258,74,,-10.0,-1.0,-8.622074,74
2.5739644e+25,6.8599906,inf,3.6586376e+24,5.4037963e-07,3.455834,514.49927,9.766813e-18,34.23079,-3.455834,93.7118091583252,999,74925,-9.940757,,-1.6057116,,-59.57953,1.3670587e+25,400,-1.8599906,999.0,1.5,0.14999999,-29.453848,75,,-10.0,-1.0,-12.1943245,75
2.6063926e+25,6.863239,inf,3.6575677e+24,5.262527e-07,3.455834,521.60614,9.897031e-18,34.23079,-3.455834,95.0512764453888,999,75924,-9.954002,,-2.1068316,,-26.251574,120539750000.0,400,-1.8632387,999.0,1.5,0.14999999,-29.41589,76,,-10.0,-1.0,-12.027045,76
2.6387763e+25,6.862053,inf,3.6564946e+24,5.126726e-07,3.455834,528.37805,1.0027264e-17,34.23079,-3.455834,96.27842044830322,999,76923,-9.967074,,-1.7719071,,-22.894144,4743715300.0,400,-1.8620527,999.0,1.5,0.14999999,-29.335258,77,,-10.0,-1.0,-10.038136,77
2.671114e+25,6.8730874,inf,3.6554365e+24,4.9961136e-07,3.455834,536.1008,1.0157467e-17,34.23079,-3.455834,97.52935981750488,999,77922,-9.979978,,-2.7227833,,-32.09423,11016828000000.0,400,-1.8730875,999.0,1.5,0.14999999,-29.37459,78,,-10.0,-1.0,-11.960632,78
2.7034045e+25,6.8746796,inf,3.6543798e+24,4.8704305e-07,3.455834,543.09973,1.02877115e-17,34.23079,-3.455834,98.88061499595642,999,78921,-9.992717,,-1.998853,,-17.0983,15153166.0,400,-1.8746798,999.0,1.5,0.14999999,-29.223055,79,,-10.0,-1.0,-11.783838,79
2.735647e+25,6.8729205,inf,3.653336e+24,4.7494302e-07,3.455834,549.8336,1.0417918e-17,34.23079,-3.455834,100.12052965164185,999,79920,-10.005295,,-1.7339567,,-14.0434475,695633.06,400,-1.8729206,999.0,1.5,0.14999999,-29.037073,80,,-10.0,-1.0,-10.417744,80
2.7678413e+25,6.863574,inf,3.652292e+24,4.6328847e-07,3.455834,555.94946,1.0548122e-17,34.23079,-3.455834,101.49853992462158,999,80919,-10.017717,,-1.1158572,,-1.8747885,1.0381701,400,-1.863574,999.0,1.5,0.14999999,-28.70541,81,,-10.0,-1.0,-11.698699,81
2.799987e+25,6.857154,inf,3.6512618e+24,4.5205766e-07,3.455834,562.2866,1.0678365e-17,34.23079,-3.455834,102.80287647247314,999,81918,-10.029988,,-1.3371038,,-16.464333,3723400.5,400,-1.8571538,999.0,1.5,0.14999999,-28.559704,82,,-10.0,-1.0,-10.458253,82
2.8337273e+25,6.8600636,inf,3.6502308e+24,4.4123027e-07,3.455834,569.38525,1.0808609e-17,34.23079,-3.455834,104.17067337036133,999,82917,-10.0421095,,-2.0986624,,-6.327042,332.11963,400,-1.8600634,999.0,1.5,0.14999999,-28.295334,83,,-10.0,-1.0,-8.390717,83
2.8678632e+25,6.8620143,inf,3.791095e+24,4.307873e-07,3.455834,576.4092,1.0938812e-17,34.23079,-3.455834,105.46031951904297,999,83916,-10.054086,,-2.0239282,,-59.69286,1.1917969e+25,400,-1.8620142,999.0,1.5,0.14999999,-28.672523,84,,-10.0,-1.0,-9.637862,84
2.9020007e+25,6.8577323,inf,3.790078e+24,4.2071085e-07,3.455834,582.9072,1.1069022e-17,34.23079,-3.455834,106.80832314491272,999,84915,-10.06592,,-1.4980651,,-32.22252,34402730000000.0,400,-1.8577324,999.0,1.5,0.14999999,-28.717756,85,,-10.0,-1.0,-11.577518,85
2.9361415e+25,6.8555,inf,3.7890708e+24,4.1098372e-07,3.455834,589.573,1.1199244e-17,34.23079,-3.455834,108.05275964736938,999,85914,-10.077616,,-1.6657741,,-7.499415,1042.3391,400,-1.8555003,999.0,1.5,0.14999999,-28.474417,86,,-10.0,-1.0,-13.362051,86
