ReturnAbsMax,ActionIn1,GridSize,DenMISEMeanLog,IWLastEpisode,TimeElapsed,AvgEpLen,MinEpLen,Regret,IWFirstEpisode,TimestepsSoFar,MountainCar_std1_higher,MountainCar_std0_higher,Delta,IWMean,ReturnMax,IWMin,DenMISELogLast,ReturnMean,ReturnLastEpisode,MountainCar_mu1_higher,ReturnStepMax,NumTrainableParams,Regret/t,NumTrajectories,DenMISELogFirst,Bound,Iteration,MountainCar_mu0_higher,IWMax,ReturnMin
2.9216533,-12.710035,400,-22.454039,6.332169e+24,45.71357750892639,999.0,999,259.42047,6.267844e-18,36963,1.5,0.14999999,2.2203328e-06,1.0021006e+24,,,-58.87284,-2.0113645,-1.3122678,-10.0,29.309286,,7.0113645,37,-6.4183035,inf,37,-1.0,8.709731e+24,-2.9216533
2.9216533,-11.455833,400,-23.305487,1.502473e+23,46.9637131690979,999.0,999,266.65814,6.437247e-18,37962,1.5,0.14999999,2.1050107e-06,1.0054405e+24,,,-54.59228,-2.01732,-2.2376783,-10.0,29.309286,,7.0173197,38,-6.4449716,inf,38,-1.0,8.945132e+24,-2.9216533
2.9216533,-11.099652,400,-22.76697,5.384823,48.306408405303955,999.0,999,273.63434,6.6066403e-18,38961,1.5,0.14999999,1.9984454e-06,1.0047301e+24,,,-2.091941,-2.0162654,-1.9761971,-10.0,29.309286,,7.0162654,39,-6.4709473,inf,39,-1.0,9.180554e+24,-2.9216533
2.9216533,-11.759758,400,-22.216806,0.582752,49.62279677391052,999.0,999,279.9956,6.7760435e-18,39960,1.5,0.14999999,1.8997721e-06,1.00402674e+24,,,-0.55468357,-1.9998903,-1.3612571,-10.0,29.309286,,6.9998903,40,-6.496265,inf,40,-1.0,9.4159203e+24,-2.9216533
2.9216533,-9.261305,400,-22.049839,1766856.0,50.98386287689209,999.0,999,286.5587,6.945444e-18,40959,1.5,0.14999999,1.8082306e-06,1.0033336e+24,,,-15.1707,-1.9892364,-1.5630785,-10.0,29.309286,,6.9892364,41,-6.5209575,inf,41,-1.0,9.6513175e+24,-2.9216533
2.9216533,-12.491995,400,-22.671196,6.205984e+19,52.35354661941528,999.0,999,292.66458,7.114844e-18,41958,1.5,0.14999999,1.7231492e-06,1.00265145e+24,,,-47.95136,-1.9682043,-1.1058869,-10.0,29.309286,,6.9682045,42,-6.545055,inf,42,-1.0,9.886715e+24,-2.9216533
2.9216533,-12.520832,400,-23.46311,9.8812045e+23,53.695101499557495,999.0,999,299.13486,7.284235e-18,42957,1.5,0.14999999,1.6439349e-06,1.02495695e+24,,,-56.5328,-1.9566244,-1.4702677,-10.0,29.309286,,6.9566245,43,-6.5685854,inf,43,-1.0,1.0122137e+25,-2.9216533
2.9216533,-9.867755,400,-23.833435,3.9523943e+16,55.12676453590393,999.0,999,306.52136,7.453648e-18,43956,1.5,0.14999999,1.5700596e-06,1.023797e+24,,,-39.569443,-1.9663944,-2.386504,-10.0,29.309286,,6.9663944,44,-6.591575,inf,44,-1.0,1.0357512e+25,-2.9216533
2.9216533,-12.050718,400,-23.875431,65772126000.0,56.457186460494995,999.0,999,313.36627,7.623046e-18,44955,1.5,0.14999999,1.5010545e-06,1.0226678e+24,,,-25.539701,-1.9636946,-1.8448987,-10.0,29.309286,,6.9636946,45,-6.614048,inf,45,-1.0,1.0592946e+25,-2.9216533
2.9216533,-11.126299,400,-23.811035,548626600.0,57.79462218284607,999.0,999,320.41486,7.7924574e-18,45954,1.5,0.14999999,1.4365008e-06,1.02156325e+24,,,-20.733885,-1.9655405,-2.0486128,-10.0,29.309286,,6.9655404,46,-6.636027,inf,46,-1.0,1.0828318e+25,-2.9216533
2.9216533,-10.582005,400,-23.331478,0.9264058,59.087971687316895,999.0,999,326.76984,7.961837e-18,46953,1.5,0.14999999,1.3760232e-06,1.0204847e+24,,,-1.0964806,-1.95255,-1.3549846,-10.0,29.309286,,6.95255,47,-6.657533,inf,47,-1.0,1.1063729e+25,-2.9216533
2.9216533,-9.893068,400,-23.087524,8190.864,60.32992434501648,999.0,999,334.6375,8.131237e-18,47952,1.5,0.14999999,1.3192863e-06,1.01943e+24,,,-11.450371,-1.9716152,-2.8676817,-10.0,29.309286,,6.9716153,48,-6.6785865,inf,48,-1.0,1.1299125e+25,-2.9216533
2.9216533,-12.181524,400,-23.155405,132501710000.0,61.576289892196655,999.0,999,341.5823,8.300662e-18,48951,1.5,0.14999999,1.2659872e-06,1.0183968e+24,,,-26.245874,-1.9710673,-1.9447699,-10.0,29.309286,,6.9710674,49,-6.699206,inf,49,-1.0,1.1534514e+25,-2.9216533
2.9216533,-10.756307,400,-23.44111,4812683000000000.0,62.87372279167175,999.0,999,348.03503,8.470063e-18,49950,1.5,0.14999999,1.2158541e-06,1.0173864e+24,,,-37.276512,-1.960701,-1.452746,-10.0,29.309286,,6.960701,50,-6.7194085,inf,50,-1.0,1.1769912e+25,-2.9216533
2.9216533,-10.997198,400,-23.072256,16.700478,64.20549440383911,999.0,999,355.6897,8.63946e-18,50949,1.5,0.14999999,1.168641e-06,1.01639535e+24,,,-4.4687157,-1.9743075,-2.6546376,-10.0,29.309286,,6.9743075,51,-6.739211,inf,51,-1.0,1.2005304e+25,-2.9216533
2.9216533,-13.011893,400,-22.595966,0.10603137,65.47609090805054,999.0,999,362.43427,8.80885e-18,51948,1.5,0.14999999,1.1241256e-06,1.01542495e+24,,,1.8524334,-1.9698898,-1.7445883,-10.0,29.309286,,6.9698896,52,-6.7586293,inf,52,-1.0,1.2240732e+25,-2.9216533
2.9216533,-10.360857,400,-23.29013,1.5385623e+25,66.70913672447205,999.0,999,369.42126,8.978272e-18,52947,1.5,0.14999999,1.082106e-06,1.3047652e+24,,,-59.232334,-1.9702126,-1.9869919,-10.0,29.309286,,6.9702125,53,-6.7776775,inf,53,-1.0,1.5385623e+25,-2.9216533
2.9216533,-11.405129,400,-23.078844,50893.332,67.93842625617981,999.0,999,376.7197,9.147672e-18,53946,1.5,0.14999999,1.0423989e-06,1.3038294e+24,,,-11.710188,-1.9762907,-2.2984278,-10.0,29.309286,,6.9762907,54,-6.7963696,inf,54,-1.0,1.5675916e+25,-2.9216533
2.9216533,-11.420644,400,-22.74256,40.71997,69.23078942298889,999.0,999,383.22385,9.31707e-18,54945,1.5,0.14999999,1.0048382e-06,1.3029101e+24,,,-4.41615,-1.9677063,-1.504153,-10.0,29.309286,,6.967706,55,-6.8147187,inf,55,-1.0,1.5966203e+25,-2.9216533
2.9216533,-8.860321,400,-22.344706,0.63471913,70.49803066253662,999.0,999,390.5326,9.486455e-18,55944,1.5,0.14999999,9.692714e-07,1.302009e+24,,,-0.29869413,-1.9737966,-2.3087652,-10.0,29.309286,,6.973797,56,-6.832737,inf,56,-1.0,1.6256533e+25,-2.9216533
2.9216533,-9.534457,400,-22.995958,7.777923e+24,71.81006336212158,999.0,999,397.9157,9.655861e-18,56943,1.5,0.14999999,9.355603e-07,1.4375732e+24,,,-59.30509,-1.9809773,-2.3830981,-10.0,29.309286,,6.980977,57,-6.8504367,inf,57,-1.0,1.6546776e+25,-2.9216533
2.9216533,-10.05676,400,-23.407812,8.343517e+19,73.1761519908905,999.0,999,404.87494,9.825257e-18,57942,1.5,0.14999999,9.035778e-07,1.4367046e+24,,,-46.70757,-1.9806024,-1.9592308,-10.0,29.309286,,6.9806023,58,-6.8678284,inf,58,-1.0,1.6837125e+25,-2.9216533
2.9216533,-10.167364,400,-23.404242,4200286700.0,74.43704175949097,999.0,999,412.10577,9.9946505e-18,58941,1.5,0.14999999,8.7320757e-07,1.4358454e+24,,,-23.024565,-1.9848439,-2.2308571,-10.0,29.309286,,6.9848437,59,-6.884923,inf,59,-1.0,1.7127408e+25,-2.9216533
2.9216533,-11.448158,400,-23.153664,1121.1283,75.79382252693176,999.0,999,418.4842,1.0164056e-17,59940,1.5,0.14999999,8.443433e-07,1.4349996e+24,,,-8.199926,-1.9747367,-1.3784059,-10.0,29.309286,,6.9747367,60,-6.90173,inf,60,-1.0,1.741771e+25,-2.9216533
2.9216533,-9.601253,400,-22.782743,0.46830648,77.03850507736206,999.0,999,425.94907,1.03334545e-17,60939,1.5,0.14999999,8.168867e-07,1.4341666e+24,,,-0.36082375,-1.9827716,-2.4648643,-10.0,29.309286,,6.982772,61,-6.918259,inf,61,-1.0,1.7708002e+25,-2.9216533
2.9216533,-12.369325,400,-23.203957,4.830868e+20,78.38203954696655,999.0,999,433.1676,1.0502871e-17,61938,1.5,0.14999999,7.90748e-07,1.433352e+24,,,-48.733917,-1.9865743,-2.2185426,-10.0,29.309286,,6.986574,62,-6.93452,inf,62,-1.0,1.7998255e+25,-2.9216533
2.9216533,-11.640174,400,-23.294966,602271300000.0,79.5938892364502,999.0,999,440.7221,1.0672256e-17,62937,1.5,0.14999999,7.658441e-07,1.4325452e+24,,,-28.776468,-1.9955893,-2.5545204,-10.0,29.309286,,6.9955893,63,-6.95052,inf,63,-1.0,1.8288592e+25,-2.9216533
3.067201,-8.808953,400,-22.975159,0.6044271,80.87575721740723,999.0,999,448.78934,1.0841685e-17,63936,1.5,0.14999999,7.4209845e-07,1.431747e+24,,,-2.6685882,-2.0123334,-3.067201,-10.0,30.85928,,7.0123334,64,-6.9662685,inf,64,-1.0,1.8578863e+25,-3.067201
3.067201,-11.70896,400,-23.538502,3.9744087e+24,82.10804080963135,999.0,999,454.9229,1.1011073e-17,64935,1.5,0.14999999,7.194404e-07,1.4921044e+24,,,-59.436428,-1.9988137,-1.1335671,-10.0,30.85928,,6.9988136,65,-6.981773,inf,65,-1.0,1.8869134e+25,-3.067201
3.067201,-9.42399,400,-23.26225,58.865906,83.34591794013977,999.0,999,462.36508,1.1180462e-17,65934,1.5,0.14999999,6.978043e-07,1.4913316e+24,,,-5.136909,-2.0055315,-2.4421937,-10.0,30.85928,,7.0055313,66,-6.9970403,inf,66,-1.0,1.9159481e+25,-3.067201
3.067201,-10.553053,400,-23.686604,9.762462e+21,84.61747789382935,999.0,999,469.15894,1.1349859e-17,66933,1.5,0.14999999,6.771298e-07,1.4907112e+24,,,-51.527546,-2.0023723,-1.793847,-10.0,30.85928,,7.0023723,67,-7.0120783,inf,67,-1.0,1.944977e+25,-3.067201
3.067201,-9.512533,400,-23.362555,2.8052387,85.88390278816223,999.0,999,475.85156,1.1519274e-17,67932,1.5,0.14999999,6.5736054e-07,1.4899512e+24,,,-1.4873428,-1.997817,-1.692618,-10.0,30.85928,,6.997817,68,-7.026893,inf,68,-1.0,1.9740013e+25,-3.067201
3.067201,-10.22232,400,-23.888548,6.6803777e+24,87.10576868057251,999.0,999,483.5381,1.1688676e-17,68931,1.5,0.14999999,6.3844476e-07,1.5860206e+24,,,-59.494633,-2.0077984,-2.6865394,-10.0,30.85928,,7.007798,69,-7.041492,inf,69,-1.0,2.003031e+25,-3.067201
3.067201,-11.317743,400,-23.870028,840212800.0,88.38745546340942,999.0,999,491.20532,1.185808e-17,69930,1.5,0.14999999,6.2033376e-07,1.5852808e+24,,,-22.418612,-2.0172188,-2.6672223,-10.0,30.85928,,7.0172186,70,-7.0558805,inf,70,-1.0,2.0320608e+25,-3.067201
3.067201,-10.350649,400,-23.63659,173.35535,89.67165207862854,999.0,999,497.30243,1.2027462e-17,70929,1.5,0.14999999,6.029826e-07,1.5845507e+24,,,-7.1248217,-2.0042593,-1.0970955,-10.0,30.85928,,7.004259,71,-7.0700655,inf,71,-1.0,2.0610948e+25,-3.067201
3.067201,-13.847017,400,-23.407156,670.0487,90.92621445655823,999.0,999,504.11627,1.2196891e-17,71928,1.5,0.14999999,5.863494e-07,1.5838269e+24,,,-6.9488735,-2.001615,-1.8138735,-10.0,30.85928,,7.001615,72,-7.0840516,inf,72,-1.0,2.0901212e+25,-3.067201
3.067201,-9.315624,400,-23.904575,4.4964538e+24,92.26770997047424,999.0,999,510.5912,1.2366299e-17,72927,1.5,0.14999999,5.703951e-07,1.6447081e+24,,,-59.5525,-1.9943998,-1.4748943,-10.0,30.85928,,6.9944,73,-7.097845,inf,73,-1.0,2.119152e+25,-3.067201
3.067201,-11.573231,400,-24.381342,1.6042519e+25,93.47419595718384,999.0,999,517.41394,1.253567e-17,73926,1.5,0.14999999,5.550832e-07,1.8607937e+24,,,-59.007736,-1.9920803,-1.822767,-10.0,30.85928,,6.99208,74,-7.1114507,inf,74,-1.0,2.1481845e+25,-3.067201
3.067201,-12.312995,400,-24.155296,820.74286,94.78881216049194,999.0,999,524.0843,1.2705082e-17,74925,1.5,0.14999999,5.4037963e-07,1.8588282e+24,,,-7.2451606,-1.9877906,-1.6703426,-10.0,30.85928,,6.9877906,75,-7.1248736,inf,75,-1.0,2.1772076e+25,-3.067201
3.067201,-14.377519,400,-24.225904,1925519100000.0,96.06449460983276,999.0,999,531.3786,1.2874476e-17,75924,1.5,0.14999999,5.262527e-07,1.8568926e+24,,,-29.340887,-1.9918237,-2.2942975,-10.0,30.85928,,6.9918237,76,-7.1381187,inf,76,-1.0,2.206244e+25,-3.067201
3.067201,-10.213166,400,-24.687693,1.7356415e+24,97.31613159179688,999.0,999,537.7511,1.3043888e-17,76923,1.5,0.14999999,5.126726e-07,1.8775141e+24,,,-59.605846,-1.9837809,-1.3725284,-10.0,30.85928,,6.983781,77,-7.1511908,inf,77,-1.0,2.2352671e+25,-3.067201
3.067201,-11.771013,400,-24.466244,482.5009,98.65738439559937,999.0,999,544.11975,1.32132615e-17,77922,1.5,0.14999999,4.9961136e-07,1.8756198e+24,,,-7.2260485,-1.9758939,-1.3686186,-10.0,30.85928,,6.975894,78,-7.1640944,inf,78,-1.0,2.2643005e+25,-3.067201
3.067201,-7.595904,400,-24.274519,5293.6416,99.91373658180237,999.0,999,551.24316,1.33826904e-17,78921,1.5,0.14999999,4.8704305e-07,1.873743e+24,,,-9.133848,-1.9777616,-2.1234426,-10.0,30.85928,,6.9777617,79,-7.176833,inf,79,-1.0,2.293326e+25,-3.067201
3.067201,-9.2764015,400,-24.718933,1.7412519e+24,101.26530075073242,999.0,999,558.69073,1.3552068e-17,79920,1.5,0.14999999,4.7494302e-07,1.8936563e+24,,,-59.64407,-1.9836342,-2.4475567,-10.0,30.85928,,6.983634,80,-7.189412,inf,80,-1.0,2.3223602e+25,-3.067201
3.067201,-12.538041,400,-25.15171,2.7569872e+25,102.57899641990662,999.0,999,565.48615,1.3721495e-17,80919,1.5,0.14999999,4.6328847e-07,2.2321895e+24,,,-59.58003,-1.9813105,-1.7954164,-10.0,30.85928,,6.9813104,81,-7.2018347,inf,81,-1.0,2.7569872e+25,-3.067201
3.067201,-10.279806,400,-25.568842,1.3032876e+25,103.91584420204163,999.0,999,572.02686,1.3890869e-17,81918,1.5,0.14999999,4.5205766e-07,2.3890025e+24,,,-59.153526,-1.9759369,-1.5406768,-10.0,30.85928,,6.975937,82,-7.2141047,inf,82,-1.0,2.7884645e+25,-3.067201
3.067201,-10.159831,400,-25.386042,16546.283,105.28654098510742,999.0,999,578.9552,1.4060294e-17,82917,1.5,0.14999999,4.4123027e-07,2.386106e+24,,,-10.1889925,-1.9753639,-1.9283603,-10.0,30.85928,,6.9753637,83,-7.226226,inf,83,-1.0,2.8198708e+25,-3.067201
3.067201,-9.216753,400,-25.20166,7119.6445,106.62920188903809,999.0,999,585.4407,1.4229669e-17,83916,1.5,0.14999999,4.307873e-07,2.3832421e+24,,,-9.693091,-1.969532,-1.485503,-10.0,30.85928,,6.969532,84,-7.238202,inf,84,-1.0,2.8512281e+25,-3.067201
3.067201,-14.178253,400,-25.609943,2.9694828e+25,107.91530060768127,999.0,999,592.2339,1.4399107e-17,84915,1.5,0.14999999,4.2071085e-07,2.729753e+24,,,-59.703274,-1.9674575,-1.7931968,-10.0,30.85928,,6.967458,85,-7.2500367,inf,85,-1.0,2.9694828e+25,-3.067201
3.067201,-11.744583,400,-26.008991,6.568534e+24,109.20913648605347,999.0,999,599.19745,1.4568505e-17,85914,1.5,0.14999999,4.1098372e-07,2.8033108e+24,,,-59.71639,-1.967412,-1.9635512,-10.0,30.85928,,6.967412,86,-7.2617326,inf,86,-1.0,3.00436e+25,-3.067201
