AvgEpLen,ReturnLastEpisode,DenMISELogFirst,NumTrainableParams,ReturnAbsMax,GridSize,DenMISELogLast,Regret,IWFirstEpisode,MinEpLen,ReturnMean,NumTrajectories,ActionIn1,IWMax,Delta,Iteration,ReturnMax,IWMin,MountainCar_mu1_higher,MountainCar_std0_higher,TimeElapsed,MountainCar_std1_higher,DenMISEMeanLog,TimestepsSoFar,MountainCar_mu0_higher,Regret/t,IWLastEpisode,IWMean,ReturnStepMax,Bound,ReturnMin
999.0,-2.026917,-8.283783,,2.5696642,400,-26.075445,151.66739,2.4494995e-11,999,-1.8939719,22,-9.367619,5.709606e+24,6.2802383e-06,22,,,-10.0,0.14999999,25.600653409957886,1.5,-23.194227,21978,-1.0,6.893972,107452050000.0,8.730522e+23,25.834408,inf,-2.5696642
999.0,-1.2288883,-8.328235,,2.5696642,400,-43.62138,157.89627,2.5608427e-11,999,-1.8650552,23,-10.299695,5.969139e+24,5.7460034e-06,23,,,-10.0,0.14999999,26.964662075042725,1.5,-24.093771,22977,-1.0,6.865055,1.3934265e+18,8.691347e+23,25.834408,inf,-2.5696642
999.0,-2.1750388,-8.370794,,2.5696642,400,-12.290469,165.0713,2.672181e-11,999,-1.8779712,24,-9.077817,6.2286734e+24,5.277145e-06,24,,,-10.0,0.14999999,28.270254373550415,1.5,-23.612387,23976,-1.0,6.877971,110097.68,8.653527e+23,25.834408,inf,-2.5696642
999.0,-2.075338,-8.411616,,2.5696642,400,-58.48092,172.14664,2.7835248e-11,999,-1.8858658,25,-10.110823,6.75384e+24,4.8634165e-06,25,,,-10.0,0.14999999,29.61320734024048,1.5,-25.016687,24975,-1.0,6.8858657,6.75384e+24,1.1318528e+24,25.834408,inf,-2.5696642
999.0,-1.7345244,-8.450837,,2.5696642,400,-14.004498,178.88116,2.8948604e-11,999,-1.8800449,26,-12.964651,7.0239806e+24,4.4965022e-06,26,,,-10.0,0.14999999,30.81078004837036,1.5,-24.603512,25974,-1.0,6.880045,698523.56,1.1283206e+24,25.834408,inf,-2.5696642
999.0,-2.2298503,-8.488577,,2.5696642,400,-58.55788,186.11102,3.0062022e-11,999,-1.8930007,27,-11.130139,7.2941504e+24,4.1695957e-06,27,,,-10.0,0.14999999,32.07921600341797,1.5,-25.870659,26973,-1.0,6.8930006,6.620481e+24,1.3701119e+24,25.834408,inf,-2.5696642
999.0,-1.4458579,-8.524945,,2.5696642,400,-0.19645643,192.55688,3.1175423e-11,999,-1.8770313,28,-8.398048,7.564288e+24,3.8770854e-06,28,,,-10.0,0.14999999,33.40424108505249,1.5,-24.963945,27972,-1.0,6.8770313,0.53675437,1.366806e+24,25.834408,inf,-2.5696642
999.0,-1.7817719,-8.560037,,2.5696642,400,-58.629337,199.33865,3.2288835e-11,999,-1.8737465,29,-9.926611,7.8344423e+24,3.6143113e-06,29,,,-10.0,0.14999999,34.69060778617859,1.5,-26.13432,28971,-1.0,6.8737464,4.6191789e+24,1.5228908e+24,25.834408,inf,-2.5696642
999.0,-1.8667463,-8.593938,,2.5696642,400,-23.566837,206.2054,3.3402232e-11,999,-1.8735133,30,-10.806455,8.1045926e+24,3.377373e-06,30,,,-10.0,0.14999999,35.95702075958252,1.5,-26.058756,29970,-1.0,6.873513,9415238000.0,1.5197934e+24,25.834408,inf,-2.5696642
999.0,-1.9800817,-8.626728,,2.5696642,400,0.7151784,213.18549,3.4515685e-11,999,-1.8769509,31,-10.953077,8.3747567e+24,3.162992e-06,31,,,-10.0,0.14999999,37.284175157547,1.5,-25.204441,30969,-1.0,6.8769507,0.3318175,1.5167946e+24,25.834408,inf,-2.5696642
999.0,-1.269474,-8.658476,,2.5696642,400,0.5225192,219.45496,3.5629062e-11,999,-1.8579673,32,-10.15752,8.644919e+24,2.9683938e-06,32,,,-10.0,0.14999999,38.52199339866638,1.5,-24.40923,31968,-1.0,6.8579674,0.17229539,1.5138862e+24,25.834408,inf,-2.5696642
999.0,-1.6551287,-8.689248,,2.5696642,400,-11.467767,226.11008,3.6742456e-11,999,-1.8518206,33,-12.66958,8.915052e+24,2.7912172e-06,33,,,-10.0,0.14999999,39.80884003639221,1.5,-24.025278,32967,-1.0,6.8518205,53218.133,1.5110611e+24,25.834408,inf,-2.5696642
999.0,-1.2343081,-8.719101,,2.5696642,400,-58.788403,232.34439,3.78559e-11,999,-1.8336585,34,-9.761481,9.185213e+24,2.6294422e-06,34,,,-10.0,0.14999999,41.1970112323761,1.5,-25.055445,33966,-1.0,6.833658,3.5119822e+24,1.6116175e+24,25.834408,inf,-2.5696642
999.0,-1.781392,-8.748089,,2.5696642,400,-30.586678,239.12578,3.896932e-11,999,-1.8321651,35,-10.90095,9.45537e+24,2.481335e-06,35,,,-10.0,0.14999999,42.56765866279602,1.5,-25.2216,34965,-1.0,6.8321652,9635385000000.0,1.6089593e+24,25.834408,inf,-2.5696642
999.0,-2.0822773,-8.776259,,2.5696642,400,1.1989917,246.20805,4.0082757e-11,999,-1.8391126,36,-11.537681,9.725529e+24,2.3453977e-06,36,,,-10.0,0.14999999,43.878103494644165,1.5,-24.495358,35964,-1.0,6.8391128,0.1908919,1.6063782e+24,25.834408,inf,-2.5696642
999.0,-2.428155,-8.8036585,,2.5696642,400,-1.6979092,253.63622,4.1196088e-11,999,-1.8550328,37,-13.25039,9.995665e+24,2.2203328e-06,37,,,-10.0,0.14999999,45.15702843666077,1.5,-23.886448,36963,-1.0,6.855033,1.9399695,1.6038663e+24,25.834408,inf,-2.5696642
999.0,-2.3618922,-8.830327,,2.5696642,400,-58.899628,260.9981,4.230951e-11,999,-1.8683712,38,-12.040315,1.0265821e+25,2.1050107e-06,38,,,-10.0,0.14999999,46.3861939907074,1.5,-24.814695,37962,-1.0,6.868371,5.936372e+24,1.7576483e+24,25.834408,inf,-2.5696642
999.0,-2.3338733,-8.856302,,2.5696642,400,-16.280916,268.33197,4.342295e-11,999,-1.8803071,39,-11.004662,1.0536002e+25,1.9984454e-06,39,,,-10.0,0.14999999,47.661715030670166,1.5,-24.603056,38961,-1.0,6.880307,4311088.5,1.7552789e+24,25.834408,inf,-2.5696642
999.0,-2.3588862,-8.881619,,2.5696642,400,0.9319661,275.69086,4.4536288e-11,999,-1.8922716,40,-10.394383,1.0806118e+25,1.8997721e-06,40,,,-10.0,0.14999999,48.96335244178772,1.5,-23.97149,39960,-1.0,6.8922715,0.16561377,1.7529679e+24,25.834408,inf,-2.5696642
999.0,-1.7871512,-8.906313,,2.5696642,400,-5.5387564,282.47803,4.564978e-11,999,-1.8897076,41,-10.326665,1.107627e+25,1.8082306e-06,41,,,-10.0,0.14999999,50.27502226829529,1.5,-23.528383,40959,-1.0,6.8897076,164.42862,1.7507223e+24,25.834408,inf,-2.5696642
999.0,-1.1748614,-8.93041,,2.5696642,400,-3.548467,288.6529,4.6763184e-11,999,-1.8726876,42,-9.223459,1.1346422e+25,1.7231492e-06,42,,,-10.0,0.14999999,51.66183853149414,1.5,-23.058826,41958,-1.0,6.8726873,6.778059,1.748536e+24,25.834408,inf,-2.5696642
999.0,-1.7664733,-8.95394,,2.5696642,400,-59.021587,295.41934,4.7876612e-11,999,-1.8702174,43,-9.822995,1.5050157e+25,1.6439349e-06,43,,,-10.0,0.14999999,52.99030923843384,1.5,-23.901037,42957,-1.0,6.8702173,1.5050157e+25,2.0964141e+24,25.834408,inf,-2.5696642
999.0,-1.7655303,-8.97693,,2.5696642,400,-27.127094,302.18488,4.898992e-11,999,-1.867838,44,-11.1308365,1.539954e+25,1.5700596e-06,44,,,-10.0,0.14999999,54.380966663360596,1.5,-23.980482,43956,-1.0,6.867838,311575250000.0,2.0943233e+24,25.834408,inf,-2.5696642
999.0,-1.9326544,-8.999403,,2.5696642,400,1.6613779,309.11755,5.0103397e-11,999,-1.8692787,45,-12.472736,1.5748922e+25,1.5010545e-06,45,,,-10.0,0.14999999,55.707276821136475,1.5,-23.416515,44955,-1.0,6.869279,0.13247676,2.0922918e+24,25.834408,inf,-2.5696642
999.0,-2.5182586,-9.021381,,2.5696642,400,-34.82283,316.6358,5.121678e-11,999,-1.8833869,46,-10.594964,1.6098244e+25,1.4365008e-06,46,,,-10.0,0.14999999,57.036747455596924,1.5,-23.67007,45954,-1.0,6.8833866,263504980000000.0,2.0903052e+24,25.834408,inf,-2.5696642
999.0,-1.379389,-9.042888,,2.5696642,400,0.051521745,323.0152,5.2330244e-11,999,-1.8726635,47,-11.330621,1.6447533e+25,1.3760232e-06,47,,,-10.0,0.14999999,58.347700357437134,1.5,-23.170706,46953,-1.0,6.8726635,0.36058527,2.088371e+24,25.834408,inf,-2.5696642
999.0,-2.2723112,-9.063941,,2.5696642,400,0.65007955,330.28748,5.3443645e-11,999,-1.8809894,48,-9.495524,1.6796837e+25,1.3192863e-06,48,,,-10.0,0.14999999,59.614951372146606,1.5,-22.679564,47952,-1.0,6.8809896,0.2578711,2.0864834e+24,25.834408,inf,-2.5696642
999.0,-1.6430694,-9.08456,,2.5696642,400,-43.282383,336.93057,5.455701e-11,999,-1.8761339,49,-9.777114,1.7146103e+25,1.2659872e-06,49,,,-10.0,0.14999999,60.82952904701233,1.5,-23.104939,48951,-1.0,6.876134,2.4490778e+18,2.0846395e+24,25.834408,inf,-2.5696642
999.0,-1.1828569,-9.104763,,2.5696642,400,-20.954954,343.1134,5.5670416e-11,999,-1.8622683,50,-13.156581,1.7495356e+25,1.2158541e-06,50,,,-10.0,0.14999999,62.06386637687683,1.5,-23.06665,49950,-1.0,6.8622684,208966060.0,2.0828403e+24,25.834408,inf,-2.5696642
999.0,-2.6559846,-9.124566,,2.6559846,400,-59.193867,350.7694,5.6783793e-11,999,-1.8778316,51,-12.772734,1.7844572e+25,1.168641e-06,51,,,-10.0,0.14999999,63.402299642562866,1.5,-23.77955,50949,-1.0,6.8778315,4.908545e+24,2.1773293e+24,26.49855,inf,-2.6559846
999.0,-1.4649407,-9.143984,,2.6559846,400,-59.213287,357.23434,5.7897236e-11,999,-1.8698913,52,-10.935632,1.8193748e+25,1.1241256e-06,52,,,-10.0,0.14999999,64.64933919906616,1.5,-24.465696,51948,-1.0,6.869891,1.0647638e+25,2.3803795e+24,26.49855,inf,-2.6559846
999.0,-1.554618,-9.163033,,2.6559846,400,1.6811283,363.78897,5.901067e-11,999,-1.8639427,53,-14.919636,1.8542894e+25,1.082106e-06,53,,,-10.0,0.14999999,65.91677188873291,1.5,-23.977272,52947,-1.0,6.8639426,0.10496794,2.3786999e+24,26.49855,inf,-2.6559846
999.0,-2.508536,-9.181725,,2.6559846,400,-59.251026,371.2975,6.012408e-11,999,-1.8758796,54,-13.524447,1.8891965e+25,1.0423989e-06,54,,,-10.0,0.14999999,67.16142749786377,1.5,-24.635218,53946,-1.0,6.87588,7.4849184e+23,2.3909211e+24,26.49855,inf,-2.6559846
999.0,-2.0715513,-9.200073,,2.6559846,400,-59.269375,378.36905,6.123746e-11,999,-1.8794372,55,-8.3819,1.9241075e+25,1.0048382e-06,55,,,-10.0,0.14999999,68.34339046478271,1.5,-25.269825,54945,-1.0,6.8794374,9.294265e+24,2.5583051e+24,26.49855,inf,-2.6559846
999.0,-1.8602008,-9.218092,,2.6559846,400,-59.287395,385.22925,6.235088e-11,999,-1.8790938,56,-9.752971,1.959013e+25,9.692714e-07,56,,,-10.0,0.14999999,69.57986855506897,1.5,-25.882324,55944,-1.0,6.8790936,8.688128e+24,2.7118873e+24,26.49855,inf,-2.6559846
999.0,-2.0249221,-9.235792,,2.6559846,400,-34.71869,392.25418,6.346433e-11,999,-1.8816524,57,-10.091196,1.9939208e+25,9.355603e-07,57,,,-10.0,0.14999999,70.89123034477234,1.5,-26.04253,56943,-1.0,6.8816524,569680700000000.0,2.7103496e+24,26.49855,inf,-2.6559846
999.0,-2.1059895,-9.253183,,2.6559846,400,-19.461845,399.36017,6.4577704e-11,999,-1.8855201,58,-11.465925,2.0288232e+25,9.035778e-07,58,,,-10.0,0.14999999,72.14819741249084,1.5,-25.93407,57942,-1.0,6.88552,145210850.0,2.7088565e+24,26.49855,inf,-2.6559846
999.0,-1.6009817,-9.270278,,2.6559846,400,-5.326715,405.96115,6.569119e-11,999,-1.8806975,59,-12.010906,2.0637147e+25,8.7320757e-07,59,,,-10.0,0.14999999,73.47561144828796,1.5,-25.589622,58941,-1.0,6.8806973,109.798416,2.707387e+24,26.49855,inf,-2.6559846
999.0,-2.4118104,-9.287085,,2.6559846,400,-14.425253,413.37296,6.68045e-11,999,-1.8895493,60,-10.807625,2.098614e+25,8.443433e-07,60,,,-10.0,0.14999999,74.76278614997864,1.5,-25.408215,59940,-1.0,6.8895493,586406.7,2.705953e+24,26.49855,inf,-2.6559846
999.0,-1.6002084,-9.303615,,2.6559846,400,1.523967,419.97318,6.791802e-11,999,-1.884806,61,-12.584228,2.133509e+25,8.168867e-07,61,,,-10.0,0.14999999,76.06542253494263,1.5,-24.971216,60939,-1.0,6.884806,0.13043845,2.7045472e+24,26.49855,inf,-2.6559846
999.0,-2.0302446,-9.319875,,2.6559846,400,-50.118313,427.00342,6.9031274e-11,999,-1.8871518,62,-8.508582,2.1683968e+25,7.90748e-07,62,,,-10.0,0.14999999,77.34294104576111,1.5,-25.381178,61938,-1.0,6.8871517,2.296867e+21,2.7032023e+24,26.49855,inf,-2.6559846
999.0,-1.71261,-9.3358755,,2.6559846,400,-59.405178,433.716,7.014484e-11,999,-1.8843813,63,-12.047432,2.2032835e+25,7.658441e-07,63,,,-10.0,0.14999999,78.63525414466858,1.5,-25.925467,62937,-1.0,6.8843813,1.1100889e+25,2.8780622e+24,26.49855,inf,-2.6559846
999.0,-1.6472703,-9.351624,,2.6559846,400,-25.986973,440.36328,7.125816e-11,999,-1.8806765,64,-12.28331,2.2381681e+25,7.4209845e-07,64,,,-10.0,0.14999999,79.89236378669739,1.5,-25.930767,63936,-1.0,6.8806763,92410634000.0,2.8767377e+24,26.49855,inf,-2.6559846
999.0,-1.3137475,-9.367127,,2.6559846,400,-46.790234,446.67703,7.237148e-11,999,-1.8719544,65,-12.135612,2.2730498e+25,7.194404e-07,65,,,-10.0,0.14999999,81.12654304504395,1.5,-26.255888,64935,-1.0,6.8719544,4.2540615e+19,2.8754398e+24,26.49855,inf,-2.6559846
999.0,-2.8870535,-9.382395,,2.8870535,400,-15.439818,454.5641,7.348495e-11,999,-1.8873348,66,-10.408689,2.3079293e+25,6.978043e-07,66,,,-10.0,0.14999999,82.35279583930969,1.5,-26.096085,65934,-1.0,6.887335,385776.06,2.874177e+24,29.141403,inf,-2.8870535
999.0,-1.9430072,-9.397433,,2.8870535,400,-6.4749756,461.50708,7.459847e-11,999,-1.8881656,67,-10.116409,2.342808e+25,6.771298e-07,67,,,-10.0,0.14999999,83.61682057380676,1.5,-25.807186,66933,-1.0,6.8881655,416.6671,2.872932e+24,29.141403,inf,-2.8870535
999.0,-1.3256265,-9.412248,,2.8870535,400,-9.749801,467.8327,7.571169e-11,999,-1.879893,68,-8.914988,2.3776783e+25,6.5736054e-07,68,,,-10.0,0.14999999,84.82076072692871,1.5,-25.574883,67932,-1.0,6.879893,5238.2896,2.871705e+24,29.141403,inf,-2.8870535
999.0,-2.0623546,-9.4268465,,2.8870535,400,-59.496147,474.89508,7.6825095e-11,999,-1.8825374,69,-7.451024,2.4125521e+25,6.3844476e-07,69,,,-10.0,0.14999999,86.08191323280334,1.5,-26.07022,68931,-1.0,6.8825374,1.6901799e+25,3.1154628e+24,29.141403,inf,-2.8870535
999.0,-1.9064343,-9.441236,,2.8870535,400,-59.510536,481.8015,7.793853e-11,999,-1.8828788,70,-11.910731,2.4474149e+25,6.2033376e-07,70,,,-10.0,0.14999999,87.3005678653717,1.5,-26.551765,69930,-1.0,6.882879,2.9778982e+24,3.1568305e+24,29.141403,inf,-2.8870535
999.0,-2.2699716,-9.4554205,,2.8870535,400,-12.038254,489.07147,7.905211e-11,999,-1.8883308,71,-11.906409,2.4822887e+25,6.029826e-07,71,,,-10.0,0.14999999,88.58189368247986,1.5,-26.351267,70929,-1.0,6.888331,72552.74,3.155685e+24,29.141403,inf,-2.8870535
999.0,-2.0924456,-9.469406,,2.8870535,400,-13.583562,496.16394,8.0165395e-11,999,-1.8911659,72,-12.040258,2.5171505e+25,5.863494e-07,72,,,-10.0,0.14999999,89.84467911720276,1.5,-26.177746,71928,-1.0,6.8911657,426011.3,3.1545512e+24,29.141403,inf,-2.8870535
999.0,-2.4125574,-9.4832,,2.8870535,400,-15.507821,503.57648,8.127886e-11,999,-1.8983082,73,-11.374581,2.5520054e+25,5.703951e-07,73,,,-10.0,0.14999999,91.0870292186737,1.5,-26.035286,72927,-1.0,6.8983083,1699823.5,3.153443e+24,29.141403,inf,-2.8870535
999.0,-2.1837127,-9.496805,,2.8870535,400,-0.072903946,510.7602,8.239222e-11,999,-1.9021648,74,-11.924782,2.5868593e+25,5.550832e-07,74,,,-10.0,0.14999999,92.4022490978241,1.5,-25.688047,73926,-1.0,6.902165,0.6338707,3.1523572e+24,29.141403,inf,-2.8870535
999.0,-2.4668844,-9.510228,,2.8870535,400,-11.020953,518.22705,8.350554e-11,999,-1.9096944,75,-10.737549,2.6217193e+25,5.4037963e-07,75,,,-10.0,0.14999999,93.59590601921082,1.5,-25.495989,74925,-1.0,6.9096947,18138.168,3.1512815e+24,29.141403,inf,-2.8870535
999.0,-2.1414645,-9.523474,,2.8870535,400,-0.923982,525.3685,8.461906e-11,999,-1.912744,76,-14.048175,2.6565726e+25,5.262527e-07,76,,,-10.0,0.14999999,94.90528726577759,1.5,-25.176086,75924,-1.0,6.912744,1.4703212,3.150239e+24,29.141403,inf,-2.8870535
999.0,-1.275887,-9.536546,,2.8870535,400,-59.605846,531.6444,8.573238e-11,999,-1.9044732,77,-9.544501,2.6914169e+25,5.126726e-07,77,,,-10.0,0.14999999,96.16650748252869,1.5,-25.62655,76923,-1.0,6.9044733,1.741119e+24,3.1718127e+24,29.141403,inf,-2.8870535
999.0,-1.9616698,-9.549449,,2.8870535,400,-47.00613,538.6061,8.684594e-11,999,-1.9052066,78,-9.246506,2.7262607e+25,4.9961136e-07,78,,,-10.0,0.14999999,97.51753115653992,1.5,-25.90405,77922,-1.0,6.9052067,1.1062518e+20,3.1708057e+24,29.141403,inf,-2.8870535
999.0,-1.5961261,-9.562188,,2.8870535,400,-58.648987,545.2023,8.7959195e-11,999,-1.9012942,79,-12.668831,2.761113e+25,4.8704305e-07,79,,,-10.0,0.14999999,98.85668587684631,1.5,-26.321863,78921,-1.0,6.901294,9.164668e+24,3.2858156e+24,29.141403,inf,-2.8870535
999.0,-1.3039794,-9.574767,,2.8870535,400,-59.64407,551.5062,8.907279e-11,999,-1.8938277,80,-12.503333,2.7959522e+25,4.7494302e-07,80,,,-10.0,0.14999999,100.10770750045776,1.5,-26.741684,79920,-1.0,6.8938274,1.2458184e+25,3.4396468e+24,29.141403,inf,-2.8870535
999.0,-2.4045334,-9.58719,,2.8870535,400,-38.263912,558.91077,9.018603e-11,999,-1.9001325,81,-12.303098,2.8307885e+25,4.6328847e-07,81,,,-10.0,0.14999999,101.46323323249817,1.5,-26.887297,80919,-1.0,6.9001327,1.0481395e+16,3.4377727e+24,29.141403,inf,-2.8870535
999.0,-2.3777354,-9.59946,,2.8870535,400,-27.614979,566.28845,9.12996e-11,999,-1.9059571,82,-11.530447,2.8656214e+25,4.5205766e-07,82,,,-10.0,0.14999999,102.78044581413269,1.5,-26.899456,81918,-1.0,6.905957,292683900000.0,3.435938e+24,29.141403,inf,-2.8870535
999.0,-2.4972758,-9.611581,,2.8870535,400,-1.4429815,573.78577,9.241282e-11,999,-1.9130815,83,-10.520912,2.9004514e+25,4.4123027e-07,83,,,-10.0,0.14999999,104.13733839988708,1.5,-26.595957,82917,-1.0,6.9130816,1.3234389,3.434123e+24,29.141403,inf,-2.8870535
999.0,-2.3490505,-9.623557,,2.8870535,400,-7.13877,581.1348,9.352641e-11,999,-1.9182715,84,-11.117906,2.9352904e+25,4.307873e-07,84,,,-10.0,0.14999999,105.42620873451233,1.5,-26.367447,83916,-1.0,6.9182715,516.19434,3.4323502e+24,29.141403,inf,-2.8870535
999.0,-1.975868,-9.635391,,2.8870535,400,1.766868,588.1107,9.46397e-11,999,-1.9189492,85,-13.373806,2.9701172e+25,4.2071085e-07,85,,,-10.0,0.14999999,106.76263499259949,1.5,-26.039505,84915,-1.0,6.918949,0.11723809,3.430595e+24,29.141403,inf,-2.8870535
999.0,-1.5573561,-9.647088,,2.8870535,400,-59.71639,594.668,9.575309e-11,999,-1.9147445,86,-11.734943,3.004933e+25,4.1098372e-07,86,,,-10.0,0.14999999,108.00140929222107,1.5,-26.434076,85914,-1.0,6.9147444,1.2852423e+25,3.5783173e+24,29.141403,inf,-2.8870535
