IWLastEpisode,ReturnMean,TimeElapsed,Iteration,MinEpLen,ActionIn1,ReturnLastEpisode,Delta,IWMin,MountainCar_std1_higher,ReturnMax,MountainCar_std0_higher,IWMean,TimestepsSoFar,ReturnAbsMax,ReturnStepMax,NumTrajectories,AvgEpLen,MountainCar_mu1_higher,Regret/t,IWMax,Bound,DenMISELogLast,DenMISELogFirst,NumTrainableParams,ReturnMin,IWFirstEpisode,MountainCar_mu0_higher,DenMISEMeanLog,Regret,GridSize
,-1.0578741,7618.903828859329,1802,245,0.017766118,-1.3187907,9.360779e-10,,0.14999999,8.115148,0.14999999,1.0730242,1643135,13.593301,144.20976,1802,911.8396226415094,-0.5263158,6.057874,134.3985,32.91506,-2.8566227,-4.726507,,-13.593301,0.000106005304,0.7894737,-3.4301302,10916.289,400
,-1.0587332,7626.182865858078,1803,245,1.2154115,-2.6069598,9.350397e-10,,0.14999999,8.115148,0.14999999,0.96915096,1644134,13.593301,144.20976,1803,911.8879645036051,1.5789474,6.058733,119.84338,32.8926,-4.4142346,-4.727062,,-13.593301,5.287165e-32,-0.57894737,-3.430651,10923.896,400
,-1.0585471,7633.1100018024445,1804,245,-7.908418,-0.72301507,9.340034e-10,,0.14999999,8.115148,0.14999999,0.93378097,1645133,13.593301,144.20976,1804,911.9362527716186,-8.947369,6.058547,243.86829,32.867317,-3.6917818,-4.727617,,-13.593301,,1.0,-3.4308257,10929.619,400
,-1.0619212,7641.078049898148,1805,245,-6.349799,-7.148879,9.329688e-10,,0.14999999,8.115148,0.14999999,1.1873971,1646132,13.593301,144.20976,1805,911.984487534626,-6.8421054,6.061921,122.50329,32.861538,-4.9227457,-4.728171,,-13.593301,,0.47368422,-3.4317105,10941.768,400
,-1.0616994,7647.76765370369,1806,245,1.7712741,-0.661455,9.319359e-10,,0.14999999,8.115148,0.14999999,1.1243169,1647131,13.593301,144.20976,1806,912.0326688815061,2.631579,6.0616994,216.6882,32.862152,-2.8134387,-4.7287245,,-13.593301,,-1.0,-3.4312813,10947.43,400
,-1.0620006,7655.841365337372,1807,245,1.5830456,-1.6059462,9.309047e-10,,0.14999999,8.115148,0.14999999,0.9978139,1648130,13.593301,144.20976,1807,912.0807969009408,0.5263158,6.0620008,137.03307,32.85717,-2.9074616,-4.729278,,-13.593301,5.9223395e-09,0.7894737,-3.4309468,10954.035,400
,-1.0644811,7663.228492975235,1808,245,-7.5884686,-5.546715,9.2987523e-10,,0.14999999,8.115148,0.14999999,1.2010671,1649129,13.593301,144.20976,1808,912.128871681416,-6.8421054,6.0644813,123.9384,32.85481,-3.5275316,-4.729831,,-13.593301,,-0.68421054,-3.4310157,10964.582,400
1.1903053e-37,-1.0644088,7670.870824813843,1809,245,-9.595378,-0.9333891,9.2884744e-10,,0.14999999,8.115148,0.14999999,1.2221749,1650128,13.593301,144.20976,1809,912.1768933112216,-8.947369,6.064409,124.00632,32.85265,-2.9899821,-4.7303843,,-13.593301,,-0.68421054,-3.4306777,10970.516,400
,-1.064128,7678.0755734443665,1810,245,4.914632,-0.5565203,9.278214e-10,,0.14999999,8.115148,0.14999999,0.89326036,1651127,13.593301,144.20976,1810,912.224861878453,4.736842,6.064128,116.037056,32.826767,-3.2624927,-4.730937,,-13.593301,,-0.05263158,-3.430479,10976.072,400
,-1.0635579,7686.4330089092255,1811,245,-0.29350868,-0.03142012,9.2679703e-10,,0.14999999,8.115148,0.14999999,1.0296216,1652126,13.593301,144.20976,1811,912.2727774710105,-0.5263158,6.0635576,114.37363,32.815784,-2.91858,-4.731489,,-13.593301,79.54442,-0.05263158,-3.4302657,10981.104,400
,-1.0629714,7693.856744766235,1812,245,7.269264,-0.00074810267,9.2577435e-10,,0.14999999,8.115148,0.14999999,1.0321627,1653125,13.593301,144.20976,1812,912.3206401766005,7.894737,6.062971,109.764435,32.81345,-3.7409124,-4.689056,,-13.593301,,-0.15789473,-3.4304323,10986.104,400
,-1.0624833,7701.10111284256,1813,245,1.512152,-0.17836036,9.2475333e-10,,0.14999999,8.115148,0.14999999,0.951711,1653939,13.593301,144.20976,1813,912.2664092664093,1.5789474,6.0624833,116.33024,32.813053,-5.2210903,-4.6896076,,-13.593301,9.707439e-29,-0.05263158,-3.4314148,10991.282,400
,-1.0618992,7708.590460062027,1814,245,3.6445358,-0.0026573602,9.23734e-10,,0.14999999,8.115148,0.14999999,1.1121198,1654938,13.593301,144.20976,1814,912.3142227122381,3.6842105,6.061899,116.433846,32.808792,-2.7841372,-4.690159,,-13.593301,,-0.05263158,-3.4310963,10996.285,400
,-1.0613511,7716.527316093445,1815,245,2.1703603,-0.06708269,9.2271646e-10,,0.14999999,8.115148,0.14999999,0.9814192,1655937,13.593301,144.20976,1815,912.3619834710744,1.5789474,6.061351,134.46056,32.809063,-3.0709991,-4.69071,,-13.593301,1.3015692e-34,0.7894737,-3.4308503,11001.353,400
,-1.0612514,7725.34032702446,1816,245,-3.7810714,-0.8803784,9.2170055e-10,,0.14999999,8.115148,0.14999999,0.95602196,1656936,13.593301,144.20976,1816,912.409691629956,-3.6842105,6.0612516,116.44989,32.80895,-2.9983358,-4.691261,,-13.593301,,-0.05263158,-3.4306355,11007.232,400
3.251192e-34,-1.0606784,7733.453551530838,1817,245,-5.79101,-0.020140333,9.206863e-10,,0.14999999,8.115148,0.14999999,1.1424013,1657935,13.593301,144.20976,1817,912.4573472757293,-5.7894735,6.0606785,116.80731,32.804943,-3.4889674,-4.691811,,-13.593301,,-0.05263158,-3.4307034,11012.253,400
,-1.0601076,7741.679773569107,1818,245,2.2975044,-0.022782158,9.196736e-10,,0.14999999,8.115148,0.14999999,0.93045914,1658934,13.593301,144.20976,1818,912.5049504950495,2.631579,6.0601077,113.36879,32.803905,-2.8951685,-4.6923614,,-13.593301,,-0.05263158,-3.430345,11017.275,400
,-1.0595822,7749.181422472,1819,245,-2.6712127,-0.10449444,9.1866276e-10,,0.14999999,8.115148,0.14999999,1.1551989,1659933,13.593301,144.20976,1819,912.5525013743816,-2.631579,6.059582,117.00371,32.801395,-3.153712,-4.6929116,,-13.593301,,0.05263158,-3.4302416,11022.38,400
,-1.059001,7756.729962587357,1820,245,-6.524718,-0.0017705783,9.1765356e-10,,0.14999999,8.115148,0.14999999,0.7891584,1660932,13.593301,144.20976,1820,912.6,-6.8421054,6.059001,114.9789,32.801716,-2.7585332,-4.693461,,-13.593301,,-0.05263158,-3.4298003,11027.382,400
1.03632e-28,-1.058425,7764.513055562973,1821,245,-4.2392235,-0.010196607,9.16646e-10,,0.14999999,8.115148,0.14999999,0.84232175,1661931,13.593301,144.20976,1821,912.6474464579901,-4.736842,6.058425,109.4198,32.79952,-4.9365544,-4.6940103,,-13.593301,,0.05263158,-3.4307518,11032.392,400
,-1.0579871,7773.312677383423,1822,245,0.5302741,-0.2606582,9.1563995e-10,,0.14999999,8.115148,0.14999999,1.1820343,1662930,13.593301,144.20976,1822,912.6948408342481,0.5263158,6.057987,113.94315,32.79935,-3.7081072,-4.694559,,-13.593301,0.0044151633,0.05263158,-3.430999,11037.652,400
,-1.0574429,7781.295169353485,1823,245,-8.708106,-0.06599675,9.146358e-10,,0.14999999,8.115148,0.14999999,0.83200663,1663929,13.593301,144.20976,1823,912.7421832144817,-8.947369,6.0574427,116.777245,32.79768,-3.2326505,-4.6951056,,-13.593301,,-0.05263158,-3.430805,11042.719,400
1.2393127e-07,-1.0568967,7790.227576971054,1824,245,-8.000539,-0.061015893,9.136331e-10,,0.14999999,8.115148,0.14999999,1.1051568,1664928,13.593301,144.20976,1824,912.7894736842105,-7.894737,6.0568967,114.58909,32.797157,-2.9416134,-4.695654,,-13.593301,,0.05263158,-3.4306374,11047.779,400
3.5499486e-38,-1.0563205,7798.205893278122,1825,245,-10.102934,-0.0053416598,9.126322e-10,,0.14999999,8.115148,0.14999999,0.90673375,1665927,13.593301,144.20976,1825,912.8367123287671,-10.0,6.0563207,115.84063,32.796513,-2.8940525,-4.6962023,,-13.593301,,0.05263158,-3.430299,11052.785,400
,-1.0557511,7805.3812046051025,1826,245,-5.1877255,-0.016650744,9.116328e-10,,0.14999999,8.115148,0.14999999,0.794907,1666926,13.593301,144.20976,1826,912.8838992332968,-5.7894735,6.055751,135.13133,32.789646,-2.783288,-4.6967497,,-13.593301,,0.7894737,-3.4300058,11057.802,400
,-1.0560256,7812.02104306221,1827,245,-2.906746,-1.5572456,9.106352e-10,,0.14999999,8.115148,0.14999999,0.885546,1667925,13.593301,144.20976,1827,912.9310344827586,-2.631579,6.0560255,120.41316,32.773384,-2.9076989,-4.6972976,,-13.593301,,-0.57894737,-3.429842,11064.359,400
,-1.055805,7819.678226232529,1828,245,7.9393806,-0.6527451,9.096391e-10,,0.14999999,8.115148,0.14999999,0.8955195,1668924,13.593301,144.20976,1828,912.9781181619256,7.894737,6.055805,109.38167,32.7647,-4.306143,-4.6978445,,-13.593301,,0.15789473,-3.430395,11070.012,400
,-1.0545641,7827.031308174133,1829,245,-8.903051,1.2137406,9.0864466e-10,,0.14999999,8.115148,0.14999999,1.267635,1669352,13.593301,144.20976,1829,912.712957900492,-7.894737,6.054564,203.77736,32.757046,-2.7122555,-4.6983914,,-13.593301,,-1.0,-3.4300697,11073.798,400
,-1.0550413,7834.741320133209,1830,245,9.718634,-1.9278502,9.076519e-10,,0.14999999,8.115148,0.14999999,1.0202842,1670351,13.593301,144.20976,1830,912.7601092896175,10.0,6.0550413,102.27751,32.7533,-3.0801125,-4.698938,,-13.593301,,-0.15789473,-3.4297605,11080.726,400
,-1.0528237,7841.807925462723,1831,245,-1.8175871,3.005547,9.066607e-10,,0.14999999,8.115148,0.14999999,0.9906085,1670691,13.593301,144.20976,1831,912.4472965592572,-1.5789474,6.0528235,115.140144,32.750065,-2.631191,-4.6994843,,-13.593301,3.3514209e-16,-0.15789473,-3.4293244,11082.72,400
,-1.0524404,7848.61124587059,1832,245,-6.612119,-0.35072118,9.056712e-10,,0.14999999,8.115148,0.14999999,1.3433698,1671690,13.593301,144.20976,1832,912.4945414847161,-5.7894735,6.0524406,126.47094,32.73634,-3.2546751,-4.7000303,,-13.593301,,-0.68421054,-3.429245,11088.07,400
,-1.0524969,7856.310207128525,1833,245,-0.36873978,-1.1561539,9.046833e-10,,0.14999999,8.115148,0.14999999,1.3149058,1672689,13.593301,144.20976,1833,912.5417348608838,-0.5263158,6.052497,124.985886,32.730366,-2.9479015,-4.700576,,-13.593301,0.66149753,0.47368422,-3.4288146,11094.227,400
,-1.0521278,7864.090985059738,1834,245,5.112369,-0.37548098,9.03697e-10,,0.14999999,8.115148,0.14999999,1.0114673,1673688,13.593301,144.20976,1834,912.5888767720829,5.7894735,6.052128,123.25451,32.70209,-3.581081,-4.700761,,-13.593301,,-0.7894737,-3.4287446,11099.603,400
,-1.0512862,7870.763787746429,1835,245,8.062517,0.49235564,9.027123e-10,,0.14999999,8.115148,0.14999999,1.1571677,1674096,13.593301,144.20976,1835,912.3138964577656,8.947369,6.051286,108.37717,32.68023,-2.8026655,-4.701306,,-13.593301,,-0.7894737,-3.42841,11104.11,400
,-1.0512486,7877.305678844452,1836,245,7.642395,-0.98212475,9.0172925e-10,,0.14999999,8.115148,0.14999999,0.95950145,1674660,13.593301,144.20976,1836,912.124183006536,6.8421054,6.0512486,136.87921,32.678055,-2.82494,-4.7018504,,-13.593301,,0.7894737,-3.4280088,11110.092,400
,-1.0524722,7886.249088764191,1837,245,-8.835151,-3.2992678,9.0074775e-10,,0.14999999,8.115148,0.14999999,0.9828715,1675659,13.593301,144.20976,1837,912.1714752313554,-10.0,6.052472,251.5614,32.656395,-2.9557097,-4.702395,,-13.593301,,1.0,-3.4277859,11118.392,400
,-1.0539575,7893.373349189758,1838,245,-3.1083984,-3.7822142,8.997679e-10,,0.14999999,8.115148,0.14999999,1.2134196,1676658,13.593301,144.20976,1838,912.2187159956475,-2.631579,6.0539575,116.71634,32.65659,-3.966609,-4.7029395,,-13.593301,,-0.2631579,-3.4281106,11127.174,400
,-1.0536733,7901.0914471149445,1839,245,3.4021602,-0.5313577,8.9878954e-10,,0.14999999,8.115148,0.14999999,1.0195646,1677657,13.593301,144.20976,1839,912.2659053833605,2.631579,6.0536733,136.32971,32.640495,-2.764251,-4.703483,,-13.593301,,0.7894737,-3.4276478,11132.705,400
,-1.0543547,7908.159769773483,1840,245,5.4579706,-2.307608,8.9781294e-10,,0.14999999,8.115148,0.14999999,1.0332679,1678656,13.593301,144.20976,1840,912.3130434782609,5.7894735,6.0543547,117.71177,32.632526,-2.8883555,-4.7040267,,-13.593301,,-0.47368422,-3.427359,11140.013,400
9.079491e-08,-1.0539432,7914.003716468811,1841,245,6.144921,-0.29674768,8.9683777e-10,,0.14999999,8.115148,0.14999999,0.6906419,1679323,13.593301,144.20976,1841,912.17979359044,6.8421054,6.053943,117.317116,32.60046,-2.9401777,-4.7045703,,-13.593301,,-0.57894737,-3.4270875,11145.31,400
,-1.0534118,7921.309605836868,1842,245,-0.40585667,-0.07530209,8.9586427e-10,,0.14999999,8.115148,0.14999999,0.89592904,1679799,13.593301,144.20976,1842,911.942996742671,0.5263158,6.053412,120.58646,32.5944,-2.8930182,-4.7051134,,-13.593301,2.7462467e-05,-0.47368422,-3.4269722,11150.385,400
,-1.0534109,7930.078033208847,1843,245,-10.182716,-1.0515095,8.948923e-10,,0.14999999,8.115148,0.14999999,0.93177956,1680798,13.593301,144.20976,1843,911.9902333152469,-10.0,6.053411,118.130455,32.574097,-3.957569,-4.705656,,-13.593301,,-0.36842105,-3.4273264,11156.437,400
,-1.0528573,7938.189219713211,1844,245,-5.3458757,-0.032683242,8.9392205e-10,,0.14999999,8.115148,0.14999999,0.98794353,1681797,13.593301,144.20976,1844,912.0374186550977,-4.736842,6.0528574,118.66023,32.561947,-2.8803103,-4.706198,,-13.593301,,-0.36842105,-3.4270766,11161.469,400
,-1.0525442,7945.372500419617,1845,245,-0.44147742,-0.47517052,8.9295327e-10,,0.14999999,8.115148,0.14999999,0.9259881,1682796,13.593301,144.20976,1845,912.0845528455285,-0.5263158,6.052544,115.513535,32.549824,-3.2914643,-4.7067404,,-13.593301,50.67761,0.15789473,-3.4270205,11166.944,400
,-1.051974,7952.485984325409,1846,245,-7.8949146,-6.1285435e-05,8.919861e-10,,0.14999999,8.115148,0.14999999,0.9428029,1683795,13.593301,144.20976,1846,912.1316359696641,-7.894737,6.0519743,118.90095,32.54323,-2.8714168,-4.6801853,,-13.593301,,-0.36842105,-3.42677,11171.944,400
,-1.0514272,7960.846859931946,1847,245,7.26916,-0.042030748,8.910205e-10,,0.14999999,8.115148,0.14999999,0.90198934,1684794,13.593301,144.20976,1847,912.1786681104494,7.894737,6.0514274,113.84209,32.53356,-2.9586105,-4.680727,,-13.593301,,-0.7894737,-3.4265585,11176.986,400
,-1.0504245,7968.0692050457,1848,245,-6.4054074,0.80194163,8.900565e-10,,0.14999999,8.115148,0.14999999,0.86637026,1685197,13.593301,144.20976,1848,911.9031385281386,-5.7894735,6.0504246,117.50921,32.52639,-2.7247665,-4.681268,,-13.593301,,-0.36842105,-3.4262416,11181.185,400
0.21174926,-1.0501226,7976.03644490242,1849,245,-6.2306137,-0.4925356,8.89094e-10,,0.14999999,8.115148,0.14999999,0.64291066,1686196,13.593301,144.20976,1849,911.9502433747972,-5.7894735,6.0501227,168.20236,32.509552,-3.2551475,-4.681809,,-13.593301,,-1.0,-3.4262307,11186.677,400
,-1.0503606,7983.182500600815,1850,245,9.665846,-1.4902508,8.8813307e-10,,0.14999999,8.115148,0.14999999,0.94579446,1687195,13.593301,144.20976,1850,911.9972972972973,10.0,6.0503607,100.33631,32.45935,-6.8254604,-4.6823497,,-13.593301,,-0.36842105,-3.4282691,11193.167,400
,-1.0463256,7989.710588216782,1851,245,6.6827574,6.418506,8.8717367e-10,,0.14999999,8.115148,0.14999999,1.2056094,1687458,13.593301,144.20976,1851,911.646677471637,6.8421054,6.0463257,113.45494,32.447437,-2.8297594,-4.6828904,,-13.593301,,-0.2631579,-3.4279833,11191.748,400
0.008401704,-1.0458556,7996.384089231491,1852,245,5.8259664,-0.17602427,8.8621577e-10,,0.14999999,8.115148,0.14999999,1.1000901,1688128,13.593301,144.20976,1852,911.5161987041037,6.8421054,6.0458555,187.46445,32.44554,-3.5103579,-4.68343,,-13.593301,,-1.0,-3.4279315,11196.925,400
4.0304054e-16,-1.0444129,8003.049908161163,1853,245,7.1342664,1.6274476,8.8525953e-10,,0.14999999,8.115148,0.14999999,0.93864864,1688455,13.593301,144.20976,1853,911.2007555315704,6.8421054,6.0444126,119.61245,32.422867,-2.9456224,-4.68397,,-13.593301,,0.36842105,-3.4276378,11200.297,400
,-1.0440732,8010.282732009888,1854,245,-8.246884,-0.4145441,8.8430485e-10,,0.14999999,8.115148,0.14999999,0.9415427,1689454,13.593301,144.20976,1854,911.2481121898597,-7.894737,6.044073,121.96095,32.399223,-2.8672485,-4.6845098,,-13.593301,,-0.68421054,-3.4273794,11205.712,400
,-1.0436454,8018.125373363495,1855,245,-0.5297507,-0.25048023,8.833518e-10,,0.14999999,8.115148,0.14999999,0.99808663,1690453,13.593301,144.20976,1855,911.2954177897574,-1.5789474,6.0436454,254.54881,32.399055,-2.7827992,-4.685049,,-13.593301,1.8498055e-25,1.0,-3.4270742,11210.962,400
3.9552739,-1.0464374,8025.39436173439,1856,245,-1.0255389,-6.225711,8.824002e-10,,0.14999999,8.115148,0.14999999,0.9824199,1691452,13.593301,144.20976,1856,911.3426724137931,-1.5789474,6.0464373,129.11156,32.415348,-3.800121,-4.685588,,-13.593301,2.2753835e-20,0.68421054,-3.4272988,11222.1875,400
,-1.0465614,8034.034041643143,1857,245,-9.450302,-1.2764329,8.8145e-10,,0.14999999,8.115148,0.14999999,0.9911627,1692451,13.593301,144.20976,1857,911.3898761443188,-10.0,6.0465612,119.33717,32.39448,-2.8733099,-4.686126,,-13.593301,,0.36842105,-3.427021,11228.465,400
,-1.0462818,8042.648317098618,1858,245,10.380866,-0.52737117,8.8050156e-10,,0.14999999,8.115148,0.14999999,0.8991845,1693450,13.593301,144.20976,1858,911.4370290635092,10.0,6.046282,99.84549,32.389923,-3.1834567,-4.6866646,,-13.593301,,0.05263158,-3.4269059,11233.992,400
,-1.0450591,8049.559974431992,1859,245,-10.456682,1.2267201,8.7955454e-10,,0.14999999,8.115148,0.14999999,0.9608419,1693882,13.593301,144.20976,1859,911.1791285637439,-10.0,6.045059,123.07826,32.380795,-4.1345983,-4.687203,,-13.593301,,-0.68421054,-3.4273496,11237.765,400
,-1.0447137,8056.46070599556,1860,245,9.14356,-0.40257263,8.7860896e-10,,0.14999999,8.115148,0.14999999,1.0082725,1694881,13.593301,144.20976,1860,911.2263440860215,10.0,6.044714,101.40593,32.377754,-2.8007364,-4.687741,,-13.593301,,-0.57894737,-3.4270453,11243.168,400
81.96243,-1.0429803,8063.4070956707,1861,245,9.124782,2.1812518,8.7766505e-10,,0.14999999,8.115148,0.14999999,1.144207,1695205,13.593301,144.20976,1861,910.9108006448146,10.0,6.04298,175.85254,32.46723,-2.7706347,-4.688278,,-13.593301,,-1.0,-3.4266984,11245.986,400
,-1.0425925,8071.158729791641,1862,245,-1.8468441,-0.3211138,8.767226e-10,,0.14999999,8.115148,0.14999999,1.020172,1695649,13.593301,144.20976,1862,910.6600429645542,-2.631579,6.0425925,151.97333,32.370045,-2.7438986,-4.688815,,-13.593301,,0.8947368,-3.426275,11251.308,400
,-1.0439713,8079.16832447052,1863,245,4.1993394,-3.6110382,8.757816e-10,,0.14999999,8.115148,0.14999999,1.1008819,1696648,13.593301,144.20976,1863,910.7074610842727,4.736842,6.043971,124.73833,32.364964,-3.4997728,-4.689352,,-13.593301,,-0.7894737,-3.4263196,11259.918,400
,-1.0436671,8085.649903297424,1864,245,8.902092,-0.47703594,8.748422e-10,,0.14999999,8.115148,0.14999999,1.2628479,1697367,13.593301,144.20976,1864,910.6046137339056,7.894737,6.043667,148.31992,32.357704,-2.9042928,-4.689889,,-13.593301,,0.7894737,-3.4260004,11265.3955,400
,-1.0448005,8094.623732328415,1865,245,-3.2752135,-3.1573408,8.739043e-10,,0.14999999,8.115148,0.14999999,1.0128448,1698366,13.593301,144.20976,1865,910.6520107238606,-3.6842105,6.0448008,120.53886,32.357353,-4.0244017,-4.6904254,,-13.593301,,0.36842105,-3.426201,11273.553,400
,-1.0444424,8102.894114971161,1866,245,7.501415,-0.3766776,8.729678e-10,,0.14999999,8.115148,0.14999999,1.117598,1699365,13.593301,144.20976,1866,910.6993569131832,7.894737,6.044442,111.19598,32.349483,-2.8604395,-4.6909614,,-13.593301,,-0.36842105,-3.4259028,11278.93,400
,-1.0424623,8108.983101844788,1867,245,10.243065,2.6524494,8.7203295e-10,,0.14999999,8.115148,0.14999999,1.1573902,1699702,13.593301,144.20976,1867,910.392072844135,10.0,6.0424623,119.12669,32.346977,-2.960482,-4.691497,,-13.593301,,0.47368422,-3.4256024,11281.277,400
,-1.0423466,8117.1186764240265,1868,245,3.3372138,-0.82641566,8.710995e-10,,0.14999999,8.115148,0.14999999,1.1384082,1700701,13.593301,144.20976,1868,910.4395074946467,2.631579,6.0423465,120.45577,32.34443,-3.5129898,-4.6920323,,-13.593301,,0.36842105,-3.4255793,11287.104,400
,-1.0422881,8124.543732404709,1869,245,5.9567676,-0.93291336,8.7016766e-10,,0.14999999,8.115148,0.14999999,1.084422,1701700,13.593301,144.20976,1869,910.4868913857678,5.7894735,6.042288,120.8108,32.334427,-3.6979241,-4.692568,,-13.593301,,0.36842105,-3.4256651,11293.036,400
,-1.0418487,8132.161118507385,1870,245,-8.5939245,-0.22065404,8.692372e-10,,0.14999999,8.115148,0.14999999,1.1595266,1702699,13.593301,144.20976,1870,910.5342245989305,-8.947369,6.0418487,119.93147,32.334618,-2.9024103,-4.693103,,-13.593301,,0.36842105,-3.425354,11298.257,400
,-1.0414178,8140.236867427826,1871,245,-5.479477,-0.23570202,8.683082e-10,,0.14999999,8.115148,0.14999999,1.0149459,1703698,13.593301,144.20976,1871,910.5815072153929,-4.736842,6.041418,123.95459,32.313488,-2.9002078,-4.6936374,,-13.593301,,-0.68421054,-3.4250026,11303.492,400
,-1.041508,8148.596345424652,1872,245,4.5576777,-1.2101063,8.673809e-10,,0.14999999,8.115148,0.14999999,0.88561726,1704697,13.593301,144.20976,1872,910.6287393162393,3.6842105,6.0415077,250.79881,32.306255,-2.8335047,-4.6941714,,-13.593301,,1.0,-3.4246905,11309.703,400
,-1.0427456,8156.944239854813,1873,245,-0.7181807,-3.3596723,8.664549e-10,,0.14999999,8.115148,0.14999999,0.9661184,1705696,13.593301,144.20976,1873,910.6759209823812,0.5263158,6.0427456,124.98571,32.30647,-2.9709778,-4.6947055,,-13.593301,3.4775751e-09,-0.7894737,-3.424528,11318.0625,400
,-1.0433351,8164.736627817154,1874,245,-5.79421,-2.147407,8.655304e-10,,0.14999999,8.115148,0.14999999,0.90303415,1706695,13.593301,144.20976,1874,910.7230522945571,-6.8421054,6.043335,133.6931,32.296,-3.9401057,-4.6952395,,-13.593301,,0.7894737,-3.4248333,11325.21,400
3.0869798e-38,-1.0445387,8172.933722257614,1875,245,-4.478725,-3.3002717,8.646075e-10,,0.14999999,8.115148,0.14999999,1.1561232,1707694,13.593301,144.20976,1875,910.7701333333333,-4.736842,6.0445385,120.9999,32.296337,-3.418252,-4.6957726,,-13.593301,,0.36842105,-3.4248922,11333.51,400
,-1.044283,8180.816282510757,1876,245,2.786269,-0.56493926,8.636859e-10,,0.14999999,8.115148,0.14999999,1.0450633,1708693,13.593301,144.20976,1876,910.8171641791045,3.6842105,6.044283,124.28668,32.296757,-3.3489769,-4.696306,,-13.593301,,-0.68421054,-3.4247825,11339.075,400
,-1.0444134,8187.999011039734,1877,245,-0.7995448,-1.2888373,8.6276586e-10,,0.14999999,8.115148,0.14999999,1.0218531,1709692,13.593301,144.20976,1877,910.8641449120938,-1.5789474,6.0444136,119.65986,32.275436,-3.0937912,-4.696839,,-13.593301,3.3634454e-17,0.36842105,-3.4245944,11345.364,400
1.0218244e-18,-1.0450288,8196.268793582916,1878,245,-2.1060984,-2.200171,8.6184726e-10,,0.14999999,8.115148,0.14999999,1.0382226,1710691,13.593301,144.20976,1878,910.9110756123536,-1.5789474,6.0450287,124.480034,32.27358,-2.8814983,-4.6973715,,-13.593301,1.4955382e-20,-0.68421054,-3.4243054,11352.564,400
,-1.0447706,8204.49750828743,1879,245,5.612647,-0.5597808,8.609302e-10,,0.14999999,8.115148,0.14999999,1.0077235,1711690,13.593301,144.20976,1879,910.9579563597658,5.7894735,6.0447707,114.76122,32.199318,-2.8215272,-4.697904,,-13.593301,,-0.05263158,-3.4239767,11358.124,400
3.4651604e-09,-1.0440692,8212.79238653183,1880,245,4.864238,0.2738402,8.6001456e-10,,0.14999999,8.115148,0.14999999,0.8059808,1712264,13.593301,144.20976,1880,910.7787234042553,5.7894735,6.0440693,201.05124,32.184258,-3.820582,-4.698436,,-13.593301,,-1.0,-3.4241955,11362.85,400
,-1.0444568,8220.519932746887,1881,245,8.366133,-1.7732635,8.5910035e-10,,0.14999999,8.115148,0.14999999,0.9868512,1713263,13.593301,144.20976,1881,910.8256246677299,8.947369,6.044457,107.95094,32.18271,-2.9049654,-4.698968,,-13.593301,,-0.47368422,-3.4240367,11369.623,400
,-1.0437676,8228.319006443024,1882,245,-7.4423313,0.2527622,8.5818763e-10,,0.14999999,8.115148,0.14999999,1.0275339,1713698,13.593301,144.20976,1882,910.5727948990435,-7.894737,6.0437675,134.43953,32.170948,-2.8605561,-4.699499,,-13.593301,,0.7894737,-3.4237545,11374.371,400
,-1.0442883,8235.996083259583,1883,245,-3.0482295,-2.0241282,8.5727647e-10,,0.14999999,8.115148,0.14999999,1.0785215,1714697,13.593301,144.20976,1883,910.619755708975,-3.6842105,6.044288,130.23003,32.16157,-4.7139306,-4.7000303,,-13.593301,,0.68421054,-3.424439,11381.395,400
,-1.0447148,8242.451498270035,1884,245,8.992411,-1.8478642,8.563666e-10,,0.14999999,8.115148,0.14999999,1.0373507,1715696,13.593301,144.20976,1884,910.6666666666666,8.947369,6.044715,105.11561,32.14141,-2.9657378,-4.7005615,,-13.593301,,0.05263158,-3.424167,11388.242,400
,-1.0436593,8250.947991609573,1885,245,6.994423,0.9447688,8.5545815e-10,,0.14999999,8.115148,0.14999999,1.0231119,1716154,13.593301,144.20976,1885,910.426525198939,6.8421054,6.043659,113.11608,32.139683,-2.9171731,-4.701092,,-13.593301,,0.15789473,-3.4238899,11392.298,400
,-1.0432345,8258.412342071533,1886,245,5.491909,-0.24247521,8.545513e-10,,0.14999999,8.115148,0.14999999,0.96558124,1717153,13.593301,144.20976,1886,910.4734888653235,4.736842,6.0432343,139.57172,32.132942,-2.8020692,-4.7016225,,-13.593301,,0.7894737,-3.423558,11397.54,400
,-1.0439117,8266.045597791672,1887,245,7.7876196,-2.3211675,8.536457e-10,,0.14999999,8.115148,0.14999999,0.9542467,1718152,13.593301,144.20976,1887,910.5204027556969,6.8421054,6.043912,242.60268,32.131214,-2.89006,-4.7021523,,-13.593301,,1.0,-3.4233072,11404.861,400
,-1.0455035,8272.231852769852,1888,245,2.8232512,-4.048995,8.5274177e-10,,0.14999999,8.115148,0.14999999,1.0729312,1719151,13.593301,144.20976,1888,910.5672669491526,1.5789474,6.0455036,241.82423,32.109894,-3.01218,-4.702682,,-13.593301,3.255852e-38,1.0,-3.4231346,11413.91,400
,-1.046964,8279.509947538376,1889,245,-4.626142,-3.804494,8.518391e-10,,0.14999999,8.115148,0.14999999,1.1160156,1720150,13.593301,144.20976,1889,910.6140815246162,-5.7894735,6.046964,280.74155,32.08649,-5.0798297,-4.703212,,-13.593301,,1.0,-3.423996,11422.715,400
