ReturnMax,BoundBonus,BoundMISE,ReturnStepMax,Iteration,IWMax,DenMISELogLast,ReturnAbsMax,IWFirstEpisode,MountainCar_mu0_higher,IWMean,MountainCar_mu1_higher,Regret,IWMin,DenMISELogFirst,TimestepsSoFar,Delta,ReturnMin,Bound,MountainCar_std0_higher,AvgEpLen,TimeElapsed,IWLastEpisode,DenMISEMeanLog,GridSize,ReturnLastEpisode,MountainCar_std1_higher,NumTrainableParams,ReturnMean,Regret/t,NumTrajectories,ActionIn1,MinEpLen
97.940796,7969.348,-0.14871736,107.17791,28,1.0568652,-3.4701848,107.17791,0.00016973689,0.33333334,0.07791881,-3.3333333,38.766647,,-4.3314962,23458,9.122555e-06,-107.17791,7969.199,0.14999999,837.7857142857143,18.38862633705139,0.0003159782,-4.019154,16,-41.27275,3.0,,3.6154768,1.3845232,28,-1.7993858,185
97.940796,5482.01,13.633043,107.17791,29,5.2308483,-4.839273,107.17791,0.000105619925,0.33333334,0.5822437,3.3333333,51.13896,,-4.366582,24457,8.504261e-06,-107.17791,5495.6426,0.14999999,843.3448275862069,19.592312335968018,5.2308483,-4.078659,16,-7.37231,3.0,,3.2365875,1.7634125,29,0.26967624,185
97.940796,4371.0566,-0.4259609,107.17791,30,1.8709829,-4.6083245,107.17791,0.21771434,-0.33333334,0.1318615,-10.0,62.908905,,-4.40048,25456,7.94676e-06,-107.17791,4370.631,0.14999999,848.5333333333333,20.41712713241577,2.1801266e-07,-4.1108265,16,-6.769937,3.0,,2.9030366,2.0969634,30,-6.7503123,185
97.940796,3801.191,5.3596206,107.17791,31,0.99852526,-4.613452,107.17791,0.048437726,-0.33333334,0.061534543,10.0,69.954094,,-4.4260387,26455,7.4423347e-06,-107.17791,3806.5505,0.14999999,853.3870967741935,21.214795112609863,9.802135e-06,-4.154608,16,-2.0451922,3.0,,2.7434163,2.2565837,31,5.199135,185
97.95393,3811.4705,-0.44755366,107.17791,32,8.406726,-4.675122,107.17791,2.2937666e-06,0.33333334,0.34050533,-10.0,-22.999847,,-4.456226,27146,6.984457e-06,-107.17791,3811.023,0.14999999,848.3125,21.802376747131348,5.5116136e-08,-4.1997313,16,97.95393,3.0,,5.718745,-0.71874523,32,-4.4757266,185
97.95393,3417.912,228.37436,107.17791,33,77.37047,-5.169758,107.17791,5.1299105e-07,0.33333334,2.4013627,10.0,-8.763733,,-4.4869976,28145,6.5675695e-06,-107.17791,3646.2864,0.14999999,852.8787878787879,22.611398696899414,0.00010751662,-4.24957,16,-9.236103,3.0,,5.265568,-0.26556778,33,8.914131,185
97.95393,2105.5754,71.41547,107.17791,34,25.186829,-4.325482,107.17791,12.318412,-0.33333334,1.1714201,3.3333333,6.406128,,-4.5168505,29144,6.186923e-06,-107.17791,2176.991,0.14999999,857.1764705882352,23.503050327301025,0.00011455962,-4.2436085,16,-10.169883,3.0,,4.8115845,0.18841553,34,5.473523,185
97.95393,1135.6897,-2.1729493,107.17791,35,22.135101,-4.362836,107.17791,15.493053,-0.33333334,1.1270617,-3.3333333,15.265289,,-4.236659,30143,5.8384353e-06,-107.17791,1133.5167,0.14999999,861.2285714285714,24.365559577941895,0.25830325,-4.2485657,16,-3.8591433,3.0,,4.563849,0.43615103,35,-0.9529555,185
97.95393,838.9748,-18.854818,107.17791,36,6.4053,-3.876302,107.17791,2.893735e-18,1.0,0.42043683,-3.3333333,21.923279,,-3.8983421,31142,5.5185833e-06,-107.17791,820.12,0.14999999,865.0555555555555,25.195236206054688,6.1069373e-15,-4.2403836,16,-1.6580008,3.0,,4.39102,0.6089802,36,-2.539584,185
97.95393,840.8711,-42.361576,107.17791,37,24.243435,-3.8429627,107.17791,1.7868567e-18,1.0,1.0258882,3.3333333,74.56518,,-3.9257412,32141,5.224312e-06,-107.17791,798.5095,0.14999999,868.6756756756756,26.008559942245483,1.1484832,-4.2455764,16,-47.641884,3.0,,2.984725,2.015275,37,2.7334108,185
97.95393,643.19824,63.455387,107.17791,38,26.638142,-3.6483216,107.17791,3.0056697e-07,0.33333334,1.4391607,10.0,124.24546,,-3.9524095,33140,4.9529667e-06,-107.17791,706.6536,0.14999999,872.1052631578947,26.76801371574402,3.416192e-05,-4.234049,16,-44.68029,3.0,,1.7303826,3.2696176,38,7.145556,185
97.95393,690.90283,-11.283698,107.17791,39,16.631657,-4.006325,107.17791,0.0019036725,-1.0,0.75483894,3.3333333,136.98666,,-3.978385,34139,4.7022245e-06,-107.17791,679.61914,0.14999999,875.3589743589744,27.570549488067627,1.5981417e-15,-4.225154,16,-7.741199,3.0,,1.4875216,3.5124784,39,2.1648514,185
97.95393,692.3271,-14.796965,107.17791,40,21.517853,-3.7495713,107.17791,0.003249636,-1.0,0.77559143,-3.3333333,165.03433,,-4.003654,35138,4.4700523e-06,-107.17791,677.53015,0.14999999,878.45,28.404769897460938,1.2149974,-4.221502,16,-23.04768,3.0,,0.8741419,4.1258583,40,-11.5224285,185
97.95393,647.1865,20.466244,107.17791,41,12.1364975,-3.9613492,107.17791,0.03254116,-0.33333334,0.5231962,10.0,185.39917,,-4.0282655,36137,4.2546603e-06,-107.17791,667.6528,0.14999999,881.390243902439,29.24362802505493,1.1888819e-12,-4.2231355,16,-15.364848,3.0,,0.47806883,4.521931,41,12.2934475,185
97.95393,626.626,33.423977,107.17791,42,17.825722,-4.252538,107.17791,7.735453,-0.33333334,1.2086904,3.3333333,92.85584,,-4.0515695,36474,4.0544687e-06,-107.17791,660.0499,0.14999999,868.4285714285714,29.606078147888184,0.20740122,-4.2360992,16,97.543335,3.0,,2.7891467,2.2108533,42,2.032005,185
97.95393,651.91486,-1.0854461,107.17791,43,14.287237,-3.9946134,107.17791,0.13278824,-0.33333334,0.45540455,-10.0,102.75395,,-3.9060516,37473,3.868082e-06,-107.17791,650.8294,0.14999999,871.4651162790698,30.36883282661438,0.002625242,-4.2288938,16,-4.898111,3.0,,2.6103733,2.3896267,43,-8.50218,185
97.95393,653.1352,-2.3774931,107.17791,44,9.410141,-3.8894503,107.17791,1.3497597e-06,0.33333334,0.49740905,-10.0,108.339645,,-3.9259577,38472,3.6942577e-06,-107.17791,650.7577,0.14999999,874.3636363636364,31.193799018859863,0.081179395,-4.2343826,16,-0.58567923,3.0,,2.5377352,2.4622648,44,-19.881401,185
97.95393,654.5322,-5.279008,107.17791,45,19.78189,-10.147214,107.17791,6.9525675e-05,0.33333334,1.1493549,3.3333333,118.874565,,-3.9484305,39471,3.5318933e-06,-107.17791,649.25323,0.14999999,877.1333333333333,32.02484631538391,2.6429303e-10,-4.377586,16,-5.53492,3.0,,2.358343,2.641657,45,3.185579,185
97.95393,653.41956,-13.062306,107.17791,46,30.927149,-3.9702623,107.17791,0.00011829266,0.33333334,1.7334912,-3.3333333,126.63151,,-3.970408,40470,3.3800018e-06,-107.17791,640.35724,0.14999999,879.7826086956521,32.88341403007507,2.0717869,-4.367818,16,-2.7569487,3.0,,2.2471411,2.7528589,46,2.2433128,185
97.95393,574.81116,-1.7690462,107.17791,47,13.621884,-4.435545,107.17791,12.129543,-0.33333334,0.9325189,-3.3333333,138.81909,,-3.9919116,41469,3.2377015e-06,-107.17791,573.0421,0.14999999,882.3191489361702,33.663641691207886,5.081068e-06,-4.360631,16,-7.187584,3.0,,2.0464022,2.9535978,47,-2.7144816,185
97.95393,466.66626,53.51869,107.17791,48,19.163063,-3.8941398,107.17791,0.025473079,-0.33333334,0.73456097,10.0,148.21098,,-3.783382,42468,3.1042032e-06,-107.17791,520.18494,0.14999999,884.75,34.43601155281067,0.0031742554,-4.3540087,16,-4.391899,3.0,,1.9122711,3.087729,48,9.939523,185
97.95393,467.42444,35.88781,107.17791,49,19.689259,-3.7314463,107.17791,2.5897498e-07,0.33333334,1.0712686,10.0,55.57849,,-3.8034706,42808,2.9787932e-06,-107.17791,503.31226,0.14999999,873.6326530612245,34.790589332580566,0.0003712167,-4.3481603,16,97.63251,3.0,,3.865745,1.1342549,49,12.0707445,185
97.95393,527.2808,-37.38212,107.17791,50,21.165262,-3.724067,107.17791,2.6855328e-18,1.0,0.8084979,-3.3333333,-37.33139,,-3.8236732,43120,2.8608335e-06,-107.17791,489.8987,0.14999999,862.4,35.14105415344238,2.5109927e-13,-4.336862,16,97.90987,3.0,,5.746628,-0.7466278,50,-2.834147,185
97.95393,528.09814,-39.88341,107.17791,51,18.88195,-4.5993824,107.17791,1.6457402e-18,1.0,0.919267,3.3333333,36.955643,,-3.843476,44119,2.7497433e-06,-107.17791,488.21472,0.14999999,865.0784313725491,35.97925305366516,0.78225505,-4.3472533,16,-69.28703,3.0,,4.2753797,0.72462034,51,7.394741,185
97.95393,460.60837,22.479774,107.17791,52,16.16532,-5.5187373,107.17791,6.405382,-0.33333334,1.176968,3.3333333,149.11029,,-3.862894,45118,2.6450014e-06,-107.17791,483.08813,0.14999999,867.6538461538462,36.846802949905396,3.1061275e-23,-4.3732986,16,-107.15466,3.0,,2.1324944,2.8675056,52,3.509348,185
97.95393,487.47687,-11.427831,107.17791,53,18.536533,-4.5395336,107.17791,0.0025616884,-1.0,0.5901575,-3.3333333,162.21959,,-3.7657778,46117,2.5461316e-06,-107.17791,476.04904,0.14999999,870.1320754716982,37.65453839302063,0.013760114,-4.3749547,16,-8.109303,3.0,,1.9392531,3.060747,53,1.9288262,185
97.95393,471.8017,-0.9129544,107.17791,54,10.420557,-3.8324816,107.17791,0.1175808,-0.33333334,0.47094664,-10.0,186.92125,,-3.7844217,47116,2.4527033e-06,-107.17791,470.88873,0.14999999,872.5185185185185,38.490994691848755,4.93377e-08,-4.3733697,16,-19.701645,3.0,,1.5384954,3.4615045,54,-14.817908,185
97.95393,487.0445,-18.215603,107.17791,55,17.327122,-4.97499,107.17791,0.0015936001,-1.0,1.1338795,3.3333333,194.10332,,-3.8005958,48115,2.3643252e-06,-107.17791,468.8289,0.14999999,874.8181818181819,39.3040509223938,1.9557442e-11,-4.394296,16,-2.1820729,3.0,,1.4708488,3.5291512,55,-4.309902,185
97.95393,473.13498,-3.9148047,107.17791,56,26.939585,-4.100876,107.17791,1.2123423e-06,0.33333334,0.8170701,-10.0,222.9488,,-3.8185854,49114,2.2806387e-06,-107.17791,469.22018,0.14999999,877.0357142857143,40.12600874900818,1.4685313e-21,-4.3887024,16,-23.845497,3.0,,1.0187713,3.9812288,56,-7.38653,185
97.95393,473.0291,-6.4038267,107.17791,57,21.389698,-3.9408057,107.17791,6.2149935e-05,0.33333334,1.4544364,3.3333333,230.15868,,-3.8362849,50113,2.2013185e-06,-107.17791,466.62527,0.14999999,879.1754385964912,41.052284240722656,0.02026262,-4.3857846,16,-2.2098758,3.0,,0.96212846,4.0378714,57,4.1864533,185
97.95393,472.83722,-8.152295,107.17791,58,21.356447,-3.8931906,107.17791,0.00010525954,0.33333334,1.1955843,-3.3333333,237.45811,,-3.8536756,51112,2.1260653e-06,-107.17791,464.68494,0.14999999,881.2413793103449,41.866536140441895,0.7603401,-4.3719134,16,-2.299472,3.0,,0.9058946,4.0941052,58,0.19012243,185
97.95393,388.08954,68.066956,107.17791,59,17.127329,-4.0598745,107.17791,0.02779923,-0.33333334,0.86464816,10.0,248.13977,,-3.870768,52111,2.0546058e-06,-107.17791,456.1565,0.14999999,883.2372881355932,42.68128848075867,2.4031004e-07,-4.365342,16,-5.681662,3.0,,0.7942412,4.205759,59,10.637702,185
97.95393,442.10184,-2.4533534,107.17791,60,15.276144,-3.6772394,107.17791,10.922629,-0.33333334,0.9250538,-3.3333333,155.77667,,-3.8871043,52412,1.98669e-06,-107.17791,439.6485,0.14999999,873.5333333333333,43.0188307762146,0.00014309687,-4.35731,16,97.36311,3.0,,2.403722,2.596278,60,-8.936114,185
97.95393,339.14667,83.64057,107.17791,61,15.212148,-3.8716433,107.17791,6.4352057e-06,-1.0,1.0047415,10.0,162.43301,,-3.7363884,53411,1.9220863e-06,-107.17791,422.78723,0.14999999,875.5901639344262,43.871456146240234,3.2216336e-13,-4.3516464,16,-1.6563423,3.0,,2.3371637,2.6628363,61,9.178834,185
97.95393,389.55664,31.641394,107.17791,62,17.461092,-3.5293703,107.17791,2.4614238e-07,0.33333334,0.8491078,10.0,78.61093,,-3.7526488,53832,1.8605837e-06,-107.17791,421.19803,0.14999999,868.258064516129,44.31480360031128,5.3037292e-17,-4.3397856,16,88.8221,3.0,,3.7320817,1.2679183,62,2.0595183,185
97.95393,338.47137,70.829285,107.17791,63,14.173389,-3.8901799,107.17791,0.025100544,-0.33333334,0.87942165,10.0,86.26337,,-3.7686493,54831,1.8019862e-06,-107.17791,409.30066,0.14999999,870.3333333333334,45.163466691970825,0.00013348606,-4.3360987,16,-2.6524277,3.0,,3.6307402,1.3692598,63,12.206024,185
97.95393,384.5565,14.516409,107.17791,64,14.323779,-4.9293523,107.17791,5.919451,-0.33333334,1.0744435,3.3333333,-3.2034302,,-3.7839992,55124,1.7461142e-06,-107.17791,399.0729,0.14999999,861.3125,45.51889944076538,0.13704476,-4.3481255,16,94.46679,3.0,,5.0500536,-0.050053596,64,1.2147381,185
97.95393,1086.7383,-0.40722376,107.17791,65,10.196372,-3.9597502,107.17791,0.17932308,,0.60389584,-5.0,6.9132996,,-3.7110426,56123,1.1068314e-06,-107.17791,1086.331,0.14999999,863.4307692307692,46.38238167762756,0.01097166,-4.3420744,25,-5.116735,3.0,,4.8936415,0.10635853,65,-7.503334,185
97.95393,1006.32086,12.78654,107.17791,66,25.387817,-3.9722452,107.17791,0.08456068,,1.0650598,5.0,11.919647,,-3.723555,57122,1.073545e-06,-107.17791,1019.1074,0.14999999,865.4848484848485,48.89501428604126,0.003093489,-4.342719,25,-0.0063395416,3.0,,4.8193994,0.18060064,66,8.262189,185
97.95393,975.2392,-14.930866,107.17791,67,25.264467,-3.618813,107.17791,3.454401e-07,0.5,1.7745146,,-81.02179,,-3.7373126,57650,1.0417382e-06,-107.17791,960.30835,0.14999999,860.4477611940298,49.4609432220459,1.2550532e-05,-4.3321643,25,97.94143,3.0,,6.2092805,-1.2092805,67,-2.284825,185
97.95393,799.31006,-8.103828,107.17791,68,36.82583,-3.9217224,107.17791,1.2810645e-07,0.5,1.0300772,-5.0,-74.42178,,-3.7521276,58649,1.011324e-06,-107.17791,791.20624,0.14999999,862.4852941176471,50.32029724121094,2.512664,-4.317631,25,-1.6000029,3.0,,6.094438,-1.0944381,68,-3.7796214,185
97.95393,790.7659,-6.1301436,107.17791,69,11.550701,-4.098565,107.17791,6.053543e-08,0.5,0.76716346,5.0,-61.00525,,-3.7667265,59648,9.822227e-07,-107.17791,784.6358,0.14999999,864.463768115942,51.1699423789978,0.17841358,-4.315877,25,-8.416533,3.0,,5.884134,-0.8841338,69,4.9670277,185
97.95393,766.20123,-2.0315895,107.17791,70,11.0461235,-4.057207,107.17791,4.1925845,-0.5,0.46785682,-5.0,-47.61322,,-3.7811153,60647,9.543596e-07,-107.17791,764.1696,0.14999999,866.3857142857142,52.054078817367554,4.5890725e-11,-4.315885,25,-8.392026,3.0,,5.6801887,-0.68018866,70,-6.962973,185
97.95393,711.08093,5.517031,107.17791,71,30.614025,-5.1317177,107.17791,1.8684335,-0.5,1.0252537,5.0,-33.61609,,-3.7371309,61646,9.276656e-07,-107.17791,716.59796,0.14999999,868.2535211267606,52.92789363861084,0.029992232,-4.3350363,25,-8.997126,3.0,,5.473466,-0.47346592,71,7.9821024,185
97.95393,720.178,-3.4874437,107.17791,72,22.911205,-3.566646,107.17791,2.832965e-09,0.5,0.55800074,-10.0,-126.42532,,-3.7251415,62240,9.020761e-07,-107.17791,716.69055,0.14999999,864.4444444444445,53.50604200363159,2.6398832e-13,-4.325348,25,97.809235,3.0,,6.755907,-1.755907,72,-12.082287,185
97.95393,720.8639,-6.845679,107.17791,73,23.70486,-4.30624,107.17791,0.09131737,-0.5,0.8583534,-10.0,-118.73724,,-3.7389348,63239,8.775309e-07,-107.17791,714.0182,0.14999999,866.2876712328767,54.390018939971924,1.50783435e-05,-4.3317137,25,-2.6881015,3.0,,6.626538,-1.6265378,73,-10.529934,185
97.95393,566.87146,73.83234,107.17791,74,34.861214,-4.8414755,107.17791,0.020050071,-0.5,0.8798927,10.0,-105.60559,,-3.7512903,64238,8.539741e-07,-107.17791,640.7038,0.14999999,868.081081081081,55.253071546554565,9.075453e-09,-4.3414984,25,-8.131647,3.0,,6.4271026,-1.4271026,74,14.48295,185
97.95393,631.2902,8.760617,107.17791,75,9.527934,-5.994041,107.17791,6.3900785e-10,0.5,0.37329665,10.0,-193.45355,,-3.7644424,64492,8.3135325e-07,-107.17791,640.05084,0.14999999,859.8933333333333,55.63109564781189,1.4890335e-10,-4.366347,25,92.84796,3.0,,7.5793805,-2.5793805,75,9.46886,185
97.95393,577.35754,19.13053,107.17791,76,21.004528,-4.0670247,107.17791,0.08926432,,0.94924283,5.0,-174.88837,,-3.7776875,65491,8.096195e-07,-107.17791,596.4881,0.14999999,861.7236842105264,56.49247336387634,0.032167364,-4.3707733,25,-13.565208,3.0,,7.3011627,-2.3011627,76,7.0663133,185
98.88918,591.83875,-0.4390575,107.17791,77,15.273704,-3.7674415,107.17791,0.19397558,,0.7743676,-5.0,-268.77753,,-3.7895858,65957,7.88727e-07,-107.17791,591.39966,0.14999999,856.5844155844156,57.01082420349121,0.004234004,-4.36424,25,98.88918,3.0,,8.490617,-3.4906168,77,-5.0039673,185
98.88918,573.21124,-3.5842988,107.17791,78,15.765615,-3.9977033,107.17791,11.692501,-0.5,0.90437335,,-263.71362,,-3.7999732,66956,7.6863284e-07,-107.17791,569.62695,0.14999999,858.4102564102565,57.89222168922424,0.05316733,-4.362822,25,-0.06390567,3.0,,8.380944,-3.3809443,78,-0.8451843,185
98.88918,550.5368,-11.776201,107.17791,79,18.957596,-4.7886367,107.17791,3.2393427e-07,0.5,1.4015572,,-249.04132,,-3.673034,67955,7.49297e-07,-107.17791,538.7606,0.14999999,860.1898734177215,58.788017988204956,2.545953e-12,-4.370061,25,-9.672313,3.0,,8.152422,-3.152422,79,0.054338455,185
98.88918,443.01953,93.349884,107.17791,80,30.94466,-4.500329,107.17791,0.018775543,-0.5,1.0826702,10.0,-214.9303,,-3.6856127,68954,7.306816e-07,-107.17791,536.3694,0.14999999,861.925,59.67734456062317,2.6685896e-19,-4.3678293,25,-29.110977,3.0,,7.686629,-2.6866288,80,9.018962,185
