NumTrainableParams,ReturnMax,ReturnMin,NumTrajectories,IWMean,MountainCar_mu0_higher,TimestepsSoFar,MinEpLen,ReturnLastEpisode,IWFirstEpisode,ReturnAbsMax,Delta,ActionIn1,Regret/t,Regret,DenMISEMeanLog,BoundMISE,TimeElapsed,Bound,MountainCar_mu1_higher,DenMISELogLast,ReturnStepMax,DenMISELogFirst,MountainCar_std0_higher,ReturnMean,IWMax,IWLastEpisode,AvgEpLen,GridSize,IWMin,BoundBonus,Iteration,MountainCar_std1_higher
,99.11324,-70.3745,11,0.16379118,,8587,317,99.11324,0.00484958,99.11324,0.00010048381,-3.2074656,-6.4405584,-70.846146,-3.3713136,3.5222373,6.853879451751709,96124.15,,-3.659017,99.11324,-4.167736,0.14999999,11.440558,1.4055171,0.39133626,780.6363636363636,9,,96120.625,11,3.0
,99.11324,-70.3745,12,0.22338408,1.0,9586,317,-0.63726616,1.4694593e-24,99.11324,8.443432e-05,-6.980267,-5.4340734,-65.20888,-3.5311394,-11.68298,7.585756540298462,79208.84,,-4.48774,99.11324,-4.2543063,0.14999999,10.434073,2.5877814,1.6645847e-06,798.8333333333334,9,,79220.52,12,3.0
,99.11324,-70.3745,13,0.17172834,-1.0,10585,317,-26.996527,1.028554,99.11324,7.1944036e-05,3.0308223,-2.5547962,-33.21235,-3.6120975,-2.3930976,8.344892501831055,1410.4087,,-3.8260825,99.11324,-4.334349,0.14999999,7.554796,1.1268308,3.514051e-33,814.2307692307693,9,,1412.8018,13,3.0
,99.11324,-70.3745,14,0.9657276,,11193,317,80.629745,1.679434e-05,99.11324,6.203337e-05,6.894129,-7.774435,-108.84209,-3.7309825,78.125175,8.808914184570312,617.2269,10.0,-4.4782815,99.11324,-4.3323116,0.14999999,12.774435,13.519046,2.475182e-13,799.5,9,,539.10175,14,3.0
,99.11324,-70.3745,15,1.0377114,,11726,317,98.43795,0.006125494,99.11324,5.403797e-05,1.2437582,-13.485334,-202.28003,-3.8087487,5.6796722,9.239798545837402,548.59906,,-4.6074686,99.11324,-4.4013033,0.14999999,18.485334,12.919327,0.6785948,781.7333333333333,9,,542.9194,15,3.0
,99.11324,-70.3745,16,0.8713477,,12725,317,-0.13113107,3.322867e-05,99.11324,4.74943e-05,-10.15073,-12.321806,-197.1489,-3.7879136,-0.04858925,9.96424150466919,546.4292,-10.0,-3.2978892,99.11324,-4.4654336,0.14999999,17.321806,12.743426,0.0070856027,795.3125,9,,546.4778,16,3.0
,99.11324,-70.3745,17,0.5860563,-1.0,13724,317,-0.7423158,1.2459036,99.11324,4.2071075e-05,-4.063545,-11.259211,-191.40659,-3.8073444,32.26891,10.713727235794067,546.44574,,-3.8063025,99.11324,-4.5260563,0.14999999,16.25921,7.260558,1.3320665e-08,807.2941176470588,9,,514.1768,17,3.0
,99.11324,-70.3745,18,0.20673163,1.0,14723,317,-25.882915,1.9023255e-24,99.11324,3.7526363e-05,0.8870741,-8.917982,-160.52368,-3.8755705,-10.281562,11.483753204345703,542.62006,,-4.572739,99.11324,-4.5124874,0.14999999,13.917982,3.1930876,,817.9444444444445,9,,552.9016,18,3.0
,99.11324,-70.3745,19,0.9935543,1.0,15722,317,-32.228966,5.8985888e-27,99.11324,3.368017e-05,12.270968,-6.489195,-123.29471,-3.9037762,-55.53454,12.29367446899414,500.297,10.0,-3.630662,99.11324,-4.5665545,0.14999999,11.489195,18.840515,0.03699769,827.4736842105264,9,,555.83154,19,3.0
,99.11324,-70.3745,20,0.9476468,,16721,317,-53.332882,2.2344444e-05,99.11324,3.0396353e-05,10.23531,-3.2480907,-64.96182,-3.9147773,92.80271,13.020571947097778,487.79056,10.0,-3.8401163,99.11324,-4.617848,0.14999999,8.248091,9.656461,8.021848e-07,836.05,9,,394.98785,20,3.0
,99.11324,-70.3745,21,1.1190809,-1.0,17034,313,98.26053,0.004212334,99.11324,2.7570388e-05,10.55314,-7.534398,-158.22235,-3.8887913,96.60506,13.283891916275024,420.6209,10.0,-3.1714993,99.11324,-4.666637,0.14999999,12.534398,6.992792,2.6377971e-11,811.1428571428571,9,,324.01587,21,3.0
,99.11324,-70.3745,22,0.9798246,,17420,313,90.25644,2.4573943e-05,99.11324,2.5120953e-05,8.784916,-11.067219,-243.47882,-3.8430045,95.81157,13.618780374526978,421.2605,10.0,-2.8808188,99.11324,-4.7129564,0.14999999,16.067219,7.3172545,2.5542597e-09,791.8181818181819,9,,325.4489,22,3.0
,99.11324,-70.3745,23,1.0086849,,17770,313,98.79234,0.008745709,99.11324,2.2984013e-05,-1.5551727,-14.663961,-337.27112,-3.813507,3.1619396,13.919770240783691,403.41614,,-3.0364223,99.11324,-4.757407,0.14999999,19.663961,11.120907,0.07698155,772.6086956521739,9,,400.2542,23,3.0
,99.11324,-70.3745,24,0.9721665,,18769,313,-0.053607274,4.6412377e-05,99.11324,2.110858e-05,-11.497256,-13.842396,-332.2175,-3.796611,-0.4008292,14.71024751663208,401.44962,-10.0,-3.2743475,99.11324,-4.7995863,0.14999999,18.842396,11.929438,0.1633443,782.0416666666666,9,,401.85043,24,3.0
,99.11324,-70.3745,25,0.8616698,-1.0,19768,313,-1.1304444,1.7061019,99.11324,1.9453666e-05,6.7233667,-13.043482,-326.08707,-3.8216147,7.7806106,15.479029655456543,397.42975,,-4.250205,99.11324,-4.8404064,0.14999999,18.043482,11.214389,2.140794e-08,790.72,9,,389.64914,25,3.0
,99.11324,-70.3745,26,1.3096156,-1.0,20340,313,89.500084,0.004879247,99.11324,1.7986009e-05,10.031835,-15.791813,-410.58716,-3.8382173,114.78415,15.9308180809021,401.04144,10.0,-4.021387,99.11324,-4.813611,0.14999999,20.791813,6.4954896,5.8880053,782.3076923076923,9,,286.2573,26,3.0
,99.11324,-70.3745,27,0.9242515,-1.0,20694,313,91.600464,0.008773993,99.11324,1.6678383e-05,-9.951866,-18.414356,-497.18762,-3.8018742,-20.886492,16.234392404556274,385.3365,-10.0,-3.0527968,99.11324,-4.8511634,0.14999999,23.414356,13.495524,1.5616371e-10,766.4444444444445,9,,406.223,27,3.0
,99.11324,-70.3745,28,0.44829684,0.33333334,21693,313,-18.415354,5.3594604e-08,99.11324,9.122555e-06,-3.2827208,-16.920439,-473.77228,-3.792545,-0.32520032,16.97253918647766,7369.3647,-3.3333333,-3.3258252,99.11324,-4.8872066,0.14999999,21.920439,11.407052,3.3126267e-17,774.75,16,,7369.69,28,3.0
,99.11324,-70.3745,29,0.64976287,-0.33333334,22692,313,-0.6480028,3.9959424,99.11324,8.504261e-06,-2.2527556,-16.142216,-468.12427,-3.8184233,41.15573,18.198649883270264,7383.022,3.3333333,-3.9427738,99.11324,-4.9222975,0.14999999,21.142216,11.716404,0.008229189,782.4827586206897,16,,7341.866,29,3.0
,99.11324,-70.3745,30,0.07569649,0.33333334,23691,313,-5.7925525,4.202518e-08,99.11324,7.94676e-06,3.049945,-15.244389,-457.33167,-3.897548,1.4333177,18.966647148132324,5085.645,3.3333333,-5.783078,99.11324,-4.8271103,0.14999999,20.244389,0.7229661,4.2594024e-06,789.7,16,,5084.212,30,3.0
,99.11324,-70.3745,31,2.0069177,-0.33333334,24690,313,-1.0388497,4.5085034,99.11324,7.4423347e-06,-5.428831,-14.557835,-451.29285,-3.9244912,-11.004988,19.731313705444336,5094.246,-3.3333333,-3.8241444,99.11324,-4.8599005,0.14999999,19.557835,52.962395,0.016517853,796.4516129032259,16,,5105.251,31,3.0
,99.11324,-70.3745,32,0.081725895,0.33333334,25689,313,-4.1432095,4.0450812e-10,99.11324,6.984457e-06,-11.529639,-13.817177,-442.14966,-3.9412563,-0.14922503,20.528552532196045,3524.5254,-10.0,-4.7596607,99.11324,-4.755864,0.14999999,18.817177,0.8349725,3.2679767e-05,802.78125,16,,3524.6746,32,3.0
,99.11324,-70.3745,33,1.3033526,-0.33333334,26688,313,-0.035586175,0.036062986,99.11324,6.5675695e-06,-12.738791,-13.24588,-437.114,-3.9565282,-2.1988215,21.33793354034424,3531.5996,-10.0,-3.5413506,99.11324,-4.786636,0.14999999,18.24588,21.06854,0.64350426,808.7272727272727,16,,3533.7983,33,3.0
,99.11324,-70.3745,34,0.5137698,-0.33333334,27687,313,-6.662318,0.02142972,99.11324,6.186923e-06,7.143346,-12.5132885,-425.45178,-4.005965,50.338318,22.147358655929565,3218.964,10.0,-5.734021,99.11324,-4.8153963,0.14999999,17.513288,13.668465,5.226959e-11,814.3235294117648,16,,3168.6257,34,3.0
,99.11324,-70.3745,35,0.121997654,0.33333334,28508,313,98.30428,2.5501304e-10,99.11324,5.8384353e-06,9.46986,-14.821602,-518.75604,-4.014383,10.541535,22.808276176452637,3186.8171,10.0,-3.761422,99.11324,-4.843754,0.14999999,19.821602,2.8445935,0.07067454,814.5142857142857,16,,3176.2756,35,3.0
,99.11324,-70.3745,36,0.33861607,1.0,29507,313,-16.386366,1.3413615e-24,99.11324,5.5185833e-06,0.9872409,-13.8158245,-497.3697,-4.05401,-13.12244,23.611186504364014,767.372,3.3333333,-4.5735545,99.11324,-4.871925,0.14999999,18.815825,9.666283,0.0026886554,819.6388888888889,16,,780.49445,36,3.0
,99.11324,-70.3745,37,1.3857571,1.0,30506,313,-70.18682,1.6556023e-24,99.11324,5.224312e-06,-5.633909,-11.410347,-422.18286,-4.083261,-67.27377,24.433186531066895,710.32544,-3.3333333,-4.456766,99.11324,-4.8993235,0.14999999,16.410347,25.116344,8.516183,824.4864864864865,16,,777.59924,37,3.0
,99.11324,-70.3745,38,0.7522667,-1.0,31505,313,-31.531488,0.9148196,99.11324,4.9529667e-06,1.4532248,-10.14872,-385.65137,-4.087378,53.52279,25.272231817245483,666.85583,3.3333333,-4.4153533,99.11324,-4.925992,0.14999999,15.14872,18.822157,9.9431074e-36,829.078947368421,16,,613.33307,38,3.0
,99.11324,-70.3745,39,0.51513726,-0.33333334,32504,313,-20.286806,0.023988169,99.11324,4.7022245e-06,9.286004,-9.240117,-360.36456,-4.079868,50.458088,26.060977697372437,646.522,10.0,-3.4595451,99.11324,-4.9281783,0.14999999,14.240117,11.178949,9.62379e-06,833.4358974358975,16,,596.0639,39,3.0
,99.11324,-70.3745,40,0.64026576,-0.33333334,32888,313,97.687225,4.120042,99.11324,4.4700523e-06,1.3699601,-11.326294,-453.05176,-4.0785646,24.617458,26.42000126838684,624.1825,3.3333333,-3.510916,99.11324,-4.9528813,0.14999999,16.326294,6.7946258,0.7191161,822.2,16,,599.56506,40,3.0
,99.11324,-70.3745,41,0.8979714,-1.0,33887,313,-1.3070006,1.0487529,99.11324,4.2546603e-06,-1.1198028,-10.896214,-446.74475,-4.082862,-20.364864,27.16972827911377,611.90515,-3.3333333,-3.8733215,99.11324,-4.8795395,0.14999999,15.896214,18.12581,6.543924e-06,826.5121951219512,16,,632.27,41,3.0
,99.11324,-70.3745,42,0.6152004,0.33333334,34886,313,-11.321862,5.3123593e-08,99.11324,4.0544687e-06,-6.110294,-10.248164,-430.4229,-4.0904264,-0.45069495,27.99120330810547,603.6197,-3.3333333,-4.1932096,99.11324,-4.8783793,0.14999999,15.248164,11.725693,1.3218955e-10,830.6190476190476,16,,604.0704,42,3.0
,99.11324,-70.3745,43,0.39195925,0.33333334,35885,313,-7.0299835,4.5289156e-08,99.11324,3.868082e-06,0.78911155,-9.730068,-418.39294,-4.1134615,-0.979374,28.78010845184326,602.10614,3.3333333,-4.6423717,99.11324,-4.90191,0.14999999,14.730068,8.314713,0.110792294,834.5348837209302,16,,603.0855,43,3.0
,99.11324,-70.3745,44,0.41434658,0.33333334,36884,313,-0.8411339,4.790039e-10,99.11324,3.6942577e-06,-7.422717,-9.376176,-412.55176,-4.1205235,-2.322052,29.636047840118408,599.57446,-10.0,-3.802438,99.11324,-4.924899,0.14999999,14.376176,13.671033,0.016554566,838.2727272727273,16,,601.8965,44,3.0
,99.11324,-70.3745,45,0.8053422,0.33333334,37883,313,-3.9826035,2.8285468e-10,99.11324,3.5318933e-06,8.273485,-8.9682045,-403.5692,-4.1316605,-1.5080559,30.4976167678833,599.3936,10.0,-4.005795,99.11324,-4.947372,0.14999999,13.9682045,31.123192,4.5685584e-07,841.8444444444444,16,,600.9017,45,3.0
,99.11324,-70.3745,46,1.8030595,-0.33333334,38882,313,-10.124426,0.043292608,99.11324,3.3800018e-06,-10.776194,-8.444451,-388.44476,-4.134471,-6.761571,31.30329728126526,599.37067,-10.0,-3.9084437,99.11324,-4.969351,0.14999999,13.444451,41.335007,4.717573e-11,845.2608695652174,16,,606.13226,46,3.0
,99.11324,-70.3745,47,1.4480389,-0.33333334,39881,313,-0.57144606,5.134493,99.11324,3.2377015e-06,-2.532231,-8.146241,-382.87335,-4.119243,-6.567702,32.142293214797974,598.71124,-3.3333333,-3.868265,99.11324,-4.9899163,0.14999999,13.146241,27.855812,0.3922245,848.531914893617,16,,605.27893,47,3.0
,99.11324,-70.3745,48,0.5342443,-0.33333334,40880,313,-8.606094,0.023492303,99.11324,3.1042032e-06,11.8995695,-7.6930685,-369.26727,-4.1336093,51.689358,32.984198570251465,483.24118,10.0,-5.028447,99.11324,-4.9072905,0.14999999,12.6930685,9.214928,0.002856797,851.6666666666666,16,,431.55182,48,3.0
,99.11324,-70.3745,49,0.8728415,-1.0,41249,313,96.37084,0.9161275,99.11324,2.9787932e-06,-0.16921645,-9.400777,-460.63806,-4.1414657,33.491158,33.35719060897827,472.41748,3.3333333,-4.0307226,99.11324,-4.9274206,0.14999999,14.400777,15.995782,2.1485921e-05,841.8163265306123,16,,438.92633,49,3.0
,99.11324,-70.3745,50,0.40333784,1.0,42248,313,-14.750076,1.4202882e-24,99.11324,2.8608335e-06,5.058417,-8.81776,-440.888,-4.133981,-21.204224,34.1664080619812,467.48953,3.3333333,-3.570532,99.11324,-4.9290996,0.14999999,13.81776,8.741679,3.3449037e-33,844.96,16,,488.69376,50,3.0
,99.11324,-70.3745,51,0.75817126,-0.33333334,43247,313,-29.76573,4.1036797,99.11324,2.7497433e-06,2.960618,-7.9631815,-406.12225,-4.1647315,19.248373,35.029895544052124,452.9292,3.3333333,-5.088873,99.11324,-4.948902,0.14999999,12.9631815,12.517606,1.4160975e-10,847.9803921568628,16,,433.68082,51,3.0
,99.11324,-70.3745,52,1.2697234,1.0,44246,313,-2.2986712,1.6417661e-24,99.11324,2.6450014e-06,-6.3357,-7.6696835,-398.82355,-4.161369,-55.30215,35.87048888206482,433.79904,-3.3333333,-3.7143214,99.11324,-4.890929,0.14999999,12.669683,20.906906,1.2509308e-16,850.8846153846154,16,,489.1012,52,3.0
,99.11324,-70.3745,53,0.81224173,0.33333334,45245,313,-41.549114,2.7247254e-10,99.11324,2.5461316e-06,11.744762,-6.6466885,-352.27448,-4.159472,-0.6406774,36.70607924461365,434.26978,10.0,-4.1978145,99.11324,-4.9099774,0.14999999,11.646688,21.668318,1.3198523e-10,853.6792452830189,16,,434.91046,53,3.0
,99.11324,-70.3745,54,0.50773084,0.33333334,45714,313,96.768684,4.651746e-08,99.11324,2.4527033e-06,2.7396982,-8.2230215,-444.04315,-4.158996,-0.73751646,37.16580557823181,434.8788,3.3333333,-3.8505046,99.11324,-4.9286695,0.14999999,13.2230215,8.539294,0.26484597,846.5555555555555,16,,435.61633,54,3.0
,99.11324,-70.3745,55,0.66117775,0.33333334,46713,313,-6.754242,4.897163e-10,99.11324,2.3643252e-06,-10.375724,-7.8597994,-432.28894,-4.168039,-3.0770319,38.01647996902466,433.84937,-10.0,-4.148825,99.11324,-4.9470186,0.14999999,12.859799,17.860716,0.0037571036,849.3272727272728,16,,436.9264,55,3.0
,99.11324,-70.3745,56,0.9038387,0.33333334,47712,313,-1.2047881,5.7932564e-08,99.11324,2.2806387e-06,1.4268035,-7.6086445,-426.0841,-4.1699843,-2.6547577,38.80988383293152,433.42722,-3.3333333,-3.8782847,99.11324,-4.9650373,0.14999999,12.6086445,11.504827,0.62842184,852.0,16,,436.08197,56,3.0
,99.11324,-70.3745,57,1.2591205,-0.33333334,48711,313,-1.1531689,0.04387603,99.11324,2.2013185e-06,-7.388297,-7.3672104,-419.93097,-4.167333,-4.2135706,39.59388852119446,433.9158,-10.0,-3.8674226,99.11324,-4.982737,0.14999999,12.36721,26.766264,3.7816248e-05,854.578947368421,16,,438.12936,57,3.0
,99.11324,-70.3745,58,0.83716094,-1.0,49710,313,-2.9236307,1.1822523,99.11324,2.1260653e-06,-2.3360133,-7.1035748,-412.00732,-4.162966,-16.87408,40.42528057098389,433.09384,-3.3333333,-4.0308976,99.11324,-4.999359,0.14999999,12.103575,17.145184,0.0007175162,857.0689655172414,16,,449.96793,58,3.0
,99.11324,-70.3745,59,1.2263355,-0.33333334,50709,313,-22.834259,5.167245,99.11324,2.0546058e-06,-2.1835804,-6.511409,-384.1731,-4.159862,-5.657841,41.32355546951294,432.1708,-3.3333333,-3.7577913,99.11324,-4.996275,0.14999999,11.511409,19.633835,1.7344759e-05,859.4745762711865,16,,437.82864,59,3.0
,99.11324,-70.3745,60,0.7682845,-0.33333334,51708,313,-0.6012296,0.02401093,99.11324,1.98669e-06,8.955017,-6.3095303,-378.57184,-4.1549287,72.19784,42.15817379951477,431.54575,10.0,-3.9874449,99.11324,-4.9291267,0.14999999,11.30953,18.16021,0.0029298034,861.8,16,,359.3479,60,3.0
,99.11324,-70.3745,61,0.8795134,-0.33333334,52040,313,96.35319,0.024401342,99.11324,1.9220863e-06,12.57166,-7.7036896,-469.92505,-4.164035,82.878975,42.5227324962616,395.11752,10.0,-4.4267206,99.11324,-4.9452558,0.14999999,12.70369,14.173102,13.655162,853.1147540983607,16,,312.23856,61,3.0
,99.11324,-70.3745,62,0.863373,-1.0,52371,313,96.64074,0.947523,99.11324,1.8605837e-06,-0.19221056,-9.057513,-561.5658,-4.16902,24.657894,42.873573780059814,388.59903,3.3333333,-4.297757,99.11324,-4.9611163,0.14999999,14.057513,15.093539,0.00013712599,844.6935483870968,16,,363.94113,62,3.0
,99.11324,-70.3745,63,0.99282974,1.0,53370,313,-26.855785,8.759217e-27,99.11324,1.8019862e-06,10.075112,-8.408094,-529.70996,-4.1759515,-59.5254,43.70661926269531,384.30396,10.0,-4.421509,99.11324,-4.96195,0.14999999,13.408094,30.4416,,847.1428571428571,16,,443.82935,63,3.0
,99.11324,-70.3745,64,1.4344616,1.0,54369,313,-28.24717,1.5411481e-26,99.11324,1.7461142e-06,-4.8886395,-7.7572317,-496.46283,-4.203067,-61.46125,44.63093161582947,382.89627,-10.0,-5.741188,99.11324,-4.977698,0.14999999,12.757232,28.24456,5.1676454e-09,849.515625,16,,444.3575,64,3.0
,99.11324,-85.25239,65,1.2447778,,55368,313,-85.25239,0.0031669878,99.11324,1.1068314e-06,-6.246739,-6.2493916,-406.21045,-4.2235904,-0.6268732,45.49110960960388,1004.3757,-5.0,-5.7911396,99.11324,-4.993202,0.14999999,11.249392,21.484121,2.8000116e-14,851.8153846153846,25,,1005.00256,65,3.0
,99.11324,-85.25239,66,1.0990261,,56367,313,-0.76354474,0.002443364,99.11324,1.073545e-06,8.126972,-6.067377,-400.4469,-4.218889,49.672554,48.03703236579895,985.906,5.0,-4.068705,99.11324,-5.008421,0.14999999,11.067377,12.53731,0.01183479,854.0454545454545,25,,936.23346,66,3.0
,99.11324,-85.25239,67,0.51110363,0.5,57087,313,98.78566,4.9203898e-11,99.11324,1.0417382e-06,1.3353741,-7.376605,-494.23254,-4.2107162,-5.4881988,48.73707985877991,896.3724,,-3.7247856,99.11324,-5.023422,0.14999999,12.376605,18.288683,0.0025434408,852.044776119403,25,,901.8606,67,3.0
,99.11324,-85.25239,68,1.8945725,-0.5,58086,313,-11.354046,40.140896,99.11324,1.011324e-06,2.7187574,-7.027625,-477.87848,-4.223402,-13.140618,49.66240429878235,871.52313,,-4.555496,99.11324,-5.038237,0.14999999,12.027625,40.140896,4.998802e-10,854.2058823529412,25,,884.66376,68,3.0
,99.11324,-85.25239,69,0.62837416,-0.5,58931,313,87.36833,5.567054,99.11324,9.822227e-07,6.2965326,-8.119519,-560.2468,-4.219822,31.58662,50.40692949295044,753.30475,5.0,-4.567016,99.11324,-4.5889087,0.14999999,13.119519,8.904271,7.9663033,854.072463768116,25,,721.71814,69,3.0
,99.11324,-85.25239,70,0.6668541,0.5,59402,313,92.26897,8.556392e-12,99.11324,9.543596e-07,-5.399424,-9.250226,-647.5158,-4.2348676,-5.71097,50.907058000564575,735.005,-5.0,-4.885967,99.11324,-4.525705,0.14999999,14.250226,24.565554,2.0271322e-17,848.6,25,,740.716,70,3.0
,99.11324,-85.25239,71,1.1062493,-0.5,60401,313,-22.371098,6.9759707,99.11324,9.276656e-07,-4.21834,-8.734431,-620.14465,-4.253926,-6.2080755,51.75685977935791,734.9325,-5.0,-5.2016826,99.11324,-4.53989,0.14999999,13.734431,19.83438,2.2761198e-14,850.7183098591549,25,,741.14056,71,3.0
,99.11324,-85.25239,72,1.1305747,0.5,61400,313,-5.3082776,6.0891275e-12,99.11324,9.020761e-07,-0.33700985,-8.469951,-609.8364,-4.2506537,-21.431135,52.661349296569824,720.7808,5.0,-4.0420237,99.11324,-4.460155,0.14999999,13.469951,25.971989,1.3742707e-10,852.7777777777778,25,,742.212,72,3.0
,99.11324,-85.25239,73,0.46767712,0.5,62399,313,-15.4323435,1.445064e-13,99.11324,8.775309e-07,-6.148084,-8.074028,-589.40405,-4.2587094,-5.162601,53.527122020721436,661.48474,-10.0,-4.870378,99.11324,-4.4739485,0.14999999,13.074028,11.309369,0.31876656,854.7808219178082,25,,666.64734,73,3.0
,99.11324,-85.25239,74,1.0823551,-0.5,63398,313,-9.099245,0.11774679,99.11324,8.539741e-07,-11.71281,-7.7743893,-575.3048,-4.2657886,-6.1405406,54.40606379508972,661.15674,-10.0,-4.234049,99.11324,-4.487554,0.14999999,12.774389,57.86262,1.3816516e-09,856.7297297297297,25,,667.2973,74,3.0
,99.11324,-85.25239,75,1.2025247,0.5,64397,313,-4.3598967,8.5585375e-14,99.11324,8.3135325e-07,8.008108,-7.545933,-565.94495,-4.2663054,-24.681175,55.258877754211426,643.25165,10.0,-4.18175,99.11324,-4.4993873,0.14999999,12.545933,58.111588,1.0639611e-18,858.6266666666667,25,,667.9328,75,3.0
,99.11324,-85.25239,76,0.9278158,-0.5,65396,313,-10.272882,0.06971155,99.11324,8.096195e-07,2.5741608,-7.2456846,-550.67206,-4.261722,87.75644,56.13965392112732,613.3297,10.0,-3.896627,99.11324,-4.5126324,0.14999999,12.245685,25.99491,7.422974e-07,860.4736842105264,25,,525.57324,76,3.0
,99.11324,-85.25239,77,1.1176974,,66395,313,-2.7140195,0.0015064294,99.11324,7.88727e-07,6.4072685,-7.051403,-542.958,-4.2582116,56.775986,57.045835733413696,592.2242,5.0,-3.8410058,99.11324,-4.5247874,0.14999999,12.051403,12.051201,1.1608741,862.2727272727273,25,,535.4482,77,3.0
,99.11324,-85.25239,78,1.1621197,,67394,313,-1.8109918,0.002008223,99.11324,7.6863284e-07,-6.4737377,-6.87368,-536.14703,-4.2538466,-0.64110243,57.928624629974365,547.17224,-5.0,-3.994076,99.11324,-4.5376716,0.14999999,11.87368,19.305473,0.009274959,864.025641025641,25,,547.81335,78,3.0
,99.11324,-85.25239,79,0.7444192,-0.5,68393,313,-0.14448567,5.356669,99.11324,7.49297e-07,11.478222,-6.721552,-531.00256,-4.2496634,37.182186,58.789737701416016,514.27216,5.0,-4.0196486,99.11324,-4.550385,0.14999999,11.721552,10.354006,0.00022751091,865.7341772151899,25,,477.09,79,3.0
,99.11324,-85.25239,80,1.0952034,-0.5,68751,313,94.04838,0.068654805,99.11324,7.306816e-07,12.922233,-7.750636,-620.0509,-4.266207,102.625206,59.200533628463745,507.5208,10.0,-5.297464,99.11324,-4.4973574,0.14999999,12.750636,28.767754,28.767754,859.3875,25,,404.8956,80,3.0
