Iteration,AvgEpLen,StepSize,NatGradInftyNorm,VarJ,J,ReturnMean,BatchSize,ReturnMax,AvgRet,NatGrad2Norm
65,500.0,0.0001,0.009986718,0.00012472013840088573,-0.08128080046304852,-0.10128274447208684,100,-4.306035225631641e-08,-0.4103852518509655,0.0103537915
66,500.0,0.0001,0.014149898,0.00014311554862813305,-0.09327646702016479,-0.10116143723796682,100,-4.306035225631641e-08,-0.4724520324112559,0.014302162
67,500.0,0.0001,0.021049866,0.00032708858858408984,-0.10441144877946544,-0.10120994487291454,100,-4.306035225631641e-08,-0.5275377789408314,0.021886982
68,500.0,0.0001,0.021298192,0.00025532794623003174,-0.1129506084615008,-0.10138260169039373,100,-4.306035225631641e-08,-0.5711960727271833,0.021307107
69,500.0,0.0001,0.0083720675,0.0001372878633480123,-0.08565894300085519,-0.10115472257895115,100,-4.306035225631641e-08,-0.43310442624642836,0.008396125
70,500.0,0.0001,0.016835118,0.00017337311595744777,-0.11271097829944972,-0.10131981194638687,100,-4.306035225631641e-08,-0.5703364112325181,0.016858924
71,500.0,0.0001,0.021916522,0.0003329989424136784,-0.10029842175650758,-0.1013054261690646,100,-4.306035225631641e-08,-0.506778940852146,0.02193291
72,500.0,0.0001,0.012981491,0.00018871556622350574,-0.09762051415488086,-0.10125424683553427,100,-4.306035225631641e-08,-0.4942236743833407,0.013583605
73,500.0,0.0001,0.01641256,0.00017045606316091244,-0.09569067596981204,-0.10117803353600384,100,-4.306035225631641e-08,-0.4840450642222363,0.016438873
74,500.0,0.0001,0.01050478,0.00013284966691921635,-0.08051967026876392,-0.10089886646482492,100,-4.306035225631641e-08,-0.4073465008262658,0.01051045
75,500.0,0.0001,0.01948709,0.00027567618633158973,-0.108566031788727,-0.1010010953358103,100,-4.306035225631641e-08,-0.5488683022327422,0.019625466
76,500.0,0.0001,0.012274881,0.0001323350561989104,-0.09524428371612398,-0.10092534781449863,100,-4.306035225631641e-08,-0.48192553888805345,0.012471334
77,500.0,0.0001,0.010303023,0.00014730013970321997,-0.0824377646637196,-0.10068524933202098,100,-4.306035225631641e-08,-0.4161081790135686,0.010441233
78,500.0,0.0001,0.012646659,0.00014197918379765443,-0.09145970207382675,-0.10056697308512104,100,-4.306035225631641e-08,-0.4623092069015914,0.012758576
79,500.0,0.0001,0.01199615,0.00014976498190655673,-0.08086233230044568,-0.10031754725240366,100,-4.306035225631641e-08,-0.4090639252601253,0.012027122
80,500.0,0.0001,0.017517043,0.0002220761233082841,-0.11738579847991984,-0.10053090039274758,100,-4.306035225631641e-08,-0.5933973768384988,0.017643342
81,500.0,0.0001,0.0087902965,0.0001384705996983789,-0.09468181280380848,-0.10045868943485944,100,-4.306035225631641e-08,-0.4780468804593518,0.008793001
82,500.0,0.0001,0.015591485,0.00023121183073600605,-0.09239149655868559,-0.10036030903393049,100,-4.306035225631641e-08,-0.4670811755946285,0.015875526
83,500.0,0.0001,0.015612619,0.00020144379378965186,-0.10112056164096561,-0.10036946870389478,100,-4.306035225631641e-08,-0.5115856809445871,0.015635155
84,500.0,0.0001,0.015756598,0.0002664384615788243,-0.10087094953382678,-0.10037543871377493,100,-4.306035225631641e-08,-0.5097048682840881,0.015763529
85,500.0,0.0001,0.013263367,0.0001554851756898986,-0.08790095086104327,-0.10022868003315455,100,-4.306035225631641e-08,-0.4447769273029641,0.013268102
86,500.0,0.0001,0.017692132,0.00025944851555766043,-0.09511905978941032,-0.1001692658442738,100,-4.306035225631641e-08,-0.480618703793631,0.017694825
87,500.0,0.0001,0.010116857,0.00017029424353725268,-0.08053486427819384,-0.09994358306765219,100,-4.306035225631641e-08,-0.40750697298211236,0.010130902
88,500.0,0.0001,0.015458015,0.00021323231386853389,-0.09622425353917062,-0.09990131795937399,100,-4.306035225631641e-08,-0.48647142763745616,0.016210606
89,500.0,0.0001,0.017841594,0.0002299962292701327,-0.12487901350194486,-0.10018196622389726,100,-4.306035225631641e-08,-0.632106364498368,0.017915668
90,500.0,0.0001,0.022977306,0.0003774106059248781,-0.11718832185340772,-0.10037092573089182,100,-4.306035225631641e-08,-0.5913604967487942,0.023031523
91,500.0,0.0001,0.0138171455,0.00015946017640223843,-0.08735129717427047,-0.10022785288961027,100,-4.306035225631641e-08,-0.44169413778205713,0.014661476
92,500.0,0.0001,0.017524615,0.00020102866455921537,-0.09857691301570545,-0.10020990789098087,100,-4.306035225631641e-08,-0.49933047404079184,0.017724885
93,500.0,0.0001,0.009691903,0.00011591858981250519,-0.08905329562519114,-0.10008994431823043,100,-4.306035225631641e-08,-0.450366916984335,0.009693076
94,500.0,0.0001,0.011361388,0.0001378449058748205,-0.08338234480761347,-0.09991220389790473,100,-4.306035225631641e-08,-0.42128512030196064,0.011385594
95,500.0,0.0001,0.018649243,0.00023621608361909532,-0.10436775637671486,-0.09995910445031325,100,-4.306035225631641e-08,-0.5274697858256043,0.0186523
96,500.0,0.0001,0.023394832,0.00030008898812180785,-0.12003694705492161,-0.10016824864411127,100,-4.306035225631641e-08,-0.6066485266707727,0.023397712
97,500.0,0.0001,0.013347972,0.0002060246197824262,-0.10566860111119142,-0.10022495330872033,100,-4.306035225631641e-08,-0.5341448635409444,0.0135473665
98,500.0,0.0001,0.027013194,0.0004057180630922843,-0.11544339807253402,-0.10038024356141231,100,-4.306035225631641e-08,-0.5828992187965594,0.027020393
99,500.0,0.0001,0.010651183,0.00014154899773415533,-0.07941411561400216,-0.10016846449123645,100,-4.306035225631641e-08,-0.401494935726095,0.010695522
100,500.0,0.0001,0.010260876,0.0001514582222212424,-0.09712781286782772,-0.10013805797500236,100,-4.306035225631641e-08,-0.4910922918606964,0.010525374
101,500.0,0.0001,0.019449048,0.0002739453760537162,-0.10451625670210006,-0.10018140647725085,100,-4.306035225631641e-08,-0.5281161996874318,0.020191677
102,500.0,0.0001,0.010974298,0.00017130377852170585,-0.09972803748378752,-0.1001769616831973,100,-4.306035225631641e-08,-0.5043433230811414,0.0109984195
103,500.0,0.0001,0.024952875,0.0003657244944796765,-0.11682995548321878,-0.10033864123465382,100,-4.306035225631641e-08,-0.589895897288038,0.02509354
104,500.0,0.0001,0.013242009,0.00014245628770668967,-0.09748796932409365,-0.10031123092782149,100,-4.306035225631641e-08,-0.4928132062973451,0.013254536
105,500.0,0.0001,0.011189522,0.0001486677017292063,-0.08887342664821472,-0.1002022994584919,100,-4.306035225631641e-08,-0.44925945279129914,0.011300483
106,500.0,0.0001,0.025403243,0.0003514263985140914,-0.13030633410702827,-0.1004862997853649,100,-4.306035225631641e-08,-0.657996903135522,0.025477286
107,500.0,0.0001,0.02024181,0.0002920995651997157,-0.11164646569107736,-0.10059060040130613,100,-4.306035225631641e-08,-0.5639030057764655,0.020381715
108,500.0,0.0001,0.021559814,0.0002892039104507095,-0.1140423177923529,-0.1007151533401121,100,-4.306035225631641e-08,-0.5764381832393315,0.02157735
109,500.0,0.0001,0.014021285,0.00017127818095747724,-0.10291771187660043,-0.10073536029916248,100,-4.306035225631641e-08,-0.5207126063109265,0.014366276
110,500.0,0.0001,0.029762855,0.0004404964747737511,-0.13282581695435272,-0.10102709172330056,100,-4.306035225631641e-08,-0.6707237275768017,0.029942045
111,500.0,0.0001,0.024789516,0.00038152179642063637,-0.11564029111260535,-0.10115874216824926,100,-4.306035225631641e-08,-0.5840883224462615,0.024793906
112,500.0,0.0001,0.010701292,0.0001181205354075814,-0.08787311992953356,-0.10104012054111787,100,-4.306035225631641e-08,-0.4447377628601344,0.010976766
113,500.0,0.0001,0.012373798,0.00014678863301920204,-0.08475271602443507,-0.10089598421796139,100,-4.306035225631641e-08,-0.4277377482970153,0.0124007575
114,500.0,0.0001,0.01509552,0.0001707176193005376,-0.1029066975180484,-0.10091362205392707,100,-4.306035225631641e-08,-0.5198237504015375,0.015097658
115,500.0,0.0001,0.0068414835,9.929767999789582e-05,-0.07726467618581571,-0.10070797904637827,100,-4.306035225631641e-08,-0.39035849910818743,0.006841917
116,500.0,0.0001,0.013133632,0.0001737016129857111,-0.08696074498392946,-0.10058946840790887,100,-4.306035225631641e-08,-0.43960089922961215,0.01314434
117,500.0,0.0001,0.010975032,0.000167571803432474,-0.08524380690359998,-0.10045830890787204,100,-4.306035225631641e-08,-0.43113883759046273,0.011037984
118,500.0,0.0001,0.015349391,0.00022088815766000878,-0.0954732806275792,-0.10041606290549669,100,-4.306035225631641e-08,-0.4830074011217333,0.015355858
119,500.0,0.0001,0.019569537,0.00025855728868094994,-0.10315885688603146,-0.10043911159440874,100,-4.306035225631641e-08,-0.5211814366208304,0.019982219
120,500.0,0.0001,0.02469297,0.00038116820893634835,-0.11356873894193638,-0.10054852515563815,100,-4.306035225631641e-08,-0.5734187890662312,0.024705067
121,500.0,0.0001,0.011472961,0.00013810177089862156,-0.08900131049086887,-0.10045309362948301,100,-4.306035225631641e-08,-0.4505286541382856,0.01149793
122,500.0,0.0001,0.017461834,0.00021949512161954812,-0.10685863865436444,-0.1005055980969001,100,-4.306035225631641e-08,-0.5397206694105104,0.017599927
123,500.0,0.0001,0.0062834774,0.0001271361540392342,-0.08392374821378404,-0.10037078630923248,100,-4.306035225631641e-08,-0.4243379748189618,0.0063402173
124,500.0,0.0001,0.016466606,0.00021216323775151907,-0.09949052105340865,-0.10036368739587906,100,-4.306035225631641e-08,-0.5029057472059592,0.01679531
125,500.0,0.0001,0.015257537,0.00020332475217481696,-0.09983070351498306,-0.10035942352483189,100,-4.306035225631641e-08,-0.50433584029174,0.015728604
126,500.0,0.0001,0.03534813,0.0005754592916951876,-0.1377745711731975,-0.10065636914108876,100,-4.306035225631641e-08,-0.6954327602062491,0.03547983
127,500.0,0.0001,0.020644477,0.0002768806519373661,-0.12534128784486356,-0.10085073857970116,100,-4.306035225631641e-08,-0.6341276664619039,0.020703457
128,500.0,0.0001,0.015464235,0.0001610711912417168,-0.09234977419092433,-0.10078432479541384,100,-4.306035225631641e-08,-0.46740605806896157,0.015477294
129,500.0,0.0001,0.01798682,0.00026207183903942903,-0.11363298668958899,-0.10088392682560125,100,-4.306035225631641e-08,-0.5741680717520004,0.018663676
130,500.0,0.0001,0.012827877,0.00014922434117582307,-0.08900272528806182,-0.10079253296762017,100,-4.306035225631641e-08,-0.44992007712241233,0.012833403
131,500.0,0.0001,0.016372351,0.00019898888166458806,-0.1082085271961254,-0.10084914361058585,100,-4.306035225631641e-08,-0.5482501606484587,0.01677859
132,500.0,0.0001,0.02306903,0.00027543739809169124,-0.1249040329885051,-0.10103137762102464,100,-4.306035225631641e-08,-0.6316775552467692,0.02309878
133,500.0,0.0001,0.01581822,0.00017471125573528237,-0.09547478484012206,-0.10098959872793514,100,-4.306035225631641e-08,-0.48257844073372475,0.016238607
134,500.0,0.0001,0.012241365,0.00017384421662196197,-0.09050204725630805,-0.1009113334184454,100,-4.306035225631641e-08,-0.45665788993301937,0.012284491
135,500.0,0.0001,0.009559882,0.00013424107828955074,-0.08491388692732395,-0.10079283381480746,100,-4.306035225631641e-08,-0.42947444243181904,0.009566753
136,500.0,0.0001,0.014295341,0.00013936492663089027,-0.10179926594595061,-0.10080023405106586,100,-4.306035225631641e-08,-0.5145374878388824,0.014298557
137,500.0,0.0001,0.013919225,0.00014538556065428783,-0.10635049129974078,-0.10084074687769855,100,-4.306035225631641e-08,-0.5377563777300953,0.013931553
138,500.0,0.0001,0.008699163,0.00010277380713378516,-0.08490384538454392,-0.10072526208426988,100,-4.306035225631641e-08,-0.4300769483100663,0.008728612
139,500.0,0.0001,0.025874024,0.00035576163718850374,-0.13914738606377322,-0.1010016802423958,100,-4.306035225631641e-08,-0.7027503931544931,0.025877865
140,500.0,0.0001,0.012845951,0.0001763912202972545,-0.09570256816244609,-0.10096382944182473,100,-4.306035225631641e-08,-0.48371759257182234,0.012952447
141,500.0,0.0001,0.014696894,0.00021105578449180358,-0.09938730072092841,-0.10095264838706659,100,-4.306035225631641e-08,-0.5026358258090743,0.014696955
142,500.0,0.0001,0.012598725,0.00016322551990333178,-0.09309887218368598,-0.1008973401039442,100,-4.306035225631641e-08,-0.47054493611405235,0.012655575
143,500.0,0.0001,0.01710164,0.00021295025101810143,-0.09911666588263003,-0.10088488783666227,100,-4.306035225631641e-08,-0.5014660500253851,0.01775649
144,500.0,0.0001,0.0123221055,0.000141018379268602,-0.08906470790193767,-0.10080280325378224,100,-4.306035225631641e-08,-0.450502739347347,0.012334327
145,500.0,0.0001,0.010112556,0.00019163365193899373,-0.09355169550579703,-0.10075279561414098,100,-4.306035225631641e-08,-0.47255733659653865,0.010219898
146,500.0,0.0001,0.008961528,8.730951833503635e-05,-0.07466049968710195,-0.10057408125847632,100,-4.306035225631641e-08,-0.3779801662668946,0.009160786
147,500.0,0.0001,0.01666292,0.0001860971138100119,-0.10280758317841981,-0.10058927514908818,100,-4.306035225631641e-08,-0.5199180659748891,0.0166748
148,500.0,0.0001,0.013716127,0.00018504774912986164,-0.09319977958660043,-0.10053934612501732,100,-4.306035225631641e-08,-0.47073731969654453,0.014082287
149,500.0,0.0001,0.008205382,0.00010390693906221483,-0.06941228463468864,-0.1003304396720621,100,-4.306035225631641e-08,-0.35029646772501344,0.00822319
150,500.0,0.0001,0.014448596,0.00023019241669932928,-0.09423895480785298,-0.10028982977296737,100,-4.306035225631641e-08,-0.4754319579864977,0.014502441
151,500.0,0.0001,0.014306091,0.00016609770825972388,-0.09845674815399709,-0.10027769015959669,100,-4.306035225631641e-08,-0.49821070672882306,0.014532633
152,500.0,0.0001,0.01398762,0.00016946721662904876,-0.09103535465785956,-0.10021688532076947,100,-4.306035225631641e-08,-0.4605654193696489,0.013995426
153,500.0,0.0001,0.01862042,0.00020921490865668464,-0.10410827574826512,-0.1002423192451322,100,-4.306035225631641e-08,-0.5261676626777865,0.01885622
154,500.0,0.0001,0.0101692425,0.00014118710649518987,-0.07668914511179917,-0.1000893765559547,100,-4.306035225631641e-08,-0.3873717414433313,0.010809219
155,500.0,0.0001,0.007753045,8.84003045395247e-05,-0.07517037758181623,-0.09992860882063768,100,-4.306035225631641e-08,-0.38011574801642156,0.007978644
156,500.0,0.0001,0.006533443,9.750393696059141e-05,-0.07970000299181679,-0.09979893827045293,100,-4.306035225631641e-08,-0.40241578154064583,0.0066624107
157,500.0,0.0001,0.01843507,0.00020907739154769073,-0.1093856117050238,-0.09985999988468587,100,-4.306035225631641e-08,-0.5527378166072632,0.018683322
158,500.0,0.0001,0.013635947,0.00022771814015227427,-0.09245940580603257,-0.09981316068165642,100,-4.306035225631641e-08,-0.46777274820155684,0.013921346
159,500.0,0.0001,0.0034853574,5.468785745923546e-05,-0.056640064808715425,-0.09954163177679516,100,-4.306035225631641e-08,-0.28594122067178407,0.0036115581
160,500.0,0.0001,0.016676707,0.00016665822466147926,-0.1067717970727618,-0.09958682030989495,100,-4.306035225631641e-08,-0.539654849408347,0.016677285
161,500.0,0.0001,0.019960606,0.000276665421665677,-0.10510455612937189,-0.0996210919609476,100,-4.306035225631641e-08,-0.5313533689239756,0.01996274
162,500.0,0.0001,0.015605536,0.00022704663508335522,-0.088415600008103,-0.099551922257535,100,-4.306035225631641e-08,-0.44714408614745593,0.015700014
163,500.0,0.0001,0.023310434,0.0003104173849446708,-0.11584527849818128,-0.09965188149827514,100,-4.306035225631641e-08,-0.5849015805466866,0.023397217
164,500.0,0.0001,0.015263001,0.0001802992790066176,-0.09858271424349326,-0.099645362185746,100,-4.306035225631641e-08,-0.4983793879400041,0.015278121
165,500.0,0.0001,0.012651205,0.000169129294057328,-0.0969444439912616,-0.0996289929845673,100,-4.306035225631641e-08,-0.4901509004187111,0.012675039
166,500.0,0.0001,0.013491867,0.0001737516721538492,-0.09944625973838127,-0.09962789218187942,100,-4.306035225631641e-08,-0.5034799616590044,0.013917303
167,500.0,0.0001,0.013670804,0.00018397882092410032,-0.08777018337194253,-0.09955688793750855,100,-4.306035225631641e-08,-0.4435494043669971,0.013885662
168,500.0,0.0001,0.013587707,0.00018284167410010033,-0.11068115281627794,-0.09962310379988218,100,-4.306035225631641e-08,-0.5598224709446593,0.014352931
169,500.0,0.0001,0.019073153,0.00024643189851190607,-0.09727389105663446,-0.09960920313276238,100,-4.306035225631641e-08,-0.49113767223596183,0.019087708
170,500.0,0.0001,0.0107511645,0.00014452086522272488,-0.08274867645518016,-0.09951002356407071,100,-4.306035225631641e-08,-0.4181939302546305,0.010915399
171,500.0,0.0001,0.01429025,0.00015353076317950492,-0.09232761689425999,-0.09946802118588469,100,-4.306035225631641e-08,-0.4670733529697045,0.01430046
172,500.0,0.0001,0.009231728,0.00011997191341227531,-0.08151604676482284,-0.09936364924157619,100,-4.306035225631641e-08,-0.41210214470709344,0.00950795
173,500.0,0.0001,0.012011512,0.00015784102201185917,-0.09410761984707618,-0.09933326756877561,100,-4.306035225631641e-08,-0.47559857232886604,0.012793068
174,500.0,0.0001,0.022623224,0.00032508279548017026,-0.1139925845053161,-0.09941751651668676,100,-4.306035225631641e-08,-0.5762707827937882,0.02394542
175,500.0,0.0001,0.00591297,9.684590596572116e-05,-0.07394674985616242,-0.09927196927862662,100,-4.306035225631641e-08,-0.37415815832185445,0.005921209
176,500.0,0.0001,0.018980464,0.00029522217002658866,-0.10419227950736534,-0.09929992558674446,100,-4.306035225631641e-08,-0.5256906606279447,0.019897439
177,500.0,0.0001,0.024769394,0.00038039059783339095,-0.11722083765822468,-0.09940117367754378,100,-4.306035225631641e-08,-0.5924292833737074,0.024831299
178,500.0,0.0001,0.0032403222,6.385167170378353e-05,-0.06535291698233654,-0.09920989133655947,100,-4.306035225631641e-08,-0.3307871211034518,0.003257468
179,500.0,0.0001,0.016785868,0.0002005072900151459,-0.10998229716568395,-0.099270072374711,100,-4.306035225631641e-08,-0.5562501166849539,0.017014308
