Iteration,J,ReturnMean,NatGradInftyNorm,ReturnMax,NatGrad2Norm,AvgRet,StepSize,AvgEpLen,VarJ,BatchSize
76,-0.0453569693627931,-0.07622329498868333,0.00465936,-3.682426824215643e-09,0.0051673474,-0.22934147951255468,0.1,500.0,5.221942427340348e-05,100
77,-0.07269615939971671,-0.07617748803298248,0.0054468825,-3.682426824215643e-09,0.0055005285,-0.36749470346224833,0.1,500.0,7.009882375969742e-05,100
78,-0.06103816184482416,-0.07598339410749327,0.0028533146,-3.682426824215643e-09,0.0028605473,-0.30846049741297277,0.1,500.0,5.897416471359914e-05,100
79,-0.04996015420663673,-0.07565398600748241,0.0045079594,-3.682426824215643e-09,0.0049001626,-0.2523587830226343,0.1,500.0,0.00010034576970061069,100
80,-0.04695524591184297,-0.07529525175628694,0.006215264,-3.682426824215643e-09,0.006273873,-0.2374625779662593,0.1,500.0,7.24079400063885e-05,100
81,-0.05669854088129637,-0.0750656627331389,0.004027439,-3.682426824215643e-09,0.0042272042,-0.28628224052138224,0.1,500.0,6.0825207632754084e-05,100
82,-0.0693357551279483,-0.07499578581112439,0.0084729185,-3.682426824215643e-09,0.008640249,-0.3503635592215042,0.1,500.0,0.00010600160958730537,100
83,-0.07838276878729909,-0.07503659283493372,0.006473451,-3.682426824215643e-09,0.007878578,-0.3962443598496602,0.1,500.0,0.00016300690195556147,100
84,-0.055577428529689846,-0.07480493611701415,0.00070890645,-3.682426824215643e-09,0.00079750177,-0.2808717342030764,0.1,500.0,4.87841428514042e-05,100
85,-0.05799722492772264,-0.0746071983383166,0.0039419737,-3.682426824215643e-09,0.0042759953,-0.2933453538122648,0.1,500.0,5.581557451117198e-05,100
86,-0.054891692048733766,-0.07437794826518192,0.005661156,-3.682426824215643e-09,0.0059947157,-0.27737009446091504,0.1,500.0,7.080329575697797e-05,100
87,-0.06573097635999518,-0.0742785577835131,0.005873144,-3.682426824215643e-09,0.0064718914,-0.33214668629492367,0.1,500.0,0.0001003796416816768,100
88,-0.05443359224070706,-0.07405304681143576,0.0023822414,-3.682426824215643e-09,0.00246562,-0.2749196122545151,0.1,500.0,5.1443020899110054e-05,100
89,-0.07255473776590389,-0.0740362118783399,0.0066260616,-3.682426824215643e-09,0.0069496757,-0.36669648160621016,0.1,500.0,7.94466598086042e-05,100
90,-0.06082310002775221,-0.07388939952444448,0.0046714884,-3.682426824215643e-09,0.0047168937,-0.3071770118946997,0.1,500.0,5.710287383935057e-05,100
91,-0.06325116836693584,-0.07377249588535098,0.0017521813,-3.682426824215643e-09,0.0020453157,-0.319638566157221,0.1,500.0,6.103814180842398e-05,100
92,-0.07204714458992209,-0.07375374206692241,0.009759291,-3.682426824215643e-09,0.009942383,-0.36417141322983915,0.1,500.0,0.00012285432932827842,100
93,-0.057666122142447165,-0.07358075690644417,0.0028925678,-3.682426824215643e-09,0.0029364163,-0.291626030238656,0.1,500.0,7.870634869784256e-05,100
94,-0.062153908945997254,-0.07345919469409899,0.002370836,-3.682426824215643e-09,0.002452523,-0.3138650184705048,0.1,500.0,6.312825272146608e-05,100
95,-0.052663750338807415,-0.07324029527983276,0.0046226187,-3.682426824215643e-09,0.004874476,-0.26600772814430007,0.1,500.0,0.0001133620140701992,100
96,-0.07463680935621865,-0.07325484230146179,0.011546908,-3.682426824215643e-09,0.011560722,-0.377129957614483,0.1,500.0,0.00016411287839480161,100
97,-0.08375068650018021,-0.07336304688083002,0.012269663,-3.682426824215643e-09,0.012758901,-0.4234652978459603,0.1,500.0,0.00014812444205265416,100
98,-0.06830242460590569,-0.07331140787802466,0.008380499,-3.682426824215643e-09,0.008651189,-0.345489364359744,0.1,500.0,9.036915339011912e-05,100
99,-0.07640911622104894,-0.07334269786128754,0.0030695898,-3.682426824215643e-09,0.0032096554,-0.3861079497324941,0.1,500.0,0.00010548262244100745,100
100,-0.05494224351009202,-0.07315869331777558,0.0027136602,-3.682426824215643e-09,0.003424729,-0.2776721806227803,0.1,500.0,6.109052548550282e-05,100
101,-0.056283581546680575,-0.07299161300321029,0.0014245514,-3.682426824215643e-09,0.0014456315,-0.2840829183292392,0.1,500.0,8.300178974817673e-05,100
102,-0.07411847399363475,-0.07300266065997915,0.0006029978,-3.682426824215643e-09,0.0006245702,-0.37389954760139943,0.1,500.0,9.179969390283375e-05,100
103,-0.06061099279085871,-0.07288235320493915,0.0057827034,-3.682426824215643e-09,0.005796023,-0.3062924896632159,0.1,500.0,8.49271010084331e-05,100
104,-0.0780052159238106,-0.07293161150031291,0.004990434,-3.682426824215643e-09,0.0050042,-0.39413594248328765,0.1,500.0,0.00010434184640458198,100
105,-0.06304028974095405,-0.07283740843593807,0.0045055402,-3.682426824215643e-09,0.0053918157,-0.31859973754621057,0.1,500.0,8.156595148144188e-05,100
106,-0.061684761350246434,-0.07273219478418626,0.0043808455,-3.682426824215643e-09,0.0051103453,-0.31178233078586826,0.1,500.0,9.000852556811146e-05,100
107,-0.05394301715862484,-0.07255659499329317,0.0009816908,-3.682426824215643e-09,0.0013770886,-0.27221286602899414,0.1,500.0,5.554279938934918e-05,100
108,-0.07881038946066736,-0.0726145004976207,0.0052716057,-3.682426824215643e-09,0.005395348,-0.398426648307072,0.1,500.0,0.00012274815951470128,100
109,-0.06054603729320276,-0.07250378065170861,0.008338693,-3.682426824215643e-09,0.008339626,-0.3059027159326096,0.1,500.0,9.691074670972866e-05,100
110,-0.0570871961567863,-0.07236362988357295,0.002309221,-3.682426824215643e-09,0.0023147895,-0.2883636835852642,0.1,500.0,6.988446727255363e-05,100
111,-0.07758240510426709,-0.07241064587655219,0.007809175,-3.682426824215643e-09,0.007891195,-0.3918381669892896,0.1,500.0,0.00010547704010632204,100
112,-0.054731568978429415,-0.07225279697567609,0.002734508,-3.682426824215643e-09,0.0037224058,-0.2763076184149826,0.1,500.0,3.85635646625223e-05,100
113,-0.06117065210368942,-0.07215472489716293,0.0010258268,-3.682426824215643e-09,0.0010430168,-0.30885461822743837,0.1,500.0,5.65224907534642e-05,100
114,-0.058864995807860504,-0.07203814832620414,0.0017646259,-3.682426824215643e-09,0.0021152054,-0.2973049622148569,0.1,500.0,6.964293046399865e-05,100
115,-0.08482323819987629,-0.07214932302075781,0.009340763,-3.682426824215643e-09,0.009355515,-0.4286788304904023,0.1,500.0,0.000133635446227165,100
116,-0.06673557452381139,-0.07210265277509448,0.0041285027,-3.682426824215643e-09,0.005378818,-0.33730852184985294,0.1,500.0,7.70849200145584e-05,100
117,-0.049192862759083564,-0.07190684260401745,0.0019047809,-3.682426824215643e-09,0.0019057259,-0.24832276300378645,0.1,500.0,3.548218315471465e-05,100
118,-0.06630522075040693,-0.07185937123237669,0.0015611631,-3.682426824215643e-09,0.0015611674,-0.33511919458768247,0.1,500.0,8.785778361199392e-05,100
119,-0.06970972701565899,-0.07184130699526141,0.0032850772,-3.682426824215643e-09,0.003998324,-0.35226188187877133,0.1,500.0,0.00014497084620628957,100
120,-0.05840513905324521,-0.07172933892907794,0.0006561421,-3.682426824215643e-09,0.00087818434,-0.2947817030964911,0.1,500.0,7.473835492900158e-05,100
121,-0.06005487840234818,-0.07163285578422894,0.005409657,-3.682426824215643e-09,0.006261201,-0.30321265993730484,0.1,500.0,7.01873089143458e-05,100
122,-0.05410737218976372,-0.07148920427935627,0.0020981089,-3.682426824215643e-09,0.002144909,-0.27336238496063625,0.1,500.0,4.289882995340025e-05,100
123,-0.06868826803216034,-0.07146643243994819,0.008744716,-3.682426824215643e-09,0.0090567,-0.3465039899018394,0.1,500.0,0.00017820194628500577,100
124,-0.04911303576825283,-0.07128616311195064,0.0028273726,-3.682426824215643e-09,0.0028384428,-0.24776332733908674,0.1,500.0,8.262730011315212e-05,100
125,-0.06712444513836498,-0.07125286936816196,0.00028299107,-3.682426824215643e-09,0.0002830074,-0.3388998727459242,0.1,500.0,0.00012611511889785686,100
126,-0.06519203811628002,-0.07120476753282955,0.002758494,-3.682426824215643e-09,0.0029551403,-0.32959467481090515,0.1,500.0,7.78212500246437e-05,100
127,-0.0584407657332021,-0.0711042635816514,0.004196468,-1.8919566708739726e-09,0.0046294634,-0.29505508775738243,0.1,500.0,9.511422525242285e-05,100
128,-0.07172685964146062,-0.07110912761336864,0.00587239,-1.8919566708739726e-09,0.0058849445,-0.3622968569544421,0.1,500.0,0.00011147295216046081,100
129,-0.04567627083494439,-0.07091197368485373,0.0027908124,-1.8919566708739726e-09,0.0029151523,-0.2308583679710175,0.1,500.0,5.751040328361698e-05,100
130,-0.06183615076597408,-0.0708421596624008,0.005208629,-1.8919566708739726e-09,0.0055434126,-0.31229459223273626,0.1,500.0,8.048355422016917e-05,100
131,-0.06926041706027534,-0.07083008529139222,0.006701791,-1.8919566708739726e-09,0.006780125,-0.34958170659461246,0.1,500.0,0.00011826168861813689,100
132,-0.07235630507572986,-0.07084164756248569,0.005804365,-1.8919566708739726e-09,0.006190059,-0.365200688737306,0.1,500.0,9.160301501348381e-05,100
133,-0.06863550352142948,-0.07082506001330481,0.0053823856,-1.8919566708739726e-09,0.0059181224,-0.3467315820887453,0.1,500.0,0.00011319676996834954,100
134,-0.06302300065386493,-0.0707668356897269,0.0016463005,-1.8919566708739726e-09,0.0020286243,-0.3180475401282342,0.1,500.0,6.0724366868951244e-05,100
135,-0.05342853545496793,-0.0706384038361361,0.0038239548,-1.8919566708739726e-09,0.0038670567,-0.2697889468542654,0.1,500.0,6.589072639055789e-05,100
136,-0.05677276111581365,-0.0705364505808396,0.006424175,-1.8919566708739726e-09,0.006737473,-0.2868001463687434,0.1,500.0,0.00010155812409911341,100
137,-0.06526782840607909,-0.07049799348467346,0.0026794784,-1.8919566708739726e-09,0.0027386416,-0.3301394172410648,0.1,500.0,0.00012030871863879272,100
138,-0.05317556649210313,-0.07037246865139397,0.000425952,-1.8919566708739726e-09,0.00059008226,-0.26863806553382513,0.1,500.0,6.461894949547478e-05,100
139,-0.05743475851398316,-0.07027939160004569,0.0011438978,-1.8919566708739726e-09,0.0012275068,-0.29031743335890114,0.1,500.0,4.906490161435126e-05,100
140,-0.08377730661828378,-0.07037580527874739,0.0059707947,-1.8919566708739726e-09,0.007347605,-0.42298317118967615,0.1,500.0,0.00013545145048039743,100
141,-0.05900672096025421,-0.07029517347507014,0.0019056697,-1.8919566708739726e-09,0.001993849,-0.2979059967253376,0.1,500.0,6.347761618204426e-05,100
142,-0.05033815628954362,-0.07015463110052418,0.001386781,-1.8919566708739726e-09,0.0014358265,-0.2538473688869465,0.1,500.0,5.671663724105638e-05,100
143,-0.0678163723844811,-0.07013827964097143,0.0020447758,-1.8919566708739726e-09,0.002842382,-0.34294511573462955,0.1,500.0,7.812161494961126e-05,100
144,-0.07321879402220871,-0.07015967210195224,0.0035598604,-1.8919566708739726e-09,0.0042059245,-0.3691712179790864,0.1,500.0,0.00014103168814072017,100
145,-0.05211749347449396,-0.07003524328383184,0.0045089913,-1.8919566708739726e-09,0.0047418536,-0.2631882022899871,0.1,500.0,4.458214122823249e-05,100
146,-0.056582565173739455,-0.0699431016529408,0.0031452412,-1.8919566708739726e-09,0.0032133663,-0.285367333275862,0.1,500.0,6.43117359614538e-05,100
147,-0.10335643523220052,-0.07017040324191536,0.01275214,-1.8919566708739726e-09,0.012762389,-0.5216666512509535,0.1,500.0,0.0002731494643654469,100
148,-0.05642951769549744,-0.07007755942065577,0.004141659,-1.8919566708739726e-09,0.004230495,-0.28516324903226875,0.1,500.0,5.799126013713569e-05,100
149,-0.0761189777896177,-0.07011810585266223,0.005110278,-1.8919566708739726e-09,0.005113842,-0.3845184308576479,0.1,500.0,0.00010206010867477229,100
150,-0.05872959916063615,-0.07004218247471539,0.0028623168,-1.8919566708739726e-09,0.003016671,-0.2964545216717482,0.1,500.0,4.6390937702751115e-05,100
151,-0.05206060676965976,-0.06992309919190044,0.0018533479,-1.8919566708739726e-09,0.0021418273,-0.26290707347434605,0.1,500.0,3.9086399701221514e-05,100
152,-0.0658555134423654,-0.06989633875933772,0.0032097504,-1.8919566708739726e-09,0.0032866024,-0.33234394395479855,0.1,500.0,9.545374446034084e-05,100
153,-0.06460421732967862,-0.06986174973038571,0.0069309263,-1.8919566708739726e-09,0.0071610473,-0.326165537472508,0.1,500.0,0.00010187250480252853,100
154,-0.06132032489446188,-0.06980628593274983,0.000846479,-1.8919566708739726e-09,0.0008546638,-0.3098174216966373,0.1,500.0,7.790124333256234e-05,100
155,-0.08082055699381313,-0.06987734574604701,0.0028322623,-1.8919566708739726e-09,0.0030244458,-0.40819390031502323,0.1,500.0,0.00011858124078470935,100
156,-0.06361534975461534,-0.06983720474610194,0.0022436408,-1.8919566708739726e-09,0.0025854525,-0.32137598553486924,0.1,500.0,0.00010246470875016227,100
157,-0.06481284585948269,-0.06980520246019992,0.0013615398,-1.8919566708739726e-09,0.0014060857,-0.32720418123786565,0.1,500.0,7.029854250593296e-05,100
158,-0.0676809177731805,-0.06979175762040864,0.009077478,-1.8919566708739726e-09,0.009888465,-0.341918729240246,0.1,500.0,0.0001253009934812565,100
159,-0.05200979140707132,-0.06967992135491595,0.0016430283,-1.8919566708739726e-09,0.0020119392,-0.26271119643642904,0.1,500.0,4.872022425853804e-05,100
160,-0.05570029967412304,-0.069592548719411,0.0023556224,-1.8919566708739726e-09,0.0027386027,-0.28124995545916415,0.1,500.0,4.755018960185597e-05,100
161,-0.056473507814022425,-0.06951106399329057,0.0011859897,-1.8919566708739726e-09,0.0011875026,-0.2850584815284139,0.1,500.0,7.321505696633671e-05,100
162,-0.059268350082898984,-0.06944783736421409,0.0051960927,-1.8919566708739726e-09,0.005198285,-0.2991555757092577,0.1,500.0,0.00011587843559574909,100
163,-0.05704791462012464,-0.06937176421854482,0.0045197783,-1.8919566708739726e-09,0.004626604,-0.28765441031939276,0.1,500.0,0.00010243311111012909,100
164,-0.07079551183710503,-0.06938044560646286,0.0016896228,-1.8919566708739726e-09,0.0018553009,-0.35752128992284093,0.1,500.0,9.297484688398088e-05,100
165,-0.05983758802773199,-0.06932261010598571,0.0027258617,-1.8919566708739726e-09,0.003577576,-0.30180052862823603,0.1,500.0,5.130986427990926e-05,100
166,-0.04906341550542235,-0.06920056676501846,0.0017091746,-1.8919566708739726e-09,0.002028425,-0.24796864457546378,0.1,500.0,5.052633903078379e-05,100
167,-0.06983181418934951,-0.06920434668971505,0.0012586741,-1.8919566708739726e-09,0.0012651259,-0.35280027314219675,0.1,500.0,8.554293216796481e-05,100
168,-0.0476172806719862,-0.06907585224913333,0.0026576137,-1.8919566708739726e-09,0.0037201154,-0.24013770855596714,0.1,500.0,3.430426517300606e-05,100
169,-0.06486172032694305,-0.06905091655728604,0.0044794763,-1.8919566708739726e-09,0.0049419054,-0.32751864628533484,0.1,500.0,9.259443125814916e-05,100
170,-0.05639450751018718,-0.06897646709230312,0.0025639823,-1.8919566708739726e-09,0.0027001807,-0.2847709959754214,0.1,500.0,5.4105340690342485e-05,100
171,-0.06325597003263468,-0.06894301389312377,0.0030409403,-1.8919566708739726e-09,0.0042688833,-0.3194585609863876,0.1,500.0,5.325232313641678e-05,100
172,-0.06533541537283039,-0.06892203948312207,0.001639114,-1.8919566708739726e-09,0.001646958,-0.32950583487237006,0.1,500.0,6.58175726778929e-05,100
173,-0.05591913094443518,-0.06884687816208919,0.00451646,-1.8919566708739726e-09,0.004563126,-0.2828221555300638,0.1,500.0,5.222367517771376e-05,100
174,-0.07318430973588992,-0.06887180592975471,0.00033895046,-1.8919566708739726e-09,0.0003442096,-0.3694685411881754,0.1,500.0,9.358018743617146e-05,100
175,-0.05473144181532581,-0.06879100384910083,0.0011339637,-1.8919566708739726e-09,0.0013869948,-0.2761698261126542,0.1,500.0,4.344343654779242e-05,100
176,-0.0721963214956049,-0.06881035224481961,0.0016624432,-1.8919566708739726e-09,0.0022474504,-0.36439430619119567,0.1,500.0,0.00011195457967374135,100
177,-0.04933379007043614,-0.06870031517038806,0.0040359246,-1.8919566708739726e-09,0.004045873,-0.2492726629540659,0.1,500.0,7.309438597773972e-05,100
178,-0.08030543280295108,-0.06876551246045864,0.0077653932,-1.8919566708739726e-09,0.007974486,-0.4058084151217415,0.1,500.0,0.0001389279422095059,100
