IWMax,IWFirstEpisode,TimestepsSoFar,ReturnMin,BoundBonus,InvPendulum_std3_higher,InvPendulum_std0_higher,GridSize,IWLastEpisode,MinEpLen,DenMISEMeanLog,InvPendulum_mu3_higher,AvgEpLen,Regret/t,InvPendulum_std2_higher,ReturnMax,NumTrajectories,Delta,DenMISELogLast,InvPendulum_mu1_higher,ReturnLastEpisode,InvPendulum_mu0_higher,BoundMISE,Bound,DenMISELogFirst,ActionIn1,InvPendulum_std1_higher,NumTrainableParams,Iteration,ReturnAbsMax,IWMin,InvPendulum_mu2_higher,TimeElapsed,IWMean,Regret,ReturnMean
271.14856,,250924,-580.3206,13299351.0,0.01,0.01,4096,1.2915981e-19,11,4.617591,-0.028571429,68.74630136986302,147.69649,0.01,82.20315,3650,2.227562e-12,3.2060854,0.028571429,-125.64104,0.028571429,-12.278579,13299339.0,5.578475,-0.05342281,0.01,,3650,580.3206,,-0.08571429,67254.99501800537,0.096741796,539092.1,-142.69649
390.12006,,250957,-580.3206,13299487.0,0.01,0.01,4096,,11,4.6171927,0.028571429,68.73651054505615,147.6925,0.01,82.20315,3651,2.226342e-12,4.070763,0.028571429,-128.15065,-0.028571429,-13.203293,13299474.0,5.578201,0.095511734,0.01,,3651,580.3206,,0.08571429,67275.89739227295,0.108793,539225.3,-142.6925
429.73306,,250979,-580.3206,13299623.0,0.01,0.01,4096,,11,4.6165156,-0.028571429,68.723713033954,147.68555,0.01,82.20315,3652,2.2251229e-12,3.0376043,-0.028571429,-117.27153,0.028571429,-14.894886,13299608.0,5.577927,-0.117530905,0.01,,3652,580.3206,,-0.08571429,67299.09639191628,0.1183282,539347.6,-142.68555
456.3948,,251015,-580.3206,13299759.0,0.01,0.01,4096,,11,4.6160216,0.028571429,68.71475499589378,147.68314,0.01,82.20315,3653,2.2239047e-12,3.6983006,-0.028571429,-133.86456,-0.028571429,-17.38509,13299742.0,5.5776534,0.07910974,0.01,,3653,580.3206,,0.08571429,67323.54400372505,0.12532242,539486.5,-142.68314
272.85333,,251046,-580.3206,13299889.0,0.01,0.01,4096,9.528121e-34,11,4.615697,0.028571429,68.70443349753694,147.67903,0.01,82.20315,3654,2.2226877e-12,4.3119054,0.028571429,-127.70708,-0.08571429,-14.059063,13299875.0,5.5773797,-0.073782764,0.01,,3654,580.3206,,-0.028571429,67346.93321061134,0.076865315,539619.2,-142.67903
544.6377,,251141,-580.3206,13300031.0,0.01,0.01,4096,4.6606743e-18,11,4.6153417,0.08571429,68.71162790697674,147.68852,0.01,82.20315,3655,2.2214717e-12,4.2459955,0.028571429,-177.37534,-0.028571429,-23.91091,13300007.0,5.577106,0.039481465,0.01,,3655,580.3206,,-0.028571429,67369.19991588593,0.14915128,539801.56,-142.68852
274.88138,,251572,-580.3206,13300159.0,0.01,0.01,4096,,11,4.6144567,-0.028571429,68.81072210065645,147.7942,0.01,82.20315,3656,2.2202565e-12,2.236026,-0.08571429,-529.0729,-0.028571429,-18.843798,13300140.0,5.5768323,-0.17409362,0.01,,3656,580.3206,,-0.028571429,67391.77157616615,0.0752241,540335.6,-142.7942
718.8474,,251652,-580.3206,13300301.0,0.01,0.01,4096,8.389077e-07,11,4.61439,-0.028571429,68.81378178835111,147.80399,0.01,82.20315,3657,2.2190424e-12,5.3008885,-0.028571429,-178.56363,-0.028571429,-25.593021,13300275.0,5.5765586,-0.17516267,0.01,,3657,580.3206,,-0.08571429,67413.432751894,0.2341184,540519.2,-142.80399
920.8019,,251695,-580.3206,13300437.0,0.01,0.01,4096,5.3966426e-20,11,4.61367,-0.08571429,68.80672498633133,147.79814,0.01,82.20315,3658,2.2178294e-12,2.761197,0.028571429,-121.38026,0.028571429,-35.650307,13300401.0,5.5762854,-0.06582293,0.01,,3658,580.3206,,-0.028571429,67434.81327295303,0.25181565,540645.6,-142.79814
986.1005,,251723,-580.3206,13300566.0,0.01,0.01,4096,,11,4.6137414,0.028571429,68.79557256080896,147.79012,0.01,82.20315,3659,2.216617e-12,5.6554976,0.028571429,-113.45474,0.08571429,-40.592262,13300525.0,5.576012,0.16661228,0.01,,3659,580.3206,,0.028571429,67455.80243206024,0.33952987,540764.0,-142.79012
745.7556,,251772,-580.3206,13300701.0,0.01,0.01,4096,,11,4.613329,0.028571429,68.79016393442623,147.7883,0.01,82.20315,3660,2.215406e-12,3.7942646,-0.08571429,-136.18283,-0.028571429,-47.307957,13300654.0,5.575739,-0.043378197,0.01,,3660,580.3206,,0.028571429,67476.93764710426,0.20477782,540905.2,-142.7883
1873.5461,,251852,-580.3206,13300837.0,0.01,0.01,4096,,11,4.6126857,-0.028571429,68.79322589456433,147.79752,0.01,82.20315,3661,2.214196e-12,3.0723164,0.028571429,-176.49847,-0.08571429,-58.49383,13300779.0,5.5754657,-0.07122025,0.01,,3661,580.3206,,0.028571429,67501.2334780693,0.5117667,541086.7,-142.79752
1401.9277,,252208,-580.3206,13300978.0,0.01,0.01,4096,,11,4.6125226,0.08571429,68.87165483342436,147.85477,0.01,82.20315,3662,2.212987e-12,4.599824,0.028571429,-352.46368,0.028571429,-70.53774,13300907.0,5.5751925,0.16151896,0.01,,3662,580.3206,,0.028571429,67526.29424548149,0.38334772,541444.1,-142.85477
3232.3171,,252268,-580.3206,13301114.0,0.01,0.01,4096,,11,4.6127386,-0.08571429,68.86923286923287,147.85785,0.01,82.20315,3663,2.211779e-12,6.08201,0.028571429,-154.12296,0.028571429,-124.98087,13300989.0,5.574919,0.002198331,0.01,,3663,580.3206,,0.028571429,67549.2329878807,0.8827904,541603.25,-142.85785
0.42292055,,252314,-580.3206,11715741.0,0.01,0.01,4096,,11,4.6130776,0.028571429,68.86299126637554,147.85693,0.01,82.20315,3664,2.2105716e-12,6.220305,-0.2,-139.54573,-0.2,-0.06481673,11715741.0,5.5746465,-0.5051885,0.01,,3664,580.3206,,-0.14285715,67571.87860321999,0.0001478677,541747.8,-142.85693
2.389077,,252814,-580.3206,11715861.0,0.01,0.01,4096,,11,4.6129518,-0.14285715,68.9806275579809,147.94296,0.01,82.20315,3665,2.2093653e-12,5.1508155,-0.2,-458.1116,-0.2,0.016519152,11715861.0,5.5743737,-0.5442833,0.01,,3665,580.3206,,-0.028571429,67594.31996250153,0.00065333565,542210.94,-142.94296
0.44884053,,253207,-580.3206,11715980.0,0.01,0.01,4096,,11,4.612921,0.14285715,69.06901254773595,147.91473,0.01,82.20315,3666,2.2081603e-12,5.5015483,-0.2,-39.524616,-0.2,-0.06709193,11715980.0,5.574101,-0.28446046,0.01,,3666,580.3206,,-0.028571429,67616.28403043747,0.00013443166,542255.44,-142.91473
0.48743218,,253707,-580.3206,11716100.0,0.01,0.01,4096,1.7058445e-06,11,4.612915,0.14285715,69.18652849740933,148.0114,0.01,82.20315,3667,2.2069562e-12,5.5894833,-0.2,-497.36243,-0.2,-0.06638733,11716100.0,5.573828,-0.24153297,0.01,,3667,580.3206,,0.028571429,67638.076182127,0.00013449526,542757.8,-143.0114
3.5610766,,254207,-580.3206,11716218.0,0.01,0.01,4096,,11,4.612854,-0.028571429,69.30398037077427,148.10664,0.01,82.20315,3668,2.205753e-12,5.3945208,-0.2,-492.37073,-0.14285715,-0.12877257,11716218.0,5.5735555,-0.5967089,0.01,,3668,580.3206,,-0.2,67660.18042206764,0.0010382275,543255.2,-143.10664
0.116690286,,254244,-580.3206,11716337.0,0.01,0.01,4096,4.3946688e-08,11,4.6126413,0.028571429,69.29517579721995,148.10265,0.01,82.20315,3669,2.2045506e-12,4.8264303,-0.2,-128.4462,-0.14285715,-0.003905328,11716337.0,5.5732827,-0.526719,0.01,,3669,580.3206,,-0.2,67681.20038461685,3.230763e-05,543388.6,-143.10265
0.16858649,,254275,-580.3206,11716457.0,0.01,0.01,4096,,11,4.6127415,-0.2,69.28474114441417,148.09767,0.01,82.20315,3670,2.2033495e-12,5.979266,-0.2,-124.80509,-0.14285715,-0.0072849244,11716457.0,5.5730104,-0.55244184,0.01,,3670,580.3206,,-0.028571429,67706.21227002144,6.7741166e-05,543518.44,-143.09767
2.2588463,,254359,-580.3206,11716575.0,0.01,0.01,4096,2.0884114e-07,11,4.6121674,-0.2,69.28874965949332,148.09053,0.01,82.20315,3671,2.2021493e-12,3.5052605,-0.2,-116.841805,-0.14285715,-0.08511707,11716575.0,5.5727377,-0.50125825,0.01,,3671,580.3206,,0.028571429,67729.98060107231,0.0007991795,543640.3,-143.09053
0.3785951,,254489,-580.3206,11716693.0,0.01,0.01,4096,,11,4.612295,0.14285715,69.30528322440087,148.06628,0.01,82.20315,3672,2.2009501e-12,6.083517,-0.2,-54.065758,-0.028571429,-0.017173136,11716693.0,5.5724654,-0.29829383,0.01,,3672,580.3206,,-0.2,67753.57008743286,0.00015062181,543699.4,-143.06628
0.57531756,,254522,-580.3206,11716812.0,0.01,0.01,4096,,11,4.611954,-0.2,69.29539885652055,148.06165,0.01,82.20315,3673,2.1997517e-12,4.354615,-0.2,-126.06709,-0.028571429,-0.017039564,11716812.0,5.572193,-0.61901695,0.01,,3673,580.3206,,-0.14285715,67776.27049732208,0.00015833616,543830.44,-143.06165
1.0445626,,254574,-580.3206,11716932.0,0.01,0.01,4096,,11,4.611246,-0.2,69.29069134458356,148.05667,0.01,82.20315,3674,2.1985543e-12,3.0123892,-0.2,-124.777214,-0.028571429,-0.03909786,11716932.0,5.571921,-0.27273482,0.01,,3674,580.3206,,0.14285715,67797.6315484047,0.00030000013,543960.2,-143.05667
0.25421777,,254646,-580.3206,11717050.0,0.01,0.01,4096,3.148584e-09,11,4.6114306,-0.14285715,69.29142857142857,148.0458,0.01,82.20315,3675,2.1973582e-12,6.287031,-0.2,-103.15547,-0.028571429,-0.010041768,11717050.0,5.5716486,-0.15871742,0.01,,3675,580.3206,,0.2,67819.13550281525,8.3478895e-05,544068.3,-143.0458
0.012857359,,254671,-580.3206,11717169.0,0.01,0.01,4096,,11,4.61153,-0.2,69.27937976060936,148.03694,0.01,82.20315,3676,2.1961627e-12,5.9809074,-0.2,-110.46669,0.028571429,-0.0006901632,11717169.0,5.571377,-0.51129204,0.01,,3676,580.3206,,-0.14285715,67840.4758234024,5.730066e-06,544183.8,-143.03694
2.346124,,254709,-580.3206,11717288.0,0.01,0.01,4096,,11,4.611622,0.2,69.27087299428882,148.03026,0.01,82.20315,3677,2.1949684e-12,5.9481387,-0.2,-118.457726,0.028571429,-0.100834586,11717288.0,5.5711045,-0.13639471,0.01,,3677,580.3206,,-0.14285715,67861.67769217491,0.00063920015,544307.25,-143.03026
2.7073236,,254753,-580.3206,11717406.0,0.01,0.01,4096,,11,4.6115365,0.2,69.26400217509516,148.02922,0.01,82.20315,3678,2.193775e-12,5.292814,-0.2,-139.2128,0.028571429,-0.08402846,11717406.0,5.5708327,0.17256044,0.01,,3678,580.3206,,0.14285715,67882.57656025887,0.0007391883,544451.5,-143.02922
1.1083312,,254786,-580.3206,11717525.0,0.01,0.01,4096,,11,4.611525,-0.14285715,69.25414514813808,148.02583,0.01,82.20315,3679,2.1925825e-12,5.5709095,-0.2,-130.58539,0.028571429,-0.034299973,11717525.0,5.570561,-0.09759164,0.01,,3679,580.3206,,0.2,67907.30689311028,0.00030270458,544587.06,-143.02583
4.418978,,254820,-580.3206,11717644.0,0.01,0.01,4096,,11,4.611444,0.14285715,69.2445652173913,148.02252,0.01,82.20315,3680,2.191391e-12,5.311984,-0.2,-130.80092,0.028571429,-0.15163378,11717644.0,5.570289,0.15550473,0.01,,3680,580.3206,,0.2,67932.05337452888,0.0012008293,544722.9,-143.02252
8.50838,,254852,-580.3206,11717762.0,0.01,0.01,4096,,11,4.611416,0.028571429,69.23444716109753,148.0184,0.01,82.20315,3681,2.1902005e-12,5.5085864,-0.2,-127.86295,0.14285715,-0.27221084,11717762.0,5.5700173,-0.22509852,0.01,,3681,580.3206,,-0.2,67955.35589909554,0.0023144947,544855.75,-143.0184
2.6209073,,254875,-580.3206,11717881.0,0.01,0.01,4096,,11,4.611396,-0.2,69.22189027702336,148.01233,0.01,82.20315,3682,2.1890111e-12,5.53387,-0.2,-120.615364,0.14285715,-0.11230576,11717881.0,5.569746,-0.2904706,0.01,,3682,580.3206,,-0.028571429,67977.8241250515,0.0009278217,544981.4,-143.01233
16.35101,,254925,-580.3206,11718000.0,0.01,0.01,4096,6.823908e-05,11,4.611527,-0.2,69.21667119196307,148.00127,0.01,82.20315,3683,2.1878224e-12,6.0955644,-0.2,-102.33043,0.14285715,-0.438507,11718000.0,5.569474,-0.23048235,0.01,,3683,580.3206,,0.028571429,67999.79271793365,0.0044398354,545088.7,-143.00127
0.652279,,254995,-580.3206,11718118.0,0.01,0.01,4096,,11,4.611729,0.2,69.21688382193268,147.99074,0.01,82.20315,3684,2.1866348e-12,6.3488145,-0.2,-104.166595,0.14285715,-0.031886827,11718118.0,5.569203,0.1634053,0.01,,3684,580.3206,,0.028571429,68021.53546023369,0.00023574168,545197.9,-142.99074
0.27723557,,255093,-580.3206,11718236.0,0.01,0.01,4096,,11,4.611373,-0.028571429,69.2246947082768,148.00528,0.01,82.20315,3685,2.1854482e-12,4.304124,-0.2,-196.58311,0.14285715,-0.009347734,11718236.0,5.5689316,0.13757117,0.01,,3685,580.3206,,0.2,68042.71028208733,7.9005666e-05,545399.44,-143.00528
9.437957,,255131,-580.3206,11718355.0,0.01,0.01,4096,0.10251778,11,4.6112986,0.028571429,69.21622354856213,148.00003,0.01,82.20315,3686,2.1842625e-12,5.33036,-0.2,-123.682434,0.14285715,-0.4263284,11718355.0,5.5686603,0.17266768,0.01,,3686,580.3206,,0.2,68063.59853410721,0.003651898,545528.1,-143.00003
1.1021427,,255157,-580.3206,11718473.0,0.01,0.01,4096,,11,4.610998,0.028571429,69.20450230539734,147.99431,0.01,82.20315,3687,2.183078e-12,4.5015163,-0.2,-121.84813,0.2,-0.040307112,11718473.0,5.568389,-0.13021009,0.01,,3687,580.3206,,-0.14285715,68084.51022815704,0.0002992454,545655.0,-142.99431
12.732578,,255187,-580.3206,11718591.0,0.01,0.01,4096,,11,4.6110225,-0.14285715,69.19387201735358,147.9894,0.01,82.20315,3688,2.1818942e-12,5.7002487,-0.2,-124.93464,0.2,-0.42033365,11718591.0,5.5681176,-0.19846988,0.01,,3688,580.3206,,-0.028571429,68110.20124959946,0.0034704222,545784.9,-142.9894
0.10259079,,255238,-580.3206,11718710.0,0.01,0.01,4096,,11,4.6107864,0.14285715,69.1889400921659,147.98235,0.01,82.20315,3689,2.1807116e-12,4.739567,-0.2,-117.01229,0.2,-0.005418988,11718710.0,5.5678463,0.14851949,0.01,,3689,580.3206,,0.028571429,68134.2727098465,4.034756e-05,545906.9,-142.98235
0.08310132,,255325,-580.3206,11718827.0,0.01,0.01,4096,,11,4.6105266,-0.028571429,69.19376693766938,147.99367,0.01,82.20315,3690,2.1795296e-12,4.653397,-0.2,-184.7324,0.2,-0.0025773006,11718827.0,5.5675755,0.14179817,0.01,,3690,580.3206,,0.14285715,68157.03267407417,2.25212e-05,546096.6,-142.99367
5.2622423,,255358,-580.3206,11718946.0,0.01,0.01,4096,5.5719236e-05,11,4.610339,0.028571429,69.18396098618261,147.98764,0.01,82.20315,3691,2.1783486e-12,4.913052,-0.2,-120.756096,0.2,-0.19196299,11718946.0,5.5673046,0.19542024,0.01,,3691,580.3206,,0.14285715,68179.7328054905,0.0014257113,546222.4,-142.98764
1.317322,,255399,-580.3206,11719065.0,0.01,0.01,4096,,11,4.610247,0.2,69.17632719393283,147.98587,0.01,82.20315,3692,2.1771688e-12,5.2724476,-0.14285715,-136.41617,-0.2,-0.17693034,11719065.0,5.567034,-0.124363035,0.01,,3692,580.3206,,0.028571429,68201.82845568657,0.00035730595,546363.8,-142.98587
0.012225317,,255899,-580.3206,11719182.0,0.01,0.01,4096,,11,4.6101313,0.028571429,69.29298673165448,148.08249,0.01,82.20315,3693,2.1759899e-12,5.1772313,-0.14285715,-499.81952,-0.2,-0.0004114333,11719182.0,5.566763,-0.11056837,0.01,,3693,580.3206,,0.2,68223.45015859604,3.328387e-06,546868.6,-143.08249
0.77068603,,255939,-580.3206,11719301.0,0.01,0.01,4096,,11,4.60968,-0.2,69.28505684894424,148.07759,0.01,82.20315,3694,2.174812e-12,3.9484236,-0.14285715,-124.97749,-0.028571429,-0.026154147,11719301.0,5.566492,-0.55137455,0.01,,3694,580.3206,,-0.2,68244.74691319466,0.00021943553,546998.6,-143.07759
1.1736271,,255957,-580.3206,11719418.0,0.01,0.01,4096,,11,4.609742,0.2,69.27117726657646,148.06857,0.01,82.20315,3695,2.1736352e-12,5.837322,-0.14285715,-109.79088,-0.028571429,-0.044356234,11719418.0,5.566221,-0.1762995,0.01,,3695,580.3206,,-0.2,68265.95816493034,0.00034863516,547113.4,-143.06857
0.14992571,,255996,-580.3206,11719537.0,0.01,0.01,4096,,11,4.609878,-0.2,69.26298701298701,148.06552,0.01,82.20315,3696,2.172459e-12,6.1095986,-0.14285715,-131.78445,-0.028571429,-0.005454196,11719537.0,5.565951,-0.20092992,0.01,,3696,580.3206,,0.2,68287.15850329399,4.586293e-05,547250.2,-143.06552
5.030573,,256028,-580.3206,11719656.0,0.01,0.01,4096,,11,4.609256,0.2,69.25290776305113,148.05841,0.01,82.20315,3697,2.1712838e-12,3.3093014,-0.14285715,-116.75924,-0.028571429,-0.18641661,11719656.0,5.56568,0.24752824,0.01,,3697,580.3206,,0.2,68311.75971579552,0.0013701903,547371.94,-143.05841
0.07960985,,256067,-580.3206,11719773.0,0.01,0.01,4096,,11,4.6092176,-0.2,69.24472687939426,148.05586,0.01,82.20315,3698,2.17011e-12,5.466608,-0.14285715,-133.65494,0.028571429,-0.0042249397,11719773.0,5.5654097,-0.51031893,0.01,,3698,580.3206,,-0.2,68335.32627749443,3.809747e-05,547510.56,-143.05586
0.49530637,,256087,-580.3206,11719891.0,0.01,0.01,4096,,11,4.608963,0.2,69.23141389564748,148.04721,0.01,82.20315,3699,2.1689365e-12,4.672382,-0.14285715,-111.0804,0.028571429,-0.015825838,11719891.0,5.5651393,-0.115052134,0.01,,3699,580.3206,,-0.2,68358.96997332573,0.00013399139,547626.6,-143.04721
1.0381501,,256115,-580.3206,11720010.0,0.01,0.01,4096,,11,4.609107,-0.2,69.22027027027028,148.04247,0.01,82.20315,3700,2.1677642e-12,6.135289,-0.14285715,-125.39911,0.028571429,-0.0360939,11720010.0,5.564869,-0.11111252,0.01,,3700,580.3206,,0.2,68381.41428542137,0.00028170753,547757.1,-143.04247
3.4260454,,256146,-580.3206,11720127.0,0.01,0.01,4096,,11,4.609087,0.2,69.20994325857876,148.03513,0.01,82.20315,3701,2.1665929e-12,5.5374293,-0.14285715,-115.8829,0.028571429,-0.11576359,11720127.0,5.564599,0.28156656,0.01,,3701,580.3206,,0.2,68402.65094590187,0.00095161865,547878.0,-143.03513
2.6626477,,256182,-580.3206,11720245.0,0.01,0.01,4096,,11,4.608973,-0.028571429,69.20097244732577,148.03241,0.01,82.20315,3702,2.1654226e-12,5.183071,-0.14285715,-132.97954,0.2,-0.0860425,11720245.0,5.5643287,-0.19253924,0.01,,3702,580.3206,,-0.2,68423.83457803726,0.00072768575,548016.0,-143.03241
0.053079367,,256214,-580.3206,11720364.0,0.01,0.01,4096,,11,4.6088142,-0.2,69.19092627599244,148.02582,0.01,82.20315,3703,2.1642532e-12,5.023217,-0.14285715,-118.67316,0.2,-0.0023580308,11720364.0,5.564059,-0.16717128,0.01,,3703,580.3206,,-0.028571429,68445.05666875839,1.7128987e-05,548139.6,-143.02582
0.8823181,,256253,-580.3206,11720481.0,0.01,0.01,4096,,11,4.608892,0.2,69.18277537796976,148.021,0.01,82.20315,3704,2.1630848e-12,5.8984094,-0.14285715,-125.13714,0.2,-0.03031666,11720481.0,5.5637884,0.17646813,0.01,,3704,580.3206,,-0.028571429,68466.05497264862,0.00023826168,548269.75,-143.021
0.7452927,,256281,-580.3206,11720599.0,0.01,0.01,4096,1.7737195e-10,11,4.608227,0.2,69.17165991902834,148.01628,0.01,82.20315,3705,2.1619173e-12,3.139296,-0.14285715,-125.56619,0.2,-0.027425583,11720599.0,5.5635185,0.31105956,0.01,,3705,580.3206,,0.028571429,68486.57874846458,0.00020728358,548400.3,-143.01628
0.90162903,,256322,-580.3206,11720716.0,0.01,0.01,4096,,11,4.6072216,-0.14285715,69.16405828386401,148.01532,0.01,82.20315,3706,2.1607507e-12,1.8837755,-0.028571429,-139.40509,-0.2,-0.036904894,11720716.0,5.5632486,-0.5849358,0.01,,3706,580.3206,,-0.2,68510.4439573288,0.0003331987,548544.75,-143.01532
0.7452952,,256341,-580.3206,11720833.0,0.01,0.01,4096,,11,4.606948,0.2,69.15052603183167,148.00565,0.01,82.20315,3707,2.1595854e-12,4.589857,-0.028571429,-107.22652,-0.2,-0.025965171,11720833.0,5.562979,-0.20191503,0.01,,3707,580.3206,,-0.14285715,68534.87187027931,0.00020213013,548656.94,-143.00565
0.10359786,,256370,-580.3206,11720952.0,0.01,0.01,4096,,11,4.606872,-0.2,69.13969795037757,148.00116,0.01,82.20315,3708,2.1584204e-12,5.332184,-0.028571429,-126.36572,-0.2,-0.0074585727,11720952.0,5.5627093,-0.29349455,0.01,,3708,580.3206,,0.14285715,68557.67640590668,6.860497e-05,548788.3,-143.00116
0.012135461,,256385,-580.3206,11721069.0,0.01,0.01,4096,,11,4.6066694,0.2,69.12510110541925,147.99117,0.01,82.20315,3709,2.157257e-12,4.8491225,-0.028571429,-105.97695,-0.2,-0.0007454967,11721069.0,5.5624394,0.12347968,0.01,,3709,580.3206,,0.14285715,68579.68202614784,4.0561517e-06,548899.25,-142.99117
0.33287358,,256416,-580.3206,11721187.0,0.01,0.01,4096,,11,4.6063523,-0.14285715,69.11482479784367,147.9875,0.01,82.20315,3710,2.156094e-12,4.42928,-0.028571429,-129.36884,-0.2,-0.018022453,11721187.0,5.56217,-0.16071427,0.01,,3710,580.3206,,0.2,68601.18286252022,0.00017227503,549033.6,-142.9875
0.0029885988,,256432,-580.3206,11721304.0,0.01,0.01,4096,,11,4.6065106,-0.2,69.10051199137699,147.97726,0.01,82.20315,3711,2.1549325e-12,6.197196,-0.028571429,-104.973145,-0.14285715,-8.7254004e-05,11721304.0,5.5619006,-0.57496035,0.01,,3711,580.3206,,-0.2,68622.77332520485,8.3490903e-07,549143.6,-142.97726
0.9528981,,256470,-580.3206,11721422.0,0.01,0.01,4096,,11,4.6062284,0.2,69.09213362068965,147.96944,0.01,82.20315,3712,2.1537715e-12,4.5594273,-0.028571429,-113.96549,-0.14285715,-0.02920975,11721422.0,5.561631,-0.19146691,0.01,,3712,580.3206,,-0.2,68644.0668129921,0.00025930617,549262.56,-142.96944
1.3801875,,256490,-580.3206,11721540.0,0.01,0.01,4096,,11,4.6062136,0.2,69.07891193105306,147.96243,0.01,82.20315,3713,2.1526116e-12,5.552856,-0.028571429,-116.93082,-0.14285715,-0.04718667,11721540.0,5.561362,0.2727063,0.01,,3713,580.3206,,0.2,68665.46470284462,0.00037238363,549384.5,-142.96243
0.0020525663,,256523,-580.3206,11721657.0,0.01,0.01,4096,,11,4.605634,-0.2,69.06919763058697,147.95837,0.01,82.20315,3714,2.1514524e-12,3.451737,-0.028571429,-127.862656,0.14285715,-0.000109231776,11721657.0,5.5610924,-0.29285505,0.01,,3714,580.3206,,-0.2,68686.10921597481,9.969013e-07,549517.4,-142.95837
4.162445,,256537,-580.3206,11721775.0,0.01,0.01,4096,,11,4.60582,0.2,69.05437415881562,147.94875,0.01,82.20315,3715,2.1502947e-12,6.2947564,-0.028571429,-107.16227,0.14285715,-0.13927716,11721775.0,5.5608234,0.11329206,0.01,,3715,580.3206,,-0.2,68710.86437678337,0.0011807029,549629.56,-142.94875
0.6583819,,256561,-580.3206,11721892.0,0.01,0.01,4096,,11,4.6052394,-0.2,69.04224973089343,147.94267,0.01,82.20315,3716,2.1491372e-12,3.447153,-0.028571429,-120.39978,0.14285715,-0.018790275,11721892.0,5.560554,0.083910495,0.01,,3716,580.3206,,0.2,68735.47023653984,0.00018014897,549755.0,-142.94267
1.8129493,,256579,-580.3206,11722010.0,0.01,0.01,4096,,11,4.605081,-0.14285715,69.02851762173796,147.93341,0.01,82.20315,3717,2.147981e-12,5.016478,-0.028571429,-108.552155,0.2,-0.056105625,11722010.0,5.560285,-0.18594941,0.01,,3717,580.3206,,-0.2,68758.6651968956,0.00050548505,549868.5,-142.93341
0.23702142,,256593,-580.3206,11722126.0,0.01,0.01,4096,,11,4.6043253,0.14285715,69.01371705217859,147.92331,0.01,82.20315,3718,2.1468257e-12,2.7954006,-0.028571429,-105.343765,0.2,-0.01228021,11722126.0,5.560016,0.106310025,0.01,,3718,580.3206,,-0.2,68780.86104345322,9.788103e-05,549978.9,-142.92331
0.682788,,256609,-580.3206,11722244.0,0.01,0.01,4096,,11,4.6040735,-0.2,68.99946222102716,147.91475,0.01,82.20315,3719,2.1456712e-12,4.6630683,-0.028571429,-111.08579,0.2,-0.023485728,11722244.0,5.559747,-0.18335451,0.01,,3719,580.3206,,-0.14285715,68802.30520915985,0.0002181327,550094.94,-142.91475
5.9993362,,256635,-580.3206,11722362.0,0.01,0.01,4096,,11,4.60385,0.2,68.98790322580645,147.90793,0.01,82.20315,3720,2.1445179e-12,4.7748575,-0.028571429,-117.534386,0.2,-0.21032834,11722362.0,5.5594783,0.2505575,0.01,,3720,580.3206,,-0.14285715,68823.76717495918,0.00171529,550217.5,-142.90793
0.017282965,,256649,-580.3206,11722479.0,0.01,0.01,4096,,11,4.6037464,-0.2,68.9731255038968,147.89845,0.01,82.20315,3721,2.1433653e-12,5.2169824,-0.028571429,-107.66457,0.2,-0.00057750667,11722479.0,5.5592093,0.07784936,0.01,,3721,580.3206,,0.14285715,68844.98837924004,5.1730167e-06,550330.1,-142.89845
2.4108517,,256685,-580.3206,11722596.0,0.01,0.01,4096,,11,4.603551,0.2,68.96426652337453,147.89189,0.01,82.20315,3722,2.142214e-12,4.8737335,-0.028571429,-118.44899,0.2,-0.094266206,11722596.0,5.558941,0.50355464,0.01,,3722,580.3206,,0.14285715,68866.54770445824,0.00068858365,550453.6,-142.89189
2.1623383,,256737,-580.3206,11722713.0,0.01,0.01,4096,9.350951e-10,11,4.6037183,0.14285715,68.9597099113618,147.89246,0.01,82.20315,3723,2.1410634e-12,6.231252,-0.028571429,-145.05379,0.2,-0.072205804,11722713.0,5.558672,0.5332563,0.01,,3723,580.3206,,0.2,68887.49226975441,0.0005820078,550603.6,-142.89246
0.25247657,,256754,-580.3206,11722831.0,0.01,0.01,4096,,11,4.6032224,0.14285715,68.94575725026853,147.88406,0.01,82.20315,3724,2.1399135e-12,3.7527814,0.028571429,-111.67536,-0.2,-0.008560562,11722831.0,5.5584035,-0.21348041,0.01,,3724,580.3206,,-0.2,68911.79851770401,7.117348e-05,550720.25,-142.88406
0.5926618,,256776,-580.3206,11722947.0,0.01,0.01,4096,,11,4.603346,-0.2,68.9331543624161,147.87755,0.01,82.20315,3725,2.1387646e-12,6.063727,0.028571429,-118.60544,-0.2,-0.018690001,11722947.0,5.558135,-0.49720132,0.01,,3725,580.3206,,-0.14285715,68936.40220856667,0.00017393856,550843.9,-142.87755
0.010023392,,256789,-580.3206,11723065.0,0.01,0.01,4096,,11,4.6022186,0.2,68.91814278046162,147.86758,0.01,82.20315,3726,2.137617e-12,1.4046285,0.028571429,-105.701744,-0.2,-0.00034474756,11723065.0,5.5578666,-0.10741329,0.01,,3726,580.3206,,-0.14285715,68959.8099770546,2.7678425e-06,550954.6,-142.86758
