InvPendulum_mu0_higher,NumTrajectories,IWFirstEpisode,GridSize,ReturnMean,IWLastEpisode,AvgEpLen,InvPendulum_std3_higher,ReturnMin,ReturnMax,BoundBonus,ReturnAbsMax,IWMin,ActionIn1,InvPendulum_mu2_higher,TimestepsSoFar,InvPendulum_std2_higher,BoundMISE,ReturnLastEpisode,Bound,MinEpLen,InvPendulum_std1_higher,InvPendulum_std0_higher,DenMISEMeanLog,Delta,DenMISELogFirst,IWMax,DenMISELogLast,Regret/t,InvPendulum_mu3_higher,Regret,Iteration,IWMean,InvPendulum_mu1_higher,NumTrainableParams,TimeElapsed
0.2,16,,16,-120.06666,,29.3125,0.01,-152.3921,-104.14198,inf,152.3921,,0.8019637,0.2,469,0.01,,-111.264694,inf,13,0.01,0.01,9.887023,2.7937827e-05,11.070242,,10.978192,125.06666,0.2,2001.0665,16,,0.2,,2.5818824768066406
-0.2,17,,81,-119.86795,,29.0,0.01,-152.3921,-104.14198,inf,152.3921,,-0.5916006,-0.2,493,0.01,,-116.688614,inf,13,0.01,0.01,9.92129,5.1306192e-06,11.009617,,11.43956,124.86795,,2122.7551,17,,-0.2,,2.722940683364868
-0.2,18,,81,-119.9277,,29.0,0.01,-152.3921,-104.14198,inf,152.3921,,-0.6112853,,522,0.01,,-120.9434,inf,13,0.01,0.01,9.825058,4.576386e-06,10.952459,,9.160807,124.9277,-0.2,2248.6985,18,,-0.2,,5.1874916553497314
-0.2,19,,81,-118.94289,,30.42105263157895,0.01,-152.3921,-101.21623,inf,152.3921,,-0.37719706,,578,0.01,,-101.21623,inf,13,0.01,0.01,9.80167,4.107338e-06,10.898392,,10.353895,123.94289,,2354.9148,19,,-0.2,,5.703529357910156
-0.2,20,,81,-137.2059,,53.9,0.01,-484.20325,-101.21623,inf,484.20325,,-0.21864583,,1078,0.01,,-484.20325,inf,13,0.01,0.01,9.78068,3.7068723e-06,10.847098,,10.356435,142.2059,0.2,2844.1182,20,,-0.2,,6.942486763000488
-0.2,21,,81,-154.45744,,75.14285714285714,0.01,-499.4884,-101.21623,inf,499.4884,,-0.19947855,0.2,1578,0.01,,-499.4884,inf,13,0.01,0.01,9.694529,3.3622423e-06,10.798308,,8.947305,159.45744,,3348.6064,21,,-0.2,,8.11551547050476
,22,,81,-153.3276,,73.36363636363636,0.01,-499.4884,-101.21623,inf,499.4884,,-0.6162143,-0.2,1614,0.01,,-129.60092,inf,13,0.01,0.01,9.688755,3.0635308e-06,10.751788,,10.54445,158.3276,-0.2,3483.2073,22,,-0.2,,8.611653327941895
,23,,81,-151.69061,,72.0,0.01,-499.4884,-101.21623,inf,499.4884,,-0.35081565,-0.2,1656,0.01,,-115.67668,inf,13,0.01,0.01,9.695102,2.8029285e-06,10.707336,,10.81266,156.69061,,3603.884,23,,-0.2,,9.125268697738647
,24,,81,-149.99031,,69.70833333333333,0.01,-499.4884,-101.21623,inf,499.4884,,-0.18426616,-0.2,1673,0.01,,-110.88349,inf,13,0.01,0.01,9.469052,2.5742172e-06,10.664777,,5.2487965,154.99031,0.2,3719.7676,24,,-0.2,,9.570061206817627
,25,,81,-149.13867,,68.28,0.01,-499.4884,-101.21623,inf,499.4884,,-0.3853495,,1707,0.01,,-128.69937,inf,13,0.01,0.01,9.448599,2.3723985e-06,10.623955,,9.937416,154.13867,-0.2,3853.4668,25,,-0.2,,10.060123920440674
,26,,81,-147.18668,,67.8076923076923,0.01,-499.4884,-98.38675,inf,499.4884,,-0.17735782,,1763,0.01,,-98.38675,inf,13,0.01,0.01,9.453083,2.1934156e-06,10.584734,,10.545719,152.18668,,3956.8535,26,,-0.2,,10.603120565414429
,27,,81,-159.75244,,83.81481481481481,0.01,-499.4884,-98.38675,inf,499.4884,,0.010214552,,2263,0.01,,-486.46255,inf,13,0.01,0.01,9.382259,2.0339492e-06,10.546994,,8.52208,164.75244,0.2,4448.316,27,,-0.2,,11.874515533447266
,28,,81,-171.79227,,98.67857142857143,0.01,-499.4884,-98.38675,inf,499.4884,,-0.21312901,0.2,2763,0.01,,-496.86746,inf,13,0.01,0.01,9.290588,1.8912613e-06,10.510626,,7.797423,176.79227,-0.2,4950.1836,28,,-0.2,,13.169883728027344
,29,,81,-169.88783,,96.3103448275862,0.01,-499.4884,-98.38675,inf,499.4884,,0.018018931,0.2,2793,0.01,,-116.56361,inf,13,0.01,0.01,9.305133,1.7630787e-06,10.475534,,10.69493,174.88783,,5071.747,29,,-0.2,,13.627882719039917
,30,,81,-168.35724,,94.03333333333333,0.01,-499.4884,-98.38675,inf,499.4884,,0.20275493,0.2,2821,0.01,,-123.97045,inf,13,0.01,0.01,9.280133,1.6474991e-06,10.441633,,9.538258,173.35724,0.2,5200.7173,30,,-0.2,,14.083600044250488
0.2,31,,81,-166.68811,,91.6774193548387,0.01,-499.4884,-98.38675,inf,499.4884,,-0.17665958,-0.2,2842,0.01,,-116.61391,inf,13,0.01,0.01,9.279668,1.542923e-06,10.408843,,10.249433,171.68811,,5322.3315,31,,-0.2,,14.575872421264648
0.2,32,,81,-165.18947,,89.71875,0.01,-499.4884,-98.38675,inf,499.4884,,-0.15555927,,2871,0.01,,-118.7313,inf,13,0.01,0.01,9.260355,1.4479971e-06,10.377094,,9.64585,170.18947,-0.2,5446.063,32,,-0.2,,15.02273440361023
0.2,33,,81,-163.90024,,88.33333333333333,0.01,-499.4884,-98.38675,inf,499.4884,,0.0010357429,,2915,0.01,,-122.6452,inf,13,0.01,0.01,9.198171,1.3615693e-06,10.346323,,8.192972,168.90024,,5573.708,33,,-0.2,,15.581836223602295
0.2,34,,81,-164.94736,,88.73529411764706,0.01,-499.4884,-98.38675,inf,499.4884,,0.19285081,,3017,0.01,,-199.50186,inf,13,0.01,0.01,9.201674,1.2826548e-06,10.31647,,10.302439,169.94736,0.2,5778.21,34,,-0.2,,16.240697383880615
0.2,35,,81,-165.74083,,88.88571428571429,0.01,-499.4884,-98.38675,inf,499.4884,,0.15051791,0.2,3111,0.01,,-192.71939,inf,13,0.01,0.01,9.213283,1.2104073e-06,10.287482,,10.593529,170.74083,,5975.929,35,,-0.2,,16.91936182975769
-0.2,36,,81,-164.89827,,87.47222222222223,0.01,-499.4884,-98.38675,inf,499.4884,,-0.5934509,-0.2,3149,0.01,,-135.40883,inf,13,0.01,0.01,9.098958,1.1440965e-06,10.259312,,6.0836315,169.89827,-0.2,6116.338,36,,,,17.433494329452515
-0.2,37,,81,-163.5275,,86.1891891891892,0.01,-499.4884,-98.38675,inf,499.4884,,-0.40796816,-0.2,3189,0.01,,-114.17939,inf,13,0.01,0.01,9.076376,1.0830892e-06,10.231913,,9.249737,168.5275,,6235.5176,37,,,,17.987605571746826
-0.2,38,,81,-162.12161,,84.3157894736842,0.01,-499.4884,-98.38675,inf,499.4884,,-0.19514394,-0.2,3204,0.01,,-110.10369,inf,13,0.01,0.01,9.090325,1.0268345e-06,10.205244,,10.59321,167.12161,0.2,6350.621,38,,,,18.440544605255127
-0.2,39,,81,-160.82828,,82.58974358974359,0.01,-499.4884,-98.38675,inf,499.4884,,-0.42863336,,3221,0.01,,-111.681694,inf,13,0.01,0.01,9.045113,9.748514e-07,10.179269,,8.314105,165.82828,-0.2,6467.3027,39,,,,18.888975381851196
-0.2,40,,81,-159.08743,,83.2,0.01,-499.4884,-91.19438,inf,499.4884,,-0.20019265,,3328,0.01,,-91.19438,inf,13,0.01,0.01,9.017421,9.267181e-07,10.153952,,8.924783,164.08743,,6563.497,40,,,,19.442479848861694
-0.2,41,,81,-166.46394,,93.36585365853658,0.01,-499.4884,-91.19438,inf,499.4884,,8.444488e-05,,3828,0.01,,-461.524,inf,13,0.01,0.01,9.014016,8.820637e-07,10.129258,,9.86556,171.46394,0.2,7030.0215,41,,,,20.501092672348022
-0.2,42,,81,-165.318,,91.69047619047619,0.01,-499.4884,-91.19438,inf,499.4884,,-0.20043524,0.2,3851,0.01,,-118.33416,inf,13,0.01,0.01,8.962999,8.405606e-07,10.105161,,7.8593345,170.318,-0.2,7153.3555,42,,,,20.93273687362671
-0.2,43,,81,-163.9211,,90.02325581395348,0.01,-499.4884,-91.19438,inf,499.4884,,0.0234873,0.2,3871,0.01,,-105.252106,inf,13,0.01,0.01,8.970868,8.019195e-07,10.081631,,10.289598,168.9211,,7263.6074,43,,,,21.33565926551819
-0.2,44,,81,-162.68,,88.56818181818181,0.01,-499.4884,-91.19438,inf,499.4884,,0.19323677,0.2,3897,0.01,,-109.31188,inf,13,0.01,0.01,8.961005,7.658827e-07,10.058641,,9.525435,167.68,0.2,7377.9194,44,,,,21.763838052749634
,45,,81,-161.5626,,86.97777777777777,0.01,-499.4884,-91.19438,inf,499.4884,,-0.3843121,-0.2,3914,0.01,,-112.39765,inf,13,0.01,0.01,8.978921,7.3222174e-07,10.036168,,10.756038,166.5626,-0.2,7495.3174,45,,,,22.208969593048096
,46,,81,-160.36441,,85.3913043478261,0.01,-499.4884,-91.19438,inf,499.4884,,-0.19257045,-0.2,3928,0.01,,-106.44609,inf,13,0.01,0.01,8.944206,7.0073213e-07,10.014189,,8.37112,165.36441,,7606.763,46,,,,22.696345329284668
,47,,81,-159.31499,,83.91489361702128,0.01,-499.4884,-91.19438,inf,499.4884,,0.011970326,-0.2,3944,0.01,,-111.040955,inf,13,0.01,0.01,8.878315,6.7123085e-07,9.992683,,6.836576,164.31499,0.2,7722.804,47,,,,23.335989952087402
,48,,81,-158.46602,,82.625,0.01,-499.4884,-91.19438,inf,499.4884,,-0.18919306,,3966,0.01,,-118.56488,inf,13,0.01,0.01,8.8743105,6.435543e-07,9.971629,,9.675603,163.46602,-0.2,7846.369,48,,,,23.84380578994751
,49,,81,-157.49774,,81.44897959183673,0.01,-499.4884,-91.19438,inf,499.4884,,-0.013146672,,3991,0.01,,-111.02098,inf,13,0.01,0.01,8.836676,6.175547e-07,9.951011,,8.019927,162.49774,,7962.3896,49,,,,24.422210216522217
,50,,81,-157.61212,,81.32,0.01,-499.4884,-91.19438,inf,499.4884,,0.25327533,,4066,0.01,,-163.21675,inf,13,0.01,0.01,8.790443,5.930996e-07,9.930808,,7.5149665,162.61212,0.2,8130.6064,50,,,,25.090907096862793
,51,,81,-157.35312,,80.6470588235294,0.01,-499.4884,-91.19438,inf,499.4884,,-0.0335878,0.2,4113,0.01,,-144.40247,inf,13,0.01,0.01,8.739964,5.700688e-07,9.911005,,7.2061443,162.35312,-0.2,8280.009,51,,,,25.654191255569458
,52,,81,-156.3834,,79.48076923076923,0.01,-499.4884,-91.19438,inf,499.4884,,0.22293812,0.2,4133,0.01,,-106.92877,inf,13,0.01,0.01,8.697334,5.483539e-07,9.891587,,7.5135694,161.3834,,8391.9375,52,,,,26.148945331573486
,53,,81,-155.4619,,78.43396226415095,0.01,-499.4884,-91.19438,inf,499.4884,,0.43809414,0.2,4157,0.01,,-107.54253,inf,13,0.01,0.01,8.694092,5.2785657e-07,9.872539,,9.515996,160.4619,0.2,8504.48,53,,,,26.684321641921997
0.2,54,,81,-154.69385,,77.31481481481481,0.01,-499.4884,-91.19438,inf,499.4884,,-0.18548831,-0.2,4175,0.01,,-113.987,inf,13,0.01,0.01,8.670887,5.084873e-07,9.853847,,8.431716,159.69385,-0.2,8623.468,54,,,,27.1620135307312
0.2,55,,81,-153.77676,,76.47272727272727,0.01,-499.4884,-91.19438,inf,499.4884,,-0.003982989,-0.2,4206,0.01,,-104.25393,inf,13,0.01,0.01,8.651251,4.9016495e-07,9.835498,,8.581733,158.77676,,8732.722,55,,,,27.72483468055725
0.2,56,,81,-153.0615,,75.44642857142857,0.01,-499.4884,-91.19438,inf,499.4884,,0.2169427,-0.2,4225,0.01,,-113.72138,inf,13,0.01,0.01,8.605195,4.7281532e-07,9.817479,,7.063142,158.0615,0.2,8851.443,56,,,,28.29186773300171
0.2,57,,81,-152.33792,,74.40350877192982,0.01,-499.4884,-91.19438,inf,499.4884,,-0.014726073,,4241,0.01,,-111.81955,inf,13,0.01,0.01,8.610425,4.563709e-07,9.799779,,9.894567,157.33792,-0.2,8968.262,57,,,,28.826923847198486
0.2,58,,81,-151.61745,,73.48275862068965,0.01,-499.4884,-91.19438,inf,499.4884,,0.22821406,,4262,0.01,,-110.549385,inf,13,0.01,0.01,8.614767,4.4076967e-07,9.782388,,9.853522,156.61745,,9083.812,58,,,,29.36241364479065
0.2,59,,81,-151.52695,,73.0677966101695,0.01,-499.4884,-91.19438,inf,499.4884,,0.36587167,,4311,0.01,,-146.27852,inf,13,0.01,0.01,8.609169,4.259549e-07,9.765293,,9.275933,156.52695,0.2,9235.09,59,,,,29.956446647644043
0.2,60,,81,-151.79884,,73.01666666666667,0.01,-499.4884,-91.19438,inf,499.4884,,0.21981068,0.2,4381,0.01,,-167.84084,inf,13,0.01,0.01,8.598676,4.1187477e-07,9.7484865,,8.971185,156.79884,-0.2,9407.931,60,,,,30.60998558998108
0.2,61,,81,-151.00883,,72.1639344262295,0.01,-499.4884,-91.19438,inf,499.4884,,0.39489472,0.2,4402,0.01,,-103.60843,inf,13,0.01,0.01,8.592769,3.984813e-07,9.7319565,,9.230135,156.00883,,9516.539,61,,,,31.142270803451538
0.2,62,,81,-150.63744,,71.54838709677419,0.01,-499.4884,-91.19438,inf,499.4884,,0.6079028,0.2,4436,0.01,,-127.98245,inf,13,0.01,0.01,8.584595,3.8573074e-07,9.715696,,9.077868,155.63744,0.2,9649.521,62,,,,31.732014417648315
-0.2,63,,81,-150.04002,,70.74603174603175,0.01,-499.4884,-91.19438,inf,499.4884,,-0.18434656,-0.2,4457,0.01,,-112.99911,inf,13,0.01,0.01,8.561523,3.735825e-07,9.699696,,8.123173,155.04002,,9767.521,63,,0.2,,32.24513506889343
-0.2,64,,81,-149.42545,,69.90625,0.01,-499.4884,-91.19438,inf,499.4884,,-0.16549942,,4474,0.01,,-110.707,inf,13,0.01,0.01,8.562038,3.6199927e-07,9.683948,,9.586631,154.42545,-0.2,9883.229,64,,0.2,,32.78397846221924
-0.2,65,,81,-148.87764,,69.72307692307692,0.01,-499.4884,-91.19438,inf,499.4884,,-0.011361133,,4532,0.01,,-113.81896,inf,13,0.01,0.01,8.524038,3.5094652e-07,9.668444,,7.0842414,153.87764,,10002.047,65,,0.2,,33.39650344848633
-0.2,66,,81,-148.67374,,69.27272727272727,0.01,-499.4884,-91.19438,inf,499.4884,,0.18323648,,4572,0.01,,-135.41989,inf,13,0.01,0.01,8.520636,3.4039232e-07,9.653176,,9.291862,153.67374,0.2,10142.467,66,,0.2,,33.948981523513794
-0.2,67,,81,-148.34576,,68.67164179104478,0.01,-499.4884,-91.19438,inf,499.4884,,0.19810146,0.2,4601,0.01,,-126.69893,inf,13,0.01,0.01,8.456413,3.3030722e-07,9.638138,,5.2102833,153.34576,,10274.166,67,,0.2,,34.49679923057556
,68,,81,-147.90964,,68.01470588235294,0.01,-499.4884,-91.19438,inf,499.4884,,-0.18496752,-0.2,4625,0.01,,-118.68956,inf,13,0.01,0.01,8.465771,3.206637e-07,9.6233225,,10.085305,152.90964,-0.2,10397.855,68,,0.2,,35.053179025650024
,69,,81,-147.33536,,67.26086956521739,0.01,-499.4884,-91.19438,inf,499.4884,,0.0016434835,-0.2,4641,0.01,,-108.284615,inf,13,0.01,0.01,8.469559,3.1143645e-07,9.608725,,9.719815,152.33536,,10511.14,69,,0.2,,35.60857892036438
,70,,81,-146.83379,,66.55714285714286,0.01,-499.4884,-91.19438,inf,499.4884,,0.20134532,-0.2,4659,0.01,,-112.22483,inf,13,0.01,0.01,8.469215,3.0260182e-07,9.594336,,9.4383545,151.83379,0.2,10628.365,70,,0.2,,36.15001130104065
,71,,81,-146.57445,,66.19718309859155,0.01,-499.4884,-91.19438,inf,499.4884,,-0.0058803856,,4700,0.01,,-128.42142,inf,13,0.01,0.01,8.454588,2.9413786e-07,9.580151,,8.423588,151.57445,-0.2,10761.786,71,,0.2,,36.75028371810913
,72,,81,-146.03955,,65.65277777777777,0.01,-499.4884,-91.19438,inf,499.4884,,0.23170158,,4727,0.01,,-108.06136,inf,13,0.01,0.01,8.460159,2.8602412e-07,9.566165,,9.848731,151.03955,,10874.848,72,,0.2,,37.44364595413208
,73,,81,-145.77054,,65.24657534246575,0.01,-499.4884,-91.19438,inf,499.4884,,0.41320089,,4763,0.01,,-126.401436,inf,13,0.01,0.01,8.45174,2.7824152e-07,9.552371,,8.83878,150.77054,0.2,11006.249,73,,0.2,,38.01384663581848
,74,,81,-145.25047,,64.56756756756756,0.01,-499.4884,-91.19438,inf,499.4884,,0.19857925,0.2,4778,0.01,,-107.28615,inf,13,0.01,0.01,8.447146,2.707723e-07,9.538766,,9.104929,150.25047,-0.2,11118.535,74,,0.2,,38.58018732070923
,75,,81,-144.90817,,64.32,0.01,-499.4884,-91.19438,inf,499.4884,,0.3824107,0.2,4824,0.01,,-119.57787,inf,13,0.01,0.01,8.449334,2.6359982e-07,9.525343,,9.604544,149.90817,,11243.113,75,,0.2,,39.21157360076904
,76,,81,-144.39069,,63.69736842105263,0.01,-499.4884,-91.19438,inf,499.4884,,0.58238626,0.2,4841,0.01,,-105.578766,inf,13,0.01,0.01,8.364673,2.5670863e-07,9.512097,,3.0084414,149.39069,0.2,11353.692,76,,0.2,,39.75340151786804
0.2,77,,81,-144.00276,,63.12987012987013,0.01,-499.4884,-91.19438,inf,499.4884,,0.21010074,-0.2,4861,0.01,,-114.52047,inf,13,0.01,0.01,8.352013,2.5008418e-07,9.499025,,8.383366,149.00276,,11473.213,77,,0.2,,40.381393909454346
0.2,78,,81,-143.54948,,62.51282051282051,0.01,-499.4884,-91.19438,inf,499.4884,,0.21232693,,4876,0.01,,-108.64683,inf,13,0.01,0.01,8.351542,2.4371286e-07,9.486122,,9.30888,148.54948,-0.2,11586.859,78,,0.2,,40.953433990478516
0.2,79,,81,-143.1321,,61.924050632911396,0.01,-499.4884,-91.19438,inf,499.4884,,0.39966604,,4892,0.01,,-110.57622,inf,13,0.01,0.01,8.348624,2.3758197e-07,9.473383,,9.114658,148.1321,,11702.436,79,,0.2,,41.540189266204834
0.2,80,,81,-142.78546,,61.4125,0.01,-499.4884,-91.19438,inf,499.4884,,0.5824585,,4913,0.01,,-115.40112,inf,13,0.01,0.01,8.346736,2.3167952e-07,9.460804,,9.191244,147.78546,0.2,11822.837,80,,0.2,,42.13258242607117
0.2,81,,81,-142.51897,,60.96296296296296,0.01,-499.4884,-91.19438,inf,499.4884,,0.5697814,0.2,4938,0.01,,-121.19968,inf,13,0.01,0.01,8.334377,2.2599437e-07,9.448381,,8.339551,147.51897,,11949.036,81,,0.2,,42.73238730430603
-0.2,82,,256,-142.0588,,60.390243902439025,0.01,-499.4884,-91.19438,inf,499.4884,,-0.5154138,-0.06666667,4952,0.01,-2.4509043e-20,-104.78646,inf,13,0.01,0.01,8.314085,7.0359164e-08,9.436111,4.150616e-21,7.664278,147.0588,-0.06666667,12058.822,82,5.0617266e-23,-0.2,,43.385974645614624
-0.2,83,,256,-142.64201,2.2006119e-28,65.6867469879518,0.01,-499.4884,-91.19438,inf,499.4884,,-0.35123914,-0.06666667,5452,0.01,-5.4238003e-21,-190.46454,inf,13,0.01,0.01,8.293677,6.867397e-08,9.42399,9.297239e-22,7.6141186,147.64201,0.06666667,12254.287,83,1.1201496e-23,-0.2,,79.01222681999207
-0.2,84,,256,-146.88818,,70.85714285714286,0.01,-499.4884,-91.19438,inf,499.4884,,-0.397365,0.06666667,5952,0.01,-1.07595106e-13,-499.3193,inf,13,0.01,0.01,8.265191,6.704861e-08,9.412014,1.8665692e-14,6.8949127,151.88818,-0.06666667,12758.607,84,2.2221062e-16,-0.2,,81.24881649017334
-0.2,85,,256,-147.93176,,75.90588235294118,0.01,-499.4884,-91.19438,inf,499.4884,,-0.24777308,0.06666667,6452,0.01,-2.3810637e-14,-235.59366,inf,13,0.01,0.01,8.258208,6.5480286e-08,9.400179,4.1798645e-15,8.665735,152.93176,0.06666667,12999.2,85,4.9174875e-17,-0.2,,83.17397379875183
-0.06666667,86,,256,-152.01888,,80.83720930232558,0.01,-499.4884,-91.19438,inf,499.4884,,-0.54695565,-0.2,6952,0.01,-1.3289886e-29,-499.4221,inf,13,0.01,0.01,8.263396,6.396634e-08,9.388483,1.0307487e-29,9.698561,157.01888,-0.06666667,13503.623,86,1.1985451e-31,-0.2,,85.08393216133118
-0.06666667,87,,256,-151.63118,2.0185523e-31,80.26436781609195,0.01,-499.4884,-91.19438,inf,499.4884,,-0.41208628,-0.2,6983,0.01,-7.451301e-13,-118.290565,inf,13,0.01,0.01,8.228615,6.250429e-08,9.376923,5.8463455e-13,6.2316027,156.63118,0.06666667,13626.913,87,6.7199376e-15,-0.2,,86.38663697242737
-0.06666667,88,,256,-151.27011,,79.625,0.01,-499.4884,-91.19438,inf,499.4884,,-0.56392926,-0.06666667,7007,0.01,-1.0086178e-21,-119.8572,inf,13,0.01,0.01,8.214771,6.109181e-08,9.365494,9.021374e-22,8.004698,156.27011,-0.2,13751.77,88,1.02515614e-23,-0.2,,87.79038000106812
-0.06666667,89,,256,-150.80775,,79.3932584269663,0.01,-499.4884,-91.19438,inf,499.4884,,-0.45614272,-0.06666667,7066,0.01,-3.1709644e-31,-110.12125,inf,13,0.01,0.01,8.211698,5.972668e-08,9.354195,2.294363e-31,8.935539,155.80775,-0.06666667,13866.891,89,2.602914e-33,-0.2,,89.22396683692932
-0.06666667,90,,256,-150.62224,,79.36666666666666,0.01,-499.4884,-91.19438,inf,499.4884,,-0.2806216,-0.06666667,7143,0.01,-4.205043e-19,-134.11137,inf,13,0.01,0.01,8.1567745,5.8406794e-08,9.343021,7.7797073e-20,4.26312,155.62224,0.06666667,14006.002,90,8.644124e-22,-0.2,,90.56653022766113
-0.06666667,91,,256,-154.43666,,83.98901098901099,0.01,-499.4884,-91.19438,inf,499.4884,,-0.14404623,-0.06666667,7643,0.01,-6.7707856e-14,-497.73407,inf,13,0.01,0.01,8.161965,5.7130176e-08,9.331971,1.2400519e-14,9.623621,159.43666,0.2,14508.736,91,1.3626944e-16,-0.2,,92.68432426452637
-0.06666667,92,,256,-155.46689,,84.72826086956522,0.01,-499.4884,-91.19438,inf,499.4884,,-0.4010797,0.06666667,7795,0.01,-2.4433238e-20,-249.21742,inf,13,0.01,0.01,8.160081,5.5894976e-08,9.321042,2.2847161e-20,8.983165,160.46689,-0.2,14762.954,92,2.4833871e-22,-0.2,,94.25136280059814
-0.06666667,93,,256,-154.86192,,84.3763440860215,0.01,-499.4884,-91.19438,inf,499.4884,,-0.22246432,0.06666667,7847,0.01,-7.2517363e-32,-99.20482,inf,13,0.01,0.01,8.156007,5.469939e-08,9.310231,1.3861597e-32,8.775823,159.86192,-0.06666667,14867.159,93,1.4909356e-34,-0.2,,95.63391876220703
