ReturnLastEpisode,IWFirstEpisode,InvPendulum_std1_higher,ReturnMin,IWMax,GridSize,Iteration,ActionIn1,AvgEpLen,ReturnMax,DenMISELogLast,NumTrainableParams,BoundMISE,InvPendulum_mu2_higher,TimeElapsed,ReturnAbsMax,InvPendulum_std0_higher,InvPendulum_mu0_higher,ReturnMean,Bound,Delta,InvPendulum_std3_higher,TimestepsSoFar,IWMean,Regret/t,DenMISEMeanLog,IWLastEpisode,DenMISELogFirst,Regret,InvPendulum_mu1_higher,IWMin,InvPendulum_mu3_higher,MinEpLen,NumTrajectories,BoundBonus,InvPendulum_std2_higher
-137.10152,,0.01,-143.11214,,81,18,-0.59668654,29.666666666666668,-106.80533,11.363111,,,,5.257447719573975,143.11214,0.01,-0.2,-117.57199,inf,4.576386e-06,0.01,534,,122.57199,9.592947,,7.8504777,2206.296,-0.2,,-0.2,15,18,inf,0.01
-116.51768,,0.01,-143.11214,,81,19,-0.3848569,31.894736842105264,-106.80533,11.463095,,,,5.820147275924683,143.11214,0.01,-0.2,-117.5165,inf,4.107338e-06,0.01,606,,122.5165,9.640155,,7.7964106,2327.8135,-0.2,,,15,19,inf,0.01
-470.44244,,0.01,-470.44244,,81,20,-0.23248948,55.3,-106.80533,11.152198,,,,7.127380609512329,470.44244,0.01,-0.2,-135.16281,inf,3.7068723e-06,0.01,1106,,140.16281,9.667027,,7.745117,2803.256,-0.2,,0.2,15,20,inf,0.01
-498.16296,,0.01,-498.16296,,81,21,-0.19034621,76.47619047619048,-106.80533,9.368346,,,0.2,8.283121109008789,498.16296,0.01,-0.2,-152.44852,inf,3.3622423e-06,0.01,1606,,157.44852,9.606338,,7.696327,3306.419,-0.2,,,15,21,inf,0.01
-130.95859,,0.01,-498.16296,,81,22,-0.61148477,74.72727272727273,-106.80533,9.396252,,,-0.2,8.802577257156372,498.16296,0.01,,-151.4717,inf,3.0635308e-06,0.01,1644,,156.4717,9.552382,,7.649807,3442.3774,-0.2,,-0.2,15,22,inf,0.01
-105.88278,,0.01,-498.16296,,81,23,-0.4163454,72.21739130434783,-105.88278,10.525196,,,-0.2,9.283364057540894,498.16296,0.01,,-149.48958,inf,2.8029285e-06,0.01,1661,,154.48958,9.55216,,7.6053553,3553.2603,-0.2,,,15,23,inf,0.01
-122.42896,,0.01,-498.16296,,81,24,-0.19146696,70.375,-105.88278,10.858231,,,-0.2,9.749486207962036,498.16296,0.01,,-148.36206,inf,2.5742172e-06,0.01,1689,,153.36206,9.565793,,7.5627956,3680.6895,-0.2,,0.2,15,24,inf,0.01
-112.02529,,0.01,-498.16296,,81,25,-0.42030805,68.24,-105.88278,10.89579,,,,10.255162954330444,498.16296,0.01,,-146.90858,inf,2.3723985e-06,0.01,1706,,151.90858,9.579804,,7.5219736,3797.7146,-0.2,,-0.2,15,25,inf,0.01
-113.27599,,0.01,-498.16296,,81,26,-0.19730279,68.61538461538461,-105.88278,8.843069,,,,10.827270984649658,498.16296,0.01,,-145.61502,inf,2.1934156e-06,0.01,1784,,150.61502,9.513756,,7.482753,3915.9907,-0.2,,,15,26,inf,0.01
-496.77615,,0.01,-498.16296,,81,27,-0.014238462,84.5925925925926,-105.88278,8.977874,,,,12.016407012939453,498.16296,0.01,,-158.62099,inf,2.0339492e-06,0.01,2284,,163.62099,9.457566,,7.4450126,4417.7666,-0.2,,0.2,15,27,inf,0.01
-499.97604,,0.01,-499.97604,,81,28,-0.21649702,99.42857142857143,-105.88278,10.851963,,,0.2,13.16698169708252,499.97604,0.01,,-170.81226,inf,1.8912613e-06,0.01,2784,,175.81226,9.472297,,7.408645,4922.743,-0.2,,-0.2,15,28,inf,0.01
-118.63432,,0.01,-499.97604,,81,29,0.032114588,97.10344827586206,-105.88278,8.521732,,,0.2,13.629750490188599,499.97604,0.01,,-169.01302,inf,1.7630787e-06,0.01,2816,,174.01302,9.405638,,7.3735538,5046.3774,-0.2,,,15,29,inf,0.01
-128.24637,,0.01,-499.97604,,81,30,0.18716744,94.86666666666666,-105.88278,5.6571074,,,0.2,14.087746858596802,499.97604,0.01,,-167.65413,inf,1.6474991e-06,0.01,2846,,172.65413,9.247914,,7.339652,5179.624,-0.2,,0.2,15,30,inf,0.01
-117.84641,,0.01,-499.97604,,81,31,-0.2130238,92.51612903225806,-105.88278,9.67875,,,-0.2,14.543392658233643,499.97604,0.01,0.2,-166.04741,inf,1.542923e-06,0.01,2868,,171.04741,9.230081,,7.3068624,5302.4697,-0.2,,,15,31,inf,0.01
-111.18006,,0.01,-499.97604,,81,32,-0.21432321,90.15625,-105.88278,10.01775,,,,14.953335762023926,499.97604,0.01,0.2,-164.33281,inf,1.4479971e-06,0.01,2885,,169.33281,9.223939,,7.2751136,5418.65,-0.2,,-0.2,15,32,inf,0.01
-108.70554,,0.01,-499.97604,,81,33,-0.010418199,88.75757575757575,-105.88278,10.32257,,,,15.403220891952515,499.97604,0.01,0.2,-162.64714,inf,1.3615693e-06,0.01,2929,,167.64714,9.227391,,7.244342,5532.3555,-0.2,,,15,33,inf,0.01
-126.97446,,0.01,-499.97604,,81,34,0.2035611,87.44117647058823,-105.88278,10.920569,,,,15.838632583618164,499.97604,0.01,0.2,-161.59795,inf,1.2826548e-06,0.01,2973,,166.59795,9.248216,,7.214489,5664.33,-0.2,,0.2,15,34,inf,0.01
-136.06143,,0.01,-499.97604,,81,35,0.18731833,86.05714285714286,-105.88278,8.477359,,,0.2,16.264186143875122,499.97604,0.01,0.2,-160.86833,inf,1.2104073e-06,0.01,3012,,165.86833,9.198032,,7.1855016,5805.3916,-0.2,,,15,35,inf,0.01
-120.98486,,0.01,-499.97604,,81,36,-0.60168093,84.52777777777777,-105.88278,9.227108,,,-0.2,16.660972118377686,499.97604,0.01,-0.2,-159.76045,inf,1.1440965e-06,0.01,3043,,164.76045,9.171452,,7.1573305,5931.3765,,,-0.2,15,36,inf,0.01
-119.41153,,0.01,-499.97604,,81,37,-0.44365478,83.13513513513513,-105.88278,7.312317,,,-0.2,17.085220098495483,499.97604,0.01,-0.2,-158.66995,inf,1.0830892e-06,0.01,3076,,163.66995,9.094546,,7.1299314,6055.788,,,,15,37,inf,0.01
-106.06982,,0.01,-499.97604,,81,38,-0.22535172,81.36842105263158,-105.88278,8.3792305,,,-0.2,17.42871856689453,499.97604,0.01,-0.2,-157.28574,inf,1.0268345e-06,0.01,3092,,162.28574,9.049755,,7.1032634,6166.858,,,0.2,15,38,inf,0.01
-114.0184,,0.01,-499.97604,,81,39,-0.44803715,79.76923076923077,-105.88278,8.455232,,,,17.791257858276367,499.97604,0.01,-0.2,-156.1763,inf,9.748514e-07,0.01,3111,,161.1763,9.009201,,7.0772877,6285.876,,,-0.2,15,39,inf,0.01
-102.76061,,0.01,-499.97604,,81,40,-0.21183416,78.525,-102.76061,7.2775664,,,,18.12495517730713,499.97604,0.01,-0.2,-154.84091,inf,9.267181e-07,0.01,3141,,159.84091,8.941226,,7.05197,6393.6367,,,,15,40,inf,0.01
-493.9333,,0.01,-499.97604,,81,41,-0.00023114681,88.8048780487805,-102.76061,10.499207,,,,19.182258367538452,499.97604,0.01,-0.2,-163.11147,inf,8.820637e-07,0.01,3641,,168.11147,8.955134,,7.0272775,6892.5703,,,0.2,15,41,inf,0.01
-247.6139,,0.01,-499.97604,,81,42,-0.20476055,90.45238095238095,-102.76061,10.5495825,,,0.2,19.773221492767334,499.97604,0.01,-0.2,-165.12343,inf,8.405606e-07,0.01,3799,,170.12343,8.969576,,7.00318,7145.184,,,-0.2,15,42,inf,0.01
-106.71165,,0.01,-499.97604,,81,43,0.0021453742,88.81395348837209,-102.76061,9.610018,,,0.2,20.167490243911743,499.97604,0.01,-0.2,-163.76501,inf,8.019195e-07,0.01,3819,,168.76501,8.961486,,6.9796495,7256.8955,,,,15,43,inf,0.01
-118.324356,,0.01,-499.97604,,81,44,0.2121115,87.3409090909091,-102.76061,9.496588,,,0.2,20.599449396133423,499.97604,0.01,-0.2,-162.73227,inf,7.658827e-07,0.01,3843,,167.73227,8.95118,,6.95666,7380.2197,,,0.2,15,44,inf,0.01
-125.32686,,0.01,-499.97604,,81,45,-0.40067804,86.11111111111111,-102.76061,9.879363,,,-0.2,21.031227588653564,499.97604,0.01,,-161.90105,inf,7.3222174e-07,0.01,3875,,166.90105,8.949833,,6.934187,7510.547,,,-0.2,15,45,inf,0.01
-121.70337,,0.01,-499.97604,,81,46,-0.18773662,84.80434782608695,-102.76061,10.536038,,,-0.2,21.456867933273315,499.97604,0.01,,-161.02718,inf,7.0073213e-07,0.01,3901,,166.02718,8.962814,,6.912208,7637.25,,,,15,46,inf,0.01
-111.04673,,0.01,-499.97604,,81,47,0.030613467,83.36170212765957,-102.76061,10.435945,,,-0.2,21.86152458190918,499.97604,0.01,,-159.96376,inf,6.7123085e-07,0.01,3918,,164.96376,8.973109,,6.890702,7753.297,,,0.2,15,47,inf,0.01
-119.09408,,0.01,-499.97604,,81,48,-0.20994993,82.16666666666667,-102.76061,9.524927,,,,22.259701013565063,499.97604,0.01,,-159.11232,inf,6.435543e-07,0.01,3944,,164.11232,8.96399,,6.8696485,7877.391,,,-0.2,15,48,inf,0.01
-136.6853,,0.01,-499.97604,,81,49,0.00337184,82.06122448979592,-102.76061,9.148359,,,,22.792988538742065,499.97604,0.01,,-158.65462,inf,6.175547e-07,0.01,4021,,163.65462,8.947555,,6.849029,8019.076,,,,15,49,inf,0.01
-161.94357,,0.01,-499.97604,,81,50,0.15742531,81.68,-102.76061,10.438411,,,,23.349583625793457,499.97604,0.01,,-158.7204,inf,5.930996e-07,0.01,4084,,163.7204,8.957573,,6.8288264,8186.0195,,,0.2,15,50,inf,0.01
-498.12418,,0.01,-499.97604,,81,51,0.023337826,89.88235294117646,-102.76061,7.879693,,,0.2,24.440847396850586,499.97604,0.01,,-165.37538,inf,5.700688e-07,0.01,4584,,170.37538,8.917024,,6.809024,8689.145,,,-0.2,15,51,inf,0.01
-111.55674,,0.01,-499.97604,,81,52,0.1830287,88.53846153846153,-102.76061,9.044294,,,0.2,24.9513578414917,499.97604,0.01,,-164.34041,inf,5.483539e-07,0.01,4604,,169.34041,8.900427,,6.7896056,8805.701,,,,15,52,inf,0.01
-109.86104,,0.01,-499.97604,,81,53,0.42524022,87.15094339622641,-102.76061,8.674863,,,0.2,25.38073468208313,499.97604,0.01,,-163.3125,inf,5.2785657e-07,0.01,4619,,168.3125,8.877481,,6.7705574,8920.5625,,,0.2,15,53,inf,0.01
-121.89872,,0.01,-499.97604,,81,54,-0.20461072,86.05555555555556,-102.76061,8.458794,,,-0.2,25.837205410003662,499.97604,0.01,0.2,-162.54558,inf,5.084873e-07,0.01,4647,,167.54558,8.851382,,6.7518654,9047.461,,,-0.2,15,54,inf,0.01
-107.0194,,0.01,-499.97604,,81,55,0.046205305,84.85454545454546,-102.76061,10.502853,,,-0.2,26.28125023841858,499.97604,0.01,0.2,-161.53601,inf,4.9016495e-07,0.01,4667,,166.53601,8.863394,,6.733516,9159.48,,,,15,55,inf,0.01
-107.57395,,0.01,-499.97604,,81,56,0.18329747,83.58928571428571,-102.76061,7.24841,,,-0.2,26.724266529083252,499.97604,0.01,0.2,-160.5724,inf,4.7281532e-07,0.01,4681,,165.5724,8.816858,,6.715498,9272.055,,,0.2,14,56,inf,0.01
-111.57981,,0.01,-499.97604,,81,57,0.007988572,82.43859649122807,-102.76061,8.780642,,,,27.24365234375,499.97604,0.01,0.2,-159.71288,inf,4.563709e-07,0.01,4699,,164.71288,8.798834,,6.6977983,9388.634,,,-0.2,14,57,inf,0.01
-108.773636,,0.01,-499.97604,,81,58,0.2116566,81.25862068965517,-102.76061,8.146312,,,,27.75532841682434,499.97604,0.01,0.2,-158.83463,inf,4.4076967e-07,0.01,4713,,163.83463,8.770491,,6.6804066,9502.408,,,,14,58,inf,0.01
-124.477615,,0.01,-499.97604,,81,59,0.3888948,80.38983050847457,-102.76061,8.890076,,,,28.26309061050415,499.97604,0.01,0.2,-158.25229,inf,4.259549e-07,0.01,4743,,163.25229,8.755713,,6.663312,9631.885,,,0.2,14,59,inf,0.01
-134.21114,,0.01,-499.97604,,81,60,0.17578703,79.65,-102.76061,5.6078773,,,0.2,28.72763228416443,499.97604,0.01,0.2,-157.8516,inf,4.1187477e-07,0.01,4779,,162.8516,8.686723,,6.646505,9771.096,,,-0.2,14,60,inf,0.01
-118.99978,,0.01,-499.97604,,81,61,0.42250735,78.81967213114754,-102.76061,9.5671625,,,0.2,29.188921451568604,499.97604,0.01,0.2,-157.21469,inf,3.984813e-07,0.01,4808,,162.21469,8.684897,,6.629976,9895.096,,,,14,61,inf,0.01
-111.42768,,0.01,-499.97604,,81,62,0.60090137,77.80645161290323,-102.76061,9.947392,,,0.2,29.665521383285522,499.97604,0.01,0.2,-156.47618,inf,3.8573074e-07,0.01,4824,,161.47618,8.689262,,6.613715,10011.523,,,0.2,14,62,inf,0.01
-124.322556,,0.01,-499.97604,,81,63,-0.19289568,77.11111111111111,-102.76061,8.968792,,,-0.2,30.135071277618408,499.97604,0.01,-0.2,-155.9658,inf,3.735825e-07,0.01,4858,,160.9658,8.677953,,6.597715,10140.846,0.2,,,14,63,inf,0.01
-111.650604,,0.01,-499.97604,,81,64,-0.17176625,76.171875,-102.76061,10.291425,,,,30.573962688446045,499.97604,0.01,-0.2,-155.27339,inf,3.6199927e-07,0.01,4875,,160.27339,8.68766,,6.5819664,10257.497,0.2,,-0.2,14,64,inf,0.01
-111.94752,,0.01,-499.97604,,81,65,0.005604914,75.35384615384615,-102.76061,8.719226,,,,31.013495206832886,499.97604,0.01,-0.2,-154.60686,inf,3.5094652e-07,0.01,4898,,159.60686,8.672882,,6.566462,10374.445,0.2,,,14,65,inf,0.01
-116.568474,,0.01,-499.97604,,81,66,0.19268875,74.65151515151516,-102.76061,9.341805,,,,31.45679783821106,499.97604,0.01,-0.2,-154.03052,inf,3.4039232e-07,0.01,4927,,159.03052,8.66798,,6.5511947,10496.014,0.2,,0.2,14,66,inf,0.01
-172.71986,,0.01,-499.97604,,81,67,0.21881847,74.67164179104478,-102.76061,10.255267,,,0.2,31.88896155357361,499.97604,0.01,-0.2,-154.30945,inf,3.3030722e-07,0.01,5003,,159.30945,8.676857,,6.5361567,10673.733,0.2,,,14,67,inf,0.01
-117.42334,,0.01,-499.97604,,81,68,-0.19530453,73.92647058823529,-102.76061,7.2215266,,,-0.2,32.29966878890991,499.97604,0.01,,-153.767,inf,3.206637e-07,0.01,5027,,158.767,8.640859,,6.521342,10796.156,0.2,,-0.2,14,68,inf,0.01
-113.20947,,0.01,-499.97604,,81,69,-0.0033287432,73.27536231884058,-102.76061,8.400425,,,-0.2,32.75708889961243,499.97604,0.01,,-153.1792,inf,3.1143645e-07,0.01,5056,,158.1792,8.622987,,6.506743,10914.365,0.2,,,14,69,inf,0.01
-105.45609,,0.01,-499.97604,,81,70,0.20302308,72.41428571428571,-102.76061,8.961091,,,-0.2,33.19191789627075,499.97604,0.01,,-152.49747,inf,3.0260182e-07,0.01,5069,,157.49747,8.613633,,6.4923544,11024.822,0.2,,0.2,13,70,inf,0.01
-113.327896,,0.01,-499.97604,,81,71,0.011086464,71.7605633802817,-102.76061,8.632272,,,,33.66823720932007,499.97604,0.01,,-151.94579,inf,2.9413786e-07,0.01,5095,,156.94579,8.599911,,6.4781694,11143.15,0.2,,-0.2,13,71,inf,0.01
-105.908226,,0.01,-499.97604,,81,72,0.22545154,70.97222222222223,-102.76061,7.698397,,,,34.11468195915222,499.97604,0.01,,-151.30637,inf,2.8602412e-07,0.01,5110,,156.30637,8.573598,,6.4641833,11254.059,0.2,,,13,72,inf,0.01
-117.64764,,0.01,-499.97604,,81,73,0.378133,70.34246575342466,-102.76061,8.868781,,,,34.572245597839355,499.97604,0.01,,-150.84528,inf,2.7824152e-07,0.01,5135,,155.84528,8.564036,,6.45039,11376.705,0.2,,0.2,13,73,inf,0.01
-142.04059,,0.01,-499.97604,,81,74,0.1460728,70.0,-102.76061,8.6445875,,,0.2,35.07444405555725,499.97604,0.01,,-150.7263,inf,2.707723e-07,0.01,5180,,155.7263,8.551704,,6.4367843,11523.746,0.2,,-0.2,13,74,inf,0.01
-113.05231,,0.01,-499.97604,,81,75,0.43750787,69.34666666666666,-102.76061,6.145843,,,0.2,35.54677128791809,499.97604,0.01,,-150.22398,inf,2.6359982e-07,0.01,5201,,155.22398,8.506382,,6.4233613,11641.799,0.2,,,13,75,inf,0.01
-105.84072,,0.01,-499.97604,,81,76,0.5948423,68.65789473684211,-102.76061,6.85937,,,0.2,36.051411628723145,499.97604,0.01,,-149.64,inf,2.5670863e-07,0.01,5218,,154.64,8.47164,,6.410116,11752.64,0.2,,0.2,13,76,inf,0.01
-110.58948,,0.01,-499.97604,,81,77,0.16425739,68.02597402597402,-102.76061,9.557346,,,-0.2,36.51537346839905,499.97604,0.01,0.2,-149.13284,inf,2.5008418e-07,0.01,5238,,154.13284,8.472837,,6.397044,11868.229,0.2,,,13,77,inf,0.01
-113.21131,,0.01,-499.97604,,81,78,0.19880019,67.43589743589743,-102.76061,6.905576,,,,37.06826305389404,499.97604,0.01,0.2,-148.6723,inf,2.4371286e-07,0.01,5260,,153.6723,8.440006,,6.3841405,11986.439,0.2,,-0.2,13,78,inf,0.01
-106.16739,,0.01,-499.97604,,81,79,0.3885589,66.74683544303798,-102.76061,7.8541517,,,,37.541696310043335,499.97604,0.01,0.2,-148.13428,inf,2.3758197e-07,0.01,5273,,153.13428,8.420013,,6.371402,12097.607,0.2,,,13,79,inf,0.01
-110.098045,,0.01,-499.97604,,81,80,0.61140597,66.1,-102.76061,8.1022,,,,37.97851824760437,499.97604,0.01,0.2,-147.65881,inf,2.3167952e-07,0.01,5288,,152.65881,8.403618,,6.358823,12212.705,0.2,,0.2,13,80,inf,0.01
-116.641655,,0.01,-499.97604,,81,81,0.5712164,65.53086419753086,-102.76061,9.705599,,,0.2,38.46139097213745,499.97604,0.01,0.2,-147.2759,inf,2.2599437e-07,0.01,5308,,152.2759,8.407422,,6.3464003,12334.348,0.2,,,13,81,inf,0.01
-106.24306,,0.01,-499.97604,2.9502414e-21,256,82,-0.53185093,64.89024390243902,-102.76061,7.995657,,-1.6925839e-20,-0.06666667,38.884135484695435,499.97604,0.01,-0.2,-146.77548,inf,7.0359164e-08,0.01,5321,3.5978554e-23,151.77548,8.390281,,6.3341303,12445.59,-0.2,,-0.06666667,13,82,inf,0.01
-146.40302,,0.01,-499.97604,1.4312923e-15,256,83,-0.4151804,70.13253012048193,-102.76061,9.094255,,-8.1125385e-15,-0.06666667,64.2014708518982,499.97604,0.01,-0.2,-146.771,inf,6.867397e-08,0.01,5821,1.7244486e-17,151.771,8.386787,4.0254915e-37,6.322009,12596.993,-0.2,,0.06666667,13,83,inf,0.01
-495.10492,,0.01,-499.97604,1.212469e-20,256,84,-0.40517837,75.25,-102.76061,9.325461,,-6.790439e-20,0.06666667,66.05990600585938,499.97604,0.01,-0.2,-150.91783,inf,6.704861e-08,0.01,6321,1.4434154e-22,155.91783,8.386128,,6.310033,13097.098,-0.2,,-0.06666667,13,84,inf,0.01
-235.2698,,0.01,-499.97604,5.880539e-15,256,85,-0.28036124,80.24705882352941,-102.76061,8.656041,,-3.254653e-14,0.06666667,67.85726284980774,499.97604,0.01,-0.2,-151.91022,inf,6.5480286e-08,0.01,6821,6.918281e-17,156.91022,8.377609,,6.298198,13337.368,-0.2,,0.06666667,13,85,inf,0.01
-497.09967,,0.01,-499.97604,2.7301002e-13,256,86,-0.5313683,85.12790697674419,-102.76061,8.749918,,-3.8865504e-13,-0.2,69.6632432937622,499.97604,0.01,-0.06666667,-155.92404,inf,6.396634e-08,0.01,7321,3.174535e-15,160.92404,8.370378,,6.2865024,13839.468,-0.2,,-0.06666667,13,86,inf,0.01
-123.542656,,0.01,-499.97604,6.9575593e-19,256,87,-0.3477208,84.54022988505747,-102.76061,9.768265,,-9.790882e-19,-0.2,70.84084010124207,499.97604,0.01,-0.06666667,-155.55183,inf,6.250429e-08,0.01,7355,7.997194e-21,160.55183,8.375017,2.9958994e-37,6.2749414,13968.01,-0.2,,0.06666667,13,87,inf,0.01
-126.45755,,0.01,-499.97604,8.229019e-21,256,88,-0.5292235,83.93181818181819,-102.76061,6.664568,,-1.05926164e-20,-0.06666667,71.9574077129364,499.97604,0.01,-0.06666667,-155.2212,inf,6.109181e-08,0.01,7386,9.351158e-23,160.2212,8.344281,,6.2635126,14099.467,-0.2,,-0.2,13,88,inf,0.01
-104.860146,,0.01,-499.97604,1.1183672e-30,256,89,-0.432414,83.53932584269663,-102.76061,4.366092,,-7.537575e-30,-0.06666667,73.03177261352539,499.97604,0.01,-0.06666667,-154.65536,inf,5.972668e-08,0.01,7435,2.4896865e-32,159.65536,8.288411,1.08878255e-30,6.252213,14209.328,-0.2,,-0.06666667,13,89,inf,0.01
-185.5573,,0.01,-499.97604,8.88564e-23,256,90,-0.2870777,88.16666666666667,-102.76061,6.4512506,,-4.904638e-22,-0.06666667,74.7394528388977,499.97604,0.01,-0.06666667,-154.99872,inf,5.8406794e-08,0.01,7935,9.872933e-25,159.99872,8.256948,1.3266721e-36,6.2410398,14399.885,-0.2,,0.06666667,13,90,inf,0.01
-213.29616,,0.01,-499.97604,3.328649e-18,256,91,-0.10979904,88.57142857142857,-102.76061,7.64445,,-1.8288404e-17,-0.06666667,75.98672819137573,499.97604,0.01,-0.06666667,-155.63936,inf,5.7130176e-08,0.01,8060,3.657856e-20,160.63936,8.239288,2.7775142e-31,6.22999,14618.182,-0.2,,0.2,13,91,inf,0.01
-116.52141,,0.01,-499.97604,4.228875e-16,256,92,-0.39857483,87.8695652173913,-102.76061,8.346575,,-5.206848e-16,0.06666667,77.10031485557556,499.97604,0.01,-0.06666667,-155.21416,inf,5.5894976e-08,0.01,8084,4.5966034e-18,160.21416,8.229646,,6.219061,14739.703,-0.2,,-0.2,13,92,inf,0.01
-118.62155,,0.01,-499.97604,3.1240918e-25,256,93,-0.23714362,87.55913978494624,-102.76061,10.105012,,-1.6687897e-24,0.06666667,78.30290603637695,499.97604,0.01,-0.06666667,-154.8207,inf,5.469939e-08,0.01,8143,3.3592394e-27,159.8207,8.239116,,6.20825,14863.324,-0.2,,-0.06666667,13,93,inf,0.01
