NumTrainableParams,InvPendulum_mu2_higher,DenMISELogLast,Delta,InvPendulum_std1_higher,IWMin,BoundMISE,MinEpLen,ReturnLastEpisode,DenMISELogFirst,InvPendulum_std3_higher,InvPendulum_mu3_higher,BoundBonus,Regret,TimestepsSoFar,DenMISEMeanLog,TimeElapsed,ReturnMax,InvPendulum_mu0_higher,Bound,ReturnMin,IWMean,IWFirstEpisode,IWLastEpisode,ActionIn1,IWMax,AvgEpLen,GridSize,ReturnAbsMax,ReturnMean,Regret/t,InvPendulum_std2_higher,Iteration,NumTrajectories,InvPendulum_std0_higher,InvPendulum_mu1_higher
,-0.13333334,6.2293916,1.2319725e-11,0.01,,-0.1098398,11,-129.60246,6.5271206,0.01,-0.13333334,292987200.0,296133.34,136155,5.1527667,22971.038997411728,95.73102,,292987200.0,-499.93875,0.0009064696,,,-0.2710243,1.8352222,67.17069560927479,2401,499.93875,-141.09439,146.09439,0.01,2027,2027,0.01,
,-0.13333334,7.017513,1.2307579e-11,0.01,,-0.0023358485,11,-116.38135,6.5266275,0.01,0.13333334,292992930.0,296254.72,136177,5.153194,22983.609065771103,95.73102,,292992930.0,-499.93875,1.9252735e-05,,,0.0031467527,0.029405398,67.14842209072978,2401,499.93875,-141.08221,146.08221,0.01,2028,2028,0.01,
,0.13333334,6.6012726,1.2295449e-11,0.01,,-0.0039737797,11,-119.112335,6.5261345,0.01,-0.13333334,292998720.0,296378.8,136199,5.1534142,22995.79483604431,95.73102,,292998720.0,-499.93875,3.1608408e-05,,,-0.014907971,0.06386028,67.12617052735338,2401,499.93875,-141.07137,146.07137,0.01,2029,2029,0.01,
,0.13333334,5.8830757,1.2283339e-11,0.01,,-0.00020958573,11,-111.55509,6.525642,0.01,0.13333334,293004450.0,296495.38,136225,5.1532807,23009.478730916977,95.73102,,293004450.0,-499.93875,1.7262629e-06,,,0.25932235,0.0016059297,67.10591133004927,2401,499.93875,-141.05684,146.05684,0.01,2030,2030,0.01,
,-0.13333334,5.1196046,1.22712465e-11,0.01,,-0.04669328,11,-123.52034,6.5251493,0.01,,293010200.0,296623.9,136254,5.1527715,23023.24920320511,95.73102,0.13333334,293010200.0,-499.93875,0.0004401917,,,0.029049588,0.88466376,67.08714918759232,2401,499.93875,-141.0482,146.0482,0.01,2031,2031,0.01,
,,6.062347,1.2259172e-11,0.01,,-0.026080843,11,-122.88482,6.524657,0.01,-0.13333334,293015940.0,296751.8,136282,5.1527276,23037.5587952137,95.73102,0.13333334,293015940.0,-499.93875,0.00019573118,,,0.011074133,0.39575592,67.06791338582677,2401,499.93875,-141.03928,146.03928,0.01,2032,2032,0.01,
,0.13333334,4.3556547,1.2247115e-11,0.01,,-0.012082732,11,-107.17808,6.524165,0.01,,293021660.0,296864.0,136302,5.151844,23051.953627824783,95.73102,0.13333334,293021660.0,-499.93875,0.00010927105,,,0.27701342,0.21177542,67.04476143630103,2401,499.93875,-141.02263,146.02263,0.01,2033,2033,0.01,
,,6.839479,1.2235075e-11,0.01,,-0.0012303242,11,-118.6638,6.523673,0.01,,293027400.0,296987.66,136324,5.1521826,23065.240849733353,95.73102,-0.13333334,293027400.0,-499.93875,7.586792e-06,,,-0.017336283,0.014689119,67.02261553588987,2401,499.93875,-141.01163,146.01163,0.01,2034,2034,0.01,0.13333334
,-0.13333334,4.619795,1.2223053e-11,0.01,,-8.726174e-05,11,-115.4522,6.523182,0.01,,293033150.0,297108.1,136346,5.151429,23078.809616327286,95.73102,,293033150.0,-499.93875,7.898771e-07,,,-0.012782572,0.00070915074,67.0004914004914,2401,499.93875,-140.99907,145.99907,0.01,2035,2035,0.01,0.13333334
,,4.7184052,1.2211049e-11,0.01,,-0.008704056,11,-115.612465,6.5226903,0.01,-0.13333334,293038850.0,297228.7,136367,5.1507254,23091.86564207077,95.73102,,293038850.0,-499.93875,7.024729e-05,,,-0.008777246,0.087740846,66.9778978388998,2401,499.93875,-140.98659,145.98659,0.01,2036,2036,0.01,0.13333334
,,5.4354534,1.2199062e-11,0.01,,-0.00213045,11,-107.94263,6.522199,0.01,0.13333334,293044580.0,297341.62,136390,5.1503754,23104.61216545105,95.73102,,293044580.0,-499.93875,1.4379375e-05,,,0.2793125,0.026157912,66.95630829651448,2401,499.93875,-140.97037,145.97037,0.01,2037,2037,0.01,0.13333334
,0.13333334,5.6529016,1.21870925e-11,0.01,,-0.024740318,11,-138.89902,6.5217085,0.01,,293050300.0,297485.53,136434,5.1501307,23117.519546747208,95.73102,,293050300.0,-499.93875,0.00021194384,,,0.24555372,0.4299671,66.9450441609421,2401,499.93875,-140.96935,145.96935,0.01,2038,2038,0.01,0.13333334
,,5.032521,1.2175143e-11,0.01,,-0.00039844483,11,-105.725044,6.521218,0.01,,293056000.0,297596.25,136454,5.1495833,23130.582229852676,95.73102,0.13333334,293056000.0,-499.93875,3.098373e-06,,,0.28540206,0.005494828,66.92202059833252,2401,499.93875,-140.95206,145.95206,0.01,2039,2039,0.01,0.13333334
,,4.346259,1.2163209e-11,0.01,,-94.58212,11,-129.38164,6.5207276,0.01,0.13333334,293061730.0,297730.7,136486,5.148699,23143.744705677032,95.73102,0.13333334,293061630.0,-499.93875,0.47019693,,,0.2587223,958.58435,66.90490196078431,2401,499.93875,-140.94641,145.94641,0.01,2040,2040,0.01,
,-0.06666667,2.045755,1.2151293e-11,0.01,,-0.0006566417,11,-134.11902,6.5202374,0.01,,293067000.0,297869.78,136522,5.146878,23156.68653702736,95.73102,-0.06666667,293067000.0,-499.93875,4.5943416e-06,,,-0.32644913,0.0091783,66.88975992160705,2401,499.93875,-140.94305,145.94305,0.01,2041,2041,0.01,-0.2
,,5.0481677,1.2139394e-11,0.01,,-3.229002e-05,11,-412.6356,6.5197477,0.01,-0.06666667,293072770.0,298287.4,137022,5.14634,23169.884266376495,95.73102,-0.06666667,293072770.0,-499.93875,2.4601476e-07,,1.2017749e-08,-0.32436842,0.0004852867,67.10186092066601,2401,499.93875,-141.07611,146.07611,0.01,2042,2042,0.01,-0.2
,,6.696019,1.2127513e-11,0.01,,-0.0073457565,11,-212.61545,6.519258,0.01,0.06666667,293078430.0,298505.03,137522,5.1466093,23183.26965522766,95.73102,-0.06666667,293078430.0,-499.93875,1.4710168e-05,,8.766225e-37,-0.1999961,0.025885426,67.31375428291727,2401,499.93875,-141.11113,146.11113,0.01,2043,2043,0.01,-0.2
,0.06666667,4.9103947,1.21156505e-11,0.01,,-0.16773355,11,-495.274,6.518769,0.01,,293084160.0,299005.3,138022,5.1460047,23195.95905303955,95.73102,-0.06666667,293084160.0,-499.93875,0.00034755975,,9.189432e-18,-0.16622698,0.70704424,67.52544031311155,2401,499.93875,-141.2844,146.2844,0.01,2044,2044,0.01,-0.2
,-0.06666667,4.4868584,1.2103803e-11,0.01,,-1.342126e-05,11,-153.02274,6.5182796,0.01,-0.06666667,293089860.0,299163.3,138085,5.145193,23209.184505224228,95.73102,,293089860.0,-499.93875,9.4274576e-08,,,-0.28937757,0.00017100829,67.52322738386309,2401,499.93875,-141.29013,146.29013,0.01,2045,2045,0.01,-0.2
,-0.06666667,2.6948676,1.2091975e-11,0.01,,-0.37846524,11,-150.84744,6.517791,0.01,0.06666667,293095550.0,299319.2,138174,5.143507,23223.866161584854,95.73102,,293095550.0,-499.93875,0.0028825402,,5.706432e-27,-0.20278937,5.897359,67.53372434017595,2401,499.93875,-141.29482,146.29482,0.01,2046,2046,0.01,-0.2
,0.06666667,5.308143,1.2080163e-11,0.01,,-0.0017203562,11,-165.29143,6.517302,0.01,-0.06666667,293101250.0,299489.47,138243,5.1431007,23236.974714756012,95.73102,,293101250.0,-499.93875,1.3726302e-05,,,-0.21021625,0.028004693,67.53444064484611,2401,499.93875,-141.30653,146.30653,0.01,2047,2047,0.01,-0.2
,0.06666667,4.807044,1.2068369e-11,0.01,,-4.638164e-06,11,-141.478,6.5168138,0.01,0.06666667,293106980.0,299635.94,138313,5.1424484,23250.496654510498,95.73102,,293106980.0,-499.93875,3.0564888e-08,,,-0.0888334,6.171758e-05,67.53564453125,2401,499.93875,-141.30661,146.30661,0.01,2048,2048,0.01,-0.2
,-0.06666667,4.3361297,1.2056592e-11,0.01,,-0.0037018685,11,-201.59727,6.5163255,0.01,,293112640.0,299842.53,138426,5.1415668,23263.734256744385,95.73102,0.06666667,293112640.0,-499.93875,2.7500548e-05,,,-0.16155899,0.04729488,67.55783308931186,2401,499.93875,-141.33603,146.33603,0.01,2049,2049,0.01,-0.2
,,4.4854755,1.2044832e-11,0.01,,-2.2634564e-05,11,-144.31955,6.5158377,0.01,-0.06666667,293118340.0,299991.88,138478,5.140759,23276.52200603485,95.73102,0.06666667,293118340.0,-499.93875,1.5132082e-07,,2.3735324e-16,-0.18875407,0.00020821285,67.55024390243902,2401,499.93875,-141.3375,146.3375,0.01,2050,2050,0.01,-0.2
,,6.7136226,1.203309e-11,0.01,,-0.0022588503,11,-255.79143,6.51535,0.01,0.06666667,293124000.0,300252.66,138692,5.1410384,23289.797620773315,95.73102,0.06666667,293124000.0,-499.93875,1.1545031e-05,,5.8450786e-34,-0.100816086,0.015431951,67.62164797659678,2401,499.93875,-141.3933,146.3933,0.01,2051,2051,0.01,-0.2
,0.06666667,3.7029045,1.2021365e-11,0.01,,-0.000786928,11,-276.58868,6.5148625,0.01,,293129700.0,300534.25,138871,5.13985,23303.359787464142,95.73102,0.06666667,293129700.0,-499.93875,4.476924e-06,,4.5028034e-14,-0.057282485,0.006338728,67.67592592592592,2401,499.93875,-141.45918,146.45918,0.01,2052,2052,0.01,-0.2
,-0.06666667,5.504856,1.2009657e-11,0.01,,-0.17254685,11,-146.54141,6.514375,0.01,,293135360.0,300685.78,138919,5.139541,23316.683214902878,95.73102,-0.2,293135360.0,-499.93875,0.0003494136,,,-0.3310722,0.7156366,67.6663419386264,2401,499.93875,-141.46165,146.46165,0.01,2053,2053,0.01,-0.06666667
,,3.9635782,1.1997965e-11,0.01,,-0.5881742,11,-484.62585,6.5138884,0.01,-0.06666667,293141020.0,301175.4,139419,5.138482,23330.3748357296,95.73102,-0.2,293141020.0,-499.93875,0.0059399554,,4.1736874e-20,-0.35223806,11.839716,67.87682570593962,2401,499.93875,-141.62872,146.62872,0.01,2054,2054,0.01,-0.06666667
,0.06666667,6.571085,1.1986292e-11,0.01,,-0.10728147,11,-10.673566,6.5134015,0.01,,293146720.0,301191.06,139919,5.1386957,23343.61042714119,95.73102,-0.2,293146720.0,-499.93875,0.00022244167,,3.353601e-20,-0.20227881,0.45709932,68.08710462287105,2401,499.93875,-141.56499,146.56499,0.01,2055,2055,0.01,-0.06666667
,-0.2,6.8514867,1.1974634e-11,0.01,,-0.20611836,11,-492.8746,6.512915,0.01,,293152400.0,301688.94,140419,5.1390424,23357.236438035965,95.73102,-0.06666667,293152400.0,-499.93875,0.0019307774,,,-0.3305081,3.969661,68.29717898832685,2401,499.93875,-141.73587,146.73587,0.01,2056,2056,0.01,-0.06666667
,,5.8242497,1.1962995e-11,0.01,,-0.017470242,11,-120.020775,6.5124288,0.01,-0.2,293158050.0,301813.97,140443,5.138891,23369.787139892578,95.73102,-0.06666667,293158050.0,-499.93875,0.00017663323,,,-0.34668958,0.3590085,68.2756441419543,2401,499.93875,-141.72531,146.72531,0.01,2057,2057,0.01,-0.06666667
,,6.5246677,1.1951371e-11,0.01,,-0.07853409,11,-107.119225,6.511943,0.01,,293163740.0,301926.1,140531,5.139079,23382.437931776047,95.73102,-0.06666667,293163740.0,-499.93875,0.00015990916,,,-0.13094766,0.32134873,68.28522837706511,2401,499.93875,-141.7085,146.7085,0.01,2058,2058,0.01,-0.06666667
,,6.528834,1.1939765e-11,0.01,,-0.0030482437,11,-497.76135,6.511457,0.01,0.2,293169400.0,302428.88,141031,5.139268,23395.730868816376,95.73102,-0.06666667,293169400.0,-499.93875,8.145496e-06,,,0.09459373,0.009500814,68.49490043710539,2401,499.93875,-141.88144,146.88144,0.01,2059,2059,0.01,-0.06666667
,0.2,5.351218,1.19281755e-11,0.01,,-0.0033037001,11,-499.03748,6.5109715,0.01,,293175040.0,302932.9,141531,5.138885,23410.070996522903,95.73102,-0.06666667,293175040.0,-499.93875,2.6795333e-05,,,0.078225076,0.04555985,68.70436893203883,2401,499.93875,-142.05481,147.05481,0.01,2060,2060,0.01,-0.06666667
,-0.2,5.93688,1.1916604e-11,0.01,,-0.20483653,11,-111.90485,6.510486,0.01,-0.06666667,293180700.0,303049.8,141559,5.138787,23424.46157670021,95.73102,,293180700.0,-499.93875,0.0019452238,,,-0.330071,3.9841852,68.68461911693353,2401,499.93875,-142.04018,147.04018,0.01,2061,2061,0.01,-0.06666667
,-0.2,6.811247,1.1905047e-11,0.01,,-0.0011871192,11,-112.85841,6.510001,0.01,0.06666667,293186340.0,303167.7,141577,5.1391144,23437.50816679001,95.73102,,293186340.0,-499.93875,1.0416071e-05,,2.6055165e-36,-0.18089171,0.020483337,68.66003879728419,2401,499.93875,-142.02603,147.02603,0.01,2062,2062,0.01,-0.06666667
,-0.06666667,4.997089,1.1893509e-11,0.01,,-0.00040689096,11,-120.442406,6.5095162,0.01,-0.2,293192030.0,303293.12,141607,5.1385612,23451.37547636032,95.73102,,293192030.0,-499.93875,3.7447614e-06,,,-0.33106607,0.005454373,68.64129907901115,2401,499.93875,-142.01558,147.01558,0.01,2063,2063,0.01,-0.06666667
,-0.06666667,6.694531,1.1881987e-11,0.01,,-0.8689141,11,-107.495476,6.509032,0.01,,293197660.0,303405.62,141624,5.1388307,23464.976266384125,95.73102,,293197660.0,-499.93875,0.006888753,,,-0.1134622,14.215825,68.61627906976744,2401,499.93875,-141.99886,146.99886,0.01,2064,2064,0.01,-0.06666667
,-0.06666667,4.2785087,1.1870482e-11,0.01,,-0.005136917,11,-143.76816,6.5085473,0.01,0.2,293203300.0,303554.38,141674,5.1379333,23478.32867217064,95.73102,,293203300.0,-499.93875,3.6248057e-05,,,0.06322236,0.055742323,68.60726392251816,2401,499.93875,-141.9997,146.9997,0.01,2065,2065,0.01,-0.06666667
,,6.3336573,1.1858994e-11,0.01,,-0.0045571257,11,-171.9226,6.5080633,0.01,-0.06666667,293208960.0,303731.3,141751,5.138028,23491.398197889328,95.73102,,293208960.0,-499.93875,2.9760244e-05,,,-0.1466169,0.060025167,68.61132623426911,2401,499.93875,-142.01419,147.01419,0.01,2066,2066,0.01,-0.06666667
,,5.1634307,1.1847521e-11,0.01,,-1.5464023,11,-93.48169,6.5075793,0.01,0.06666667,293214620.0,303829.8,142251,5.1375575,23505.44120645523,95.73102,,293214620.0,-499.93875,0.006962442,,,0.027845882,11.118685,68.8200290275762,2401,499.93875,-141.99072,146.99072,0.01,2067,2067,0.01,-0.06666667
,0.06666667,5.9983225,1.1836067e-11,0.01,,-1.0222124,11,-173.37962,6.5070953,0.01,-0.2,293220220.0,304008.2,142326,5.137494,23518.398512125015,95.73102,,293220220.0,-499.93875,0.009833971,,,-0.19559821,20.326204,68.82301740812379,2401,499.93875,-142.00589,147.00589,0.01,2068,2068,0.01,-0.06666667
,0.06666667,6.22596,1.1824627e-11,0.01,,-0.01433424,11,-118.615906,6.5066123,0.01,,293225860.0,304131.78,142367,5.1375403,23531.236756324768,95.73102,,293225860.0,-499.93875,0.00010087607,,,-0.0007122117,0.20449817,68.80956984050266,2401,499.93875,-141.99458,146.99458,0.01,2069,2069,0.01,-0.06666667
,0.06666667,6.7364454,1.1813206e-11,0.01,,-0.79752046,11,-152.39316,6.506129,0.01,0.2,293231500.0,304289.2,142421,5.1378303,23543.828708410263,95.73102,,293231500.0,-499.93875,0.0063332645,,,0.19440365,13.107155,68.8024154589372,2401,499.93875,-141.9996,146.9996,0.01,2070,2070,0.01,-0.06666667
,0.2,2.9421742,1.18018e-11,0.01,,-0.00047634824,11,-137.11754,6.5056458,0.01,-0.06666667,293237120.0,304431.28,142460,5.1362906,23556.42208790779,95.73102,,293237120.0,-499.93875,4.3134246e-06,,,0.045773797,0.008932393,68.78802510864317,2401,499.93875,-141.99724,146.99724,0.01,2071,2071,0.01,-0.06666667
,0.2,5.6684713,1.17904115e-11,0.01,,-0.00030490296,11,-104.42286,6.505163,0.01,0.06666667,293242750.0,304540.7,142477,5.136064,23569.51163673401,95.73102,,293242750.0,-499.93875,2.5806369e-06,,2.090793e-33,0.21855888,0.0045961076,68.76303088803088,2401,499.93875,-141.9791,146.9791,0.01,2072,2072,0.01,-0.06666667
,-0.2,6.219593,1.1779039e-11,0.01,,-0.0017445559,11,-116.35807,6.5046806,0.01,,293248350.0,304662.06,142497,5.1361046,23582.382850646973,95.73102,0.06666667,293248350.0,-499.93875,1.5688724e-05,,,-0.23917392,0.031089526,68.73950795947901,2401,499.93875,-141.96675,146.96675,0.01,2073,2073,0.01,-0.06666667
,,4.2839265,1.1767682e-11,0.01,,-0.0002879741,11,-110.738914,6.5041986,0.01,-0.2,293253980.0,304777.8,142514,5.135211,23594.92167544365,95.73102,0.06666667,293253980.0,-499.93875,2.3507719e-06,,,-0.19596758,0.0048012654,68.71456123432979,2401,499.93875,-141.95169,146.95169,0.01,2074,2074,0.01,-0.06666667
,,6.634322,1.1756343e-11,0.01,,-2.0935516,11,-104.06223,6.5037165,0.01,,293259600.0,304886.88,142533,5.135452,23606.7182097435,95.73102,0.06666667,293259600.0,-499.93875,0.009979913,,,0.0013959792,20.455463,68.69060240963856,2401,499.93875,-141.93344,146.93344,0.01,2075,2075,0.01,-0.06666667
,,6.9305286,1.1745022e-11,0.01,,-2.68235e-05,11,-161.72243,6.5032344,0.01,0.2,293265200.0,305053.56,142597,5.1358395,23620.287987947464,95.73102,0.06666667,293265200.0,-499.93875,1.254151e-07,,,0.18057582,0.00018337625,68.68834296724471,2401,499.93875,-141.94295,146.94295,0.01,2076,2076,0.01,-0.06666667
,0.2,6.3270893,1.17337156e-11,0.01,,-0.00039394578,11,-197.4723,6.502753,0.01,,293270850.0,305256.06,142696,5.135932,23634.41438794136,95.73102,0.06666667,293270850.0,-499.93875,3.45888e-06,,,0.2375931,0.0054849377,68.70293692826192,2401,499.93875,-141.9697,146.9697,0.01,2077,2077,0.01,-0.06666667
,,4.950473,1.1722425e-11,0.01,,-0.00014398611,11,-122.8328,6.5022717,0.01,-0.06666667,293276400.0,305383.88,142726,5.135362,23648.593349933624,95.73102,0.2,293276400.0,-499.93875,1.1571132e-06,,,0.06037981,0.0024029072,68.68431183830606,2401,499.93875,-141.96048,146.96048,0.01,2078,2078,0.01,-0.06666667
,,4.641178,1.171115e-11,0.01,,-0.0066196015,11,-160.50984,6.5017905,0.01,0.06666667,293282050.0,305549.4,142833,5.1346436,23662.763171195984,95.73102,0.2,293282050.0,-499.93875,4.727228e-05,,,0.22270513,0.09781844,68.7027417027417,2401,499.93875,-141.9694,146.9694,0.01,2079,2079,0.01,-0.06666667
,0.06666667,2.7402174,1.1699892e-11,0.01,,-3.8626006,11,-139.96703,6.5013094,0.01,,293287680.0,305694.38,142875,5.133012,23676.12376308441,95.73102,0.2,293287680.0,-499.93875,0.033376705,,4.4867768e-08,0.18104127,69.42293,68.68990384615384,2401,499.93875,-141.96844,146.96844,0.01,2080,2080,0.01,-0.06666667
,-0.06666667,5.722603,1.168865e-11,0.01,,-0.051700346,11,-134.99246,6.5008287,0.01,-0.06666667,293293250.0,305834.38,142916,5.13283,23690.078852415085,95.73102,-0.2,293293250.0,-499.93875,0.00047783795,,,-0.36129314,0.960669,68.67659778952427,2401,499.93875,-141.9651,146.9651,0.01,2081,2081,0.01,
,-0.06666667,3.2996016,1.1677425e-11,0.01,,-0.017029364,11,-110.632,6.5003486,0.01,0.06666667,293298850.0,305950.0,142950,5.131471,23703.747183561325,95.73102,-0.2,293298850.0,-499.93875,7.449894e-05,,6.332185e-31,-0.17947815,0.15420337,68.65994236311239,2401,499.93875,-141.95004,146.95004,0.01,2082,2082,0.01,
,0.06666667,5.941892,1.1666214e-11,0.01,,-0.0054740394,11,-208.6969,6.4998684,0.01,0.06666667,293304450.0,306163.7,143068,5.1313787,23717.016551733017,95.73102,-0.2,293304450.0,-499.93875,4.0824154e-05,,2.4948436e-31,-0.057262033,0.084475644,68.6836293807009,2401,499.93875,-141.98209,146.98209,0.01,2083,2083,0.01,
,-0.2,6.120697,1.16550216e-11,0.01,,-0.0005199488,11,-327.25757,6.499388,0.01,-0.06666667,293310000.0,306495.94,143308,5.1313744,23730.708780765533,95.73102,-0.06666667,293310000.0,-499.93875,4.754019e-06,,,-0.34195042,0.0094104,68.76583493282149,2401,499.93875,-142.07098,147.07098,0.01,2084,2084,0.01,
,-0.2,6.4703345,1.1643844e-11,0.01,,-0.0949058,11,-113.32565,6.4989085,0.01,0.06666667,293315620.0,306614.28,143325,5.131537,23743.94153881073,95.73102,-0.06666667,293315620.0,-499.93875,0.0008123523,,2.53892e-32,-0.21546134,1.2980187,68.7410071942446,2401,499.93875,-142.0572,147.0572,0.01,2085,2085,0.01,
,-0.06666667,6.141123,1.16326835e-11,0.01,,-3.9726405e-05,11,-108.76783,6.4984293,0.01,-0.2,293321180.0,306728.06,143342,5.1315427,23756.626306533813,95.73102,-0.06666667,293321180.0,-499.93875,3.738225e-07,,,-0.35000238,0.000594957,68.71620325982742,2401,499.93875,-142.04126,147.04126,0.01,2086,2086,0.01,
,-0.06666667,3.1736085,1.1621538e-11,0.01,,-0.7363434,11,-114.67538,6.49795,0.01,,293326820.0,306847.72,143374,5.1301255,23769.441680669785,95.73102,-0.06666667,293326820.0,-499.93875,0.00527651,,,-0.15178703,10.917162,68.69861044561571,2401,499.93875,-142.02814,147.02814,0.01,2087,2087,0.01,
,-0.06666667,5.83047,1.161041e-11,0.01,,-0.006995343,11,-152.15463,6.497471,0.01,0.2,293332350.0,307004.88,143429,5.129984,23782.349206209183,95.73102,-0.06666667,293332350.0,-499.93875,5.4074295e-05,,,0.075045094,0.110989794,68.69204980842912,2401,499.93875,-142.03299,147.03299,0.01,2088,2088,0.01,
,,5.4486327,1.1599295e-11,0.01,,-0.00028353027,11,-148.1802,6.496992,0.01,-0.06666667,293337950.0,307158.06,143483,5.129657,23795.496718406677,95.73102,-0.06666667,293337950.0,-499.93875,3.1163765e-06,,,-0.12417038,0.0041845744,68.68501675442796,2401,499.93875,-142.03593,147.03593,0.01,2089,2089,0.01,
,,1.1062353,1.1588199e-11,0.01,,-0.02065611,11,-129.9448,6.4965134,0.01,0.06666667,293343520.0,307293.0,143534,5.127253,23808.33036661148,95.73102,-0.06666667,293343520.0,-499.93875,4.474739e-05,,1.0274916e-34,-0.04088546,0.082778856,68.67655502392344,2401,499.93875,-142.03014,147.03014,0.01,2090,2090,0.01,
,0.06666667,4.1614804,1.1577118e-11,0.01,,-0.0012430247,11,-498.25314,6.496035,0.01,-0.2,293349100.0,307796.25,144034,5.126313,23821.83250117302,95.73102,-0.06666667,293349100.0,-499.93875,1.2090609e-05,,,-0.17806719,0.014586995,68.882831181253,2401,499.93875,-142.2005,147.2005,0.01,2091,2091,0.01,
,0.06666667,5.6512413,1.1566053e-11,0.01,,-0.013263608,11,-106.36925,6.495557,0.01,,293354700.0,307907.62,144050,5.1260877,23836.159471035004,95.73102,-0.06666667,293354700.0,-499.93875,0.000108027154,,,0.0068350844,0.206667,68.85755258126196,2401,499.93875,-142.18338,147.18338,0.01,2092,2092,0.01,
,0.06666667,6.241919,1.15550035e-11,0.01,,-0.024234528,11,-136.07176,6.495079,0.01,0.2,293360260.0,308048.7,144088,5.1261425,23849.541561841965,95.73102,-0.06666667,293360260.0,-499.93875,0.00019329212,,,0.21602291,0.3092911,68.8428093645485,2401,499.93875,-142.18045,147.18045,0.01,2093,2093,0.01,
,0.2,4.0035343,1.1543968e-11,0.01,,-12.203654,11,-154.09981,6.4946012,0.01,-0.06666667,293365800.0,308207.78,144144,5.1251297,23862.941403627396,95.73102,-0.06666667,293365800.0,-499.93875,0.10352023,,,0.085859664,216.76953,68.83667621776505,2401,499.93875,-142.18614,147.18614,0.01,2094,2094,0.01,
,0.2,6.6247864,1.1532952e-11,0.01,,-3.1779997e-05,11,-104.81937,6.494124,0.01,0.06666667,293371330.0,308317.62,144166,5.125416,23876.89964532852,95.73102,-0.06666667,293371330.0,-499.93875,2.6760847e-07,,4.5457513e-33,0.20316565,0.0005356247,68.81431980906922,2401,499.93875,-142.16832,147.16832,0.01,2095,2095,0.01,
,-0.06666667,6.495769,1.1521949e-11,0.01,,-0.00015826788,11,-112.49464,6.4936466,0.01,-0.06666667,293376930.0,308435.12,144190,5.125592,23891.071092367172,95.73102,,293376930.0,-499.93875,1.1060231e-06,,,-0.14612712,0.0018208504,68.79293893129771,2401,499.93875,-142.15416,147.15416,0.01,2096,2096,0.01,
,-0.06666667,6.459071,1.1510963e-11,0.01,,-0.008276732,11,-119.445694,6.49317,0.01,0.06666667,293382460.0,308559.56,144217,5.125751,23904.80694293976,95.73102,,293382460.0,-499.93875,6.213359e-05,,,0.00071269274,0.09950455,68.77300906056271,2401,499.93875,-142.14333,147.14333,0.01,2097,2097,0.01,
,0.06666667,6.9336953,1.1499992e-11,0.01,,-0.0009931588,11,-139.08922,6.492693,0.01,-0.06666667,293388030.0,308703.66,144262,5.1261373,23917.990956783295,95.73102,,293388030.0,-499.93875,7.876633e-06,,,0.026223585,0.0147601385,68.76167778836988,2401,499.93875,-142.14188,147.14188,0.01,2098,2098,0.01,
,0.06666667,5.5675883,1.1489037e-11,0.01,,-0.05902503,11,-125.77748,6.4922166,0.01,0.06666667,293393600.0,308834.44,144297,5.125871,23931.127847909927,95.73102,,293393600.0,-499.93875,0.00046080427,,4.7100373e-34,0.12775521,0.966817,68.74559313959028,2401,499.93875,-142.13408,147.13408,0.01,2099,2099,0.01,
,-0.2,6.5990343,1.1478098e-11,0.01,,-0.0002611657,11,-154.30629,6.49174,0.01,-0.06666667,293399140.0,308993.75,144354,5.1260962,23944.00108909607,95.73102,0.06666667,293399140.0,-499.93875,2.2121442e-06,,,-0.20117065,0.0043915086,68.74,2401,499.93875,-142.13988,147.13988,0.01,2100,2100,0.01,
,-0.2,4.307057,1.14671736e-11,0.01,,-0.010612823,11,-105.6554,6.491264,0.01,0.06666667,293404700.0,309104.38,144372,5.1252294,23956.822058200836,95.73102,0.06666667,293404700.0,-499.93875,9.1386406e-05,,1.8446295e-29,-0.062053047,0.14034913,68.71584959543075,2401,499.93875,-142.1225,147.1225,0.01,2101,2101,0.01,
,-0.06666667,6.6611414,1.14562665e-11,0.01,,-2.8575268,11,-116.19091,6.4907885,0.01,-0.2,293410200.0,309225.56,144393,5.125485,23969.783564805984,95.73102,0.06666667,293410200.0,-499.93875,0.027181976,,,-0.208372,57.136032,68.69314938154139,2401,499.93875,-142.11017,147.11017,0.01,2102,2102,0.01,
,-0.06666667,5.4282346,1.1445372e-11,0.01,,-8.10352,11,-115.2451,6.4903126,0.01,,293415740.0,309345.8,144432,5.1251674,23982.891256570816,95.73102,0.06666667,293415740.0,-499.93875,0.065822124,,,-0.015983606,137.99849,68.679029957204,2401,499.93875,-142.0974,147.0974,0.01,2103,2103,0.01,
,-0.06666667,5.349742,1.1434497e-11,0.01,,-0.010446171,11,-129.55223,6.489837,0.01,0.2,293421280.0,309480.38,144466,5.124829,23996.21611404419,95.73102,0.06666667,293421280.0,-499.93875,8.419446e-05,,,0.21642199,0.1749489,68.66254752851711,2401,499.93875,-142.09143,147.09143,0.01,2104,2104,0.01,
,,5.666852,1.1423634e-11,0.01,,-0.00069981086,11,-119.838875,6.4893622,0.01,-0.06666667,293426800.0,309605.22,144489,5.124612,24009.35370326042,95.73102,0.06666667,293426800.0,-499.93875,5.2414302e-06,,,0.0065205097,0.004219718,68.64085510688837,2401,499.93875,-142.08087,147.08087,0.01,2105,2105,0.01,
