TimestepsSoFar,J,NumTrajectories,AvgEpLen,BatchSize,Iteration,MountainCar_std0_higher,VarJ,NatGradInftyNorm,MountainCar_mu1_higher,MountainCar_mu0_higher,ActionIn1,MountainCar_std1_higher,MinEpLen,ReturnMean,AvgRet,StepSize,ReturnMax,NatGrad2Norm
3231019,-1.3194350360927332,3400,950.2997058823529,100,34,0.14999999,0.007531485982991919,1.2241662,0.58142996,-0.81872016,-3.0702813,3.0,250,-1.3395385829515507,-3.0955679248205916,0.001,5.937177936353981,1.2262976
3325196,-1.3022290329171424,3500,950.056,100,35,0.14999999,0.002131444487280176,0.15288062,0.5826541,-0.81864786,3.8209743,3.0,250,-1.3384725958077106,8.67702558809598,0.001,5.937177936353981,0.157572
3420083,-1.387608118099477,3600,950.0230555555555,100,36,0.14999999,0.002418607421606205,0.635843,0.582807,-0.8186097,3.5982385,3.0,250,-1.339837471426926,1.0002891929696742,0.001,5.937177936353981,0.6417546
3513246,-1.2612257101464472,3700,949.525945945946,100,37,0.14999999,0.003371725269061783,0.16613592,0.58344287,-0.8185228,1.5749105,3.0,250,-1.3377128292301563,6.644938012414927,0.001,5.937177936353981,0.17130004
3610661,-1.3452592188586738,3800,950.1739473684211,100,38,0.14999999,0.0020277402941186163,0.6581052,0.58327675,-0.8184811,2.8526464,3.0,250,-1.337911418430907,-1.8302320561227363,0.001,5.937177936353981,0.65984845
3704499,-1.2434546836811398,3900,949.8715384615384,100,39,0.14999999,0.004315420979240926,0.68723404,0.58393484,-0.81843317,0.3791756,3.0,250,-1.3354894508732207,3.7763384807476617,0.001,5.937177936353981,0.6879184
3798344,-1.3109993950308376,4000,949.586,100,40,0.14999999,0.0034384917408629943,0.16539991,0.5846221,-0.81840247,0.05929309,3.0,250,-1.3348771994771609,7.349977370216636,0.001,5.937177936353981,0.17614612
3893138,-1.2998192479038273,4100,949.5458536585365,100,41,0.14999999,0.0019910841890723547,0.38006926,0.5844567,-0.8183419,-2.2522972,3.0,250,-1.3340221274875677,4.748187724907781,0.001,5.937177936353981,0.3808827
3987294,-1.3827062589675743,4200,949.3557142857143,100,42,0.14999999,0.002548282087162802,0.08190769,0.5848368,-0.81831706,0.9849852,3.0,250,-1.335181273475187,4.088143876240438,0.001,5.937177936353981,0.105224796
4081499,-1.3571657573737377,4300,949.1858139534884,100,43,0.14999999,0.0031087948730368843,1.0230182,0.5849028,-0.81823516,0.068256915,3.0,250,-1.3356925405425948,2.0985595006854494,0.001,5.937177936353981,1.026222
4177395,-1.2945886916373488,4400,949.4079545454546,100,44,0.14999999,0.0019012429206450897,0.08559922,0.5859258,-0.81815416,4.55058,3.0,250,-1.3347583621583847,1.8612228535545245,0.001,5.937177936353981,0.09004251
4272345,-1.3125356723859145,4500,949.41,100,45,0.14999999,0.0035261653274357833,1.4620006,0.5860114,-0.8181262,1.3113906,3.0,250,-1.3342645246078857,1.1957759476941785,0.001,5.937177936353981,1.4634534
4369432,-1.3082391874066053,4600,949.8765217391305,100,46,0.14999999,0.0035324812506753508,1.046038,0.5874734,-0.818061,-0.5715182,3.0,250,-1.3336987564078575,-1.7669358414378913,0.001,5.937177936353981,1.0470601
4462856,-1.3050131354833556,4700,949.543829787234,100,47,0.14999999,0.002912111673754819,0.72056925,0.58851945,-0.81801474,-4.7713923,3.0,250,-1.3330884240477616,9.455566627207578,0.001,5.937177936353981,0.72243404
4557379,-1.2782976550018146,4800,949.4539583333334,100,48,0.14999999,0.0033596100622000635,0.13915347,0.58924,-0.8179629,-1.1896349,3.0,250,-1.331946949692638,6.650967437867588,0.001,5.937177936353981,0.14716943
4652778,-1.3522543662785786,4900,949.5465306122449,100,49,0.14999999,0.0034881581158322872,0.75842905,0.58910084,-0.81791496,2.2713456,3.0,250,-1.3323613867658202,-0.09005645014316725,0.001,5.937177936353981,0.76266927
4748803,-1.4295033651553166,5000,949.7606,100,50,0.14999999,0.001504257167519858,0.16503493,0.58985925,-0.8178347,-2.196694,3.0,250,-1.3343042263336102,0.5131438910357169,0.001,5.937177936353981,0.1825766
