MountainCar_mu0_higher,MountainCar_mu1_higher,ReturnMax,ReturnMean,MountainCar_std1_higher,BatchSize,VarJ,StepSize,MinEpLen,TimestepsSoFar,J,AvgEpLen,AvgRet,ActionIn1,NatGrad2Norm,NatGradInftyNorm,Iteration,MountainCar_std0_higher,NumTrajectories
0.37349188,0.8847891,7.208019132946899,-0.5950598007319795,3.0,100,0.0018167083288341721,0.01,252,3985712,-0.5436624452892933,996.428,-6.1296719977412515,1.8398151,0.054186635,0.054173995,40,0.14999999,4000
0.37295014,0.8848008,7.208019132946899,-0.593552047771428,3.0,100,0.0021974212864742846,0.01,252,4085612,-0.5332419293493706,996.4907317073171,-6.004176813505077,0.82151055,0.108085215,0.09234782,41,0.14999999,4100
0.3723885,0.88387734,7.208019132946899,-0.590952462560499,3.0,100,0.0016731053595618705,0.01,252,4185512,-0.48436946891240956,996.5504761904762,-5.443133435195851,-0.7390404,0.08595722,0.07644746,42,0.14999999,4200
0.3719955,0.88311285,7.208019132946899,-0.5910948858221187,3.0,100,0.0023371775074220134,0.01,252,4285412,-0.59707666281014,996.6074418604651,-7.035429156236437,-4.5493903,0.77252275,0.7692874,43,0.14999999,4300
0.37128922,0.87542,7.208019132946899,-0.5890134083975626,3.0,100,0.003891262440155761,0.01,252,4384085,-0.4995098791416517,996.3829545454546,-4.390014961616697,0.61982644,0.12018891,0.09815389,44,0.14999999,4400
0.3705956,0.87443846,7.208019132946899,-0.5891949440370359,3.0,100,0.002258198860333484,0.01,252,4483985,-0.5971825121738646,996.4411111111111,-6.6176972320211185,-2.6530478,0.19244336,0.17648047,45,0.14999999,4500
0.3698282,0.8762033,7.208019132946899,-0.5863996296404624,3.0,100,0.001913740447459919,0.01,252,4583291,-0.46061048179465625,996.3676086956522,-4.473119536329124,1.8310673,0.040688857,0.040162593,46,0.14999999,4600
0.36942658,0.8761381,7.208019132946899,-0.5861753275914934,3.0,100,0.00224753279571967,0.01,252,4682622,-0.5758574333389173,996.3025531914893,-5.651209833728535,-2.885543,0.13617723,0.11629197,47,0.14999999,4700
0.36871803,0.87730104,7.208019132946899,-0.5859214562420467,3.0,100,0.0016769097215378892,0.01,252,4782522,-0.5739895028180553,996.35875,-6.235059630663,3.4317453,0.076775014,0.06006388,48,0.14999999,4800
0.3681174,0.8768228,7.208019132946899,-0.5839886459013194,3.0,100,0.0030365145055831887,0.01,252,4881634,-0.49121374954640407,996.2518367346938,-3.8430288153897987,-2.4255419,0.24752247,0.23768258,49,0.14999999,4900
0.36742643,0.8791997,7.208019132946899,-0.5817299346022653,3.0,100,0.0015086612376413616,0.01,252,4981280,-0.47105308094862136,996.256,-4.325794537321198,-5.606295,0.15117994,0.1463099,50,0.14999999,5000
