BatchSize,MountainCar_mu0_higher,NumTrajectories,NatGradInftyNorm,AvgRet,Iteration,NatGrad2Norm,MountainCar_mu1_higher,ReturnMax,MountainCar_std0_higher,AvgEpLen,MountainCar_std1_higher,VarJ,ReturnMean,MinEpLen,StepSize,ActionIn1,TimestepsSoFar,J
100,-0.44090056,1800,0.097651355,2.6589203685567924,18,0.1103071,-0.8955345,0.9976029683152231,0.14999999,985.2094444444444,3.0,0.0008492035939416526,-0.48901680320268487,416,0.001,-1.3346679,1773377,-0.5180539796472464
100,-0.44084927,1900,0.04841755,0.9245160426457771,19,0.060556617,-0.89563215,0.9976029683152231,0.14999999,985.248947368421,3.0,0.0009486927822218443,-0.4891573227372243,416,0.001,-1.1085191,1871973,-0.4916866743589342
100,-0.44080085,2000,0.05274383,0.8875491499780546,20,0.06410562,-0.8956685,0.9976029683152231,0.14999999,985.389,3.0,0.0005577616786352033,-0.4898482096693497,416,0.001,-2.532145,1970778,-0.5029750613797328
100,-0.4407644,2100,0.36437494,5.826892787657175,21,0.36821267,-0.89561576,0.9976029683152231,0.14999999,984.6219047619047,3.0,0.001223531801744412,-0.48964984114475024,414,0.001,-1.2930648,2067706,-0.48568247065276166
100,-0.44071138,2200,0.06617769,-1.7471449974006448,22,0.08090014,-0.8952514,0.9976029683152231,0.14999999,984.9936363636364,3.0,0.001009952419593398,-0.48870395928586513,414,0.001,-2.78804,2166986,-0.4688404402492781
100,-0.44066486,2300,0.04464255,-0.26533362586366627,23,0.060174655,-0.89531755,0.9976029683152231,0.14999999,985.0778260869565,3.0,0.000726784531414382,-0.48963504563892063,414,0.001,-1.9226393,2265679,-0.51011894540614
100,-0.4406202,2400,0.18119602,5.3635915631824105,24,0.18348698,-0.8953579,0.9976029683152231,0.14999999,984.5145833333333,3.0,0.0008756743649136266,-0.48750895497180097,413,0.001,-1.1041898,2362835,-0.43860886962804746
100,-0.4405913,2500,0.06855129,1.163123701337598,25,0.08302414,-0.8951767,0.9976029683152231,0.14999999,984.4612,3.0,0.001024048965323433,-0.48696286305655684,413,0.001,-4.4949107,2461153,-0.4738566570906992
100,-0.44054446,2600,0.04527823,3.0188002198268147,26,0.051956806,-0.89510816,0.9976029683152231,0.14999999,984.2434615384616,3.0,0.0009135054413534141,-0.48686531981986386,413,0.001,-0.49349153,2559033,-0.48442673890254
100,-0.4404992,2700,0.57087886,0.8376522346624781,27,0.5732594,-0.8951337,2.9097660313804097,0.14999999,984.0211111111112,3.0,0.0021221304540925802,-0.4862231002801952,335,0.001,-2.2454295,2656857,-0.46952539224881074
100,-0.440447,2800,0.11498414,-1.243322817705231,28,0.12915856,-0.8945628,2.9097660313804097,0.14999999,984.1492857142857,3.0,0.0011456412534290679,-0.48703241759835536,335,0.001,-1.7166123,2755618,-0.5088839851886778
100,-0.44038817,2900,0.05143094,1.0954924638472363,29,0.06345307,-0.8944478,2.9097660313804097,0.14999999,984.2306896551725,3.0,0.0007813220038525937,-0.4866475230268542,335,0.001,-2.3376725,2854269,-0.47587047502482316
100,-0.440351,3000,0.28595886,1.8686069508746659,30,0.28956947,-0.89439636,2.9097660313804097,0.14999999,984.1916666666667,3.0,0.0008154434655832866,-0.48699668307250354,335,0.001,1.0055275,2952575,-0.4971223243963343
100,-0.4403054,3100,0.28683284,3.784849380958568,31,0.2901081,-0.89468235,2.9097660313804097,0.14999999,983.7041935483871,3.0,0.0009706670638255369,-0.4870913448744071,335,0.001,-1.5869713,3049483,-0.4899311989315111
100,-0.44026193,3200,0.16136989,-0.7666873382196705,32,0.16473421,-0.89439553,2.9097660313804097,0.14999999,983.9153125,3.0,0.0007139133349300858,-0.4864905311866039,335,0.001,-3.5851572,3148529,-0.46786530686470756
100,-0.44022882,3300,0.112550616,0.7938376171534542,33,0.122667484,-0.8945569,2.9097660313804097,0.14999999,983.9666666666667,3.0,0.0008271086672249176,-0.4872217246605286,335,0.001,-1.8998717,3247090,-0.5106199158261188
100,-0.44018003,3400,0.29628795,1.4677601030467686,34,0.29797566,-0.89444435,2.9097660313804097,0.14999999,983.8776470588235,3.0,0.0009436084665963364,-0.48565382133413537,335,0.001,2.5694957,3345184,-0.43391301156315953
100,-0.44014835,3500,0.07047908,-1.1803989407910425,35,0.090119526,-0.89414805,2.9097660313804097,0.14999999,984.0125714285714,3.0,0.0009835474668801144,-0.4864648715874536,335,0.001,-5.9668765,3444044,-0.5140405802002723
100,-0.44009218,3600,0.12587924,-1.0608975584620624,36,0.13564873,-0.8940776,2.9097660313804097,0.14999999,984.1386111111111,3.0,0.0009376650523346367,-0.48673593496317163,335,0.001,0.15043992,3542899,-0.49622315311330234
100,-0.44004163,3700,0.06872087,3.6737783593657007,37,0.073870346,-0.8939517,2.9097660313804097,0.14999999,983.9772972972972,3.0,0.0007972341040079196,-0.48499322196470646,335,0.001,-0.994516,3640716,-0.42225555401996295
100,-0.44001454,3800,0.21904455,2.054870595348542,38,0.22320817,-0.89402044,2.9097660313804097,0.14999999,983.9223684210526,3.0,0.0008457657680250532,-0.4850149908641135,335,0.001,-5.8325844,3738905,-0.4858204401421715
100,-0.43997163,3900,0.3391796,0.6887282914849138,39,0.34324026,-0.8942395,2.9097660313804097,0.14999999,983.875641025641,3.0,0.0010826967833992356,-0.48563203288441154,335,0.001,-3.6220605,3837115,-0.5090796296557358
100,-0.439919,4000,0.12023524,-1.354679084033478,40,0.13191682,-0.89390033,2.9097660313804097,0.14999999,984.02875,3.0,0.0008506782413252584,-0.48664828357726275,335,0.001,-4.081936,3936115,-0.5262820605984616
100,-0.43986472,4100,0.044402093,0.7679382430137406,41,0.054566596,-0.8937801,2.9097660313804097,0.14999999,984.0980487804878,3.0,0.0008002252985949138,-0.487040640880985,335,0.001,-0.29515406,4034802,-0.5027349330298727
100,-0.43982032,4200,0.27328748,-1.5033697085177042,42,0.27458733,-0.8938118,2.9097660313804097,0.14999999,984.2254761904762,3.0,0.0006617036165481694,-0.4860346079061078,335,0.001,-0.47926104,4133747,-0.44478725593614504
100,-0.43979365,4300,0.052710608,2.474885224130145,43,0.06301941,-0.89353853,2.9097660313804097,0.14999999,984.1951162790698,3.0,0.0009135892330050624,-0.48489562438060096,335,0.001,-0.56830484,4232039,-0.43705831630931163
100,-0.4397591,4400,0.47639024,-1.1872706973627307,44,0.4805917,-0.8935912,2.9097660313804097,0.14999999,984.3956818181819,3.0,0.0011982394235114508,-0.4855893137581837,335,0.001,-0.035730302,4331341,-0.5154179569942426
100,-0.4396957,4500,0.17728102,3.1795073879937057,45,0.18127224,-0.8931148,2.9097660313804097,0.14999999,984.2177777777778,3.0,0.0008098788252216163,-0.4852032001908506,335,0.001,-5.477767,4428980,-0.4682142032281943
100,-0.43965787,4600,0.3140764,-0.5634884214301363,46,0.3158637,-0.89293754,2.9097660313804097,0.14999999,984.45,3.0,0.0008228557186576765,-0.484437745637001,335,0.001,1.0478252,4528470,-0.44999229071376523
100,-0.4396243,4700,0.048193227,0.9794712828058342,47,0.06392442,-0.8926235,2.9097660313804097,0.14999999,984.513829787234,3.0,0.0007755065319028037,-0.48459957410200466,335,0.001,-7.1408205,4627215,-0.49204368349218086
100,-0.43958232,4800,0.4075067,-0.10913547273506766,48,0.40989727,-0.89257526,2.9097660313804097,0.14999999,984.54625,3.0,0.0009769546922896001,-0.484722268113305,335,0.001,-7.760308,4725822,-0.4904888866444164
100,-0.43953812,4900,0.084666975,0.4864552553952057,49,0.08794994,-0.89216775,2.9097660313804097,0.14999999,984.5008163265306,3.0,0.0007402130350698681,-0.48367500328025437,335,0.001,-5.3552995,4824054,-0.43340629129382163
100,-0.4395143,5000,0.10384766,0.8852754627344009,50,0.11220233,-0.8922524,2.9097660313804097,0.14999999,984.4698,3.0,0.0006928509202142652,-0.484080575989394,335,0.001,-0.0006381273,4922349,-0.503953638737242
