NatGrad2Norm,BatchSize,ReturnMax,ActionIn1,J,MountainCar_std0_higher,MinEpLen,StepSize,NatGradInftyNorm,MountainCar_std1_higher,VarJ,AvgEpLen,MountainCar_mu0_higher,TimestepsSoFar,AvgRet,NumTrajectories,ReturnMean,Iteration,MountainCar_mu1_higher
97.67502,100,98.06593329753619,5.052992,48.94966497036206,0.14999999,182,0.001,97.655136,3.0,25.277331828042776,882.9974358974359,-0.78177273,3443690,48.94966497036206,3900,21.072021634092717,39,4.2814903
105.655975,100,98.06593329753619,4.952079,43.28544107461296,0.14999999,182,0.001,105.64879,3.0,26.22867900988445,880.43275,-0.7798019,3521731,43.28544107461296,4000,21.627357120105728,40,4.3791456
134.19891,100,98.06593329753619,2.522788,42.47800552097219,0.14999999,182,0.001,134.1987,3.0,26.724567328149764,877.4709756097561,-0.77856946,3597631,42.47800552097219,4100,22.135909520126855,41,4.4847946
91.65529,100,98.06593329753619,3.8245108,51.161426669424024,0.14999999,182,0.001,91.655266,3.0,25.369427370948497,874.6030952380952,-0.77880776,3673333,51.161426669424024,4200,22.82699326177679,42,4.6189933
99.16693,100,98.06593329753619,0.7195065,51.36488465139315,0.14999999,182,0.001,99.16673,3.0,24.782362599421063,872.0609302325581,-0.77887315,3749862,51.36488465139315,4300,23.490665154558567,43,4.7106485
145.34204,100,98.06593329753619,0.6537706,52.70483331289134,0.14999999,182,0.001,145.33806,3.0,24.911005839122492,868.8411363636363,-0.779072,3822901,52.70483331289134,4400,24.1546235217934,44,4.8098154
106.02169,100,98.06593329753619,10.310429,54.16696159430528,0.14999999,182,0.001,106.02089,3.0,24.28665523442346,865.916,-0.7779958,3896622,54.16696159430528,4500,24.82156436784922,45,4.9551535
93.675224,100,98.06593329753619,5.298648,52.915539066259136,0.14999999,182,0.001,93.67422,3.0,24.569763594674317,863.2991304347826,-0.7784093,3971176,52.915539066259136,4600,25.432302948249436,46,5.0611744
120.56719,100,98.06593329753619,3.7047653,54.171768416181386,0.14999999,182,0.001,120.56685,3.0,24.384050859781652,859.9478723404255,-0.7779757,4041755,54.171768416181386,4700,26.04378093692884,47,5.1548486
102.23351,100,98.06593329753619,4.032296,58.275247962800535,0.14999999,182,0.001,102.230194,3.0,22.93906570511254,856.6447916666667,-0.777689,4111895,58.275247962800535,4800,26.715269833301168,48,5.2754154
95.24005,100,98.06593329753619,5.973944,54.634110800783695,0.14999999,182,0.001,95.23922,3.0,23.78519223773494,854.1738775510204,-0.7768657,4185452,54.634110800783695,4900,27.285042097943666,49,5.3776455
123.029724,100,98.06593329753619,-0.7847811,55.82880335458584,0.14999999,182,0.001,123.02933,3.0,24.128601794621545,851.1832,-0.77726513,4255916,55.82880335458584,5000,27.855917323076515,50,5.4728847
