MountainCar_mu1_higher,StepSize,NatGrad2Norm,AvgEpLen,MountainCar_mu0_higher,NatGradInftyNorm,NumTrajectories,BatchSize,ReturnMean,AvgRet,ActionIn1,VarJ,MinEpLen,MountainCar_std0_higher,ReturnMax,TimestepsSoFar,Iteration,MountainCar_std1_higher,J
17.97649,0.1,5.6773853,337.3361904761905,-1.0775791,5.5230126,2100,100,84.91404019440226,86.99334307923195,18.294445,1.4247673566085084,108,0.14999999,97.67484813697631,708406,21,3.0,86.99334307923195
18.528791,0.1,39.69538,333.44,-0.94608635,39.69529,2200,100,85.06606138350382,88.25850635463665,17.276636,1.3932481164688435,108,0.14999999,97.67484813697631,733568,22,3.0,88.25850635463665
14.559262,0.1,41.264763,330.6152173913043,-0.9546427,41.2639,2300,100,85.2353606315827,88.9599440893179,20.678574,1.2750809530095644,108,0.14999999,97.67484813697631,760415,23,3.0,88.9599440893179
18.685652,0.1,7.7262545,326.70958333333334,-0.92795795,7.676351,2400,100,85.40533748433882,89.31480509772946,17.394346,0.14555866141795534,108,0.14999999,97.67484813697631,784103,24,3.0,89.31480509772946
19.453287,0.1,59.977627,323.2496,-0.8402854,59.97711,2500,100,85.5997614789583,90.26593734982627,21.561487,0.13575083276467254,108,0.14999999,97.67484813697631,808124,25,3.0,90.26593734982627
13.455576,0.1,32.733864,322.8784615384615,-0.8154526,32.73372,2600,100,85.8097795190589,91.0602305215737,9.472157,0.11089282842927081,108,0.14999999,97.67484813697631,839484,26,3.0,91.0602305215737
16.728949,0.1,3.716887,321.2214814814815,-0.8056861,3.494898,2700,100,86.01474114929519,91.34374353543885,14.665518,0.08882289305246627,108,0.14999999,97.67484813697631,867298,27,3.0,91.34374353543885
16.37946,0.1,13.325321,319.9532142857143,-0.679158,13.323944,2800,100,86.23357225961988,92.14201223838622,15.270831,0.06789784775713194,108,0.14999999,97.67484813697631,895869,28,3.0,92.14201223838622
17.711853,0.1,5.1892285,317.3024137931034,-0.6600016,5.186073,2900,100,86.44207823004588,92.28024540197393,15.853598,0.08438017718561255,108,0.14999999,97.67484813697631,920177,29,3.0,92.28024540197393
18.230461,0.1,79.07174,314.803,-0.6780957,79.05893,3000,100,86.6286677450153,92.03976367912875,15.469466,0.07741735238646058,108,0.14999999,97.67484813697631,944409,30,3.0,92.03976367912875
10.324568,0.1,6.1776075,318.6990322580645,-0.535796,6.1529446,3100,100,86.84606048127449,93.3678425690502,11.692585,1.2442602372550549,108,0.14999999,97.93989936605188,987967,31,3.0,93.3678425690502
10.939862,0.1,11.428983,321.0871875,-0.48065,11.394422,3200,100,87.06765921544864,93.9372199748471,11.231139,1.0391113304034816,108,0.14999999,98.56080877962175,1027479,32,3.0,93.9372199748471
12.079305,0.1,59.404125,322.1678787878788,-0.3918356,59.35061,3300,100,87.332121360615,95.794910005939,10.887055,0.029075569632791846,108,0.14999999,98.72468965906008,1063154,33,3.0,95.794910005939
18.014366,0.1,15.47101,320.0835294117647,-0.13974029,15.422231,3400,100,87.55266907348958,94.83074359835089,19.803041,0.047441741305270506,108,0.14999999,98.72468965906008,1088284,34,3.0,94.83074359835089
19.55659,0.1,31.432144,318.2814285714286,-0.016982362,31.409964,3500,100,87.75047081885111,94.4757301611424,14.482069,0.05060724080416554,108,0.14999999,98.72468965906008,1113985,35,3.0,94.4757301611424
16.415592,0.1,52.24232,317.3183333333333,0.101081304,52.23945,3600,100,87.94003634476114,94.57482975161292,16.775734,0.9556829297217608,108,0.14999999,98.72468965906008,1142346,36,3.0,94.57482975161292
21.639538,0.1,29.92601,314.452972972973,0.046302762,29.925354,3700,100,88.09360508874546,93.62207987218086,16.705793,0.07392538879498345,108,0.14999999,98.72468965906008,1163476,37,3.0,93.62207987218086
18.647003,0.1,20.133001,313.0652631578947,0.026476024,20.010765,3800,100,88.27404143263043,94.95018615637356,24.08063,0.043524296067607916,90,0.14999999,98.72468965906008,1189648,38,3.0,94.95018615637356
16.645927,0.1,5.7971196,312.14948717948715,0.24799478,4.895815,3900,100,88.44465878872735,94.92811832041082,18.447195,0.03650588229477566,90,0.14999999,98.72468965906008,1217383,39,3.0,94.92811832041082
16.156345,0.1,81.8579,314.00075,0.5584396,81.843,4000,100,87.90726212424813,66.94879220955906,18.06752,29.337052688487997,90,0.14999999,98.72468965906008,1256003,40,3.0,66.94879220955906
24.340645,0.1,0.97538966,310.7151219512195,0.40226287,0.82237417,4100,100,87.98820866340797,91.22607022980137,23.559471,0.11256285707767599,84,0.14999999,98.72468965906008,1273932,41,3.0,91.22607022980137
24.422882,0.1,11.240053,307.79047619047617,0.34981427,11.09281,4200,100,88.08399878259029,92.01139366906509,24.75702,0.07528619702663153,84,0.14999999,98.72468965906008,1292720,42,3.0,92.01139366906509
23.3136,0.1,10.176735,305.65302325581393,0.16847593,10.163977,4300,100,88.18429452410176,92.39671566758369,20.269808,0.0833841942363613,84,0.14999999,98.72468965906008,1314308,43,3.0,92.39671566758369
22.297203,0.1,36.68337,303.1531818181818,0.11753425,36.683105,4400,100,88.29910661863451,93.23602668354195,19.037764,0.07815949032662285,84,0.14999999,98.72468965906008,1333874,44,3.0,93.23602668354195
25.965513,0.1,14.161698,300.66,0.13145179,14.032343,4500,100,88.35576945107734,90.84893407856187,32.230236,0.17164167864740798,84,0.14999999,98.72468965906008,1352970,45,3.0,90.84893407856187
24.562279,0.1,15.474931,298.2123913043478,-0.059521005,15.466363,4600,100,88.43515538884185,92.00752258824505,25.51864,0.11157040770149955,84,0.14999999,98.72468965906008,1371777,46,3.0,92.00752258824505
23.015642,0.1,15.510683,296.6068085106383,-0.008033976,15.481756,4700,100,88.52344502861696,92.58476845827201,22.3355,0.10891040002709464,84,0.14999999,98.72468965906008,1394052,47,3.0,92.58476845827201
24.563818,0.1,10.789383,294.70166666666665,0.086651064,10.728244,4800,100,88.60035206989834,92.21498301012356,24.185038,0.12155230912140716,84,0.14999999,98.72468965906008,1414568,48,3.0,92.21498301012356
23.490993,0.1,23.82376,292.69326530612244,0.2013497,23.817133,4900,100,88.6712210021425,92.0729297498624,25.065508,0.11382538605188852,84,0.14999999,98.72468965906008,1434197,49,3.0,92.0729297498624
21.10928,0.1,17.726854,291.064,0.1451615,17.689775,5000,100,88.76503745364592,93.36204357731255,15.77404,0.0731202295594993,84,0.14999999,98.72468965906008,1455320,50,3.0,93.36204357731255
