BatchSize,ReturnMean,AvgRet,NumTrajectories,J,Iteration,MountainCar_std0_higher,TimestepsSoFar,MinEpLen,ActionIn1,VarJ,NatGrad2Norm,ReturnMax,MountainCar_std1_higher,NatGradInftyNorm,MountainCar_mu0_higher,StepSize,AvgEpLen,MountainCar_mu1_higher
100,-2.7961000970522534e+19,-4.195159870392355e+19,2400,-4.195159870392355e+19,24,0.14999999,2039109,80,-35269560000.0,2.6161557548216084e+34,,97.11067514909502,3.0,,732666200.0,2.0,849.62875,-36002226000.0
100,-2.8522618275759034e+19,-4.200143360143507e+19,2500,-4.200143360143507e+19,25,0.14999999,2139009,80,-35269560000.0,2.2404036969827654e+34,,97.11067514909502,3.0,,732666200.0,2.0,855.6036,-36002226000.0
100,-2.9033562257710965e+19,-4.1807161806509285e+19,2600,-4.1807161806509285e+19,26,0.14999999,2238909,80,-35269560000.0,2.6565976807268295e+34,,97.11067514909502,3.0,,732666200.0,2.0,861.1188461538461,-36002226000.0
100,-2.9516170351996404e+19,-4.2063980803417735e+19,2700,-4.2063980803417735e+19,27,0.14999999,2338809,80,-35269560000.0,2.4617306840820854e+34,,97.11067514909502,3.0,,732666200.0,2.0,866.2255555555555,-36002226000.0
100,-2.996407240924832e+19,-4.205742795505003e+19,2800,-4.205742795505003e+19,28,0.14999999,2438709,80,-35269560000.0,2.438277476672058e+34,,97.11067514909502,3.0,,732666200.0,2.0,870.9675,-36002226000.0
100,-3.038123098700359e+19,-4.206167116415121e+19,2900,-4.206167116415121e+19,29,0.14999999,2538609,80,-35269560000.0,2.4320348018273176e+34,,97.11067514909502,3.0,,732666200.0,2.0,875.3824137931034,-36002226000.0
100,-3.0773397667160633e+19,-4.214623139171483e+19,3000,-4.214623139171483e+19,30,0.14999999,2638509,80,-35269560000.0,2.3083378068701446e+34,,97.11067514909502,3.0,,732666200.0,2.0,879.503,-36002226000.0
100,-3.1124667987149087e+19,-4.166277758680278e+19,3100,-4.166277758680278e+19,31,0.14999999,2738409,80,-35269560000.0,2.445251574952491e+34,,97.11067514909502,3.0,,732666200.0,2.0,883.3577419354839,-36002226000.0
100,-3.1465205438613328e+19,-4.2021866434004754e+19,3200,-4.2021866434004754e+19,32,0.14999999,2838309,80,-35269560000.0,2.446225826707727e+34,,97.11067514909502,3.0,,732666200.0,2.0,886.9715625,-36002226000.0
100,-3.1788203170320007e+19,-4.212413058493376e+19,3300,-4.212413058493376e+19,33,0.14999999,2938209,80,-35269560000.0,2.957170754864373e+34,,97.11067514909502,3.0,,732666200.0,2.0,890.3663636363636,-36002226000.0
100,-3.2092997577395835e+19,-4.215121301089821e+19,3400,-4.215121301089821e+19,34,0.14999999,3038109,80,-35269560000.0,2.590764045262145e+34,,97.11067514909502,3.0,,732666200.0,2.0,893.5614705882352,-36002226000.0
100,-3.237274763001283e+19,-4.188424941899061e+19,3500,-4.188424941899061e+19,35,0.14999999,3138009,80,-35269560000.0,2.101637829375696e+34,,97.11067514909502,3.0,,732666200.0,2.0,896.574,-36002226000.0
100,-3.263228191287283e+19,-4.171598181297293e+19,3600,-4.171598181297293e+19,36,0.14999999,3237909,80,-35269560000.0,1.8932621294120153e+34,,97.11067514909502,3.0,,732666200.0,2.0,899.4191666666667,-36002226000.0
100,-3.288901131024618e+19,-4.213126961568661e+19,3700,-4.213126961568661e+19,37,0.14999999,3337809,80,-35269560000.0,2.150837937497696e+34,,97.11067514909502,3.0,,732666200.0,2.0,902.1105405405406,-36002226000.0
100,-3.3137290090335703e+19,-4.232360495364816e+19,3800,-4.232360495364816e+19,38,0.14999999,3437709,80,-35269560000.0,2.238375443385454e+34,,97.11067514909502,3.0,,732666200.0,2.0,904.6602631578947,-36002226000.0
100,-3.337023756185043e+19,-4.222224147940986e+19,3900,-4.222224147940986e+19,39,0.14999999,3537609,80,-35269560000.0,2.6037831862283714e+34,,97.11067514909502,3.0,,732666200.0,2.0,907.0792307692308,-36002226000.0
100,-3.3584717526898315e+19,-4.194943616376635e+19,4000,-4.194943616376635e+19,40,0.14999999,3637509,80,-35269560000.0,2.2705473116578e+34,,97.11067514909502,3.0,,732666200.0,2.0,909.37725,-36002226000.0
100,-3.3788442775764623e+19,-4.193745273041643e+19,4100,-4.193745273041643e+19,41,0.14999999,3737409,80,-35269560000.0,3.098139979894294e+34,,97.11067514909502,3.0,,732666200.0,2.0,911.5631707317074,-36002226000.0
100,-3.3986067057980797e+19,-4.208866262884398e+19,4200,-4.208866262884398e+19,42,0.14999999,3837309,80,-35269560000.0,2.1970504568943307e+34,,97.11067514909502,3.0,,732666200.0,2.0,913.645,-36002226000.0
100,-3.417322811753014e+19,-4.203399261860271e+19,4300,-4.203399261860271e+19,43,0.14999999,3937209,80,-35269560000.0,2.2480849614319305e+34,,97.11067514909502,3.0,,732666200.0,2.0,915.63,-36002226000.0
100,-3.4352550232808837e+19,-4.20634011897928e+19,4400,-4.20634011897928e+19,44,0.14999999,4037109,80,-35269560000.0,2.2047687936930493e+34,,97.11067514909502,3.0,,732666200.0,2.0,917.5247727272728,-36002226000.0
100,-3.451962930801624e+19,-4.187110861714166e+19,4500,-4.187110861714166e+19,45,0.14999999,4137009,80,-35269560000.0,2.44786493190533e+34,,97.11067514909502,3.0,,732666200.0,2.0,919.3353333333333,-36002226000.0
100,-3.4681145640716554e+19,-4.194938061223097e+19,4600,-4.194938061223097e+19,46,0.14999999,4236909,80,-35269560000.0,2.032657218963738e+34,,97.11067514909502,3.0,,732666200.0,2.0,921.0671739130435,-36002226000.0
100,-3.483480964830219e+19,-4.190335399724159e+19,4700,-4.190335399724159e+19,47,0.14999999,4336809,80,-35269560000.0,2.5536940122027096e+34,,97.11067514909502,3.0,,732666200.0,2.0,922.7253191489361,-36002226000.0
100,-3.4988049424815333e+19,-4.2190318920932835e+19,4800,-4.2190318920932835e+19,48,0.14999999,4436709,80,-35269560000.0,2.365990220222003e+34,,97.11067514909502,3.0,,732666200.0,2.0,924.314375,-36002226000.0
100,-3.513050851963769e+19,-4.196854507111069e+19,4900,-4.196854507111069e+19,49,0.14999999,4536609,80,-35269560000.0,2.389181331659125e+34,,97.11067514909502,3.0,,732666200.0,2.0,925.8385714285714,-36002226000.0
100,-3.52694794315993e+19,-4.207905411771846e+19,5000,-4.207905411771846e+19,50,0.14999999,4636509,80,-35269560000.0,2.587752904453296e+34,,97.11067514909502,3.0,,732666200.0,2.0,927.3018,-36002226000.0
