MountainCar_mu0_higher,MountainCar_std1_higher,VarJ,StepSize,ReturnMean,BatchSize,MountainCar_mu1_higher,ActionIn1,NatGrad2Norm,ReturnMax,MinEpLen,AvgEpLen,J,AvgRet,Iteration,NatGradInftyNorm,TimestepsSoFar,NumTrajectories,MountainCar_std0_higher
-0.4356746,3.0,7.539367880164474,0.001,3.0255924437911053,100,-0.39546627,-2.6376114,39.55713,99.33517828860067,416,980.1246153846154,3.5886965289388075,3.5886965289388075,13,39.548397,1274162,1300,0.14999999
-0.4348435,3.0,8.342572368994832,0.001,3.074610719157179,100,-0.35591787,-2.410172,38.932312,99.33517828860067,416,980.3178571428572,3.7118482989161397,3.7118482989161397,14,38.93051,1372445,1400,0.14999999
-0.43446913,3.0,3.938786003734505,0.001,2.8394170103397114,100,-0.31698737,-2.6202505,23.267084,99.33517828860067,416,980.8933333333333,-0.4532949131048325,-0.4532949131048325,15,23.264977,1471340,1500,0.14999999
-0.434156,3.0,8.998481071521658,0.001,2.9706083168087414,100,-0.2937224,-0.99945164,47.1138,99.33517828860067,416,980.894375,4.938477913844184,4.938477913844184,16,47.113773,1569431,1600,0.14999999
-0.43410516,3.0,8.389071394931248,0.001,3.0106054888550737,100,-0.24660861,-2.4360108,45.55837,99.33517828860067,416,980.5935294117647,3.650560241596397,3.650560241596397,17,45.5544,1667009,1700,0.14999999
-0.43350387,3.0,10.548525762609131,0.001,3.2199331355702574,100,-0.20105422,-0.63279086,57.411964,99.33517828860067,416,980.0755555555555,6.778503129728375,6.778503129728375,18,57.411934,1764136,1800,0.14999999
-0.43356168,3.0,8.575750631380513,0.001,3.261415322785948,100,-0.14364228,-0.34924167,42.41648,99.33517828860067,416,979.7121052631579,4.008094692668391,4.008094692668391,19,42.40543,1861453,1900,0.14999999
-0.4325935,3.0,10.739119618541126,0.001,3.4500655075850757,100,-0.10123685,-1.7295058,55.38752,99.33517828860067,416,979.5285,7.034419018768489,7.034419018768489,20,55.385807,1959057,2000,0.14999999
-0.4321579,3.0,12.988357851828942,0.001,3.762541208996212,100,-0.04585104,-0.43469363,78.34574,99.33517828860067,336,978.2757142857142,10.012055237218952,10.012055237218952,21,78.34407,2054379,2100,0.14999999
-0.43164626,3.0,7.485845534294052,0.001,3.7425989599665006,100,0.032493036,-1.8512303,36.68131,99.33517828860067,336,978.5722727272728,3.323811730342566,3.323811730342566,22,36.673725,2152859,2200,0.14999999
-0.4309005,3.0,10.044533486440882,0.001,3.8354479386156424,100,0.069166765,-0.9483906,57.557182,99.33517828860067,336,978.3408695652174,5.878125468896753,5.878125468896753,23,57.55462,2250184,2300,0.14999999
-0.43035752,3.0,12.259891757455293,0.001,4.1175123013850214,100,0.12672138,-0.0718478,72.20174,99.33517828860067,336,977.2970833333334,10.60499264508073,10.60499264508073,24,72.187035,2345513,2400,0.14999999
-0.43181464,3.0,7.595645095417383,0.001,4.083970367081846,100,0.19890842,-3.3920486,42.753643,99.33517828860067,336,977.1692,3.278963943805655,3.278963943805655,25,42.748775,2442923,2500,0.14999999
-0.43116933,3.0,10.781447714809874,0.001,4.202173393401734,100,0.2416572,0.65264904,60.98521,99.33517828860067,336,976.641923076923,7.157249051398898,7.157249051398898,26,60.984543,2539269,2600,0.14999999
-0.4308841,3.0,10.994723939625569,0.001,4.304978989358309,100,0.30264175,-1.0380392,63.79111,99.33517828860067,333,976.107037037037,6.977924484229289,6.977924484229289,27,63.78147,2635489,2700,0.14999999
-0.42977518,3.0,10.813862983490596,0.001,4.3983874669533956,100,0.36642322,-0.44495454,54.89295,99.33517828860067,333,975.8842857142857,6.920416362020742,6.920416362020742,28,54.889236,2732476,2800,0.14999999
-0.42913705,3.0,10.75516835860551,0.001,4.498935387878693,100,0.42131245,-1.0106611,52.72829,99.33517828860067,333,975.4931034482759,7.314277173786971,7.314277173786971,29,52.72722,2828930,2900,0.14999999
-0.42880082,3.0,15.411769865705205,0.001,4.818083457421559,100,0.47403967,2.3855135,76.85473,99.33517828860067,333,974.7313333333333,14.073377474164714,14.073377474164714,30,76.85473,2924194,3000,0.14999999
-0.4288267,3.0,16.743500481721895,0.001,5.1790648411474685,100,0.5508944,-0.12991577,97.589745,99.33517828860067,333,973.5419354838709,16.008506352924726,16.008506352924726,31,97.588776,3017980,3100,0.14999999
-0.42926094,3.0,12.533315797234172,0.001,5.343183953203624,100,0.64848316,-2.0312774,56.550327,99.33517828860067,333,973.2884375,10.430876426944474,10.430876426944474,32,56.547882,3114523,3200,0.14999999
-0.42978677,3.0,12.203790545448165,0.001,5.452775557289813,100,0.70503104,-0.28984177,61.829792,99.33517828860067,333,972.889696969697,8.959706888047851,8.959706888047851,33,61.829468,3210536,3300,0.14999999
-0.42958662,3.0,11.594905587125483,0.001,5.54605749995073,100,0.7668605,4.241394,55.238007,99.33517828860067,333,972.4326470588235,8.624361607761017,8.624361607761017,34,55.234,3306271,3400,0.14999999
-0.42892152,3.0,6.8322276265596065,0.001,5.443197153317411,100,0.8220945,-4.2394075,35.12453,99.33517828860067,333,972.5077142857143,1.9459453677845238,1.9459453677845238,35,35.115967,3403777,3500,0.14999999
-0.42814603,3.0,9.899521477722697,0.001,5.461483146994198,100,0.85721046,1.9136741,49.028812,99.33517828860067,333,972.5161111111111,6.101492925681736,6.101492925681736,36,49.02869,3501058,3600,0.14999999
-0.42803708,3.0,15.571184420339597,0.001,5.715718259480854,100,0.90623915,0.8176794,78.353874,99.33517828860067,333,971.6494594594594,14.868182309000508,14.868182309000508,37,78.351875,3595103,3700,0.14999999
-0.42747793,3.0,16.68106603762279,0.001,5.991833040787717,100,0.984591,-3.9414363,83.08711,99.33517828860067,333,970.8786842105263,16.208079949141595,16.208079949141595,38,83.08703,3689339,3800,0.14999999
-0.4273565,3.0,12.145705878978607,0.001,6.067748375691335,100,1.0676781,-1.6475279,59.889244,99.33517828860067,333,970.3464102564103,8.952531102028892,8.952531102028892,39,59.88922,3784351,3900,0.14999999
-0.42740977,3.0,14.400123747292168,0.001,6.212689347812148,100,1.1275673,-2.0479589,69.05606,99.33517828860067,333,969.773,11.865387260523821,11.865387260523821,40,69.05606,3879092,4000,0.14999999
-0.42739442,3.0,14.83200558619427,0.001,6.379920900606609,100,1.1966233,1.8077197,63.40061,99.33517828860067,333,969.1085365853659,13.06918301238506,13.06918301238506,41,63.39606,3973345,4100,0.14999999
-0.42815405,3.0,11.581943923804586,0.001,6.430620753314555,100,1.2600194,1.6862365,54.690845,99.33517828860067,333,969.1352380952382,8.509314714340302,8.509314714340302,42,54.681416,4070368,4200,0.14999999
-0.42713842,3.0,17.054400461161038,0.001,6.689597971414806,100,1.3147008,1.6525897,78.97115,99.33517828860067,333,968.4218604651163,17.566641131625385,17.566641131625385,43,78.971146,4164214,4300,0.14999999
-0.42710742,3.0,10.060241976026166,0.001,6.672883264730563,100,1.393672,2.2641845,41.920006,99.33517828860067,333,968.4465909090909,5.954150877308112,5.954150877308112,44,41.916588,4261165,4400,0.14999999
-0.4265722,3.0,17.656449511584427,0.001,6.910721491934363,100,1.4355886,-3.13594,91.14429,99.33517828860067,333,967.6026666666667,17.37560348890157,17.37560348890157,45,91.14087,4354212,4500,0.14999999
-0.425783,3.0,12.268706735809515,0.001,6.969547194357104,100,1.5267295,3.481367,51.57227,99.33517828860067,333,967.4956521739131,9.616703803380418,9.616703803380418,46,51.56618,4450480,4600,0.14999999
-0.42499056,3.0,17.26001786745976,0.001,7.187941732102571,100,1.5782957,-4.6552677,76.992294,99.33517828860067,333,966.7074468085107,17.23409046839405,17.23409046839405,47,76.99215,4543525,4700,0.14999999
-0.425142,3.0,13.34180688415251,0.001,7.269194104109248,100,1.6552879,-5.1980047,61.994507,99.33517828860067,333,966.38125,11.088055588423085,11.088055588423085,48,61.991226,4638630,4800,0.14999999
-0.42577973,3.0,18.963404754140583,0.001,7.541234219328777,100,1.7172791,-2.7320945,79.23485,99.33517828860067,268,965.5838775510205,20.59915974986611,20.59915974986611,49,79.234276,4731361,4900,0.14999999
-0.42547938,3.0,18.058053386510366,0.001,7.773001654037307,100,1.7965133,2.7021627,75.38593,99.33517828860067,268,964.784,19.129605954755306,19.129605954755306,50,75.371346,4823920,5000,0.14999999
