Delta,IWMin,DenMISELogFirst,IWMean,LQGmu1_actor,Bound,Iteration,Regret,ReturnLastEpisode,IWFirstEpisode,TimeElapsed,ReturnMin,GridSize,ReturnStepMax,IWMax,BoundBonus,BoundMISE,ReturnMean,LQGmu1_higher,TimestepsSoFar,MinEpLen,ReturnMax,NumTrajectories,Regret/t,AvgEpLen,ReturnAbsMax,NumTrainableParams,DenMISEMeanLog,LQGsigma_higher,IWLastEpisode,DenMISELogLast
9.381591e-06,,-0.9439218,1.1583601,-0.20074235,97.634254,18,-161.73428,8.543233,2.9439854e-17,4.722241401672363,,20,19.988297,6.0393834,76.562195,21.07206,13.985238,-0.36842105,360,20,18.197966,18,-8.985238,20.0,18.197966,,-0.8085398,0.14999999,4.974406e-10,-0.74244934
8.420043e-06,,-0.997989,1.0696718,0.16080773,97.414955,19,-174.92151,18.187227,5.085964e-10,5.035583734512329,,20,19.988297,6.5951195,78.32865,19.086302,14.206395,-0.05263158,380,20,18.197966,19,-9.206395,20.0,18.197966,,-0.8007636,0.14999999,3.3539445,-0.7194402
7.5990883e-06,,-1.0492823,0.730602,-0.9798388,95.52452,20,-188.10126,18.179747,2.0522274e-37,5.294245004653931,,20,19.988297,6.054758,82.23404,13.290484,14.405063,-1.0,400,20,18.197966,20,-9.405063,20.0,18.197966,,-0.8036934,0.14999999,6.0762463e-13,-0.83648044
6.892597e-06,,-1.0980724,1.2553511,0.48103392,93.13815,21,-201.2912,18.189949,0.0023672187,5.545637845993042,,20,19.988297,6.905798,77.5677,15.570454,14.585295,0.36842105,420,20,18.197966,21,-9.585295,20.0,18.197966,,-0.82009697,0.14999999,1.7382026e-17,-0.82638556
6.2802383e-06,,-1.1444798,1.0006694,0.19833559,88.42302,22,-207.09052,10.799332,3.2354696e-06,5.776647090911865,,20,19.988297,6.040201,73.13533,15.28769,14.413205,0.15789473,440,20,18.197966,22,-9.413205,20.0,18.197966,,-0.81148046,0.14999999,0.56816614,-0.776898
5.7460034e-06,,-1.1889313,1.0439575,-0.73139983,86.81594,23,-215.99341,13.902882,9.173195e-30,6.001130104064941,,20,19.988297,5.751236,67.82443,18.991508,14.391018,-0.7894737,460,20,18.197966,23,-9.391018,20.0,18.197966,,-0.8052288,0.14999999,1.8814255e-09,-0.61430246
5.277145e-06,,-1.231491,0.9582823,-0.45738834,85.33593,24,-229.18228,18.18885,5.773343e-20,6.250872850418091,,20,19.988297,5.471531,67.90153,17.434402,14.549262,-0.47368422,480,20,18.197966,24,-9.549262,20.0,18.197966,,-0.8000434,0.14999999,1.178009,-0.66158533
4.8634165e-06,,-1.272313,1.014196,0.74763,84.27545,25,-242.37524,18.192972,4.4910746,6.472517251968384,,20,19.988297,7.0125237,77.84331,6.432144,14.69501,0.7894737,500,20,18.197966,25,-9.69501,20.0,18.197966,,-0.7971425,0.14999999,4.977364e-15,-0.63605505
4.4965022e-06,,-1.1463219,0.92313504,-0.24482012,83.85602,26,-244.07654,6.7013073,3.802014e-12,6.732177257537842,,20,19.988297,5.7473316,67.1653,16.690723,14.387559,-0.15789473,520,20,18.197966,26,-9.387559,20.0,18.197966,,-0.80225945,0.14999999,7.745051e-08,-0.86986226
4.1695957e-06,,-1.1840622,1.141814,0.55999655,80.63705,27,-257.27438,18.19783,0.03411941,6.981327295303345,,20,19.988297,6.703784,68.413734,12.223314,14.528681,0.47368422,540,20,18.197966,27,-9.528681,20.0,18.197966,,-0.8010127,0.14999999,5.2847878e-05,-0.6459141
3.8770854e-06,,-1.219167,0.7799515,-1.0468107,80.081345,28,-261.333,9.058606,2.4322322e-37,7.2385499477386475,,20,19.988297,7.104402,65.893524,14.187822,14.333322,-1.0,560,20,18.197966,28,-9.333322,20.0,18.197966,,-0.7976485,0.14999999,1.9026167e-23,-0.7853585
3.6143113e-06,,-1.2542583,0.96524477,-0.61862475,79.634445,29,-274.5229,18.189884,5.309401e-23,7.48669171333313,,20,19.988297,5.9467454,62.073505,17.560942,14.466307,-0.57894737,580,20,18.197966,29,-9.466307,20.0,18.197966,,-0.8140889,0.14999999,0.056261346,-1.0084306
3.377373e-06,,-1.2881598,0.67852426,1.0598677,77.50767,30,-287.71844,18.195576,9.488959,7.749464750289917,,20,19.988297,9.488959,74.57181,2.9358566,14.590615,1.0,600,20,18.197966,30,-9.590615,20.0,18.197966,,-0.8115804,0.14999999,2.672993e-25,-0.66141295
3.162992e-06,,-1.0461259,0.97083056,0.5097674,76.93049,31,-285.92267,3.204248,2.9323958e-06,8.064234495162964,,20,19.988297,6.37754,62.406593,14.523896,14.223311,0.15789473,620,20,18.197966,31,-9.223311,20.0,18.197966,,-0.8390459,0.14999999,1.357146e-07,-1.2881144
2.9683938e-06,,-1.0778745,1.0463243,-0.07483375,76.4863,32,-290.886,9.963276,3.365974e-17,8.333477020263672,,20,19.988297,5.653749,57.451996,19.034302,14.090187,-0.36842105,640,20,18.197966,32,-9.090187,20.0,18.197966,,-0.8425414,0.14999999,2.300934e-07,-0.87515265
2.7912172e-06,,-1.1086462,1.0158583,-0.6001455,75.74535,33,-304.06708,18.181086,8.465457e-30,8.600857973098755,,20,19.988297,5.6228495,57.265335,18.480017,14.214154,-0.7894737,660,20,18.197966,33,-9.214154,20.0,18.197966,,-0.84124476,0.14999999,6.9715374e-05,-0.79984576
2.6294422e-06,,-1.1384991,0.9873151,0.013945565,75.51312,34,-317.25766,18.190601,3.772383e-12,8.860312461853027,,20,19.988297,5.497039,57.634464,17.878656,14.331108,-0.15789473,680,20,18.197966,34,-9.331108,20.0,18.197966,,-0.8366999,0.14999999,0.066703215,-0.6606671
2.481335e-06,,-1.1674867,1.3463879,0.42545676,75.48667,35,-330.35626,18.098598,0.2712371,9.128881931304932,,20,19.988297,7.172002,63.108753,12.377915,14.43875,0.57894737,700,20,18.197966,35,-9.43875,20.0,18.197966,,-0.83626246,0.14999999,0.0047517754,-0.7665159
2.3453977e-06,,-1.1879377,0.9713084,0.11020033,73.36272,36,-335.82904,10.472776,5.831437e-08,9.442381620407104,,20,19.988297,5.6943502,56.96865,16.394062,14.328585,0.05263158,720,20,18.197966,36,-9.328585,20.0,18.197966,,-0.82864165,0.14999999,0.276652,-0.82568187
2.2203328e-06,,-1.2153368,1.0222797,-0.24615213,72.28221,37,-348.75153,17.922464,5.1067223e-23,9.721416711807251,,20,19.988297,5.569169,53.683716,18.598495,14.425717,-0.57894737,740,20,18.197966,37,-9.425717,20.0,18.197966,,-0.8268743,0.14999999,0.00013959047,-0.6989014
2.1050107e-06,,-1.242005,1.2304,0.5849472,71.70426,38,-361.93646,18.184963,0.002733678,9.98502779006958,,20,19.988297,6.1951327,57.205833,14.498429,14.524644,0.36842105,760,20,18.197966,38,-9.524644,20.0,18.197966,,-0.8235657,0.14999999,0.001192039,-0.6830666
1.9984454e-06,,-1.2679086,0.79402554,-0.9549142,71.74183,39,-365.69788,8.761472,2.553707e-37,10.257317304611206,,20,19.988297,8.796952,57.29814,14.443689,14.376868,-1.0,780,20,18.197966,39,-9.376868,20.0,18.197966,,-0.82029957,0.14999999,3.6347137e-24,-0.87381566
1.8997721e-06,,-1.2932264,1.0293328,-0.11008903,69.997284,40,-378.89093,18.193035,4.403655e-12,10.523139238357544,,20,19.988297,5.348008,51.35478,18.642508,14.472273,-0.15789473,800,20,18.197966,40,-9.472273,20.0,18.197966,,-0.82618344,0.14999999,4.4071176e-06,-0.8059777
1.8082306e-06,,-1.317919,1.0217369,0.8117562,70.076744,41,-392.06506,18.174135,4.700637,10.768410921096802,,20,19.988297,7.731721,63.34284,6.7339044,14.562563,0.7894737,820,20,18.197966,41,-9.562563,20.0,18.197966,,-0.82186806,0.14999999,7.843719e-08,-0.64336544
1.7231492e-06,,-1.2334764,1.0055342,0.092696145,68.037186,42,-393.38788,6.3228188,6.103128e-08,11.09369945526123,,20,19.988297,5.311638,50.849297,17.18789,14.366378,0.05263158,840,20,18.197966,42,-9.366378,20.0,18.197966,,-0.82668895,0.14999999,1.9823625e-05,-0.99918735
1.6439349e-06,,-1.2570069,0.91323566,-0.6152547,67.71946,43,-405.77057,17.382652,2.9247973e-26,11.361619472503662,,20,19.988297,5.4826946,51.105534,16.613928,14.436524,-0.68421054,860,20,18.197966,43,-9.436524,20.0,18.197966,,-0.82340205,0.14999999,7.696206e-06,-0.66001374
1.5700596e-06,,-1.2799964,0.92488325,-0.38076568,67.17424,44,-418.96747,18.196882,4.1199424e-17,11.625568151473999,,20,19.988297,5.5444665,50.35165,16.822594,14.521988,-0.36842105,880,20,18.197966,44,-9.521988,20.0,18.197966,,-0.82237494,0.14999999,1.3332491,-0.66336757
1.5010545e-06,,-1.3024693,0.80294156,-1.2063248,66.404755,45,-432.16437,18.196932,2.643509e-37,11.894819259643555,,20,19.988297,8.196845,51.798485,14.606269,14.603653,-1.0,900,20,18.197966,45,-9.603653,20.0,18.197966,,-0.82052445,0.14999999,0.0010041776,-0.6393703
1.4365008e-06,,-1.3244481,1.294063,0.7239388,66.4484,46,-445.34607,18.181734,0.317334,12.14327096939087,,20,19.988297,7.053272,54.645313,11.803088,14.681437,0.57894737,920,20,18.197966,46,-9.681437,20.0,18.197966,,-0.8533503,0.14999999,3.7646717e-30,-2.096521
1.3760232e-06,,-1.3390795,0.82762635,1.136673,66.57422,47,-447.27734,6.9312725,9.984646,12.451580047607422,,20,19.988297,12.678446,63.06944,3.5047805,14.51654,1.0,940,20,18.197966,47,-9.51654,20.0,18.197966,,-0.8506309,0.14999999,1.2780055,-0.9606699
1.3192863e-06,,-1.1674986,1.005791,0.13421541,65.14114,48,-444.85333,2.5759556,0.00011724601,12.70478630065918,,20,19.988297,6.2954674,51.29964,13.841499,14.267777,0.2631579,960,20,18.197966,48,-9.267777,20.0,18.197966,,-0.8760515,0.14999999,7.2574966e-07,-1.8419514
1.2659872e-06,,-1.1881155,1.0543448,-0.326074,65.34341,49,-454.38196,14.528612,6.1509775e-10,12.960605144500732,,20,19.988297,5.4884815,46.699406,18.644003,14.273101,-0.05263158,980,20,18.197966,49,-9.273101,20.0,18.197966,,-0.87362295,0.14999999,2.5451102,-0.7318104
1.2158541e-06,,-1.2083181,1.0461783,-0.4742824,65.62965,50,-467.578,18.196054,3.8349675e-17,13.223655700683594,,20,19.988297,5.533586,46.60051,19.029135,14.35156,-0.36842105,1000,20,18.197966,50,-9.35156,20.0,18.197966,,-0.8701219,0.14999999,5.268809,-0.7234733
1.168641e-06,,-1.2281208,1.0103855,-0.5034879,64.6285,51,-480.7746,18.196615,5.172421e-23,13.463363885879517,,20,19.988297,5.5251884,46.245617,18.382885,14.426953,-0.57894737,1020,20,18.197966,51,-9.426953,20.0,18.197966,,-0.86607176,0.14999999,4.116241,-0.6801978
1.1241256e-06,,-1.2475389,0.8851132,-0.92599094,63.93332,52,-493.97046,18.19586,2.502213e-37,13.705069065093994,,20,19.988297,9.499424,47.833942,16.099375,14.499432,-1.0,1040,20,18.197966,52,-9.499432,20.0,18.197966,,-0.8617944,0.14999999,0.020756233,-0.6252281
1.082106e-06,,-1.266587,0.8734627,-0.7868782,63.023438,53,-507.15887,18.188414,9.913899e-30,13.975001811981201,,20,19.988297,5.479894,47.133648,15.889789,14.569036,-0.7894737,1060,20,18.197966,53,-9.569036,20.0,18.197966,,-0.8632418,0.14999999,3.840856,-0.78166825
1.0423989e-06,,-1.2852792,1.0150481,-0.29801244,62.856697,54,-520.3554,18.196537,1.7207093e-14,14.325739622116089,,20,19.988297,5.2968597,44.420002,18.436693,14.636211,-0.2631579,1080,20,18.197966,54,-9.636211,20.0,18.197966,,-0.8623581,0.14999999,0.011720158,-0.6705523
1.0048382e-06,,-1.3036283,1.0705478,-0.29504132,62.148033,55,-533.5481,18.192715,6.205198e-20,14.577203512191772,,20,19.988297,5.008961,42.67063,19.477402,14.700874,-0.47368422,1100,20,18.197966,55,-9.700874,20.0,18.197966,,-0.8579321,0.14999999,2.464981,-0.60979337
9.692714e-07,,-1.3216468,1.0827569,0.5312801,62.20852,56,-546.7251,18.17698,4.7181926,14.825045108795166,,20,19.988297,8.429689,55.103508,7.105012,14.762948,0.7894737,1120,20,18.197966,56,-9.762948,20.0,18.197966,,-0.85223716,0.14999999,2.1267337e-11,-0.58514893
9.355603e-07,,-1.2584548,0.99004483,0.3617816,62.101547,57,-551.47644,9.751299,3.6260708e-06,15.067569017410278,,20,19.988297,6.1835146,46.742695,15.358852,14.675025,0.15789473,1140,20,18.197966,57,-9.675025,20.0,18.197966,,-0.85373235,0.14999999,0.31873226,-0.97656214
9.035778e-07,,-1.2758465,1.2590507,0.5339294,62.550446,58,-557.61707,11.140679,0.037399247,15.311647415161133,,20,19.988297,7.0481024,49.700977,12.84947,14.614087,0.47368422,1160,20,18.197966,58,-9.614087,20.0,18.197966,,-0.8553665,0.14999999,5.0052342,-0.91057384
8.7320757e-07,,-1.2922963,1.0703822,-0.060292974,60.926163,59,-561.7644,9.147298,1.7328261e-14,15.61957049369812,,20,19.988297,5.0951476,41.481277,19.444887,14.521431,-0.2631579,1180,20,18.197966,59,-9.521431,20.0,18.197966,,-0.8524594,0.14999999,4.821622e-06,-0.8982687
8.443433e-07,,-1.3091034,0.8899614,-0.75266194,60.3118,60,-574.94086,18.176456,1.03445135e-29,16.040565252304077,,20,19.988297,5.7126646,44.121452,16.190344,14.582348,-0.7894737,1200,20,18.197966,60,-9.582348,20.0,18.197966,,-0.84912276,0.14999999,3.9496164e-05,-0.6981695
8.168867e-07,,-1.3256327,0.9865741,0.22124812,60.300667,61,-588.13416,18.193314,7.057755e-10,16.363142013549805,,20,19.988297,5.4543524,42.83028,17.470388,14.641543,-0.05263158,1220,20,18.197966,61,-9.641543,20.0,18.197966,,-0.8485207,0.14999999,9.820854e-05,-0.68323815
7.90748e-07,,-1.3418932,1.1661596,0.22729735,59.999134,62,-595.8565,12.722381,0.0030208442,16.739218711853027,,20,19.988297,6.4841967,46.562283,13.436852,14.610589,0.36842105,1240,20,18.197966,62,-9.610589,20.0,18.197966,,-0.8486101,0.14999999,3.7283976,-0.8191275
7.658441e-07,,-1.3578448,0.85051036,-0.8720373,59.538177,63,-603.76044,12.903929,2.7940196e-37,17.13868474960327,,20,19.988297,9.570988,44.067966,15.470211,14.583499,-1.0,1260,20,18.197966,63,-9.583499,20.0,18.197966,,-0.845352,0.14999999,1.68235e-14,-0.7782402
7.4209845e-07,,-1.3735932,0.8655619,1.053816,59.210228,64,-616.9461,18.185656,10.335269,17.451068878173828,,20,19.988297,14.425284,55.88173,3.328498,14.639783,1.0,1280,20,18.197966,64,-9.639783,20.0,18.197966,,-0.8461416,0.14999999,8.196663e-34,-0.7159685
7.194404e-07,,-1.2393949,0.94726926,-0.6408709,59.026302,65,-614.66364,2.7175379,2.8737352e-26,17.75940203666687,,20,19.988297,5.2327304,41.79261,17.233692,14.456364,-0.68421054,1300,20,18.197966,65,-9.456364,20.0,18.197966,,-0.8586852,0.14999999,8.151938e-29,-1.4725899
6.978043e-07,,-1.2546624,1.0595367,0.0063620657,59.009647,66,-627.8605,18.196882,3.612344e-06,18.169466018676758,,20,19.988297,5.9474,43.1014,15.908248,14.513038,0.15789473,1320,20,18.197966,66,-9.513038,20.0,18.197966,,-0.856767,0.14999999,3.5826433e-06,-0.6607796
6.771298e-07,,-1.2697002,1.1168778,0.94945467,58.73338,67,-640.9563,18.095772,1.4839314,18.479578018188477,,20,19.988297,7.773959,49.801605,8.931773,14.566512,0.68421054,1340,20,18.197966,67,-9.566512,20.0,18.197966,,-0.8539504,0.14999999,0.00019735712,-0.7019588
6.5736054e-07,,-1.2626088,1.0072217,-0.28076166,58.403862,68,-639.8711,3.9147985,5.955814e-20,18.820812463760376,,20,19.988297,5.288168,40.079216,18.324646,14.409869,-0.47368422,1360,20,18.197966,68,-9.409869,20.0,18.197966,,-0.85809886,0.14999999,2.552503e-19,-1.2169818
6.3844476e-07,,-1.2772076,1.0208112,0.034402907,58.534187,69,-653.0653,18.194254,4.3336792e-12,19.117112398147583,,20,19.988297,5.1520624,40.118645,18.415545,14.464715,-0.15789473,1380,20,18.197966,69,-9.464715,20.0,18.197966,,-0.85533637,0.14999999,3.6646576,-0.6560264
6.2033376e-07,,-1.2915963,1.0701779,0.031802505,58.044006,70,-665.6798,17.614464,6.468345e-08,19.414422035217285,,20,19.988297,5.39335,40.18574,17.858265,14.509711,0.05263158,1400,20,18.197966,70,-9.509711,20.0,18.197966,,-0.85328823,0.14999999,5.39335,-0.71436936
6.029826e-07,,-1.3057809,0.91537195,-0.79037166,57.21878,71,-678.6843,18.0045,2.1153096e-33,19.728228330612183,,20,19.988297,5.9793105,40.567513,16.651268,14.558934,-0.8947368,1420,20,18.197966,71,-9.558934,20.0,18.197966,,-0.84979945,0.14999999,2.6514051e-08,-0.6534538
5.863494e-07,,-1.3197672,0.9652978,-0.73976505,56.709854,72,-691.8762,18.191795,3.114238e-26,19.99581241607666,,20,19.988297,5.0785303,39.14797,17.561884,14.609392,-0.68421054,1440,20,18.197966,72,-9.609392,20.0,18.197966,,-0.84910655,0.14999999,4.139771,-0.6929075
5.703951e-07,,-1.3335605,1.0837883,0.07349603,56.384796,73,-705.06445,18.1883,6.745568e-08,20.26684045791626,,20,19.988297,5.2221346,38.224903,18.159891,14.658417,0.05263158,1460,20,18.197966,73,-9.658417,20.0,18.197966,,-0.84693855,0.14999999,4.389961e-06,-0.6387931
5.550832e-07,,-1.3471662,0.99396455,-0.05956164,55.99713,74,-717.91956,17.855116,1.8305642e-14,20.551305055618286,,20,19.988297,5.1396956,37.9503,18.046835,14.701615,-0.2631579,1480,20,18.197966,74,-9.701615,20.0,18.197966,,-0.8433206,0.14999999,0.40695718,-0.6413465
5.4037963e-07,,-1.3605891,1.1441708,0.6271387,55.830486,75,-731.0477,18.128223,0.32901254,20.867020845413208,,20,19.988297,7.487656,45.431545,10.39894,14.747303,0.57894737,1500,20,18.197966,75,-9.747303,20.0,18.197966,,-0.8405233,0.14999999,0.0005689048,-0.6098848
5.262527e-07,,-1.3694571,1.0805573,-0.021404218,55.797592,76,-734.51746,8.469775,7.37394e-10,21.16411566734314,,20,19.988297,4.962981,36.7246,19.072992,14.664703,-0.05263158,1520,20,18.197966,76,-9.664703,20.0,18.197966,,-0.8408731,0.14999999,0.0002451146,-0.9766476
5.126726e-07,,-1.3825293,0.98604476,-0.90568405,55.740906,77,-747.5863,18.068829,1.11326424e-29,21.43725848197937,,20,19.988297,5.3771596,37.80301,17.937899,14.708913,-0.7894737,1540,20,18.197966,77,-9.708913,20.0,18.197966,,-0.83666945,0.14999999,9.616268e-06,-0.5793388
4.9961136e-07,,-1.3954327,1.0220153,0.29273602,55.44868,78,-760.7798,18.193558,0.00014726126,21.792621612548828,,20,19.988297,6.2115374,41.542328,13.906353,14.753587,0.2631579,1560,20,18.197966,78,-9.753587,20.0,18.197966,,-0.8358662,0.14999999,3.6453845e-13,-0.74148935
4.8704305e-07,,-1.4081697,1.0107005,1.0702337,55.0448,79,-768.27295,12.493131,10.698878,22.080750942230225,,20,19.988297,14.484319,51.311577,3.7332242,14.724974,1.0,1580,20,18.197966,79,-9.724974,20.0,18.197966,,-0.83551085,0.14999999,8.896439e-05,-0.8105963
4.7494302e-07,,-1.2937381,0.8174639,-1.3153415,55.077606,80,-766.39136,3.1183097,2.6205366e-37,22.399400234222412,,20,19.988297,10.067461,40.208412,14.869196,14.579892,-1.0,1600,20,18.197966,80,-9.579892,20.0,18.197966,,-0.8454534,0.14999999,,-1.5851508
4.6328847e-07,,-1.3061607,1.1244957,-0.007953621,54.42614,81,-779.56714,18.175814,6.563242e-08,22.708636045455933,,20,19.988297,5.049347,35.485916,18.940226,14.624286,0.05263158,1620,20,18.197966,81,-9.624286,20.0,18.197966,,-0.8806,0.14999999,7.575132e-17,-3.4883115
4.5205766e-07,,-1.3184308,0.90268445,-0.2685196,54.360085,82,-792.6792,18.111925,6.2977486e-20,23.037588596343994,,20,19.988297,5.5139875,37.93764,16.422441,14.66682,-0.47368422,1640,20,18.197966,82,-9.66682,20.0,18.197966,,-0.8756483,0.14999999,0.038288526,-0.579325
4.4123027e-07,,-1.3305521,1.0406032,-0.40231788,54.46337,83,-805.8707,18.191591,4.5711356e-12,23.34024715423584,,20,19.988297,4.83204,35.694317,18.769056,14.709286,-0.15789473,1660,20,18.197966,83,-9.709286,20.0,18.197966,,-0.8743012,0.14999999,3.8936443,-0.6531166
4.307873e-07,,-1.3425283,0.87951595,-0.88438994,54.291748,84,-819.0686,18.197851,2.751563e-37,23.65785789489746,,20,19.988297,9.905372,38.295406,15.996341,14.750816,-1.0,1680,20,18.197966,84,-9.750816,20.0,18.197966,,-0.871491,0.14999999,0.0018448748,-0.6647846
4.2071085e-07,,-1.3543628,1.0356629,0.2990483,53.86897,85,-832.2571,18.188541,0.0030587493,23.993035316467285,,20,19.988297,6.744812,41.814156,12.054812,14.79126,0.36842105,1700,20,18.197966,85,-9.79126,20.0,18.197966,,-0.8711761,0.14999999,3.8134393e-15,-0.70013887
4.1098372e-07,,-1.3660228,0.9774618,-0.45112762,53.772427,86,-839.3733,12.116283,4.4900694e-17,24.290843725204468,,20,19.988297,5.246891,35.995224,17.777203,14.760155,-0.36842105,1720,20,18.197966,86,-9.760155,20.0,18.197966,,-0.87035656,0.14999999,0.00030169028,-0.81605184
4.015901e-07,,-1.3775836,0.97114897,-0.9054616,53.591534,87,-852.558,18.184654,1.1077741e-29,24.63015365600586,,20,19.988297,5.370367,35.924713,17.66682,14.799517,-0.7894737,1740,20,18.197966,87,-9.799517,20.0,18.197966,,-0.86837,0.14999999,0.40406668,-0.6596005
3.925149e-07,,-1.3890123,0.9507771,0.62936693,53.395805,88,-865.744,18.186037,5.0469866,24.961440563201904,,20,19.988297,9.093129,47.348766,6.047038,14.838,0.7894737,1760,20,18.197966,88,-9.838,20.0,18.197966,,-0.8670051,0.14999999,1.0113069e-27,-0.7033977
