BoundMISE,LQGmu1_higher,IWFirstEpisode,ReturnMean,IWLastEpisode,TimeElapsed,DenMISEMeanLog,ReturnMax,Delta,NumTrajectories,Iteration,ReturnAbsMax,TimestepsSoFar,ReturnMin,NumTrainableParams,IWMean,ReturnStepMax,AvgEpLen,LQGmu1_actor,BoundBonus,DenMISELogLast,Bound,IWMax,DenMISELogFirst,Regret/t,GridSize,MinEpLen,LQGsigma_higher,Regret,ReturnLastEpisode,IWMin
12.567526,-0.5263158,5.0981092,5.8326674,0.5746134,3.1309642791748047,-3.1255424,18.185612,2.5120953e-05,11,11,18.185612,220,,,1.0541764,19.975079,20.0,-0.8145536,98.327965,-2.9936297,110.89549,5.4346547,-3.303956,-0.83266735,20,20,1.5,-9.15934,7.4760985,
3.1684992,2.631579,2.4160032,6.862839,0.29912567,3.3500800132751465,-3.1014926,18.194736,2.110858e-05,12,12,18.194736,240,,,1.0008892,19.984623,20.0,2.3473992,107.513756,-2.7565851,110.68226,7.434015,-3.010161,-1.8628392,20,20,1.5,-22.354073,18.194736,
3.9642751,-10.0,3.7667196e-11,6.4596806,9.697256e-15,3.5891990661621094,-3.098347,18.194736,1.7986009e-05,13,13,18.194736,260,,,0.59322584,19.984623,20.0,-11.49933,97.947975,-2.9370768,101.91225,5.1309814,-2.9067712,-1.4596806,20,20,1.5,-18.975845,1.6217768,
8.489665,-4.736842,0.006841904,6.464492,0.00042293465,3.8137779235839844,-3.1745207,18.194736,1.5508342e-05,14,14,18.194736,280,,,1.1274985,19.984623,20.0,-4.7204266,92.69074,-3.7186084,101.180405,5.2190704,-2.9808793,-1.4644918,20,20,1.5,-20.502884,6.52703,
0.4902009,10.0,2.854908e-08,6.498159,6.1323406e-21,4.051979064941406,-3.1581004,18.194736,1.3509492e-05,15,15,18.194736,300,,,0.917303,19.984623,20.0,11.066106,99.72247,-2.9372387,100.21268,11.605282,-3.0493836,-1.4981589,20,20,1.5,-22.472382,6.969507,
0.75535274,6.8421054,0.001484762,6.1229763,0.18254615,4.2917563915252686,-3.201284,18.194736,1.1873575e-05,16,16,18.194736,320,,,0.78253883,19.984623,20.0,6.0160923,95.45831,-3.5885801,96.21367,7.1415887,-3.113922,-1.1229763,20,20,1.5,-17.96762,0.4952345,
10.790255,0.5263158,6.301831,5.82638,0.007646549,4.519640922546387,-3.215652,18.194736,1.0517769e-05,17,17,18.194736,340,,,1.0945657,19.984623,20.0,0.20488995,79.81814,-3.148158,90.60839,6.301831,-3.174454,-0.8263798,20,20,1.5,-14.048454,1.080838,
1.2662342,4.736842,0.13861954,6.3724685,0.05011125,4.772640705108643,-3.1974347,18.194736,9.381591e-06,18,18,18.194736,360,,,0.9727738,19.984623,20.0,6.4136295,87.880005,-2.8950253,89.14624,6.7556257,-2.9162936,-1.3724685,20,20,1.5,-24.70443,15.6559725,
8.075264,-6.8421054,1.50689275e-05,6.090651,6.1968097e-17,5.086221218109131,-3.1953034,18.194736,8.420043e-06,19,19,18.194736,380,,,1.1482271,19.984623,20.0,-4.707712,78.55767,-3.0521605,86.632935,5.6848073,-2.9626894,-1.090651,20,20,1.5,-20.722374,1.0179429,
9.879481,-2.631579,0.43980366,6.1559143,2.2869058,5.32307505607605,-3.1881714,18.194736,7.5990883e-06,20,20,18.194736,400,,,0.88195956,19.984623,20.0,-2.429967,76.336426,-3.1094544,86.215904,5.0418186,-3.0139818,-1.1559143,20,20,1.5,-23.118286,7.3959093,
5.4217687,-8.947369,5.0981943e-09,6.2824426,0.00040334908,5.578249454498291,-3.184032,18.194736,6.892597e-06,21,21,18.194736,420,,,0.80836725,19.984623,20.0,-7.82124,75.407974,-2.9479234,80.82974,6.6899595,-3.0410202,-1.2824426,20,20,1.5,-26.93129,8.813008,
14.684283,-0.5263158,4.1060185,6.290747,3.7309615e-05,5.831199884414673,-3.1849136,18.194736,6.2802383e-06,22,22,18.194736,440,,,1.0965117,19.984623,20.0,-0.121907115,64.96498,-2.953903,79.64926,5.239872,-3.0875401,-1.2907472,20,20,1.5,-28.396439,6.4651394,
0.55807245,8.947369,1.5620751e-06,6.8077497,5.3456063e-08,6.074401140213013,-3.169581,18.194736,5.7460034e-06,23,23,18.194736,460,,,0.8346856,19.984623,20.0,9.528108,78.39373,-2.8581684,78.951805,6.5996785,-2.9608684,-1.8077497,20,20,1.5,-41.578247,18.181805,
9.286365,-4.736842,0.006997932,6.547535,1.5164733e-19,6.3382837772369385,-3.1805418,18.194736,5.277145e-06,24,24,18.194736,480,,,1.2459413,19.984623,20.0,-4.5738835,68.968605,-3.2114053,78.25497,6.352291,-3.003428,-1.547535,20,20,1.5,-37.14084,0.5625979,
3.6433516,2.631579,2.4990537,6.5760036,5.102237e-05,6.587298154830933,-3.166289,18.194736,4.8634165e-06,25,25,18.194736,500,,,0.8827986,19.984623,20.0,2.2131422,74.426285,-2.9786441,78.06963,7.1233845,-3.0439584,-1.5760036,20,20,1.5,-39.400085,7.2592416,
5.0357647,-10.0,4.0850635e-11,6.385473,2.306713e-14,6.829413414001465,-3.1693182,18.194736,4.4965022e-06,26,26,18.194736,520,,,0.7651498,19.984623,20.0,-10.869254,66.982086,-3.0708847,72.01785,10.374045,-2.9879034,-1.3854728,20,20,1.5,-36.022293,1.6222141,
12.790356,0.5263158,5.430494,6.410205,2.497029e-12,7.0770604610443115,-3.1914775,18.194736,4.1695957e-06,27,27,18.194736,540,,,1.1355306,19.984623,20.0,1.3894391,59.131252,-3.4660397,71.92161,5.430494,-3.0256438,-1.4102049,20,20,1.5,-38.07553,7.0532327,
1.0693387,5.7894735,0.016012432,6.2668633,0.068040036,7.35744047164917,-3.1796894,18.194736,3.8770854e-06,28,28,18.194736,560,,,0.98690236,19.984623,20.0,5.3213663,70.456856,-2.9390342,71.52619,7.5461793,-2.8787491,-1.2668633,20,20,1.5,-35.472168,2.3966422,
8.935285,-3.6842105,0.064506456,6.090895,9.171199e-08,7.6134583950042725,-3.181461,18.194736,3.6143113e-06,29,29,18.194736,580,,,1.0874507,19.984623,20.0,-4.080984,62.492916,-3.1421032,71.4282,6.058036,-2.9132688,-1.0908952,20,20,1.5,-31.635956,1.1637741,
6.8558154,-6.8421054,1.4803944e-05,6.130484,0.9586752,7.884346961975098,-3.1735682,18.194736,3.377373e-06,30,30,18.194736,600,,,0.98144656,19.984623,20.0,-6.2434273,62.919147,-2.9763763,69.77496,5.1604834,-2.9449484,-1.1304841,20,20,1.5,-33.91452,7.27857,
0.5684033,10.0,2.6575213e-08,6.1611505,1.8336956e-25,8.24082088470459,-3.169859,18.194736,3.162992e-06,31,31,18.194736,620,,,1.044692,19.984623,20.0,13.518727,68.069046,-2.9992065,68.63745,11.731918,-2.9777377,-1.1611505,20,20,1.5,-35.995667,7.0811443,
11.558325,-1.5789474,1.6494939,5.984091,1.5893224e-20,8.579241275787354,-3.2727008,18.194736,2.9683938e-06,32,32,18.194736,640,,,0.895542,19.984623,20.0,1.3569258,57.06512,-6.3892846,68.62344,4.9136696,-3.0094864,-0.9840908,20,20,1.5,-31.490906,0.4952345,
0.65426576,7.894737,5.8753052e-05,5.875441,0.00042995167,8.867734670639038,-3.2706027,18.194736,2.7912172e-06,33,33,18.194736,660,,,0.7663495,19.984623,20.0,9.788019,66.40757,-3.0710042,67.06184,7.0466247,-2.989996,-0.8754411,20,20,1.5,-28.889557,2.3986542,
6.897385,1.5789474,4.6424704,5.7184772,2.1611143e-06,9.125889778137207,-3.277872,18.194736,2.6294422e-06,34,34,18.194736,680,,,1.244281,19.984623,20.0,3.2973504,58.764103,-3.254821,65.66149,6.0189357,-3.0198472,-0.71847725,20,20,1.5,-24.428223,0.5386727,
8.547888,-5.7894735,0.00039033993,5.593471,7.1294295e-08,9.382520198822021,-3.2710183,18.194736,2.481335e-06,35,35,18.194736,700,,,1.1929024,19.984623,20.0,-7.32438,57.235207,-3.2169254,65.7831,5.9651265,-2.9208434,-0.59347105,20,20,1.5,-20.771484,1.3432753,
5.8205786,-10.0,3.9292042e-11,5.6361117,1.1668134,9.627245426177979,-3.2616034,18.194736,2.3453977e-06,36,36,18.194736,720,,,0.86224484,19.984623,20.0,-9.424313,58.83017,-3.0695562,64.65075,10.225159,-2.949003,-0.63611174,20,20,1.5,-22.900024,7.1285377,
1.8456274,3.6842105,0.7500994,5.6532006,1.6033129e-16,9.892335414886475,-3.2637708,18.194736,2.2203328e-06,37,37,18.194736,740,,,1.0240338,19.984623,20.0,7.012163,62.870033,-3.14031,64.71566,6.78581,-2.976402,-0.6532006,20,20,1.5,-24.168427,6.268388,
6.762822,-7.894737,3.4793567e-07,5.5285935,2.485234e-21,10.169688701629639,-3.264183,18.194736,2.1050107e-06,38,38,18.194736,760,,,0.9913061,19.984623,20.0,-5.729475,56.24075,-3.2617455,63.00357,5.994113,-2.983,-0.52859354,20,20,1.5,-20.086548,0.91812146,
8.129084,-3.6842105,0.07098524,5.5739756,2.1252189,10.44766616821289,-3.2588227,18.194736,1.9984454e-06,39,39,18.194736,780,,,1.0053033,19.984623,20.0,-3.2333527,54.088055,-3.0078578,62.21714,5.850856,-3.0089755,-0.57397556,20,20,1.5,-22.38504,7.2985005,
11.079935,-0.5263158,3.8860316,5.6263614,1.0351952,10.752437829971313,-3.2528014,18.194736,1.8997721e-06,40,40,18.194736,800,,,0.925315,19.984623,20.0,-0.04825872,50.28388,-2.987449,61.363815,5.326006,-3.0324748,-0.62636137,20,20,1.5,-25.054459,7.669417,
0.97442263,6.8421054,0.0012786223,5.931672,0.00012896754,11.030654191970825,-3.2471998,18.194736,1.8082306e-06,41,41,18.194736,820,,,0.99556917,19.984623,20.0,7.06493,59.44107,-2.9189243,60.415493,7.4402194,-2.9644508,-0.9316721,20,20,1.5,-38.198547,18.144085,
0.6943507,10.0,2.6863253e-08,5.813337,0.9571521,11.389256715774536,-3.2472847,18.194736,1.7231492e-06,42,42,18.194736,840,,,1.2746003,19.984623,20.0,10.400645,58.54468,-3.1949742,59.239033,13.207197,-2.9885173,-0.81333685,20,20,1.5,-34.160156,0.96161467,
8.439422,-5.7894735,0.00042761472,5.6896605,4.2373816e-25,11.71970510482788,-3.248308,18.194736,1.6439349e-06,43,43,18.194736,860,,,1.1738243,19.984623,20.0,-5.0999155,50.582554,-3.4525967,59.021976,5.631423,-3.0120478,-0.68966055,20,20,1.5,-29.655396,0.4952345,
1.1631727,4.736842,0.1560953,5.7271442,2.345271e-09,11.99316692352295,-3.2386787,18.194736,1.5700596e-06,44,44,18.194736,880,,,0.904176,19.984623,20.0,4.613396,57.821728,-2.9561589,58.9849,6.8624234,-3.0350273,-0.72714424,20,20,1.5,-31.994354,7.3389587,
10.318586,-1.5789474,1.7245061,5.6274157,0.0012697681,12.286427974700928,-3.2401097,18.194736,1.5010545e-06,45,45,18.194736,900,,,0.81820077,19.984623,20.0,-3.6421962,48.70613,-3.176621,59.02472,4.9778337,-3.0539587,-0.62741566,20,20,1.5,-28.233704,1.2393336,
6.4065948,1.5789474,4.72908,5.6651525,0.012629049,12.587935209274292,-3.239444,18.194736,1.4365008e-06,46,46,18.194736,920,,,1.0677905,19.984623,20.0,3.028862,51.823,-3.010502,58.229595,5.924656,-3.0383313,-0.66515255,20,20,1.5,-30.597015,7.363333,
5.3503437,-10.0,3.9805208e-11,5.573479,2.5577023e-16,12.899141073226929,-3.2367866,18.194736,1.3760232e-06,47,47,18.194736,940,,,0.8022733,19.984623,20.0,-8.63327,52.627422,-3.1446476,57.977768,10.186966,-2.9619796,-0.5734792,20,20,1.5,-26.953522,1.3564947,
8.825465,-3.6842105,0.06916739,5.6011615,0.026072605,13.279708623886108,-3.2394218,18.194736,1.3192863e-06,48,48,18.194736,960,,,1.1117904,19.984623,20.0,-4.9736357,48.47034,-3.1204643,57.295807,5.631731,-2.983033,-0.6011615,20,20,1.5,-28.855743,6.902233,
6.5793986,-7.894737,3.5468508e-07,5.6303024,0.7865534,13.568901300430298,-3.2325807,18.194736,1.2659872e-06,49,49,18.194736,980,,,0.9586854,19.984623,20.0,-10.629161,50.1552,-2.9804935,56.7346,6.0326533,-3.0022123,-0.6303024,20,20,1.5,-30.884827,7.0290914,
0.75532323,7.894737,6.0688988e-05,5.62876,6.580959e-33,13.894162654876709,-3.238838,18.194736,1.2158541e-06,50,50,18.194736,1000,,,0.90777415,19.984623,20.0,6.836123,54.157204,-3.47545,54.912525,7.0318975,-3.0224152,-0.62875986,20,20,1.5,-31.437988,5.5531454,
10.488464,-0.5263158,3.9240735,5.537721,3.8748567e-05,14.191846370697021,-3.240678,18.194736,1.168641e-06,51,51,18.194736,1020,,,0.8474261,19.984623,20.0,0.22827917,44.321865,-3.2116532,54.81033,5.1730604,-3.0422165,-0.53772116,20,20,1.5,-27.423767,0.9857712,
8.567413,-5.7894735,0.00041724916,5.7026925,0.0016146031,14.472524881362915,-3.2382886,18.194736,1.1241256e-06,52,52,18.194736,1040,,,1.1918176,19.984623,20.0,-5.0493827,46.009266,-2.9431477,54.57668,5.5179634,-2.9875085,-0.7026925,20,20,1.5,-36.54001,14.116245,
3.4073014,2.631579,2.407292,5.7292433,1.0321915e-05,14.743880987167358,-3.2299614,18.194736,1.082106e-06,53,53,18.194736,1060,,,1.0487497,19.984623,20.0,2.6575336,50.797638,-2.9536462,54.20494,6.686673,-3.0065486,-0.7292433,20,20,1.5,-38.649902,7.10987,
5.718661,-10.0,4.0562356e-11,5.6495676,2.0892178e-15,15.012852430343628,-3.2277725,18.194736,1.0423989e-06,54,54,18.194736,1080,,,0.8811606,19.984623,20.0,-10.348545,47.911495,-3.125336,53.630157,9.462482,-2.9808214,-0.6495676,20,20,1.5,-35.07666,1.4267523,
7.9338017,-2.631579,0.43333763,5.6578546,1.3119121e-05,15.386955261230469,-3.232308,18.194736,1.0048382e-06,55,55,18.194736,1100,,,0.82782966,19.984623,20.0,-0.84514976,45.625576,-3.316646,53.55938,5.4110055,-2.9991705,-0.65785456,20,20,1.5,-36.182007,6.1053452,
10.497691,0.5263158,5.3426805,5.8816247,3.2854376,15.686634540557861,-3.2302623,18.194736,9.692714e-07,56,56,18.194736,1120,,,1.049159,19.984623,20.0,-2.0556207,43.289856,-2.9318852,53.787548,5.3426805,-3.0093412,-0.8816247,20,20,1.5,-49.37097,18.188993,
0.64360416,10.0,2.5486742e-08,6.0856547,4.710831e-14,15.975210905075073,-3.224695,18.194736,9.355603e-07,57,57,18.194736,1140,,,1.1819263,19.984623,20.0,12.038869,52.69633,-2.9354,53.339935,13.590956,-2.9359167,-1.0856547,20,20,1.5,-61.882324,17.511335,
1.2642086,4.736842,0.14384665,5.989268,0.00019050427,16.27970051765442,-3.2468188,18.194736,9.035778e-07,58,58,18.194736,1160,,,0.9925087,19.984623,20.0,5.339294,51.992374,-4.607366,53.256584,7.4803567,-2.9533083,-0.9892678,20,20,1.5,-57.377533,0.4952345,
11.11429,-1.5789474,1.5823449,5.9072495,0.00016710536,16.551899433135986,-3.2477355,18.194736,8.7320757e-07,59,59,18.194736,1180,,,0.8395228,19.984623,20.0,0.4497019,41.401733,-3.263533,52.51602,4.928264,-2.9679258,-0.90724945,20,20,1.5,-53.52771,1.1501735,
9.018657,-4.736842,0.006688927,5.9891634,0.012663398,16.881495714187622,-3.2453928,18.194736,8.443433e-07,60,60,18.194736,1200,,,1.2022237,19.984623,20.0,-4.3687243,43.16341,-2.9331954,52.182068,5.5470114,-2.9582667,-0.9891634,20,20,1.5,-59.349792,10.822082,
5.852763,-7.894737,3.4505456e-07,6.006314,0.32390168,17.21442937850952,-3.2379653,18.194736,8.168867e-07,61,61,18.194736,1220,,,0.8616971,19.984623,20.0,-5.1559396,45.825806,-2.9599245,51.67857,6.116937,-2.9746845,-1.0063138,20,20,1.5,-61.38513,7.0353413,
10.464595,0.5263158,5.245294,6.0256166,0.003999111,17.490142107009888,-3.236307,18.194736,7.90748e-07,62,62,18.194736,1240,,,1.0380107,19.984623,20.0,-0.8849212,40.61792,-2.977837,51.082516,5.245294,-2.990945,-1.0256166,20,20,1.5,-63.588226,7.2030954,
1.0204245,6.8421054,0.0012300626,6.2187176,8.096473e-06,17.82385778427124,-3.2302418,18.194736,7.658441e-07,63,63,18.194736,1260,,,1.0241957,19.984623,20.0,8.121733,49.986645,-2.8685305,51.00707,7.655291,-2.9257329,-1.2187176,20,20,1.5,-76.779205,18.19097,
9.71703,-2.631579,0.40903804,6.1339097,4.8924087e-11,18.13103222846985,-3.231226,18.194736,7.4209845e-07,64,64,18.194736,1280,,,0.9092579,19.984623,20.0,-2.093419,41.016193,-3.2800293,50.733223,5.0698957,-2.9414616,-1.1339097,20,20,1.5,-72.57022,0.7910061,
13.047843,-0.5263158,3.580522,6.303958,2.7542224,18.419973373413086,-3.2274683,18.194736,7.194404e-07,65,65,18.194736,1300,,,0.97311825,19.984623,20.0,-0.092919886,37.52685,-2.883275,50.574696,4.588521,-2.950595,-1.3039579,20,20,1.5,-84.75726,17.187052,
5.6064324,-10.0,3.7873808e-11,6.484007,1.523218e-09,18.749324798583984,-3.2221754,18.194736,6.978043e-07,66,66,18.194736,1320,,,0.8710232,19.984623,20.0,-11.5153265,44.596237,-2.8331227,50.20267,9.707821,-2.912241,-1.4840069,20,20,1.5,-97.94446,18.18722,
9.3459835,-4.736842,0.0064848308,6.4855704,0.0005269413,19.158295392990112,-3.2360528,18.194736,6.771298e-07,67,67,18.194736,1340,,,1.2311875,19.984623,20.0,-2.0844004,40.53524,-3.9866157,49.881226,5.4353356,-2.927279,-1.4855704,20,20,1.5,-99.5332,6.5887423,
13.398346,-1.5789474,1.5418444,6.6364937,4.4396853,19.501538276672363,-3.227765,18.194736,6.5736054e-07,68,68,18.194736,1360,,,0.9539842,19.984623,20.0,0.35027826,36.822594,-2.871761,50.22094,4.462041,-2.9419973,-1.6364937,20,20,1.5,-111.281555,16.74832,
3.5668106,2.631579,2.2392225,6.713446,1.494477,19.79726505279541,-3.2236328,18.194736,6.3844476e-07,69,69,18.194736,1380,,,0.99027824,19.984623,20.0,4.5545554,46.0061,-2.882698,49.57291,6.826204,-2.934175,-1.7134461,20,20,1.5,-118.22778,11.946242,
0.6693561,10.0,2.4999792e-08,6.6351643,0.010100022,20.138261556625366,-3.225488,18.194736,6.2033376e-07,70,70,18.194736,1400,,,1.2207254,19.984623,20.0,9.791709,48.807354,-3.3187122,49.47671,13.47515,-2.916627,-1.6351643,20,20,1.5,-114.46149,1.2336954,
13.987472,-0.5263158,3.510383,6.549293,4.363568e-10,20.429601192474365,-3.2262912,18.194736,6.029826e-07,71,71,18.194736,1420,,,1.0218599,19.984623,20.0,0.517336,35.061626,-3.4299815,49.0491,4.4335537,-2.9308114,-1.549293,20,20,1.5,-109.99982,0.5383284,
1.1843733,5.7894735,0.01629984,6.589311,0.009729913,20.723356246948242,-3.2212625,18.194736,5.863494e-07,72,72,18.194736,1440,,,1.0778487,19.984623,20.0,5.233928,47.511436,-2.8686168,48.69581,7.6706924,-2.896539,-1.5893111,20,20,1.5,-114.43039,9.430583,
6.2156115,-6.8421054,1.429702e-05,6.514976,6.0037004e-14,21.02779245376587,-3.2215714,18.194736,5.703951e-07,73,73,18.194736,1460,,,0.8828058,19.984623,20.0,-6.633461,42.011856,-3.2873816,48.227467,5.9499874,-2.910106,-1.514976,20,20,1.5,-110.59326,1.1628577,
5.844471,-10.0,3.831075e-11,6.524192,0.4581522,21.354950189590454,-3.2212088,18.194736,5.550832e-07,74,74,18.194736,1480,,,0.9041548,19.984623,20.0,-7.964037,42.096096,-3.0624242,47.940567,9.484316,-2.9237115,-1.5241919,20,20,1.5,-112.79019,7.196943,
9.228453,-3.6842105,0.06606447,6.5287004,0.10150345,21.62995982170105,-3.221436,18.194736,5.4037963e-07,75,75,18.194736,1500,,,1.0336808,19.984623,20.0,-3.2022977,38.707005,-3.1071658,47.935455,5.2514176,-2.9371345,-1.5287004,20,20,1.5,-114.65253,6.862357,
11.556274,0.5263158,5.032343,6.5445485,0.22145689,21.924250841140747,-3.2170837,18.194736,5.262527e-07,76,76,18.194736,1520,,,1.0720018,19.984623,20.0,0.83858943,36.249523,-2.906334,47.805798,5.032343,-2.9494994,-1.5445485,20,20,1.5,-117.38568,7.733146,
0.7688189,7.894737,5.361365e-05,6.5314107,7.6734825e-05,22.24644112586975,-3.2124581,18.194736,5.126726e-07,77,77,18.194736,1540,,,0.9165624,19.984623,20.0,6.732633,46.62344,-2.9135191,47.392258,7.7590976,-2.8984563,-1.5314107,20,20,1.5,-117.91864,5.5329504,
1.845861,3.6842105,0.7028636,6.460181,0.90687996,22.57323169708252,-3.2148235,18.194736,4.9961136e-07,78,78,18.194736,1560,,,0.9832254,19.984623,20.0,3.9799917,45.406403,-3.2917426,47.252262,6.8946447,-2.911359,-1.4601812,20,20,1.5,-113.894135,0.9755049,
5.7300463,-7.894737,3.2510383e-07,6.395002,1.6988995e-13,22.965943813323975,-3.2158303,18.194736,4.8704305e-07,79,79,18.194736,1580,,,0.8383132,19.984623,20.0,-7.1924,41.214607,-3.2561455,46.944653,6.2485113,-2.9151273,-1.3950019,20,20,1.5,-110.20514,1.3109857,
8.016255,-5.7894735,0.00039302808,6.4030733,3.7390785,23.284106016159058,-3.216352,18.194736,4.7494302e-07,80,80,18.194736,1600,,,1.1056882,19.984623,20.0,-8.942888,38.71729,-3.0806212,46.733543,5.629113,-2.9277062,-1.4030733,20,20,1.5,-112.24585,7.0407386,
12.274899,-1.5789474,1.5389584,6.397435,3.5832534e-05,23.587473154067993,-3.2143478,18.194736,4.6328847e-07,81,81,18.194736,1620,,,0.912989,19.984623,20.0,-2.1847994,34.33898,-3.138331,46.61388,4.5631847,-2.9401238,-1.3974352,20,20,1.5,-113.19226,5.946364,
6.9520354,1.5789474,4.258734,6.438483,0.19931176,23.90756916999817,-3.2112107,18.194736,4.5205766e-07,82,82,18.194736,1640,,,1.0206405,19.984623,20.0,3.6305938,38.96809,-2.8594723,45.920124,5.662778,-2.9335725,-1.4384832,20,20,1.5,-117.95563,9.763384,
0.62872547,10.0,2.4466456e-08,6.3768964,0.0008368506,24.244758129119873,-3.211684,18.194736,4.4123027e-07,83,83,18.194736,1660,,,1.1413765,19.984623,20.0,7.5557685,45.311546,-3.2539465,45.940273,13.368437,-2.895062,-1.3768964,20,20,1.5,-114.28241,1.3267971,
10.283007,-2.631579,0.3951971,6.311765,7.213462e-10,24.548439979553223,-3.2121723,18.194736,4.307873e-07,84,84,18.194736,1680,,,0.9215431,19.984623,20.0,-1.4754784,35.50091,-3.3371773,45.78392,4.789634,-2.907038,-1.3117652,20,20,1.5,-110.18829,0.9058606,
5.749655,-10.0,3.7947274e-11,6.451229,4.2740328e-07,24.87375283241272,-3.2084622,18.194736,4.2071085e-07,85,85,18.194736,1700,,,0.89140254,19.984623,20.0,-10.6937275,39.82673,-2.8071907,45.576385,9.557039,-2.9141788,-1.4512291,20,20,1.5,-123.35449,18.166237,
13.269528,-0.5263158,3.4930968,6.447501,9.409277e-10,25.19645929336548,-3.2135978,18.194736,4.1098372e-07,86,86,18.194736,1720,,,1.009544,19.984623,20.0,-1.3533816,32.25262,-3.5127506,45.52215,4.4076705,-2.925875,-1.4475012,20,20,1.5,-124.48511,6.130593,
1.4508854,4.736842,0.13605522,6.5823975,0.0011330862,25.50412082672119,-3.2087095,18.194736,4.015901e-07,87,87,18.194736,1740,,,1.1426332,19.984623,20.0,3.5769632,43.886986,-2.7839997,45.33787,7.6622753,-2.8976214,-1.5823975,20,20,1.5,-137.66858,18.183441,
9.158904,-3.6842105,0.06413461,6.522613,5.575453e-05,25.843308448791504,-3.2078414,18.194736,3.925149e-07,88,88,18.194736,1760,,,1.0035297,19.984623,20.0,-5.2852783,35.792507,-3.2464402,44.951412,5.1892667,-2.9074876,-1.522613,20,20,1.5,-133.98993,1.3213598,
6.0085077,-7.894737,3.2605828e-07,6.5305314,1.2087752,26.16939616203308,-3.2059343,18.194736,3.8374395e-07,89,89,18.194736,1780,,,0.88568544,19.984623,20.0,-9.200561,38.782356,-3.027183,44.790863,6.1760526,-2.9180586,-1.5305314,20,20,1.5,-136.21729,7.227333,
