InvPendulum_std0_higher,NumTrainableParams,Iteration,InvPendulum_mu3_higher,InvPendulum_mu2_higher,NumTrajectories,MinEpLen,InvPendulum_std3_higher,ReturnMean,InvPendulum_std1_higher,AvgEpLen,InvPendulum_std2_higher,TimestepsSoFar,InvPendulum_mu0_higher,TimeElapsed,InvPendulum_mu1_higher,ActionIn1
0.14999999,,151,-0.10712334,0.0034825685,151,14,0.14999999,-157.2699,0.14999999,128.60927152317882,0.14999999,19420,-0.18568558,10.646504163742065,-0.11102458,-0.45372495
0.14999999,,152,-0.10712334,0.0034825685,152,14,0.14999999,-156.90663,0.14999999,127.92105263157895,0.14999999,19444,-0.18568558,10.661744594573975,-0.11102458,-0.36360598
0.14999999,,153,-0.10712334,0.0034825685,153,14,0.14999999,-156.5949,0.14999999,127.24183006535948,0.14999999,19468,-0.18568558,10.677708625793457,-0.11102458,-0.37279963
0.14999999,,154,-0.10712334,0.0034825685,154,14,0.14999999,-156.321,0.14999999,126.66883116883118,0.14999999,19507,-0.18568558,10.701913356781006,-0.11102458,-0.06965295
0.14999999,,155,-0.10712334,0.0034825685,155,14,0.14999999,-156.02267,0.14999999,126.18064516129033,0.14999999,19558,-0.18568558,10.731398820877075,-0.11102458,-0.3388874
0.14999999,,156,-0.10712334,0.0034825685,156,14,0.14999999,-155.32124,0.14999999,128.57692307692307,0.14999999,20058,-0.18568558,10.996598720550537,-0.11102458,-0.45507118
0.14999999,,157,-0.10712334,0.0034825685,157,14,0.14999999,-154.98743,0.14999999,127.87898089171975,0.14999999,20077,-0.18568558,11.009713888168335,-0.11102458,-0.56684124
0.14999999,,158,-0.10712334,0.0034825685,158,14,0.14999999,-154.70967,0.14999999,127.72151898734177,0.14999999,20180,-0.18568558,11.073446035385132,-0.11102458,-0.5079744
0.14999999,,159,-0.10712334,0.0034825685,159,14,0.14999999,-155.25978,0.14999999,130.06289308176102,0.14999999,20680,-0.18568558,11.348820924758911,-0.11102458,-0.58969474
0.14999999,,160,-0.10712334,0.0034825685,160,14,0.14999999,-155.24449,0.14999999,129.69375,0.14999999,20751,-0.18568558,11.390689373016357,-0.11102458,-0.6674082
0.14999999,,161,-0.10712334,0.0034825685,161,14,0.14999999,-154.96768,0.14999999,131.9937888198758,0.14999999,21251,-0.18568558,11.646416902542114,-0.11102458,-0.6281823
0.14999999,,162,-0.10712334,0.0034825685,162,14,0.14999999,-154.66168,0.14999999,131.28395061728395,0.14999999,21268,-0.18568558,11.657245397567749,-0.11102458,-0.33797178
0.14999999,,163,-0.10712334,0.0034825685,163,14,0.14999999,-154.37277,0.14999999,130.58282208588957,0.14999999,21285,-0.18568558,11.669187068939209,-0.11102458,-0.6912658
0.14999999,,164,-0.10712334,0.0034825685,164,14,0.14999999,-154.07799,0.14999999,129.9268292682927,0.14999999,21308,-0.18568558,11.685185670852661,-0.11102458,-0.03260669
0.14999999,,165,-0.10712334,0.0034825685,165,14,0.14999999,-153.85599,0.14999999,129.2969696969697,0.14999999,21334,-0.18568558,11.701180934906006,-0.11102458,-0.18822879
0.14999999,,166,-0.10712334,0.0034825685,166,14,0.14999999,-154.11528,0.14999999,129.18072289156626,0.14999999,21444,-0.18568558,11.761515378952026,-0.11102458,-0.4367261
0.14999999,,167,-0.10712334,0.0034825685,167,14,0.14999999,-153.7852,0.14999999,128.8622754491018,0.14999999,21520,-0.18568558,11.806475400924683,-0.11102458,-0.13523856
0.14999999,,168,-0.10712334,0.0034825685,168,14,0.14999999,-155.8291,0.14999999,131.07142857142858,0.14999999,22020,-0.18568558,12.06354570388794,-0.11102458,-0.18986145
0.14999999,,169,-0.10712334,0.0034825685,169,14,0.14999999,-157.84633,0.14999999,133.25443786982248,0.14999999,22520,-0.18568558,12.319995880126953,-0.11102458,-0.63001144
0.14999999,,170,-0.10712334,0.0034825685,170,14,0.14999999,-157.53932,0.14999999,132.74117647058824,0.14999999,22566,-0.18568558,12.347513198852539,-0.11102458,-0.5078306
0.14999999,,171,-0.10712334,0.0034825685,171,14,0.14999999,-157.35031,0.14999999,132.140350877193,0.14999999,22596,-0.18568558,12.36634349822998,-0.11102458,-0.44678563
0.14999999,,172,-0.10712334,0.0034825685,172,14,0.14999999,-157.04358,0.14999999,131.51162790697674,0.14999999,22620,-0.18568558,12.382478475570679,-0.11102458,-0.49888808
0.14999999,,173,-0.10712334,0.0034825685,173,14,0.14999999,-156.74643,0.14999999,130.83236994219652,0.14999999,22634,-0.18568558,12.392355918884277,-0.11102458,-1.1024718
0.14999999,,174,-0.10712334,0.0034825685,174,14,0.14999999,-156.49661,0.14999999,130.4022988505747,0.14999999,22690,-0.18568558,12.42449164390564,-0.11102458,-0.04530751
0.14999999,,175,-0.10712334,0.0034825685,175,14,0.14999999,-156.34511,0.14999999,129.86857142857144,0.14999999,22727,-0.18568558,12.448183536529541,-0.11102458,-0.5322227
0.14999999,,176,-0.10712334,0.0034825685,176,14,0.14999999,-156.0158,0.14999999,131.9715909090909,0.14999999,23227,-0.18568558,12.708074569702148,-0.11102458,-0.68921775
0.14999999,,177,-0.10712334,0.0034825685,177,14,0.14999999,-157.84334,0.14999999,134.05084745762713,0.14999999,23727,-0.18568558,12.965439558029175,-0.11102458,-0.019232497
0.14999999,,178,-0.10712334,0.0034825685,178,14,0.14999999,-157.83173,0.14999999,133.61797752808988,0.14999999,23784,-0.18568558,12.99930715560913,-0.11102458,-0.41117072
0.14999999,,179,-0.10712334,0.0034825685,179,14,0.14999999,-157.65495,0.14999999,133.0614525139665,0.14999999,23818,-0.18568558,13.019277811050415,-0.11102458,-0.07291743
0.14999999,,180,-0.10712334,0.0034825685,180,14,0.14999999,-157.37932,0.14999999,132.42777777777778,0.14999999,23837,-0.18568558,13.03235936164856,-0.11102458,-0.8800985
0.14999999,,181,-0.10712334,0.0034825685,181,14,0.14999999,-157.06636,0.14999999,131.98342541436463,0.14999999,23889,-0.18568558,13.063111782073975,-0.11102458,-0.19481125
0.14999999,,182,-0.10712334,0.0034825685,182,14,0.14999999,-156.77658,0.14999999,131.36813186813185,0.14999999,23909,-0.18568558,13.07580828666687,-0.11102458,-0.17342499
0.14999999,,183,-0.10712334,0.0034825685,183,14,0.14999999,-156.92145,0.14999999,131.15300546448088,0.14999999,24001,-0.18568558,13.128251552581787,-0.11102458,-0.521138
0.14999999,,184,-0.10712334,0.0034825685,184,14,0.14999999,-158.77559,0.14999999,133.1576086956522,0.14999999,24501,-0.18568558,13.383042097091675,-0.11102458,-0.43762237
0.14999999,,185,-0.10712334,0.0034825685,185,14,0.14999999,-158.59644,0.14999999,132.63783783783785,0.14999999,24538,-0.18568558,13.406031847000122,-0.11102458,-0.4509864
0.14999999,,186,-0.10712334,0.0034825685,186,14,0.14999999,-158.30301,0.14999999,132.01075268817203,0.14999999,24554,-0.18568558,13.418192386627197,-0.11102458,-0.6932671
0.14999999,,187,-0.10712334,0.0034825685,187,14,0.14999999,-158.02348,0.14999999,131.41176470588235,0.14999999,24574,-0.18568558,13.43081283569336,-0.11102458,-0.15272717
0.14999999,,188,-0.10712334,0.0034825685,188,14,0.14999999,-157.77826,0.14999999,130.86170212765958,0.14999999,24602,-0.18568558,13.448791980743408,-0.11102458,-0.4719271
0.14999999,,189,-0.10712334,0.0034825685,189,14,0.14999999,-157.54517,0.14999999,130.2804232804233,0.14999999,24623,-0.18568558,13.46242618560791,-0.11102458,-0.6526403
0.14999999,,190,-0.10712334,0.0034825685,190,14,0.14999999,-157.77783,0.14999999,132.2263157894737,0.14999999,25123,-0.18568558,13.718131065368652,-0.11102458,-0.47843355
0.14999999,,191,-0.10712334,0.0034825685,191,14,0.14999999,-157.4989,0.14999999,131.62303664921467,0.14999999,25140,-0.18568558,13.729787588119507,-0.11102458,-0.6802642
0.14999999,,192,-0.10712334,0.0034825685,192,14,0.14999999,-157.23137,0.14999999,131.40625,0.14999999,25230,-0.18568558,13.782455205917358,-0.11102458,-0.23951139
0.14999999,,193,-0.10712334,0.0034825685,193,14,0.14999999,-158.16336,0.14999999,131.96373056994818,0.14999999,25469,-0.18568558,13.908374547958374,-0.11102458,0.042290628
0.14999999,,194,-0.10712334,0.0034825685,194,14,0.14999999,-157.95326,0.14999999,131.39175257731958,0.14999999,25490,-0.18568558,13.922122240066528,-0.11102458,-0.71274865
0.14999999,,195,-0.10712334,0.0034825685,195,14,0.14999999,-157.67947,0.14999999,130.84615384615384,0.14999999,25515,-0.18568558,13.93976902961731,-0.11102458,-0.046101578
0.14999999,,196,-0.10712334,0.0034825685,196,14,0.14999999,-157.47034,0.14999999,130.3673469387755,0.14999999,25552,-0.18568558,13.974196672439575,-0.11102458,0.09471387
0.14999999,,197,-0.10712334,0.0034825685,197,14,0.14999999,-157.30377,0.14999999,129.8477157360406,0.14999999,25580,-0.18568558,14.019441366195679,-0.11102458,-0.71928346
0.14999999,,198,-0.10712334,0.0034825685,198,14,0.14999999,-158.94464,0.14999999,131.7171717171717,0.14999999,26080,-0.18568558,14.288170576095581,-0.11102458,-0.46258396
0.14999999,,199,-0.10712334,0.0034825685,199,14,0.14999999,-158.6726,0.14999999,131.17587939698493,0.14999999,26104,-0.18568558,14.303560018539429,-0.11102458,-0.4923569
0.14999999,,200,-0.10712334,0.0034825685,200,14,0.14999999,-158.43701,0.14999999,130.62,0.14999999,26124,-0.18568558,14.317916631698608,-0.11102458,-0.20615423
0.14999999,,201,-0.10712334,0.0034825685,201,14,0.14999999,-158.30608,0.14999999,130.53731343283582,0.14999999,26238,-0.18568558,14.381560802459717,-0.11102458,-0.42919064
0.14999999,,202,-0.10712334,0.0034825685,202,14,0.14999999,-158.04138,0.14999999,129.990099009901,0.14999999,26258,-0.18568558,14.394532442092896,-0.11102458,-0.38377047
0.14999999,,203,-0.10712334,0.0034825685,203,14,0.14999999,-157.7781,0.14999999,129.42857142857142,0.14999999,26274,-0.18568558,14.40528154373169,-0.11102458,-0.39035642
0.14999999,,204,-0.10712334,0.0034825685,204,14,0.14999999,-157.54604,0.14999999,128.88235294117646,0.14999999,26292,-0.18568558,14.418809175491333,-0.11102458,0.12467492
0.14999999,,205,-0.10712334,0.0034825685,205,14,0.14999999,-157.36609,0.14999999,128.3658536585366,0.14999999,26315,-0.18568558,14.433390140533447,-0.11102458,-0.5338764
0.14999999,,206,-0.10712334,0.0034825685,206,14,0.14999999,-157.15054,0.14999999,127.8252427184466,0.14999999,26332,-0.18568558,14.447840929031372,-0.11102458,-0.63480675
0.14999999,,207,-0.10712334,0.0034825685,207,14,0.14999999,-156.85938,0.14999999,127.58937198067633,0.14999999,26411,-0.18568558,14.492395162582397,-0.11102458,-0.51612204
0.14999999,,208,-0.10712334,0.0034825685,208,14,0.14999999,-156.57764,0.14999999,127.65865384615384,0.14999999,26553,-0.18568558,14.56912612915039,-0.11102458,-0.2931144
0.14999999,,209,-0.10712334,0.0034825685,209,14,0.14999999,-158.16989,0.14999999,129.44019138755982,0.14999999,27053,-0.18568558,14.829535007476807,-0.11102458,-0.068989486
0.14999999,,210,-0.10712334,0.0034825685,210,14,0.14999999,-157.91763,0.14999999,128.9,0.14999999,27069,-0.18568558,14.841370105743408,-0.11102458,-0.39350277
0.14999999,,211,-0.10712334,0.0034825685,211,14,0.14999999,-157.58028,0.14999999,128.72511848341233,0.14999999,27161,-0.18568558,14.893025875091553,-0.11102458,-0.17215759
0.14999999,,212,-0.10712334,0.0034825685,212,14,0.14999999,-157.352,0.14999999,128.21698113207546,0.14999999,27182,-0.18568558,14.90700364112854,-0.11102458,-1.0168765
0.14999999,,213,-0.10712334,0.0034825685,213,14,0.14999999,-157.15889,0.14999999,127.81220657276995,0.14999999,27224,-0.18568558,14.931878805160522,-0.11102458,0.4598432
0.14999999,,214,-0.10712334,0.0034825685,214,14,0.14999999,-156.98302,0.14999999,127.34579439252336,0.14999999,27252,-0.18568558,14.949534177780151,-0.11102458,-0.90934396
0.14999999,,215,-0.10712334,0.0034825685,215,14,0.14999999,-157.18518,0.14999999,129.07906976744187,0.14999999,27752,-0.18568558,15.208991050720215,-0.11102458,-0.110982805
0.14999999,,216,-0.10712334,0.0034825685,216,14,0.14999999,-158.7475,0.14999999,130.7962962962963,0.14999999,28252,-0.18568558,15.463477373123169,-0.11102458,-0.6730364
0.14999999,,217,-0.10712334,0.0034825685,217,14,0.14999999,-158.52654,0.14999999,130.30875576036865,0.14999999,28277,-0.18568558,15.486634731292725,-0.11102458,-0.17368856
0.14999999,,218,-0.10712334,0.0034825685,218,14,0.14999999,-158.73836,0.14999999,130.21100917431193,0.14999999,28386,-0.18568558,15.54810380935669,-0.11102458,-0.82280326
0.14999999,,219,-0.10712334,0.0034825685,219,14,0.14999999,-158.54698,0.14999999,129.73059360730593,0.14999999,28411,-0.18568558,15.564337015151978,-0.11102458,-0.74565244
0.14999999,,220,-0.10712334,0.0034825685,220,14,0.14999999,-158.25821,0.14999999,131.41363636363636,0.14999999,28911,-0.18568558,15.821266889572144,-0.11102458,-0.89960253
