MinEpLen,Iteration,TimestepsSoFar,LQGsigma_higher,NumTrajectories,ReturnMean,AvgEpLen,TimeElapsed,NumTrainableParams,LQGmu1_actor,LQGmu1_higher
20,297,5940,0.14999999,297,0.045832198,20.0,2.859689235687256,,-0.7118627,-0.65
20,298,5960,0.14999999,298,0.045831576,20.0,2.8725688457489014,,-0.53137016,-0.65
20,299,5980,0.14999999,299,0.045831617,20.0,2.885819435119629,,-0.8431419,-0.65
20,300,6000,0.14999999,300,0.045831684,20.0,2.897848129272461,,-0.58640933,-0.65
20,301,6020,0.14999999,301,0.045831755,20.0,2.9102401733398438,,-0.5932351,-0.65
20,302,6040,0.14999999,302,0.045831818,20.0,2.922329902648926,,-0.36807457,-0.65
20,303,6060,0.14999999,303,0.045831885,20.0,2.934356689453125,,-0.5720622,-0.65
20,304,6080,0.14999999,304,0.045831956,20.0,2.947484016418457,,-0.6052176,-0.65
20,305,6100,0.14999999,305,0.04583201,20.0,2.959120273590088,,-0.53771055,-0.65
20,306,6120,0.14999999,306,0.04583205,20.0,2.9743709564208984,,-0.6200952,-0.65
20,307,6140,0.14999999,307,0.04583207,20.0,2.9863760471343994,,-0.5596396,-0.65
20,308,6160,0.14999999,308,0.04583207,20.0,2.998408794403076,,-0.6032635,-0.65
20,309,6180,0.14999999,309,0.04583203,20.0,3.0126352310180664,,-0.44079977,-0.65
20,310,6200,0.14999999,310,0.045832105,20.0,3.0465052127838135,,-0.8114403,-0.65
20,311,6220,0.14999999,311,0.04583217,20.0,3.0608553886413574,,-0.75267655,-0.65
20,312,6240,0.14999999,312,0.045832165,20.0,3.06952166557312,,-0.4476167,-0.65
20,313,6260,0.14999999,313,0.04583223,20.0,3.077871561050415,,-0.76081616,-0.65
20,314,6280,0.14999999,314,0.045832194,20.0,3.085114002227783,,-0.7161387,-0.65
