BoundBonus,ReturnMax,MountainCar_mu0_higher,BoundMISE,DenMISELogLast,TimestepsSoFar,MountainCar_std1_higher,IWMax,MountainCar_mu1_higher,DenMISELogFirst,AvgEpLen,Regret/t,IWFirstEpisode,Iteration,MinEpLen,Bound,ActionIn1,TimeElapsed,Delta,ReturnLastEpisode,IWMin,IWLastEpisode,ReturnAbsMax,NumTrajectories,GridSize,ReturnMin,IWMean,ReturnMean,NumTrainableParams,DenMISEMeanLog,Regret,ReturnStepMax,MountainCar_std0_higher
5911.077,1.1898721,-1.0,-0.033175405,-3.7677212,5319,3.0,0.2056207,,-3.957652,483.54545454545456,7.591466,1.997536e-21,11,386,5911.044,1.2466558,2.504796028137207,0.00010048381,1.1898721,,1.9024124e-13,8.61979,11,9,-8.61979,0.019238956,-2.5914662,,-3.8330765,83.50613,98.147995,0.14999999
5961.5093,1.1898721,1.0,-0.18658967,-3.7803802,5819,3.0,0.45017448,,-4.0446634,484.9166666666667,7.517379,0.08391195,12,386,5961.3228,3.5280132,2.6596789360046387,8.443432e-05,-1.7024181,,4.78866e-36,8.61979,12,9,-8.61979,0.05298085,-2.5173788,,-3.9068565,90.20854,98.147995,0.14999999
1680.4176,1.1898721,,-0.05093406,-3.8825135,6319,3.0,6.009598,,-4.117738,486.0769230769231,7.651143,0.06512957,13,386,1680.3667,0.7060889,2.821154832839966,7.1944036e-05,-4.25631,,1.6413379e-08,8.61979,13,9,-8.61979,0.4788359,-2.651143,,-3.97485,99.46486,98.147995,0.14999999
46.885193,1.1898721,,0.93775815,-3.7308986,6819,3.0,13.759663,10.0,-4.186848,487.07142857142856,7.4633102,6.571833e-05,14,386,47.822952,12.471195,2.993880033493042,6.203337e-05,-0.021485278,,0.09420545,8.61979,14,9,-8.61979,0.98956996,-2.4633102,,-3.9979198,104.48634,98.147995,0.14999999
52.32255,9.55166,,-0.060372334,-3.4393811,7049,3.0,6.928489,-10.0,-4.2558365,469.93333333333334,6.662312,0.0011867656,15,230,52.26218,-13.460333,3.0998146533966064,5.403797e-05,9.55166,,6.3209156e-12,9.55166,15,9,-8.61979,0.46366453,-1.6623122,,-3.9789946,99.934685,98.147995,0.14999999
52.64453,9.55166,,-0.04150661,-6.676119,7549,3.0,13.870689,,-4.320296,471.8125,6.5808554,0.07975318,16,230,52.603024,4.0043325,3.285229444503784,4.74943e-05,-0.35900056,,0.0004467977,9.55166,16,9,-8.61979,1.0940561,-1.5808553,,-4.184226,105.293686,98.147995,0.14999999
52.98366,9.55166,-1.0,-1.3744569,-4.170006,8049,3.0,15.615539,,-4.3759484,473.47058823529414,6.4943376,3.0349992e-21,17,230,51.609203,0.10827291,3.4427602291107178,4.2071075e-05,-0.11005717,,2.2757303e-13,9.55166,17,9,-8.61979,0.9374568,-1.4943377,,-4.1915703,110.40374,98.147995,0.14999999
53.283367,9.55166,1.0,-3.5364637,-3.832061,8549,3.0,15.843506,,-4.433107,474.94444444444446,6.5434422,0.12374357,18,230,49.746902,7.0955114,3.622981071472168,3.7526363e-05,-2.3782163,,,9.55166,18,9,-8.61979,0.9316703,-1.5434421,,-4.188341,117.78196,98.147995,0.14999999
39.483658,9.55166,,5.3530183,-6.392681,9049,3.0,9.497689,10.0,-4.480323,476.2631578947368,6.986248,8.813353e-05,19,230,44.836678,3.542361,3.806178092956543,3.368017e-05,-9.956752,,5.6007465e-16,9.956752,19,9,-9.956752,1.0687779,-1.9862478,,-4.319677,132.73871,98.147995,0.14999999
39.672073,9.55166,,-0.06686276,-3.7846475,9549,3.0,9.25408,,-4.5316114,477.45,6.887862,0.09851928,20,230,39.60521,0.17264193,4.0141589641571045,3.0396353e-05,-0.018542454,,7.5429235,9.956752,20,9,-9.956752,1.2786793,-1.8878624,,-4.297673,137.75725,98.147995,0.14999999
39.86537,9.55166,,-0.2080825,-2.9773693,10049,3.0,10.483599,-10.0,-4.5754876,478.5238095238095,6.7980313,0.0016337578,21,230,39.657288,-11.332679,4.182497024536133,2.7570388e-05,-0.0014103989,,0.022439977,9.956752,21,9,-9.956752,0.7215768,-1.7980314,,-4.2289987,142.75867,98.147995,0.14999999
40.041775,9.55166,-1.0,-0.9305557,-3.2457855,10549,3.0,10.989169,10.0,-4.62193,479.5,6.7175117,3.654944e-24,22,230,39.111217,6.685564,4.3426196575164795,2.5120953e-05,-0.026596978,,7.5730036e-22,9.956752,22,9,-9.956752,1.010275,-1.7175117,,-4.2011647,147.78525,98.147995,0.14999999
40.209023,9.55166,-1.0,-1.9965084,-4.2426815,10952,3.0,11.224843,,-4.666382,476.17391304347825,6.695989,4.057809e-21,23,230,38.212513,1.3205445,4.491356611251831,2.2984013e-05,-1.2224945,,0.3003544,9.956752,23,9,-9.956752,0.9825365,-1.6959893,,-4.2095304,154.00775,98.147995,0.14999999
40.369225,9.55166,-1.0,-2.314719,-3.755824,11452,3.0,11.999989,-10.0,-4.7089415,477.1666666666667,6.686848,6.7202694e-23,24,230,38.054504,-4.164537,4.657768964767456,2.110858e-05,-1.4766054,,0.0026171128,9.956752,24,9,-9.956752,1.0004495,-1.6868483,,-4.1977696,160.48436,98.147995,0.14999999
40.52186,9.55166,1.0,-3.6627383,-5.193737,11952,3.0,11.703506,,-4.7497635,478.08,6.7307773,0.16984192,25,230,36.85912,2.5886223,4.867155313491821,1.9453666e-05,-2.7850742,,,9.956752,25,9,-9.956752,0.66822517,-1.7307773,,-4.2443414,168.26944,98.147995,0.14999999
33.20562,9.55166,,3.5674782,-3.4383526,12452,3.0,8.664575,10.0,-4.782213,478.9230769230769,6.9114017,0.000119192926,26,230,36.773098,5.7056956,5.036374568939209,1.7986009e-05,-6.427006,,1.3854469e-12,9.956752,26,9,-9.956752,0.771598,-1.9114016,,-4.2290072,179.69644,98.147995,0.14999999
40.808495,9.55166,1.0,-4.324482,-3.6752903,12952,3.0,13.309938,-10.0,-4.819949,479.7037037037037,6.841442,0.0028915969,27,230,36.484013,-11.077618,5.247225284576416,1.6678383e-05,-0.022503378,,3.9289716e-15,9.956752,27,9,-9.956752,0.9432415,-1.8414422,,-4.219704,184.71893,98.147995,0.14999999
740.3467,9.55166,-0.33333334,-0.00074211974,-4.264648,13452,3.0,0.2832616,-3.3333333,-4.8562098,480.42857142857144,7.0054913,5.423412e-06,28,230,740.34595,-5.6691995,5.436172723770142,9.122555e-06,-6.434819,,2.6113547e-23,9.956752,28,16,-9.956752,0.01783593,-2.0054915,,-4.228778,196.15376,98.147995,0.14999999
509.27478,9.55166,-0.33333334,0.0020497683,-4.096605,13952,3.0,0.8933322,3.3333333,-4.8913007,481.1034482758621,6.9378624,2.19082e-06,29,230,509.27682,1.5406296,5.89292311668396,8.504261e-06,-0.044252623,,0.10640316,9.956752,29,16,-9.956752,0.077619106,-1.9378625,,-4.2574887,201.19801,98.147995,0.14999999
406.61646,9.55166,0.33333334,-1.917669,-3.6233654,14452,3.0,155.22491,-10.0,-4.9252024,481.73333333333335,6.8747754,0.36057192,30,230,404.6988,-11.053344,6.072803020477295,7.94676e-06,-0.04524945,,5.7498866e-05,9.956752,30,16,-9.956752,5.6276994,-1.8747754,,-4.2665615,206.24326,98.147995,0.14999999
353.1347,9.55166,-0.33333334,-0.0045701573,-5.8744736,14952,3.0,2.971914,-10.0,-4.946045,482.3225806451613,6.8548017,1.0902583e-07,31,230,353.13013,-6.1781836,6.2888312339782715,7.4423347e-06,-1.2555918,,3.1318348e-07,9.956752,31,16,-9.956752,0.10595098,-1.8548018,,-4.278607,212.49886,98.147995,0.14999999
353.55612,9.55166,0.33333334,0.23502706,-4.168829,15452,3.0,3.5531123,10.0,-4.977793,482.875,6.800069,0.022548363,32,230,353.79114,9.059738,6.4664146900177,6.984457e-06,-0.103349686,,2.5276107e-08,9.956752,32,16,-9.956752,0.21973433,-1.8000689,,-4.302758,217.6022,98.147995,0.14999999
317.52158,9.55166,-0.33333334,0.3628352,-4.4746723,15952,3.0,1.2417551,10.0,-5.0078607,483.3939393939394,6.7640147,6.881102e-09,33,230,317.8844,7.613246,6.6421966552734375,6.5675695e-06,-0.61028355,,0.0003845379,9.956752,33,16,-9.956752,0.06195916,-1.7640147,,-4.3314023,223.2125,98.147995,0.14999999
171.29422,9.55166,0.33333334,-0.681684,-3.4575386,16341,3.0,24.045603,-3.3333333,-5.0377135,480.61764705882354,6.6556387,21.959032,34,230,170.61253,-0.9556365,6.892350912094116,6.186923e-06,1.9207723,,0.00036967604,9.956752,34,16,-9.956752,1.4813492,-1.6556387,,-4.332877,226.29172,98.67969,0.14999999
90.14076,9.55166,0.33333334,-0.40620428,-4.6912985,16841,3.0,18.687914,3.3333333,-4.568442,481.1714285714286,6.635143,5.356802,35,230,89.73456,4.9798136,7.169669151306152,5.8384353e-06,-0.93828773,,4.6757445,9.956752,35,16,-9.956752,1.2323675,-1.6351429,,-4.3381424,232.23001,98.67969,0.14999999
64.01919,9.55166,-1.0,-1.8470097,-4.292606,17341,3.0,17.228643,-3.3333333,-4.4542007,481.69444444444446,6.6078973,2.8347314e-21,36,230,62.17218,-5.2951794,7.458365440368652,5.5185833e-06,-0.65430397,,9.290544e-21,9.956752,36,16,-9.956752,0.74589366,-1.6078974,,-4.3340864,237.88431,98.67969,0.14999999
64.1639,9.55166,1.0,-2.0129094,-3.7388237,17841,3.0,7.012818,-3.3333333,-4.4816,482.18918918918916,6.6137323,0.11218961,37,230,62.150993,-2.755309,7.75048828125,5.224312e-06,-1.823794,,2.2199689e-37,9.956752,37,16,-9.956752,0.43297225,-1.6137325,,-4.327168,244.7081,98.67969,0.14999999
64.04833,9.55166,-1.0,-2.2567348,-3.7404048,18341,3.0,13.667421,3.3333333,-4.5052404,482.6578947368421,6.7004147,1.1635179e-21,38,230,61.791595,7.2539353,8.115326881408691,4.9529667e-06,-4.907657,,,9.956752,38,16,-9.956752,1.2898166,-1.7004145,,-4.3269362,254.61575,98.67969,0.14999999
60.31909,9.55166,-0.33333334,0.041629452,-3.9402716,18734,3.0,5.872781,3.3333333,-4.531216,480.35897435897436,6.6721334,1.5283539e-06,39,230,60.36072,2.9528923,8.338565826416016,4.7022245e-06,-0.59744686,,5.4036645e-06,9.956752,39,16,-9.956752,0.2483751,-1.6721334,,-4.3130503,260.2132,98.67969,0.14999999
59.796528,9.55166,-0.33333334,0.44027263,-3.8640678,19234,3.0,1.9967697,10.0,-4.556534,480.85,6.6347747,4.3817687e-09,40,230,60.2368,7.6840987,8.552365064620972,4.4700523e-06,-0.17778736,,1.1714717,9.956752,40,16,-9.956752,0.13783292,-1.6347748,,-4.3205833,265.391,98.67969,0.14999999
60.332283,9.55166,-0.33333334,-0.024896553,-3.9936655,19715,3.0,8.228469,-10.0,-4.5812263,480.8536585365854,6.5855455,7.569909e-08,41,230,60.30739,-13.320198,8.797319412231445,4.2546603e-06,0.38362032,,2.3035469e-07,9.956752,41,16,-9.956752,0.29728937,-1.5855457,,-4.333396,270.0074,98.67969,0.14999999
60.262264,9.55166,-0.33333334,-0.048866402,-5.7186804,20215,3.0,11.737198,-3.3333333,-4.605324,481.3095238095238,6.5661683,4.220017e-06,42,230,60.213398,-0.8399114,9.147483825683594,4.0544687e-06,-0.7716925,,0.20873068,9.956752,42,16,-9.956752,0.55594677,-1.5661683,,-4.383334,275.77905,98.67969,0.14999999
60.351803,9.55166,0.33333334,-0.26752874,-4.0866623,20715,3.0,29.747639,10.0,-4.6288543,481.74418604651163,6.5387545,0.01590643,43,230,60.084274,15.85201,9.465562343597412,3.868082e-06,-0.3873763,,2.9283868e-07,9.956752,43,16,-9.956752,0.9791652,-1.5387545,,-4.387639,281.16644,98.67969,0.14999999
60.675755,9.55166,0.33333334,-1.1243224,-5.5273256,21215,3.0,36.717007,-10.0,-4.651474,482.15909090909093,6.507884,0.27422887,44,230,59.551434,-14.208187,9.760843515396118,3.6942577e-06,-0.1804551,,9.209274e-15,9.956752,44,16,-9.956752,1.7207354,-1.5078839,,-4.417776,286.3469,98.67969,0.14999999
57.789005,9.55166,0.33333334,-0.6941484,-4.979866,21715,3.0,16.012777,-3.3333333,-4.6677337,482.55555555555554,6.4771957,15.168163,45,230,57.094856,-5.530459,10.050530433654785,3.5318933e-06,-0.1269095,,0.03854845,9.956752,45,16,-9.956752,1.1575699,-1.4771957,,-4.4226317,291.47382,98.67969,0.14999999
65.302444,9.55166,1.0,-10.0653305,-4.168722,22215,3.0,27.124102,3.3333333,-4.399232,482.9347826086956,6.456873,0.040297233,46,230,55.237114,6.115973,10.350752830505371,3.3800018e-06,-0.5423618,,8.80748e-05,9.956752,46,16,-9.956752,1.3954115,-1.4568732,,-4.416681,297.01617,98.67969,0.14999999
56.148083,9.55166,0.33333334,-0.5411699,-5.61811,22715,3.0,21.706064,3.3333333,-4.4198623,483.29787234042556,6.6584706,4.6171956,47,230,55.606915,3.7145011,10.64472246170044,3.2377015e-06,-10.93195,,4.3817147e-07,10.93195,47,16,-10.93195,1.2727379,-1.6584705,,-4.438502,312.94812,98.67969,0.14999999
47.599113,9.55166,-0.33333334,0.55330205,-3.8824384,23215,3.0,16.857883,10.0,-4.3472085,483.6458333333333,6.6278663,3.5541883e-09,48,230,48.152416,12.974285,10.955500841140747,3.1042032e-06,-0.18945949,,0.0014237671,10.93195,48,16,-10.93195,0.4828271,-1.6278661,,-4.4239964,318.13757,98.67969,0.14999999
47.76916,9.55166,-0.33333334,-0.14765343,-4.2499223,23715,3.0,13.5170765,-3.3333333,-4.367828,483.9795918367347,6.5987997,3.3279075e-06,49,230,47.62151,-1.2506121,11.248441934585571,2.9787932e-06,-0.2036084,,5.314635e-06,10.93195,49,16,-10.93195,0.73640037,-1.5987997,,-4.4318566,323.3412,98.67969,0.14999999
49.49631,9.55166,-1.0,-1.8361136,-3.7832742,24215,3.0,13.224871,3.3333333,-4.3880305,484.3,6.5695024,1.0348305e-21,50,230,47.6602,-1.6593493,11.570196628570557,2.8608335e-06,-0.13392353,,1.0069854e-05,10.93195,50,16,-10.93195,1.1025658,-1.5695022,,-4.425258,328.4751,98.67969,0.14999999
47.825092,9.55166,0.33333334,-0.113393456,-4.4659343,24715,3.0,19.09779,10.0,-4.407833,484.6078431372549,6.592246,0.012752182,51,230,47.7117,6.8311334,11.874691724777222,2.7497433e-06,-2.7294402,,6.154803e-25,10.93195,51,16,-10.93195,0.87792635,-1.592246,,-4.4256845,336.20456,98.67969,0.14999999
47.82301,9.55166,-0.33333334,-0.05954009,-3.904728,25215,3.0,17.388382,3.3333333,-4.427001,484.90384615384613,6.5691543,1.3770956e-06,52,230,47.76347,0.68125254,12.17837119102478,2.6450014e-06,-0.39146885,,0.00028738444,10.93195,52,16,-10.93195,0.87502474,-1.5691543,,-4.419582,341.596,98.67969,0.14999999
47.969563,9.55166,-0.33333334,-0.3572329,-4.6920915,25715,3.0,23.490467,-10.0,-4.446049,485.188679245283,6.5515933,6.6127754e-08,53,230,47.61233,-12.770988,12.495892763137817,2.5461316e-06,-0.6384312,,0.014159959,10.93195,53,16,-10.93195,0.6224073,-1.5515934,,-4.4282584,347.23444,98.67969,0.14999999
49.700275,9.55166,-1.0,-2.182075,-4.9965153,26215,3.0,19.761381,-3.3333333,-4.464741,485.462962962963,6.533838,2.8647674e-21,54,230,47.5182,-7.5387125,12.798033237457275,2.4527033e-06,-0.5927934,,0.0042788414,10.93195,54,16,-10.93195,0.9603959,-1.5338378,,-4.447145,352.82724,98.67969,0.14999999
48.191895,9.55166,0.33333334,-0.8015699,-4.229488,26715,3.0,24.961288,-10.0,-4.4830904,485.72727272727275,6.5464926,0.23173152,55,230,47.390324,-12.270587,13.104228019714355,2.3643252e-06,-2.2298532,,9.353419e-20,10.93195,55,16,-10.93195,1.4549625,-1.5464927,,-4.445642,360.0571,98.67969,0.14999999
49.93383,9.55166,1.0,-3.4580796,-4.2677927,27215,3.0,20.149277,-3.3333333,-4.4969044,485.98214285714283,6.5252337,0.11391983,56,230,46.47575,1.1513451,13.41232943534851,2.2806387e-06,-0.3559897,,1.407142e-05,10.93195,56,16,-10.93195,0.7116774,-1.5252336,,-4.4375715,365.4131,98.67969,0.14999999
46.99769,9.55166,0.33333334,-0.61186403,-3.62886,27715,3.0,14.371741,-3.3333333,-4.512572,486.2280701754386,6.5970755,12.988143,57,230,46.385826,1.1489207,13.722660541534424,2.2013185e-06,-5.6202245,,5.8194903e-05,10.93195,57,16,-10.93195,1.0743766,-1.5970756,,-4.4294906,376.03333,98.67969,0.14999999
43.86261,9.55166,0.33333334,-0.4944354,-3.9240484,28215,3.0,17.022821,3.3333333,-4.324689,486.4655172413793,6.5708184,4.198025,58,230,43.368176,1.7214767,14.030897617340088,2.1260653e-06,-0.07416142,,6.490708,10.93195,58,16,-10.93195,1.4869949,-1.5708185,,-4.421058,381.10748,98.67969,0.14999999
39.584427,9.55166,-0.33333334,0.43497652,-3.761948,28715,3.0,15.231106,10.0,-4.271903,486.6949152542373,6.5547323,3.2963663e-09,59,230,40.0194,13.377537,14.335967540740967,2.0546058e-06,-0.6217252,,7.733555e-07,10.93195,59,16,-10.93195,0.616808,-1.5547322,,-4.4035788,386.7292,98.67969,0.14999999
39.634644,9.55166,0.33333334,0.04435253,-4.3390517,29139,3.0,15.4027815,10.0,-4.28871,485.65,6.507042,0.011320094,60,230,39.678997,12.151689,14.620320558547974,1.98669e-06,1.3066808,,6.1684613,10.93195,60,16,-10.93195,0.91304964,-1.5070419,,-4.409663,390.42252,98.67969,0.14999999
39.68999,9.55166,-0.33333334,-0.18650553,-4.228938,29407,3.0,11.374739,-3.3333333,-4.305051,482.08196721311475,6.394076,3.1254124e-06,61,230,39.503487,-3.9497287,14.83888292312622,1.9220863e-06,5.3838873,,8.1743085e-11,10.93195,61,16,-10.93195,0.80818576,-1.3940759,,-4.40906,390.03864,98.67969,0.14999999
48.981075,9.55166,1.0,-9.43154,-4.151214,29907,3.0,29.971306,10.0,-4.3213115,482.3709677419355,6.3800635,0.000104199346,62,230,39.549538,7.631162,15.166124105453491,1.8605837e-06,-0.5253225,,5.637181e-25,10.93195,62,16,-10.93195,1.2689791,-1.3800637,,-4.4087005,395.56396,98.67969,0.14999999
39.693638,9.55166,-0.33333334,-0.17553878,-4.557551,30407,3.0,15.140585,3.3333333,-4.3373103,482.6507936507937,6.413211,1.2589605e-06,63,230,39.5181,2.5894945,15.391139507293701,1.8019862e-06,-3.4683466,,6.272102e-14,10.93195,63,16,-10.93195,0.8963611,-1.4132111,,-4.4097724,404.0323,98.67969,0.14999999
39.829556,9.55166,-0.33333334,-0.44840544,-4.1982274,30907,3.0,20.47702,-10.0,-4.3530583,482.921875,6.399622,6.025573e-08,64,230,39.38115,-8.933207,15.591374635696411,1.7461142e-06,-0.5434997,,0.0010114664,10.93195,64,16,-10.93195,0.7900018,-1.3996218,,-4.4088993,409.5758,98.67969,0.14999999
110.07793,9.55166,,-0.05601104,-3.6733453,31407,3.0,15.482175,-5.0,-4.3685627,483.18461538461537,6.3822694,0.042286552,65,230,110.02192,-5.8903937,15.787469387054443,1.1068314e-06,-0.27170628,,0.5497049,10.93195,65,25,-10.93195,0.6959178,-1.3822693,,-4.402019,414.8475,98.67969,0.14999999
102.67731,9.55166,,0.44762045,-3.9087996,31907,3.0,24.530163,5.0,-4.3831797,483.43939393939394,6.3623343,0.0104518235,66,230,103.12493,5.518991,17.067073583602905,1.073545e-06,-0.066545874,,0.016189266,10.93195,66,25,-10.93195,1.5332917,-1.362334,,-4.3996406,419.91406,98.67969,0.14999999
86.14722,9.55166,-0.5,-0.63956016,-3.738773,32407,3.0,32.884087,,-4.3980594,483.6865671641791,6.344469,4.230455e-09,67,230,85.50766,-1.5609655,17.38798236846924,1.0417382e-06,-0.1653742,,0.5914158,10.93195,67,25,-10.93195,1.213738,-1.344469,,-4.3837085,425.0794,98.67969,0.14999999
84.30015,9.55166,0.5,-0.7351972,-4.661208,32907,3.0,18.179153,-5.0,-4.412874,483.9264705882353,6.336239,13.461233,68,230,83.56495,-4.8435454,17.694653511047363,1.011324e-06,-0.7847997,,3.2185414e-11,10.93195,68,25,-10.93195,0.92333513,-1.3362386,,-4.386675,430.86423,98.67969,0.14999999
78.72422,9.55166,0.5,-0.31463823,-4.442289,33407,3.0,18.61997,5.0,-4.2468534,484.15942028985506,6.331323,2.7773116,69,230,78.409584,4.1494665,17.938557624816895,9.822227e-07,-0.99707645,,0.07171167,10.93195,69,25,-10.93195,0.80159396,-1.3313231,,-4.3896575,436.8613,98.67969,0.14999999
73.30853,9.55166,0.5,-1.3597666,-5.248557,33907,3.0,71.60698,-10.0,-4.2217803,484.3857142857143,6.342629,0.3493115,70,230,71.94877,-8.438329,18.146560668945312,9.543596e-07,-2.1227155,,0.0011606138,10.93195,70,25,-10.93195,1.6827296,-1.3426288,,-4.405379,443.984,98.67969,0.14999999
71.564026,9.55166,-0.5,-0.2965258,-3.827043,34407,3.0,17.436436,5.0,-4.230987,484.6056338028169,6.329068,4.4051715e-10,71,230,71.2675,2.9475741,18.372023582458496,9.276656e-07,-0.3798227,,5.647682e-11,10.93195,71,25,-10.93195,0.7530072,-1.3290683,,-4.392597,449.36383,98.67969,0.14999999
71.63554,9.55166,-0.5,-0.3986553,-3.7154136,34907,3.0,18.482756,-5.0,-4.2449737,484.81944444444446,6.3167653,1.8339834e-09,72,230,71.23688,-4.124852,18.586371660232544,9.020761e-07,-0.4432522,,0.26934624,10.93195,72,25,-10.93195,0.7506985,-1.3167653,,-4.387197,454.8071,98.67969,0.14999999
64.26427,9.55166,0.5,1.4535033,-4.000403,35407,3.0,23.010004,10.0,-4.2587667,485.027397260274,6.3066664,0.021505952,73,230,65.71777,12.71857,18.854280471801758,8.775309e-07,-0.57952905,,9.774119e-14,10.93195,73,25,-10.93195,0.6810658,-1.3066661,,-4.3858633,460.38663,98.67969,0.14999999
64.27393,9.55166,-0.5,0.030104125,-4.2170496,35736,3.0,10.055574,10.0,-4.272078,482.9189189189189,6.2509365,3.512112e-12,74,230,64.30404,7.2899704,19.079193830490112,8.539741e-07,2.8173048,,4.161646e-08,10.93195,74,25,-10.93195,0.2778361,-1.2509367,,-4.3885384,462.56934,98.67969,0.14999999
64.77399,9.55166,0.5,-1.2616849,-3.8075564,36236,3.0,24.799637,,-4.285501,483.14666666666665,6.2407537,23.457134,75,230,63.512302,-2.4548953,19.31056499481201,8.3135325e-07,-0.48719618,,1.3304051e-09,10.93195,75,25,-10.93195,1.272704,-1.2407535,,-4.390482,468.05652,98.67969,0.14999999
64.39688,9.55166,-0.5,-0.91858214,-3.8093603,36736,3.0,56.346542,-10.0,-4.0266128,483.36842105263156,6.227898,4.6310678e-11,76,230,63.4783,-9.248552,19.533019542694092,8.096195e-07,-0.2637482,,6.826167e-07,10.93195,76,25,-10.93195,1.4452505,-1.2278982,,-4.3807616,473.32025,98.67969,0.14999999
60.244904,9.55166,,-0.06518021,-4.62948,37236,3.0,14.513543,-5.0,-4.0396852,483.5844155844156,6.221854,0.03043495,77,230,60.17972,-8.147569,19.776240348815918,7.88727e-07,-0.762493,,0.0057903077,10.93195,77,25,-10.93195,0.7534069,-1.221854,,-4.3819485,479.08276,98.67969,0.14999999
59.004414,9.55166,,0.39880395,-3.8402095,37736,3.0,21.05687,5.0,-4.052193,483.79487179487177,6.2079325,0.0075066546,78,230,59.403217,4.1711445,19.991416931152344,7.6863284e-07,-0.13597044,,0.00057093374,10.93195,78,25,-10.93195,1.3006899,-1.2079324,,-4.3785453,484.21872,98.67969,0.14999999
68.14739,9.55166,1.0,-13.011997,-3.915231,38236,3.0,32.95236,5.0,-4.064836,484.0,6.1946,0.010537038,79,230,55.135395,4.174254,20.20966649055481,7.49297e-07,-0.15469393,,1.4325546e-05,10.93195,79,25,-10.93195,1.8104205,-1.1946002,,-4.369867,489.3734,98.67969,0.14999999
