InvPendulum_std0_higher,ActionIn1,ReturnMean,InvPendulum_mu3_higher,NumTrainableParams,TimestepsSoFar,InvPendulum_mu2_higher,InvPendulum_std3_higher,InvPendulum_std1_higher,NumTrajectories,InvPendulum_std2_higher,AvgEpLen,InvPendulum_mu0_higher,InvPendulum_mu1_higher,Iteration,TimeElapsed,MinEpLen
0.01,-0.39542377,3.2870722,-0.10712334,,6303,0.0034825685,0.01,0.01,15,0.01,420.2,-0.18568558,-0.11102458,15,3.3714370727539062,68
0.01,-0.38384095,-3.5142555,-0.10712334,,6443,0.0034825685,0.01,0.01,16,0.01,402.6875,-0.18568558,-0.11102458,16,3.456763505935669,68
0.01,-0.3925653,-0.16003418,-0.10712334,,6943,0.0034825685,0.01,0.01,17,0.01,408.4117647058824,-0.18568558,-0.11102458,17,3.7273149490356445,68
0.01,-0.39703745,-5.685706,-0.10712334,,7136,0.0034825685,0.01,0.01,18,0.01,396.44444444444446,-0.18568558,-0.11102458,18,3.831120491027832,68
0.01,-0.38520783,-2.4748447,-0.10712334,,7636,0.0034825685,0.01,0.01,19,0.01,401.89473684210526,-0.18568558,-0.11102458,19,4.090590953826904,68
0.01,-0.43284038,-1.0902313,-0.10712334,,8136,0.0034825685,0.01,0.01,20,0.01,406.8,-0.18568558,-0.11102458,20,4.3478004932403564,68
0.01,-0.39069712,-6.5012555,-0.10712334,,8398,0.0034825685,0.01,0.01,21,0.01,399.9047619047619,-0.18568558,-0.11102458,21,4.484236478805542,68
0.01,-0.41183567,-10.604302,-0.10712334,,8560,0.0034825685,0.01,0.01,22,0.01,389.09090909090907,-0.18568558,-0.11102458,22,4.573094129562378,68
0.01,-0.41669634,-14.238762,-0.10712334,,8752,0.0034825685,0.01,0.01,23,0.01,380.5217391304348,-0.18568558,-0.11102458,23,4.675104141235352,68
0.01,-0.39181793,-16.536522,-0.10712334,,8922,0.0034825685,0.01,0.01,24,0.01,371.75,-0.18568558,-0.11102458,24,4.766315937042236,68
0.01,-0.42065895,-18.308525,-0.10712334,,9227,0.0034825685,0.01,0.01,25,0.01,369.08,-0.18568558,-0.11102458,25,4.925404071807861,68
0.01,-0.3976537,-18.922646,-0.10712334,,9533,0.0034825685,0.01,0.01,26,0.01,366.65384615384613,-0.18568558,-0.11102458,26,5.085829496383667,68
0.01,-0.41458938,-18.425362,-0.10712334,,10033,0.0034825685,0.01,0.01,27,0.01,371.5925925925926,-0.18568558,-0.11102458,27,5.346654415130615,68
0.01,-0.41684794,-14.246741,-0.10712334,,10533,0.0034825685,0.01,0.01,28,0.01,376.17857142857144,-0.18568558,-0.11102458,28,5.604964256286621,68
0.01,-0.36823636,-17.954348,-0.10712334,,10644,0.0034825685,0.01,0.01,29,0.01,367.0344827586207,-0.18568558,-0.11102458,29,5.667282581329346,68
0.01,-0.4131835,-16.158209,-0.10712334,,11144,0.0034825685,0.01,0.01,30,0.01,371.46666666666664,-0.18568558,-0.11102458,30,5.923742294311523,68
0.01,-0.41337472,-13.911152,-0.10712334,,11644,0.0034825685,0.01,0.01,31,0.01,375.61290322580646,-0.18568558,-0.11102458,31,6.180832862854004,68
0.01,-0.41467413,-15.155642,-0.10712334,,11915,0.0034825685,0.01,0.01,32,0.01,372.34375,-0.18568558,-0.11102458,32,6.322739601135254,68
0.01,-0.4107691,-16.804684,-0.10712334,,12323,0.0034825685,0.01,0.01,33,0.01,373.42424242424244,-0.18568558,-0.11102458,33,6.534100294113159,68
0.01,-0.39678982,-13.483131,-0.10712334,,12823,0.0034825685,0.01,0.01,34,0.01,377.1470588235294,-0.18568558,-0.11102458,34,6.7910215854644775,68
0.01,-0.4130326,-16.584688,-0.10712334,,13016,0.0034825685,0.01,0.01,35,0.01,371.8857142857143,-0.18568558,-0.11102458,35,6.894670724868774,68
0.01,-0.40203184,-19.385935,-0.10712334,,13133,0.0034825685,0.01,0.01,36,0.01,364.80555555555554,-0.18568558,-0.11102458,36,6.959317445755005,68
0.01,-0.4440057,-21.282719,-0.10712334,,13243,0.0034825685,0.01,0.01,37,0.01,357.9189189189189,-0.18568558,-0.11102458,37,7.019374847412109,68
0.01,-0.42570263,-21.161009,-0.10712334,,13670,0.0034825685,0.01,0.01,38,0.01,359.7368421052632,-0.18568558,-0.11102458,38,7.244446516036987,68
0.01,-0.44838807,-22.250523,-0.10712334,,13964,0.0034825685,0.01,0.01,39,0.01,358.05128205128204,-0.18568558,-0.11102458,39,7.398664951324463,68
0.01,-0.4121851,-23.617727,-0.10712334,,14142,0.0034825685,0.01,0.01,40,0.01,353.55,-0.18568558,-0.11102458,40,7.495377063751221,68
0.01,-0.40058205,-22.093534,-0.10712334,,14642,0.0034825685,0.01,0.01,41,0.01,357.1219512195122,-0.18568558,-0.11102458,41,7.75490665435791,68
0.01,-0.4051115,-22.202219,-0.10712334,,14988,0.0034825685,0.01,0.01,42,0.01,356.85714285714283,-0.18568558,-0.11102458,42,7.933523416519165,68
0.01,-0.39820555,-19.511747,-0.10712334,,15488,0.0034825685,0.01,0.01,43,0.01,360.1860465116279,-0.18568558,-0.11102458,43,8.192750215530396,68
0.01,-0.3882394,-20.847378,-0.10712334,,15647,0.0034825685,0.01,0.01,44,0.01,355.6136363636364,-0.18568558,-0.11102458,44,8.277952671051025,68
0.01,-0.40102896,-22.618889,-0.10712334,,15827,0.0034825685,0.01,0.01,45,0.01,351.7111111111111,-0.18568558,-0.11102458,45,8.374565362930298,68
0.01,-0.3880875,-20.683867,-0.10712334,,16327,0.0034825685,0.01,0.01,46,0.01,354.9347826086956,-0.18568558,-0.11102458,46,8.630273342132568,68
0.01,-0.36973742,-20.006939,-0.10712334,,16827,0.0034825685,0.01,0.01,47,0.01,358.02127659574467,-0.18568558,-0.11102458,47,8.88614010810852,68
0.01,-0.41030082,-19.53633,-0.10712334,,17327,0.0034825685,0.01,0.01,48,0.01,360.9791666666667,-0.18568558,-0.11102458,48,9.141425848007202,68
0.01,-0.3969791,-16.64687,-0.10712334,,17827,0.0034825685,0.01,0.01,49,0.01,363.81632653061223,-0.18568558,-0.11102458,49,9.397844791412354,68
0.01,-0.4429256,-15.106885,-0.10712334,,18327,0.0034825685,0.01,0.01,50,0.01,366.54,-0.18568558,-0.11102458,50,9.671343088150024,68
0.01,-0.3770131,-13.282977,-0.10712334,,18827,0.0034825685,0.01,0.01,51,0.01,369.15686274509807,-0.18568558,-0.11102458,51,9.929212808609009,68
0.01,-0.41732222,-14.593499,-0.10712334,,19034,0.0034825685,0.01,0.01,52,0.01,366.03846153846155,-0.18568558,-0.11102458,52,10.040421962738037,68
0.01,-0.37511072,-15.903104,-0.10712334,,19236,0.0034825685,0.01,0.01,53,0.01,362.9433962264151,-0.18568558,-0.11102458,53,10.14877438545227,68
0.01,-0.40496162,-15.004559,-0.10712334,,19736,0.0034825685,0.01,0.01,54,0.01,365.48148148148147,-0.18568558,-0.11102458,54,10.424197435379028,68
0.01,-0.35414562,-13.385679,-0.10712334,,20236,0.0034825685,0.01,0.01,55,0.01,367.92727272727274,-0.18568558,-0.11102458,55,10.681931972503662,68
0.01,-0.41705346,-12.016728,-0.10712334,,20736,0.0034825685,0.01,0.01,56,0.01,370.2857142857143,-0.18568558,-0.11102458,56,10.940110206604004,68
0.01,-0.39236236,-13.00491,-0.10712334,,20907,0.0034825685,0.01,0.01,57,0.01,366.7894736842105,-0.18568558,-0.11102458,57,11.034039497375488,68
0.01,-0.38869435,-11.735743,-0.10712334,,21407,0.0034825685,0.01,0.01,58,0.01,369.08620689655174,-0.18568558,-0.11102458,58,11.293237924575806,68
0.01,-0.41145617,-12.330815,-0.10712334,,21825,0.0034825685,0.01,0.01,59,0.01,369.91525423728814,-0.18568558,-0.11102458,59,11.509500980377197,68
0.01,-0.42456385,-13.638953,-0.10712334,,21912,0.0034825685,0.01,0.01,60,0.01,365.2,-0.18568558,-0.11102458,60,11.559473991394043,68
0.01,-0.37784356,-12.963129,-0.10712334,,22412,0.0034825685,0.01,0.01,61,0.01,367.40983606557376,-0.18568558,-0.11102458,61,11.815284490585327,68
0.01,-0.39944956,-12.271702,-0.10712334,,22912,0.0034825685,0.01,0.01,62,0.01,369.5483870967742,-0.18568558,-0.11102458,62,12.07173228263855,68
0.01,-0.39324662,-13.685409,-0.10712334,,23079,0.0034825685,0.01,0.01,63,0.01,366.3333333333333,-0.18568558,-0.11102458,63,12.161637544631958,68
0.01,-0.37211716,-12.382568,-0.10712334,,23579,0.0034825685,0.01,0.01,64,0.01,368.421875,-0.18568558,-0.11102458,64,12.41812014579773,68
0.01,-0.394746,-11.983814,-0.10712334,,24079,0.0034825685,0.01,0.01,65,0.01,370.44615384615383,-0.18568558,-0.11102458,65,12.684784173965454,68
0.01,-0.40766218,-12.19588,-0.10712334,,24557,0.0034825685,0.01,0.01,66,0.01,372.07575757575756,-0.18568558,-0.11102458,66,12.932358503341675,68
0.01,-0.3815325,-11.201172,-0.10712334,,25057,0.0034825685,0.01,0.01,67,0.01,373.9850746268657,-0.18568558,-0.11102458,67,13.195178270339966,68
0.01,-0.39565548,-10.885719,-0.10712334,,25557,0.0034825685,0.01,0.01,68,0.01,375.8382352941176,-0.18568558,-0.11102458,68,13.454658508300781,68
0.01,-0.40367967,-10.339212,-0.10712334,,26057,0.0034825685,0.01,0.01,69,0.01,377.6376811594203,-0.18568558,-0.11102458,69,13.713774681091309,68
0.01,-0.39732784,-10.732445,-0.10712334,,26381,0.0034825685,0.01,0.01,70,0.01,376.87142857142857,-0.18568558,-0.11102458,70,13.882392883300781,68
0.01,-0.38926446,-11.926598,-0.10712334,,26478,0.0034825685,0.01,0.01,71,0.01,372.92957746478874,-0.18568558,-0.11102458,71,13.941386699676514,68
0.01,-0.3748994,-12.062349,-0.10712334,,26978,0.0034825685,0.01,0.01,72,0.01,374.69444444444446,-0.18568558,-0.11102458,72,14.224729776382446,68
0.01,-0.4222179,-11.874224,-0.10712334,,27478,0.0034825685,0.01,0.01,73,0.01,376.4109589041096,-0.18568558,-0.11102458,73,14.503127336502075,68
0.01,-0.45427808,-11.867981,-0.10712334,,27854,0.0034825685,0.01,0.01,74,0.01,376.4054054054054,-0.18568558,-0.11102458,74,14.711120128631592,68
0.01,-0.36284304,-10.056473,-0.10712334,,28354,0.0034825685,0.01,0.01,75,0.01,378.05333333333334,-0.18568558,-0.11102458,75,14.982245922088623,68
0.01,-0.40550864,-8.251282,-0.10712334,,28854,0.0034825685,0.01,0.01,76,0.01,379.6578947368421,-0.18568558,-0.11102458,76,15.239220380783081,68
0.01,-0.43609357,-9.127139,-0.10712334,,29243,0.0034825685,0.01,0.01,77,0.01,379.7792207792208,-0.18568558,-0.11102458,77,15.442308902740479,68
0.01,-0.40155074,-9.93219,-0.10712334,,29377,0.0034825685,0.01,0.01,78,0.01,376.62820512820514,-0.18568558,-0.11102458,78,15.515211582183838,68
0.01,-0.41179204,-10.998859,-0.10712334,,29480,0.0034825685,0.01,0.01,79,0.01,373.1645569620253,-0.18568558,-0.11102458,79,15.5719473361969,68
0.01,-0.38894495,-11.935797,-0.10712334,,29614,0.0034825685,0.01,0.01,80,0.01,370.175,-0.18568558,-0.11102458,80,15.645251750946045,68
0.01,-0.4291345,-11.590555,-0.10712334,,30114,0.0034825685,0.01,0.01,81,0.01,371.77777777777777,-0.18568558,-0.11102458,81,15.901378154754639,68
0.01,-0.3988685,-12.935939,-0.10712334,,30296,0.0034825685,0.01,0.01,82,0.01,369.4634146341463,-0.18568558,-0.11102458,82,15.998793601989746,68
0.01,-0.4155313,-12.343406,-0.10712334,,30796,0.0034825685,0.01,0.01,83,0.01,371.03614457831327,-0.18568558,-0.11102458,83,16.25704789161682,68
0.01,-0.40552932,-13.3706255,-0.10712334,,30894,0.0034825685,0.01,0.01,84,0.01,367.7857142857143,-0.18568558,-0.11102458,84,16.31214141845703,68
0.01,-0.41404548,-12.6495285,-0.10712334,,31394,0.0034825685,0.01,0.01,85,0.01,369.3411764705882,-0.18568558,-0.11102458,85,16.568308353424072,68
0.01,-0.39838588,-13.306942,-0.10712334,,31707,0.0034825685,0.01,0.01,86,0.01,368.6860465116279,-0.18568558,-0.11102458,86,16.73234534263611,68
0.01,-0.3480717,-12.285803,-0.10712334,,32207,0.0034825685,0.01,0.01,87,0.01,370.1954022988506,-0.18568558,-0.11102458,87,16.99106526374817,68
0.01,-0.3962411,-12.050797,-0.10712334,,32707,0.0034825685,0.01,0.01,88,0.01,371.67045454545456,-0.18568558,-0.11102458,88,17.250766277313232,68
0.01,-0.43276492,-11.382524,-0.10712334,,33207,0.0034825685,0.01,0.01,89,0.01,373.1123595505618,-0.18568558,-0.11102458,89,17.510610103607178,68
0.01,-0.42076194,-10.661856,-0.10712334,,33707,0.0034825685,0.01,0.01,90,0.01,374.52222222222224,-0.18568558,-0.11102458,90,17.768534421920776,68
0.01,-0.37681663,-10.544923,-0.10712334,,34207,0.0034825685,0.01,0.01,91,0.01,375.9010989010989,-0.18568558,-0.11102458,91,18.02723479270935,68
0.01,-0.39892575,-10.956555,-0.10712334,,34707,0.0034825685,0.01,0.01,92,0.01,377.25,-0.18568558,-0.11102458,92,18.283989429473877,68
0.01,-0.37082788,-10.224178,-0.10712334,,35207,0.0034825685,0.01,0.01,93,0.01,378.5698924731183,-0.18568558,-0.11102458,93,18.54216742515564,68
0.01,-0.4410431,-9.922601,-0.10712334,,35707,0.0034825685,0.01,0.01,94,0.01,379.86170212765956,-0.18568558,-0.11102458,94,18.796977996826172,68
0.01,-0.35219643,-10.656759,-0.10712334,,35873,0.0034825685,0.01,0.01,95,0.01,377.61052631578946,-0.18568558,-0.11102458,95,18.886496782302856,68
0.01,-0.43820062,-10.042977,-0.10712334,,36373,0.0034825685,0.01,0.01,96,0.01,378.8854166666667,-0.18568558,-0.11102458,96,19.145566701889038,68
0.01,-0.39561114,-10.532053,-0.10712334,,36625,0.0034825685,0.01,0.01,97,0.01,377.5773195876289,-0.18568558,-0.11102458,97,19.278393507003784,68
0.01,-0.37692067,-9.726095,-0.10712334,,37125,0.0034825685,0.01,0.01,98,0.01,378.8265306122449,-0.18568558,-0.11102458,98,19.53454613685608,68
0.01,-0.33036566,-8.627955,-0.10712334,,37625,0.0034825685,0.01,0.01,99,0.01,380.050505050505,-0.18568558,-0.11102458,99,19.791151523590088,68
0.01,-0.3670733,-8.5213995,-0.10712334,,38125,0.0034825685,0.01,0.01,100,0.01,381.25,-0.18568558,-0.11102458,100,20.04786205291748,68
0.01,-0.3656087,-7.9081874,-0.10712334,,38625,0.0034825685,0.01,0.01,101,0.01,382.4257425742574,-0.18568558,-0.11102458,101,20.308101177215576,68
0.01,-0.41187733,-8.456158,-0.10712334,,38844,0.0034825685,0.01,0.01,102,0.01,380.8235294117647,-0.18568558,-0.11102458,102,20.4256534576416,68
0.01,-0.40137854,-7.200458,-0.10712334,,39344,0.0034825685,0.01,0.01,103,0.01,381.9805825242718,-0.18568558,-0.11102458,103,20.682587385177612,68
0.01,-0.42199343,-6.345027,-0.10712334,,39844,0.0034825685,0.01,0.01,104,0.01,383.11538461538464,-0.18568558,-0.11102458,104,20.93871831893921,68
0.01,-0.4600032,-5.747479,-0.10712334,,40344,0.0034825685,0.01,0.01,105,0.01,384.22857142857146,-0.18568558,-0.11102458,105,21.19992208480835,68
0.01,-0.4662029,-6.5376883,-0.10712334,,40535,0.0034825685,0.01,0.01,106,0.01,382.4056603773585,-0.18568558,-0.11102458,106,21.306267738342285,68
0.01,-0.39133292,-7.271752,-0.10712334,,40682,0.0034825685,0.01,0.01,107,0.01,380.2056074766355,-0.18568558,-0.11102458,107,21.38623070716858,68
0.01,-0.42067075,-6.491051,-0.10712334,,41182,0.0034825685,0.01,0.01,108,0.01,381.31481481481484,-0.18568558,-0.11102458,108,21.64481806755066,68
0.01,-0.38781923,-7.5278196,-0.10712334,,41325,0.0034825685,0.01,0.01,109,0.01,379.1284403669725,-0.18568558,-0.11102458,109,21.722907304763794,68
0.01,-0.41599694,-8.498865,-0.10712334,,41642,0.0034825685,0.01,0.01,110,0.01,378.56363636363636,-0.18568558,-0.11102458,110,21.888153076171875,68
0.01,-0.39992225,-8.257575,-0.10712334,,42142,0.0034825685,0.01,0.01,111,0.01,379.65765765765764,-0.18568558,-0.11102458,111,22.14602828025818,68
0.01,-0.38395822,-9.100956,-0.10712334,,42322,0.0034825685,0.01,0.01,112,0.01,377.875,-0.18568558,-0.11102458,112,22.243387937545776,68
0.01,-0.4271154,-9.243233,-0.10712334,,42822,0.0034825685,0.01,0.01,113,0.01,378.95575221238937,-0.18568558,-0.11102458,113,22.502937078475952,68
0.01,-0.4002277,-9.405164,-0.10712334,,43322,0.0034825685,0.01,0.01,114,0.01,380.0175438596491,-0.18568558,-0.11102458,114,22.76350450515747,68
0.01,-0.4316357,-8.80187,-0.10712334,,43822,0.0034825685,0.01,0.01,115,0.01,381.0608695652174,-0.18568558,-0.11102458,115,23.01993489265442,68
0.01,-0.39288902,-9.42139,-0.10712334,,43977,0.0034825685,0.01,0.01,116,0.01,379.11206896551727,-0.18568558,-0.11102458,116,23.103925704956055,68
0.01,-0.44759,-9.659589,-0.10712334,,44477,0.0034825685,0.01,0.01,117,0.01,380.14529914529913,-0.18568558,-0.11102458,117,23.36618709564209,68
0.01,-0.39107117,-10.157166,-0.10712334,,44817,0.0034825685,0.01,0.01,118,0.01,379.8050847457627,-0.18568558,-0.11102458,118,23.542959928512573,68
0.01,-0.40966183,-10.329111,-0.10712334,,45092,0.0034825685,0.01,0.01,119,0.01,378.92436974789916,-0.18568558,-0.11102458,119,23.685901641845703,68
0.01,-0.41209805,-11.064887,-0.10712334,,45266,0.0034825685,0.01,0.01,120,0.01,377.21666666666664,-0.18568558,-0.11102458,120,23.777100086212158,68
0.01,-0.42321146,-11.53389,-0.10712334,,45491,0.0034825685,0.01,0.01,121,0.01,375.9586776859504,-0.18568558,-0.11102458,121,23.89725422859192,68
0.01,-0.416462,-12.345791,-0.10712334,,45608,0.0034825685,0.01,0.01,122,0.01,373.8360655737705,-0.18568558,-0.11102458,122,23.963635683059692,68
0.01,-0.39979202,-12.191033,-0.10712334,,46108,0.0034825685,0.01,0.01,123,0.01,374.8617886178862,-0.18568558,-0.11102458,123,24.23588252067566,68
0.01,-0.3874828,-12.777874,-0.10712334,,46261,0.0034825685,0.01,0.01,124,0.01,373.0725806451613,-0.18568558,-0.11102458,124,24.322445392608643,68
0.01,-0.42551985,-12.474365,-0.10712334,,46761,0.0034825685,0.01,0.01,125,0.01,374.088,-0.18568558,-0.11102458,125,24.600454092025757,68
0.01,-0.40835747,-12.857852,-0.10712334,,47078,0.0034825685,0.01,0.01,126,0.01,373.63492063492066,-0.18568558,-0.11102458,126,24.768224477767944,68
0.01,-0.38446543,-13.50442,-0.10712334,,47227,0.0034825685,0.01,0.01,127,0.01,371.86614173228344,-0.18568558,-0.11102458,127,24.84960174560547,68
0.01,-0.41516253,-13.301278,-0.10712334,,47727,0.0034825685,0.01,0.01,128,0.01,372.8671875,-0.18568558,-0.11102458,128,25.132437467575073,68
0.01,-0.40457878,-12.575893,-0.10712334,,48227,0.0034825685,0.01,0.01,129,0.01,373.85271317829455,-0.18568558,-0.11102458,129,25.40285587310791,68
0.01,-0.35481775,-12.221308,-0.10712334,,48727,0.0034825685,0.01,0.01,130,0.01,374.82307692307694,-0.18568558,-0.11102458,130,25.663211345672607,68
0.01,-0.44994006,-12.111302,-0.10712334,,49179,0.0034825685,0.01,0.01,131,0.01,375.412213740458,-0.18568558,-0.11102458,131,25.896321535110474,68
0.01,-0.3782437,-12.59225,-0.10712334,,49350,0.0034825685,0.01,0.01,132,0.01,373.8636363636364,-0.18568558,-0.11102458,132,25.989194869995117,68
0.01,-0.3827568,-12.080229,-0.10712334,,49850,0.0034825685,0.01,0.01,133,0.01,374.812030075188,-0.18568558,-0.11102458,133,26.24874448776245,68
0.01,-0.3739672,-11.568336,-0.10712334,,50350,0.0034825685,0.01,0.01,134,0.01,375.74626865671644,-0.18568558,-0.11102458,134,26.50540828704834,68
0.01,-0.39942664,-11.998816,-0.10712334,,50641,0.0034825685,0.01,0.01,135,0.01,375.1185185185185,-0.18568558,-0.11102458,135,26.65898847579956,68
0.01,-0.39019248,-11.033893,-0.10712334,,51141,0.0034825685,0.01,0.01,136,0.01,376.0367647058824,-0.18568558,-0.11102458,136,26.915597438812256,68
0.01,-0.39836392,-11.888656,-0.10712334,,51252,0.0034825685,0.01,0.01,137,0.01,374.1021897810219,-0.18568558,-0.11102458,137,26.977795839309692,68
0.01,-0.395621,-11.425264,-0.10712334,,51752,0.0034825685,0.01,0.01,138,0.01,375.0144927536232,-0.18568558,-0.11102458,138,27.235235691070557,68
0.01,-0.40361655,-11.731595,-0.10712334,,52063,0.0034825685,0.01,0.01,139,0.01,374.55395683453236,-0.18568558,-0.11102458,139,27.396241903305054,68
0.01,-0.4021292,-11.5213175,-0.10712334,,52563,0.0034825685,0.01,0.01,140,0.01,375.45,-0.18568558,-0.11102458,140,27.654815673828125,68
0.01,-0.4458653,-11.166957,-0.10712334,,53063,0.0034825685,0.01,0.01,141,0.01,376.3333333333333,-0.18568558,-0.11102458,141,27.912343502044678,68
0.01,-0.38874543,-11.776464,-0.10712334,,53165,0.0034825685,0.01,0.01,142,0.01,374.40140845070425,-0.18568558,-0.11102458,142,27.968605279922485,68
0.01,-0.36836842,-12.304905,-0.10712334,,53259,0.0034825685,0.01,0.01,143,0.01,372.44055944055947,-0.18568558,-0.11102458,143,28.021475791931152,68
0.01,-0.3991965,-12.935256,-0.10712334,,53375,0.0034825685,0.01,0.01,144,0.01,370.65972222222223,-0.18568558,-0.11102458,144,28.08599328994751,68
0.01,-0.4064686,-12.976006,-0.10712334,,53875,0.0034825685,0.01,0.01,145,0.01,371.55172413793105,-0.18568558,-0.11102458,145,28.346765518188477,68
0.01,-0.404112,-13.349912,-0.10712334,,54074,0.0034825685,0.01,0.01,146,0.01,370.36986301369865,-0.18568558,-0.11102458,146,28.459521055221558,68
0.01,-0.40953866,-12.809694,-0.10712334,,54574,0.0034825685,0.01,0.01,147,0.01,371.2517006802721,-0.18568558,-0.11102458,147,28.734290599822998,68
0.01,-0.4275772,-12.886626,-0.10712334,,55074,0.0034825685,0.01,0.01,148,0.01,372.1216216216216,-0.18568558,-0.11102458,148,29.006460666656494,68
0.01,-0.40670973,-13.435911,-0.10712334,,55284,0.0034825685,0.01,0.01,149,0.01,371.03355704697987,-0.18568558,-0.11102458,149,29.121363401412964,68
0.01,-0.38156927,-13.71968,-0.10712334,,55784,0.0034825685,0.01,0.01,150,0.01,371.8933333333333,-0.18568558,-0.11102458,150,29.37868309020996,68
0.01,-0.4039092,-14.069475,-0.10712334,,56067,0.0034825685,0.01,0.01,151,0.01,371.3046357615894,-0.18568558,-0.11102458,151,29.524869918823242,68
0.01,-0.39790124,-14.412109,-0.10712334,,56362,0.0034825685,0.01,0.01,152,0.01,370.80263157894734,-0.18568558,-0.11102458,152,29.679938316345215,68
0.01,-0.39851415,-14.597401,-0.10712334,,56694,0.0034825685,0.01,0.01,153,0.01,370.54901960784315,-0.18568558,-0.11102458,153,29.85214138031006,68
0.01,-0.37830442,-15.083824,-0.10712334,,56787,0.0034825685,0.01,0.01,154,0.01,368.74675324675326,-0.18568558,-0.11102458,154,29.902986526489258,68
0.01,-0.39625338,-15.466332,-0.10712334,,57082,0.0034825685,0.01,0.01,155,0.01,368.27096774193546,-0.18568558,-0.11102458,155,30.055526733398438,68
0.01,-0.4039989,-14.885867,-0.10712334,,57582,0.0034825685,0.01,0.01,156,0.01,369.11538461538464,-0.18568558,-0.11102458,156,30.31304383277893,68
0.01,-0.41145027,-15.441236,-0.10712334,,57754,0.0034825685,0.01,0.01,157,0.01,367.859872611465,-0.18568558,-0.11102458,157,30.404309511184692,68
0.01,-0.40752584,-15.835566,-0.10712334,,57880,0.0034825685,0.01,0.01,158,0.01,366.32911392405066,-0.18568558,-0.11102458,158,30.473533868789673,68
0.01,-0.41297382,-15.500277,-0.10712334,,58380,0.0034825685,0.01,0.01,159,0.01,367.1698113207547,-0.18568558,-0.11102458,159,30.727307081222534,68
0.01,-0.41815475,-14.905661,-0.10712334,,58880,0.0034825685,0.01,0.01,160,0.01,368.0,-0.18568558,-0.11102458,160,30.98479700088501,68
0.01,-0.41553968,-14.745334,-0.10712334,,59380,0.0034825685,0.01,0.01,161,0.01,368.8198757763975,-0.18568558,-0.11102458,161,31.25948143005371,68
0.01,-0.3961923,-15.230969,-0.10712334,,59467,0.0034825685,0.01,0.01,162,0.01,367.08024691358025,-0.18568558,-0.11102458,162,31.32286548614502,68
0.01,-0.41974527,-15.688723,-0.10712334,,59662,0.0034825685,0.01,0.01,163,0.01,366.02453987730064,-0.18568558,-0.11102458,163,31.448797702789307,68
0.01,-0.37583464,-15.97215,-0.10712334,,59881,0.0034825685,0.01,0.01,164,0.01,365.1280487804878,-0.18568558,-0.11102458,164,31.571972608566284,68
0.01,-0.38620946,-15.47085,-0.10712334,,60381,0.0034825685,0.01,0.01,165,0.01,365.94545454545454,-0.18568558,-0.11102458,165,31.830837965011597,68
