ReturnAbsMax,ActionIn1,NumTrajectories,TimeElapsed,IWMin,IWMean,ReturnMax,InvPendulum_std1_higher,DenMISEMeanLog,Regret/t,InvPendulum_mu2_higher,ReturnMin,DenMISELogLast,GridSize,IWLastEpisode,InvPendulum_mu3_higher,Regret,Delta,MinEpLen,InvPendulum_std2_higher,Iteration,NumTrainableParams,InvPendulum_std3_higher,AvgEpLen,DenMISELogFirst,IWMax,ReturnStepMax,IWFirstEpisode,BoundMISE,InvPendulum_std0_higher,TimestepsSoFar,ReturnLastEpisode,BoundBonus,ReturnMean,InvPendulum_mu1_higher,InvPendulum_mu0_higher,Bound
124.615524,1.9675105,20,0.9692010879516602,,1.0,,0.01,9.874974,115.191795,1.0,-124.615524,11.84534,16,,-1.0,2303.836,1.788021e-05,11,0.01,20,,0.01,22.65,7.745117,20.0,124.615524,,-83.18816,0.01,453,-105.17995,720.0243,-110.191795,1.0,1.0,636.8361
124.615524,2.0096538,21,1.0143187046051025,,0.9999998,,0.01,9.870397,114.906456,1.0,-124.615524,10.061491,16,,1.0,2413.0356,1.6217875e-05,11,0.01,21,,0.01,22.523809523809526,7.696327,20.999996,124.615524,,-84.52761,0.01,473,-104.19975,723.2307,-109.906456,1.0,-1.0,638.7031
124.615524,-0.011484742,22,1.0662081241607666,,1.0000001,,0.01,9.867452,114.8313,1.0,-124.615524,10.089392,16,,-1.0,2526.2886,1.4777031e-05,11,0.01,22,,0.01,22.681818181818183,7.649807,22.000002,124.615524,,-85.66843,0.01,499,-108.25288,726.2748,-109.8313,1.0,-1.0,640.6063
124.615524,-0.016345501,23,1.1080803871154785,,1.0,,0.01,9.913804,114.61526,-1.0,-124.615524,11.218351,16,,-1.0,2636.151,1.3520007e-05,11,0.01,23,,0.01,22.26086956521739,7.6053553,23.0,124.615524,,-85.785706,0.01,512,-104.862686,729.1716,-109.61526,1.0,1.0,643.38586
124.615524,4.008533,24,1.1542937755584717,,1.0,,0.01,9.970131,114.411964,1.0,-124.615524,11.5513735,16,,1.0,2745.8872,1.2416813e-05,11,0.01,24,,0.01,21.958333333333332,7.5627956,24.0,124.615524,,-86.23862,0.01,527,-104.736244,731.9344,-109.411964,1.0,1.0,645.6958
124.615524,1.979692,25,1.2043755054473877,,1.0000001,,0.01,10.023419,114.64191,-1.0,-124.615524,11.58894,16,,1.0,2866.0476,1.1443334e-05,11,0.01,25,,0.01,21.88,7.5219736,25.000002,124.615524,,-86.33084,0.01,547,-115.16031,734.5746,-109.64191,1.0,1.0,648.2438
124.615524,-1.9973028,26,1.2514119148254395,,1.0000001,,0.01,9.9936285,114.70113,-1.0,-124.615524,9.536217,16,,-1.0,2982.2295,1.0580005e-05,11,0.01,26,,0.01,21.653846153846153,7.482753,26.000004,124.615524,,-86.426674,0.01,563,-111.1818,737.10236,-109.70113,1.0,-1.0,650.67566
124.615524,-4.0142384,27,1.3005378246307373,,0.9999996,,0.01,9.971009,114.70376,-1.0,-124.615524,9.671013,16,,-1.0,3097.0015,9.810813e-06,11,0.01,27,,0.01,21.666666666666668,7.4450126,26.999989,124.615524,,-88.50605,0.01,585,-109.77209,739.52655,-109.70376,-1.0,-1.0,651.0205
124.615524,-2.0164971,28,1.3669254779815674,,0.9999999,,0.01,10.016914,114.63733,1.0,-124.615524,11.545113,16,,-1.0,3209.8452,9.122555e-06,11,0.01,28,,0.01,22.5,7.408645,27.999996,124.615524,,-90.13296,0.01,630,-107.84365,741.8551,-109.63733,-1.0,-1.0,651.72217
124.615524,0.032114625,29,1.4154634475708008,,1.0000004,,0.01,9.979278,114.5358,-1.0,-124.615524,9.214875,16,,1.0,3321.538,8.504261e-06,11,0.01,29,,0.01,22.344827586206897,7.3735538,29.000011,124.615524,,-92.85336,0.01,648,-106.692726,744.095,-109.5358,-1.0,1.0,651.2416
124.615524,-0.012832522,30,1.465317964553833,,1.0000001,,0.01,9.848644,114.61972,1.0,-124.615524,6.350246,16,,1.0,3438.5916,7.94676e-06,11,0.01,30,,0.01,22.133333333333333,7.339652,30.000002,124.615524,,-96.90161,0.01,664,-112.05362,746.2525,-109.61972,-1.0,-1.0,649.3509
133.95932,-2.0130236,31,1.5255377292633057,,1.0000005,,0.01,9.85615,115.40486,-1.0,-133.95932,10.371885,16,,1.0,3577.5508,7.4423347e-06,11,0.01,31,,0.01,22.64516129032258,7.3068624,31.000013,133.95932,,-97.863625,0.01,702,-133.95932,804.44415,-110.40486,-1.0,-1.0,706.5805
133.95932,1.9856768,32,1.5786051750183105,,0.9999995,,0.01,9.873765,115.539925,1.0,-133.95932,10.710903,16,,1.0,3697.2776,6.984457e-06,11,0.01,32,,0.01,22.53125,7.2751136,31.999985,133.95932,,-98.227936,0.01,721,-114.72678,806.6042,-110.539925,-1.0,1.0,708.3762
133.95932,-3.010418,33,1.6416347026824951,,,,0.01,9.899535,116.02057,-1.0,-133.95932,11.015722,81,,,3828.6787,1.3615693e-06,11,0.01,33,,0.01,22.848484848484848,7.244342,,133.95932,,,0.01,754,-126.40106,inf,-111.02057,-1.0,-1.0,inf
133.95932,-2.996439,34,2.9624388217926025,,,,0.01,9.90059,116.34024,,-133.95932,10.920569,81,,-1.0,3955.568,1.2826548e-06,11,0.01,34,,0.01,23.5,7.214489,,133.95932,,,0.01,799,-121.88939,inf,-111.34024,-1.0,-1.0,inf
133.95932,-2.0126817,35,3.1221911907196045,,,,0.01,9.831768,115.680626,,-133.95932,8.477356,81,,,4048.822,1.2104073e-06,11,0.01,35,,0.01,24.6,7.1855016,,133.95932,,,0.01,861,-88.25388,inf,-110.680626,-1.0,-1.0,inf
468.01556,-1.0016809,36,3.517420530319214,,,,0.01,9.787583,125.606606,,-468.01556,9.227108,81,,1.0,4521.838,1.1440965e-06,11,0.01,36,,0.01,37.80555555555556,7.1573305,,468.01556,,,0.01,1361,-468.01556,inf,-120.606606,-1.0,-1.0,inf
494.85684,-1.0436547,37,3.9289491176605225,,,,0.01,9.694026,135.72147,1.0,-494.85684,7.312314,81,,,5021.6943,1.0830892e-06,11,0.01,37,,0.01,50.2972972972973,7.1299314,,494.85684,,,0.01,1861,-494.85684,inf,-130.72147,-1.0,-1.0,inf
494.85684,-3.0253515,38,4.095832824707031,,,,0.01,9.633459,136.22488,-1.0,-494.85684,8.379235,81,,-1.0,5176.5454,1.0268345e-06,11,0.01,38,,0.01,50.5,7.1032634,,494.85684,,,0.01,1919,-149.85115,inf,-131.22488,-1.0,,inf
494.85684,-2.0480373,39,4.229434967041016,,,,0.01,9.577939,135.683,-1.0,-494.85684,8.45524,81,,,5291.6367,9.748514e-07,11,0.01,39,,0.01,49.666666666666664,7.0772877,,494.85684,,,0.01,1937,-110.09119,inf,-130.683,-1.0,,inf
494.85684,-1.0118344,40,4.363088846206665,,,,0.01,9.495745,135.16867,-1.0,-494.85684,7.2775664,81,,1.0,5406.747,9.267181e-07,11,0.01,40,,0.01,48.825,7.05197,,494.85684,,,0.01,1953,-110.110245,inf,-130.16867,-1.0,,inf
494.85684,-2.0002313,41,4.502748489379883,,,,0.01,9.496129,134.8116,,-494.85684,10.499205,81,,-1.0,5527.276,8.820637e-07,11,0.01,41,,0.01,48.09756097560975,7.0272775,,494.85684,,,0.01,1972,-115.5289,inf,-129.8116,-1.0,,inf
494.85684,-1.0047605,42,4.665416240692139,,,,0.01,9.497687,134.38968,,-494.85684,10.5495825,81,,,5644.366,8.405606e-07,11,0.01,42,,0.01,48.285714285714285,7.00318,,494.85684,,,0.01,2028,-112.09075,inf,-129.38968,-1.0,,inf
494.85684,0.00214535,43,5.068109035491943,,,,0.01,9.477316,142.77911,,-494.85684,9.610016,81,,1.0,6139.502,8.019195e-07,11,0.01,43,,0.01,58.7906976744186,6.9796495,,494.85684,,,0.01,2528,-490.13565,inf,-137.77911,-1.0,,inf
