NumTrainableParams,Iteration,TimestepsSoFar,NumTrajectories,InvPendulum_std0_higher,InvPendulum_std2_higher,TimeElapsed,InvPendulum_mu2_higher,InvPendulum_mu0_higher,AvgEpLen,InvPendulum_std3_higher,InvPendulum_std1_higher,ActionIn1,InvPendulum_mu1_higher,InvPendulum_mu3_higher,ReturnMean,MinEpLen
,303,41426,303,0.14999999,0.14999999,22.45345950126648,0.0034825685,-0.18568558,136.7194719471947,0.14999999,0.14999999,-0.21997969,-0.11102458,-0.10712334,-80.07317,14
,304,41926,304,0.14999999,0.14999999,22.71243119239807,0.0034825685,-0.18568558,137.91447368421052,0.14999999,0.14999999,0.3420102,-0.11102458,-0.10712334,-80.109436,14
,305,41946,305,0.14999999,0.14999999,22.72537636756897,0.0034825685,-0.18568558,137.52786885245902,0.14999999,0.14999999,-0.44159326,-0.11102458,-0.10712334,-80.164215,14
,306,41967,306,0.14999999,0.14999999,22.738220691680908,0.0034825685,-0.18568558,137.14705882352942,0.14999999,0.14999999,-0.64409655,-0.11102458,-0.10712334,-80.21561,14
,307,42013,307,0.14999999,0.14999999,22.76606297492981,0.0034825685,-0.18568558,136.85016286644952,0.14999999,0.14999999,-0.5876639,-0.11102458,-0.10712334,-80.217834,14
,308,42081,308,0.14999999,0.14999999,22.803959369659424,0.0034825685,-0.18568558,136.62662337662337,0.14999999,0.14999999,-0.549212,-0.11102458,-0.10712334,-80.21498,14
,309,42112,309,0.14999999,0.14999999,22.8227059841156,0.0034825685,-0.18568558,136.28478964401293,0.14999999,0.14999999,-0.158779,-0.11102458,-0.10712334,-80.269066,14
,310,42194,310,0.14999999,0.14999999,22.86878204345703,0.0034825685,-0.18568558,136.10967741935485,0.14999999,0.14999999,0.3583948,-0.11102458,-0.10712334,-80.267296,14
,311,42219,311,0.14999999,0.14999999,22.88495969772339,0.0034825685,-0.18568558,135.7524115755627,0.14999999,0.14999999,-0.5750639,-0.11102458,-0.10712334,-80.32264,14
,312,42719,312,0.14999999,0.14999999,23.142024517059326,0.0034825685,-0.18568558,136.9198717948718,0.14999999,0.14999999,-0.36306182,-0.11102458,-0.10712334,-80.35704,14
,313,42750,313,0.14999999,0.14999999,23.161542177200317,0.0034825685,-0.18568558,136.5814696485623,0.14999999,0.14999999,-0.60449725,-0.11102458,-0.10712334,-80.38583,14
,314,42836,314,0.14999999,0.14999999,23.209458827972412,0.0034825685,-0.18568558,136.4203821656051,0.14999999,0.14999999,-0.7984199,-0.11102458,-0.10712334,-80.28932,14
,315,42887,315,0.14999999,0.14999999,23.239447832107544,0.0034825685,-0.18568558,136.14920634920634,0.14999999,0.14999999,-0.93199074,-0.11102458,-0.10712334,-80.32347,14
,316,42927,316,0.14999999,0.14999999,23.262839317321777,0.0034825685,-0.18568558,135.84493670886076,0.14999999,0.14999999,-0.26457614,-0.11102458,-0.10712334,-80.32743,14
,317,42996,317,0.14999999,0.14999999,23.303510189056396,0.0034825685,-0.18568558,135.63406940063092,0.14999999,0.14999999,-0.670751,-0.11102458,-0.10712334,-80.25629,14
,318,43015,318,0.14999999,0.14999999,23.31564974784851,0.0034825685,-0.18568558,135.26729559748426,0.14999999,0.14999999,-0.3153488,-0.11102458,-0.10712334,-80.27329,14
,319,43048,319,0.14999999,0.14999999,23.336210250854492,0.0034825685,-0.18568558,134.94670846394985,0.14999999,0.14999999,-0.5596589,-0.11102458,-0.10712334,-80.29243,14
,320,43073,320,0.14999999,0.14999999,23.351276397705078,0.0034825685,-0.18568558,134.603125,0.14999999,0.14999999,-0.14292592,-0.11102458,-0.10712334,-80.31166,14
,321,43126,321,0.14999999,0.14999999,23.383391618728638,0.0034825685,-0.18568558,134.34890965732086,0.14999999,0.14999999,-0.2746066,-0.11102458,-0.10712334,-80.35915,14
,322,43168,322,0.14999999,0.14999999,23.408696174621582,0.0034825685,-0.18568558,134.06211180124222,0.14999999,0.14999999,-0.7560451,-0.11102458,-0.10712334,-80.34541,14
,323,43225,323,0.14999999,0.14999999,23.441917896270752,0.0034825685,-0.18568558,133.8235294117647,0.14999999,0.14999999,0.50073785,-0.11102458,-0.10712334,-80.29447,14
,324,43249,324,0.14999999,0.14999999,23.457660913467407,0.0034825685,-0.18568558,133.48456790123456,0.14999999,0.14999999,-0.44657478,-0.11102458,-0.10712334,-80.33983,14
,325,43749,325,0.14999999,0.14999999,23.715633630752563,0.0034825685,-0.18568558,134.6123076923077,0.14999999,0.14999999,-0.5187371,-0.11102458,-0.10712334,-80.39159,14
,326,44249,326,0.14999999,0.14999999,23.975193977355957,0.0034825685,-0.18568558,135.73312883435582,0.14999999,0.14999999,-0.6623642,-0.11102458,-0.10712334,-80.41937,14
,327,44749,327,0.14999999,0.14999999,24.23142695426941,0.0034825685,-0.18568558,136.84709480122325,0.14999999,0.14999999,-0.2571653,-0.11102458,-0.10712334,-80.23293,14
,328,45249,328,0.14999999,0.14999999,24.49104595184326,0.0034825685,-0.18568558,137.95426829268294,0.14999999,0.14999999,0.040460944,-0.11102458,-0.10712334,-80.06218,14
,329,45266,329,0.14999999,0.14999999,24.502235889434814,0.0034825685,-0.18568558,137.58662613981764,0.14999999,0.14999999,-0.6943716,-0.11102458,-0.10712334,-80.100555,14
,330,45322,330,0.14999999,0.14999999,24.536845922470093,0.0034825685,-0.18568558,137.33939393939394,0.14999999,0.14999999,-0.059910648,-0.11102458,-0.10712334,-80.05483,14
,331,45409,331,0.14999999,0.14999999,24.584245681762695,0.0034825685,-0.18568558,137.18731117824774,0.14999999,0.14999999,-0.24613348,-0.11102458,-0.10712334,-80.07077,14
,332,45433,332,0.14999999,0.14999999,24.599820137023926,0.0034825685,-0.18568558,136.84638554216866,0.14999999,0.14999999,-0.18741071,-0.11102458,-0.10712334,-80.08739,14
,333,45933,333,0.14999999,0.14999999,24.854944705963135,0.0034825685,-0.18568558,137.93693693693695,0.14999999,0.14999999,-0.44482353,-0.11102458,-0.10712334,-80.08,14
,334,46266,334,0.14999999,0.14999999,25.027284145355225,0.0034825685,-0.18568558,138.52095808383234,0.14999999,0.14999999,-0.5864881,-0.11102458,-0.10712334,-79.855545,14
,335,46320,335,0.14999999,0.14999999,25.060184240341187,0.0034825685,-0.18568558,138.26865671641792,0.14999999,0.14999999,-0.275184,-0.11102458,-0.10712334,-79.849594,14
,336,46339,336,0.14999999,0.14999999,25.073042154312134,0.0034825685,-0.18568558,137.91369047619048,0.14999999,0.14999999,0.019548714,-0.11102458,-0.10712334,-79.896645,14
,337,46359,337,0.14999999,0.14999999,25.08629608154297,0.0034825685,-0.18568558,137.56379821958458,0.14999999,0.14999999,-0.73668754,-0.11102458,-0.10712334,-79.945175,14
,338,46413,338,0.14999999,0.14999999,25.117811679840088,0.0034825685,-0.18568558,137.31656804733728,0.14999999,0.14999999,-0.8558521,-0.11102458,-0.10712334,-79.95606,14
,339,46448,339,0.14999999,0.14999999,25.138020992279053,0.0034825685,-0.18568558,137.01474926253687,0.14999999,0.14999999,-0.3045924,-0.11102458,-0.10712334,-79.98361,14
,340,46473,340,0.14999999,0.14999999,25.154587984085083,0.0034825685,-0.18568558,136.68529411764706,0.14999999,0.14999999,-0.33720273,-0.11102458,-0.10712334,-80.03416,14
,341,46507,341,0.14999999,0.14999999,25.17592692375183,0.0034825685,-0.18568558,136.3841642228739,0.14999999,0.14999999,0.12450799,-0.11102458,-0.10712334,-80.07803,14
,342,46523,342,0.14999999,0.14999999,25.187568426132202,0.0034825685,-0.18568558,136.03216374269005,0.14999999,0.14999999,-0.5794152,-0.11102458,-0.10712334,-80.10949,14
,343,47023,343,0.14999999,0.14999999,25.442970991134644,0.0034825685,-0.18568558,137.0932944606414,0.14999999,0.14999999,-0.5116827,-0.11102458,-0.10712334,-80.04839,14
,344,47523,344,0.14999999,0.14999999,25.699992179870605,0.0034825685,-0.18568558,138.14825581395348,0.14999999,0.14999999,-0.3671316,-0.11102458,-0.10712334,-80.00804,14
,345,48023,345,0.14999999,0.14999999,25.957084894180298,0.0034825685,-0.18568558,139.19710144927535,0.14999999,0.14999999,-0.3465212,-0.11102458,-0.10712334,-80.06238,14
