NumTrainableParams,Iteration,TimestepsSoFar,NumTrajectories,InvPendulum_std0_higher,InvPendulum_std2_higher,TimeElapsed,InvPendulum_mu2_higher,InvPendulum_mu0_higher,AvgEpLen,InvPendulum_std3_higher,InvPendulum_std1_higher,ActionIn1,InvPendulum_mu1_higher,InvPendulum_mu3_higher,ReturnMean,MinEpLen
,13,1909,13,0.14999999,0.14999999,1.0953238010406494,0.0034825685,-0.18568558,146.84615384615384,0.14999999,0.14999999,-0.48342717,-0.11102458,-0.10712334,-81.06619,14
,14,1995,14,0.14999999,0.14999999,1.1425504684448242,0.0034825685,-0.18568558,142.5,0.14999999,0.14999999,-0.44922215,-0.11102458,-0.10712334,-79.102905,14
,15,2037,15,0.14999999,0.14999999,1.1674127578735352,0.0034825685,-0.18568558,135.8,0.14999999,0.14999999,-0.3264435,-0.11102458,-0.10712334,-79.15412,14
,16,2060,16,0.14999999,0.14999999,1.1828892230987549,0.0034825685,-0.18568558,128.75,0.14999999,0.14999999,-0.1527013,-0.11102458,-0.10712334,-79.80137,14
,17,2107,17,0.14999999,0.14999999,1.2104823589324951,0.0034825685,-0.18568558,123.94117647058823,0.14999999,0.14999999,-0.2835666,-0.11102458,-0.10712334,-80.47858,14
,18,2165,18,0.14999999,0.14999999,1.2445344924926758,0.0034825685,-0.18568558,120.27777777777777,0.14999999,0.14999999,-0.35064894,-0.11102458,-0.10712334,-80.09168,14
,19,2255,19,0.14999999,0.14999999,1.2938733100891113,0.0034825685,-0.18568558,118.6842105263158,0.14999999,0.14999999,-0.17320433,-0.11102458,-0.10712334,-78.16279,14
,20,2755,20,0.14999999,0.14999999,1.5502479076385498,0.0034825685,-0.18568558,137.75,0.14999999,0.14999999,-0.8876927,-0.11102458,-0.10712334,-79.13879,14
,21,2857,21,0.14999999,0.14999999,1.608109712600708,0.0034825685,-0.18568558,136.04761904761904,0.14999999,0.14999999,-0.255544,-0.11102458,-0.10712334,-76.92019,14
,22,2874,22,0.14999999,0.14999999,1.6195311546325684,0.0034825685,-0.18568558,130.63636363636363,0.14999999,0.14999999,-0.5726221,-0.11102458,-0.10712334,-77.66682,14
,23,2918,23,0.14999999,0.14999999,1.6489357948303223,0.0034825685,-0.18568558,126.8695652173913,0.14999999,0.14999999,-0.64553165,-0.11102458,-0.10712334,-76.93559,14
,24,2950,24,0.14999999,0.14999999,1.667938232421875,0.0034825685,-0.18568558,122.91666666666667,0.14999999,0.14999999,-0.2723555,-0.11102458,-0.10712334,-76.66347,14
,25,2995,25,0.14999999,0.14999999,1.6943960189819336,0.0034825685,-0.18568558,119.8,0.14999999,0.14999999,-0.704972,-0.11102458,-0.10712334,-76.766914,14
,26,3037,26,0.14999999,0.14999999,1.719771146774292,0.0034825685,-0.18568558,116.8076923076923,0.14999999,0.14999999,-0.35989258,-0.11102458,-0.10712334,-76.847595,14
,27,3537,27,0.14999999,0.14999999,1.979132890701294,0.0034825685,-0.18568558,131.0,0.14999999,0.14999999,-0.61392766,-0.11102458,-0.10712334,-77.52879,14
,28,3604,28,0.14999999,0.14999999,2.0192806720733643,0.0034825685,-0.18568558,128.71428571428572,0.14999999,0.14999999,-0.64780617,-0.11102458,-0.10712334,-76.88412,14
,29,3633,29,0.14999999,0.14999999,2.037302017211914,0.0034825685,-0.18568558,125.27586206896552,0.14999999,0.14999999,0.081367835,-0.11102458,-0.10712334,-77.374596,14
,30,3652,30,0.14999999,0.14999999,2.0501973628997803,0.0034825685,-0.18568558,121.73333333333333,0.14999999,0.14999999,-0.59283936,-0.11102458,-0.10712334,-77.90937,14
,31,4152,31,0.14999999,0.14999999,2.304917097091675,0.0034825685,-0.18568558,133.93548387096774,0.14999999,0.14999999,-0.59570765,-0.11102458,-0.10712334,-78.0966,14
,32,4208,32,0.14999999,0.14999999,2.338440179824829,0.0034825685,-0.18568558,131.5,0.14999999,0.14999999,-0.6151988,-0.11102458,-0.10712334,-77.767975,14
,33,4308,33,0.14999999,0.14999999,2.3939337730407715,0.0034825685,-0.18568558,130.54545454545453,0.14999999,0.14999999,-0.55662394,-0.11102458,-0.10712334,-77.00625,14
,34,4631,34,0.14999999,0.14999999,2.5662527084350586,0.0034825685,-0.18568558,136.2058823529412,0.14999999,0.14999999,-0.3469348,-0.11102458,-0.10712334,-74.90121,14
,35,4647,35,0.14999999,0.14999999,2.576397180557251,0.0034825685,-0.18568558,132.77142857142857,0.14999999,0.14999999,-0.590576,-0.11102458,-0.10712334,-75.37066,14
,36,4676,36,0.14999999,0.14999999,2.595611095428467,0.0034825685,-0.18568558,129.88888888888889,0.14999999,0.14999999,-0.42556462,-0.11102458,-0.10712334,-75.29218,14
,37,4693,37,0.14999999,0.14999999,2.6080048084259033,0.0034825685,-0.18568558,126.83783783783784,0.14999999,0.14999999,-1.0551723,-0.11102458,-0.10712334,-75.835236,14
,38,4742,38,0.14999999,0.14999999,2.6374237537384033,0.0034825685,-0.18568558,124.78947368421052,0.14999999,0.14999999,-0.78062665,-0.11102458,-0.10712334,-76.05266,14
,39,4775,39,0.14999999,0.14999999,2.65635085105896,0.0034825685,-0.18568558,122.43589743589743,0.14999999,0.14999999,-1.120908,-0.11102458,-0.10712334,-75.90808,14
,40,4839,40,0.14999999,0.14999999,2.6940832138061523,0.0034825685,-0.18568558,120.975,0.14999999,0.14999999,-0.5778633,-0.11102458,-0.10712334,-75.39256,14
,41,5339,41,0.14999999,0.14999999,2.9500699043273926,0.0034825685,-0.18568558,130.21951219512195,0.14999999,0.14999999,-0.403818,-0.11102458,-0.10712334,-75.40871,14
,42,5383,42,0.14999999,0.14999999,2.9756078720092773,0.0034825685,-0.18568558,128.16666666666666,0.14999999,0.14999999,-0.47175902,-0.11102458,-0.10712334,-75.39371,14
,43,5437,43,0.14999999,0.14999999,3.007542133331299,0.0034825685,-0.18568558,126.44186046511628,0.14999999,0.14999999,-0.36817044,-0.11102458,-0.10712334,-75.020905,14
,44,5461,44,0.14999999,0.14999999,3.0231235027313232,0.0034825685,-0.18568558,124.11363636363636,0.14999999,0.14999999,-0.2186783,-0.11102458,-0.10712334,-75.20617,14
,45,5480,45,0.14999999,0.14999999,3.0355656147003174,0.0034825685,-0.18568558,121.77777777777777,0.14999999,0.14999999,-0.41052106,-0.11102458,-0.10712334,-75.51115,14
,46,5585,46,0.14999999,0.14999999,3.0939781665802,0.0034825685,-0.18568558,121.41304347826087,0.14999999,0.14999999,-0.21640012,-0.11102458,-0.10712334,-75.237526,14
,47,6085,47,0.14999999,0.14999999,3.3505704402923584,0.0034825685,-0.18568558,129.46808510638297,0.14999999,0.14999999,0.058851197,-0.11102458,-0.10712334,-75.35288,14
,48,6105,48,0.14999999,0.14999999,3.364359140396118,0.0034825685,-0.18568558,127.1875,0.14999999,0.14999999,-0.54959977,-0.11102458,-0.10712334,-75.80592,14
,49,6120,49,0.14999999,0.14999999,3.374197244644165,0.0034825685,-0.18568558,124.89795918367346,0.14999999,0.14999999,-0.34977332,-0.11102458,-0.10712334,-76.15069,14
,50,6169,50,0.14999999,0.14999999,3.4043242931365967,0.0034825685,-0.18568558,123.38,0.14999999,0.14999999,-1.0389713,-0.11102458,-0.10712334,-76.24124,14
,51,6669,51,0.14999999,0.14999999,3.6604974269866943,0.0034825685,-0.18568558,130.76470588235293,0.14999999,0.14999999,-0.05028352,-0.11102458,-0.10712334,-75.58102,14
,52,6695,52,0.14999999,0.14999999,3.6768627166748047,0.0034825685,-0.18568558,128.75,0.14999999,0.14999999,-0.6549203,-0.11102458,-0.10712334,-75.731514,14
,53,6745,53,0.14999999,0.14999999,3.7068750858306885,0.0034825685,-0.18568558,127.26415094339623,0.14999999,0.14999999,-0.021747828,-0.11102458,-0.10712334,-75.67787,14
,54,6790,54,0.14999999,0.14999999,3.733224868774414,0.0034825685,-0.18568558,125.74074074074075,0.14999999,0.14999999,-0.46951163,-0.11102458,-0.10712334,-75.96616,14
,55,6901,55,0.14999999,0.14999999,3.794891595840454,0.0034825685,-0.18568558,125.47272727272727,0.14999999,0.14999999,0.29272863,-0.11102458,-0.10712334,-75.18717,14
,56,6915,56,0.14999999,0.14999999,3.8044095039367676,0.0034825685,-0.18568558,123.48214285714286,0.14999999,0.14999999,-0.6508889,-0.11102458,-0.10712334,-75.52494,14
,57,6944,57,0.14999999,0.14999999,3.82192325592041,0.0034825685,-0.18568558,121.82456140350877,0.14999999,0.14999999,-0.2805223,-0.11102458,-0.10712334,-75.876335,14
,58,6980,58,0.14999999,0.14999999,3.8451380729675293,0.0034825685,-0.18568558,120.34482758620689,0.14999999,0.14999999,-0.22550195,-0.11102458,-0.10712334,-76.05664,14
,59,7009,59,0.14999999,0.14999999,3.8638477325439453,0.0034825685,-0.18568558,118.79661016949153,0.14999999,0.14999999,-0.56692934,-0.11102458,-0.10712334,-76.30902,14
,60,7029,60,0.14999999,0.14999999,3.8761935234069824,0.0034825685,-0.18568558,117.15,0.14999999,0.14999999,-0.76354516,-0.11102458,-0.10712334,-76.48237,14
,61,7529,61,0.14999999,0.14999999,4.136415481567383,0.0034825685,-0.18568558,123.42622950819673,0.14999999,0.14999999,-0.06274064,-0.11102458,-0.10712334,-76.0867,14
,62,7562,62,0.14999999,0.14999999,4.157564401626587,0.0034825685,-0.18568558,121.96774193548387,0.14999999,0.14999999,-0.38683027,-0.11102458,-0.10712334,-76.42634,14
,63,7592,63,0.14999999,0.14999999,4.177327871322632,0.0034825685,-0.18568558,120.5079365079365,0.14999999,0.14999999,-0.29378614,-0.11102458,-0.10712334,-76.73358,14
,64,8092,64,0.14999999,0.14999999,4.434282064437866,0.0034825685,-0.18568558,126.4375,0.14999999,0.14999999,0.023155443,-0.11102458,-0.10712334,-76.74637,14
,65,8121,65,0.14999999,0.14999999,4.454808473587036,0.0034825685,-0.18568558,124.93846153846154,0.14999999,0.14999999,-0.31627738,-0.11102458,-0.10712334,-76.96796,14
,66,8155,66,0.14999999,0.14999999,4.475890636444092,0.0034825685,-0.18568558,123.56060606060606,0.14999999,0.14999999,-0.51001966,-0.11102458,-0.10712334,-77.19788,14
,67,8655,67,0.14999999,0.14999999,4.7298643589019775,0.0034825685,-0.18568558,129.17910447761193,0.14999999,0.14999999,-0.11807395,-0.11102458,-0.10712334,-76.44933,14
,68,8680,68,0.14999999,0.14999999,4.746326684951782,0.0034825685,-0.18568558,127.6470588235294,0.14999999,0.14999999,-0.32991904,-0.11102458,-0.10712334,-76.748,14
,69,8744,69,0.14999999,0.14999999,4.7825071811676025,0.0034825685,-0.18568558,126.72463768115942,0.14999999,0.14999999,-0.4502821,-0.11102458,-0.10712334,-76.848816,14
,70,8760,70,0.14999999,0.14999999,4.794241428375244,0.0034825685,-0.18568558,125.14285714285714,0.14999999,0.14999999,-0.35500488,-0.11102458,-0.10712334,-77.10625,14
,71,8783,71,0.14999999,0.14999999,4.80812406539917,0.0034825685,-0.18568558,123.70422535211267,0.14999999,0.14999999,-0.23405406,-0.11102458,-0.10712334,-77.19257,14
,72,8873,72,0.14999999,0.14999999,4.8584771156311035,0.0034825685,-0.18568558,123.23611111111111,0.14999999,0.14999999,-0.018577851,-0.11102458,-0.10712334,-77.45754,14
,73,8932,73,0.14999999,0.14999999,4.893054485321045,0.0034825685,-0.18568558,122.35616438356165,0.14999999,0.14999999,-0.7283562,-0.11102458,-0.10712334,-77.73043,14
,74,8949,74,0.14999999,0.14999999,4.904656648635864,0.0034825685,-0.18568558,120.93243243243244,0.14999999,0.14999999,-1.2092587,-0.11102458,-0.10712334,-77.89832,14
,75,9449,75,0.14999999,0.14999999,5.16027569770813,0.0034825685,-0.18568558,125.98666666666666,0.14999999,0.14999999,0.16226697,-0.11102458,-0.10712334,-77.135445,14
,76,9471,76,0.14999999,0.14999999,5.174702167510986,0.0034825685,-0.18568558,124.61842105263158,0.14999999,0.14999999,-0.47771665,-0.11102458,-0.10712334,-77.395645,14
,77,9492,77,0.14999999,0.14999999,5.188301086425781,0.0034825685,-0.18568558,123.27272727272727,0.14999999,0.14999999,-0.93649006,-0.11102458,-0.10712334,-77.616516,14
,78,9510,78,0.14999999,0.14999999,5.2015204429626465,0.0034825685,-0.18568558,121.92307692307692,0.14999999,0.14999999,-0.41834804,-0.11102458,-0.10712334,-77.74993,14
,79,9532,79,0.14999999,0.14999999,5.214984178543091,0.0034825685,-0.18568558,120.65822784810126,0.14999999,0.14999999,-0.57196754,-0.11102458,-0.10712334,-77.934555,14
,80,9622,80,0.14999999,0.14999999,5.267441511154175,0.0034825685,-0.18568558,120.275,0.14999999,0.14999999,-0.2292616,-0.11102458,-0.10712334,-77.6367,14
,81,10122,81,0.14999999,0.14999999,5.525990962982178,0.0034825685,-0.18568558,124.96296296296296,0.14999999,0.14999999,-0.8321046,-0.11102458,-0.10712334,-77.88997,14
,82,10196,82,0.14999999,0.14999999,5.567857265472412,0.0034825685,-0.18568558,124.34146341463415,0.14999999,0.14999999,-0.37811467,-0.11102458,-0.10712334,-77.53974,14
,83,10272,83,0.14999999,0.14999999,5.610482692718506,0.0034825685,-0.18568558,123.75903614457832,0.14999999,0.14999999,-0.6280566,-0.11102458,-0.10712334,-77.62907,14
,84,10376,84,0.14999999,0.14999999,5.667567729949951,0.0034825685,-0.18568558,123.52380952380952,0.14999999,0.14999999,-0.47802675,-0.11102458,-0.10712334,-77.1349,14
,85,10526,85,0.14999999,0.14999999,5.750309944152832,0.0034825685,-0.18568558,123.83529411764705,0.14999999,0.14999999,-0.60576946,-0.11102458,-0.10712334,-76.71801,14
,86,10569,86,0.14999999,0.14999999,5.774968147277832,0.0034825685,-0.18568558,122.8953488372093,0.14999999,0.14999999,-0.37087563,-0.11102458,-0.10712334,-76.70265,14
,87,10802,87,0.14999999,0.14999999,5.899244785308838,0.0034825685,-0.18568558,124.16091954022988,0.14999999,0.14999999,0.38383707,-0.11102458,-0.10712334,-76.2295,14
,88,10830,88,0.14999999,0.14999999,5.916517496109009,0.0034825685,-0.18568558,123.06818181818181,0.14999999,0.14999999,-0.33870345,-0.11102458,-0.10712334,-76.448166,14
,89,10852,89,0.14999999,0.14999999,5.931385040283203,0.0034825685,-0.18568558,121.93258426966293,0.14999999,0.14999999,-0.88656086,-0.11102458,-0.10712334,-76.63497,14
,90,11352,90,0.14999999,0.14999999,6.190183877944946,0.0034825685,-0.18568558,126.13333333333334,0.14999999,0.14999999,-0.70651627,-0.11102458,-0.10712334,-76.231155,14
,91,11852,91,0.14999999,0.14999999,6.448289632797241,0.0034825685,-0.18568558,130.24175824175825,0.14999999,0.14999999,-0.04733643,-0.11102458,-0.10712334,-76.366974,14
,92,11903,92,0.14999999,0.14999999,6.477380275726318,0.0034825685,-0.18568558,129.3804347826087,0.14999999,0.14999999,-0.37897328,-0.11102458,-0.10712334,-76.55062,14
,93,11996,93,0.14999999,0.14999999,6.529969692230225,0.0034825685,-0.18568558,128.98924731182797,0.14999999,0.14999999,0.042494677,-0.11102458,-0.10712334,-76.078064,14
,94,12022,94,0.14999999,0.14999999,6.547371864318848,0.0034825685,-0.18568558,127.8936170212766,0.14999999,0.14999999,-1.0107338,-0.11102458,-0.10712334,-76.32128,14
,95,12064,95,0.14999999,0.14999999,6.572368621826172,0.0034825685,-0.18568558,126.98947368421052,0.14999999,0.14999999,0.3219666,-0.11102458,-0.10712334,-76.37055,14
,96,12106,96,0.14999999,0.14999999,6.595193862915039,0.0034825685,-0.18568558,126.10416666666667,0.14999999,0.14999999,-0.96809614,-0.11102458,-0.10712334,-76.578926,14
,97,12137,97,0.14999999,0.14999999,6.617037773132324,0.0034825685,-0.18568558,125.12371134020619,0.14999999,0.14999999,-0.3292543,-0.11102458,-0.10712334,-76.74148,14
,98,12637,98,0.14999999,0.14999999,6.883021116256714,0.0034825685,-0.18568558,128.94897959183675,0.14999999,0.14999999,-0.048896845,-0.11102458,-0.10712334,-76.87119,14
,99,12711,99,0.14999999,0.14999999,6.925273418426514,0.0034825685,-0.18568558,128.3939393939394,0.14999999,0.14999999,0.64942795,-0.11102458,-0.10712334,-77.02205,14
,100,12727,100,0.14999999,0.14999999,6.935765266418457,0.0034825685,-0.18568558,127.27,0.14999999,0.14999999,0.09881376,-0.11102458,-0.10712334,-77.18679,14
,101,12757,101,0.14999999,0.14999999,6.955609083175659,0.0034825685,-0.18568558,126.3069306930693,0.14999999,0.14999999,0.120782614,-0.11102458,-0.10712334,-77.366325,14
,102,12775,102,0.14999999,0.14999999,6.967481374740601,0.0034825685,-0.18568558,125.24509803921569,0.14999999,0.14999999,-0.5732467,-0.11102458,-0.10712334,-77.56337,14
,103,12792,103,0.14999999,0.14999999,6.980118751525879,0.0034825685,-0.18568558,124.19417475728156,0.14999999,0.14999999,-0.4157653,-0.11102458,-0.10712334,-77.70405,14
,104,13292,104,0.14999999,0.14999999,7.238409757614136,0.0034825685,-0.18568558,127.8076923076923,0.14999999,0.14999999,-0.72498864,-0.11102458,-0.10712334,-77.71135,14
,105,13360,105,0.14999999,0.14999999,7.277130126953125,0.0034825685,-0.18568558,127.23809523809524,0.14999999,0.14999999,-1.295135,-0.11102458,-0.10712334,-77.61542,14
,106,13393,106,0.14999999,0.14999999,7.296290397644043,0.0034825685,-0.18568558,126.34905660377359,0.14999999,0.14999999,-1.3881308,-0.11102458,-0.10712334,-77.7384,14
,107,13439,107,0.14999999,0.14999999,7.323530197143555,0.0034825685,-0.18568558,125.59813084112149,0.14999999,0.14999999,-0.26508123,-0.11102458,-0.10712334,-77.67834,14
,108,13939,108,0.14999999,0.14999999,7.5806190967559814,0.0034825685,-0.18568558,129.0648148148148,0.14999999,0.14999999,-0.7051481,-0.11102458,-0.10712334,-77.85985,14
,109,13987,109,0.14999999,0.14999999,7.61020040512085,0.0034825685,-0.18568558,128.32110091743118,0.14999999,0.14999999,-0.21237567,-0.11102458,-0.10712334,-77.867905,14
,110,14004,110,0.14999999,0.14999999,7.622107267379761,0.0034825685,-0.18568558,127.30909090909091,0.14999999,0.14999999,-0.6350409,-0.11102458,-0.10712334,-78.04242,14
,111,14039,111,0.14999999,0.14999999,7.644567012786865,0.0034825685,-0.18568558,126.47747747747748,0.14999999,0.14999999,-0.39392057,-0.11102458,-0.10712334,-78.18203,14
,112,14057,112,0.14999999,0.14999999,7.656209707260132,0.0034825685,-0.18568558,125.50892857142857,0.14999999,0.14999999,-0.15446012,-0.11102458,-0.10712334,-78.31016,14
,113,14104,113,0.14999999,0.14999999,7.684055328369141,0.0034825685,-0.18568558,124.8141592920354,0.14999999,0.14999999,-0.80181783,-0.11102458,-0.10712334,-78.454834,14
,114,14604,114,0.14999999,0.14999999,7.938809871673584,0.0034825685,-0.18568558,128.10526315789474,0.14999999,0.14999999,-0.398502,-0.11102458,-0.10712334,-78.586205,14
,115,14648,115,0.14999999,0.14999999,7.966616153717041,0.0034825685,-0.18568558,127.37391304347825,0.14999999,0.14999999,-0.86962306,-0.11102458,-0.10712334,-78.59868,14
,116,14668,116,0.14999999,0.14999999,7.980318069458008,0.0034825685,-0.18568558,126.44827586206897,0.14999999,0.14999999,-0.2884221,-0.11102458,-0.10712334,-78.65788,14
,117,14704,117,0.14999999,0.14999999,8.003601551055908,0.0034825685,-0.18568558,125.67521367521367,0.14999999,0.14999999,-1.1089369,-0.11102458,-0.10712334,-78.82873,14
,118,14758,118,0.14999999,0.14999999,8.036389589309692,0.0034825685,-0.18568558,125.0677966101695,0.14999999,0.14999999,-0.26115438,-0.11102458,-0.10712334,-78.69281,14
,119,14782,119,0.14999999,0.14999999,8.05201244354248,0.0034825685,-0.18568558,124.21848739495799,0.14999999,0.14999999,-0.5400144,-0.11102458,-0.10712334,-78.74011,14
,120,14859,120,0.14999999,0.14999999,8.095426797866821,0.0034825685,-0.18568558,123.825,0.14999999,0.14999999,-0.57655793,-0.11102458,-0.10712334,-78.5912,14
,121,14874,121,0.14999999,0.14999999,8.105462312698364,0.0034825685,-0.18568558,122.92561983471074,0.14999999,0.14999999,-0.74325895,-0.11102458,-0.10712334,-78.734375,14
,122,14893,122,0.14999999,0.14999999,8.118220329284668,0.0034825685,-0.18568558,122.07377049180327,0.14999999,0.14999999,-0.6420172,-0.11102458,-0.10712334,-78.84317,14
,123,15050,123,0.14999999,0.14999999,8.207361698150635,0.0034825685,-0.18568558,122.35772357723577,0.14999999,0.14999999,-0.3919672,-0.11102458,-0.10712334,-78.92835,14
,124,15091,124,0.14999999,0.14999999,8.231426477432251,0.0034825685,-0.18568558,121.70161290322581,0.14999999,0.14999999,-0.20732898,-0.11102458,-0.10712334,-78.917015,14
,125,15132,125,0.14999999,0.14999999,8.259068012237549,0.0034825685,-0.18568558,121.056,0.14999999,0.14999999,-0.77788496,-0.11102458,-0.10712334,-79.074165,14
,126,15201,126,0.14999999,0.14999999,8.297735214233398,0.0034825685,-0.18568558,120.64285714285714,0.14999999,0.14999999,-0.520449,-0.11102458,-0.10712334,-78.902,14
,127,15226,127,0.14999999,0.14999999,8.313720941543579,0.0034825685,-0.18568558,119.88976377952756,0.14999999,0.14999999,-0.16206825,-0.11102458,-0.10712334,-79.01681,14
,128,15726,128,0.14999999,0.14999999,8.568601608276367,0.0034825685,-0.18568558,122.859375,0.14999999,0.14999999,-0.6225251,-0.11102458,-0.10712334,-79.11078,14
,129,15754,129,0.14999999,0.14999999,8.585716247558594,0.0034825685,-0.18568558,122.12403100775194,0.14999999,0.14999999,-0.46376902,-0.11102458,-0.10712334,-79.16079,14
,130,16254,130,0.14999999,0.14999999,8.843713998794556,0.0034825685,-0.18568558,125.03076923076924,0.14999999,0.14999999,0.28264642,-0.11102458,-0.10712334,-78.9428,14
,131,16270,131,0.14999999,0.14999999,8.855145931243896,0.0034825685,-0.18568558,124.19847328244275,0.14999999,0.14999999,-1.1441879,-0.11102458,-0.10712334,-79.04347,14
,132,16332,132,0.14999999,0.14999999,8.890940189361572,0.0034825685,-0.18568558,123.72727272727273,0.14999999,0.14999999,-0.068743035,-0.11102458,-0.10712334,-78.83515,14
,133,16367,133,0.14999999,0.14999999,8.912228107452393,0.0034825685,-0.18568558,123.06015037593986,0.14999999,0.14999999,-0.13643934,-0.11102458,-0.10712334,-78.98642,14
,134,16430,134,0.14999999,0.14999999,8.94835877418518,0.0034825685,-0.18568558,122.61194029850746,0.14999999,0.14999999,-0.0045948997,-0.11102458,-0.10712334,-79.0513,14
,135,16447,135,0.14999999,0.14999999,8.960464000701904,0.0034825685,-0.18568558,121.82962962962964,0.14999999,0.14999999,-0.38648647,-0.11102458,-0.10712334,-79.131195,14
,136,16474,136,0.14999999,0.14999999,8.978021144866943,0.0034825685,-0.18568558,121.13235294117646,0.14999999,0.14999999,-0.24797465,-0.11102458,-0.10712334,-79.22303,14
,137,16504,137,0.14999999,0.14999999,8.996112585067749,0.0034825685,-0.18568558,120.46715328467154,0.14999999,0.14999999,-0.37054533,-0.11102458,-0.10712334,-79.326126,14
,138,17004,138,0.14999999,0.14999999,9.262920141220093,0.0034825685,-0.18568558,123.21739130434783,0.14999999,0.14999999,-0.32940197,-0.11102458,-0.10712334,-79.45004,14
,139,17054,139,0.14999999,0.14999999,9.295538663864136,0.0034825685,-0.18568558,122.69064748201438,0.14999999,0.14999999,-0.44933546,-0.11102458,-0.10712334,-79.3553,14
,140,17554,140,0.14999999,0.14999999,9.579683303833008,0.0034825685,-0.18568558,125.38571428571429,0.14999999,0.14999999,-0.42702514,-0.11102458,-0.10712334,-79.17834,14
,141,17609,141,0.14999999,0.14999999,9.614632606506348,0.0034825685,-0.18568558,124.88652482269504,0.14999999,0.14999999,-1.0830663,-0.11102458,-0.10712334,-79.292816,14
,142,17631,142,0.14999999,0.14999999,9.629298210144043,0.0034825685,-0.18568558,124.16197183098592,0.14999999,0.14999999,-0.22626822,-0.11102458,-0.10712334,-79.380875,14
,143,17645,143,0.14999999,0.14999999,9.639682054519653,0.0034825685,-0.18568558,123.39160839160839,0.14999999,0.14999999,0.07938644,-0.11102458,-0.10712334,-79.495026,14
,144,17672,144,0.14999999,0.14999999,9.656188011169434,0.0034825685,-0.18568558,122.72222222222223,0.14999999,0.14999999,-0.3830346,-0.11102458,-0.10712334,-79.57919,14
,145,18172,145,0.14999999,0.14999999,9.923641204833984,0.0034825685,-0.18568558,125.32413793103449,0.14999999,0.14999999,-0.49211615,-0.11102458,-0.10712334,-79.707695,14
,146,18198,146,0.14999999,0.14999999,9.942581176757812,0.0034825685,-0.18568558,124.64383561643835,0.14999999,0.14999999,-0.45676744,-0.11102458,-0.10712334,-79.79448,14
,147,18698,147,0.14999999,0.14999999,10.231229066848755,0.0034825685,-0.18568558,127.19727891156462,0.14999999,0.14999999,-0.5381669,-0.11102458,-0.10712334,-79.63883,14
,148,19198,148,0.14999999,0.14999999,10.490005493164062,0.0034825685,-0.18568558,129.71621621621622,0.14999999,0.14999999,-0.80874467,-0.11102458,-0.10712334,-79.69906,14
,149,19219,149,0.14999999,0.14999999,10.504077911376953,0.0034825685,-0.18568558,128.98657718120805,0.14999999,0.14999999,-0.4957335,-0.11102458,-0.10712334,-79.78578,14
,150,19403,150,0.14999999,0.14999999,10.601375579833984,0.0034825685,-0.18568558,129.35333333333332,0.14999999,0.14999999,-0.11862627,-0.11102458,-0.10712334,-79.9176,14
