NumTrainableParams,ReturnStepMax,NumTrajectories,ReturnMax,DenMISELogLast,LQGmu1_actor,ReturnMean,BoundMISE,TimestepsSoFar,BoundBonus,IWMean,ReturnMin,ReturnLastEpisode,Regret/t,GridSize,Regret,ReturnAbsMax,Delta,DenMISEMeanLog,IWLastEpisode,DenMISELogFirst,IWMax,Iteration,TimeElapsed,LQGmu1_higher,LQGsigma_higher,IWMin,AvgEpLen,IWFirstEpisode,MinEpLen,Bound
,19.976288,14,18.187723,-3.1793165,10.043775,6.744424,0.8299333,280,64.35042,0.72126865,,7.295375,-1.7444239,20,-24.421936,18.187723,1.5508342e-05,-3.3369107,0.0012202946,-3.1147325,4.461932,14,3.9586732387542725,10.0,4.0,,20.0,0.117288776,20,65.18035
,19.976288,15,18.187723,-3.5212042,-7.157051,6.3290954,6.7897696,300,56.43007,1.0099527,,0.5145015,-1.3290954,20,-19.936432,18.187723,1.3509492e-05,-3.3700204,1.1901975e-05,-3.1753826,4.281374,15,4.204077243804932,-10.0,4.0,,20.0,0.087849945,20,63.219837
,19.976288,16,18.187723,-3.2488043,-6.9395447,6.3631153,9.740814,320,50.85996,1.1069345,,6.8734136,-1.3631153,20,-21.809845,18.187723,1.1873575e-05,-3.365344,2.1394043,-3.2340815,2.451346,16,4.445526838302612,-4.736842,4.0,,20.0,1.1530521,20,60.600773
,19.976288,17,18.187723,-3.1760142,1.7744434,6.400683,6.616501,340,52.869934,1.0195781,,7.0017548,-1.4006829,20,-23.811607,18.187723,1.0517769e-05,-3.349512,0.1364334,-3.2251186,2.6923337,17,4.719142198562622,2.631579,4.0,,20.0,2.1107335,20,59.486435
,19.976288,18,18.187723,-3.2002814,14.471432,6.162084,0.79921126,360,55.95564,0.7820818,,2.1059012,-1.1620841,20,-20.917511,18.187723,9.381591e-06,-3.3415456,0.2954311,-3.1652403,4.2207837,18,4.9489569664001465,10.0,4.0,,20.0,0.123364925,20,56.75485
,19.976288,19,18.187723,-4.3906,-4.3082848,5.8638287,6.6787825,380,49.934643,0.98482585,,0.4952345,-0.86382866,20,-16.412743,18.187723,8.420043e-06,-3.4099844,6.001177e-08,-3.2124774,4.0753856,19,5.2503955364227295,-10.0,4.0,,20.0,0.09116992,20,56.613426
,19.976288,20,18.187723,-3.2171924,-3.1465783,5.9414287,9.919775,400,45.741795,1.1561819,,7.415834,-0.94142866,20,-18.828575,18.187723,7.5990883e-06,-3.402974,2.4590833,-3.2589836,2.4884255,20,5.553044319152832,-3.6842105,4.0,,20.0,1.5883975,20,55.661568
,19.976288,21,18.187723,-3.1534574,5.634589,6.0276175,6.150332,420,47.78154,1.0181885,,7.7513976,-1.0276175,20,-21.579971,18.187723,6.892597e-06,-3.3848164,0.8227339,-3.2313502,2.6757464,21,5.802306175231934,2.631579,4.0,,20.0,2.1239276,20,53.931873
,19.976288,22,18.187723,-3.3481684,-4.7110505,5.806521,8.773159,440,43.445114,1.11277,,1.1634874,-0.80652094,20,-17.743462,18.187723,6.2802383e-06,-3.3832686,0.048051707,-3.1815248,2.4292667,22,6.076158285140991,-5.7894735,4.0,,20.0,0.75971806,20,52.218273
,19.976288,23,18.187723,-3.1226592,11.548637,5.8680606,0.8427285,460,50.55944,0.9246944,,7.221931,-0.8680606,20,-19.965393,18.187723,5.7460034e-06,-3.3680756,0.0026174835,-3.1920266,5.187835,23,6.32691502571106,10.0,4.0,,20.0,0.12671407,20,51.40217
,19.976288,24,18.187723,-3.752056,-0.091759235,5.644193,8.61856,480,42.16964,1.0838884,,0.4952345,-0.6441932,20,-15.460632,18.187723,5.277145e-06,-3.3889923,0.044620253,-3.2290921,2.4805584,24,6.610933303833008,-0.5263158,4.0,,20.0,2.4683647,20,50.7882
,19.976288,25,18.187723,-3.162067,-11.115831,6.145516,5.70593,500,44.825672,0.8276459,,18.177269,-1.1455159,20,-28.637894,18.187723,4.8634165e-06,-3.3772626,0.109582335,-3.1720176,4.149895,25,6.909237384796143,-10.0,4.0,,20.0,0.08755483,20,50.5316
,19.976288,26,18.187723,-3.5382853,2.4188316,6.1543016,4.010824,520,45.779057,0.9605011,,6.373942,-1.1543016,20,-30.01184,18.187723,4.4965022e-06,-3.3907816,0.0013330318,-3.2077422,2.942703,26,7.1579835414886475,4.736842,4.0,,20.0,1.3253819,20,49.78988
,19.976288,27,18.187723,-3.239943,-0.32991695,5.989059,9.876127,540,39.066513,1.1304945,,1.6927465,-0.989059,20,-26.70459,18.187723,4.1695957e-06,-3.3872356,1.1475481,-3.195763,2.3627412,27,7.4023847579956055,-2.631579,4.0,,20.0,1.8694882,20,48.942642
,19.981066,28,18.19141,-3.150579,-1.7746011,6.424857,10.219375,560,37.738174,1.1349285,,18.19141,-1.4248571,20,-39.895996,18.19141,3.8770854e-06,-3.3747191,2.3259783,-3.1651824,2.3278208,28,7.652220964431763,-0.5263158,4.0,,20.0,2.3155475,20,47.95755
,19.981066,29,18.19141,-3.0889812,-11.0580635,6.8294606,5.9080696,580,41.973965,0.8462698,,18.158367,-1.8294606,20,-53.05435,18.19141,3.6143113e-06,-3.3607988,0.2643348,-3.1208174,4.095361,29,7.887226343154907,-10.0,4.0,,20.0,0.08318483,20,47.882034
,19.981066,30,18.19141,-3.5376737,11.596475,6.798998,0.87893283,600,46.267113,0.90852726,,5.915578,-1.7989979,20,-53.96994,18.19141,3.377373e-06,-3.372428,3.2883586e-06,-3.1518548,5.421404,30,8.125803470611572,10.0,4.0,,20.0,0.12172462,20,47.146046
,19.981066,31,18.19141,-3.825134,4.64643,6.595651,9.980197,620,37.0655,1.0940884,,0.4952345,-1.5956511,20,-49.46518,18.19141,3.162992e-06,-3.3911524,0.0010951238,-3.1805954,2.369093,31,8.451172351837158,-4.736842,4.0,,20.0,1.0930002,20,47.045696
,19.981066,32,18.19141,-3.3700473,11.513206,6.428286,5.670904,640,40.63097,1.0466409,,1.2399787,-1.4282861,20,-45.705154,18.19141,2.9683938e-06,-3.3879867,2.8175876,-3.1776934,2.8227859,32,8.748305559158325,3.6842105,4.0,,20.0,1.6657193,20,46.301872
,19.981066,33,18.19141,-3.8531528,-4.9512477,6.248497,5.804173,660,39.308075,0.84529257,,0.4952345,-1.248497,20,-41.200394,18.19141,2.7912172e-06,-3.4011283,2.460505e-06,-3.1577208,4.005173,33,8.999030590057373,-10.0,4.0,,20.0,0.08631198,20,45.112247
,19.981066,34,18.19141,-3.1528215,4.0560923,6.2789454,10.057461,680,35.14831,1.092277,,7.2837515,-1.2789454,20,-43.484146,18.19141,2.6294422e-06,-3.3988774,1.265811,-3.1849616,2.3742418,34,9.257488489151001,-0.5263158,4.0,,20.0,2.361803,20,45.205772
,19.981066,35,18.19141,-3.308871,5.9069166,6.1361704,0.9520811,700,43.07039,1.0930386,,1.2818199,-1.1361704,20,-39.76596,18.19141,2.481335e-06,-3.3940473,0.9044525,-3.1467907,5.315508,35,9.493605852127075,10.0,4.0,,20.0,0.12110976,20,44.02247
,19.981066,36,18.19141,-3.3850272,-4.254307,5.996606,8.4026575,720,35.480827,0.9943158,,1.1118594,-0.9966059,20,-35.877808,18.19141,2.3453977e-06,-3.392355,0.040951002,-3.1715074,2.4348931,36,9.748437643051147,-5.7894735,4.0,,20.0,0.75214565,20,43.883484
,19.981066,37,18.19141,-3.1274507,13.6113825,6.032064,4.0318117,740,39.07959,1.0699688,,7.3085594,-1.032064,20,-38.18637,18.19141,2.2203328e-06,-3.3856432,0.18194406,-3.1782286,2.9156609,37,9.98602843284607,4.736842,4.0,,20.0,1.2868366,20,43.1114
,19.981066,38,18.19141,-4.283716,4.1950836,5.8863583,9.724326,760,33.024372,1.0649382,,0.4952345,-0.88635826,20,-33.68161,18.19141,2.1050107e-06,-3.407834,0.005341054,-3.1707087,2.301874,38,10.246244430541992,-1.5789474,4.0,,20.0,2.1329741,20,42.7487
,19.981066,39,18.19141,-3.2964702,-8.797712,5.767985,5.2831116,780,36.956264,0.76813585,,1.269799,-0.76798487,20,-29.951416,18.19141,1.9984454e-06,-3.403577,0.0049634697,-3.142072,4.0902343,39,10.502460956573486,-10.0,4.0,,20.0,0.08497181,20,42.239376
,19.981066,40,18.19141,-3.3070793,-3.4620233,5.7780294,8.67644,800,32.655518,1.0025923,,6.1697855,-0.77802944,20,-31.121185,18.19141,1.8997721e-06,-3.40725,1.6266345,-3.1652133,2.309655,40,10.775728940963745,-4.736842,4.0,,20.0,1.0763161,20,41.33196
,19.981066,41,18.19141,-3.0962121,10.594199,5.8199825,0.9659792,820,40.348114,1.1353291,,7.498086,-0.8199825,20,-33.619278,18.19141,1.8082306e-06,-3.3998163,0.0076554655,-3.163354,5.337297,41,11.055651426315308,10.0,4.0,,20.0,0.12313243,20,41.314095
,19.981066,42,18.19141,-3.702965,1.5947043,5.693203,8.05663,840,32.813923,1.0576143,,0.4952345,-0.693203,20,-29.114517,18.19141,1.7231492e-06,-3.4047089,0.17036042,-3.1844525,2.4436235,42,11.351407289505005,0.5263158,4.0,,20.0,2.4044456,20,40.870552
,19.981066,43,18.19141,-3.2012677,-8.161178,5.6081195,5.2281485,860,35.15864,0.7651614,,2.0346327,-0.6081195,20,-26.14914,18.19141,1.6439349e-06,-3.3988676,0.036694545,-3.1523132,4.019722,43,11.736467361450195,-10.0,4.0,,20.0,0.0858465,20,40.38679
,19.981066,44,18.19141,-3.254563,5.4602838,5.630234,2.7513654,880,37.27699,1.0705532,,6.5811415,-0.63023376,20,-27.730286,18.19141,1.5700596e-06,-3.40115,0.005901401,-3.1733081,3.0541615,44,12.006533145904541,5.7894735,4.0,,20.0,0.9225712,20,40.028355
,19.981066,45,18.19141,-3.3591292,-10.238838,5.53068,8.484697,900,31.291752,1.0101187,,1.1503148,-0.5306802,20,-23.880615,18.19141,1.5010545e-06,-3.398953,0.11130044,-3.1750305,2.3449223,45,12.278367280960083,-4.736842,4.0,,20.0,1.0869346,20,39.77645
,19.981066,46,18.19141,-3.452952,-6.133561,5.531327,5.500247,920,33.56844,0.8178453,,5.560416,-0.5313268,20,-24.44104,18.19141,1.4365008e-06,-3.4000888,3.1453855,-3.1731422,3.8801482,46,12.595638513565063,-10.0,4.0,,20.0,0.08765335,20,39.068687
,19.981066,47,18.19141,-3.1503954,4.170928,5.56641,7.510407,940,31.424507,1.0521499,,7.180235,-0.56641006,20,-26.621277,18.19141,1.3760232e-06,-3.3988738,0.5822247,-3.1927447,2.4591377,47,12.882768869400024,0.5263158,4.0,,20.0,2.4244666,20,38.934914
,19.981066,48,18.19141,-3.328596,6.561533,5.4770074,0.94504184,960,37.85829,1.1215397,,1.2750992,-0.4770074,20,-22.896362,18.19141,1.3192863e-06,-3.3965082,0.9622782,-3.1635003,5.413001,48,13.152117013931274,10.0,4.0,,20.0,0.12315046,20,38.803333
,19.981066,49,18.19141,-3.424696,-13.081272,5.3858404,7.835024,980,30.492563,0.98801744,,1.0098605,-0.38584042,20,-18.906189,18.19141,1.2659872e-06,-3.3952432,0.026052484,-3.1815572,2.3888433,49,13.436048030853271,-5.7894735,4.0,,20.0,0.7597427,20,38.327587
,19.981066,50,18.19141,-3.944825,1.9138722,5.389187,3.418974,1000,34.3688,1.1128708,,5.5531454,-0.38918686,20,-19.45935,18.19141,1.2158541e-06,-3.4066358,0.00025307588,-3.186374,2.9389358,50,13.813094139099121,4.736842,4.0,,20.0,1.2973611,20,37.787773
,19.981066,51,18.19141,-3.2303817,-7.9877467,5.322152,5.6277084,1020,32.10046,0.8481622,,1.9704144,-0.32215214,20,-16.429749,18.19141,1.168641e-06,-3.4012325,0.029882362,-3.18056,3.9067068,51,14.243819952011108,-10.0,4.0,,20.0,0.088305965,20,37.72817
,19.981066,52,18.19141,-3.2284064,0.3946277,5.3483267,8.121712,1040,29.2371,1.0187474,,6.683193,-0.34832668,20,-18.112976,18.19141,1.1241256e-06,-3.4010391,0.6974331,-3.1982484,2.3447914,52,14.708785057067871,-1.5789474,4.0,,20.0,2.192532,20,37.35881
,19.981066,53,18.19141,-3.1796174,10.069213,5.445232,0.93126935,1060,35.980263,1.0526022,,10.484304,-0.4452319,20,-23.59729,18.19141,1.082106e-06,-3.3966243,0.13414425,-3.175997,5.3187175,53,15.153930902481079,10.0,4.0,,20.0,0.12469909,20,36.911533
,19.981066,54,18.19141,-3.646961,-5.6662965,5.3538766,8.020765,1080,28.747505,0.9864692,,0.5120633,-0.3538766,20,-19.109344,18.19141,1.0423989e-06,-3.4007459,0.004050666,-3.1923392,2.3253474,54,15.672959804534912,-4.736842,4.0,,20.0,1.1059117,20,36.768272
,19.981066,55,18.19141,-3.1407897,6.3427587,5.389085,6.3066583,1100,30.270676,1.0770167,,7.2903285,-0.38908482,20,-21.399658,18.19141,1.0048382e-06,-3.396378,0.44714737,-3.1904154,2.5799975,55,16.420989990234375,1.5789474,4.0,,20.0,2.2989056,20,36.577335
,19.981066,56,18.19141,-3.41894,-16.885162,5.3109827,5.577384,1120,30.974037,0.8380537,,1.0153627,-0.3109827,20,-17.41504,18.19141,9.692714e-07,-3.3955696,0.00072255085,-3.1674855,3.9352498,56,17.043158292770386,-10.0,4.0,,20.0,0.08715892,20,36.551422
,19.981066,57,18.19141,-5.2133374,-4.5630164,5.3131557,5.749234,1140,30.002203,0.8750707,,5.434853,-0.31315565,20,-17.849884,18.19141,9.355603e-07,-3.430468,4.164865,-3.18363,4.164865,57,17.748043298721313,-10.0,4.0,,20.0,0.08857747,20,35.75144
,19.981066,58,18.19141,-3.1304417,-1.0250406,5.3450127,8.208424,1160,27.558025,1.0011885,,7.160842,-0.34501266,20,-20.010742,18.19141,9.035778e-07,-3.4276295,2.0312111,-3.1994689,2.270406,58,18.372947216033936,-2.631579,4.0,,20.0,1.8764288,20,35.76645
,19.981066,59,18.19141,-3.1434126,10.146574,5.562738,3.5628874,1180,32.333584,1.1179807,,18.190798,-0.56273794,20,-33.201538,18.19141,8.7320757e-07,-3.4228816,0.8193054,-3.1847234,3.0147848,59,19.101657152175903,4.736842,4.0,,20.0,1.2952216,20,35.896473
,19.981066,60,18.19141,-3.7249973,-0.59730005,5.478436,8.379895,1200,27.055595,1.0083214,,0.5046104,-0.478436,20,-28.706146,18.19141,8.443433e-07,-3.4261477,0.056318585,-3.179815,2.297009,60,19.884762048721313,-1.5789474,4.0,,20.0,2.1524866,20,35.43549
,19.98332,61,18.19312,-3.1352873,17.30346,5.686873,0.959097,1220,34.48799,1.1099914,,18.19312,-0.68687296,20,-41.89926,18.19312,8.168867e-07,-3.4213297,0.06860385,-3.1610982,5.5090714,61,20.654643058776855,10.0,4.0,,20.0,0.122855,20,35.44709
,19.98332,62,18.19312,-5.6615887,-4.2896147,5.603137,8.386066,1240,26.865116,1.0270284,,0.4952345,-0.603137,20,-37.3945,18.19312,7.90748e-07,-3.4560828,0.0013905626,-3.1753466,2.3463125,62,21.31406807899475,-0.5263158,4.0,,20.0,2.3392031,20,35.251183
,19.98332,63,18.19312,-3.120808,-2.3771353,5.627335,7.8493214,1260,27.304506,0.9729465,,7.127587,-0.6273351,20,-39.522095,18.19312,7.658441e-07,-3.4504244,2.1070223,-3.1543121,2.3630574,63,22.111900568008423,-5.7894735,4.0,,20.0,0.7393229,20,35.153828
,19.98332,64,18.19312,-3.0976958,1.961409,5.67332,7.6780276,1280,26.878246,1.0430706,,8.570411,-0.6733198,20,-43.09247,18.19312,7.4209845e-07,-3.4454274,1.697276,-3.1583936,2.393505,64,22.85908317565918,0.5263158,4.0,,20.0,2.3425977,20,34.556274
,19.98332,65,18.19312,-3.2100968,-8.844277,5.6135464,5.457384,1300,29.029383,0.8215984,,1.7880346,-0.6135464,20,-39.880524,18.19312,7.194404e-07,-3.4412386,0.028261937,-3.1379488,4.394341,65,23.639272451400757,-10.0,4.0,,20.0,0.084622175,20,34.486767
,19.98332,66,18.19312,-3.2885582,-8.777714,5.623056,8.258636,1320,25.999985,0.99174386,,6.2411866,-0.62305593,20,-41.121704,18.19312,6.978043e-07,-3.4417543,1.5779176,-3.151915,2.2480643,66,24.652782440185547,-4.736842,4.0,,20.0,1.0620978,20,34.25862
,19.98332,67,18.19312,-3.2745173,17.073177,5.6344833,0.9400042,1340,33.340633,1.1224991,,6.388655,-0.63448334,20,-42.510376,18.19312,6.771298e-07,-3.4394562,4.3205393e-05,-3.1509888,5.852858,67,25.41430115699768,10.0,4.0,,20.0,0.12161926,20,34.280636
,19.98332,68,18.19312,-5.564052,9.881444,5.558906,3.4349377,1360,30.532558,1.0399693,,0.4952345,-0.5589061,20,-38.005615,18.19312,6.5736054e-07,-3.4692557,0.22380787,-3.1639903,2.9929395,68,26.0626859664917,4.736842,4.0,,20.0,1.2686441,20,33.967495
,19.98332,69,18.19312,-3.6766434,-4.8720627,5.486022,5.6200657,1380,28.190231,0.8486536,,0.52991545,-0.486022,20,-33.535522,18.19312,6.3844476e-07,-3.4718053,1.702491e-05,-3.1601045,4.357313,69,26.833499670028687,-10.0,4.0,,20.0,0.08651797,20,33.810295
,19.98332,70,18.19312,-3.1243286,-5.292284,5.5079603,8.254131,1400,25.409565,0.9987748,,7.0216975,-0.5079603,20,-35.55722,18.19312,6.2033376e-07,-3.4691215,2.2671518,-3.1732402,2.2679887,70,27.572440147399902,-4.736842,4.0,,20.0,1.0849904,20,33.663696
,19.98332,71,18.19312,-3.1139462,2.2567558,5.5324826,7.963225,1420,25.29001,1.0141535,,7.249065,-0.5324826,20,-37.806274,18.19312,6.029826e-07,-3.4642067,1.1039412,-3.1720438,2.3333018,71,28.281654834747314,-0.5263158,4.0,,20.0,2.33149,20,33.253235
,19.98332,72,18.19312,-3.245199,8.518545,5.4778805,0.9454596,1440,32.07832,1.1727101,,1.6011404,-0.47788048,20,-34.40741,18.19312,5.863494e-07,-3.4610353,0.39309025,-3.1537197,5.7665815,72,29.026374340057373,10.0,4.0,,20.0,0.12195184,20,33.02378
,19.98332,73,18.19312,-3.5629077,-5.2330885,5.4123826,7.710062,1460,25.20214,0.9800411,,0.69650626,-0.4123826,20,-30.103943,18.19312,5.703951e-07,-3.4603994,0.005858819,-3.1658208,2.3204372,73,29.706243753433228,-5.7894735,4.0,,20.0,0.7478807,20,32.9122
,19.98332,74,18.19312,-3.1081476,10.166077,5.4381137,3.2771232,1480,29.444695,1.0468078,,7.316491,-0.4381137,20,-32.42041,18.19312,5.550832e-07,-3.455978,0.099926494,-3.1692336,3.002622,74,30.40622615814209,4.736842,4.0,,20.0,1.2753134,20,32.721817
,19.98332,75,18.19312,-3.710746,-8.714899,5.3723087,5.459791,1500,27.242882,0.8212556,,0.5027226,-0.37230873,20,-27.923157,18.19312,5.4037963e-07,-3.458856,1.2336538e-05,-3.1655695,4.418513,75,31.060051918029785,-10.0,4.0,,20.0,0.086992085,20,32.702675
,19.98332,76,18.19312,-3.270398,-2.851481,5.3848267,8.366107,1520,24.05652,1.0065143,,6.3236914,-0.38482666,20,-29.246826,18.19312,5.262527e-07,-3.4588177,1.1904072,-3.1776555,2.2200563,76,31.466161727905273,-3.6842105,4.0,,20.0,1.4643295,20,32.422626
,19.98332,77,18.19312,-3.0916913,-2.5726275,5.417552,6.956822,1540,25.164976,1.0066258,,7.9046426,-0.417552,20,-32.15149,18.19312,5.126726e-07,-3.454022,1.5371209,-3.1716433,2.432815,77,31.992919206619263,0.5263158,4.0,,20.0,2.3738427,20,32.1218
,19.98332,78,18.19312,-3.0864947,-9.21125,5.4613657,5.471738,1560,26.59355,0.82184535,,8.835072,-0.4613657,20,-35.98654,18.19312,4.9961136e-07,-3.4492853,0.38958564,-3.1541831,4.3349338,78,33.05193090438843,-10.0,4.0,,20.0,0.08600718,20,32.06529
,19.98332,79,18.19312,-3.3009725,-2.863944,5.471655,8.257786,1580,23.722143,1.0208037,,6.274189,-0.4716549,20,-37.260742,18.19312,4.8704305e-07,-3.4497418,1.4478856,-3.1658201,2.213567,79,33.555033922195435,-4.736842,4.0,,20.0,1.0769695,20,31.979929
,19.98332,80,18.19312,-3.079811,1.5908928,5.504729,0.92948353,1600,31.039125,1.1779171,,8.1175585,-0.5047288,20,-40.378296,18.19312,4.7494302e-07,-3.4449153,0.012317859,-3.1648586,5.9151382,80,34.16070294380188,10.0,4.0,,20.0,0.123317845,20,31.968609
,19.98332,81,18.19312,-3.2362802,-3.194553,5.465178,8.3180065,1620,23.397192,1.0432179,,2.3011029,-0.465178,20,-37.679413,18.19312,4.6328847e-07,-3.4404247,1.8534539,-3.1757407,2.2561738,81,34.570470094680786,-1.5789474,4.0,,20.0,2.1437345,20,31.715199
,19.98332,82,18.19312,-3.0773053,10.207899,5.491981,3.15135,1640,28.330503,1.0134672,,7.6630363,-0.49198103,20,-40.342438,18.19312,4.5205766e-07,-3.435523,0.30307582,-3.161889,3.0387063,82,34.9253032207489,4.736842,4.0,,20.0,1.2659812,20,31.481853
,19.98332,83,18.19312,-3.7401545,-16.51795,5.4318204,5.4586754,1660,25.973026,0.8200694,,0.49866194,-0.4318204,20,-35.841095,18.19312,4.4123027e-07,-3.4391105,1.2051716e-05,-3.1586897,4.359252,83,35.48497128486633,-10.0,4.0,,20.0,0.08639565,20,31.431702
,19.98332,84,18.19312,-5.059822,-1.6539073,5.445742,8.200231,1680,23.075438,1.021454,,6.6012115,-0.44574213,20,-37.44232,18.19312,4.307873e-07,-3.4606156,0.20541163,-3.1696255,2.2165534,84,35.92312502861023,-4.736842,4.0,,20.0,1.0810755,20,31.27567
,19.98332,85,18.19312,-3.1025958,-2.3762553,5.5951495,7.9850354,1700,23.340431,1.0302954,,18.145388,-0.5951495,20,-50.587708,18.19312,4.2071085e-07,-3.456203,2.1332138,-3.168672,2.323642,85,36.40153956413269,-0.5263158,4.0,,20.0,2.323642,20,31.325466
,19.98332,86,18.19312,-3.0770242,-4.8370876,5.637732,8.805489,1720,22.231962,1.0462317,,9.257283,-0.637732,20,-54.84497,18.19312,4.1098372e-07,-3.4514909,2.1592355,-3.1533983,2.1592417,86,36.84536004066467,-2.631579,4.0,,20.0,1.7919419,20,31.03745
,19.98332,87,18.19312,-3.074101,-13.09301,5.6555758,5.613656,1740,25.363583,0.8371198,,7.190117,-0.65557575,20,-57.035095,18.19312,4.015901e-07,-3.4466696,0.93789107,-3.1443367,4.3300004,87,37.28590202331543,-10.0,4.0,,20.0,0.085164465,20,30.977238
,19.98332,88,18.19312,-3.9205747,5.730486,5.6711774,0.8965155,1760,30.10226,1.1446233,,7.028547,-0.6711774,20,-59.06363,18.19312,3.925149e-07,-3.4539747,2.9101793e-07,-3.1547868,6.042686,88,37.755900859832764,10.0,4.0,,20.0,0.12208205,20,30.998775
,19.98332,89,18.19312,-3.4554424,-8.21904,5.6203585,8.407308,1780,22.277203,1.0267932,,1.1482532,-0.62035847,20,-55.211884,18.19312,3.8374395e-07,-3.4525976,0.1029311,-3.1647,2.1846566,89,38.15073251724243,-4.736842,4.0,,20.0,1.0757638,20,30.68451
,19.98332,90,18.19312,-3.2167494,-3.7227082,5.630349,5.8415217,1800,24.799038,0.86871135,,6.519555,-0.63034916,20,-56.731445,18.19312,3.7526362e-07,-3.4497247,2.2533033,-3.1638587,4.258124,90,38.678667306900024,-10.0,4.0,,20.0,0.08684338,20,30.64056
,19.98332,91,18.19312,-3.0668464,5.7783146,5.6509995,4.027238,1820,26.622606,0.99909854,,7.509498,-0.65099955,20,-59.240967,18.19312,3.670614e-07,-3.4470296,0.38564503,-3.173944,2.9646983,91,39.0919029712677,3.6842105,4.0,,20.0,1.6594856,20,30.649845
