TimestepsSoFar,ReturnMean,Iteration,LQGsigma_higher,LQGmu1_higher,TimeElapsed,LQGmu1_actor
1120,0.9561208,56,0.14999999,-0.8,1.767167329788208,-1.0581937
1140,0.95612025,57,0.14999999,-0.8,1.7994449138641357,-0.59611315
1160,0.9561247,58,0.14999999,-0.8,1.8230183124542236,-0.73975486
1180,0.95612437,59,0.14999999,-0.8,1.8510606288909912,-0.59713507
1200,0.9561265,60,0.14999999,-0.8,1.878868579864502,-0.76318824
1220,0.95612895,61,0.14999999,-0.8,1.9074416160583496,-0.5261203
1240,0.9561315,62,0.14999999,-0.8,1.92970609664917,-0.9411237
1260,0.95613,63,0.14999999,-0.8,1.9574267864227295,-0.67203736
1280,0.9561286,64,0.14999999,-0.8,1.9820988178253174,-0.746184
1300,0.9561311,65,0.14999999,-0.8,2.0027201175689697,-0.7566604
1320,0.95613503,66,0.14999999,-0.8,2.0261242389678955,-0.95153266
1340,0.9561355,67,0.14999999,-0.8,2.053208827972412,-0.5347558
1360,0.956133,68,0.14999999,-0.8,2.0896646976470947,-0.6070775
1380,0.95613366,69,0.14999999,-0.8,2.12103271484375,-0.6077024
1400,0.9561347,70,0.14999999,-0.8,2.154520034790039,-0.8208291
1420,0.9561282,71,0.14999999,-0.8,2.188788890838623,-0.69563484
1440,0.9561295,72,0.14999999,-0.8,2.218088150024414,-0.8555546
1460,0.95612735,73,0.14999999,-0.8,2.2415363788604736,-0.7791356
1480,0.9561318,74,0.14999999,-0.8,2.2797954082489014,-0.5964037
1500,0.9561318,75,0.14999999,-0.8,2.3116395473480225,-0.7518087
1520,0.9561349,76,0.14999999,-0.8,2.341843605041504,-0.76877266
1540,0.95613325,77,0.14999999,-0.8,2.3712263107299805,-0.91621035
1560,0.9561349,78,0.14999999,-0.8,2.405851364135742,-0.7704219
1580,0.95613617,79,0.14999999,-0.8,2.4342005252838135,-0.72976637
1600,0.95613325,80,0.14999999,-0.8,2.464327812194824,-1.1153415
1620,0.95612794,81,0.14999999,-0.8,2.4944136142730713,-0.8605852
1640,0.95613027,82,0.14999999,-0.8,2.5262858867645264,-0.5948354
1660,0.95613045,83,0.14999999,-0.8,2.5895988941192627,-1.0444231
1680,0.9561275,84,0.14999999,-0.8,2.6492207050323486,-0.68438995
1700,0.95612615,85,0.14999999,-0.8,2.6983423233032227,-0.8693727
1720,0.95612675,86,0.14999999,-0.8,2.740335702896118,-0.8827066
1740,0.95612484,87,0.14999999,-0.8,2.7877087593078613,-0.9159879
1760,0.9561212,88,0.14999999,-0.8,2.8414316177368164,-0.9601068
1780,0.9561206,89,0.14999999,-0.8,2.8925585746765137,-0.9305824
1800,0.9561183,90,0.14999999,-0.8,2.941343307495117,-0.5646016
1820,0.9561176,91,0.14999999,-0.8,3.0057623386383057,-0.72147113
1840,0.95611954,92,0.14999999,-0.8,3.0608606338500977,-0.76569647
1860,0.9561216,93,0.14999999,-0.8,3.1101126670837402,-0.5398019
1880,0.9561252,94,0.14999999,-0.8,3.146226406097412,-0.7273687
1900,0.9561263,95,0.14999999,-0.8,3.186215877532959,-0.90383863
1920,0.9561263,96,0.14999999,-0.8,3.218574285507202,-0.6404426
1940,0.9561278,97,0.14999999,-0.8,3.2501370906829834,-0.7379071
1960,0.9561261,98,0.14999999,-0.8,3.2857108116149902,-0.9062071
1980,0.9561254,99,0.14999999,-0.8,3.325218915939331,-0.69605744
2000,0.95612687,100,0.14999999,-0.8,3.371150016784668,-0.9803109
2020,0.95612526,101,0.14999999,-0.8,3.419001817703247,-1.0126268
2040,0.9561252,102,0.14999999,-0.8,3.457404375076294,-0.55937916
2060,0.9561281,103,0.14999999,-0.8,3.503756046295166,-0.78024185
2080,0.9561277,104,0.14999999,-0.8,3.544112205505371,-0.9871346
2100,0.956125,105,0.14999999,-0.8,3.5823116302490234,-1.0033418
2120,0.9561213,106,0.14999999,-0.8,3.613621473312378,-0.90451336
2140,0.9561226,107,0.14999999,-0.8,3.656743288040161,-0.9923798
2160,0.95611984,108,0.14999999,-0.8,3.687091588973999,-0.83123946
2180,0.95612025,109,0.14999999,-0.8,3.7207233905792236,-0.91006094
2200,0.9561199,110,0.14999999,-0.8,3.7535276412963867,-0.8973776
2220,0.95611995,111,0.14999999,-0.8,3.7843804359436035,-0.7911482
2240,0.95612156,112,0.14999999,-0.8,3.817265033721924,-0.84244597
2260,0.95612043,113,0.14999999,-0.8,3.8687469959259033,-0.74140185
2280,0.95612204,114,0.14999999,-0.8,3.8987388610839844,-1.1174481
2300,0.9561206,115,0.14999999,-0.8,3.9452497959136963,-0.97879344
2320,0.9561213,116,0.14999999,-0.8,3.983386754989624,-0.73588514
2340,0.95612186,117,0.14999999,-0.8,4.042447090148926,-0.71390915
2360,0.9561216,118,0.14999999,-0.8,4.083854675292969,-0.88931435
2380,0.95612127,119,0.14999999,-0.8,4.120452880859375,-0.3340489
2400,0.95612055,120,0.14999999,-0.8,4.161123275756836,-0.6870086
2420,0.9561209,121,0.14999999,-0.8,4.192902565002441,-0.67664236
2440,0.9561226,122,0.14999999,-0.8,4.224051237106323,-0.65474105
2460,0.95612305,123,0.14999999,-0.8,4.2604076862335205,-0.9496486
2480,0.95612115,124,0.14999999,-0.8,4.299090623855591,-0.99388677
2500,0.95612013,125,0.14999999,-0.8,4.345783710479736,-0.9096939
2520,0.9561183,126,0.14999999,-0.8,4.399048089981079,-0.71276987
2540,0.9561197,127,0.14999999,-0.8,4.448464632034302,-0.9573446
2560,0.95611906,128,0.14999999,-0.8,4.495669603347778,-1.0264661
2580,0.9561185,129,0.14999999,-0.8,4.551132440567017,-0.8029876
2600,0.95611846,130,0.14999999,-0.8,4.602792739868164,-0.69158894
2620,0.95611864,131,0.14999999,-0.8,4.641642093658447,-0.96451974
2640,0.95611733,132,0.14999999,-0.8,4.6848671436309814,-0.8021067
2660,0.956117,133,0.14999999,-0.8,4.72373104095459,-1.051265
2680,0.9561147,134,0.14999999,-0.8,4.760871171951294,-0.718758
2700,0.9561162,135,0.14999999,-0.8,4.797179937362671,-0.89971894
2720,0.9561165,136,0.14999999,-0.8,4.852639675140381,-0.7749753
2740,0.9561164,137,0.14999999,-0.8,4.893218040466309,-0.7558416
2760,0.95611686,138,0.14999999,-0.8,4.934194326400757,-0.7191639
2780,0.95611745,139,0.14999999,-0.8,4.963796377182007,-0.59602284
2800,0.95611876,140,0.14999999,-0.8,4.997769117355347,-0.69038785
2820,0.95611906,141,0.14999999,-0.8,5.034700155258179,-0.95594233
2840,0.95611984,142,0.14999999,-0.8,5.064457893371582,-0.53862226
2860,0.9561221,143,0.14999999,-0.8,5.096268177032471,-0.740353
2880,0.9561213,144,0.14999999,-0.8,5.125765562057495,-0.67071
2900,0.95611995,145,0.14999999,-0.8,5.155607461929321,-0.80886006
2920,0.9561206,146,0.14999999,-0.8,5.1868064403533936,-0.86260843
2940,0.95612174,147,0.14999999,-0.8,5.2175328731536865,-0.8540358
2960,0.95612204,148,0.14999999,-0.8,5.247518062591553,-0.984218
2980,0.9561227,149,0.14999999,-0.8,5.279776334762573,-0.745865
3000,0.95612204,150,0.14999999,-0.8,5.311581611633301,-0.82404894
3020,0.9561232,151,0.14999999,-0.8,5.340899705886841,-1.0049392
3040,0.9561226,152,0.14999999,-0.8,5.37816858291626,-0.8985009
3060,0.9561217,153,0.14999999,-0.8,5.414845943450928,-0.900081
3080,0.95612085,154,0.14999999,-0.8,5.461414098739624,-0.87383074
3100,0.956119,155,0.14999999,-0.8,5.499251127243042,-1.0087482
3120,0.9561156,156,0.14999999,-0.8,5.536492586135864,-0.5629564
3140,0.95611465,157,0.14999999,-0.8,5.582095384597778,-0.59286594
3160,0.956116,158,0.14999999,-0.8,5.622091293334961,-0.4794438
3180,0.9561164,159,0.14999999,-0.8,5.656625986099243,-1.0635934
3200,0.95611346,160,0.14999999,-0.8,5.690422773361206,-0.80706614
3220,0.9561127,161,0.14999999,-0.8,5.733553886413574,-0.88851494
3240,0.95611185,162,0.14999999,-0.8,5.7728893756866455,-0.7555387
3260,0.9561123,163,0.14999999,-0.8,5.8146843910217285,-0.9307088
3280,0.9561111,164,0.14999999,-0.8,5.858954191207886,-0.9257043
3300,0.95611024,165,0.14999999,-0.8,5.903525352478027,-0.7523943
3320,0.9561101,166,0.14999999,-0.8,5.9394519329071045,-0.9331383
3340,0.9561092,167,0.14999999,-0.8,5.976942300796509,-0.7870931
3360,0.9561097,168,0.14999999,-0.8,6.0204925537109375,-0.72190976
3380,0.9561092,169,0.14999999,-0.8,6.059262752532959,-0.8815769
3400,0.9561093,170,0.14999999,-0.8,6.105535268783569,-0.96563506
3420,0.95610976,171,0.14999999,-0.8,6.145610809326172,-0.68317944
3440,0.95611024,172,0.14999999,-0.8,6.183053493499756,-0.99684954
3460,0.9561073,173,0.14999999,-0.8,6.222751140594482,-0.58273506
3480,0.9561077,174,0.14999999,-0.8,6.26849889755249,-0.85876256
3500,0.95610785,175,0.14999999,-0.8,6.311918258666992,-0.6693338
3520,0.9561074,176,0.14999999,-0.8,6.344514846801758,-0.6495085
3540,0.9561063,177,0.14999999,-0.8,6.393261432647705,-1.028846
3560,0.9561061,178,0.14999999,-0.8,6.437824964523315,-0.71304643
3580,0.9561048,179,0.14999999,-0.8,6.4711291790008545,-0.7431249
3600,0.9561048,180,0.14999999,-0.8,6.508358001708984,-0.63351643
3620,0.9561056,181,0.14999999,-0.8,6.546976089477539,-0.94183517
3640,0.9561044,182,0.14999999,-0.8,6.5815558433532715,-0.5190507
3660,0.9561054,183,0.14999999,-0.8,6.618575096130371,-0.9038213
3680,0.9561041,184,0.14999999,-0.8,6.662519693374634,-0.70831287
3700,0.9561032,185,0.14999999,-0.8,6.69427490234375,-0.8033283
3720,0.9561029,186,0.14999999,-0.8,6.730788707733154,-0.6853208
3740,0.9561036,187,0.14999999,-0.8,6.7738847732543945,-0.76010495
3760,0.9561027,188,0.14999999,-0.8,6.804181337356567,-0.9678317
3780,0.9561027,189,0.14999999,-0.8,6.838579416275024,-0.7466123
3800,0.95610255,190,0.14999999,-0.8,6.873013257980347,-0.7517637
3820,0.95610297,191,0.14999999,-0.8,6.909860134124756,-0.6865187
3840,0.95610374,192,0.14999999,-0.8,6.944653511047363,-0.98806167
3860,0.95610166,193,0.14999999,-0.8,6.985879421234131,-0.7930635
3880,0.95610046,194,0.14999999,-0.8,7.017084360122681,-0.9600489
3900,0.9561005,195,0.14999999,-0.8,7.0581066608428955,-0.6655067
3920,0.95610106,196,0.14999999,-0.8,7.094275951385498,-0.7857086
3940,0.9561015,197,0.14999999,-0.8,7.129299879074097,-0.6302991
3960,0.9561029,198,0.14999999,-0.8,7.164165019989014,-0.6254133
3980,0.95610344,199,0.14999999,-0.8,7.193061351776123,-0.7758762
4000,0.95610315,200,0.14999999,-0.8,7.227403879165649,-0.62679744
4020,0.9561022,201,0.14999999,-0.8,7.26674222946167,-0.63867605
4040,0.95610243,202,0.14999999,-0.8,7.305546283721924,-0.75962913
4060,0.95610356,203,0.14999999,-0.8,7.346008062362671,-1.0145532
4080,0.956103,204,0.14999999,-0.8,7.384553909301758,-1.0457139
4100,0.9561002,205,0.14999999,-0.8,7.426551818847656,-0.7638664
4120,0.95609957,206,0.14999999,-0.8,7.456374168395996,-0.8922585
4140,0.95609987,207,0.14999999,-0.8,7.485018730163574,-0.80590135
4160,0.95610017,208,0.14999999,-0.8,7.517742872238159,-0.7087062
4180,0.95610076,209,0.14999999,-0.8,7.546931982040405,-0.9086081
4200,0.95610106,210,0.14999999,-0.8,7.580690145492554,-0.83267397
4220,0.95610046,211,0.14999999,-0.8,7.622274160385132,-0.63378835
4240,0.95610124,212,0.14999999,-0.8,7.669277906417847,-0.69288975
4260,0.95610017,213,0.14999999,-0.8,7.702664852142334,-0.63965595
4280,0.9561009,214,0.14999999,-0.8,7.741631031036377,-0.78389627
4300,0.95610076,215,0.14999999,-0.8,7.771337985992432,-0.55524534
4320,0.956102,216,0.14999999,-0.8,7.801125764846802,-0.8585114
4340,0.9561008,217,0.14999999,-0.8,7.835079193115234,-1.0422336
4360,0.95610046,218,0.14999999,-0.8,7.8673601150512695,-0.6225997
4380,0.9560989,219,0.14999999,-0.8,7.896540403366089,-0.87401253
4400,0.95609784,220,0.14999999,-0.8,7.926612615585327,-0.653991
4420,0.9560983,221,0.14999999,-0.8,7.955177307128906,-0.8326032
4440,0.95609885,222,0.14999999,-0.8,7.983761548995972,-0.8032603
4460,0.9560989,223,0.14999999,-0.8,8.013336658477783,-0.76368064
4480,0.9560967,224,0.14999999,-0.8,8.043360710144043,-0.8969419
4500,0.9560965,225,0.14999999,-0.8,8.072628736495972,-0.7166992
4520,0.9560978,226,0.14999999,-0.8,8.103642463684082,-0.80341804
4540,0.956098,227,0.14999999,-0.8,8.140635967254639,-0.7218627
4560,0.9560986,228,0.14999999,-0.8,8.17854619026184,-0.8704539
4580,0.9560989,229,0.14999999,-0.8,8.212812423706055,-0.9351704
4600,0.9560982,230,0.14999999,-0.8,8.246557712554932,-0.88978904
4620,0.9560988,231,0.14999999,-0.8,8.27878999710083,-0.6857215
4640,0.9561002,232,0.14999999,-0.8,8.307706117630005,-0.9938116
4660,0.9560997,233,0.14999999,-0.8,8.34412693977356,-0.76420695
4680,0.95609957,234,0.14999999,-0.8,8.377203702926636,-0.69336325
4700,0.9561,235,0.14999999,-0.8,8.414490461349487,-0.8221688
4720,0.95609987,236,0.14999999,-0.8,8.4421865940094,-0.49072018
4740,0.9560986,237,0.14999999,-0.8,8.478029251098633,-0.96431136
4760,0.9560982,238,0.14999999,-0.8,8.51442003250122,-0.848826
4780,0.9560976,239,0.14999999,-0.8,8.5597665309906,-1.039966
4800,0.9560972,240,0.14999999,-0.8,8.612542629241943,-0.8282544
4820,0.956098,241,0.14999999,-0.8,8.652061223983765,-0.87384665
4840,0.95609856,242,0.14999999,-0.8,8.688211679458618,-0.9803462
4860,0.95609796,243,0.14999999,-0.8,8.719799280166626,-0.92701733
4880,0.9560987,244,0.14999999,-0.8,8.756518602371216,-0.7133066
4900,0.95609885,245,0.14999999,-0.8,8.798514127731323,-0.81061625
4920,0.9560976,246,0.14999999,-0.8,8.832252979278564,-0.56668913
4940,0.9560981,247,0.14999999,-0.8,8.864144563674927,-0.7359056
4960,0.9560975,248,0.14999999,-0.8,8.895943880081177,-0.9017764
4980,0.9560974,249,0.14999999,-0.8,8.9282865524292,-0.78855574
5000,0.9560973,250,0.14999999,-0.8,8.957625389099121,-0.81644917
5020,0.95609677,251,0.14999999,-0.8,8.98961591720581,-0.78610975
5040,0.956096,252,0.14999999,-0.8,9.020921468734741,-0.7405146
5060,0.9560958,253,0.14999999,-0.8,9.052374362945557,-0.6787369
5080,0.9560965,254,0.14999999,-0.8,9.083041191101074,-0.72210336
5100,0.9560969,255,0.14999999,-0.8,9.114310026168823,-0.843204
5120,0.9560973,256,0.14999999,-0.8,9.145168781280518,-0.93274915
5140,0.9560969,257,0.14999999,-0.8,9.17617154121399,-0.6910374
5160,0.9560972,258,0.14999999,-0.8,9.208234071731567,-0.769851
5180,0.95609635,259,0.14999999,-0.8,9.23942232131958,-0.82954276
5200,0.9560961,260,0.14999999,-0.8,9.268980264663696,-0.7101954
5220,0.95609677,261,0.14999999,-0.8,9.301631927490234,-0.9135797
5240,0.95609707,262,0.14999999,-0.8,9.332204580307007,-0.77987105
5260,0.9560978,263,0.14999999,-0.8,9.393616676330566,-0.86866754
5280,0.9560971,264,0.14999999,-0.8,9.448534727096558,-0.93583107
5300,0.9560975,265,0.14999999,-0.8,9.498178005218506,-0.9796437
5320,0.9560966,266,0.14999999,-0.8,9.529377222061157,-0.90333647
5340,0.9560962,267,0.14999999,-0.8,9.562259435653687,-0.77295154
5360,0.95609635,268,0.14999999,-0.8,9.592446327209473,-0.8024792
5380,0.95609725,269,0.14999999,-0.8,9.624477863311768,-0.6758456
5400,0.95609784,270,0.14999999,-0.8,9.653996229171753,-0.8008941
5420,0.95609814,271,0.14999999,-0.8,9.691924095153809,-1.0353194
5440,0.956098,272,0.14999999,-0.8,9.722817182540894,-0.69973963
5460,0.95609736,273,0.14999999,-0.8,9.75331735610962,-0.7982795
5480,0.9560961,274,0.14999999,-0.8,9.785236120223999,-0.55968523
5500,0.9560962,275,0.14999999,-0.8,9.823333740234375,-0.54393
5520,0.9560971,276,0.14999999,-0.8,9.869256496429443,-0.6397944
5540,0.9560979,277,0.14999999,-0.8,9.906258344650269,-0.85751617
5560,0.95609707,278,0.14999999,-0.8,9.936106204986572,-0.8269298
5580,0.9560979,279,0.14999999,-0.8,9.965946197509766,-0.7189328
5600,0.9560976,280,0.14999999,-0.8,10.000240325927734,-0.6986712
5620,0.9560983,281,0.14999999,-0.8,10.035239219665527,-0.6849
5640,0.9560985,282,0.14999999,-0.8,10.064996004104614,-0.700077
5660,0.9560984,283,0.14999999,-0.8,10.095109462738037,-0.83907247
5680,0.956098,284,0.14999999,-0.8,10.125223875045776,-0.6131468
5700,0.9560974,285,0.14999999,-0.8,10.155317068099976,-0.6382169
5720,0.95609814,286,0.14999999,-0.8,10.184402465820312,-0.99089336
5740,0.95609826,287,0.14999999,-0.8,10.213184356689453,-0.72451866
5760,0.9560979,288,0.14999999,-0.8,10.242730617523193,-0.8185137
5780,0.95609736,289,0.14999999,-0.8,10.276222229003906,-0.8809533
5800,0.95609784,290,0.14999999,-0.8,10.310510873794556,-0.9273112
5820,0.95609766,291,0.14999999,-0.8,10.339322090148926,-0.8415657
5840,0.95609754,292,0.14999999,-0.8,10.37190318107605,-0.99244773
5860,0.95609653,293,0.14999999,-0.8,10.403645038604736,-0.79687375
5880,0.95609725,294,0.14999999,-0.8,10.436371088027954,-0.6422514
5900,0.9560983,295,0.14999999,-0.8,10.473100900650024,-0.98920417
5920,0.9560985,296,0.14999999,-0.8,10.504442691802979,-0.9568099
5940,0.9560987,297,0.14999999,-0.8,10.538417100906372,-0.8618627
5960,0.9560983,298,0.14999999,-0.8,10.570639371871948,-0.6813702
5980,0.9560992,299,0.14999999,-0.8,10.60108757019043,-0.99314195
6000,0.9560986,300,0.14999999,-0.8,10.636242151260376,-0.73640937
6020,0.9560991,301,0.14999999,-0.8,10.67388129234314,-0.7432351
6040,0.9560996,302,0.14999999,-0.8,10.707428455352783,-0.51807463
6060,0.9561007,303,0.14999999,-0.8,10.737350463867188,-0.72206223
6080,0.95610166,304,0.14999999,-0.8,10.76797342300415,-0.7552176
6100,0.95610213,305,0.14999999,-0.8,10.798321723937988,-0.6877105
6120,0.95610213,306,0.14999999,-0.8,10.829007625579834,-0.7700952
6140,0.95610243,307,0.14999999,-0.8,10.859800815582275,-0.7096396
6160,0.95610225,308,0.14999999,-0.8,10.901679515838623,-0.75326353
6180,0.9561021,309,0.14999999,-0.8,10.936232566833496,-0.5907998
6200,0.95610195,310,0.14999999,-0.8,10.972540855407715,-0.9614403
6220,0.9561018,311,0.14999999,-0.8,11.012193202972412,-0.9026766
6240,0.9561009,312,0.14999999,-0.8,11.052717685699463,-0.59761673
6260,0.9561007,313,0.14999999,-0.8,11.091280460357666,-0.9108162
6280,0.95610076,314,0.14999999,-0.8,11.126140832901001,-0.86613876
6300,0.95609957,315,0.14999999,-0.8,11.159610748291016,-0.6053292
6320,0.9560995,316,0.14999999,-0.8,11.197339057922363,-0.9009708
6340,0.956099,317,0.14999999,-0.8,11.228561878204346,-0.7251911
6360,0.9560992,318,0.14999999,-0.8,11.259352922439575,-0.5635017
6380,0.95609945,319,0.14999999,-0.8,11.289357662200928,-0.99281174
6400,0.95609933,320,0.14999999,-0.8,11.318955183029175,-1.0472914
6420,0.9560975,321,0.14999999,-0.8,11.347175121307373,-0.8186739
6440,0.95609736,322,0.14999999,-0.8,11.37722635269165,-0.8939072
6460,0.9560968,323,0.14999999,-0.8,11.407655715942383,-0.87407637
6480,0.9560964,324,0.14999999,-0.8,11.437081098556519,-0.9643036
6500,0.9560966,325,0.14999999,-0.8,11.466699361801147,-0.90182126
6520,0.9560962,326,0.14999999,-0.8,11.496227264404297,-0.5824311
6540,0.9560958,327,0.14999999,-0.8,11.52399492263794,-0.9035307
6560,0.95609504,328,0.14999999,-0.8,11.552181959152222,-0.9121153
6580,0.9560949,329,0.14999999,-0.8,11.580721855163574,-1.1179631
6600,0.95609295,330,0.14999999,-0.8,11.608824729919434,-0.8028624
6620,0.95609266,331,0.14999999,-0.8,11.63686466217041,-0.7043855
6640,0.9560934,332,0.14999999,-0.8,11.684576272964478,-0.81553566
6660,0.9560932,333,0.14999999,-0.8,11.721230268478394,-0.8187688
6680,0.95609325,334,0.14999999,-0.8,11.75711965560913,-0.66320395
6700,0.9560924,335,0.14999999,-0.8,11.800206184387207,-0.8353813
6720,0.9560925,336,0.14999999,-0.8,11.837528228759766,-0.66861343
6740,0.9560915,337,0.14999999,-0.8,11.871667385101318,-0.8570962
6760,0.9560917,338,0.14999999,-0.8,11.910530090332031,-0.9632247
6780,0.9560914,339,0.14999999,-0.8,11.944951295852661,-0.6577866
6800,0.9560913,340,0.14999999,-0.8,11.984305620193481,-0.65538913
6820,0.9560923,341,0.14999999,-0.8,12.02427053451538,-0.5951398
6840,0.95609236,342,0.14999999,-0.8,12.069276332855225,-0.6232252
6860,0.9560935,343,0.14999999,-0.8,12.10878872871399,-0.9957671
6880,0.9560939,344,0.14999999,-0.8,12.149933099746704,-0.7542807
6900,0.9560942,345,0.14999999,-0.8,12.187184572219849,-0.6739893
6920,0.9560951,346,0.14999999,-0.8,12.22535490989685,-0.80975485
6940,0.95609534,347,0.14999999,-0.8,12.263954401016235,-0.89569336
6960,0.9560954,348,0.14999999,-0.8,12.304191589355469,-0.88891906
6980,0.95609564,349,0.14999999,-0.8,12.33575963973999,-0.7699524
7000,0.956096,350,0.14999999,-0.8,12.365829706192017,-0.6688701
7020,0.956096,351,0.14999999,-0.8,12.395914793014526,-0.5581552
7040,0.95609576,352,0.14999999,-0.8,12.430671215057373,-0.81194025
7060,0.9560962,353,0.14999999,-0.8,12.469883680343628,-0.83509904
7080,0.956096,354,0.14999999,-0.8,12.504427194595337,-0.4974941
7100,0.9560973,355,0.14999999,-0.8,12.538077592849731,-1.1850383
7120,0.95609564,356,0.14999999,-0.8,12.580096006393433,-0.6452318
7140,0.956096,357,0.14999999,-0.8,12.647156715393066,-1.0550863
7160,0.95609576,358,0.14999999,-0.8,12.703209400177002,-0.63624763
7180,0.95609635,359,0.14999999,-0.8,12.765663862228394,-1.1977651
7200,0.9560964,360,0.14999999,-0.8,12.82007908821106,-0.7878529
7220,0.95609576,361,0.14999999,-0.8,12.858647346496582,-0.90844965
7240,0.9560956,362,0.14999999,-0.8,12.909653663635254,-0.839188
7260,0.9560959,363,0.14999999,-0.8,12.964637279510498,-0.89474404
7280,0.95609593,364,0.14999999,-0.8,13.001479625701904,-0.76917225
7300,0.95609516,365,0.14999999,-0.8,13.034453392028809,-0.70322776
7320,0.9560954,366,0.14999999,-0.8,13.068235158920288,-0.6125632
7340,0.95609474,367,0.14999999,-0.8,13.100654602050781,-0.77673924
7360,0.9560944,368,0.14999999,-0.8,13.135797023773193,-0.6757018
7380,0.95609504,369,0.14999999,-0.8,13.169211149215698,-0.98275316
7400,0.9560947,370,0.14999999,-0.8,13.201539278030396,-1.0274405
7420,0.95609415,371,0.14999999,-0.8,13.233813524246216,-0.8114719
7440,0.9560939,372,0.14999999,-0.8,13.26523232460022,-0.6943104
7460,0.9560938,373,0.14999999,-0.8,13.297011852264404,-0.5594369
7480,0.95609426,374,0.14999999,-0.8,13.329591035842896,-0.74217725
7500,0.9560944,375,0.14999999,-0.8,13.36023211479187,-0.69436705
