TimestepsSoFar,LQGmu1_actor,Iteration,LQGsigma_higher,LQGmu1_higher,ReturnMean,TimeElapsed
15020,-0.6443533,751,0.14999999,-0.6,0.9561186,23.014519929885864
15040,-1.0047026,752,0.14999999,-0.6,0.9561182,23.049636602401733
15060,-0.7033456,753,0.14999999,-0.6,0.9561176,23.08764100074768
15080,-0.55986774,754,0.14999999,-0.6,0.9561177,23.121827840805054
15100,-0.53754157,755,0.14999999,-0.6,0.95611715,23.155794382095337
15120,-0.52097464,756,0.14999999,-0.6,0.9561175,23.18339490890503
15140,-0.7221561,757,0.14999999,-0.6,0.95611763,23.20957922935486
15160,-0.4475271,758,0.14999999,-0.6,0.95611775,23.23901081085205
15180,-0.70396847,759,0.14999999,-0.6,0.9561167,23.268768072128296
15200,-0.42304808,760,0.14999999,-0.6,0.9561168,23.29804229736328
15220,-0.58364636,761,0.14999999,-0.6,0.9561171,23.340256214141846
15240,-0.6924317,762,0.14999999,-0.6,0.9561174,23.370095252990723
15260,-0.67604333,763,0.14999999,-0.6,0.9561176,23.408477544784546
15280,-0.4401332,764,0.14999999,-0.6,0.95611763,23.444910049438477
15300,-0.74047005,765,0.14999999,-0.6,0.9561181,23.476967811584473
15320,-0.52364177,766,0.14999999,-0.6,0.9561178,23.51565194129944
15340,-0.754038,767,0.14999999,-0.6,0.9561177,23.573081254959106
15360,-0.7346344,768,0.14999999,-0.6,0.95611733,23.61449885368347
15380,-0.57888246,769,0.14999999,-0.6,0.9561177,23.6665256023407
15400,-0.6305363,770,0.14999999,-0.6,0.9561179,23.704885005950928
15420,-0.44966054,771,0.14999999,-0.6,0.95611805,23.74571466445923
15440,-0.7253451,772,0.14999999,-0.6,0.9561182,23.789382934570312
15460,-0.5874067,773,0.14999999,-0.6,0.95611835,23.8309907913208
15480,-0.55727565,774,0.14999999,-0.6,0.95611864,23.89352297782898
15500,-0.6174823,775,0.14999999,-0.6,0.956119,23.929067850112915
15520,-1.0176716,776,0.14999999,-0.6,0.95611936,23.973772764205933
15540,-0.5360705,777,0.14999999,-0.6,0.95611894,24.016971826553345
15560,-0.76791817,778,0.14999999,-0.6,0.9561192,24.051844120025635
15580,-0.6389061,779,0.14999999,-0.6,0.95611924,24.081568956375122
15600,-0.5873929,780,0.14999999,-0.6,0.9561185,24.12963891029358
15620,-0.5565325,781,0.14999999,-0.6,0.9561183,24.180798292160034
15640,-0.82426345,782,0.14999999,-0.6,0.9561182,24.215150117874146
15660,-0.49117795,783,0.14999999,-0.6,0.95611846,24.249863147735596
15680,-0.5620101,784,0.14999999,-0.6,0.95611894,24.280753135681152
15700,-0.6291917,785,0.14999999,-0.6,0.95611924,24.31408977508545
15720,-0.50235647,786,0.14999999,-0.6,0.9561191,24.347219228744507
15740,-0.61485636,787,0.14999999,-0.6,0.95611936,24.388329029083252
15760,-0.6428852,788,0.14999999,-0.6,0.9561189,24.43178653717041
15780,-0.6406384,789,0.14999999,-0.6,0.9561191,24.47542953491211
15800,-0.44407105,790,0.14999999,-0.6,0.95611936,24.527180671691895
15820,-0.63722765,791,0.14999999,-0.6,0.95611966,24.574819803237915
15840,-0.46756133,792,0.14999999,-0.6,0.95611966,24.612232446670532
15860,-0.5653371,793,0.14999999,-0.6,0.95611966,24.648332357406616
15880,-0.5566259,794,0.14999999,-0.6,0.9561197,24.68308115005493
15900,-0.7138722,795,0.14999999,-0.6,0.9561198,24.724282264709473
15920,-0.3251683,796,0.14999999,-0.6,0.9561197,24.761251211166382
15940,-0.56995654,797,0.14999999,-0.6,0.95612,24.81654453277588
15960,-0.4875875,798,0.14999999,-0.6,0.95612013,24.865191221237183
15980,-0.6034903,799,0.14999999,-0.6,0.9561204,24.902084827423096
16000,-0.6014115,800,0.14999999,-0.6,0.9561203,24.940046787261963
16020,-0.78842473,801,0.14999999,-0.6,0.9561202,24.97219491004944
16040,-0.4141335,802,0.14999999,-0.6,0.95612,25.013381719589233
16060,-0.4391908,803,0.14999999,-0.6,0.9561204,25.053576707839966
16080,-0.62853986,804,0.14999999,-0.6,0.95612043,25.08305287361145
16100,-0.72804314,805,0.14999999,-0.6,0.95612067,25.119880199432373
16120,-0.62494147,806,0.14999999,-0.6,0.95612067,25.154001235961914
16140,-0.7473588,807,0.14999999,-0.6,0.9561208,25.18356156349182
16160,-0.3608945,808,0.14999999,-0.6,0.95612043,25.221900701522827
16180,-0.681346,809,0.14999999,-0.6,0.9561205,25.263025045394897
16200,-0.3111833,810,0.14999999,-0.6,0.95612067,25.3062527179718
16220,-0.68680984,811,0.14999999,-0.6,0.9561206,25.346508741378784
16240,-0.5848169,812,0.14999999,-0.6,0.9561206,25.38217258453369
16260,-0.57723594,813,0.14999999,-0.6,0.95612085,25.411847352981567
16280,-0.54634464,814,0.14999999,-0.6,0.95612115,25.448354482650757
16300,-0.88933754,815,0.14999999,-0.6,0.9561212,25.488849401474
16320,-0.5233713,816,0.14999999,-0.6,0.9561209,25.5255868434906
16340,-0.60337865,817,0.14999999,-0.6,0.95612085,25.557072401046753
16360,-0.6130668,818,0.14999999,-0.6,0.95612085,25.599175214767456
16380,-0.48382318,819,0.14999999,-0.6,0.9561207,25.64003038406372
16400,-0.49203208,820,0.14999999,-0.6,0.9561212,25.680333137512207
16420,-0.6733313,821,0.14999999,-0.6,0.9561213,25.725385904312134
16440,-0.33951342,822,0.14999999,-0.6,0.95612127,25.769153356552124
16460,-0.60371923,823,0.14999999,-0.6,0.95612085,25.81028461456299
16480,-0.6297686,824,0.14999999,-0.6,0.9561208,25.869568347930908
16500,-0.6488175,825,0.14999999,-0.6,0.9561207,25.911152601242065
16520,-0.5294278,826,0.14999999,-0.6,0.95612043,25.949660301208496
16540,-0.589199,827,0.14999999,-0.6,0.9561204,25.9843966960907
16560,-0.73923135,828,0.14999999,-0.6,0.95612,26.019140481948853
16580,-0.50386035,829,0.14999999,-0.6,0.9561202,26.052229404449463
16600,-0.6591827,830,0.14999999,-0.6,0.9561204,26.085559368133545
16620,-0.74634784,831,0.14999999,-0.6,0.9561204,26.119977712631226
16640,-0.60778725,832,0.14999999,-0.6,0.95612055,26.14963674545288
16660,-0.34259075,833,0.14999999,-0.6,0.9561208,26.18186378479004
16680,-0.7713044,834,0.14999999,-0.6,0.95612085,26.213019609451294
16700,-0.59878176,835,0.14999999,-0.6,0.95612085,26.24097752571106
16720,-0.67901975,836,0.14999999,-0.6,0.95612115,26.274467706680298
16740,-0.44148362,837,0.14999999,-0.6,0.9561207,26.305660724639893
16760,-0.7286389,838,0.14999999,-0.6,0.95612085,26.339645862579346
16780,-0.44547272,839,0.14999999,-0.6,0.9561211,26.371877670288086
16800,-0.55239725,840,0.14999999,-0.6,0.9561209,26.40796208381653
16820,-0.74647003,841,0.14999999,-0.6,0.95612097,26.44014048576355
16840,-0.49792415,842,0.14999999,-0.6,0.9561211,26.495332717895508
16860,-0.6313873,843,0.14999999,-0.6,0.95612115,26.57032608985901
16880,-0.46270612,844,0.14999999,-0.6,0.95612144,26.63331961631775
16900,-0.7217287,845,0.14999999,-0.6,0.95612097,26.67641830444336
16920,-0.81645125,846,0.14999999,-0.6,0.9561207,26.7200767993927
16940,-0.40728307,847,0.14999999,-0.6,0.95612097,26.77880835533142
16960,-0.64826643,848,0.14999999,-0.6,0.9561205,26.83141255378723
16980,-0.3941044,849,0.14999999,-0.6,0.9561205,26.887243032455444
17000,-0.676391,850,0.14999999,-0.6,0.95612055,26.942582607269287
17020,-0.74638355,851,0.14999999,-0.6,0.95612055,26.98410415649414
17040,-0.4707681,852,0.14999999,-0.6,0.95612043,27.025863647460938
17060,-0.77870035,853,0.14999999,-0.6,0.9561199,27.08446979522705
17080,-0.5868854,854,0.14999999,-0.6,0.95612,27.135236024856567
17100,-0.57205665,855,0.14999999,-0.6,0.9561203,27.17794179916382
17120,-0.5605346,856,0.14999999,-0.6,0.95612013,27.229443311691284
17140,-0.43857926,857,0.14999999,-0.6,0.9561202,27.264044046401978
17160,-0.46354842,858,0.14999999,-0.6,0.95612043,27.299848556518555
17180,-0.7262411,859,0.14999999,-0.6,0.9561203,27.332726001739502
17200,-0.62269765,860,0.14999999,-0.6,0.95612055,27.374461889266968
17220,-0.54932535,861,0.14999999,-0.6,0.9561206,27.411333560943604
17240,-0.8264432,862,0.14999999,-0.6,0.95612055,27.44711208343506
17260,-0.6475629,863,0.14999999,-0.6,0.95612043,27.477815866470337
17280,-0.4441288,864,0.14999999,-0.6,0.95612055,27.508090257644653
17300,-0.36651248,865,0.14999999,-0.6,0.9561206,27.53850769996643
17320,-0.59818965,866,0.14999999,-0.6,0.9561208,27.58131194114685
17340,-0.56101465,867,0.14999999,-0.6,0.95612085,27.620248556137085
17360,-0.60142255,868,0.14999999,-0.6,0.9561205,27.656578063964844
17380,-0.7362025,869,0.14999999,-0.6,0.95612043,27.68613028526306
17400,-0.44236505,870,0.14999999,-0.6,0.95612043,27.722670078277588
17420,-0.3294537,871,0.14999999,-0.6,0.95612043,27.770957469940186
17440,-0.7541083,872,0.14999999,-0.6,0.9561206,27.80469250679016
17460,-0.48712704,873,0.14999999,-0.6,0.9561207,27.842865228652954
17480,-0.5690541,874,0.14999999,-0.6,0.956121,27.87897276878357
17500,-0.8765607,875,0.14999999,-0.6,0.9561208,27.92409610748291
17520,-0.5672502,876,0.14999999,-0.6,0.9561206,27.991736888885498
17540,-0.47676918,877,0.14999999,-0.6,0.95612025,28.054628372192383
17560,-0.46881035,878,0.14999999,-0.6,0.9561203,28.105639934539795
17580,-0.66722834,879,0.14999999,-0.6,0.9561201,28.164429426193237
17600,-0.46924466,880,0.14999999,-0.6,0.9561203,28.19853401184082
17620,-0.41679382,881,0.14999999,-0.6,0.9561204,28.237727403640747
17640,-0.43532938,882,0.14999999,-0.6,0.95612013,28.27296781539917
17660,-0.7274685,883,0.14999999,-0.6,0.9561202,28.310214042663574
17680,-0.5557444,884,0.14999999,-0.6,0.95612013,28.341078281402588
17700,-0.36415684,885,0.14999999,-0.6,0.9561204,28.37752389907837
17720,-0.75992316,886,0.14999999,-0.6,0.95612055,28.41529655456543
17740,-0.68146753,887,0.14999999,-0.6,0.9561208,28.445380687713623
17760,-0.82339,888,0.14999999,-0.6,0.95612097,28.478311777114868
17780,-0.835925,889,0.14999999,-0.6,0.9561206,28.509397506713867
17800,-0.8020435,890,0.14999999,-0.6,0.95612067,28.538472414016724
17820,-0.8139454,891,0.14999999,-0.6,0.95612085,28.569982528686523
17840,-0.96566176,892,0.14999999,-0.6,0.9561207,28.598642826080322
17860,-0.44557124,893,0.14999999,-0.6,0.9561203,28.63277816772461
17880,-0.42131603,894,0.14999999,-0.6,0.9561204,28.663466453552246
17900,-0.69601023,895,0.14999999,-0.6,0.95611995,28.69740104675293
17920,-0.46427202,896,0.14999999,-0.6,0.95611966,28.743648767471313
17940,-0.2410447,897,0.14999999,-0.6,0.9561198,28.784550428390503
17960,-0.8302257,898,0.14999999,-0.6,0.95611995,28.817410945892334
17980,-0.6393221,899,0.14999999,-0.6,0.95612,28.854899883270264
18000,-0.8058591,900,0.14999999,-0.6,0.9561201,28.890807390213013
18020,-0.5330411,901,0.14999999,-0.6,0.95612,28.92895007133484
18040,-0.8337738,902,0.14999999,-0.6,0.95611966,28.96407961845398
18060,-0.8541441,903,0.14999999,-0.6,0.9561196,28.993751049041748
18080,-0.41161206,904,0.14999999,-0.6,0.9561194,29.023969411849976
18100,-0.91146946,905,0.14999999,-0.6,0.9561197,29.053955554962158
18120,-0.36393577,906,0.14999999,-0.6,0.95611984,29.08377504348755
18140,-0.6017944,907,0.14999999,-0.6,0.95611995,29.114610195159912
18160,-0.61090136,908,0.14999999,-0.6,0.9561201,29.148705005645752
18180,-0.6009777,909,0.14999999,-0.6,0.9561204,29.184814453125
18200,-0.7496985,910,0.14999999,-0.6,0.9561203,29.221432209014893
18220,-0.6278498,911,0.14999999,-0.6,0.95612025,29.250227451324463
18240,-0.6597517,912,0.14999999,-0.6,0.95612043,29.27901840209961
18260,-0.67910534,913,0.14999999,-0.6,0.95612055,29.30942416191101
18280,-0.56992954,914,0.14999999,-0.6,0.95612025,29.34166431427002
18300,-0.52775234,915,0.14999999,-0.6,0.95612043,29.37102508544922
18320,-0.60287213,916,0.14999999,-0.6,0.95612043,29.406553506851196
18340,-0.6689638,917,0.14999999,-0.6,0.9561206,29.44641900062561
18360,-0.4439985,918,0.14999999,-0.6,0.9561209,29.47936773300171
18380,-0.33682916,919,0.14999999,-0.6,0.9561211,29.531513929367065
18400,-0.66821206,920,0.14999999,-0.6,0.95612085,29.56634211540222
18420,-0.59689385,921,0.14999999,-0.6,0.95612097,29.618154525756836
18440,-0.59776,922,0.14999999,-0.6,0.9561212,29.65874481201172
18460,-0.630968,923,0.14999999,-0.6,0.9561216,29.705751419067383
18480,-0.34892803,924,0.14999999,-0.6,0.9561217,29.744492053985596
18500,-0.50692904,925,0.14999999,-0.6,0.9561213,29.789767265319824
18520,-0.44301575,926,0.14999999,-0.6,0.9561215,29.83285665512085
18540,-0.8566053,927,0.14999999,-0.6,0.95612174,29.873817443847656
18560,-0.62837327,928,0.14999999,-0.6,0.95612144,29.918237686157227
18580,-0.497603,929,0.14999999,-0.6,0.95612174,29.95285654067993
18600,-0.6390319,930,0.14999999,-0.6,0.9561219,29.990027904510498
18620,-0.76733696,931,0.14999999,-0.6,0.9561218,30.036394357681274
18640,-0.83015794,932,0.14999999,-0.6,0.9561212,30.07649302482605
18660,-0.629417,933,0.14999999,-0.6,0.95612115,30.119722366333008
18680,-0.38327956,934,0.14999999,-0.6,0.95612127,30.154747009277344
18700,-0.7021866,935,0.14999999,-0.6,0.95612025,30.19063377380371
18720,-0.45271754,936,0.14999999,-0.6,0.9561203,30.23467230796814
18740,-0.20653445,937,0.14999999,-0.6,0.9561201,30.26542019844055
18760,-0.7066516,938,0.14999999,-0.6,0.9561199,30.30066442489624
18780,-0.5547499,939,0.14999999,-0.6,0.95611995,30.337517976760864
18800,-0.7244216,940,0.14999999,-0.6,0.95612013,30.37176752090454
18820,-0.35926342,941,0.14999999,-0.6,0.9561201,30.40885615348816
18840,-0.6039011,942,0.14999999,-0.6,0.9561197,30.44571828842163
18860,-0.42743656,943,0.14999999,-0.6,0.95611966,30.48509168624878
18880,-0.5617451,944,0.14999999,-0.6,0.9561197,30.519937753677368
18900,-0.76382506,945,0.14999999,-0.6,0.95612,30.559715032577515
18920,-0.49755374,946,0.14999999,-0.6,0.95611995,30.600659370422363
18940,-0.6325426,947,0.14999999,-0.6,0.95611995,30.63425374031067
18960,-0.6403437,948,0.14999999,-0.6,0.95612,30.6765456199646
18980,-0.5887373,949,0.14999999,-0.6,0.95612013,30.71444344520569
19000,-0.70233476,950,0.14999999,-0.6,0.9561204,30.743993520736694
19020,-0.54968,951,0.14999999,-0.6,0.95612055,30.774797439575195
19040,-0.5807009,952,0.14999999,-0.6,0.9561205,30.806647777557373
19060,-0.7502534,953,0.14999999,-0.6,0.95612055,30.83585786819458
19080,-0.5511516,954,0.14999999,-0.6,0.9561208,30.871776580810547
19100,-0.68771195,955,0.14999999,-0.6,0.9561207,30.900775909423828
19120,-0.80668396,956,0.14999999,-0.6,0.9561203,30.929171800613403
19140,-0.7406223,957,0.14999999,-0.6,0.9561203,30.957109451293945
19160,-0.60718995,958,0.14999999,-0.6,0.9561205,30.992067575454712
19180,-0.4755295,959,0.14999999,-0.6,0.9561199,31.020843029022217
19200,-0.7341738,960,0.14999999,-0.6,0.9561201,31.048859119415283
19220,-0.5231774,961,0.14999999,-0.6,0.95612043,31.076419830322266
19240,-0.942917,962,0.14999999,-0.6,0.9561201,31.1061429977417
19260,-0.6604744,963,0.14999999,-0.6,0.95611995,31.138147830963135
19280,-0.4968046,964,0.14999999,-0.6,0.95611966,31.172638416290283
19300,-0.47697154,965,0.14999999,-0.6,0.9561196,31.20191264152527
19320,-0.49200943,966,0.14999999,-0.6,0.9561197,31.231680393218994
19340,-0.7652252,967,0.14999999,-0.6,0.9561192,31.261610746383667
19360,-0.3474298,968,0.14999999,-0.6,0.95611924,31.29176950454712
19380,-0.44232622,969,0.14999999,-0.6,0.9561193,31.32144522666931
19400,-0.75531304,970,0.14999999,-0.6,0.95611906,31.351496696472168
19420,-0.90815645,971,0.14999999,-0.6,0.95611864,31.38070034980774
19440,-0.6730385,972,0.14999999,-0.6,0.95611846,31.414052724838257
19460,-1.0053055,973,0.14999999,-0.6,0.9561183,31.44401264190674
19480,-0.5071536,974,0.14999999,-0.6,0.9561179,31.472861289978027
19500,-0.5101531,975,0.14999999,-0.6,0.9561178,31.50269603729248
19520,-0.72989726,976,0.14999999,-0.6,0.95611745,31.532971143722534
19540,-0.7388293,977,0.14999999,-0.6,0.9561174,31.563004732131958
19560,-0.7124172,978,0.14999999,-0.6,0.9561173,31.59950065612793
19580,-0.5450585,979,0.14999999,-0.6,0.9561173,31.63314723968506
19600,-0.9572252,980,0.14999999,-0.6,0.956117,31.663594961166382
19620,-0.65447354,981,0.14999999,-0.6,0.9561171,31.69449472427368
19640,-0.5201965,982,0.14999999,-0.6,0.95611733,31.723854541778564
19660,-0.4660703,983,0.14999999,-0.6,0.95611763,31.755670309066772
19680,-0.6157291,984,0.14999999,-0.6,0.95611775,31.802993297576904
19700,-0.576245,985,0.14999999,-0.6,0.95611775,31.85458493232727
19720,-0.3888627,986,0.14999999,-0.6,0.9561179,31.902937173843384
19740,-0.67360526,987,0.14999999,-0.6,0.95611775,31.943788290023804
19760,-0.64383966,988,0.14999999,-0.6,0.956118,31.98315119743347
19780,-0.46468946,989,0.14999999,-0.6,0.9561181,32.0351402759552
19800,-0.47609094,990,0.14999999,-0.6,0.95611805,32.08566904067993
19820,-0.71820617,991,0.14999999,-0.6,0.9561182,32.14631938934326
19840,-0.3832366,992,0.14999999,-0.6,0.95611817,32.19972467422485
19860,-0.6009572,993,0.14999999,-0.6,0.956118,32.25711750984192
19880,-0.5100492,994,0.14999999,-0.6,0.9561178,32.29171705245972
19900,-0.55667007,995,0.14999999,-0.6,0.95611817,32.34862017631531
19920,-0.6775641,996,0.14999999,-0.6,0.956118,32.38781452178955
19940,-0.3690334,997,0.14999999,-0.6,0.956118,32.42610239982605
19960,-0.5487384,998,0.14999999,-0.6,0.9561183,32.465293407440186
19980,-0.76755357,999,0.14999999,-0.6,0.95611846,32.50576066970825
20000,-0.43334317,1000,0.14999999,-0.6,0.956118,32.540343046188354
20020,-0.87993467,1001,0.14999999,-0.6,0.95611817,32.571762800216675
20040,-0.64075124,1002,0.14999999,-0.6,0.95611817,32.60414528846741
20060,-0.6327853,1003,0.14999999,-0.6,0.95611835,32.632678508758545
20080,-0.58812183,1004,0.14999999,-0.6,0.9561184,32.66364789009094
20100,-0.66141653,1005,0.14999999,-0.6,0.95611835,32.69377112388611
20120,-0.32547936,1006,0.14999999,-0.6,0.9561186,32.72760367393494
20140,-0.69987243,1007,0.14999999,-0.6,0.95611835,32.76279401779175
20160,-0.5535812,1008,0.14999999,-0.6,0.95611846,32.79574942588806
20180,-0.57863355,1009,0.14999999,-0.6,0.9561184,32.83386039733887
20200,-0.8251412,1010,0.14999999,-0.6,0.95611846,32.872867584228516
20220,-0.7068866,1011,0.14999999,-0.6,0.95611835,32.91053080558777
20240,-0.839924,1012,0.14999999,-0.6,0.9561182,32.95216512680054
20260,-0.6527383,1013,0.14999999,-0.6,0.9561183,33.00568389892578
20280,-0.29474849,1014,0.14999999,-0.6,0.9561182,33.03961634635925
20300,-0.56633234,1015,0.14999999,-0.6,0.9561183,33.069711685180664
20320,-0.5647653,1016,0.14999999,-0.6,0.95611835,33.10699534416199
20340,-0.805164,1017,0.14999999,-0.6,0.9561185,33.141013860702515
20360,-0.65155375,1018,0.14999999,-0.6,0.9561184,33.17775630950928
20380,-0.7235249,1019,0.14999999,-0.6,0.9561186,33.21253991127014
20400,-0.6652313,1020,0.14999999,-0.6,0.9561186,33.24661827087402
20420,-0.6031237,1021,0.14999999,-0.6,0.95611876,33.28122282028198
20440,-0.6236769,1022,0.14999999,-0.6,0.9561188,33.30878186225891
20460,-0.8720895,1023,0.14999999,-0.6,0.9561191,33.35772752761841
20480,-0.59036034,1024,0.14999999,-0.6,0.95611906,33.40034461021423
20500,-0.56746966,1025,0.14999999,-0.6,0.9561191,33.43393850326538
20520,-0.6027738,1026,0.14999999,-0.6,0.95611894,33.47011661529541
20540,-0.6083293,1027,0.14999999,-0.6,0.95611906,33.50418424606323
20560,-0.6878343,1028,0.14999999,-0.6,0.9561192,33.535011529922485
20580,-0.6252404,1029,0.14999999,-0.6,0.9561191,33.56487727165222
20600,-0.5431483,1030,0.14999999,-0.6,0.95611906,33.594746351242065
20620,-0.3507371,1031,0.14999999,-0.6,0.9561186,33.624712228775024
20640,-0.73848844,1032,0.14999999,-0.6,0.9561183,33.65414094924927
20660,-0.6845477,1033,0.14999999,-0.6,0.95611835,33.68457841873169
20680,-0.56325924,1034,0.14999999,-0.6,0.9561182,33.71536183357239
20700,-0.56167036,1035,0.14999999,-0.6,0.9561179,33.7453088760376
20720,-0.70306695,1036,0.14999999,-0.6,0.956118,33.77952337265015
20740,-0.86759615,1037,0.14999999,-0.6,0.9561179,33.809879779815674
20760,-0.41169608,1038,0.14999999,-0.6,0.9561179,33.84834861755371
20780,-0.4226418,1039,0.14999999,-0.6,0.9561181,33.88915467262268
20800,-0.7928455,1040,0.14999999,-0.6,0.95611805,33.92254829406738
20820,-0.57786274,1041,0.14999999,-0.6,0.95611805,33.96502494812012
20840,-0.54226476,1042,0.14999999,-0.6,0.95611787,34.008888244628906
20860,-0.53982764,1043,0.14999999,-0.6,0.95611775,34.043251037597656
20880,-0.6385522,1044,0.14999999,-0.6,0.95611805,34.077054262161255
20900,-0.6687267,1045,0.14999999,-0.6,0.956118,34.10619282722473
20920,-0.7462659,1046,0.14999999,-0.6,0.9561183,34.136287450790405
20940,-0.75975275,1047,0.14999999,-0.6,0.9561185,34.166913986206055
20960,-0.543402,1048,0.14999999,-0.6,0.9561185,34.196847915649414
20980,-0.47532558,1049,0.14999999,-0.6,0.95611846,34.23519587516785
21000,-0.50958204,1050,0.14999999,-0.6,0.9561183,34.27349781990051
21020,-0.6493478,1051,0.14999999,-0.6,0.95611846,34.30774545669556
21040,-0.6689919,1052,0.14999999,-0.6,0.9561185,34.3493812084198
21060,-0.5115353,1053,0.14999999,-0.6,0.9561186,34.384681701660156
21080,-0.52344674,1054,0.14999999,-0.6,0.9561184,34.42333698272705
21100,-0.5520982,1055,0.14999999,-0.6,0.95611835,34.45390033721924
21120,-0.7663907,1056,0.14999999,-0.6,0.9561184,34.484336376190186
21140,-0.57411134,1057,0.14999999,-0.6,0.95611835,34.514344930648804
21160,-0.5067646,1058,0.14999999,-0.6,0.95611817,34.5676212310791
21180,-0.4157181,1059,0.14999999,-0.6,0.9561181,34.59728455543518
21200,-0.49977106,1060,0.14999999,-0.6,0.9561183,34.6298987865448
21220,-0.387216,1061,0.14999999,-0.6,0.9561185,34.66093993186951
21240,-0.6407334,1062,0.14999999,-0.6,0.95611817,34.69477391242981
21260,-0.23265222,1063,0.14999999,-0.6,0.9561183,34.72800135612488
21280,-0.79300237,1064,0.14999999,-0.6,0.956118,34.76179337501526
21300,-0.49289906,1065,0.14999999,-0.6,0.9561178,34.79583215713501
21320,-0.6422976,1066,0.14999999,-0.6,0.95611775,34.840962171554565
21340,-0.5270381,1067,0.14999999,-0.6,0.9561179,34.87834548950195
21360,-0.3357949,1068,0.14999999,-0.6,0.9561182,34.91648316383362
21380,-0.7433896,1069,0.14999999,-0.6,0.95611775,34.95625638961792
21400,-0.383244,1070,0.14999999,-0.6,0.95611763,35.003170013427734
21420,-0.4233948,1071,0.14999999,-0.6,0.9561178,35.03185820579529
21440,-0.4230855,1072,0.14999999,-0.6,0.9561181,35.06665754318237
21460,-0.6708909,1073,0.14999999,-0.6,0.95611805,35.09461283683777
21480,-0.57566845,1074,0.14999999,-0.6,0.95611775,35.13316583633423
21500,-0.39220834,1075,0.14999999,-0.6,0.9561179,35.16530513763428
21520,-0.7741465,1076,0.14999999,-0.6,0.95611787,35.19781994819641
21540,-0.74490666,1077,0.14999999,-0.6,0.9561179,35.23285102844238
21560,-0.5418088,1078,0.14999999,-0.6,0.9561182,35.264238595962524
21580,-0.76915,1079,0.14999999,-0.6,0.9561183,35.295310735702515
21600,-0.6905397,1080,0.14999999,-0.6,0.95611835,35.33295774459839
21620,-0.28679577,1081,0.14999999,-0.6,0.9561186,35.36494302749634
21640,-0.4021262,1082,0.14999999,-0.6,0.95611835,35.39654850959778
21660,-0.92357063,1083,0.14999999,-0.6,0.95611817,35.42670917510986
21680,-0.5711394,1084,0.14999999,-0.6,0.9561184,35.45713925361633
21700,-0.48520446,1085,0.14999999,-0.6,0.9561186,35.48777627944946
21720,-0.6955793,1086,0.14999999,-0.6,0.95611817,35.518338203430176
21740,-0.28481963,1087,0.14999999,-0.6,0.9561182,35.54934501647949
21760,-0.59525293,1088,0.14999999,-0.6,0.95611775,35.57964634895325
21780,-0.5642364,1089,0.14999999,-0.6,0.9561177,35.609270334243774
21800,-0.46441936,1090,0.14999999,-0.6,0.9561175,35.641029357910156
21820,-0.56794244,1091,0.14999999,-0.6,0.95611733,35.671672105789185
21840,-0.6866952,1092,0.14999999,-0.6,0.9561174,35.70623850822449
21860,-0.68693185,1093,0.14999999,-0.6,0.95611745,35.73664736747742
21880,-0.6865896,1094,0.14999999,-0.6,0.9561174,35.787959814071655
21900,-0.5072503,1095,0.14999999,-0.6,0.9561178,35.83990001678467
21920,-0.44780564,1096,0.14999999,-0.6,0.95611775,35.89403462409973
21940,-0.48658964,1097,0.14999999,-0.6,0.9561178,35.93219566345215
21960,-0.49000907,1098,0.14999999,-0.6,0.95611805,35.97672247886658
21980,-0.78696734,1099,0.14999999,-0.6,0.956118,36.02611970901489
22000,-0.85148716,1100,0.14999999,-0.6,0.95611775,36.065733671188354
22020,-0.76539254,1101,0.14999999,-0.6,0.9561177,36.09843587875366
22040,-0.25940856,1102,0.14999999,-0.6,0.9561178,36.131937980651855
22060,-0.49166566,1103,0.14999999,-0.6,0.95611775,36.16492676734924
22080,-0.5516674,1104,0.14999999,-0.6,0.9561177,36.198394775390625
22100,-0.60348755,1105,0.14999999,-0.6,0.9561176,36.24454307556152
22120,-0.5324608,1106,0.14999999,-0.6,0.9561177,36.29769563674927
22140,-0.6828424,1107,0.14999999,-0.6,0.95611787,36.33265233039856
22160,-0.36920407,1108,0.14999999,-0.6,0.9561179,36.36729598045349
22180,-0.1084744,1109,0.14999999,-0.6,0.95611775,36.41308879852295
22200,-0.42515922,1110,0.14999999,-0.6,0.9561165,36.45317554473877
22220,-0.34485492,1111,0.14999999,-0.6,0.95611644,36.496843576431274
22240,-0.5462941,1112,0.14999999,-0.6,0.9561166,36.54233932495117
22260,-0.55716246,1113,0.14999999,-0.6,0.95611656,36.58491253852844
22280,-0.5948478,1114,0.14999999,-0.6,0.9561166,36.61734867095947
22300,-0.4273635,1115,0.14999999,-0.6,0.9561167,36.64700484275818
22320,-0.26195726,1116,0.14999999,-0.6,0.95611674,36.67768931388855
22340,-0.75419164,1117,0.14999999,-0.6,0.95611656,36.71179223060608
22360,-0.491351,1118,0.14999999,-0.6,0.9561166,36.74697709083557
22380,-0.5860594,1119,0.14999999,-0.6,0.9561167,36.78115677833557
22400,-0.69088,1120,0.14999999,-0.6,0.9561168,36.82222390174866
22420,-0.6527592,1121,0.14999999,-0.6,0.956117,36.86506175994873
22440,-0.4811501,1122,0.14999999,-0.6,0.9561169,36.89624762535095
22460,-0.5385898,1123,0.14999999,-0.6,0.95611674,36.9312641620636
22480,-0.5599329,1124,0.14999999,-0.6,0.9561167,36.971301317214966
