TimestepsSoFar,LQGmu1_higher,TimeElapsed,LQGsigma_higher,LQGmu1_actor,Iteration,ReturnMean
740,-0.4,1.592212438583374,0.14999999,-0.06720477,37,0.9560281
760,-0.4,1.6210973262786865,0.14999999,-0.18347386,38,0.955997
780,-0.4,1.6496870517730713,0.14999999,-0.35491422,39,0.9559821
800,-0.4,1.689525842666626,0.14999999,-0.3521943,40,0.9559866
820,-0.4,1.7351994514465332,0.14999999,-0.37771755,41,0.9559892
840,-0.4,1.7766578197479248,0.14999999,-0.35993543,42,0.9559943
860,-0.4,1.8111584186553955,0.14999999,-0.3310442,43,0.9559729
880,-0.4,1.8409149646759033,0.14999999,-0.41234463,44,0.9559791
900,-0.4,1.8709297180175781,0.14999999,-0.60632485,45,0.9559894
920,-0.4,1.900099754333496,0.14999999,-0.25500858,46,0.9559962
940,-0.4,1.939262866973877,0.14999999,-0.26332706,47,0.95596695
960,-0.4,1.9867005348205566,0.14999999,-0.52894247,48,0.9559369
980,-0.4,2.043163299560547,0.14999999,-0.6734424,49,0.9559387
1000,-0.4,2.0968894958496094,0.14999999,-0.5058614,50,0.955949
1020,-0.4,2.147460460662842,0.14999999,-0.3245405,51,0.95595473
1040,-0.4,2.1956989765167236,0.14999999,-0.32599095,52,0.9559583
1060,-0.4,2.2412703037261963,0.14999999,-0.39740452,53,0.9559496
1080,-0.4,2.2989437580108643,0.14999999,-0.43485454,54,0.9559586
1100,-0.4,2.3489906787872314,0.14999999,-0.2213571,55,0.95596343
1120,-0.4,2.4023633003234863,0.14999999,-0.6581936,56,0.95594466
1140,-0.4,2.447014331817627,0.14999999,-0.19611314,57,0.95594937
1160,-0.4,2.5047905445098877,0.14999999,-0.33975482,58,0.95595235
1180,-0.4,2.5506503582000732,0.14999999,-0.19713508,59,0.95594126
1200,-0.4,2.5964736938476562,0.14999999,-0.36318824,60,0.9559446
1220,-0.4,2.6325595378875732,0.14999999,-0.1261203,61,0.9559515
1240,-0.4,2.6675424575805664,0.14999999,-0.5411237,62,0.9559367
1260,-0.4,2.7133781909942627,0.14999999,-0.27203733,63,0.95593905
1280,-0.4,2.7434144020080566,0.14999999,-0.34618402,64,0.95593995
1300,-0.4,2.7713217735290527,0.14999999,-0.35666043,65,0.9559459
1320,-0.4,2.800138235092163,0.14999999,-0.5515327,66,0.9559518
1340,-0.4,2.8302643299102783,0.14999999,-0.13475585,67,0.9559586
1360,-0.4,2.8607912063598633,0.14999999,-0.20707744,68,0.9559349
1380,-0.4,2.889798164367676,0.14999999,-0.20770237,69,0.95592976
1400,-0.4,2.920351266860962,0.14999999,-0.4208291,70,0.9559164
1420,-0.4,2.9504904747009277,0.14999999,-0.29563484,71,0.95591134
1440,-0.4,2.9806227684020996,0.14999999,-0.45555454,72,0.95591396
1460,-0.4,3.0110363960266113,0.14999999,-0.37913555,73,0.9559154
1480,-0.4,3.0497262477874756,0.14999999,-0.19640374,74,0.9559223
1500,-0.4,3.090754985809326,0.14999999,-0.35180873,75,0.95591766
1520,-0.4,3.1328823566436768,0.14999999,-0.36877266,76,0.9559241
1540,-0.4,3.1644413471221924,0.14999999,-0.5162104,77,0.9559224
1560,-0.4,3.195042371749878,0.14999999,-0.3704219,78,0.955928
1580,-0.4,3.2258384227752686,0.14999999,-0.32976633,79,0.9559334
1600,-0.4,3.25803279876709,0.14999999,-0.7153415,80,0.95593244
1620,-0.4,3.288339853286743,0.14999999,-0.4605852,81,0.95593375
1640,-0.4,3.3203508853912354,0.14999999,-0.1948354,82,0.9559412
1660,-0.4,3.3600213527679443,0.14999999,-0.6444231,83,0.955934
1680,-0.4,3.394505739212036,0.14999999,-0.28438997,84,0.95593715
1700,-0.4,3.4611775875091553,0.14999999,-0.46937275,85,0.95592976
1720,-0.4,3.527299404144287,0.14999999,-0.48270658,86,0.9559341
1740,-0.4,3.5913236141204834,0.14999999,-0.5159879,87,0.9559345
1760,-0.4,3.630680561065674,0.14999999,-0.56010675,88,0.9559359
1780,-0.4,3.6749684810638428,0.14999999,-0.5305824,89,0.95593965
1800,-0.4,3.7068090438842773,0.14999999,-0.16460158,90,0.9559411
1820,-0.4,3.7412631511688232,0.14999999,-0.3214711,91,0.9559353
1840,-0.4,3.7729275226593018,0.14999999,-0.3656965,92,0.9559384
1860,-0.4,3.804133415222168,0.14999999,-0.13980189,93,0.9559428
1880,-0.4,3.844482660293579,0.14999999,-0.32736874,94,0.9559456
1900,-0.4,3.8811662197113037,0.14999999,-0.5038386,95,0.9559488
1920,-0.4,3.914363145828247,0.14999999,-0.24044257,96,0.95595354
1940,-0.4,3.9610302448272705,0.14999999,-0.3379071,97,0.95595324
1960,-0.4,4.0045318603515625,0.14999999,-0.5062071,98,0.95594865
1980,-0.4,4.045272588729858,0.14999999,-0.29605743,99,0.95594865
2000,-0.4,4.095654487609863,0.14999999,-0.58031094,100,0.9559519
2020,-0.4,4.1292243003845215,0.14999999,-0.6126268,101,0.95595586
2040,-0.4,4.1701340675354,0.14999999,-0.15937917,102,0.9559576
2060,-0.4,4.207356929779053,0.14999999,-0.38024184,103,0.95595956
2080,-0.4,4.242655515670776,0.14999999,-0.5871346,104,0.9559596
2100,-0.4,4.288419961929321,0.14999999,-0.6033418,105,0.9559621
2120,-0.4,4.333409547805786,0.14999999,-0.5045134,106,0.9559606
2140,-0.4,4.370103120803833,0.14999999,-0.5923798,107,0.95596486
2160,-0.4,4.400163173675537,0.14999999,-0.43123943,108,0.9559642
2180,-0.4,4.43169093132019,0.14999999,-0.51006097,109,0.9559669
2200,-0.4,4.464994668960571,0.14999999,-0.49737763,110,0.95597035
2220,-0.4,4.502498149871826,0.14999999,-0.39114818,111,0.95597315
2240,-0.4,4.547523736953735,0.14999999,-0.44244596,112,0.95597744
2260,-0.4,4.597317457199097,0.14999999,-0.34140185,113,0.9559769
2280,-0.4,4.641563177108765,0.14999999,-0.7174481,114,0.9559796
2300,-0.4,4.6949076652526855,0.14999999,-0.5787934,115,0.95598155
2320,-0.4,4.7456066608428955,0.14999999,-0.3358851,116,0.95598525
2340,-0.4,4.787318706512451,0.14999999,-0.31390917,117,0.9559862
2360,-0.4,4.838427543640137,0.14999999,-0.48931435,118,0.95598537
2380,-0.4,4.890246391296387,0.14999999,0.06595111,119,0.95598745
2400,-0.4,4.94147515296936,0.14999999,-0.28700864,120,0.9557828
2420,-0.4,4.995686054229736,0.14999999,-0.27664238,121,0.9557814
2440,-0.4,5.025162220001221,0.14999999,-0.254741,122,0.95578456
2460,-0.4,5.06972074508667,0.14999999,-0.54964864,123,0.95578396
2480,-0.4,5.115244626998901,0.14999999,-0.5938868,124,0.9557853
2500,-0.4,5.158565998077393,0.14999999,-0.5096939,125,0.9557863
2520,-0.4,5.210702419281006,0.14999999,-0.31276983,126,0.95578706
2540,-0.4,5.250508785247803,0.14999999,-0.55734456,127,0.9557883
2560,-0.4,5.297200441360474,0.14999999,-0.6264661,128,0.95579
2580,-0.4,5.327988862991333,0.14999999,-0.40298757,129,0.9557939
2600,-0.4,5.362012147903442,0.14999999,-0.29158896,130,0.955798
2620,-0.4,5.392496347427368,0.14999999,-0.5645197,131,0.95580006
2640,-0.4,5.424204111099243,0.14999999,-0.40210667,132,0.9558006
2660,-0.4,5.4599151611328125,0.14999999,-0.6512649,133,0.95580226
2680,-0.4,5.4955785274505615,0.14999999,-0.318758,134,0.9558048
2700,-0.4,5.529703855514526,0.14999999,-0.49971896,135,0.95580906
2720,-0.4,5.564120054244995,0.14999999,-0.3749753,136,0.9558137
2740,-0.4,5.6040003299713135,0.14999999,-0.3558416,137,0.9558162
2760,-0.4,5.633015155792236,0.14999999,-0.31916392,138,0.9558187
2780,-0.4,5.691129684448242,0.14999999,-0.19602281,139,0.9558214
2800,-0.4,5.721418619155884,0.14999999,-0.29038787,140,0.95582014
2820,-0.4,5.750539541244507,0.14999999,-0.5559423,141,0.9558229
2840,-0.4,5.779712438583374,0.14999999,-0.13862228,142,0.9558266
2860,-0.4,5.8078882694244385,0.14999999,-0.34035295,143,0.955827
2880,-0.4,5.839967489242554,0.14999999,-0.27071005,144,0.9558265
2900,-0.4,5.876338958740234,0.14999999,-0.40886003,145,0.9558217
2920,-0.4,5.913405418395996,0.14999999,-0.4626084,146,0.95582414
2940,-0.4,5.949761867523193,0.14999999,-0.45403576,147,0.9558282
2960,-0.4,5.980183839797974,0.14999999,-0.584218,148,0.9558309
2980,-0.4,6.013576030731201,0.14999999,-0.34586498,149,0.9558337
3000,-0.4,6.043287038803101,0.14999999,-0.4240489,150,0.9558359
3020,-0.4,6.076324462890625,0.14999999,-0.6049392,151,0.95583844
3040,-0.4,6.117647409439087,0.14999999,-0.49850094,152,0.95584166
3060,-0.4,6.150347709655762,0.14999999,-0.500081,153,0.9558418
3080,-0.4,6.179388999938965,0.14999999,-0.47383073,154,0.95584387
3100,-0.4,6.213765382766724,0.14999999,-0.60874814,155,0.955845
3120,-0.4,6.244003057479858,0.14999999,-0.16295637,156,0.9558453
3140,-0.4,6.2749412059783936,0.14999999,-0.19286597,157,0.9558389
3160,-0.4,6.305378675460815,0.14999999,-0.07944378,158,0.9558407
3180,-0.4,6.336994647979736,0.14999999,-0.6635934,159,0.9558357
3200,-0.4,6.36763334274292,0.14999999,-0.40706614,160,0.9558365
3220,-0.4,6.398999214172363,0.14999999,-0.4885149,161,0.9558375
3240,-0.4,6.429305791854858,0.14999999,-0.35553867,162,0.95583844
3260,-0.4,6.4652814865112305,0.14999999,-0.5307088,163,0.9558405
3280,-0.4,6.496110200881958,0.14999999,-0.52570426,164,0.9558409
3300,-0.4,6.535820245742798,0.14999999,-0.35239434,165,0.9558432
3320,-0.4,6.582003831863403,0.14999999,-0.5331383,166,0.9558438
3340,-0.4,6.616188287734985,0.14999999,-0.38709307,167,0.9558455
3360,-0.4,6.651025772094727,0.14999999,-0.32190976,168,0.9558458
3380,-0.4,6.69428014755249,0.14999999,-0.48157686,169,0.95584404
3400,-0.4,6.732512712478638,0.14999999,-0.5656351,170,0.95584464
3420,-0.4,6.790515184402466,0.14999999,-0.28317943,171,0.95584804
3440,-0.4,6.843735218048096,0.14999999,-0.59684956,172,0.9558489
3460,-0.4,6.900313138961792,0.14999999,-0.18273506,173,0.95584804
3480,-0.4,6.935598611831665,0.14999999,-0.4587626,174,0.95584875
3500,-0.4,6.978126764297485,0.14999999,-0.2693338,175,0.955851
3520,-0.4,7.016059160232544,0.14999999,-0.24950847,176,0.955848
3540,-0.4,7.04740571975708,0.14999999,-0.628846,177,0.95584434
3560,-0.4,7.0868823528289795,0.14999999,-0.31304643,178,0.9558474
3580,-0.4,7.123120069503784,0.14999999,-0.3431249,179,0.9558443
3600,-0.4,7.161004066467285,0.14999999,-0.2335164,180,0.9558461
3620,-0.4,7.190999984741211,0.14999999,-0.5418352,181,0.9558473
3640,-0.4,7.219796180725098,0.14999999,-0.11905071,182,0.9558468
3660,-0.4,7.250391721725464,0.14999999,-0.5038213,183,0.95584375
3680,-0.4,7.279180526733398,0.14999999,-0.30831283,184,0.95584404
3700,-0.4,7.309412479400635,0.14999999,-0.40332827,185,0.95584214
3720,-0.4,7.337622165679932,0.14999999,-0.2853208,186,0.9558422
3740,-0.4,7.369213819503784,0.14999999,-0.36010492,187,0.95584446
3760,-0.4,7.410165071487427,0.14999999,-0.56783164,188,0.95584595
3780,-0.4,7.44458794593811,0.14999999,-0.34661227,189,0.9558474
3800,-0.4,7.479037523269653,0.14999999,-0.35176373,190,0.95584846
3820,-0.4,7.515059471130371,0.14999999,-0.28651875,191,0.95585006
3840,-0.4,7.549774408340454,0.14999999,-0.5880617,192,0.9558509
3860,-0.4,7.60584831237793,0.14999999,-0.39306352,193,0.9558519
3880,-0.4,7.668930530548096,0.14999999,-0.5600489,194,0.9558504
3900,-0.4,7.714923143386841,0.14999999,-0.26550668,195,0.9558525
3920,-0.4,7.760260343551636,0.14999999,-0.38570857,196,0.95585304
3940,-0.4,7.799914121627808,0.14999999,-0.23029909,197,0.9558555
3960,-0.4,7.843888998031616,0.14999999,-0.22541326,198,0.9558563
3980,-0.4,7.883318901062012,0.14999999,-0.3758762,199,0.9558567
4000,-0.4,7.920958518981934,0.14999999,-0.22679745,200,0.9558571
4020,-0.4,7.968620777130127,0.14999999,-0.23867601,201,0.9558532
4040,-0.4,8.004592657089233,0.14999999,-0.35962915,202,0.9558513
4060,-0.4,8.050077438354492,0.14999999,-0.6145532,203,0.95585376
4080,-0.4,8.08955454826355,0.14999999,-0.64571387,204,0.95585585
4100,-0.4,8.132368326187134,0.14999999,-0.36386645,205,0.9558555
4120,-0.4,8.16716456413269,0.14999999,-0.4922585,206,0.9558567
4140,-0.4,8.203151941299438,0.14999999,-0.40590134,207,0.9558587
4160,-0.4,8.23968243598938,0.14999999,-0.30870622,208,0.9558608
4180,-0.4,8.279273509979248,0.14999999,-0.50860804,209,0.9558619
4200,-0.4,8.315288305282593,0.14999999,-0.432674,210,0.95586365
4220,-0.4,8.35376501083374,0.14999999,-0.23378831,211,0.9558642
4240,-0.4,8.386120319366455,0.14999999,-0.29288977,212,0.95586437
4260,-0.4,8.416596174240112,0.14999999,-0.23965597,213,0.95586157
4280,-0.4,8.44650936126709,0.14999999,-0.38389626,214,0.9558626
4300,-0.4,8.485137701034546,0.14999999,-0.15524532,215,0.95586294
4320,-0.4,8.53373646736145,0.14999999,-0.45851138,216,0.95586115
4340,-0.4,8.574150800704956,0.14999999,-0.6422336,217,0.9558601
4360,-0.4,8.608113765716553,0.14999999,-0.22259969,218,0.9558617
4380,-0.4,8.64172911643982,0.14999999,-0.4740125,219,0.95585006
4400,-0.4,8.684199810028076,0.14999999,-0.25399098,220,0.95584995
4420,-0.4,8.722900867462158,0.14999999,-0.4326032,221,0.95585114
4440,-0.4,8.751106262207031,0.14999999,-0.40326032,222,0.95585275
4460,-0.4,8.778867959976196,0.14999999,-0.36368063,223,0.95585436
4480,-0.4,8.806903600692749,0.14999999,-0.4969419,224,0.9558536
4500,-0.4,8.835543155670166,0.14999999,-0.31669915,225,0.95585406
4520,-0.4,8.864518880844116,0.14999999,-0.403418,226,0.9558562
4540,-0.4,8.89406967163086,0.14999999,-0.32186267,227,0.9558567
4560,-0.4,8.923650741577148,0.14999999,-0.47045392,228,0.9558575
4580,-0.4,8.953861474990845,0.14999999,-0.5351704,229,0.9558597
4600,-0.4,8.984488487243652,0.14999999,-0.48978904,230,0.9558604
4620,-0.4,9.01404881477356,0.14999999,-0.28572154,231,0.955862
4640,-0.4,9.043734073638916,0.14999999,-0.5938116,232,0.9558642
4660,-0.4,9.073106527328491,0.14999999,-0.3642069,233,0.9558661
4680,-0.4,9.102148056030273,0.14999999,-0.29336324,234,0.9558675
4700,-0.4,9.133091449737549,0.14999999,-0.42216885,235,0.9558685
4720,-0.4,9.162225008010864,0.14999999,-0.09072018,236,0.955869
4740,-0.4,9.192192316055298,0.14999999,-0.5643114,237,0.9558576
4760,-0.4,9.22256064414978,0.14999999,-0.448826,238,0.9558582
4780,-0.4,9.251911401748657,0.14999999,-0.63996595,239,0.95585877
4800,-0.4,9.282382488250732,0.14999999,-0.4282544,240,0.95585984
4820,-0.4,9.313122510910034,0.14999999,-0.47384664,241,0.9558615
4840,-0.4,9.342992305755615,0.14999999,-0.58034617,242,0.95586336
4860,-0.4,9.371769428253174,0.14999999,-0.52701735,243,0.9558638
4880,-0.4,9.401818990707397,0.14999999,-0.3133066,244,0.9558662
4900,-0.4,9.431847333908081,0.14999999,-0.41061622,245,0.955867
4920,-0.4,9.463769912719727,0.14999999,-0.16668913,246,0.95586634
4940,-0.4,9.494256734848022,0.14999999,-0.33590555,247,0.9558641
4960,-0.4,9.527262687683105,0.14999999,-0.5017764,248,0.955862
4980,-0.4,9.562064409255981,0.14999999,-0.38855574,249,0.95586365
5000,-0.4,9.592390775680542,0.14999999,-0.41644916,250,0.9558643
5020,-0.4,9.6344313621521,0.14999999,-0.38610974,251,0.95586514
5040,-0.4,9.677504062652588,0.14999999,-0.34051457,252,0.9558664
5060,-0.4,9.717154264450073,0.14999999,-0.2787369,253,0.9558668
5080,-0.4,9.760461330413818,0.14999999,-0.32210335,254,0.9558691
5100,-0.4,9.79946231842041,0.14999999,-0.443204,255,0.95587033
5120,-0.4,9.841051578521729,0.14999999,-0.5327491,256,0.9558718
5140,-0.4,9.871127128601074,0.14999999,-0.29103738,257,0.9558729
5160,-0.4,9.909922122955322,0.14999999,-0.36985102,258,0.95587313
5180,-0.4,9.943469524383545,0.14999999,-0.42954272,259,0.9558724
5200,-0.4,9.98127007484436,0.14999999,-0.31019542,260,0.9558728
5220,-0.4,10.015712976455688,0.14999999,-0.5135797,261,0.9558744
5240,-0.4,10.047375202178955,0.14999999,-0.379871,262,0.9558757
5260,-0.4,10.08414101600647,0.14999999,-0.4686675,263,0.9558766
5280,-0.4,10.127071857452393,0.14999999,-0.53583103,264,0.95587707
5300,-0.4,10.170295715332031,0.14999999,-0.5796437,265,0.9558784
5320,-0.4,10.220794677734375,0.14999999,-0.5033365,266,0.9558795
5340,-0.4,10.267919301986694,0.14999999,-0.37295154,267,0.9558802
5360,-0.4,10.305617094039917,0.14999999,-0.4024792,268,0.9558811
5380,-0.4,10.358495712280273,0.14999999,-0.27584565,269,0.9558836
5400,-0.4,10.394610404968262,0.14999999,-0.40089408,270,0.95588493
5420,-0.4,10.426566123962402,0.14999999,-0.6353195,271,0.9558851
5440,-0.4,10.487462997436523,0.14999999,-0.29973966,272,0.95588595
5460,-0.4,10.53513240814209,0.14999999,-0.39827952,273,0.9558841
5480,-0.4,10.573819398880005,0.14999999,-0.1596852,274,0.95588386
5500,-0.4,10.617483139038086,0.14999999,-0.14392999,275,0.9558807
5520,-0.4,10.658103227615356,0.14999999,-0.2397944,276,0.95588064
5540,-0.4,10.695067882537842,0.14999999,-0.45751616,277,0.9558812
5560,-0.4,10.736911296844482,0.14999999,-0.42692983,278,0.95588124
5580,-0.4,10.779721736907959,0.14999999,-0.3189328,279,0.9558832
5600,-0.4,10.820563316345215,0.14999999,-0.29867125,280,0.9558827
5620,-0.4,10.859091997146606,0.14999999,-0.28489998,281,0.95588267
5640,-0.4,10.896837949752808,0.14999999,-0.30007702,282,0.9558823
5660,-0.4,10.927841663360596,0.14999999,-0.43907243,283,0.9558813
5680,-0.4,10.966774702072144,0.14999999,-0.21314679,284,0.95588166
5700,-0.4,10.999824047088623,0.14999999,-0.23821689,285,0.9558799
5720,-0.4,11.031764030456543,0.14999999,-0.5908934,286,0.9558814
5740,-0.4,11.069025754928589,0.14999999,-0.32451868,287,0.95588297
5760,-0.4,11.106505393981934,0.14999999,-0.4185137,288,0.9558824
5780,-0.4,11.13616394996643,0.14999999,-0.4809533,289,0.9558824
5800,-0.4,11.166895866394043,0.14999999,-0.5273112,290,0.95588434
5820,-0.4,11.197561025619507,0.14999999,-0.44156572,291,0.95588565
5840,-0.4,11.227816343307495,0.14999999,-0.59244776,292,0.955886
5860,-0.4,11.266021251678467,0.14999999,-0.39687374,293,0.955887
5880,-0.4,11.303979873657227,0.14999999,-0.24225135,294,0.9558886
5900,-0.4,11.344234228134155,0.14999999,-0.5892042,295,0.9558904
5920,-0.4,11.391406536102295,0.14999999,-0.55680984,296,0.95589197
5940,-0.4,11.44046664237976,0.14999999,-0.4618627,297,0.95589375
5960,-0.4,11.478955268859863,0.14999999,-0.28137022,298,0.9558944
5980,-0.4,11.512446165084839,0.14999999,-0.5931419,299,0.95589626
6000,-0.4,11.556467294692993,0.14999999,-0.33640933,300,0.95589703
6020,-0.4,11.5908842086792,0.14999999,-0.3432351,301,0.95589834
6040,-0.4,11.623762845993042,0.14999999,-0.118074596,302,0.9558999
6060,-0.4,11.669559955596924,0.14999999,-0.32206225,303,0.95589674
6080,-0.4,11.710120916366577,0.14999999,-0.3552176,304,0.9558987
6100,-0.4,11.755798816680908,0.14999999,-0.28771055,305,0.9558992
6120,-0.4,11.796544790267944,0.14999999,-0.3700952,306,0.9558991
6140,-0.4,11.82763147354126,0.14999999,-0.30963957,307,0.9559002
6160,-0.4,11.86320948600769,0.14999999,-0.35326356,308,0.9558987
6180,-0.4,11.903391361236572,0.14999999,-0.19079979,309,0.95589983
6200,-0.4,11.938718557357788,0.14999999,-0.56144035,310,0.95589894
6220,-0.4,11.974464416503906,0.14999999,-0.5026766,311,0.9559003
6240,-0.4,12.004529237747192,0.14999999,-0.19761673,312,0.95589995
6260,-0.4,12.038947343826294,0.14999999,-0.51081616,313,0.9558963
6280,-0.4,12.068113803863525,0.14999999,-0.46613875,314,0.95589733
6300,-0.4,12.097556591033936,0.14999999,-0.20532921,315,0.9558964
6320,-0.4,12.128117322921753,0.14999999,-0.5009708,316,0.95589614
6340,-0.4,12.157365560531616,0.14999999,-0.3251911,317,0.9558973
6360,-0.4,12.204239130020142,0.14999999,-0.1635017,318,0.95589846
6380,-0.4,12.243372440338135,0.14999999,-0.5928117,319,0.95589787
6400,-0.4,12.273625612258911,0.14999999,-0.6472914,320,0.95589924
6420,-0.4,12.306437015533447,0.14999999,-0.41867393,321,0.9558999
6440,-0.4,12.336150407791138,0.14999999,-0.4939072,322,0.9559002
6460,-0.4,12.37475299835205,0.14999999,-0.47407633,323,0.9559003
6480,-0.4,12.409542083740234,0.14999999,-0.5643036,324,0.95590043
6500,-0.4,12.456836700439453,0.14999999,-0.5018212,325,0.9559016
6520,-0.4,12.491503238677979,0.14999999,-0.18243104,326,0.955902
6540,-0.4,12.541495323181152,0.14999999,-0.50353074,327,0.9559013
6560,-0.4,12.577881574630737,0.14999999,-0.51211524,328,0.95590174
6580,-0.4,12.615228414535522,0.14999999,-0.7179631,329,0.9559026
6600,-0.4,12.657707214355469,0.14999999,-0.4028624,330,0.95590323
6620,-0.4,12.686415195465088,0.14999999,-0.30438548,331,0.95590365
6640,-0.4,12.7155122756958,0.14999999,-0.4155357,332,0.9559043
6660,-0.4,12.747397661209106,0.14999999,-0.4187688,333,0.9559046
6680,-0.4,12.789415121078491,0.14999999,-0.26320398,334,0.95590496
6700,-0.4,12.825655698776245,0.14999999,-0.4353813,335,0.9559023
6720,-0.4,12.863009214401245,0.14999999,-0.2686134,336,0.95590335
6740,-0.4,12.893860101699829,0.14999999,-0.45709616,337,0.95590144
6760,-0.4,12.923728942871094,0.14999999,-0.56322473,338,0.9559018
6780,-0.4,12.958660125732422,0.14999999,-0.25778663,339,0.9559023
6800,-0.4,12.999976396560669,0.14999999,-0.25538915,340,0.9559026
6820,-0.4,13.033722877502441,0.14999999,-0.19513981,341,0.95590276
6840,-0.4,13.077427625656128,0.14999999,-0.22322519,342,0.9559023
6860,-0.4,13.113713026046753,0.14999999,-0.5957671,343,0.9559034
6880,-0.4,13.147784948348999,0.14999999,-0.35428068,344,0.9559046
6900,-0.4,13.193714141845703,0.14999999,-0.27398932,345,0.9559051
6920,-0.4,13.240615129470825,0.14999999,-0.40975487,346,0.9559065
6940,-0.4,13.289096355438232,0.14999999,-0.4956934,347,0.9559069
6960,-0.4,13.340564489364624,0.14999999,-0.48891908,348,0.9559078
6980,-0.4,13.391247510910034,0.14999999,-0.36995238,349,0.95590943
7000,-0.4,13.43949294090271,0.14999999,-0.26887006,350,0.95591015
7020,-0.4,13.488003015518188,0.14999999,-0.15815517,351,0.95591104
7040,-0.4,13.530184507369995,0.14999999,-0.41194028,352,0.955908
7060,-0.4,13.569928407669067,0.14999999,-0.435099,353,0.9559085
7080,-0.4,13.604679584503174,0.14999999,-0.097494096,354,0.95590883
7100,-0.4,13.638385534286499,0.14999999,-0.78503823,355,0.95590943
7120,-0.4,13.669904232025146,0.14999999,-0.24523179,356,0.9559098
7140,-0.4,13.700833082199097,0.14999999,-0.6550863,357,0.95590955
7160,-0.4,13.732603549957275,0.14999999,-0.23624763,358,0.9559106
7180,-0.4,13.76311707496643,0.14999999,-0.79776514,359,0.9559119
7200,-0.4,13.794347763061523,0.14999999,-0.3878529,360,0.9559131
7220,-0.4,13.824620723724365,0.14999999,-0.5084497,361,0.955912
7240,-0.4,13.856518030166626,0.14999999,-0.43918794,362,0.95591253
7260,-0.4,13.904679775238037,0.14999999,-0.494744,363,0.9559126
7280,-0.4,13.962319374084473,0.14999999,-0.36917225,364,0.9559139
7300,-0.4,14.014470338821411,0.14999999,-0.30322772,365,0.95591205
7320,-0.4,14.04829716682434,0.14999999,-0.21256317,366,0.9559121
7340,-0.4,14.079757928848267,0.14999999,-0.3767392,367,0.9559103
7360,-0.4,14.110106945037842,0.14999999,-0.2757018,368,0.95590997
7380,-0.4,14.140936613082886,0.14999999,-0.5827532,369,0.95591104
7400,-0.4,14.177894353866577,0.14999999,-0.6274406,370,0.95591193
7420,-0.4,14.214415788650513,0.14999999,-0.41147187,371,0.9559124
7440,-0.4,14.251492261886597,0.14999999,-0.29431042,372,0.9559135
7460,-0.4,14.28623652458191,0.14999999,-0.15943691,373,0.9559137
7480,-0.4,14.321991205215454,0.14999999,-0.34217724,374,0.95591366
7500,-0.4,14.360963344573975,0.14999999,-0.29436707,375,0.9559132
