TimestepsSoFar,LQGmu1_higher,LQGmu1_actor,LQGsigma_higher,Iteration,TimeElapsed,ReturnMean
2880,-0.75,-0.62071,0.14999999,144,3.9649200439453125,0.9561416
2900,-0.75,-0.75886005,0.14999999,145,3.9894402027130127,0.9561399
2920,-0.75,-0.8126084,0.14999999,146,4.0119102001190186,0.9561406
2940,-0.75,-0.8040358,0.14999999,147,4.0389509201049805,0.9561419
2960,-0.75,-0.93421805,0.14999999,148,4.059581518173218,0.95614225
2980,-0.75,-0.695865,0.14999999,149,4.081131219863892,0.95614296
3000,-0.75,-0.7740489,0.14999999,150,4.1031951904296875,0.95614237
3020,-0.75,-0.95493925,0.14999999,151,4.1252312660217285,0.95614344
3040,-0.75,-0.8485009,0.14999999,152,4.149709701538086,0.956143
3060,-0.75,-0.85008097,0.14999999,153,4.178717613220215,0.9561421
3080,-0.75,-0.8238307,0.14999999,154,4.203611373901367,0.9561413
3100,-0.75,-0.9587481,0.14999999,155,4.2249369621276855,0.95613974
3120,-0.75,-0.5129564,0.14999999,156,4.245972156524658,0.95613664
3140,-0.75,-0.542866,0.14999999,157,4.269387722015381,0.95613515
3160,-0.75,-0.42944378,0.14999999,158,4.297549486160278,0.9561364
3180,-0.75,-1.0135934,0.14999999,159,4.32011079788208,0.95613647
3200,-0.75,-0.75706613,0.14999999,160,4.343399524688721,0.95613396
3220,-0.75,-0.8385149,0.14999999,161,4.368767499923706,0.9561332
3240,-0.75,-0.7055387,0.14999999,162,4.395055532455444,0.9561323
3260,-0.75,-0.8807088,0.14999999,163,4.423715114593506,0.95613295
3280,-0.75,-0.8757043,0.14999999,164,4.452856063842773,0.9561315
3300,-0.75,-0.7023943,0.14999999,165,4.473790407180786,0.956131
3320,-0.75,-0.8831383,0.14999999,166,4.495101690292358,0.95613086
3340,-0.75,-0.7370931,0.14999999,167,4.516435146331787,0.95613015
3360,-0.75,-0.67190975,0.14999999,168,4.53888463973999,0.9561306
3380,-0.75,-0.8315768,0.14999999,169,4.5628416538238525,0.9561299
3400,-0.75,-0.91563505,0.14999999,170,4.589663028717041,0.9561297
3420,-0.75,-0.6331794,0.14999999,171,4.611954689025879,0.9561304
3440,-0.75,-0.9468495,0.14999999,172,4.635761976242065,0.9561308
3460,-0.75,-0.53273505,0.14999999,173,4.6698362827301025,0.95612806
3480,-0.75,-0.80876255,0.14999999,174,4.696314811706543,0.95612836
3500,-0.75,-0.6193338,0.14999999,175,4.720200777053833,0.9561288
3520,-0.75,-0.59950846,0.14999999,176,4.749802589416504,0.95612806
3540,-0.75,-0.97884595,0.14999999,177,4.778673410415649,0.95612687
3560,-0.75,-0.6630464,0.14999999,178,4.802780628204346,0.95612687
3580,-0.75,-0.6931249,0.14999999,179,4.836449384689331,0.9561252
3600,-0.75,-0.58351636,0.14999999,180,4.8698694705963135,0.9561252
3620,-0.75,-0.89183515,0.14999999,181,4.893560171127319,0.9561259
3640,-0.75,-0.4690507,0.14999999,182,4.917165994644165,0.9561247
3660,-0.75,-0.8538213,0.14999999,183,4.9505534172058105,0.9561255
3680,-0.75,-0.6583128,0.14999999,184,4.970670938491821,0.95612425
3700,-0.75,-0.75332826,0.14999999,185,4.99150824546814,0.9561232
3720,-0.75,-0.6353208,0.14999999,186,5.012975215911865,0.95612276
3740,-0.75,-0.71010494,0.14999999,187,5.035202741622925,0.95612353
3760,-0.75,-0.91783166,0.14999999,188,5.063103914260864,0.9561227
3780,-0.75,-0.6966123,0.14999999,189,5.088570833206177,0.95612264
3800,-0.75,-0.70176375,0.14999999,190,5.110769987106323,0.95612246
3820,-0.75,-0.6365187,0.14999999,191,5.134484767913818,0.95612293
3840,-0.75,-0.93806165,0.14999999,192,5.159289598464966,0.95612365
3860,-0.75,-0.7430635,0.14999999,193,5.1903417110443115,0.95612186
3880,-0.75,-0.91004884,0.14999999,194,5.219480037689209,0.9561205
3900,-0.75,-0.6155067,0.14999999,195,5.243930816650391,0.9561207
3920,-0.75,-0.7357086,0.14999999,196,5.269045829772949,0.95612115
3940,-0.75,-0.5802991,0.14999999,197,5.296951532363892,0.9561215
3960,-0.75,-0.5754132,0.14999999,198,5.31803035736084,0.9561229
3980,-0.75,-0.7258762,0.14999999,199,5.337704420089722,0.9561235
4000,-0.75,-0.5767974,0.14999999,200,5.362864971160889,0.9561231
4020,-0.75,-0.588676,0.14999999,201,5.388054370880127,0.9561219
4040,-0.75,-0.7096291,0.14999999,202,5.408305644989014,0.95612204
4060,-0.75,-0.9645532,0.14999999,203,5.434463262557983,0.95612323
4080,-0.75,-0.99571383,0.14999999,204,5.477616786956787,0.956123
4100,-0.75,-0.7138664,0.14999999,205,5.509401798248291,0.95612025
4120,-0.75,-0.8422585,0.14999999,206,5.54617166519165,0.9561197
4140,-0.75,-0.75590134,0.14999999,207,5.579400539398193,0.95612013
4160,-0.75,-0.6587062,0.14999999,208,5.614322185516357,0.95612043
4180,-0.75,-0.85860807,0.14999999,209,5.653517961502075,0.956121
4200,-0.75,-0.78267395,0.14999999,210,5.685708284378052,0.9561214
4220,-0.75,-0.5837883,0.14999999,211,5.7195212841033936,0.9561208
4240,-0.75,-0.64288974,0.14999999,212,5.743669271469116,0.9561215
4260,-0.75,-0.589656,0.14999999,213,5.771582841873169,0.9561203
4280,-0.75,-0.73389626,0.14999999,214,5.79693603515625,0.95612085
4300,-0.75,-0.5052453,0.14999999,215,5.834274053573608,0.9561206
4320,-0.75,-0.8085114,0.14999999,216,5.876922369003296,0.9561217
4340,-0.75,-0.99223363,0.14999999,217,5.902222156524658,0.9561205
4360,-0.75,-0.57259965,0.14999999,218,5.928720235824585,0.9561204
4380,-0.75,-0.8240125,0.14999999,219,5.963589429855347,0.95611835
4400,-0.75,-0.603991,0.14999999,220,6.001906633377075,0.9561174
4420,-0.75,-0.7826032,0.14999999,221,6.040878057479858,0.95611775
4440,-0.75,-0.7532603,0.14999999,222,6.084527015686035,0.95611835
4460,-0.75,-0.7136806,0.14999999,223,6.11552357673645,0.9561184
4480,-0.75,-0.8469419,0.14999999,224,6.138613700866699,0.95611626
4500,-0.75,-0.6666992,0.14999999,225,6.1741485595703125,0.956116
4520,-0.75,-0.753418,0.14999999,226,6.203583478927612,0.95611733
4540,-0.75,-0.67186266,0.14999999,227,6.22521185874939,0.95611763
4560,-0.75,-0.8204539,0.14999999,228,6.253943920135498,0.95611805
4580,-0.75,-0.88517034,0.14999999,229,6.284076690673828,0.9561185
4600,-0.75,-0.83978903,0.14999999,230,6.315916299819946,0.95611787
4620,-0.75,-0.63572156,0.14999999,231,6.347912549972534,0.9561185
4640,-0.75,-0.9438116,0.14999999,232,6.380372762680054,0.95611995
4660,-0.75,-0.71420693,0.14999999,233,6.40225625038147,0.9561196
4680,-0.75,-0.64336324,0.14999999,234,6.433039665222168,0.9561195
4700,-0.75,-0.7721689,0.14999999,235,6.482082843780518,0.9561199
4720,-0.75,-0.44072017,0.14999999,236,6.5208046436309814,0.9561197
4740,-0.75,-0.91431135,0.14999999,237,6.55389142036438,0.95611817
4760,-0.75,-0.798826,0.14999999,238,6.58759617805481,0.95611775
4780,-0.75,-0.9899659,0.14999999,239,6.61881160736084,0.9561172
4800,-0.75,-0.7782544,0.14999999,240,6.651021957397461,0.9561168
4820,-0.75,-0.82384664,0.14999999,241,6.688259601593018,0.95611775
4840,-0.75,-0.9303462,0.14999999,242,6.721051454544067,0.95611835
4860,-0.75,-0.8770173,0.14999999,243,6.754712104797363,0.95611775
4880,-0.75,-0.6633066,0.14999999,244,6.787595272064209,0.9561185
4900,-0.75,-0.76061624,0.14999999,245,6.821411371231079,0.9561187
4920,-0.75,-0.5166891,0.14999999,246,6.8578760623931885,0.95611745
4940,-0.75,-0.6859056,0.14999999,247,6.893334865570068,0.9561178
4960,-0.75,-0.85177636,0.14999999,248,6.922973394393921,0.9561172
4980,-0.75,-0.7385557,0.14999999,249,6.9683074951171875,0.9561172
5000,-0.75,-0.76644915,0.14999999,250,7.001014709472656,0.95611715
5020,-0.75,-0.73610973,0.14999999,251,7.033586263656616,0.95611656
5040,-0.75,-0.69051456,0.14999999,252,7.076476812362671,0.9561159
5060,-0.75,-0.62873685,0.14999999,253,7.111782073974609,0.9561158
5080,-0.75,-0.67210335,0.14999999,254,7.143196105957031,0.95611656
5100,-0.75,-0.793204,0.14999999,255,7.170604705810547,0.9561169
5120,-0.75,-0.8827491,0.14999999,256,7.202209949493408,0.9561174
5140,-0.75,-0.6410374,0.14999999,257,7.231634616851807,0.95611703
5160,-0.75,-0.719851,0.14999999,258,7.267089366912842,0.9561173
5180,-0.75,-0.77954274,0.14999999,259,7.297447681427002,0.9561164
5200,-0.75,-0.6601954,0.14999999,260,7.325171709060669,0.9561161
5220,-0.75,-0.8635797,0.14999999,261,7.3503735065460205,0.95611686
5240,-0.75,-0.72987103,0.14999999,262,7.375357151031494,0.9561171
5260,-0.75,-0.81866753,0.14999999,263,7.398993968963623,0.9561178
5280,-0.75,-0.885831,0.14999999,264,7.419302940368652,0.9561171
5300,-0.75,-0.9296437,0.14999999,265,7.444158554077148,0.9561176
5320,-0.75,-0.85333645,0.14999999,266,7.4652345180511475,0.95611686
5340,-0.75,-0.72295153,0.14999999,267,7.490557670593262,0.9561165
5360,-0.75,-0.7524792,0.14999999,268,7.513123512268066,0.95611686
5380,-0.75,-0.6258457,0.14999999,269,7.538755416870117,0.95611763
5400,-0.75,-0.75089407,0.14999999,270,7.572803020477295,0.95611835
5420,-0.75,-0.9853195,0.14999999,271,7.613019704818726,0.95611864
5440,-0.75,-0.6497396,0.14999999,272,7.643007516860962,0.9561185
5460,-0.75,-0.7482795,0.14999999,273,7.673792123794556,0.95611775
5480,-0.75,-0.50968516,0.14999999,274,7.70349645614624,0.9561165
5500,-0.75,-0.49392998,0.14999999,275,7.733973503112793,0.9561164
5520,-0.75,-0.5897944,0.14999999,276,7.771101951599121,0.9561173
5540,-0.75,-0.80751616,0.14999999,277,7.807869911193848,0.9561179
5560,-0.75,-0.7769298,0.14999999,278,7.851237773895264,0.95611715
5580,-0.75,-0.6689328,0.14999999,279,7.8905088901519775,0.95611805
5600,-0.75,-0.64867127,0.14999999,280,7.924046516418457,0.9561177
5620,-0.75,-0.6349,0.14999999,281,7.958913326263428,0.95611835
5640,-0.75,-0.650077,0.14999999,282,7.987447023391724,0.95611835
5660,-0.75,-0.78907245,0.14999999,283,8.015536785125732,0.9561182
5680,-0.75,-0.56314677,0.14999999,284,8.045073509216309,0.95611787
5700,-0.75,-0.5882169,0.14999999,285,8.07591986656189,0.9561172
5720,-0.75,-0.94089335,0.14999999,286,8.106525659561157,0.95611787
5740,-0.75,-0.67451864,0.14999999,287,8.136912822723389,0.95611805
5760,-0.75,-0.7685137,0.14999999,288,8.167222261428833,0.95611787
5780,-0.75,-0.8309533,0.14999999,289,8.197041273117065,0.95611733
5800,-0.75,-0.87731117,0.14999999,290,8.228419065475464,0.9561178
5820,-0.75,-0.7915657,0.14999999,291,8.267861127853394,0.95611763
5840,-0.75,-0.9424478,0.14999999,292,8.294967412948608,0.9561174
5860,-0.75,-0.74687374,0.14999999,293,8.319535732269287,0.95611674
5880,-0.75,-0.59225136,0.14999999,294,8.349818229675293,0.9561174
5900,-0.75,-0.9392042,0.14999999,295,8.381500005722046,0.9561185
5920,-0.75,-0.90680987,0.14999999,296,8.411759376525879,0.9561188
5940,-0.75,-0.8118627,0.14999999,297,8.441397428512573,0.956119
5960,-0.75,-0.6313702,0.14999999,298,8.47063159942627,0.9561188
5980,-0.75,-0.94314194,0.14999999,299,8.495258569717407,0.9561196
6000,-0.75,-0.68640935,0.14999999,300,8.525856018066406,0.9561192
6020,-0.75,-0.6932351,0.14999999,301,8.554277181625366,0.9561196
6040,-0.75,-0.4680746,0.14999999,302,8.582324028015137,0.9561202
6060,-0.75,-0.6720622,0.14999999,303,8.611117362976074,0.95612115
6080,-0.75,-0.7052176,0.14999999,304,8.639700889587402,0.95612216
6100,-0.75,-0.6377106,0.14999999,305,8.667955160140991,0.95612264
6120,-0.75,-0.7200952,0.14999999,306,8.695446491241455,0.9561226
6140,-0.75,-0.6596396,0.14999999,307,8.724817037582397,0.95612276
6160,-0.75,-0.7032635,0.14999999,308,8.754259586334229,0.95612246
6180,-0.75,-0.5407998,0.14999999,309,8.782883882522583,0.95612264
6200,-0.75,-0.9114403,0.14999999,310,8.81166696548462,0.95612234
6220,-0.75,-0.8526766,0.14999999,311,8.8407564163208,0.9561223
6240,-0.75,-0.5476167,0.14999999,312,8.870294570922852,0.9561214
6260,-0.75,-0.8608162,0.14999999,313,8.899765968322754,0.95612097
6280,-0.75,-0.81613874,0.14999999,314,8.928845405578613,0.95612115
6300,-0.75,-0.5553292,0.14999999,315,8.957979202270508,0.9561199
6320,-0.75,-0.8509708,0.14999999,316,8.98766016960144,0.9561198
6340,-0.75,-0.6751911,0.14999999,317,9.015179634094238,0.95611936
6360,-0.75,-0.5135017,0.14999999,318,9.044624328613281,0.95611954
6380,-0.75,-0.9428117,0.14999999,319,9.072540521621704,0.95611984
6400,-0.75,-0.99729145,0.14999999,320,9.092402458190918,0.95611984
6420,-0.75,-0.7686739,0.14999999,321,9.115732669830322,0.95611817
6440,-0.75,-0.8439072,0.14999999,322,9.14677119255066,0.9561181
6460,-0.75,-0.8240763,0.14999999,323,9.179503917694092,0.95611763
6480,-0.75,-0.9143036,0.14999999,324,9.241684436798096,0.95611715
6500,-0.75,-0.85182124,0.14999999,325,9.281715393066406,0.95611733
6520,-0.75,-0.532431,0.14999999,326,9.318588256835938,0.95611703
6540,-0.75,-0.85353076,0.14999999,327,9.346385717391968,0.9561167
6560,-0.75,-0.86211526,0.14999999,328,9.375043869018555,0.95611584
6580,-0.75,-1.0679631,0.14999999,329,9.402886867523193,0.95611584
6600,-0.75,-0.7528624,0.14999999,330,9.431037664413452,0.95611423
6620,-0.75,-0.6543855,0.14999999,331,9.458908796310425,0.9561139
6640,-0.75,-0.76553565,0.14999999,332,9.484659194946289,0.9561146
6660,-0.75,-0.7687688,0.14999999,333,9.508108854293823,0.95611435
6680,-0.75,-0.613204,0.14999999,334,9.528557062149048,0.9561145
6700,-0.75,-0.7853813,0.14999999,335,9.55820631980896,0.9561135
6720,-0.75,-0.61861336,0.14999999,336,9.583967685699463,0.9561137
6740,-0.75,-0.8070962,0.14999999,337,9.61746335029602,0.9561126
6760,-0.75,-0.9132247,0.14999999,338,9.651701927185059,0.95611286
6780,-0.75,-0.60778666,0.14999999,339,9.681861639022827,0.9561125
6800,-0.75,-0.6053891,0.14999999,340,9.70464563369751,0.9561125
6820,-0.75,-0.5451398,0.14999999,341,9.736525297164917,0.9561133
6840,-0.75,-0.5732252,0.14999999,342,9.758520364761353,0.9561132
6860,-0.75,-0.9457671,0.14999999,343,9.788290739059448,0.9561145
6880,-0.75,-0.7042807,0.14999999,344,9.817814826965332,0.9561148
6900,-0.75,-0.6239893,0.14999999,345,9.849443435668945,0.9561152
6920,-0.75,-0.75975484,0.14999999,346,9.880802392959595,0.95611596
6940,-0.75,-0.84569335,0.14999999,347,9.907878637313843,0.95611626
6960,-0.75,-0.83891904,0.14999999,348,9.936428308486938,0.95611626
6980,-0.75,-0.7199524,0.14999999,349,9.963179588317871,0.9561166
7000,-0.75,-0.6188701,0.14999999,350,10.002191066741943,0.9561169
7020,-0.75,-0.50815517,0.14999999,351,10.03263545036316,0.9561169
7040,-0.75,-0.76194024,0.14999999,352,10.065935373306274,0.9561166
7060,-0.75,-0.785099,0.14999999,353,10.09724473953247,0.9561169
7080,-0.75,-0.4474941,0.14999999,354,10.126890182495117,0.95611674
7100,-0.75,-1.1350383,0.14999999,355,10.160739183425903,0.9561181
7120,-0.75,-0.5952318,0.14999999,356,10.191954612731934,0.95611656
7140,-0.75,-1.0050862,0.14999999,357,10.227156162261963,0.95611674
7160,-0.75,-0.5862476,0.14999999,358,10.259638547897339,0.95611674
7180,-0.75,-1.1477652,0.14999999,359,10.29548978805542,0.9561173
7200,-0.75,-0.7378529,0.14999999,360,10.329477071762085,0.9561174
7220,-0.75,-0.85844964,0.14999999,361,10.359106540679932,0.9561168
7240,-0.75,-0.78918797,0.14999999,362,10.390093088150024,0.9561167
7260,-0.75,-0.84474397,0.14999999,363,10.422255277633667,0.9561169
7280,-0.75,-0.71917224,0.14999999,364,10.452577590942383,0.9561171
7300,-0.75,-0.6532277,0.14999999,365,10.47716498374939,0.95611614
7320,-0.75,-0.5625632,0.14999999,366,10.500874519348145,0.9561164
7340,-0.75,-0.72673917,0.14999999,367,10.524829387664795,0.9561157
7360,-0.75,-0.6257018,0.14999999,368,10.563129663467407,0.95611537
7380,-0.75,-0.93275315,0.14999999,369,10.596869945526123,0.9561159
7400,-0.75,-0.9774406,0.14999999,370,10.626917123794556,0.9561157
7420,-0.75,-0.76147187,0.14999999,371,10.66993260383606,0.95611525
7440,-0.75,-0.6443104,0.14999999,372,10.699753999710083,0.95611507
7460,-0.75,-0.5094369,0.14999999,373,10.729688167572021,0.9561149
7480,-0.75,-0.69217724,0.14999999,374,10.759507417678833,0.9561153
